"pais","conceptozoosanitarioica","numerointerno","numeroacumulado","nombrecodigoestablecimiento","direccion","especie","productos"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","11","11","REHAINER STRAßE 5 , 06917 JESSEN
(ELSTER) , SAJONIA- ANHALT","REHAINER STRAßE 5 , 06917 JESSEN
(ELSTER) , SAJONIA- ANHALT","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","12","12","SCHÖNRIEDLSTRAßE 46 , 86971 PEITING
, BAVIERA","SCHÖNRIEDLSTRAßE 46 , 86971 PEITING
, BAVIERA","BOVINO","1.4.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","13","13","MILCHHOFSTRAßE 3- 5 , 91320
EBERMANNSTADT , BAVIERA","MILCHHOFSTRAßE 3- 5 , 91320
EBERMANNSTADT , BAVIERA","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","14","14","REHAINER STRAßE 5 , 06917 JESSEN ,
SAJONIA- ANHALT","REHAINER STRAßE 5 , 06917 JESSEN ,
SAJONIA- ANHALT","BOVINO","1.4.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","15","15","HANS- THOMA- STRAßE 28- 30 , 92224
AMBERG , BAVIERA","HANS- THOMA- STRAßE 28- 30 , 92224
AMBERG , BAVIERA","BOVINO","1.5.1.; 1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","16","16","AMBERGER STRAßE 51 , 95478 KEMNATH
, BAVIERA","AMBERGER STRAßE 51 , 95478 KEMNATH
, BAVIERA","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","17","17","BINDLACHER STRAßE 12 , 95448
BAYREUTH , BAVIERA","BINDLACHER STRAßE 12 , 95448
BAYREUTH , BAVIERA","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","18","18","DONAUSTAUFER STRAßE 87 , 93059
REGENSBURG , BAVIERA","DONAUSTAUFER STRAßE 87 , 93059
REGENSBURG , BAVIERA","BOVINO","1.3.1.; 1.5.1.; 1.6.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","19","19","WEIXLERSTR. 16 , 83329 WAGING AM
SEE , BAVIERA","WEIXLERSTR. 16 , 83329 WAGING AM
SEE , BAVIERA","BOVINO","1.5.1.; 1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","20","20","DR.- ALBERT- REIMANN- STR. 2 , 68526
LADENBURG , BAÑAN WUERTTEMBERG","DR.- ALBERT- REIMANN- STR. 2 , 68526
LADENBURG , BAÑAN WUERTTEMBERG","BOVINO","1.4.1.; 1.4.2.; 1.4.3.; 1.9.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","21","21","DE- VOS- STRASSE 12 , 25524 ITZEHOE ,
SCHLESWIG- HOLSTEIN","DE- VOS- STRASSE 12 , 25524 ITZEHOE ,
SCHLESWIG- HOLSTEIN","BOVINO","1.5.2.; 1.6.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","22","22","INDUSTRIESTRASSE 17 , 26188
EDEWECHT , BAJA SAJONIA","INDUSTRIESTRASSE 17 , 26188
EDEWECHT , BAJA SAJONIA","BOVINO","1.5.2.; 1.6.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","23","23","LEIPZIGER STRASSE 100 , 99085 ERFURT
, TURINGIA","LEIPZIGER STRASSE 100 , 99085 ERFURT
, TURINGIA","BOVINO","1.1.2.; 1.5.1.; 1.5.4.; 1.8.1.; 1.10.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","24","24","RAIFFEISENSTRASSE 1 , 49124","RAIFFEISENSTRASSE 1 , 49124","BOVINO","1.5.1.; 1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","25","25","ITZEHOER STRASSE 54 , 24594
HOHENWESTEDT , SCHLESWIGHOLSTEIN","ITZEHOER STRASSE 54 , 24594
HOHENWESTEDT , SCHLESWIGHOLSTEIN","BOVINO","1.4.1.; 1.4.2.; 1.6.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","26","26","DAMMER STRASSE 60 , 49451 HOLDORF
, BAJA SAJONIA","DAMMER STRASSE 60 , 49451 HOLDORF
, BAJA SAJONIA","BOVINO","1.2.1.; 1.2.2.; 1.3.1.; 1.4.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","27","27","HASSELBEKER RING 1 , 24980
NORDHACKSTEDT , SCHLESWIGHOLSTEIN","HASSELBEKER RING 1 , 24980
NORDHACKSTEDT , SCHLESWIGHOLSTEIN","BOVINO","1.5.1.; 1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","28","28","INDUSTRIESTRASSE 27 , 27404 ZEVEN ,
BAJA SAJONIA","INDUSTRIESTRASSE 27 , 27404 ZEVEN ,
BAJA SAJONIA","BOVINO","1.1.1.; 1.1.2.; 1.2.1.; 1.2.2.; 1.3.1; 1.4.1.; 1.5.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","29","29","LAUENFÖRDER STR. 5 , 37176 NÖRTEN-
HARDENBERG , BAJA SAJONIA","LAUENFÖRDER STR. 5 , 37176 NÖRTEN-
HARDENBERG , BAJA SAJONIA","BOVINO","1.4.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","30","30","HAUPTSTRASSE 2 , 49832 BEESTEN ,
BAJA SAJONIA","HAUPTSTRASSE 2 , 49832 BEESTEN ,
BAJA SAJONIA","BOVINO","1.4.1. LECHES EN POLVO Y CREMAS DE LECHE EN POLVO"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","31","31","WIEDENBRÜCKERSTR. 80 , 59555 LIPPSTADT , RENANIA DEL NORTE-
WESTFALIA","WIEDENBRÜCKERSTR. 80 , 59555 LIPPSTADT , RENANIA DEL NORTE-
WESTFALIA","BOVINO","1.4.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","32","32","BAHNDAMM 4 , 31547 REHBURG-
LOCCUM , BAJA SAJONIA","BAHNDAMM 4 , 31547 REHBURG-
LOCCUM , BAJA SAJONIA","BOVINO","1.1.1.; 1.1.2.; 1.3.1.; 1.4.1.; 1.8.1.; 1.10.1"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","33","33","GOLTZSTR. 18 -  20 , 13587 BERLIN ,
BERLIN","GOLTZSTR. 18 -  20 , 13587 BERLIN ,
BERLIN","BOVINO","1.6.1.; 1.6.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","34","34","AM GEWERBEPARK 10 , 16775 GRANSEE ,
BRANDENBURG","AM GEWERBEPARK 10 , 16775 GRANSEE ,
BRANDENBURG","BOVINO","1.1.1.; 1.4.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","35","35","LEIPZIGER STR. 100, 99085  ERFURT,
TURINGIA","LEIPZIGER STR. 100, 99085  ERFURT,
TURINGIA","BOVINO","1.6.1.; 1.6.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","36","36","KEMPTENER STR. 17 , 88178
HEIMENKIRCH , BAVIERA","KEMPTENER STR. 17 , 88178
HEIMENKIRCH , BAVIERA","BOVINO","1.5.3."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","37","37","BERNBEURENER STR. 14 , 86956
SCHONGAU , BAVIERA","BERNBEURENER STR. 14 , 86956
SCHONGAU , BAVIERA","BOVINO","1.5.1"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","38","38","BAHNHOFSTRASSE 37- 42 , 54424
THALFANG , RENANIA PALATINADO","BAHNHOFSTRASSE 37- 42 , 54424
THALFANG , RENANIA PALATINADO","BOVINO","1.2.1.; 1.2.2.; 1.4.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","39","39","LÜNER WEG 2 -  13, 21337 LÜNEBURG,
BAJA SAJONIA","LÜNER WEG 2 -  13, 21337 LÜNEBURG,
BAJA SAJONIA","BOVINO","1.1.2.; 1.8.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","40","40","PETER- MAY STRASSE 27, 50374 ERFTSTADT , RENANIA DEL NORTE-
WESTFALIA","PETER- MAY STRASSE 27, 50374 ERFTSTADT , RENANIA DEL NORTE-
WESTFALIA","BOVINO","1.1.1.; 1.1.2.; 1.2.1.; 1.3.1.; 1.8.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","41","41","DENISSTRASSE 19, 67663 KAISERSLAUTERN, RENANIA
PALATINADO","DENISSTRASSE 19, 67663 KAISERSLAUTERN, RENANIA
PALATINADO","BOVINO","1.1.1.; 1.1.2.; 1.3.1.; 1.8.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","42","42","MOLKEREISTRASSE 23 , 85368 MOOSBURG , BAVIERA","MOLKEREISTRASSE 23 , 85368 MOOSBURG , BAVIERA","BOVINO","1.4.1.; 1.4.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","43","43","MOLKEREISTRASSE 23 , 85368
MOOSBURG , BAVIERA","MOLKEREISTRASSE 23 , 85368
MOOSBURG , BAVIERA","BOVINO","1.5.1; 1.5.2; 1.5.3.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","44","44","EGGLHAUSER STRASSE 15 , 84076
PFEFFENHAUSEN , BAVIERA","EGGLHAUSER STRASSE 15 , 84076
PFEFFENHAUSEN , BAVIERA","BOVINO","1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","45","45","KEMPTENER STRASSE 17- 24 , 87493
LAUBEN , BAVIERA","KEMPTENER STRASSE 17- 24 , 87493
LAUBEN , BAVIERA","BOVINO","1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","46","46","KEMPTENER STRASSE 17- 24 , 87493
LAUBEN , BAVIERA","KEMPTENER STRASSE 17- 24 , 87493
LAUBEN , BAVIERA","BOVINO","1.4.1.; 1.4.2.; 1.9.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","47","47","WIERLINGS ESCH 50 , 48249 DÜLMEN ,
RENANIA DEL NORTE-  WESTFALIA","WIERLINGS ESCH 50 , 48249 DÜLMEN ,
RENANIA DEL NORTE-  WESTFALIA","BOVINO","1.4.1.; 1.4.2.; 1.4.3.; 1.9.2.; 1.10.1.; 15.1.4.; 15.2.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","48","48","FELDSTRASSE 5, 24568 KALTENKIRCHEN, SCHLESWIG-
HOLSTEIN","FELDSTRASSE 5, 24568 KALTENKIRCHEN, SCHLESWIG-
HOLSTEIN","BOVINO","1.4.1.; 1.4.2.; 1.4.3."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","49","49","ROGGENHORSTER STRASSE 31 , 23556
LÜBECK , SCHLESWIG- HOLSTEIN","ROGGENHORSTER STRASSE 31 , 23556
LÜBECK , SCHLESWIG- HOLSTEIN","BOVINO","1.4.1.; 1.4.2.; 1.4.3."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","50","50","MEIEREISTRASSE 5- 7 , 23816 LEEZEN ,
SCHLESWIG- HOLSTEIN","MEIEREISTRASSE 5- 7 , 23816 LEEZEN ,
SCHLESWIG- HOLSTEIN","BOVINO","1.4.1.; 1.4.2.; 1.4.3."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","51","51","HEINRICH- HORTEN- STRAßE 22, 47906 KEMPEN , RENANIA DEL NORTE-
WESTFALIA","HEINRICH- HORTEN- STRAßE 22, 47906 KEMPEN , RENANIA DEL NORTE-
WESTFALIA","BOVINO","1.4.1.; 1.4.2.; 1.4.3."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","52","52","HEINRICH- HORTEN- STRAßE 22 , 47906 KEMPEN , RENANIA DEL NORTE-
WESTFALIA","HEINRICH- HORTEN- STRAßE 22 , 47906 KEMPEN , RENANIA DEL NORTE-
WESTFALIA","PORCINO","15.1.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","53","53","MÜHLENSTRAßE 44 , 25355 BARMSTEDT ,
SCHLESWIG- HOLSTEIN","MÜHLENSTRAßE 44 , 25355 BARMSTEDT ,
SCHLESWIG- HOLSTEIN","BOVINO","1.5.2.; 1.6.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","54","54","DORFSTRAßE 2 , 24363 HOLTSEE , SCHLESWIG- HOLSTEIN","DORFSTRAßE 2 , 24363 HOLTSEE , SCHLESWIG- HOLSTEIN","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","55","55","KALINNASTR. 1 , 89415 LAUINGEN
(DONAU) , BAVIERA","KALINNASTR. 1 , 89415 LAUINGEN
(DONAU) , BAVIERA","BOVINO","1.4.1.; 1.4.2.; 1.9.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","56","56","HEERENER STRAßE 49, 39576 STENDAL ,
STENDAL , SAJONIA- ANHALT","HEERENER STRAßE 49, 39576 STENDAL ,
STENDAL , SAJONIA- ANHALT","BOVINO","1.1.1; 1.2.1; 1.4.1; 1.4.2; 1.4.3; 1.9.2; 2.3.1;"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","57","57","SULZDORFER STR. 7 , 96484 MEEDER ,
BAVIERA","SULZDORFER STR. 7 , 96484 MEEDER ,
BAVIERA","BOVINO","1.1.1.; 1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","58","58","KEMPTENER STRASSE 91, 88299 LEUTKIRCH IM ALLGÄU , BAÑAN WUERTTEMBERG","KEMPTENER STRASSE 91, 88299 LEUTKIRCH IM ALLGÄU , BAÑAN WUERTTEMBERG","BOVINO","1.4.1. LECHES EN POLVO Y CREMAS DE LECHE EN POLVO, 1.4.2. DERIVADOS LÁCTEOS EN POLVO, 1.9.2. LACTOSUEROS EN POLVO Y PRODUCTOS CUYO CONTENIDO DE LACTOSUEROS EN POLVO ES AL MENOS 20% M/M, EXCLUIDOS LOS DE 1.4.3; 1.8.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","59","59","SCHLEYERSTRASSE 4, 36041 FULDA,
HESSE","SCHLEYERSTRASSE 4, 36041 FULDA,
HESSE","BOVINO","1.4.3."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","60","60","WESTERENDER WEG 24 , D- 26125
OLDENBURG , BAJA SAJONIA","WESTERENDER WEG 24 , D- 26125
OLDENBURG , BAJA SAJONIA","BOVINO","1.1.1"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","61","61","OLDENBURGER LANDSTR. 1A , D- 26215
WIEFELSTEDE , NIEDERSACHSEN","OLDENBURGER LANDSTR. 1A , D- 26215
WIEFELSTEDE , NIEDERSACHSEN","BOVINO","1.3.1; 1.4.1; 1.4.2; 1.5.2; 1.6.1"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","62","62","LEIPZIGER STRASSE 48 , 09599
FREIBERG , SAJONIA","LEIPZIGER STRASSE 48 , 09599
FREIBERG , SAJONIA","BOVINO","1.1.2.; 1.4.1.; 1.4.2.; 1.5.2.; 1.5.4.; 1.8.1.; 1.9.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","63","63","MEGGLESTR. 6- 12, 83512 WASSERBURG
, BAVIERA","MEGGLESTR. 6- 12, 83512 WASSERBURG
, BAVIERA","BOVINO","1.4.2.; 1.4.3.; 1.6.1.; 1.9.2; 15.1.4"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","64","64","SCHÄFEREISTR. 6 , 09526 OLBERNHAU ,
SAJONIA","SCHÄFEREISTR. 6 , 09526 OLBERNHAU ,
SAJONIA","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","65","65","MUSKAUER STR. 38, 02906  NIESKY,
SAJONIA","MUSKAUER STR. 38, 02906  NIESKY,
SAJONIA","BOVINO","1.5.2.; 1.5.4."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","66","66","DONAUBOGEN 11 , 24539 NEUMUENSTER
SCHLESWIG- HOLSTEIN","DONAUBOGEN 11 , 24539 NEUMUENSTER
SCHLESWIG- HOLSTEIN","BOVINO","1.4.1."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","67","67","ERNST- ALBAN- STR. 11 , 17159 WAREN/ MÜRITZ, MECKLEMBURGO-
POMERANIA OCCIDENTAL","ERNST- ALBAN- STR. 11 , 17159 WAREN/ MÜRITZ, MECKLEMBURGO-
POMERANIA OCCIDENTAL","BOVINO","1.5.2."
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","68","68","JAHNSTRAßE 10 , 88214 RAVENSBURG , BAÑAN WUERTTEMBERG","JAHNSTRAßE 10 , 88214 RAVENSBURG , BAÑAN WUERTTEMBERG","BOVINO","1.1.2. DERIVADOS LÁCTEOS BEBIBLES O CUCHAREABLES SABORIZADOS Y/O FERMENTADOS (POR EJEMPLO, YOGUR, KUMIS,KÉFIR, LECHES CULTIVADAS CON BIFIDOBACTERIAS); 1.3.1. CREMA (NATA), ENTERAS O NO; ACEITE DE MANTEQUILLA; GRASA DE LECHE ANHIDRA ""GHEE""; 1.5.3. QUESOS FUNDIDOS; 1.6.1. MANTEQUILLA"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","69","69","JAHNSTRAßE 10 , 88214 RAVENSBURG , BAÑAN WUERTTEMBERG","JAHNSTRAßE 10 , 88214 RAVENSBURG , BAÑAN WUERTTEMBERG","BOVINO","1.3.1. CREMA (NATA), ENTERAS O NO; ACEITE DE MANTEQUILLA; GRASA DE LECHE ANHIDRA ""GHEE""; 1.4.1. LECHES EN POLVO Y CREMAS DE LECHE EN POLVO; 1.6.1. MANTEQUILLA"
"ALEMANIA","AUTORIZADAS LAS IMPORTACIONES DE LECHE, DERIVADOS
LÁCTEOS, DERIVADOS CÁRNICOS DE PORCINO","70","70","MOLKEREISTR. 1 , 23970 WISMAR , MECKLEMBURGO-  POMERANIA
OCCIDENTAL","MOLKEREISTR. 1 , 23970 WISMAR , MECKLEMBURGO-  POMERANIA
OCCIDENTAL","BOVINO","1.5.1; 1.5.2.; 1.8.1."
