"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"NO","13","13442","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","BOLIVAR","MARIA LA BAJA","Colombia","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","2"
"NO","13","13442","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","BOLIVAR","MARIA LA BAJA","Colombia","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","2"
"NO","81","81001","SI","NO ACTIVO","ND","2012-10-01","Hombre","ND","ARAUCA","ARAUCA","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","23","23464","NO","ACTIVO","INDIGENA","2013-02-01","Hombre","ND","CORDOBA","MOMIL","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","17","17665","NO","NO ACTIVO","ND","2012-11-01","Hombre","ND","CALDAS","SAN JOSE","ND","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2014-01-01","18-29","SI","1"
,"05","05088","NO","NO ACTIVO","ND","2012-10-01","Mujer","SIN ESPECIFICAR","ANTIOQUIA","BELLO","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2015-01-01","30-49","SI","1"
"ND","25","25754","ND","ACTIVO","ND","2012-10-01","Hombre","ND","CUNDINAMARCA","SOACHA","Colombia","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","08","08001","ND","NO ACTIVO","ND","2012-11-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","ND","EDUCACIÓN SECUNDARIA","CC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","40"
"NO","13","13549","NO","ACTIVO","ND","2015-04-01","Hombre","SECUNDARIA","BOLIVAR","PINILLOS","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","44","44560","NO","ACTIVO","ND","2012-11-01","Hombre","ND","LA GUAJIRA","MANAURE","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","52","52835","NO","NO ACTIVO","ND","2015-06-01","Hombre","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","52","52258","NO","ACTIVO","INDIGENA","2017-06-01","Hombre","TRANSICION","NARIÑO","EL TABLON DE GOMEZ","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","05","05665","ND","ACTIVO","ND","2012-12-01","Hombre","ND","ANTIOQUIA","SAN PEDRO DE URABA","Colombia","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","94","94001","NO","ACTIVO","ND","2013-02-01","Mujer","SECUNDARIA","GUAINIA","INIRIDA","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","4"
"NO","81","81065","NO","ACTIVO","ND","2012-11-01","Hombre","TRANSICION","ARAUCA","ARAUQUITA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","13"
"NO","41","41298","NO","ACTIVO","ND","2016-12-01","Mujer","PRIMARIA","HUILA","GARZON","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","52","52381","NO","NO ACTIVO","ND","2012-11-01","Mujer","ND","NARIÑO","LA FLORIDA","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2016-01-01",">65","SI","1"
"ND","08","08421","ND","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Hombre","ND","ATLANTICO","LURUACO","Colombia","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","08","08573","NO","NO ACTIVO","ND","2012-10-01","Hombre","ND","ATLANTICO","PUERTO COLOMBIA","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","52"
"ND","19","19533","ND","ACTIVO","ND","2013-04-01","Mujer","ND","CAUCA","PIAMONTE","Colombia","ND","EDUCACIÓN PRIMARIA","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
,"17","17614","NO","ACTIVO","INDIGENA","2017-08-01","Mujer","ND","CALDAS","RIOSUCIO","Colombia","ND","NUTRICIÓN MENOR","RC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","6"
"NO","13","13549","NO","ACTIVO","ND","2012-12-01","Hombre","ND","BOLIVAR","PINILLOS","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","8"
"NO","23","23807","NO","ACTIVO","ND","2013-01-01","Mujer","PRIMARIA","CORDOBA","TIERRALTA","ND","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","705"
"NO","15","15377","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","BOYACA","LABRANZAGRANDE","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","8"
"NO","05","05697","NO","ACTIVO","ND","2013-12-01","Mujer","PRIMARIA","ANTIOQUIA","EL SANTUARIO","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","18","18410","NO","ACTIVO","ND","2018-03-01","Mujer","ND","CAQUETA","LA MONTAÑITA","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"SI","47","47720","NO","ACTIVO","ND","2012-11-01","Hombre","ND","MAGDALENA","SANTA BARBARA DE PINTO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","86","86219","ND","NO ACTIVO","ND","2015-12-01","Mujer","ND","PUTUMAYO","COLON","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","18","18205","NO","ACTIVO","ND","2015-04-01","Hombre","ND","CAQUETA","CURILLO","ND","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","23","23001","ND","ACTIVO","ND","2012-10-01","Mujer","ND","CORDOBA","MONTERIA","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"NO","54","54398","SI","ACTIVO","ND","2015-06-01","Hombre","ND","NORTE DE SANTANDER","LA PLAYA","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","23","23574","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","PUERTO ESCONDIDO","ND","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23574","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","PUERTO ESCONDIDO","ND","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23574","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","PUERTO ESCONDIDO","ND","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"NO","66","66572","NO","NO ACTIVO","ND","2012-11-01","Hombre","ND","RISARALDA","PUEBLO RICO","ND","ND","EDUCACIÓN SECUNDARIA","TI","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","6"
"NO","54","54245","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Mujer","ND","NORTE DE SANTANDER","EL CARMEN","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","13","13744","NO","ACTIVO","ND","2014-05-01","Mujer","ND","BOLIVAR","SIMITI","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","18","18753","NO","ACTIVO","ND","2015-09-01","Hombre","ND","CAQUETA","SAN VICENTE DEL CAGUAN","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","17","17444","NO","ACTIVO","ND","2012-11-01","Mujer","ND","CALDAS","MARQUETALIA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","9"
"NO","18","18205","NO","ACTIVO","ND","2014-08-01","Mujer","ND","CAQUETA","CURILLO","ND","MONETARIO","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","NO","1"
"NO","44","44430","NO","ACTIVO","INDIGENA","2013-02-01","Hombre","ND","LA GUAJIRA","MAICAO","ND","ND","ND","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","390"
"ND","85","85430","ND","ACTIVO","ND","2013-01-01","Hombre","ND","CASANARE","TRINIDAD","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","41","41306","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","HUILA","GIGANTE","COLOMBIA","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"NO","41","41306","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","HUILA","GIGANTE","COLOMBIA","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"ND","08","08001","ND","NO ACTIVO","ND","2012-11-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"NO","20","20250","NO","NO ACTIVO","ND","2012-11-01","Hombre","ND","CESAR","EL PASO","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","41","41872","NO","ACTIVO","INDIGENA","2013-07-01","Mujer","PRIMARIA","HUILA","VILLAVIEJA","ND","ND","EDUCACIÓN PRIMARIA","RC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"SI","18","18753","NO","ACTIVO","ND","2013-11-01","Mujer","ND","CAQUETA","SAN VICENTE DEL CAGUAN","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","27","27745","NO","ACTIVO","ND","2013-01-01","Hombre","ND","CHOCO","SIPI","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","16"
"SI","70","70508","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","OVEJAS","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
,"41","41503","NO","ACTIVO","ND","2017-10-01","Mujer","SIN ESPECIFICAR","HUILA","OPORAPA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","05","05001","ND","ACTIVO","ND","2017-05-01","Hombre","ND","ANTIOQUIA","MEDELLIN","Colombia","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","15","15106","NO","ACTIVO","ND","2013-01-01","Hombre","SECUNDARIA","BOYACA","BRICEÑO","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","76","76306","NO","ACTIVO","ND","2012-10-01","Mujer","ND","VALLE","GINEBRA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","23","23660","ND","ACTIVO","ND","2012-11-01","Hombre","ND","CORDOBA","SAHAGUN","Colombia","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","52","52001","NO","ACTIVO","ND","2015-10-01","Mujer","ND","NARIÑO","PASTO","COLOMBIA","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","11","11001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","17"
"NO","05","05148","NO","ACTIVO","ND","2012-11-01","Mujer","PRIMARIA","ANTIOQUIA","EL CARMEN DE VIBORAL","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"NO","20","20001","NO","ACTIVO","ND","2012-10-01","Hombre","PRIMARIA","CESAR","VALLEDUPAR","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1225"
"NO","68","68179","NO","ACTIVO","ND","2012-11-01","Hombre","ND","SANTANDER","CHIPATA","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","13","13744","NO","ACTIVO","ND","2015-04-01","Mujer","ND","BOLIVAR","SIMITI","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","19","19517","ND","ACTIVO","ND","2012-12-01","Mujer","ND","CAUCA","PAEZ","Colombia","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","23","23855","NO","ACTIVO","ND","2013-01-01","Hombre","PRIMARIA","CORDOBA","VALENCIA","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","244"
"ND","76","76001","ND","NO ACTIVO","ND","2012-11-01","Mujer","ND","VALLE","CALI","Colombia","ND","ND","No Definido","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","4"
"NO","15","15810","NO","ACTIVO","ND","2017-07-01","Mujer","ND","BOYACA","TIPACOQUE","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","2"
"NO","66","66687","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","PRIMARIA","RISARALDA","SANTUARIO","ND","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"ND","19","19318","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-02-01","Mujer","ND","CAUCA","GUAPI","Colombia","ND","ND","No Definido","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","05","05045","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","ANTIOQUIA","APARTADO","Colombia","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","05","05129","ND","ACTIVO","ND","2012-10-01","Mujer","ND","ANTIOQUIA","CALDAS","Colombia","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","13","13683","NO","ACTIVO","ND","2017-10-01","Hombre","ND","BOLIVAR","SANTA ROSA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"NO","63","63272","NO","ACTIVO","ND","2013-09-01","Hombre","PRIMARIA","QUINDIO","FILANDIA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70001","NO","ACTIVO","ND","2015-03-01","Hombre","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2015-03-01","Hombre","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","05","05697","ND","NO ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","EL SANTUARIO","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","23","23855","ND","ACTIVO","ND","2015-06-01","Mujer","ND","CORDOBA","VALENCIA","Colombia","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70771","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SUCRE","ND","MONETARIO","NUTRICIÓN","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"ND","70","70771","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SUCRE","ND","MONETARIO","NUTRICIÓN","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","76","76364","NO","ACTIVO","ND","2012-11-01","Mujer","PRIMARIA","VALLE","JAMUNDI","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","22"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05642","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","SALGAR","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
