"tipo","nit_identificacion","nombre_razon_social","enfoque_especifico","telefono","correo_electronico_judicial","pa_s","ciudad","id_barrio","barrio_sede","direccion","enlace"
"Asociaciones","900056082","ASOCIACION DE ADULTOS MAYORES DE PUERTO REY CONCEPCION DE MARIA","ADULTO MAYOR","3122307274","asociaciondeadultosmayores@hotmail.com","COLOMBIA","CARTAGENA",,"HUEVO VERDE","CLL HUEVO VERDE MZ G LT 15","CARMELO ALTAMAR VILLAR"
"Asociaciones","901113976","ASOCIACION PRO RECUPERACION DEL POLIDEPORTIVO DE BLAS DE LEZO Y SU CANCHA SINTETICA ZONAS ALEDAÑAS","DEPORTE","3172378030","asoprodeblaz@hotmail.com","COLOMBIA","CARTAGENA","5300","BLAS DE LEZO","BR. BLAS DE LEZO MZ 11 LOTE 5 TERCERA ETAPA","PEDRO  ALVAREZ PESTANA"
"Asociaciones","806013119","ASOCIACION CONSEJO INTERNACIONAL DE ORGANIZACIONES DE FESTIVALES DE FOLCLOR Y ARTES TRADICIONALES - SECCION NACIONAL COLOMBIA CIOFF CO  LOMBIA.","CULTURAL","3116854254","cioffcol@yahoo.es","COLOMBIA","CARTAGENA","2600","ARMENIA","Calle 30 D 4913  DIAGONAL 30","MARIA CLAUDIA BERROCAL DURAN"
"Asociaciones","901041941","ASOCIACION ESTACION DE CLASIFICACION Y APROVECHAMIENTO CENTRO DE ACOPIO CARTAGENA AMIGABLE","AMBIENTAL","6431804","centrodeacopiocartagena@gmail.com","COLOMBIA","CARTAGENA","400","TORICES","Carrera 16 A 5035  Cra 16 A 50-35","AMARANTO  ZABALETA AREVALO"
"Asociaciones","806004577","LA CASA DE LA CULTURA DE CARTAGENA","CULTURAL","6625621","casaculturacgna@gmail.com","COLOMBIA","CARTAGENA","2600","ARMENIA","Calle 30 D 4910  DIAGONAL  30",
"Asociaciones","806010654","COMITE CULTURAL DEL SOCORRO","CULTURAL","6617617","coculso@hotmail.com","COLOMBIA","CARTAGENA","5800","EL SOCORRO","SOCORRO, CR 76 21B 30 PLAN 134 AL LADO DE LA IGLESIA","ARIEL RAMOS ARANGO"
"Asociaciones","806007192","COTELCO-CAPITULO DISTRITO TURISTICO Y CULTURAL CARTAGENA DE INDIAS","TURISMO","6551517","contabilidad@cotelcoctg.org","COLOMBIA","CARTAGENA","1750","BOCAGRANDE","CRA 3a.EDIFICIO CENTRO EJECUTIVO No. 8-129 Of. 604","MARTHA LUCIA NOGUERA ANGARITA"
"Asociaciones","806015243","RED NACIONAL DE FESTIVALES FOLCLORICOS REDEFOLCLOR","CULTURAL","3157569669","enjatib@hotmail.com","COLOMBIA","CARTAGENA","2600","ARMENIA","B. ARMENIA CL STA ANA #49 13","KIMBERLIN KATIUSCA CORRALES MORALES"
"Asociaciones","900451670","ASOCIACION DE PESCADORES LOS TIBURONES","PESQUERIA Y AGROINDUSTRIA","3122465582","saulbecharagirado@gmail.com","COLOMBIA","CARTAGENA","8350","TIERRA BOMBA","TIERRA BOMBA CALLE EL COPEI TIERRA BOMBA","SAUL  BECHARA GIRADO"
"Asociaciones","901168820","ASOCIACION VECINOS DE LA URBANIZACION SAN PEDRO","GOBERNABILIDAD","6631831","asoveursanpedro@hotmail.com","COLOMBIA","CARTAGENA","5150","SAN PEDRO","URBANIZACIÓN SAN PEDRO MANZANA 4 LOTE 7","GLADYS  OROZCO DE REJTMAN"
"Asociaciones","806000642","ASOCIACION DE ARTE TROTASUENOS","CULTURAL","3114171167","trotasuenos@gmail.com","COLOMBIA","CARTAGENA","5300","BLAS DE LEZO","Carrera 68 MZ 38 LOTE 5 BLAS DE LEZO",
"Asociaciones","901051124","ASOCIACION DE PESCADORES DE LA CIENAGA DE LA VIRGEN DEL PUENTE LA ESPERENAZA DE LA CALLE 43 Y CALLE 44 DEL BARRIO LA MARIA","PESQUERIA Y AGROINDUSTRIA","3134974500","bohorquzlopeez1957@gmail.com","COLOMBIA","CARTAGENA","1350","LA MARIA","CALLE 43 # 34-117  BARRIO LA MARIA","JAIME ENRIQUE BOHORQUEZ LOPEZ"
"Asociaciones","806014517","ASOCIACION DE PESCADORES Y AGRICULTORES ARTESANALES DE PASACABALLOS.AGROPEZ","PESQUERIA Y AGROINDUSTRIA","3014071025","pastormanuel02@hotmail.com","COLOMBIA","CARTAGENA","8550","PASACABALLOS","PASACABALLOS C 25 05-12","GLEIDER  VILLALOBOS OROZCO"
"Asociaciones","900206853","GRUPO ORGANIZADO 3A. EDAD NUEVA LUZ ESPERANZA DEL BARRIO BOSTON SECTOR EL PUEBLITO","ADULTO MAYOR","3136063605","jhom-eduar@hotmail.com","COLOMBIA","CARTAGENA","2000","BOSTON","BARRIO BOSTON SECTOR EL PUEBLITO CRA. 45 # 34A-53","ANA MARTINEZ ZAENS"
"Asociaciones","901374042","ASOCIACIÓN DE RECREACIÓN Y DEPORTES NÁUTICOS DE PLAYA BLANCA BARU","TURISMO","3013210155","ardentur2020@gmail.com","COLOMBIA","CARTAGENA","8500","SANTA ANA","CRA 5 CL 16 APTO 3 SANTA ANA","FABIAN  PACHECO ALVAREZ"
