"tipo_de_misi_n","continente","pa_s","estado_misi_n","decreto_de_apertura","observaciones"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #220 DE 1914 NOMBRAMIENTO DE UN CÓNSUL EN TORINO","(NO REGISTRA)"
"CONSULADO","ASIA","CHINA","ABIERTA","DECRETO # 2245 DE 1931 POR EL CUAL SE ADICIONAN Y REFORMAN LOS DECRETOS NÚMEROS 1999 Y 2049 DE 1930 Y SE DICTAN UNAS DISPOSICIONES SOBRE CONSULADOS HONORARIOS DE LA REPÚBLICA.","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BOLIVIA","CERRADA","DECRETO #920 DE 1912 NOMBRAMIENTO DE UN CÓNSUL EN POTOSI","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO DE 1858 NOMBRAMIENTO DE UN CÓNSUL EN NANTES","(NO REGISTRA)"
"EMBAJADA","EUROPA","AUSTRIA","ABIERTA","MEDIANTE DECRETO 652 BIS DE 1907 SE REFUNDE LA LEGACION DE ALEMANIA, SE HACE EXTENSIVA A ALEMANIA HOLANDA Y AUSTRIA; LOS SECRETARIOS DE LAS LEGACIONES QUE SE EXTIENDEN A VARIOS PAISES FUNCIONARAN COMO ENCARGADOS DE NEGOCIOS AD INTERIM","(NO REGISTRA)"
"CONSULADO","AMÉRICA","CANADA","ABIERTA","DECRETO #1558 DE 1996 POR EL CUAL SE CREA UN CONSULADO, UN CARGO Y SE HACE UN NOMBRAMIENTO AD-HONOREM EN EL SERVICIO EXTERIOR","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #1343 DE 1921 NOMBRAMIENTO DE UN CÓNSUL EN CORDOBA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #1425 DE 1984 CREACIÓN DE UN CONSULADO EN EAST LAKE","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #1863 DE 1916 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO CONSULA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUIZA","CERRADA","DECRETO #1426 DE 1924 NOMBRAMIENTO DE UN CÓNSUL EN LUGANO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","PAISES BAJOS","CERRADA","DECRETO #3082 DE 1980 CREACIÓN DE UN CONSULADO EN BONAIRE","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","PARAGUAY","ABIERTA","DECRETO #1588 DE 1939, POR EL CUAL SE HACE UN NOMBRAMIENTO DIPLOMATICO ANTE LAS REPÚBLICAS DEL PARAGUAY Y URUGUAY","(NO REGISTRA)"
"EMBAJADA","EUROPA","LUXEMBURGO","CERRADA","DECRETO #41 DEL 1973 NOMBRAMIENTO DE UN EMBAJADOR ANTE LIECHTENSTEIN","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","VENEZUELA","CERRADA","DECRETO #588 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN CAPURANO","(NO REGISTRA)"
"EMBAJADA","EUROPA","FINLANDIA","ABIERTA","DECRETO #3243 DE 1959 POR EL CUAL SE DICTA UNA DISPOSICION EN EL SERVICIO DIPLOMATICO DE LA REPUBLICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO DE 1859 NOMBRAMIENTO DE UN CÓNSUL EN LEIPZIG","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","BELGICA","CERRADA","DECRETO #330 DE 1892 NOMBRAMIENTO DE UN CÓNSUL EN  GANTE","(NO REGISTRA)"
"EMBAJADA","EUROPA","ALBANIA","CERRADA","DECRETO #1778 NOMBRAMIENTO DE UN EMBAJADOR NO RESIDENTE ANTE LA REPÚBLICA DE ALBANIA","(NO REGISTRA)"
"CONSULADO","EUROPA","ITALIA","ABIERTA","DECRETO 15 DE MAYO DE 1860 SOBRE NOMBRAMIENTO DEL CONSUL DEL DE LA CONFEDERACIÓN GRANADINA EN ROMA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","FILIPINAS","CERRADA","DECRETO #1645 DE 1938 CREACIÓN DE UN CONSULADO EN MANILA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","PAISES BAJOS","CERRADA","DECRETO 1855 NOMBRAMIENTO DE UN CÓNSUL EN ROTTERDAM","(NO REGISTRA)"
"CONSULADO","AMÉRICA","CHILE","ABIERTA","DECRETO DE 14 DE JULIO DE 1866 NOMBRANDO CÓNSULES Y VICE CONSULES DE LA UNION EN EL EXTRANJERO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","BRASIL","CERRADA","DECRETO #670 DE 1986 NOMBRAMIENTO DE UN CÓNSUL EN CIUDAD DEL PARA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO DE 1847 NOMBRAMIENO DE UN CÓNSUL EN BURDEOS","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #1954 DE 1918 NOMBRAMIENTO DE UN CÓNSUL EN BUFALO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #1710 DE 1928 NOMBRAMIENTO DE UN CÓNSUL EN BARI","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #201 DE 1926 NOMBRAMIENTO DE UN CÓNSUL EN WIESBADEN","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","OMÁN","CERRADA","DECRETO #873 DE 1986 NOMBRAMIENTO DE UN CÓNSUL EN MASCATE","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","CERRADA","DECRETO DE 1848 NOMBRAMIENO DE UN CÓNSUL EN CIUDAD BOLIVAR (VENEZUELA)","(NO REGISTRA)"
"CONSULADO","AMÉRICA","MÉXICO","ABIERTA","DECRETO #400 DE 1884 SOBRE EL NOMBRAMIENTO DE UN CONSUL GENERAL EN MÉXICO.","(NO REGISTRA)"
"EMBAJADA","ASIA","OMÁN","CERRADA","DECRETO #3247 DEL 1985 NOMBRAMIENTO DE UN EMBAJADOR ANTE OMÁN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #157 DE 1899 NOMBRAMIENTO DE UN CÓNSUL EN LUDWIGSHAFEN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRECIA","ABIERTA","DECRETO #688 DE 1894 NOMBRAMIENTO DE UN CÓNSUL EN ATENAS","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","PORTUGAL","CERRADA","DECRETO #688 DE 1894 NOMBRAMIENTO DE UN CÓNSUL EN OPORTO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","IRLANDA","CERRADA","DECRETO #425 DE 1978 CREACIÓN DE UN CONSULADO EN LIMERICK","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","BARBADOS","CERRADA","DECRETO #2519 DE 1989 DE NOMBRAMIENTO DE UN EMBAJADOR ANTE BARBADOS","(NO REGISTRA)"
"CONSULADO","EUROPA","FRANCIA","CERRADA","DECRETO #715 DE 1880 POR EL CUAL SE CREA UN CONSULADO EN NIZA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ECUADOR","ABIERTA","DECRETO #2864 DE 1966 POR EL CUAL SE ESTABLECE LA PLANTA DEL SERVICIO EXTERIOR DEL MINISTERIO DE RELACIONES EXTERIORES CORRESPONDIENTE A LA RAMA CONSULAR.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #1029 DE 1915 NOMBRAMIENTO DE UN CÓNSUL EN CATANIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","ABIERTA","DECRETO #573 DE 1880 NOMBRAMIENTO DE UN CÓNSUL EN TURIN","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","CANADA","ABIERTA","DECRETO #1956 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO DIPLOMATICO DE CANADA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","CERRADA","DECRETO #1189 DE 1926 NOMBRAMIENTO DE UN CÓNSUL EN ENCONTRADOS","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","CUBA","CERRADA","DECRETO #931 DE 1881 CREACIÓN DE UN CONSULADO EN MANZANILLO (CUBA)","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #42BIS DE 1880 NOMBRAMIENO DE UN CÓNSUL EN DRESDEN","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","BAHAMAS","CERRADA","DECRETO #1111 DE 1985 DE NOMBRAMIENTO DE UN EMBAJADOR ANTE LAS BAHAMAS","(NO REGISTRA)"
"CONSULADO","AMÉRICA","MÉXICO","ABIERTA","DECRETO #2245 DE 1931 POR EL CUAL SE ADICIONAN Y REFORMAN LOS DECRETOS #1999 Y #2049 DE 1930 Y SE DICTAN UNAS DISPOSICIONES SOBRE CONSULADOS HONORARIOS DE LA REPÚBLICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #48 DE 1899 NOMBRAMIENTO DE UN CÓNSUL EN SOUTHAMPTON","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","PERU","CERRADA","DECRETO #275 DE 1979 NOMBRAMIENTO DE UN CÓNSUL EN PITTSBURGH","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","MEXICO","CERRADA","DECRETO #1649 DE 1918 CREACIÓN DE UN CONSULADO EN MERIDA (MÉXICO)","(NO REGISTRA)"
"CONSULADO","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO DE 1853 NOMBRAMIENTO DE UN CÓNSUL EN LIVERPOOL","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","KENIA","ABIERTA","DECRETO #138 DE 1975 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO DIPLOMÁTICO Y SE HACEN UNOS TRALADOS, SE CREA LA EMBAJADA DE COLOMBIA EN KENYA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","SIRIA","CERRADA","DECERTO #239 DE 1966 CREACIÓN DE UN CONSULADO EN DAMASCO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","NICARAGUA","CERRADA","DECRETO #1647 DE 2002 NOMBRAMIENTO DE UN CÓNSUL EN MANAGUA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","FRANCIA","CERRADA","DECRETO DE 1871 NOMBRAMIENTO DE UN CÓNSUL EN MARTINICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","CHIPRE","ABIERTA","DECRETO #429 DE 1981 CREACIÓN DE UN CONSULADO EN LIMASSOL","(NO REGISTRA)"
"CONSULADO AD HONOREM","AFRICA","ARGELIA","CERRADA","DECRETO #1038 DE 1915 NOMBRAMIENTO DE UN CÓNSUL EN ORAN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESLOVAQUIA","ABIERTA","DECRETO #2637 DE 1999 CREACIÓN DE UN CONSULADO EN BRATISLAVA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","JORDANIA","CERRADA","DECRETO #2066 DE 1998 CREACIÓN DE UN CONSULADO EN AMÁN","(NO REGISTRA)"
"EMBAJADA","EUROPA","REPUBLICA DEMOCRATICA DE ALEMANIA","CERRADA","DECRETO #2672 DE 1973 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN REPÚBLICA DEMOCRÁTIC A DE ALEMANIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","COSTA RICA","CERRADA","DECRETO 1870 NOMBRAMIENTO DE UN CÓNSUL EN PUNTA ARENAS (COSTAS RICA)","(NO REGISTRA)"
"EMBAJADA","ASIA","JORDANIA","CERRADA","DECRETO #3237 DE 1977 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN JORDANIA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PANAMA","ABIERTA","DECRETO #1309 DE 1925 POR EL CUAL SE CREAN EN LA REPÚBLICA DE PANAMÁ DOS CONSULADOS","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PANAMA","ABIERTA","DECRETO #1309 DE 1925 POR EL CUAL SE CREAN EN LA REPÚBLICA DE PANAMÁ DOS CONSULADOS","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","ABIERTA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","BELGICA","CERRADA","DECRETO #2212 DE 1919 NOMBRAMIENTO DE UN CÓNSUL EN MONS","(NO REGISTRA)"
"EMBAJADA","ASIA","SINGAPUR","ABIERTA","DECRETO #2154 DE 1984 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO EXTERIOR.","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #447 DE 1885 SOBRE EL NOMBRAMIENTO DE UN CÓNSUL","(NO REGISTRA)"
"EMBAJADA","ASIA","REPUBLICA DEMOCRATICA DE COREA","CERRADA","DECRETO #906 DEL 1995 NOMBRAMIENTO DE UN EMBAJADOR ANTE LA REPÚBLICA DE COREA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #950 DE 1922 NOMBRAMIENTO DE UN CÓNSUL EN SOLINGEN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #1365 DE 1934 NOMBRAMIENTO DE UN CÓNSUL EN  GERONA","(NO REGISTRA)"
"EMBAJADA","ASIA","COREA","ABIERTA","DECRETO #2078 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO EXTERIOR ANTE LOS GOBIERNOS DE CHINA Y COREA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO DE 1858 NOMBRAMIENO DE UN CÓNSUL EN BAYONA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #1069 DE 1922 NOMBRAMIENTO DE UN CÓNSUL EN COBURGO","(NO REGISTRA)"
"CONSULADO","EUROPA","ESPAÑA","ABIERTA","DECRETO DEL 18 DE JUNIO DE 1872 POR EL CUAL SE NOMBRA CÓNSUL GENERAL EN BERLIN","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","NAMIBIA","CERRADA","DECRETO #668 DE 1990 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN NAMIBIA","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","GUATEMALA","ABIERTA","DECRETO NÚMERO #795 DE 1880 SOBRE NOMBRAMIENTO DE SECRETARIO EN LAS LEGACIONES DE COLOMBIA EN LAS REPÚBLICAS DE GUATEMALA Y EL SALVADOR","(NO REGISTRA)"
"CONSULADO AD HONOREM","AFRICA","BENIN","ABIERTA","DECRETO #73 DE 2018 CREACIÓN DE UN CONSULADO EN PORTO NOVO","(NO REGISTRA)"
"EMBAJADA","ASIA","JAPON","ABIERTA","DECRETO #652 DE 1907, CREASE UNA LEGACIÓN DE 1A CLASE EN TOKIO IMPERIO DEL JAPÓN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #2196 DE 1973 CREACIÓN DE UN CONSULADO EN FRIBURGO","(NO REGISTRA)"
"DELEGACION","EUROPA","SUIZA","ABIERTA","DECRETO #2883 DE 1960 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERIVICIO EXTERIOR ANTE LA ONU GINEBRA","(NO REGISTRA)"
"EMBAJADA","ASIA","LIBANO","ABIERTA","DECRETO #1851 DE 1949, POR EL CUAL SE ASIGNAN FUNCIONES CONSULARES A LA LEGACIÓN DE COLOMBIA EN BEIRUT","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #735 DE 1916 POR EL CUAL SE HACE EN INTERINIDAD UN NOMBRAMIENTO EN EL SERVICIO CONSULAR","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","ARGELIA","ABIERTA","DECRETO #681 DE 1979 POR EL CUAL SE HACE EL NOMBRAMIENTO EN EL SERVICIO DIPLOMATICO DE ARGELIA.","(NO REGISTRA)"
"DELEGACION","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #35 DE 1948 DISPOSICIÓN DEL SERVICIO EXTERIOR DE COLOMBIA ANTE LA ONU","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","TRINIDAD Y TOBAGO","ABIERTA","DECRETO #219 DE 1968 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO DIPLOMÁTICO EN TRINIDAD&AMP;TOBAGO","(NO REGISTRA)"
"CONSULADO","EUROPA","BELGICA","CERRADA","DECRETO DE 1871 NOMBRAMIENTO DE UN CÓNSUL EN AMBERES","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #171 DE 1916 NOMBRAMIENTO DE UN CÓNSUL EN SAN SEBASTIAN","(NO REGISTRA)"
"CONSULADO","AMÉRICA","CANADA","ABIERTA","DECRETO #1154 DE 1908 SOBRE EL NOMBRAMIENTO DE DOS CÓNSULES","(NO REGISTRA)"
"CONSULADO","ASIA","INDIA","CERRADA","DECRETO #1154 DE 1959 POR EL CUAL SE CREA UN CONSULADO EN NUEVA DELHI","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO 1867 NOMBRAMIENTO DE UN CÓNSUL EN VINCES","(NO REGISTRA)"
"EMBAJADA","EUROPA","FRANCIA","ABIERTA","ENVIADOS EXTRAORDINARIOS, FRANCIA. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","CERRADA","DECRETO #1919 DE 1941 NOMBRAMIENTO DE UN CÓNSUL EN PUERTO PAEZ","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","DOMINICA","CERRADA","DECRETO #1046 DEL 1981 NOMBRAMIENTO DE UN EMBAJADOR ANTE DOMINICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #701 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN  GRANADA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","ABIERTA","DECRETO #2049 DE 1930 NOMBRAMIENTO DE UN CÓNSUL EN RECIFE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","CERRADA","DECRETO #406 DE 1893 NOMBRAMIENTO DE UN CÓNSUL EN RIO DE JANEIRO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CANADA","CERRADA","DECRETO #2051 DE 1915 NOMBRAMIENTO DE UN CÓNSUL EN TORONTO","(NO REGISTRA)"
