"identificador","titulo","descripci_n_de_contenido","idioma","medio_de_conservaci_n","formato","fecha_publicaci_n","url"
"340120101057725308000000000","Mapa Metalogenético de América Central y El Caribe. Escala: 1:4.000.000.  Versión Año 2020. Producto","Mapa Metalogenético de América Central y El Caribe. Escala: 1:4.000.000.  Versión Año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1999-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000002655000000000"
"340120101057796156000000000","Visita Técnica a la Escuela de Guataba, Vereda Huellas, Municipio de Caloto. Departamento de Cauca. Versión año 2013. Producto","Visita Técnica a la Escuela de Guataba, Vereda Huellas, Municipio de Caloto. Departamento de Cauca. Versión año 2013. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","2000-12-31T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011038000000000"
"340120101057867006000000000","Figure 9. Sketch of outcrop of bauxitic clay near Cajibio, Departamento of Cauca. CB I 7 are samples taken in March 1972. Producto","Figure 9. Sketch of outcrop of bauxitic clay near Cajibio, Departamento of Cauca. CB I 7 are samples taken in March 1972. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-06-10T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011050000000000"
"340120101057867006000000000","Figure 9. Sketch of outcrop of bauxitic clay near Cajibio, Departamento of Cauca. CB I 7 are samples taken in March 1972. Producto","Figure 9. Sketch of outcrop of bauxitic clay near Cajibio, Departamento of Cauca. CB I 7 are samples taken in March 1972. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","2000-01-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011056000000000"
"340120101057937859000000000","Modelo Conceptual del Sistema Geotérmico Volcán Azufral. Versión año 2013. Producto","Modelo Conceptual del Sistema Geotérmico Volcán Azufral. Versión año 2013. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-11-22T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011072000000000"
"340120101058008718000000000","Visita Técnica Municipio de Rosas, Vereda de Gualoto, Cauca. Versión año 2008. Producto","Visita Técnica Municipio de Rosas, Vereda de Gualoto, Cauca. Versión año 2008. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1997-08-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011187000000000"
"340120101058079591000000000","Estimación Preliminar del Potencial Geotérmico de Colombia. Versión año 2020. Producto","Estimación Preliminar del Potencial Geotérmico de Colombia. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-10-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011196000000000"
"340120101058221350000000000","Mapa de Amenaza Volcánica del Volcán Sotará - Primera Versión 2019. Producto","Mapa de Amenaza Volcánica del Volcán Sotará - Primera Versión 2019. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-06-15T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011655000000000"
"340120101058292237000000000","Mineralizaciones Primarias de elementos del Grupo del Platino en el Complejo  Ultramafico zonado del Alto Condoto. Proyecto Condoto Fase II. Informe Técnico Final. Versión año 1992. Producto","Mineralizaciones Primarias de elementos del Grupo del Platino en el Complejo  Ultramafico zonado del Alto Condoto. Proyecto Condoto Fase II. Informe Técnico Final. Versión año 1992. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-02-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011657000000000"
"340120101058363136000000000","Geología de corredor vial Transversal de las Américas, tramo  Simití- San Pablo Sector 1 . Departamento de Bolívar. Versión año 2020. Producto","Geología de corredor vial Transversal de las Américas, tramo  Simití- San Pablo Sector 1 . Departamento de Bolívar. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-04-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011673000000000"
"340120101058504986000000000","El Sismo de la Frontera Colombia - Panamá del 28 de Julio de 2015 Aspectos  Sismológicos y Movimiento Fuerte  Sismo Principal y Replicas. Versión año  2017. Producto","El Sismo de la Frontera Colombia - Panamá del 28 de Julio de 2015 Aspectos  Sismológicos y Movimiento Fuerte  Sismo Principal y Replicas. Versión año  2017. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-01-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011681000000000"
"340120101058646892000000000","Prospección Geofísica de Paleocanales Áreas de San José y Santa María – Rio Timbiqui Departamento del Cauca. Versión año 1993. Producto","Prospección Geofísica de Paleocanales Áreas de San José y Santa María – Rio Timbiqui Departamento del Cauca. Versión año 1993. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-02-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011689000000000"
"340120101058788846000000000","Geoquímica de Manantiales Termales del Departamento del Cauca. Versión año 2013. Producto","Geoquímica de Manantiales Termales del Departamento del Cauca. Versión año 2013. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-03-07T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011905000000000"
"340120101058859843000000000","Zonificación de Amenaza por Movimientos en Masa en la Cuenca Alta del Río Guamal, Meta. Escala 1:25.000. Versión año 2019. Producto","Zonificación de Amenaza por Movimientos en Masa en la Cuenca Alta del Río Guamal, Meta. Escala 1:25.000. Versión año 2019. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011906000000000"
"340120101058930909000000000","Atlas Geológico de Colombia 2020 a escala 1:500.000. Producto","Atlas Geológico de Colombia 2020 a escala 1:500.000. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1998-04-30T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011908000000000"
"340120101059002002000000000","Mapa Geológico de Colombia. Escala 1:1.000.000. Versión año 2020. Producto","Mapa Geológico de Colombia. Escala 1:1.000.000. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1999-02-09T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011909000000000"
"340120101059002002000000001","Mapa Geológico de Colombia. Escala 1:1.000.000. Versión año 2020. Mapa","Mapa Geológico de Colombia. Escala 1:1.000.000. Versión año 2020. Mapa","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1998-03-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011916000000000"
"340120101059073097000000000","Geological Map of Colombia 2020 at a scale of 1:1 000 000. Product","Geological Map of Colombia 2020 at a scale of 1:1 000 000. Product","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-02-14T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011923000000000"
"340120101059286442000000000","Caracterización Magnetotelurica del área geotérmica de Cerro Machín. Versión año 2020. Producto","Caracterización Magnetotelurica del área geotérmica de Cerro Machín. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011947000000000"
"340120101059357572000000000","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y Amenaza relativa por Movimientos en Masa. Escala 1:100.000 plancha 245 – Girardot (Cundinamarca). Versión año 2016. Producto","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y Amenaza relativa por Movimientos en Masa. Escala 1:100.000 plancha 245 – Girardot (Cundinamarca). Versión año 2016. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-02-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011955000000000"
"340120101059428703000000000","Producto de la Memoria Explicativa y Mapa Geomorfológico aplicado a Movimientos en Masa. Escala 1:100.000. Plancha 120 Bucaramanga. Departamento de Santander. Versión 2. Versión año 2015. Producto","Producto de la Memoria Explicativa y Mapa Geomorfológico aplicado a Movimientos en Masa. Escala 1:100.000. Plancha 120 Bucaramanga. Departamento de Santander. Versión 2. Versión año 2015. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-06-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011961000000000"
"340120101059499835000000000","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y amenaza relativa por Movimientos en Masa. Escala 1:100.000. Plancha 120 - Bucaramanga, Departamento de Santander versión 2. Versión año 2015. Producto","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y amenaza relativa por Movimientos en Masa. Escala 1:100.000. Plancha 120 - Bucaramanga, Departamento de Santander versión 2. Versión año 2015. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-05-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011982000000000"
"340120101059570968000000000","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y Amenaza relativa por Movimientos en Masa. Escala 1:100.000 plancha 209 – Zipaquirá (Cundinamarca). Versión año 2016. Producto","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y Amenaza relativa por Movimientos en Masa. Escala 1:100.000 plancha 209 – Zipaquirá (Cundinamarca). Versión año 2016. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-02-02T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011992000000000"
"340120101059642102000000000","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y Amenaza relativa por Movimientos en Masa. Escala 1:100.000 plancha 208 – Villeta (Cundinamarca). Versión año 2016. Producto","Mapa y Memoria Explicativa de la Zonificación de la Susceptibilidad y Amenaza relativa por Movimientos en Masa. Escala 1:100.000 plancha 208 – Villeta (Cundinamarca). Versión año 2016. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000011999000000000"
"340120101059713282000000000","Estudio Macrosísmico del sismo del 4 de marzo de 1995 al noreste del cráter del Volcán Galeras, Nariño. Versión año 2020. Producto","Estudio Macrosísmico del sismo del 4 de marzo de 1995 al noreste del cráter del Volcán Galeras, Nariño. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012146000000000"
"340120101059784467000000000","Evaluación del Riesgo Sísmico en la Ciudad de Popayán. Versión año 2020. Producto","Evaluación del Riesgo Sísmico en la Ciudad de Popayán. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1992-10-21T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012147000000000"
"340120101059855662000000000","Catálogo de Unidades Litoestratigraficas de Colombia. Andesita Guarco. Versión año 2020. Producto","Catálogo de Unidades Litoestratigraficas de Colombia. Andesita Guarco. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1998-03-06T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012585000000000"
"340120101059926859000000000","Mapa de Unidades Tectónicas de Colombia. Versión año 2017. Producto","Mapa de Unidades Tectónicas de Colombia. Versión año 2017. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1998-10-30T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012587000000000"
"340120101059998127000000000","Catalogo de Unidades Litoestratigraficas de Colombia. Tonalita de Buriticá. Cordillera Occidental Antioquia. Versión año 2021. Producto","Catalogo de Unidades Litoestratigraficas de Colombia. Tonalita de Buriticá. Cordillera Occidental Antioquia. Versión año 2021. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1997-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012595000000000"
"340120101060069398000000000","Informe de resultados del análisis morfométrico y morfotectónico del área de influencia del Proyecto Nuevo Chaquiro - Quebradona (Antioquia, Colombia). Versión año 2021. Producto","Informe de resultados del análisis morfométrico y morfotectónico del área de influencia del Proyecto Nuevo Chaquiro - Quebradona (Antioquia, Colombia). Versión año 2021. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1996-05-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012598000000000"
"340120101060211974000000000","Mapa Metalogénico de Colombia. Escala 1:1.500.000. Versión año 2020. Producto","Mapa Metalogénico de Colombia. Escala 1:1.500.000. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-09-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012610000000000"
"340120101060283267000000000","Geología estructural del área geotérmica de San Diego, Cordillera Central de los Andes Colombianos: Implicaciones para el emplazamiento de volcanes y la circulación de fluidos geotérmicos. Versión año 2018. Producto","Geología estructural del área geotérmica de San Diego, Cordillera Central de los Andes Colombianos: Implicaciones para el emplazamiento de volcanes y la circulación de fluidos geotérmicos. Versión año 2018. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-06-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012613000000000"
"340120101060425862000000000","Reconocimiento Geológico, Estructural  y Modelo Geológico 3D del Área Geotérmica del Volcán Cerro Machín. Versión año 2020. Producto","Reconocimiento Geológico, Estructural  y Modelo Geológico 3D del Área Geotérmica del Volcán Cerro Machín. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1988-06-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012614000000000"
"340120101060497161000000000","Atlas Geoquímico de Colombia. Versión año 2020. Producto","Atlas Geoquímico de Colombia. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-06-28T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012621000000000"
"340120101060568469000000000","El Sismo de Mompós, Bolívar del 15 de Abril de 2020. Aspectos Sismológicos y Movimiento Fuerte. Versión año 2020. Producto","El Sismo de Mompós, Bolívar del 15 de Abril de 2020. Aspectos Sismológicos y Movimiento Fuerte. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1992-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012622000000000"
"340120101060711103000000000","Tierras Raras en las Cuencas Carboníferas de Colombia. Versión año 2020. Producto","Tierras Raras en las Cuencas Carboníferas de Colombia. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1998-05-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012624000000000"
"340120101060782424000000000","Prospección de minerales energéticos a partir de mediciones gamaespectrométricas para potasio, uranio y torio en el área Ortega - Piedras departamento del Tolima. Versión año 2020. Producto","Prospección de minerales energéticos a partir de mediciones gamaespectrométricas para potasio, uranio y torio en el área Ortega - Piedras departamento del Tolima. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012628000000000"
"340120101060925081000000000","Estado del conocimiento en la exploración de fosfatos en el costado oriental del río Magdalena y sector sureste de Ataco, valle Superior del Magdalena, departamentos del Huila y Tolima, planchas 282, 283, 302, 303 y 324-Informe compilatorio. Versión año 2020. Producto","Estado del conocimiento en la exploración de fosfatos en el costado oriental del río Magdalena y sector sureste de Ataco, valle Superior del Magdalena, departamentos del Huila y Tolima, planchas 282, 283, 302, 303 y 324-Informe compilatorio. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1998-09-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012640000000000"
"340120101060996414000000000","Coordenadas estaciones Geodésicas permanentes de operación continua (cGNSS) GeoRED 2.1 - ITRF2014 – 2020. Versión año 2020. Producto","Coordenadas estaciones Geodésicas permanentes de operación continua (cGNSS) GeoRED 2.1 - ITRF2014 – 2020. Versión año 2020. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1997-05-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012643000000000"
"340120101061067749000000000","Zonificación de amenaza por avenidas torrenciales en Guacamayas - Boyacá a escala 1:2.000. Versión año 2021. Producto","Zonificación de amenaza por avenidas torrenciales en Guacamayas - Boyacá a escala 1:2.000. Versión año 2021. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1994-07-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012651000000000"
"340120101061139090000000000","Modelamiento 1D, 2D y 3D de la estructura resistiva del subsuelo a partir de registros magnetotelúricos para el área geotérmica del volcán Azufral. Versión año 2018. Producto","Modelamiento 1D, 2D y 3D de la estructura resistiva del subsuelo a partir de registros magnetotelúricos para el área geotérmica del volcán Azufral. Versión año 2018. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1996-10-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012653000000000"
"340120101061210439000000000","Inventario nacional de manantiales termales fase 2011. Caldas, Risaralda, Tolima y Nariño. Versión año 2011. Producto","Inventario nacional de manantiales termales fase 2011. Caldas, Risaralda, Tolima y Nariño. Versión año 2011. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-11-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012660000000000"
"340120101061281793000000000","Velocidades Geodesicas Horizontales GPS GeoRED 2.0. Versión año 2021. Producto","Velocidades Geodesicas Horizontales GPS GeoRED 2.0. Versión año 2021. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1993-12-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012661000000000"
"340120101061353149000000000","Análisis petrológico de los carbones del área de Landázuri -VMM, relacionado con el contenido de gas. Versión año 2021. Producto","Análisis petrológico de los carbones del área de Landázuri -VMM, relacionado con el contenido de gas. Versión año 2021. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1992-06-01T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012666000000000"
"340120101061424509000000000","Visita de asistencia técnica al movimiento en masa del barrio Alto El Prado, municipio El Carmen de Bolívar. Versión año 2021. Producto","Visita de asistencia técnica al movimiento en masa del barrio Alto El Prado, municipio El Carmen de Bolívar. Versión año 2021. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1999-02-02T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000012695000000000"
"340120101061495871000000000","Exploración geofísica magnetotelúrica en el área geotérmica de Paipa Boyacá. Versión año 2014. Producto","Exploración geofísica magnetotelúrica en el área geotérmica de Paipa Boyacá. Versión año 2014. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-12-31T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000013183000000000"
"340120101061567235000000000","Catálogo de las Unidades Litoestratigráficas de Colombia. Areniscas de la Juntas. Versión año 2000. Informe 2480.62. Producto","Catálogo de las Unidades Litoestratigráficas de Colombia. Areniscas de la Juntas. Versión año 2000. Informe 2480.62. Producto","ESPAÑOL","DIGITAL","PDF Y NATIVOS (SEGÚN DISPONIBILIDAD)","1995-02-28T00:00:00.000","https://miig.sgc.gov.co/Paginas/Resultados.aspx?k=110010101000013192000000000"
