"indicador","estado","municipio","departamento","total"
"Situación penitenciaria","Privados de libertad","PEREIRA","RISARALDA","2"
"Situación penitenciaria","Privados de libertad","BUCARAMANGA","SANTANDER","182"
"Situación penitenciaria","Privados de libertad","BARRANCABERMEJA","SANTANDER","1"
"Situación penitenciaria","Privados de libertad","CIMITARRA","SANTANDER","1"
"Situación penitenciaria","Privados de libertad","GIRÓN","SANTANDER","9"
"Situación penitenciaria","Privados de libertad","SOCORRO","SANTANDER","1"
"Situación penitenciaria","Privados de libertad","VÉLEZ","SANTANDER","1"
"Situación penitenciaria","Privados de libertad","SINCELEJO","SUCRE","5"
"Situación penitenciaria","Privados de libertad","IBAGUÉ","TOLIMA","15"
"Situación penitenciaria","Privados de libertad","ESPINAL","TOLIMA","227"
"Situación penitenciaria","Privados de libertad","JAMUNDÍ","VALLE DEL CAUCA","7"
"Situación penitenciaria","Privados de libertad","PALMIRA","VALLE DEL CAUCA","110"
"Situación penitenciaria","Privados de libertad","SANTIAGO DE CALI","VALLE DEL CAUCA","1"
"Situación penitenciaria","Privados de libertad","DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO DE BUENAVENTURA","VALLE DEL CAUCA","2"
"Situación penitenciaria","Privados de libertad","SEVILLA","VALLE DEL CAUCA","1"
"Situación penitenciaria","Privados de libertad","ARAUCA","ARAUCA","1"
"Situación penitenciaria","Privados de libertad","YOPAL","CASANARE","4"
"Situación penitenciaria","Privados de libertad","PAZ DE ARIPORO","CASANARE","3"
"Situación penitenciaria","En libertad","MEDELLÍN","ANTIOQUIA","17"
"Situación penitenciaria","En libertad","ANORÍ","ANTIOQUIA","1"
"Situación penitenciaria","En libertad","APARTADÓ","ANTIOQUIA","1"
"Situación penitenciaria","En libertad","BELLO","ANTIOQUIA","4"
"Situación penitenciaria","En libertad","CIUDAD BOLÍVAR","ANTIOQUIA","6"
"Situación penitenciaria","En libertad","CAREPA","ANTIOQUIA","2"
"Situación penitenciaria","En libertad","MUTATÁ","ANTIOQUIA","1"
"Situación penitenciaria","En libertad","NARIÑO","ANTIOQUIA","1"
"Situación penitenciaria","En libertad","NECOCLÍ","ANTIOQUIA","7"
"Situación penitenciaria","En libertad","PUERTO TRIUNFO","ANTIOQUIA","192"
"Situación penitenciaria","En libertad","REMEDIOS","ANTIOQUIA","61"
"Situación penitenciaria","En libertad","SABANALARGA","ANTIOQUIA","1"
"Situación penitenciaria","En libertad","SAN ROQUE","ANTIOQUIA","64"
"Situación penitenciaria","En libertad","SOPETRÁN","ANTIOQUIA","52"
"Situación penitenciaria","En libertad","TARAZÁ","ANTIOQUIA","192"
"Situación penitenciaria","En libertad","TURBO","ANTIOQUIA","102"
"Situación penitenciaria","En libertad","VALPARAÍSO","ANTIOQUIA","13"
"Situación penitenciaria","En libertad","CAMPO DE LA CRUZ","ATLÁNTICO","1"
"Situación penitenciaria","En libertad","BOGOTÁ, D.C.","BOGOTÁ DC","23"
"Situación penitenciaria","En libertad","EL CARMEN DE BOLÍVAR","BOLÍVAR","5"
"Situación penitenciaria","En libertad","MARÍA LA BAJA","BOLÍVAR","101"
"Situación penitenciaria","En libertad","SANTA ROSA DEL SUR","BOLÍVAR","117"
"Situación penitenciaria","En libertad","DISTRITO HISTÓRICO Y CULTURAL DE TUNJA","BOYACÁ","2"
"Situación penitenciaria","En libertad","CIÉNEGA","BOYACÁ","1"
"Situación penitenciaria","En libertad","CÓMBITA","BOYACÁ","3"
"Situación penitenciaria","En libertad","COPER","BOYACÁ","20"
"Situación penitenciaria","En libertad","EL COCUY","BOYACÁ","1"
"Situación penitenciaria","En libertad","PUERTO BOYACÁ","BOYACÁ","150"
"Situación penitenciaria","En libertad","SANTA SOFÍA","BOYACÁ","1"
"Situación penitenciaria","En libertad","MANIZALES","CALDAS","1"
"Situación penitenciaria","En libertad","LA DORADA","CALDAS","6"
"Situación penitenciaria","En libertad","LA MERCED","CALDAS","16"
"Situación penitenciaria","En libertad","MANZANARES","CALDAS","6"
"Situación penitenciaria","En libertad","PENSILVANIA","CALDAS","2"
"Situación penitenciaria","En libertad","RIOSUCIO","CALDAS","1"
"Situación penitenciaria","En libertad","SAMANÁ","CALDAS","3"
"Situación penitenciaria","En libertad","CURILLO","CAQUETÁ","1"
"Situación penitenciaria","En libertad","LA MONTAÑITA","CAQUETÁ","4"
"Situación penitenciaria","En libertad","MILÁN","CAQUETÁ","1"
"Situación penitenciaria","En libertad","SOLANO","CAQUETÁ","1"
"Situación penitenciaria","En libertad","DISTRITO ESPECIAL ECOTURÍSTICO, HISTÓRICO Y UNIVERSITARIO DE POPAYÁN","CAUCA","1"
"Situación penitenciaria","En libertad","CAJIBÍO","CAUCA","1"
"Situación penitenciaria","En libertad","INZÁ","CAUCA","2"
"Situación penitenciaria","En libertad","PUERTO TEJADA","CAUCA","5"
"Situación penitenciaria","En libertad","VALLEDUPAR","CESAR","438"
"Situación penitenciaria","En libertad","ASTREA","CESAR","1"
"Situación penitenciaria","En libertad","CHIRIGUANÁ","CESAR","1"
"Situación penitenciaria","En libertad","CURUMANÍ","CESAR","1"
"Situación penitenciaria","En libertad","EL COPEY","CESAR","64"
"Situación penitenciaria","En libertad","SAN MARTÍN","CESAR","28"
"Situación penitenciaria","En libertad","MONTERÍA","CÓRDOBA","1"
"Situación penitenciaria","En libertad","TIERRALTA","CÓRDOBA","181"
"Situación penitenciaria","En libertad","VALENCIA","CÓRDOBA","33"
"Situación penitenciaria","En libertad","AGUA DE DIOS","CUNDINAMARCA","46"
"Situación penitenciaria","En libertad","FACATATIVÁ","CUNDINAMARCA","1"
"Situación penitenciaria","En libertad","FOMEQUE","CUNDINAMARCA","1"
"Situación penitenciaria","En libertad","GACHALA","CUNDINAMARCA","1"
"Situación penitenciaria","En libertad","GIRARDOT","CUNDINAMARCA","1"
"Situación penitenciaria","En libertad","GRANADA","CUNDINAMARCA","3"
"Situación penitenciaria","En libertad","LA PALMA","CUNDINAMARCA","1"
"Situación penitenciaria","En libertad","VIOTÁ","CUNDINAMARCA","1"
"Situación penitenciaria","En libertad","YACOPÍ","CUNDINAMARCA","4"
"Situación penitenciaria","En libertad","QUIBDÓ","CHOCÓ","2"
"Situación penitenciaria","En libertad","ATRATO","CHOCÓ","2"
"Situación penitenciaria","En libertad","BAJO BAUDÓ","CHOCÓ","1"
"Situación penitenciaria","En libertad","BOJAYA","CHOCÓ","1"
"Situación penitenciaria","En libertad","ISTMINA","CHOCÓ","7"
"Situación penitenciaria","En libertad","BELÉN DE BAJIRÁ","CHOCÓ","1"
"Situación penitenciaria","En libertad","TADÓ","CHOCÓ","1"
"Situación penitenciaria","En libertad","NEIVA","HUILA","6"
"Situación penitenciaria","En libertad","CAMPOALEGRE","HUILA","1"
"Situación penitenciaria","En libertad","GARZÓN","HUILA","1"
"Situación penitenciaria","En libertad",,"HUILA","7"
"Situación penitenciaria","En libertad","SAN JUAN DEL CESAR","LA GUAJIRA","1"
"Situación penitenciaria","En libertad","DISTRITO TURÍSTICO,CULTURAL E HISTÓRICO DE SANTA MARTA","MAGDALENA","449"
"Situación penitenciaria","En libertad","PUEBLOVIEJO","MAGDALENA","1"
"Situación penitenciaria","En libertad","PUERTO LLERAS","META","133"
"Situación penitenciaria","En libertad","PUERTO RICO","META","1"
"Situación penitenciaria","En libertad","RESTREPO","META","1"
"Situación penitenciaria","En libertad","VISTAHERMOSA","META","5"
"Situación penitenciaria","En libertad","VILLAVICENCIO","META","7"
"Situación penitenciaria","En libertad","ACACÍAS","META","1"
"Situación penitenciaria","En libertad","BARRANCA DE UPÍA","META","1"
"Situación penitenciaria","En libertad","GUAMAL","META","1"
"Situación penitenciaria","En libertad","PUERTO CONCORDIA","META","1"
"Situación penitenciaria","En libertad","PUERTO GAITÁN","META","10"
"Situación penitenciaria","En libertad","POLICARPA","NARIÑO","3"
"Situación penitenciaria","En libertad","TAMINANGO","NARIÑO","37"
"Situación penitenciaria","En libertad","TÚQUERRES","NARIÑO","5"
"Situación penitenciaria","En libertad","DISTRITO ESPECIAL FRONTERIZO Y TURÍSTICO DE CÚCUTA","NORTE DE SANTANDER","2"
"Situación penitenciaria","En libertad","CONVENCIÓN","NORTE DE SANTANDER","1"
"Situación penitenciaria","En libertad","TIBÚ","NORTE DE SANTANDER","132"
"Situación penitenciaria","En libertad","ARMENIA","QUINDIO","1"
"Situación penitenciaria","En libertad","GÉNOVA","QUINDIO","1"
"Situación penitenciaria","En libertad","LA TEBAIDA","QUINDIO","1"
"Situación penitenciaria","En libertad","PEREIRA","RISARALDA","3"
"Situación penitenciaria","En libertad","BALBOA","RISARALDA","1"
"Situación penitenciaria","En libertad","PUEBLO RICO","RISARALDA","3"
"Situación penitenciaria","En libertad","SANTUARIO","RISARALDA","12"
"Situación penitenciaria","En libertad","BUCARAMANGA","SANTANDER","2"
"Situación penitenciaria","En libertad","AGUADA","SANTANDER","5"
"Situación penitenciaria","En libertad","CABRERA","SANTANDER","2"
"Situación penitenciaria","En libertad","GUACA","SANTANDER","2"
"Situación penitenciaria","En libertad","SAN ANDRÉS","SANTANDER","1"
"Situación penitenciaria","En libertad","SANTA BÁRBARA","SANTANDER","1"
"Situación penitenciaria","En libertad","GUARANDA","SUCRE","44"
"Situación penitenciaria","En libertad","PALMITO","SUCRE","1"
"Situación penitenciaria","En libertad","IBAGUÉ","TOLIMA","7"
"Situación penitenciaria","En libertad","AMBALEMA","TOLIMA","27"
"Situación penitenciaria","En libertad","CAJAMARCA","TOLIMA","1"
"Situación penitenciaria","En libertad","CHAPARRAL","TOLIMA","1"
"Situación penitenciaria","En libertad","ICONONZO","TOLIMA","4"
"Situación penitenciaria","En libertad","PRADO","TOLIMA","1"
"Situación penitenciaria","En libertad","PURIFICACIÓN","TOLIMA","1"
"Situación penitenciaria","En libertad","RONCESVALLES","TOLIMA","1"
"Situación penitenciaria","En libertad","SANTA ISABEL","TOLIMA","1"
"Situación penitenciaria","En libertad","SUÁREZ","TOLIMA","1"
"Situación penitenciaria","En libertad","CARTAGO","VALLE DEL CAUCA","1"
"Situación penitenciaria","En libertad","PALMIRA","VALLE DEL CAUCA","2"
"Situación penitenciaria","En libertad","PRADERA","VALLE DEL CAUCA","1"
"Situación penitenciaria","En libertad","SANTIAGO DE CALI","VALLE DEL CAUCA","1"
"Situación penitenciaria","En libertad","DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO DE BUENAVENTURA","VALLE DEL CAUCA","1"
"Situación penitenciaria","En libertad","BUGALAGRANDE","VALLE DEL CAUCA","42"
"Situación penitenciaria","En libertad","CALIMA","VALLE DEL CAUCA","2"
"Situación penitenciaria","En libertad","RESTREPO","VALLE DEL CAUCA","1"
"Situación penitenciaria","En libertad","ARAUCA","ARAUCA","1"
"Situación penitenciaria","En libertad","ARAUQUITA","ARAUCA","1"
"Situación penitenciaria","En libertad","TAME","ARAUCA","31"
"Situación penitenciaria","En libertad","YOPAL","CASANARE","181"
"Situación penitenciaria","En libertad","TAURAMENA","CASANARE","1"
"Situación penitenciaria","En libertad","MOCOA","PUTUMAYO","1"
"Situación penitenciaria","En libertad","ORITO","PUTUMAYO","1"
"Situación penitenciaria","En libertad","PUERTO ASÍS","PUTUMAYO","11"
"Situación penitenciaria","En libertad","PUERTO CAICEDO","PUTUMAYO","2"
"Situación penitenciaria","En libertad","LA GUADALUPE","GUAINÍA","1"
"Situación penitenciaria","En libertad","MIRAFLORES","GUAVIARE","1"
"Situación penitenciaria","En libertad","MITÚ","VAUPÉS","2"
"Situación penitenciaria","En libertad","LA PRIMAVERA","VICHADA","1"
"Situación penitenciaria","En libertad","CUMARIBO","VICHADA","4"
