"codigo_pvd","id_dircon","region","dane_dpto","depto","dane_mun","municipio","tipo_pvd","proveedor_conectividad","fecha_instalacion_conectividad","tipo_beneficiario","direccion","nombre_pvd","nombre_de_contacto_1_ente_territorial","telefono_de_contacto_1","correo_de_contacto_1","nombre_de_contacto_2","telefono_de_contacto_2","correo_de_contacto_2","estado","ancho_de_banda","inaugurado","fecha_inauguracion","inaugurado_por","longitud","latitud","no_de_contrato_operador","anio_del_contrato_operador","contrato_contratista","vigencia_del_contrato","contrato_proveedor","vigencia_contrato_proveedor","contrato_ejecutor","vigencia_contrato_ejecutor","fase_h","fase_n","costo_fase_h","costo_fase_n","costo","fechacorte","indicador_aspa","vigencia"
"69972","69972","Regi�n Centro Orient","15","BOYACA","15664","SAN JOSE DE PARE","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","OTRO",,"PUNTO VIVE DIGITAL SAN JOSE DE PARE CARRERA 4 ENTRE CALLES 1 Y 2",,,,,,,"CERRADO","4096",,"1900-01-01","NA","6,01832300","-73,54780000","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"324713082,91","2016-12-31","4144","2016-12-31"
"68514","68514","Regi�n Centro Orient","25","CUNDINAMARCA","25438","MEDINA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL MEDINA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,51355200","-73,35219200","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"68561","68561","Regi�n Pac�fico","52","NARI�O","52227","CUMBAL","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL CUMBAL",,,,,,,"CERRADO","4096",,"1900-01-01","FERNANDO ALEXANDER PARRADO",",90949200","-77,79466000","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"68491","68491","Regi�n Caribe","23","CORDOBA","23001","MONTERIA","TIPO A","UNI�N TEMPORAL CLARO","2014-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL MONTERIA LA NORMAL",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","8,76606800","-75,88523400","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"FASE 1",,,,"402343429,06","2014-12-31","4144","2014-12-31"
"69123","69123","Regi�n Pac�fico","76","VALLE DEL CAUCA","76147","CARTAGO","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CARTAGO B. CAMELLON DEL QUINDIO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,75017600","-75,91194000","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"58380","58380","Regi�n Eje Cafetero","63","QUINDIO","63548","PIJAO","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INST PIJAO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,33202777","-75,70541666","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"476358330,42","2016-12-31","4144","2016-12-31"
"13312","13312","Regi�n Caribe","20","CESAR","20013","AGUSTIN CODAZZI","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INST. EDU. NAL. AGUSTIN CODAZZI",,,,,,,"CERRADO","6144",,"1900-01-01","NA","10,03717900","-73,22843200","6672015-18101",,"6672015-2162855",,"6672015-18101",,"0",,"PLUS FASE 2",,,,"497297637,46","2016-12-31","4144","2016-12-31"
"69829","69829","Regi�n Centro Orient","25","CUNDINAMARCA","25823","TOPAIPI","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL TOPAIPI",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,97383200","-74,28878600","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"69128","69128","Regi�n Pac�fico","76","VALLE DEL CAUCA","76892","YUMBO","TIPO D","UNI�N TEMPORAL CLARO","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL YUMBO CENTRO MULTIPLE B. LAS CRUCES",,,,,,,"CERRADO","4096",,"1900-01-01","LUIS FERNANDO LOZANO","3,57595200","-76,49718600","6672015-18097",,"6672015-2162856",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"69983","69983","Regi�n Centro Orient","54","NORTE DE SANTANDER","54520","PAMPLONITA","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","OTRO",,"PUNTO VIVE DIGITAL PAMPLONITA CALLE 4 CARRERA 2 BARRIO CENTRO",,,,,,,"CERRADO","4096",,"1900-01-01","NA","7,53404000","-72,29500000","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"324713082,91","2016-12-31","4144","2016-12-31"
"68634","68634","Regi�n Pac�fico","76","VALLE DEL CAUCA","76001","CALI","TIPO B","UNI�N TEMPORAL CLARO","2014-12-31","OTRO",,"PUNTO VIVE DIGITAL CALI ALTO JORDAN",,,,,,,"CERRADO","6144",,"1900-01-01","NA","3,37757700","-76,55345900","6672015-18097",,"6672015-2162856",,"6672015-18097",,"0",,"FASE 1",,,,"373599674,00","2014-12-31","4144","2014-12-31"
"15266","15266","Regi�n Llano","50","META","50683","SAN JUAN DE ARAMA","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INST ED SAN JUAN DE ARAMA",,,,,,,"CERRADO","6144",,"1900-01-01","NA","3,22355000","73,52616000","6672015-18102",,"6672015-2162859",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"69097","69097","Regi�n Pac�fico","76","VALLE DEL CAUCA","76364","JAMUNDI","TIPO D","UNI�N TEMPORAL CLARO","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL JAMUNDI ALCALDIA JAMUNDI 1",,,,,,,"CERRADO","4096",,"1900-01-01","ANGELA NOCUA","3,26708300","-76,53852700","6672015-18097",,"6672015-2162856",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"68606","68606","Regi�n Centro Sur","73","TOLIMA","73347","HERVEO","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL HERVEO",,,,,,,"CERRADO","4096",,"1900-01-01","NA","6,33017100","-72,58679900","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"70096","70096","Regi�n Llano","50","META","50568","PUERTO GAITAN","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","OTRO",,"PUNTO VIVE DIGITAL PUERTO GAITAN BIBLIOTECA_CASACULTURA PBLICA DIANA TURBAY",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,31077100","-72,08128200","6672015-18102",,"6672015-2162859",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2016-12-31","4144","2016-12-31"
"16241","16241","Regi�n Eje Cafetero","66","RISARALDA","66682","SANTA ROSA DE CABAL","TIPO PLUS FASE2","UNI�N TEMPORAL CLARO","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  FRANCISCO JOSE DE CALDAS",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,86072222","-75,61636111","6672015-18097",,"6672015-2162857",,"6672015-18097",,"0",,"PLUS FASE 2",,,,"476358330,42","2015-12-31","4144","2015-12-31"
"70005","70005","Regi�n Caribe","88","SAN ANDRES Y PROVIDENCIA","88001","SAN ANDRES","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","OTRO",,"PUNTO VIVE DIGITAL SAN ANDRES CARCEL NUEVA ESPERANZA",,,,,,,"CERRADO","4096",,"1900-01-01","VICEMINISTRO JUAN SEBASTIAN ROZO","12,55583000","-81,72464300","6672015-18101",,"6672015-2162858",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2016-12-31","4144","2016-12-31"
"69675","69675","Regi�n Centro Orient","68","SANTANDER","68895","ZAPATOCA","TIPO B","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","OTRO",,"PUNTO VIVE DIGITAL ZAPATOCA ALCALDIA DE ZAPATOCA",,,,,,,"CERRADO","6144",,"1900-01-01","NA","7,14023600","-72,66478900","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"373599674,00","2016-12-31","4144","2016-12-31"
"12132","12132","Regi�n Caribe","13","BOLIVAR","13001","CARTAGENA","TIPO PLUS FASE2","UNI�N TEMPORAL CLARO","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL I.E. CASD MANUELA BELTRN",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","10,40050500","-75,49395900","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"PLUS FASE 2",,,,"497297637,46","2015-12-31","4144","2015-12-31"
"68452","68452","Regi�n Centro Orient","11","BOGOTA","11001","BOGOTA, D.C.","TIPO C","UNI�N TEMPORAL CLARO","2014-12-31","BASE MILITAR",,"PUNTO VIVE DIGITAL BOGOTA ESTEL",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,58610320","-74,13308010","6672015-18097",,"6672015-2162858",,"6672015-18097",,"0",,"FASE 1",,,,"324713082,91","2014-12-31","4144","2014-12-31"
"41943","41943","Regi�n Centro Orient","54","NORTE DE SANTANDER","54553","PUERTO SANTANDER","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  COL PUERTO SANTANDER",,,,,,,"CERRADO","6144",,"1900-01-01","NA","8,36117034","-72,40935100","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"68460","68460","Regi�n Centro Orient","11","BOGOTA","11001","BOGOTA, D.C.","TIPO D","UNI�N TEMPORAL CLARO","2014-12-31","OTRO",,"PUNTO VIVE DIGITAL BOGOTA TOBERIN",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,74642000","-74,04446900","6672015-18097",,"6672015-2162858",,"6672015-18097",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"69018","69018","Regi�n Eje Cafetero","63","QUINDIO","63190","CIRCASIA","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CIRCASIA ALCALDA",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","4,61938888","-75,63508333","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"69825","69825","Regi�n Eje Cafetero","17","CALDAS","17665","SAN JOSE","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL SAN JOSE",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,82055555","-74,36452777","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"14233","14233","Regi�n Centro Orient","25","CUNDINAMARCA","25878","VIOTA","TIPO PLUS PILOTO","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  COLEGIO FRANCISCO JOSE DE CALDAS",,,,,,,"CERRADO","6144",,"1900-01-01","MINISTRO DIEGO MOLANO","4,44062320","-74,52282730","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"PLUS PILOTO",,,,"570389383,87","2014-12-31","4144","2014-12-31"
"68574","68574","Regi�n Pac�fico","52","NARI�O","52506","OSPINA","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","OTRO",,"PUNTO VIVE DIGITAL OSPINA",,,,,,,"CERRADO","4096",,"1900-01-01","ALEJANDRO DELGADO OSPINO","1,05745600","-77,56487600","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 1",,,,"324713082,91","2014-12-31","4144","2014-12-31"
