"a_o","cod_dane_departamento","departamento","cod_secretaria","secretaria","cod_dane_municipio","municipio","codigo_dane","nombre_establecimiento","cod_sector","sector","cod_caracter","caracter","cod_calendario","calendario","direccion","barrio_vereda","telefono","fax","email","rector","web","total_matricula","cantidad_sedes"
"2018","91","AMAZONAS","3828","AMAZONAS","91001","LETICIA","291405000231","I.E. COLEGIO INDIGENA CASA DEL CONOCIMIENTO","1001","OFICIAL","817",,"52","A","CORREG LA CHORRERA",,,,,"EDWIN RENE TETEYE BOTYAI",,"700","8"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","105001000094","COLEGIO COMFAMA - SEDE ARANJUEZ","807","NO OFICIAL","963.000000",,"874","A","KR 51 B 91 95","ARANJUEZ","5212929","0",,"MARGARITA MARIA TRUJILLO ZEA",,"353","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","105001007919","COLEGIO SAGRADA FAMILIA ALDEA PABLO VI","807","NO OFICIAL","2432.000000",,"874","A","KR 30 100 B 30","ALDEA PABLO VI","5290009",,"sagradafamiliahpar@yahoo.es","HNA BLANCA MARGARITA BERRIO DUQUE",,"1245","1"
"2019","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","105001025704","COLEGIO MIGUEL ANTONIO RAMON MARTINEZ","1001","OFICIAL","817",,"52","A","KR 45 55 19","LA CANDELARIA","2910273",,,"GLORIA CONCEPCIÓN HERRERA SÁNCHEZ",,"160","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","105001025704","COLEGIO MIGUEL ANTONIO RAMON MARTINEZ","1001","OFICIAL","817",,"52","A","KR 45 55 19","LA CANDELARIA","2910273",,,"GLORIA CONCEPCIÓN HERRERA SÁNCHEZ",,"15","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","105147000657","COLEGIO DIOCESANO SANTA MARIA","1002","NO_OFICIAL","817",,"52","A","CL 80 C 66 27","BRR JORGE ELIECER GAITAN","8280357",,"simat@diocesisdeapartado.org","TORDECILLA SOTO MARCO ANTONIO",,"138","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","105308000059","COLEGIO NUESTRA SEÑORA DEL ROSARIO","1002","NO_OFICIAL","817",,"52","A","CL 8 13 57","CL 8 13 57","2890081","2890081 EXT. 12","colegioelrosario3@hotmail.com","RESTREPO CHAVEZ MARTHA LILIANA","www.colegioelrosariog.com","307","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","105308000059","COLEGIO NUESTRA SEÑORA DEL ROSARIO","807","NO OFICIAL","817.000000",,"874","A","CL 8 13 57","CL 8 13 57","2890081","2890081 EXT. 12","colegioelrosario3@hotmail.com","CASTILLEJO PADILLA ELIZABETH MARCELA","www.colegioelrosariog.com","31005","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","105308000059","COLEGIO NUESTRA SEÑORA DEL ROSARIO","1002","NO_OFICIAL","817",,"52","A","CL 8 13 57","CL 8 13 57","2890081","2890081 EXT. 12","colegioelrosario3@hotmail.com","RESTREPO CHAVEZ MARTHA LILIANA","www.colegioelrosariog.com","282","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","105308000059","COLEGIO NUESTRA SEÑORA DEL ROSARIO","1002","NO_OFICIAL","817",,"52","A","CL 8 13 57","CL 8 13 57","2890081","2890081 EXT. 12","colegioelrosario3@hotmail.com","RESTREPO CHAVEZ MARTHA LILIANA","www.colegioelrosariog.com","348","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001000034","COLEGIO COMFAMA - SEDE MANRIQUE","807","NO OFICIAL","817.000000",,"874","A","KR 45 78 61","MANRIQUE CENTRAL N. 1","2116006","0","mtrujillo@comfama.com.co","MARGARITA MARIA TRUJILLO ZEA","www.comfama.com.co","354","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001000077","EL NUEVO COLEGIO THE NEW SCHOOL","807","NO OFICIAL","817.000000",,"875","B","CR 12  11 SUR 338 KM 10 VIA LAS PALMAS","POBLADO","5207270","3173456","correo@thenewschool.edu.co","SANDRA LILIANA GÓMEZ VÉLEZ","www.thenewschool.edu.com","483","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305001000115","COLEGIO SAN JOSE DE LAS VEGAS","1002","NO_OFICIAL","817",,"52","A","VDA. CARRIZALES - ALTO DE SAN LUIS KM. 11","ALTO DE SAN LUIS KM. 11","4446008 ext.133-114","3347900 ext 116","academia@sanjosevegas.edu.co","HERRERA RESTREPO JUVENAL","www.sanjosevegas.educ.co","744","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305001000115","COLEGIO SAN JOSE DE LAS VEGAS","807","NO OFICIAL","817.000000",,"874","A","VDA. CARRIZALES - ALTO DE SAN LUIS KM. 11","ALTO DE SAN LUIS KM. 11","4446008 ext.133-114","3347900 ext 116","academia@sanjosevegas.edu.co","HERRERA RESTREPO JUVENAL","www.sanjosevegas.educ.co","102609","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305001000115","COLEGIO SAN JOSE DE LAS VEGAS","1002","NO_OFICIAL","817",,"52","A","VDA. CARRIZALES - ALTO DE SAN LUIS KM. 11","ALTO DE SAN LUIS KM. 11","4446008 ext.133-114","3347900 ext 116","academia@sanjosevegas.edu.co","HERRERA RESTREPO JUVENAL","www.sanjosevegas.educ.co","821","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305001000115","COLEGIO SAN JOSE DE LAS VEGAS","1002","NO_OFICIAL","817",,"52","A","VDA. CARRIZALES - ALTO DE SAN LUIS KM. 11","ALTO DE SAN LUIS KM. 11","4446008 ext.133-114","3347900 ext 116","academia@sanjosevegas.edu.co","HERRERA RESTREPO JUVENAL","www.sanjosevegas.educ.co","676","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001000450","COLEGIO DE MARIA","807","NO OFICIAL","817.000000",,"874","A","KR 51 B 89 01","ARANJUEZ","2135726","5166610","cdemaria@hotmail.com","JAIRO ALBERTO CARDONA ÁLVAREZ",,"519","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003491","COLEGIO CALASANZ CAMPESTRE ESCOLAPIAS","807","NO OFICIAL","817.000000",,"874","A","CL 53 A 76 A 130","LOS COLORES","2342131-2345550","234131","secretaria@calasanzfemeninomedellin.edu.co/coordinacion@calasanzfemeninomedellin.edu.co","MADRE. ANGELA MARIA FRESNEDA RODRIGUEZ","calasanzfemeninomedellin.edu.co","562","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003505","COLEGIO SANTA CLARA DE ASIS","807","NO OFICIAL","817.000000",,"874","A","CL 34 B 82 34","LA CASTELLANA","4135622","0","fminmaculada@yahoo.es","HNA MARTHA INES MARIN SANCHEZ","www.colegiosantaclara.edu.co","293","1"
"2019","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003599","COLEGIO SAN JOSE DE LA SALLE","1002","NO_OFICIAL","817",,"52","A","CL 9 A 10 101","EL POBLADO","3220022/4030125",,"sanjose@delasalle.edu.co","MAG. ELIECER ALFREDO DE HOYOS MANJAREZ.","sanjose.delasalle.edu.co","1293","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003599","COLEGIO SAN JOSE DE LA SALLE","807","NO OFICIAL","817.000000",,"874","A","CL 9 A 10 101","EL POBLADO","3220022/4030125",,"sanjose@delasalle.edu.co","MAG. ELIECER ALFREDO DE HOYOS MANJAREZ","sanjose.delasalle.edu.co","1223","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003599","COLEGIO SAN JOSE DE LA SALLE","1002","NO_OFICIAL","817",,"52","A","CL 9 A 10 101","EL POBLADO","3220022/4030125",,"sanjose@delasalle.edu.co","MAG. ELIECER ALFREDO DE HOYOS MANJAREZ","sanjose.delasalle.edu.co","1277","1"
"2018","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003599","COLEGIO SAN JOSE DE LA SALLE","1002","NO_OFICIAL","817",,"52","A","CL 9 A 10 101","EL POBLADO","3220022/4030125",,"sanjose@delasalle.edu.co","MAG. ELIECER ALFREDO DE HOYOS MANJAREZ.","sanjose.delasalle.edu.co","1255","1"
"2019","5","ANTIOQUIA","3761","ENVIGADO","5266","ENVIGADO","305001003688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","1002","NO_OFICIAL","817",,"53","B","IND VEREDA ALTO DE LAS PALMAS KILOMETRO 16","PALMAS","4033000","3861133","mvanegas@columbus.edu.co","RUTH MONICA ALLEN","www.columbus.edu.co","1709","1"
"2021","5","ANTIOQUIA","3761","ENVIGADO","5266","ENVIGADO","305001003688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","807","NO OFICIAL","817.000000",,"875","B","VEREDA ALTO DE LAS PALMAS KILOMETRO 16","PALMAS","4033000","3861133","bcano@columbus.edu.co","SUSAN ANN WALLEY DE JARAMILLO","www.columbus.edu.co","1792","1"
"2020","5","ANTIOQUIA","3761","ENVIGADO","5266","ENVIGADO","305001003688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","1002","NO_OFICIAL","817",,"53","B","IND VEREDA ALTO DE LAS PALMAS KILOMETRO 16","PALMAS","4033000","3861133","mvanegas@columbus.edu.co","RUTH MONICA ALLEN","www.columbus.edu.co","1710","1"
"2018","5","ANTIOQUIA","3761","ENVIGADO","5266","ENVIGADO","305001003688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","1002","NO_OFICIAL","817",,"53","B","IND VEREDA ALTO DE LAS PALMAS KILOMETRO 16","PALMAS","4033000","3861133","mvanegas@columbus.edu.co","RUTH MONICA ALLEN","www.columbus.edu.co","1695","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003769","COLEGIO MARYMOUNT","807","NO OFICIAL","817.000000",,"875","B","CL 7 25 64","EL TESORO","2661555","2688633","cormary@marymount.edu.co","CATALINA GUZMÁN URREA","www.marymount.edu.co","949","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003769","COLEGIO MARYMOUNT","1002","NO_OFICIAL","817",,"53","B","CL 7 25 64","EL TESORO","4310166",,"cormary@marymount.edu.co","CATALINA GUZMÁN URREA","www.marymount.edu.co","932","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003785","COLEGIO MILITAR JOSE MARIA CORDOBA","807","NO OFICIAL","817.000000",,"874","A","CL 49 40 63","BOMBONA N. 1","2161022 - 100","2167666","rectoria@colmiljosemariacordoba.edu.co","VICTOR HUGO DELGADO ZAPATA","www.colmiljosemariacordoba.edu.co","492","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003785","COLEGIO MILITAR JOSE MARIA CORDOBA","1002","NO_OFICIAL","817",,"52","A","CL 49 40 63","BOMBONA N. 1","2161022 - 100","2167666","rectoria@colmiljosemariacordoba.edu.co","SILVIA NORA LOPERA VELASQUEZ","www.colmiljosemariacordoba.edu.co","518","1"
"2019","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003955","COMUNIDAD COLEGIO JESUS MARIA","1002","NO_OFICIAL","817",,"52","A","CL 47 D 77 31","EL VELODROMO","4099800",,"secretaria.bachillerato@jesusmariamed.edu.co","HNA MARÍA EUGENIA PALACIO LAVERDE","www.jesusmariamed.edu.co","950","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003955","COMUNIDAD COLEGIO JESUS MARIA","807","NO OFICIAL","817.000000",,"874","A","CL 47 D 77 31","EL VELODROMO","4099800",,"secretaria.bachillerato@jesusmariamed.edu.co","HNA MARÍA EUGENIA PALACIO LAVERDE","www.jesusmariamed.edu.co","900","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003955","COMUNIDAD COLEGIO JESUS MARIA","1002","NO_OFICIAL","817",,"52","A","CL 47 D 77 31","EL VELODROMO","4099800",,"secretaria.bachillerato@jesusmariamed.edu.co","HNA MARÍA EUGENIA PALACIO LAVERDE.","www.jesusmariamed.edu.co","930","1"
"2018","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001003955","COMUNIDAD COLEGIO JESUS MARIA","1002","NO_OFICIAL","817",,"52","A","CL 47 D 77 31","EL VELODROMO","4099800",,"secretaria.bachillerato@jesusmariamed.edu.co","HNA MARÍA EUGENIA PALACIO LAVERDE","www.jesusmariamed.edu.co","971","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004161","COLEGIO DE LA PRESENTACION - MEDELLIN","807","NO OFICIAL","817.000000",,"874","A","KR 84 44 73","LA AMERICA","2521287","4928866","colpremed@epm.net.co","HNA LUZ ELENA ESCOBAR CORREA",,"377","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004200","COLEGIO CALASANZ","807","NO OFICIAL","817.000000",,"874","A","KR 82 48 A 120","CALAZANS","2642055","4217729","calasanz@calasanz-medellin.edu.co","MARY LUZ RAMÍREZ MARTÍNEZ","www.calasanz-medellin.edu.co","1063","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004218","COLEGIO NUESTRA SEÑORA DE LOURDES","807","NO OFICIAL","2432.000000",,"874","A","IND CL 82 50 BB 30","BRASILIA","2120728/2131714","2120728","rosaram7@hotmail.com","HNA. LIBIA MARGARITA CADAVID RESTREPO","0","898","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004218","COLEGIO NUESTRA SEÑORA DE LOURDES","1002","NO_OFICIAL","2432",,"52","A","IND CL 82 50 BB 30","BRASILIA","2348789","2120728","rectorialourdes@css.org.co paty0210@yahoo.es margy7027@yahoo.es anagiraldo1619@hotmail.com","JAIDITH YARITZA GUERRA PERNETT","0","894","1"
"2019","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004293","COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA","1002","NO_OFICIAL","817",,"52","A","CQ 1 A 70 01","LAURELES","3544501/4488388","4159092","colegio@upb.edu.co omar.pena@upb.edu.co","OMAR DE JESÚS PEÑA MUÑOZ",,"3875","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004293","COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA","807","NO OFICIAL","817.000000",,"874","A","CQ 1 A 70 01","LAURELES","3544501/4488388","4159092","jjceballos@upb.edu.co","PBRO. JOSE NICOLAS ATEHORTUA ATEHORTUA",,"3354","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004293","COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA","1002","NO_OFICIAL","817",,"52","A","CQ 1 A 70 01","LAURELES","3544501/4488388","4159092","colegio@upb.edu.co omar.pena@upb.edu.co","OMAR DE JESÚS PEÑA MUÑOZ.",,"3698","1"
"2018","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004293","COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA","1002","NO_OFICIAL","817",,"52","A","CQ 1 A 70 01","LAURELES","3544501/4488388","4159092","jjceballos@upb.edu.co","PBRO. JOSE NICOLAS ATEHORTUA ATEHORTUA",,"4154","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004315","COLEGIO SANTA MARIA DEL ROSARIO","807","NO OFICIAL","817.000000",,"874","A","CL 7 B SUR 29 C 100","LOS BALSOS N. 1","2663904","3122958","cosamaro@epm.net.co","SOR ANA MARÍA CLAROS OSPINA",,"335","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004404","COLEGIO EUCARISTICO DE LA MILAGROSA","807","NO OFICIAL","817.000000",,"874","A","KR 28 42 62","LA MILAGROSA","2692151","2692251","euca2006@gmail.com","HNA BERTA LUCIA SALAZAR GÓMEZ",,"375","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004455","COLEGIO SALESIANO EL SUFRAGIO","807","NO OFICIAL","817.000000",,"874","A","KR 39 54 31","BOSTON","2162888 EXT. 124","2169955","elsufragio@elsufragioune.net.co","PBRO. LUIS EUGENIO VARGAS ISAZA",,"699","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004498","COLEGIO SAN IGNACIO DE LOYOLA","807","NO OFICIAL","817.000000",,"874","A","CL 48 68 98 <EOF>","SURAMERICANA","2300200","2601393","academica@sanignacio.edu.co rector@sanignacio.edu.co vicerrectora@sanignacio.edu.co","PBRO MARIO  DE JESÚS FRANCO ESPINAL.S.J","www.sanignacio.edu.co","2128","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004501","COLEGIO SAGRADOS CORAZONES","807","NO OFICIAL","817.000000",,"874","A","KR 89 66 91","ROBLEDO","2640026","2642905","claudiamarsscc@hotmail.com administracion@colegiosagradoscorazonesmedellin.edu.co","HNA. CLAUDIA MARGARITA OROZCO CACERES",,"548","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004528","COLEGIO MARIA REINA DEL CARMELO","807","NO OFICIAL","817.000000",,"874","A","KR 43 A 85 104","MANRIQUE CENTRAL N. 2","4483299","4483299","colegiomrc@gmail.com","GRACIELA DEL SOCORRO AGUIRRE LOPEZ",,"962","1"
"2019","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004544","COLEGIO TOMAS CARRASQUILLA","1002","NO_OFICIAL","817",,"52","A","KR 38 42 41","EL SALVADOR","2162583","0","colegiotc@hotmail.com","MARGARITA OSPINA DE RAMIREZ",,"365","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004544","COLEGIO TOMAS CARRASQUILLA","807","NO OFICIAL","817.000000",,"874","A","KR 38 42 41","EL SALVADOR","2162583","0","colegiotc@hotmail.com","MARGARITA OSPINA DE RAMIREZ",,"356","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004544","COLEGIO TOMAS CARRASQUILLA","1002","NO_OFICIAL","817",,"52","A","KR 38 42 41","EL SALVADOR","2162583","0","colegiotc@hotmail.com","MARGARITA OSPINA DE RAMIREZ",,"380","1"
"2018","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004544","COLEGIO TOMAS CARRASQUILLA","1002","NO_OFICIAL","817",,"52","A","KR 38 42 41","EL SALVADOR","2162583","0","colegiotc@hotmail.com","MARGARITA OSPINA DE RAMIREZ",,"371","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004668","COLEGIO GIMNASIO LOS PINARES","807","NO OFICIAL","817.000000",,"875","B","KR 35 9 160","EL CASTILLO","2686034","2664845","secretariaacademica@pinares.edu.co","CONSUELO AMAYA LOPEZ","www.pinares.com","537","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004811","COLEGIO DIVINO SALVADOR","807","NO OFICIAL","818.000000",,"874","A","KR 21 47 86","MIRAFLORES","2697440",,"hersalmed@une.net.co","HNA OLGA SEPULVEDA ESPITIA",,"691","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004820","COLEGIO AGUSTINIANO DE SAN NICOLAS","807","NO OFICIAL","817.000000",,"874","A","KR 48 93 13","BERLIN","5213750","0",,"PBRO ALONSO RESTREPO MESA",,"837","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004871","COLEGIO PABLO VI","807","NO OFICIAL","817.000000",,"874","A","KR 36 69 30","EL RAIZAL","2540484","2547071","pablovi@une.net.co","JORGE JOSE LUIS SANCHEZ GALLEGO",,"1433","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004901","COLEGIO SAN JUAN BOSCO","807","NO OFICIAL","817.000000",,"874","A","CL 28 73 01","GRANADA","3424837","3435564","csanjuanbosco.belen@gmail.com","HERMANA MARGARITA MARIA FONNEGRA MEJIA","www.csanjuanboscobelen.edu.co","465","1"
"2020","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004901","COLEGIO SAN JUAN BOSCO","1002","NO_OFICIAL","817",,"52","A","CL 28 73 01","GRANADA","408 66 66  - 408 83 34","3435564","c.sanjuanbosco@salesianasmedellin.org","HNA GLORIA ELENA ECHEVERRI ZAPATA","www.csanjuanboscobelen.edu.co","471","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004943","COLEGIO NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRA","807","NO OFICIAL","2432.000000",,"874","A","KR 22 A 46 59","MIRAFLORES","4442740",,"colrosario@epm.net.co","SOR OLGA GONZALEZ SALAZAR",,"933","1"
"2021","5","ANTIOQUIA","3759","MEDELLÍN","5001","MEDELLÍN","305001004986","COLEGIO DE LA INMACULADA","807","NO OFICIAL","817.000000",,"874","A","KR 76 12 57","SAN BERNARDO","3435831- 3412283","3435873","calificacionesinmaculada@hotmail.com","HNA MARTHA LUZ FERNANDEZ LOPEZ",,"924","1"
