"medio_de_recepcion","fecha_de_registro","tipo","pais","duracion_de_gestion","duracion_medida_en","duracion_maxima_permitida","area_finalizacion"
"Escrito","2018-01-03T08:36:36.720","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","1500 Dirección Jurídica"
"Escrito","2018-01-03T08:45:56.007","Peticiones de interés general o particular (15 días)","Colombia","9","Días","15","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-03T11:16:23.590","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","2201 Grupo de Fortalecimiento de la Justicia Étnica"
"Escrito","2018-01-03T11:24:08.007","Solicitud de Acogimiento a Proceso de Paz","Colombia","6","Días","15","3100 Dirección de Justicia Transicional"
"Escrito","2018-01-03T11:28:39.677","Peticiones de interés general o particular (15 días)","Colombia","21","Días","15","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-03T11:43:59.210","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-03T13:05:59.070","Peticiones de interés general o particular (15 días)","Colombia","13","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"E-MAIL","2018-01-03T13:08:38.487","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-03T13:09:41.643","Peticiones de interés general o particular (15 días)","Colombia","3","Días","15","3100 Dirección de Justicia Transicional"
"E-MAIL","2018-01-03T13:43:05.683","Solicitud de Concepto Jurídico*","Colombia","4","Días","30","1504 Grupo de Actuaciones Administrativas"
"Escrito","2018-01-03T13:52:04.027","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-03T13:55:48.083","Peticiones de interés general o particular (15 días)","Colombia","10","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"E-MAIL","2018-01-03T14:19:48.653","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-03T14:29:19.270","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"E-MAIL","2018-01-03T14:33:23.740","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-03T14:36:24.803","Solicitud de Concepto Técnico*","Colombia","12","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-03T14:36:46.400","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-03T14:42:31.770","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-03T14:44:46.333","Queja Centro de Conciliación","Colombia","18","Días","60","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-03T14:53:43.743","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-03T14:55:04.533","Solicitud de Concepto Técnico*","Colombia","12","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-03T14:59:19.723","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-03T15:03:03.473","PQR Consulta (30 días)","Colombia","23","Días","30","1100 Dirección de Asuntos Internacionales"
"Escrito","2018-01-03T15:08:57.673","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-03T15:09:41.830","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-03T15:16:51.660","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-03T15:28:55.017","Peticiones de interés general o particular (15 días)","Colombia","3","Días","15","4008 Grupo de Servicio al Ciudadano"
"Presentanción Web","2018-01-04T09:18:58.690","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Presentanción Web","2018-01-04T09:20:13.280","Peticiones de interés general o particular (15 días)","Colombia","8","Días","15","3100 Dirección de Justicia Transicional"
"Presentanción Web,2018-01-04T09:23:18.957,Peticiones de interés general o particular (15 días),""Bogotá, D.C."",Cundinamarca,Colombia,0,Días,15,4008 Grupo de Servicio al Ciudadano","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"E-MAIL","2018-01-04T09:23:27.480","Petición Traslado por Competencia (5 días)","Colombia","1","Días","5","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-04T09:37:44.053","PQR Consulta (30 días)","Colombia","4","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Presentanción Web","2018-01-04T09:39:38.490","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-04T09:40:42.853","Peticiones de interés general o particular (15 días)","Colombia","10","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Presentanción Web","2018-01-04T09:45:35.913","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","2300 Dirección de Desarrollo del Derecho y del Ordenamiento Jurídico"
"Presentanción Web","2018-01-04T09:46:04.813","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-04T10:43:54.787","Petición de Solicitud de Documentos (10 días)","Colombia","1","Días","10","1100 Dirección de Asuntos Internacionales"
"Escrito","2018-01-04T10:52:43.220","Peticiones de interés general o particular (15 días)","Colombia","13","Días","15","1100 Dirección de Asuntos Internacionales"
"E-MAIL","2018-01-04T11:08:20.900","Solicitud de Concepto Técnico*","Colombia","11","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"E-MAIL","2018-01-04T12:17:26.800","Peticiones de interés general o particular (15 días)","Colombia","0","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-04T12:53:44.097","Peticiones de interés general o particular (15 días)","Colombia","7","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-04T13:11:55.280","Peticiones de interés general o particular (15 días)","Colombia","12","Días","15","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-04T13:39:49.437","Solicitud de Concepto Técnico*","Colombia","11","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-04T14:03:11.623","Queja Centro de Conciliación","Colombia","19","Días","60","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-04T14:19:19.380","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","2201 Grupo de Fortalecimiento de la Justicia Étnica"
"Escrito","2018-01-04T14:26:33.170","Peticiones de interés general o particular (15 días)","Colombia","3","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"E-MAIL","2018-01-04T14:28:40.737","Petición de Solicitud de Documentos (10 días)","Colombia","3","Días","10","4002 Grupo de Gestión Contractual"
"Escrito","2018-01-04T14:31:37.207","Peticiones de interés general o particular (15 días)","Colombia","3","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-04T14:58:12.097","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-04T15:06:17.070","Petición de Solicitud de Documentos (10 días)","Colombia","64","Días","10","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-04T15:07:43.580","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-04T15:08:07.197","Peticiones de interés general o particular (15 días)","Colombia","15","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-04T15:12:08.823","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-04T15:18:29.367","Petición Traslado por Competencia (5 días)","Colombia","1","Días","5","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-04T15:37:24.490","Petición Traslado por Competencia (5 días)","Colombia","1","Días","5","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-05T08:20:59.103","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-05T08:27:04.257","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"E-MAIL","2018-01-05T08:33:10.453","Peticiones de interés general o particular (15 días)","Colombia","9","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-05T08:35:03.510","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-05T08:39:41.263","Peticiones de interés general o particular (15 días)","Colombia","7","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-05T08:43:29.397","Solicitud de Concepto Técnico*","Colombia","10","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"E-MAIL","2018-01-05T09:26:27.647","Solicitud de Concepto Técnico*","Colombia","10","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"E-MAIL","2018-01-05T09:32:07.950","Solicitud de Concepto Técnico*","Colombia","10","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-05T10:00:26.027","Solicitud de Concepto Técnico*","10","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes","NULL"
"E-MAIL","2018-01-05T10:20:29.687","Peticiones de interés general o particular (15 días)","Colombia","15","Días","15","4002 Grupo de Gestión Contractual"
"Escrito","2018-01-05T10:29:20.813","PQR Consulta (30 días)","Colombia","21","Días","30","1100 Dirección de Asuntos Internacionales"
"Escrito","2018-01-05T11:11:22.970","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-05T11:58:10.107","Petición de Solicitud de Documentos (10 días)","Colombia","10","Días","10","1100 Dirección de Asuntos Internacionales"
"E-MAIL","2018-01-05T12:33:17.660","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-05T12:48:11.540","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","3320 Subdirección Estratégica y de Análisis"
"Escrito","2018-01-05T12:52:47.803","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-05T13:50:51.337","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-05T14:40:06.963","Solicitud de Concepto Técnico*","Colombia","10","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-05T15:12:30.307","Solicitud de Concepto Técnico*","Colombia","10","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-05T15:50:25.153","Petición de Información Entre Entidades (10 días)","Colombia","63","Días","10","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-09T08:12:46.093","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","1504 Grupo de Actuaciones Administrativas"
"Escrito","2018-01-09T08:31:19.290","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","1504 Grupo de Actuaciones Administrativas"
"Escrito","2018-01-09T08:34:35.150","Petición Traslado por Competencia (5 días)","Colombia","5","Días","5","1504 Grupo de Actuaciones Administrativas"
"Escrito","2018-01-09T09:30:21.053","Peticiones de interés general o particular (15 días)","Colombia","11","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-09T09:36:43.070","Peticiones de interés general o particular (15 días)","Colombia","20","Días","15","3320 Subdirección Estratégica y de Análisis"
"E-MAIL","2018-01-09T09:40:16.687","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T09:55:53.483","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T10:03:35.620","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T10:09:42.577","Peticiones de interés general o particular (15 días)","Colombia","0","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T10:23:30.627","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T10:53:47.843","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T10:58:57.163","Solicitud de Consulta","Colombia","16","Días","30","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-09T11:14:07.560","Peticiones de interés general o particular (15 días)","Colombia","9","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T12:03:43.223","Peticiones de interés general o particular (15 días)","Colombia","6","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T12:10:24.277","Solicitud de Postulación a Ley de Justicia y Paz","Colombia","1","Días","15","3100 Dirección de Justicia Transicional"
"Escrito","2018-01-09T12:11:39.000","Peticiones de interés general o particular (15 días)","Colombia","6","Días","15","2300 Dirección de Desarrollo del Derecho y del Ordenamiento Jurídico"
"Escrito","2018-01-09T12:12:49.127","Solicitud de Postulación a Ley de Justicia y Paz","Colombia","5","Días","15","3100 Dirección de Justicia Transicional"
"Escrito","2018-01-09T12:15:06.543","Solicitud de Postulación a Ley de Justicia y Paz","Colombia","3","Días","15","3100 Dirección de Justicia Transicional"
"E-MAIL","2018-01-09T12:28:37.107","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T12:31:19.503","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-09T12:31:22.680","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T12:57:56.100","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-09T13:31:48.000","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-09T13:59:03.227","Petición Traslado por Competencia (5 días)","Colombia","1","Días","5","3200 Dirección de Política Criminal y Penitenciaria"
"Escrito","2018-01-09T14:06:06.757","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T14:12:43.800","Peticiones de interés general o particular (15 días)","7","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes","NULL"
"Escrito","2018-01-09T14:13:36.347","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"Presentanción Web","2018-01-09T14:35:17.770","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","4008 Grupo de Servicio al Ciudadano"
"Presentanción Web","2018-01-09T14:37:17.437","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T14:54:17.600","Peticiones de interés general o particular (15 días)","Colombia","13","Días","15","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Presentanción Web","2018-01-09T14:59:10.383","Peticiones de interés general o particular (15 días)","Colombia","7","Días","15","4008 Grupo de Servicio al Ciudadano"
"Presentanción Web","2018-01-09T15:00:04.380","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T15:04:46.240","Peticiones de interés general o particular (15 días)","Colombia","14","Días","15","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-09T15:08:12.807","Solicitud de Concepto Técnico*","Colombia","9","Días","30","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-09T15:12:03.187","Solicitud de Consulta","Colombia","10","Días","30","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-09T15:17:11.870","Peticiones de interés general o particular (15 días)","Colombia","0","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T15:22:43.000","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-09T15:25:09.810","Solicitud de Certificación Postulación Ley 975*","Colombia","5","Días","15","3100 Dirección de Justicia Transicional"
"Escrito","2018-01-09T15:31:04.713","Peticiones de interés general o particular (15 días)","Colombia","0","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-09T15:46:32.280","Solicitud de Consulta","Colombia","6","Días","30","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-10T08:02:16.237","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Escrito","2018-01-10T08:33:00.253","Peticiones de interés general o particular (15 días)","Colombia","9","Días","15","3310 Subdirección de Control y Fiscalización de Sustancias Químicas y Estupefacientes"
"Escrito","2018-01-10T08:43:41.347","Peticiones de interés general o particular (15 días)","Colombia","3","Días","15","1504 Grupo de Actuaciones Administrativas"
"Escrito","2018-01-10T08:48:35.057","Peticiones de interés general o particular (15 días)","Colombia","3","Días","15","1504 Grupo de Actuaciones Administrativas"
"Escrito","2018-01-10T08:52:08.340","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","2201 Grupo de Fortalecimiento de la Justicia Étnica"
"Escrito","2018-01-10T08:54:52.657","Peticiones de interés general o particular (15 días)","Colombia","1","Días","15","2201 Grupo de Fortalecimiento de la Justicia Étnica"
"Presentanción Web","2018-01-10T09:00:58.797","Peticiones de interés general o particular (15 días)","Colombia","4","Días","15","4008 Grupo de Servicio al Ciudadano"
"Presentanción Web","2018-01-10T09:02:04.700","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","4008 Grupo de Servicio al Ciudadano"
"Escrito","2018-01-10T09:02:19.940","Peticiones de interés general o particular (15 días)","Colombia","2","Días","15","4008 Grupo de Servicio al Ciudadano"
"E-MAIL","2018-01-10T09:05:01.860","PQR Consulta (30 días)","Colombia","17","Días","30","2100 Dirección de Métodos Alternativos de Solución de Conflictos"
"Presentanción Web","2018-01-10T09:06:16.083","Peticiones de interés general o particular (15 días)","Colombia","9","Días","15","3200 Dirección de Política Criminal y Penitenciaria"
"Presentanción Web","2018-01-10T09:08:11.323","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","1610 Subdirección de Gestión de Información en Justicia"
"Presentanción Web","2018-01-10T09:09:27.450","Peticiones de interés general o particular (15 días)","Colombia","5","Días","15","1610 Subdirección de Gestión de Información en Justicia"
