"item","cuenta","nombre_cuenta","dominio","estado","categoria","tipo_entidad","subtipo_entidad","departamento","municipio"
"33","secretariadeinfraestructura@vaupes.gov.co","secretariadeinfraestructura","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"34","secretariadeplaneacion@vaupes.gov.co","secretariadeplaneacion","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"35","sistemas@vaupes.gov.co","sistemas","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"36","tesoreria@vaupes.gov.co","tesoreria","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"37","presupuesto@vaupes.gov.co","presupuesto","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"38","programaanticontrabando@vaupes.gov.co","programaanticontrabando","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"39","saludpublica@vaupes.gov.co","saludpublica","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"40","serviciospublicosee@vaupes.gov.co","serviciospublicos","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"41","gestionsocial@vaupes.gov.co","gestionsocial","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"42","atencionciudadano@vaupes.gov.co","atencionciudadano","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"43","notificacionesadministrativas@vaupes.gov.co","notificacionesadministrativas","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"44","contratacion@vaupes.gov.co","contratacion","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"45","modelointegradoplaneacionmipg@vaupes.gov.co","modelointegradoplaneacionmipg","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"46","gestiondocumental@vaupes.gov.co","gestiondocumental","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"47","concejodeptalarchivos@vaupes.gov.co","concejodeptalaarchivos","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"48","coberturaeducativa@vaupes.gov.co","coberturaeducativa","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"49","enfermedadestrasmitidasvectores@vaupes.gov.co","enfermedadestrasmitidasvectores","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"50","laboratoriosp@vaupes.gov.co","laboratoriosp","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"52","ordenamientoterritorial@vaupes.gov.co","ordenamientoterritorial","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"53","saneamientoambientalsp@vaupes.gov.co","saneamientoambiental","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"54","unidadcontratacion@vaqupes.gov.co","unidadcontratacion","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"55","unidadadministrativa@vaupes.gov.co","unidadadministrativa","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"56","unidadgestion@vaupes.gov.co","unidadgestion","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
"57","vigilanciasp@vaupes.gov.co","vigilanciasp","http://vaupes.gov.co","Active","2","Gobernación",,"Vaupes","Mitú"
,"Alcaldía Carurú",,,,,,,,
"1","alcaldia@caruru-vaupes.gov.co","alcaldia","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"2","comisaria.familia@caruru-vaupes.gov.co","comisaria.familia","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"3","concejo@caruru-vaupes.gov.co","concejo","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"4","contactenos@caruru-vaupes.gov.co","contactenos","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"5","control.interno@caruru-vaupes.gov.co","control.interno","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"6","division.financiera@caruru-vaupes.gov.co","division.financiera","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"7","notificacionjudicial@caruru-vaupes.gov.co","notificacionjudicial","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"8","personeria.municipal@caruru-vaupes.gov.co","personeria.municipal","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"9","secretaria.desarrollo@caruru-vaupes.gov.co","secretaria.desarrollo","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"10","secretaria.gobierno@caruru-vaupes.gov.co","secretaria.gobierno","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"11","secretaria.planeacion@caruru-vaupes.gov.co","secretaria.planeacion","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"12","sisben@caruru-vaupes.gov.co","sisben","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
"13","uservicios.publicos@caruru-vaupes.gov.co","uservicios.publicos","http://caruru-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Caruru"
,"Alcaldia Taraira",,,,,,,,
"1","alcaldia@taraira-vaupes.gov.co","alcaldia","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"2","comisaria@taraira-vaupes.gov.co","comisaria","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"3","contactenos@taraira-vaupes.gov.co","contactenos","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"4","controlinterno@taraira-vaupes.gov.co","controlinterno","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"5","notificacionjudicial@taraira-vaupes.gov.co","notificacionjudicial","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"6","programassociales@taraira-vaupes.gov.co","programassociales","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"7","secretariadehacienda@taraira-vaupes.gov.co","secretariadehacienda","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"8","secretariadeplaneacion@taraira-vaupes.gov.co","secretariadeplaneacion","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"9","secretariadegobierno@taraira-vaupes.gov.co","secretariadegobierno","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"10","secretariadesalud@taraira-vaupes.gov.co","secretariadesalud","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
"11","serviciospublicos@taraira-vaupes.gov.co","serviciospublicos","http://taraira-vaupes.gov.co","Active","7","Alcaldía",,"Vaupes","Taraira"
,"Contraloría Departamental Vaupés",,,,,,,,
"1","contactenos@contraloria-vaupes.gov.co","contactenos","http://contraloria-vaupes.gov.co","Active","1","Contraloría","Contraloría","Vaupes","Mitú"
"2","despacho@contraloria-vaupes.gov.co","despacho","http://contraloria-vaupes.gov.co","Active","1","Contraloría","Contraloría","Vaupes","Mitú"
"3","controlfiscal@contraloria-vaupes.gov.co","controlfiscal","http://contraloria-vaupes.gov.co","Active","1","Contraloría","Contraloría","Vaupes","Mitú"
"4","participacionciudadana@contraloria-vaupes.gov.co","participacionciudadana","http://contraloria-vaupes.gov.co","Active","1","Contraloría","Contraloría","Vaupes","Mitú"
"5","responsabilidadfiscal@contraloria-vaupes.gov.co","responsabilidadfiscal","http://contraloria-vaupes.gov.co","Active","1","Contraloría","Contraloría","Vaupes","Mitú"
