"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"3jkw-fibj","Data Set Aprovechamiento Toneladas Aprovechadas Octubre_2017","Toneladas aprovechadas de enero a octubre de 2017","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","federated_href",,"ambiente y desarrollo sostenible","https://www.datos.gov.co/d/3jkw-fibj","https://www.datos.gov.co/resource/3jkw-fibj.json","2022-05-14T05:05:02.000","2022-05-14T05:05:02.000","www.datos.gov.co","false","0","0",,,,,,,,,,"Unidad Administrativa Especial de Servicios Públicos",,"Unidad Administrativa Especial de Servicios Públicos",,"mailto:sayra.nova@uaesp.gov.co","https://creativecommons.org/licenses/by/4.0/",,,,,"public","[ ""000:00"" ]",,,,,,,"[ ""000:000"" ]","2019-07-24","https://datosabiertos.bogota.gov.co/dataset/97c9d7b4-ab06-42ff-9ffe-de36d0cca914?_external=True","97c9d7b4-ab06-42ff-9ffe-de36d0cca914",,,,,,,,,,
"5cjv-3umf","Peticiones por asunto Bogotá Abril 2018","Este grupo está conformado por los siguientes tipos documentales: Derecho de Petición, Solicitud y Tramite Especial; de acuerdo al análisis realizado se clasificaron las peticiones teniendo en cuenta el tipo de requerimiento realizado por la ciudadanía.","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","federated_href",,"economía y finanzas","https://www.datos.gov.co/d/5cjv-3umf","https://www.datos.gov.co/resource/5cjv-3umf.json","2022-05-14T05:05:44.000","2022-05-14T05:05:44.000","www.datos.gov.co","false","0","0",,,,,,,,,,"Secretaría Distrital de Hacienda",,"Secretaría Distrital de Hacienda",,"mailto:oramirezc@shd.gov.co","https://creativecommons.org/licenses/by/4.0/",,,,,"public","[ ""000:00"" ]",,,,,,,"[ ""000:000"" ]","2019-04-12","https://datosabiertos.bogota.gov.co/dataset/90947deb-1548-44d0-b5b6-f4e530154492?_external=True","90947deb-1548-44d0-b5b6-f4e530154492",,,,,,,,,,
"4y3t-bp38","Índice de información Clasificada","Corresponde a la clasificación que tiene la información dentro de la entidad teniendo en cuenta el criterio de Confidencialidad","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","federated_href",,"reservada","https://www.datos.gov.co/d/4y3t-bp38","https://www.datos.gov.co/resource/4y3t-bp38.json","2022-05-14T05:05:51.000","2022-05-14T05:05:51.000","www.datos.gov.co","false","0","0",,,,,,,,,,"Contraloría de Bogotá, D.C.",,"Contraloría de Bogotá, D.C.",,"mailto:avallejo@contraloriabogota.gov.co","https://creativecommons.org/licenses/by/4.0/",,,,,"public","[ ""000:00"" ]",,,,,,,"[ ""000:000"" ]","2019-04-12","https://datosabiertos.bogota.gov.co/dataset/d18e7f66-a295-4093-9082-e5de70770977?_external=True","d18e7f66-a295-4093-9082-e5de70770977",,,,,,,,,,
"adua-29rz","LISTA DE PRESIDENTES DE JUNTAS DE ACCIÓN COMUNAL TOGÜÍ","","Togüí Boyacá","rh3v-2g9d","published","private","not_ready","official","chart","Función pública",,"https://www.datos.gov.co/d/adua-29rz","https://www.datos.gov.co/resource/adua-29rz.json","2018-05-11T16:29:10.000","2018-05-11T16:19:36.000","www.datos.gov.co","true","15","1",,,,"Public Domain","Personería Municipal de Togüí Boyacá",,,,"vxre-ar4m",,,,,,,,"Función Pública",,"Alcaldía Municipal de Togüí",,,,,"","Boyacá",,"Territorial",,,,,,"11/05/2018","SECRETARIA GENERAL Y DE GOBIERNO","Togüí",,"Anual","Español",,"Municipal",""
"yiu3-aczz","Niños, niñas y adolescentes inscritos en escuelas de formación deportiva y artística en el Municipio de Fómeque","La comunidad fomequeña se destaca por tener muy en claro que el futuro del municipio está en manos del #OrgulloFomequeño, es decir de los niños y jóvenes del municipio, por eso se trabaja para que a través de las escuelas de formación ellos desarrollen sus talentos y encuentren nuevos caminos para triunfar. 
Gracias a esto nuestros niños y niñas se destacan en disciplinas como voleibol, ajedrez, tenis de mesa, baloncesto, futbol y en artes como la música y la danza, logrando que su talento sea reconocido en importantes escenarios a nivel nacional e internacional.","Alcaldia Fomeque","fxfa-bnxr","published","private","not_ready","official","dataset","Deporte y Recreación","escuelas de formación,recreación,fómeque territorio deportivo,deporte,cultura","https://www.datos.gov.co/d/yiu3-aczz","https://www.datos.gov.co/resource/yiu3-aczz.json","2016-11-16T22:23:45.000","2016-11-17T22:00:13.000","www.datos.gov.co","false","208","40","8","6",,"Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal Fómeque Cundinamarca","http://www.fomeque-cundinamarca.gov.co/dependencias.shtml?apc=dbxx-1-&x=2937336",,,,,,,,,,,"Deporte y recreación",,"Alcaldía Municipal de Fómeque",,,,,,"Cundinamarca",,"Territorial",,,,,,"2016-11-16","Alcaldía Municipal de Fómeque Cundinamarca","Fomeque",,"Anual","Español",,"Municipal",
"dyhi-byj7","PROYECTOS DE INVESTIGACION E INNOVACION AÑOS 2009 A OCTUBRE 2016","Contiene información de los proyectos de investigación e innovación registrados en el Sistema de Gestión de Proyectos - SIGP de Colciencias y han sido evaluados por pares evaluadores y paneles de expertos y aprobados por Colciencias desde el año 2009 a octubre de 2016.","Ministerio de Ciencia, Tecnología e Innovación","f9yv-tter","published","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","proyectos de investigación e innovación,áreas de conocimiento,área temática,colciencias,minciencias","https://www.datos.gov.co/d/dyhi-byj7","https://www.datos.gov.co/resource/dyhi-byj7.json","2016-10-24T23:21:55.000","2016-10-24T23:22:06.000","www.datos.gov.co","false","2424","1065","2222","17","mpineda@minciencias.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Comunidad Científica","http://www.minciencias.gov.co/",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Ciencia, Tecnología e Innovación",,,,,,"Bogotá D.C.",,"Territorial",,,,,,"2016-10-24","Programas Nacionales de CTeI","Bogotá D.C.",,"Anual","Español",,"Nacional",
"888c-naj3","Atractivos Turisticos De Baranoa","Presentamos lo mejores atractivos turísticos que tiene el municipio de Baranoa","Datos Abiertos Alcaldía del Municipio de  Baranoa","ugmz-ix3r","published","private","not_ready","official","dataset","Comercio, Industria y Turismo","baranoa,zonas,turistico,turisticas,municipio,atractivos","https://www.datos.gov.co/d/888c-naj3","https://www.datos.gov.co/resource/888c-naj3.json","2017-07-04T16:40:51.000","2020-02-18T15:41:06.000","www.datos.gov.co","false","4240","67","8","9","sistemas@baranoa-atlantico.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal de Baranoa",,,,,,,,,,,,"Comercio, Industria y Turismo",,"Alcaldía Municipal de Baranoa",,,,,,"Atlántico",,"Territorial",,,,,,"2018-11-07","Sistemas","Baranoa",,"Anual","Español",,"Municipal",
"26f3-ezkr","Ejecución presupuestal acumulada de Ingresos","Este conjunto de datos contiene la información de los archivos PDF de  ""Ejecución Presupuestal""   ubicados en  nuestra Web: ""https://www.uceva.edu.co/presupuesto-y-estados-financieros/"" .
Actualmente cuenta con el año 2020, sin embargo se cargaran la información de los años posteriores y anteriores","uceva","gvp7-mhwq","published","private","rejected","official","dataset","Educación",,"https://www.datos.gov.co/d/26f3-ezkr","https://www.datos.gov.co/resource/26f3-ezkr.json","2021-10-06T22:40:40.000","2021-10-06T22:58:15.000","www.datos.gov.co","false","11","0","223","12","datosabiertos@uceva.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Unidad Central del Valle del Cauca","https://www.uceva.edu.co/presupuesto-y-estados-financieros/",,,,,,,,,,,"Educación",,"Unidad Central del Valle del Cauca",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2021-10-06","Oficina de gestión de recursos financieros","Tuluá",,"Anual","Español",,"Nacional",
"jf4u-8rhb","DIRECTORIO TELEFÓNICO 2017 ALCALDÍA DE YUMBO","DIRECTORIO TELEFÓNICO ALCALDÍA DE YUMBO","alcaldia.yumbo","htic-33t9","published","private","not_ready","official","dataset","Función pública",,"https://www.datos.gov.co/d/jf4u-8rhb","https://www.datos.gov.co/resource/jf4u-8rhb.json","2017-05-13T20:26:31.000","2017-06-29T22:26:14.000","www.datos.gov.co","false","12517","151","226","5","informatica@yumbo.gov.co","Creative Commons Attribution | Share Alike 4.0 International","ALCALDIA DE YUMBO","http://www.yumbo.gov.co",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Yumbo",,,,,"gubernamental","Valle del Cauca",,"Territorial",,,,,,"ENERO DE 2017","INFORMATICA","Yumbo",,"Anual","Español",,"Municipal","www.yumbo.gov.co"
"7y6y-scre","INSPECCIÓN VIGILANCIA Y CONTROL ESTABLECIMIENTOS COMERCIALES IBAGUE","","tic_ibague","kgby-2fak","published","private","not_ready","official","dataset","Salud y Protección Social","comerciales,ibague","https://www.datos.gov.co/d/7y6y-scre","https://www.datos.gov.co/resource/7y6y-scre.json","2018-04-10T15:58:35.000","2021-04-27T23:48:10.000","www.datos.gov.co","false","380","835","5277","8",,,,,,,,,,,,,,,"Salud y Protección Social",,"Alcaldía Municipal de Ibagué",,,,,,"Tolima",,"Territorial",,,,,,"2018-01-07","Secretaria de Salud Municipal","Armenia",,"Mensual","Español",,"Municipal",
"tpbk-hwbt","Empresas transportadoras terminal de transporte de Guadalajara de Buga /Transport companies transport terminal of Guadalajara de Buga","La terminal de transporte de Guadalajara de Buga es punto de convergencia de personas de todo el país, en ella 18 empresas de transporte ofrecen sus rutas a diferentes destinos con un cubrimiento local, regional, nacional e internacional, en este data set podrás encontrar su información de contacto y ubicación dentro de la terminal de transporte / The transport terminal of Guadalajara de Buga is a point of convergence of people from all over the country, in it 18 transport companies offer their routes to different destinations with a local, regional, national and international coverage, in this data set you can find their information of contact and location within the transport terminal.","Alcaldía Municipal de Guadalajara de Buga","sjye-cgkj","published","private","not_ready","official","dataset","Transporte",,"https://www.datos.gov.co/d/tpbk-hwbt","https://www.datos.gov.co/resource/tpbk-hwbt.json","2018-04-23T16:43:53.000","2019-10-07T16:36:51.000","www.datos.gov.co","false","2505","68","22","10","tic@buga.gov.co","Public Domain",,,,,,,,,,,,,"Transporte",,"Alcaldía Municipal de Guadalajara de Buga",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2018-04-23","Secretaria de movilidad","Guadalajara de Buga",,"Anual","Español",,"Nacional",
"fcfh-x8sd","Estadisticas Nacimientos Hospital Emiro Quintero Cañizares","Contiene las estadísticas de nacimientos en el Hospital Emiro Quintero Cañizares del Municipio de Ocaña, Norte de Santander; durante el primer semestre del 2016, detallando el total nacidos, especificando el total por sexo y tipo de parto por cada mes.","GOBIERNO DIGITAL HEQC","f8n4-3e7k","published","private","not_ready","official","dataset","Salud y Protección Social","parto.,ocaña,emiro,cañizares,nacimientos,hospital,estadisticas,quintero","https://www.datos.gov.co/d/fcfh-x8sd","https://www.datos.gov.co/resource/fcfh-x8sd.json","2016-10-25T13:36:12.000","2016-10-25T13:36:16.000","www.datos.gov.co","false","229","78","6","6",,"Creative Commons Attribution | Share Alike 4.0 International","ESE HOSPITAL EMIRO QUINTERO CAÑIZARES DE OCAÑA",,,,,,,,,,,,"Salud y Protección Social",,"E.S.E. Hospital Emiro Quintero Cañizares Ocaña",,,,,,"Norte de Santander",,"Territorial",,,,,,"2016-10-25","LUIS MANUEL ASCANIO CLARO","Ocaña",,"Semestral","Español",,"Departamental",
"stcq-qceb:0","Colegios Intervenidos en el Marco Programa Jornada Complementaria","","Scrd2021","3mdw-gxr4","unpublished","private","not_ready","official","dataset",,,"https://www.datos.gov.co/d/stcq-qceb/revisions/0",,"2022-05-19T14:28:09.000","2022-05-19T14:28:07.000","www.datos.gov.co","false",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3h8-5ndm:0","Colegios Intervenidos en el Marco Programa Jornada Complementaria","","Scrd2021","3mdw-gxr4","unpublished","private","not_ready","official","dataset",,,"https://www.datos.gov.co/d/b3h8-5ndm/revisions/0",,"2022-05-19T14:35:19.000","2022-05-19T14:35:17.000","www.datos.gov.co","false",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"u8ta-fsnx:1","Esquema De Publicación web Alcaldía  de Itagüí 2021","Dando cumplimiento a lo establecido en la ley 1712 de 2014 y el Decreto 103 de 2015 se construye este documento donde se contiene toda la información publica y disponible en el sitio web institucional.","Alcaldía de Itagüí","54wf-wxqk","unpublished","private","not_ready","official","dataset","Función pública","esquema,itagüí,transparencia","https://www.datos.gov.co/d/u8ta-fsnx/revisions/1",,"2021-12-28T20:57:14.000","2017-06-23T13:39:37.000","www.datos.gov.co","false",,,"110","9","gobiernoenlinea@itagui.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía de Itagüí","https://www.itagui.gov.co/alcaldia/esquema_publicacion","Esquema De Publicación web Alcaldía  de Itagüí 2017","u8ta-fsnx",,,,,,,,,"No Aplica",,"Alcaldía Municipal de Itagüí",,,,,"http://www.itagui.gov.co/alcaldia/decretos#menu","Antioquia",,"Territorial",,,,,,"2021-12-30","Dirección Administrativa de las Tecnologías y Sistemas de la Información y las Comunicaciones-TIC-","Itagui",,"Anual","Español",,"Nacional","http://www.itagui.gov.co/alcaldia/datos_abiertos/0"
"44gp-u7m9","Mapa de Corresponsales Bancarios en el Municipio de Bugalagrande","En este documento se encuentra la ubicación con coordenadas geográficas (formato decimal) de las oficinas y corresponsales bancarios con las que cuenta el municipio de Bugalagrande - Valle del Cauca.","Municipio de Bugalagrande","y9yk-chqk","published","private","not_ready","official","map","Economía y Finanzas",,"https://www.datos.gov.co/d/44gp-u7m9","https://www.datos.gov.co/resource/44gp-u7m9.json","2018-10-09T23:08:18.000","2018-10-05T14:56:15.000","www.datos.gov.co","true","74","1",,,,,"Alcaldía Municipal de Bugalagrande",,,,"4nt7-vagi",,,,,,,,"Comercio, Industria y Turismo",,"Alcaldía Municipal de Bugalagrande",,,,,,"Valle del Cauca",,"Territorial",,,,,,"05/10/2018","Secretaria de Gobierno","Bugalagrande",,"Anual","Español",,"Municipal",
"acey-s5cn","Instituciones Educativas Municipio de Bugalagrande","Listado de instituciones educativas oficiales y privadas aprobadas por la Secretaría de Educación Municipal en el 2018 con sus respectivas sedes y ubicación.","Municipio de Bugalagrande","y9yk-chqk","published","private","not_ready","official","dataset","Educación","sedes,publica,privada,instituciones,educación,colegios,bugalagrande","https://www.datos.gov.co/d/acey-s5cn","https://www.datos.gov.co/resource/acey-s5cn.json","2018-10-03T16:31:00.000","2018-10-03T16:45:26.000","www.datos.gov.co","false","639","58","48","5",,,,,,,,,,,,,,,"Educación",,"Alcaldía Municipal de Bugalagrande",,,,,,"Valle del Cauca",,"Territorial",,,,,,"25/09/2018","Secretaria de Salud y Educación","Bugalagrande",,"Anual","Español",,"Municipal",
"djeh-53rf","Seguimiento a eventos de interés en salud publica","Estos son los casos reportados por la secretaria de salud de Villa del Rosario ante el SIVIGILA.","VilladelRosario","u9n6-7gnh","published","private","not_ready","official","dataset","Salud y Protección Social","eventos","https://www.datos.gov.co/d/djeh-53rf","https://www.datos.gov.co/resource/djeh-53rf.json","2016-12-02T14:37:28.000","2016-12-02T19:07:24.000","www.datos.gov.co","false","596","44","59","4",,"Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal Villa del Rosario",,,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Villa del Rosario",,,,,,"Norte de Santander",,"Territorial",,,,,,"2016-10-17","Alcaldía Municipal Villa del Rosario","Villa del Rosario",,"Mensual","Español",,"Municipal",
"4t4r-e6r9","División Política Administrativa Municipio de Villa del Rosario 2017","División Política Administrativa Municipio de Villa del Rosario 2017","VilladelRosario","u9n6-7gnh","published","private","rejected","official","dataset","Ordenamiento Territorial","veredas,urbanizaciones,barrios","https://www.datos.gov.co/d/4t4r-e6r9","https://www.datos.gov.co/resource/4t4r-e6r9.json","2018-01-03T20:49:04.000","2018-01-03T20:49:06.000","www.datos.gov.co","false","2315","98","66","7","alcaldia@villarosario.gov.co","Public Domain","Secretaría de Planeación","http://villadelrosario-nortedesantander.gov.co",,,,,,,,,,,"Vivienda Ciudad y Territorio",,"Alcaldía Municipal de Villa del Rosario",,,,,,"Norte de Santander",,"Territorial",,,,,,"2017-12-29","Secretaria de Planeación","Villa del Rosario",,"No aplica","Español",,"Municipal",
"vusf-uzdt","Juntas de Acción Comunal Municipio de Villa del Rosario 2017","Juntas de Acción Comunal Municipio de Villa del Rosario 2017","VilladelRosario","u9n6-7gnh","published","private","rejected","official","dataset","Inclusión Social y Reconciliación","jac,barrios,presidentes","https://www.datos.gov.co/d/vusf-uzdt","https://www.datos.gov.co/resource/vusf-uzdt.json","2018-01-03T20:33:54.000","2018-01-03T20:39:27.000","www.datos.gov.co","false","960","78","48","6","alcaldia@villarosario.gov.co","Public Domain","Subsecretaria de Asuntos Comunitarios","http://villadelrosario-nortedesantander.gov.co",,,,,,,,,,,"Inclusión Social y Reconciliación",,"Alcaldía Municipal de Villa del Rosario",,,,,"","Norte de Santander",,"Territorial",,,,,,"2017-12-29","Subsecretaria de Asuntos Comunitarios","Villa del Rosario",,"No aplica","Español",,"Municipal",""
