"numero","epigrafe","tema","palabras_clave","url"
"950","Por la cual se modifica el artículo 2.1.2.1.10.1. de la Resolución CRA 943 de 2021 en lo relacionado con la provisión de recu","Resolución 950 de 2021 CRA","2021","Enlace a Resolución 950 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0950_2021.htm)"
"949","Por la cual se adiciona la Parte 11 al Libro 5 y el TÍTULO 6 a la PARTE 3 del LIBRO 6 de la Resolución CRA 943 de 2021, en rel","Resolución 949 de 2021 CRA","2021","Enlace a Resolución 949 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0949_2021.htm)"
"948","Por la cual se adiciona la Parte 8 al Libro 2 y el Título 4 a la Parte 2 del Libro 6 de la Resolución CRA número 943 de 2021,","Resolución 948 de 2021 CRA","2021","Enlace a Resolución 948 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0948_2021.htm)"
"947","Por la cual se modifican los artículos 5.3.2.3.2. y 5.3.5.7.10.2. de la Resolución CRA número 943 de 2021","Resolución 947 de 2021 CRA","2021","Enlace a Resolución 947 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0947_2021.htm)"
"946","Por la cual se modifica el artículo 1.6.5.2.3.1 del Capítulo 3 del Subtítulo 2 del Título 5 de la Parte 6 del Libro 1, el ar","Resolución 946 de 2021 CRA","2021","Enlace a Resolución 946 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0946_2021.htm)"
"945","Por la cual se modifica y adiciona un considerando a la Resolución CRA 943 de 2021","Resolución 945 de 2021 CRA","2021","Enlace a Resolución 945 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0945_2021.htm)"
"943","Subtítulo 2.1.3.2 y Título 6.2.3 vigentes para los mercados regionales declarados previamente a la fecha de publicación de la","Resolución 943 de 2021 CRA","2021","Enlace a Resolución 943 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_2021-mercados_regionales.htm)"
"943","Por la cual se compila la regulación general de los servicios públicos de acueducto, alcantarillado y aseo, y se derogan unas","Resolución 943 de 2021 CRA","2021","Enlace a Resolución 943 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0943_2021.htm)"
"942","Por la cual se adiciona el parágrafo 5 del artículo 38 de la Resolución CRA 720 de 2015, modificado por el artículo 1 de la","Resolución 942 de 2021 CRA","2021","Enlace a Resolución 942 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0942_2021.htm)"
"939","Por la cual se establecen las condiciones para la modificación del Plan de Obras e Inversiones Regulado (POIR), en aplicación","Resolución 939 de 2021 CRA","2021","Enlace a Resolución 939 de 2021 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0939_2021.htm)"
"938","Por la cual se modifican los artículos 109 y 110, se adiciona el artículo 109A a la Resolución CRA 688 de 2014 y se deroga la","Resolución 938 de 2020 CRA","2020","Enlace a Resolución 938 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0938_2020.htm)"
"936","Por la cual se modifican los artículos 2, 5 y 12 de la Resolución CRA 911 de 2020 y se adicionan los artículos 2 A y 2 B a la","Resolución 936 de 2020 CRA","2020","Enlace a Resolución 936 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0936_2020.htm)"
"932","Por la cual se hace público el proyecto de resolución ""por la cual se modifican los artículos 2, 5 y 12 de la Resolución nú","Resolución 932 de 2020 CRA","2020","Enlace a Resolución 932 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0932_2020.htm)"
"931","Por la cual se determina el porcentaje total y las condiciones para aplicar el primer pago de la contribución especial de que t","Resolución 931 de 2020 CRA","2020","Enlace a Resolución 931 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0931_2020.htm)"
"930","Por la cual se fija la tarifa de la contribución especial de que trata el artículo 85 de la Ley 142 de 1994 para la vigencia 2","Resolución 930 de 2020 CRA","2020","Enlace a Resolución 930 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0930_2020.htm)"
"929","Por la cual se hace público el proyecto de resolución ""Por la cual se compila la regulación general de los servicios público","Resolución 929 de 2020 CRA","2020","Enlace a Resolución 929 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0929_2020.htm)"
"928","Por la cual se designa al Director Ejecutivo de la Unidad Administrativa Especial Comisión de Regulación de Agua Potable y San","Resolución 928 de 2020 CRA","2020","Enlace a Resolución 928 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0928_2020.htm)"
"927","Por la cual se modifica el parágrafo 4 del artículo 38 de la Resolución CRA 720 de 2015, modificado por el artículo 1 de la","Resolución 927 de 2020 CRA","2020","Enlace a Resolución 927 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0927_2020.htm)"
"926","Por la cual se realizan aclaraciones y se corrigen errores de la Resolución CRA 906 de 2019","Resolución 926 de 2020 CRA","2020","Enlace a Resolución 926 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0926_2020.htm)"
"923","Por la cual se adoptan medidas regulatorias para los servicios públicos de acueducto, alcantarillado y aseo relacionadas con af","Resolución 923 de 2020 CRA","2020","Enlace a Resolución 923 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0923_2020.htm)"
"922","Por la cual se establecen medidas regulatorias transitorias para la extensión del pago diferido de las facturas de los servicio","Resolución 922 de 2020 CRA","2020","Enlace a Resolución 922 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0922_2020.htm)"
"921","Por la cual se deroga el artículo 7 y se modifican los artículos 8 y 9 de la Resolución CRA 911 de 2020","Resolución 921 de 2020 CRA","2020","Enlace a Resolución 921 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0921_2020.htm)"
"920","Por la cual se amplía el plazo previsto en el parágrafo del artículo 109 de la Resolución CRA 688 de 2014, como consecuencia","Resolución 920 de 2020 CRA","2020","Enlace a Resolución 920 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0920_2020.htm)"
"919","Por la cual se adoptan medidas regulatorias para los servicios públicos de acueducto, alcantarillado y aseo con ocasión de la","Resolución 919 de 2020 CRA","2020","Enlace a Resolución 919 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0919_2020.htm)"
"918","Por la cual se modifica la Resolución CRA 915 de 2020 ""por la cual se establecen medidas regulatorias transitorias para el pago","Resolución 918 de 2020 CRA","2020","Enlace a Resolución 918 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0918_2020.htm)"
"917","Por la cual se prorroga el término de participación ciudadana señalado en la Resolución CRA 913 de 2020","Resolución 917 de 2020 CRA","2020","Enlace a Resolución 917 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0917_2020.htm)"
"916","Por la cual se modifica el parágrafo 4 del artículo 38 de la Resolución CRA 720 de 2015, modificado por el artículo 1 de la","Resolución 916 de 2020 CRA","2020","Enlace a Resolución 916 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0916_2020.htm)"
"915","Por la cual se establecen medidas regulatorias transitorias para el pago diferido de las facturas de los servicios públicos dom","Resolución 915 de 2020 CRA","2020","Enlace a Resolución 915 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0915_2020.htm)"
"912","Por la cual se modifica el artículo 38 de la Resolución CRA 720 de 2015 ""por la cual se establece el régimen de regulación t","Resolución 912 de 2020 CRA","2020","Enlace a Resolución 912 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0912_2020.htm)"
"911","Por la cual se establecen medidas regulatorias transitorias en el sector de agua potable y saneamiento básico, derivadas de la","Resolución 911 de 2020 CRA","2020","Enlace a Resolución 911 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0911_2020.htm)"
"294","Por la cual se reanudan los términos de las actuaciones administrativas de carácter particular, de cobro coactivo y disciplina","Resolución 294 de 2020 CRA","2020","Enlace a Resolución 294 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0294_2020.htm)"
"178","Por la cual se adoptan medidas para garantizar la atención y la prestación de los servicios por parte de la Unidad Administrat","Resolución 178 de 2020 CRA","2020","Enlace a Resolución 178 de 2020 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0178_2020.htm)"
"908","Por la cual se modifica la Resolución CRA 821 de 2017 ""por la cual se define el concepto de mercado regional, se establecen las","Resolución 908 de 2019 CRA","2019","Enlace a Resolución 908 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0908_2019.htm)"
"906","Por la cual se definen los criterios, metodologías, indicadores, parámetros y modelos de carácter obligatorio para evaluar la","Resolución 906 de 2019 CRA","2019","Enlace a Resolución 906 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0906_2019.htm)"
"903","Por la cual se prorroga el término de participación ciudadana señalado en las Resoluciones CRA 896 ""por la cual se hace públ","Resolución 903 de 2019 CRA","2019","Enlace a Resolución 903 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0903_2019.htm)"
"901","Por la cual se adicionan unos artículos a la Resolución CRA 853 de 2018 ""por la cual se establece el régimen tarifario y meto","Resolución 901 de 2019 CRA","2019","Enlace a Resolución 901 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0901_2019.htm)"
"900","Por la cual se establecen aspectos generales de los acuerdos de barrido y limpieza de vías y áreas públicas, se regula la sol","Resolución 900 de 2019 CRA","2019","Enlace a Resolución 900 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0900_2019.htm)"
"894","Por la cual se adopta el modelo de Condiciones Uniformes del Contrato de Servicios Públicos al que podrán acogerse las persona","Resolución 894 de 2019 CRA","2019","Enlace a Resolución 894 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0894_2019.htm)"
"892","Por la cual se realizan aclaraciones y se corrigen errores de la Resolución CRA 853 de 2018 ""por la cual se establece el régim","Resolución 892 de 2019 CRA","2019","Enlace a Resolución 892 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0892_2019.htm)"
"891","Por la cual se corrige un error en la numeración de dos resoluciones de la Comisión de Regulación de Agua Potable y Saneamien","Resolución 891 de 2019 CRA","2019","Enlace a Resolución 891 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0891_2019.htm)"
"890","""Por la cual se resuelve una solicitud de revocatoria directa de las Resoluciones CRA 825 de 2017 y CRA 844 de 2018""","Resolución 890 de 2019 CRA","2019","Enlace a Resolución 890 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0890_2019.htm)"
"888","Por la cual se adiciona un parágrafo al artículo 38 de la Resolución CRA 720 de 2015 ""por la cual se establece el régimen de","Resolución 888 de 2019 CRA","2019","Enlace a Resolución 888 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0888_2019.htm)"
"887","Por la cual se adoptan medidas para desincentivar el consumo excesivo de agua potable","Resolución 887 de 2019 CRA","2019","Enlace a Resolución 887 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0887_2019.htm)"
"884","Por la cual se fija la tarifa de la contribución especial para la vigencia 2019 por concepto del servicio de regulación de agu","Resolución 884 de 2019 CRA","2019","Enlace a Resolución 884 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0884_2019.htm)"
"883","Por la cual se modifica la vigencia del régimen tarifario y de las metodologías tarifarias, el régimen de transición y derog","Resolución 883 de 2019 CRA","2019","Enlace a Resolución 883 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0883_2019.htm)"
"881","Por la cual se adicionan unos artículos a la Resolución CRA 825 de 2017 ""por la cual se establece la metodología tarifaria pa","Resolución 881 de 2019 CRA","2019","Enlace a Resolución 881 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0881_2019.htm)"
"873","Por la cual se adopta el modelo de Condiciones Uniformes del Contrato de Servicios Públicos al que podrán acogerse las persona","Resolución 873 de 2019 CRA","2019","Enlace a Resolución 873 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0873_2019.htm)"
"870","""Por la cual se resuelve una solicitud de revocatoria directa de la Resolución CRA 830 de 2018""","Resolución 870 de 2019 CRA","2019","Enlace a Resolución 870 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0870_2019.htm)"
"869","Por la cual se prorroga el término de participación ciudadana señalado en el artículo segundo de la Resolución número CRA","Resolución 869 de 2019 CRA","2019","Enlace a Resolución 869 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0869_2019.htm)"
"844","Por la cual se fija la tarifa de la contribución especial para la vigencia 2019 por concepto del servicio de regulación de agu","Resolución 844 de 2019 CRA","2019","Enlace a Resolución 844 de 2019 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0844_2019.htm)"
"865","Por la cual se hace público el proyecto de Resolución ""Por la cual se definen los criterios, metodologías, indicadores, pará","Resolución 865 de 2018 CRA","2018","Enlace a Resolución 865 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0865_2018.htm)"
"864","Por la cual se modifica la Sección 5.2.1., del Capítulo 2, del Título V de la Resolución CRA 151 de 2001, modificada por el","Resolución 864 de 2018 CRA","2018","Enlace a Resolución 864 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0864_2018.htm)"
"863","Por la cual se hace público el proyecto de resolución, por la cual se adopta el modelo de Condiciones Uniformes del Contrato d","Resolución 863 de 2018 CRA","2018","Enlace a Resolución 863 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0863_2018.htm)"
"859","Por la cual se prorroga el término de participación ciudadana señalado en el artículo segundo de la Resolución CRA 857 de 2","Resolución 859 de 2018 CRA","2018","Enlace a Resolución 859 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0859_2018.htm)"
"858","Por la cual se modifica parcialmente el régimen de calidad y descuentos establecido mediante el TÍTULO IV y se modifican parci","Resolución 858 de 2018 CRA","2018","Enlace a Resolución 858 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0858_2018.htm)"
"857","Por la cual se presenta el proyecto de resolución ""por la cual se adiciona un parágrafo al artículo 38 de la Resolución CRA","Resolución 857 de 2018 CRA","2018","Enlace a Resolución 857 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0857_2018.htm)"
"853","Por la cual se establece el régimen tarifario y metodología tarifaria aplicable a las personas prestadoras del servicio públi","Resolución 853 de 2018 CRA","2018","Enlace a Resolución 853 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0853_2018.htm)"
"847","Por la cual se fija la tarifa de la Contribución Especial para la vigencia 2018 por concepto del servicio de regulación de agu","Resolución 847 de 2018 CRA","2018","Enlace a Resolución 847 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0847_2018.htm)"
"845","Por la cual se desarrolla el artículo 72 de la Resolución CRA 720 de 2015 ""por la cual se establece el régimen de regulación","Resolución 845 de 2018 CRA","2018","Enlace a Resolución 845 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0845_2018.htm)"
"844","Por la cual se modifica y adiciona la Resolución CRA 825 de 2017 ""por la cual se establece la metodología tarifaria para las p","Resolución 844 de 2018 CRA","2018","Enlace a Resolución 844 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0844_2018.htm)"
"843","Por la cual se resuelve la solicitud de modificación del costo económico de referencia para los componentes de Disposición Fi","Resolución 843 de 2018 CRA","2018","Enlace a Resolución 843 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0843_2018.htm)"
"837","Por la cual se prorroga el término de participación ciudadana señalado en el artículo 2 de la Resolución CRA 831 de 2018 ""p","Resolución 837 de 2018 CRA","2018","Enlace a Resolución 837 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0837_2018.htm)"
"836","Por la cual se hace público el proyecto de Resolución 'por la cual se modifica y adiciona la Resolución CRA 825 de 2017', se","Resolución 836 de 2018 CRA","2018","Enlace a Resolución 836 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0836_2018.htm)"
"834","Por la cual se corrige un error en el artículo 29 de la Resolución CRA 825 de 2017, por la cual se establece la metodología t","Resolución 834 de 2018 CRA","2018","Enlace a Resolución 834 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0834_2018.htm)"
"832","Por la cual se modifica y adiciona parcialmente la Resolución CRA 351 de 2005 y se modifican parcialmente las Resoluciones CRA","Resolución 832 de 2018 CRA","2018","Enlace a Resolución 832 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0832_2018.htm)"
"830","Por la cual se presentan las variables que conforman los modelos de eficiencia establecidos en la Resolución número CRA 688 de","Resolución 830 de 2018 CRA","2018","Enlace a Resolución 830 de 2018 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0830_2018.htm)"
"825","Por la cual se establece la metodología tarifaria para las personas prestadoras de los servicios públicos domiciliarios de acu","Resolución 825 de 2017 CRA","2017","Enlace a Resolución 825 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0825_2017.htm)"
"824","Por la cual se establecen las condiciones para verificar la existencia de los motivos que permiten la inclusión de áreas de se","Resolución 824 de 2017 CRA","2017","Enlace a Resolución 824 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0824_2017.htm)"
"823","Por la cual se modifica y adiciona parcialmente el régimen de calidad y descuentos establecido mediante el Título VII de la Re","Resolución 823 de 2017 CRA","2017","Enlace a Resolución 823 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0823_2017.htm)"
"822","Por la cual se adiciona un parágrafo al artículo 71 de la Resolución número CRA 720 de 2015 ""Por la cual se establece el ré","Resolución 822 de 2017 CRA","2017","Enlace a Resolución 822 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0822_2017.htm)"
"821","Por la cual se define el concepto de mercado regional, se establecen las condiciones para declararlo y la forma de verificarlas,","Resolución 821 de 2017 CRA","2017","Enlace a Resolución 821 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0821_2017.htm)"
"820","Por la cual se modifican los artículos 1.3.7.7 de la Resolución CRA 151 de 2001, 5.2.1.6 de la Resolución CRA 151 de 2001 mod","Resolución 820 de 2017 CRA","2017","Enlace a Resolución 820 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0820_2017.htm)"
"819","Por la cual se establecen los criterios para el pago de la contribución especial por concepto del servicio de regulación de ag","Resolución 819 de 2017 CRA","2017","Enlace a Resolución 819 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0819_2017.htm)"
"816","Por la cual se presenta el proyecto de resolución, ""Por la cual se modifica la Sección 5.2.1., del Capítulo 2, del Título V","Resolución 816 de 2017 CRA","2017","Enlace a Resolución 816 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0816_2017.htm)"
"815","Por la cual se hace público el proyecto de resolución, ""por la cual se desarrolla el artículo 72 de la Resolución número CR","Resolución 815 de 2017 CRA","2017","Enlace a Resolución 815 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0815_2017.htm)"
"813","Por la cual se hace público el proyecto de resolución ""Por medio de la cual se modifican los artículos 1.3.7.7 de la Resoluci","Resolución 813 de 2017 CRA","2017","Enlace a Resolución 813 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0813_2017.htm)"
"812","Por la cual se hace público el Proyecto de Resolución ""Por la cual se modifica y adiciona parcialmente el régimen de calidad","Resolución 812 de 2017 CRA","2017","Enlace a Resolución 812 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0812_2017.htm)"
"811","Por la cual se hace público el proyecto de resolución ""por la cual se establecen las condiciones para verificar la existencia","Resolución 811 de 2017 CRA","2017","Enlace a Resolución 811 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0811_2017.htm)"
"810","Por la cual se modifica y adiciona la Resolución CRA 783 de 2016 ""por la cual se establecen excepciones al procedimiento de mod","Resolución 810 de 2017 CRA","2017","Enlace a Resolución 810 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0810_2017.htm)"
"809","Por la cual se hace público el proyecto de resolución ""por la cual se define el concepto de mercado regional, se establecen la","Resolución 809 de 2017 CRA","2017","Enlace a Resolución 809 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0809_2017.htm)"
"800","Por la cual se establece la opción de medición de vertimientos en el servicio público domiciliario de alcantarillado","Resolución 800 de 2017 CRA","2017","Enlace a Resolución 800 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0800_2017.htm)"
"799","Por la cual se presenta el proyecto de resolución 'por la cual se modifica y adiciona la Resolución CRA 783 de 2016', y se ini","Resolución 799 de 2017 CRA","2017","Enlace a Resolución 799 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0799_2017.htm)"
"798","Por la cual se modifican el parágrafo 4o del artículo 9o de la Resolución CRA 688 de 2014, el artículo 89 de la Resolución","Resolución 798 de 2017 CRA","2017","Enlace a Resolución 798 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0798_2017.htm)"
"789","Por la cual se señalan los estándares de servicio, su gradualidad y se determinan medidas regulatorias que permitan la aplicab","Resolución 789 de 2017 CRA","2017","Enlace a Resolución 789 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0789_2017.htm)"
"788","Por la cual se define el porcentaje de los recursos del recaudo del servicio público de aseo correspondiente a la provisión de","Resolución 788 de 2017 CRA","2017","Enlace a Resolución 788 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0788_2017.htm)"
"237","Por la cual la Dirección Ejecutiva de la Unidad Administrativa Especial de la Comisión de Regulación de Agua Potable y Saneam","Resolución 237 de 2017 CRA","2017","Enlace a Resolución 237 de 2017 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0237_2017.htm)"
"783","Por la cual se establecen excepciones al procedimiento de modificación de los costos económicos de referencia establecido en l","Resolución 783 de 2016 CRA","2016","Enlace a Resolución 783 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0783_2016.htm)"
"782","Por la cual se publica la información de los parámetros de inclusión en el modelo de eficiencia comparativa DEA y los valores","Resolución 782 de 2016 CRA","2016","Enlace a Resolución 782 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0782_2016.htm)"
"781","Por la cual se determinan los indicadores de eficiencia y criterios cuyo incumplimiento dará lugar a que la Comisión de Regula","Resolución 781 de 2016 CRA","2016","Enlace a Resolución 781 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0781_2016.htm)"
"780","Por la cual se fija la tarifa de la Contribución Especial para la vigencia 2017 por concepto del servicio de regulación de agu","Resolución 780 de 2016 CRA","2016","Enlace a Resolución 780 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0780_2016.htm)"
"779","Por la cual se expiden los porcentajes de distribución del incremento en el costo de comercialización del servicio CCS, entre","Resolución 779 de 2016 CRA","2016","Enlace a Resolución 779 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0779_2016.htm)"
"778","Por la cual se adopta el modelo de condiciones uniformes del contrato para la prestación del servicio público de aseo y sus ac","Resolución 778 de 2016 CRA","2016","Enlace a Resolución 778 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0778_2016.htm)"
"775","Por la cual se desarrolla el parágrafo 3o del artículo 42 de la Resolución CRA 720 de 2015 y se dictan otras disposiciones, ""","Resolución 775 de 2016 CRA","2016","Enlace a Resolución 775 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0775_2016.htm)"
"774","Por la cual se presenta el proyecto de Resolución que define el porcentaje de los recursos del recaudo del servicio público de","Resolución 774 de 2016 CRA","2016","Enlace a Resolución 774 de 2016 CRA (https://normas.cra.gov.co/gestor/docs/resolucion_cra_0774_2016.htm)"
