"cod_dpto","cod_mpio","dpto","municipio","cod_prestador","nom_prestador","cod_habilitacion","no_sede","nom_sede","gerente","zona","direccion","barrio","cod_centro_poblado","centro_poblado","telefono","fax","email","nit","dv","clase_persona","cod_nat_juridica","naturaleza","cod_clase_prestador","clase_prestador","ese","nivel","car_cter","sede_principal","habilitado","no_sede_princ","hor_lunes","hor_martes","hor_miercoles","hor_jueves","hor_viernes","hor_sabado","hor_domingo"
"8","08078","ATLANTICO","BARANOA","0807800750","IPS REHABILICOP S.A.S","0807800750","1","IPS REHABILICOP S.A.S SEDE PITAL DE MEGUA","MYRNA GONZALEZ VASQUEZ","RURAL","CORREG. PITAL DE MEGUA - BARANOA en Baranoa","SIN DATO","SIN DATO","SIN DATO","3014090107","SIN DATO","rehabilicopsedepital@hotmail.com","900434342","1","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08078","ATLANTICO","BARANOA","0807800750","IPS REHABILICOP S.A.S","0807800750","2","IPS REHABILICOP S.A.S","MILENA PATRICIA OCHOA OROZCO","RURAL","KILÓMETRO 2 DESPUÉS DEL PEAJE A BARANOA","ZONA RURAL","SIN DATO","SIN DATO","3005390040","SIN DATO","rehabilicopsedebaranoa@hotmail.com","900434342","1","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","NO","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08078","ATLANTICO","BARANOA","0807800785","ACCIONSALUD IPS SAS","0807800785","1","ACCIONSALUD LTDA I.P.S.","ROSIRIS CERVANTES VILLA","RURAL","calle 21 18- 86","CHAMBACU","8078002","PITAL","3580297 - 300 496 23 65","SIN DATO","asneda@hotmail.co","802019804","8","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","00 a 00","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807800915","UCI SAN FRANCISCO S.A.S","0807800915","1","UCI SAN FRANCISCO S.A.S","JUAN ALBERTO RAAD PEÑA","URBANA","CARRERA 21 #17-21","CENTRO","SIN DATO","SIN DATO","3116593037 - 3012248075","SIN DATO","juanraad16@hotmail.com","900703066","8","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08078","ATLANTICO","BARANOA","0807800949","FUNDACIÓN CAMPBELL","0807800949","1","FUNCIÓN CAMPBELL","JUDITH DEL CARMEN SARMIENTO AGUILERA","URBANA","CALLE 19 #19- 44","CENTRO ESPAÑA","SIN DATO","SIN DATO","3157557196","SIN DATO","calidad@clinicacampbell.com.co","900002780","0","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08141","ATLANTICO","CANDELARIA","0814100159","ESE HOSPITAL DE CANDELARIA","0814100159","2","ESE HOSPITAL DE CANDELARIA SEDE LEÑA","PAOLA DEL CARMEN ROYET DOMINGUEZ","RURAL","CL 3H # 3 - 02","SIN DATO","SIN DATO","SIN DATO","8734626","SIN DATO","rrueda70@hotmail.com","802010301","4","JURIDICO","4","PÚBLICA","1","INSTITUCIONES - IPS","SI","1","MUNICIPAL","NO","SI","1","07 a 18","07 a 18","07 a 18","07 a 18","07 a 18","07 a 12","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807800967","MEDIDENTAL DEL ATLANTICO S.A.S.","0807800967","1","MEDIDENTAL DEL ATLANTICO S.A.S.","CARLA PATRICIA PATIÑO MARTINEZ","URBANA","CARRERA 19 No. 12-40","LAS MARGARITAS","SIN DATO","SIN DATO","3007277790","SIN DATO","medidentaldelatlanticos.a.s@hotmail.com","900734985","4","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","08 a 06","08 a 06","08 a 06","08 a 06","08 a 06","08 a 02","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807801002","KATHY ELENA PULIDO DIAZ","0807801002","1","KATHY ELENA PULIDO DIAZ","SIN DATO","RURAL","CALLE 17 # 19 24 CENTRO COMERCIAL PORTAL DE BARANOA","CENTRO","8078000","BARANOA","3002509525","SIN DATO","ktyk109@hotmail.com","1129532012","0","NATURAL","1","PRIVADA","2","PROFESIONAL INDEPENDIENTE","N/A","N/A","SIN DATO","SI","SI","1","10 a 17","10 a 17","10 a 17","10 a 17","10 a 17","10 a 14","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807802052","KATHY NELLY MARIMON MORENO","0807802052","1","KATHY NELLY MARIMON MORENO","SIN DATO","URBANA","CALLE 17 N° 21-39 local 3","CENTRO","SIN DATO","SIN DATO","3106022059-8789070","SIN DATO","kathymarimon@gmail.com","32837997","0","NATURAL","1","PRIVADA","2","PROFESIONAL INDEPENDIENTE","N/A","N/A","SIN DATO","SI","SI","1","08 a 12","08 a 12","08 a 12","08 a 12","08 a 12","00 a 00","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807802088","CLINICA SANTA MARTA RL SAS","0807802088","1","CENTRO MEDICO MOKANA - CLINICA SANTA MARTA. BARANOA","ROBERTO ROSALES NAVARRO","URBANA","CL 18 No 21- 01","SANTA HELENA","8078000","BARANOA","3007078550","SIN DATO","roberto_rosales_navarro@hotmail.com","900724921","0","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","07 a 19","07 a 19","07 a 19","07 a 19","07 a 19","07 a 13","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807802100","CLÍNICA REINA CATALINA BARANOA","0807802100","1","CLÍNICA REINA CATALINA BARANOA","REYNALDO BENITO PEREZ SANCHEZ","URBANA","KM 1 FINCA LOS NAVARRITOS","SIN DATO","SIN DATO","SIN DATO","3858117","SIN DATO","info@clinicareinacatalina.com","800179966","0","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08078","ATLANTICO","BARANOA","0807802166","CEMEGS IPS S.A.S","0807802166","1","CEMEGS IPS S.A.S","ANDRES FELIPE BOLIVAR MOLINA","URBANA","Calle 16 # 17 - 18 Local 2","CENTRO","SIN DATO","SIN DATO","3216221618","SIN DATO","monikgine@hotmail.com","901104576","6","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","08 a 12","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807802262","IPS SALUD Y RECUPERACION S.A.S","0807802262","1","IPS SALUD Y RECUPERACION S.A.S","ALFREDO ARAUJO ESCALANTE","URBANA","Carrera 22 Numero 19 - 47","GUAYABAL","SIN DATO","SIN DATO","3017555707","SIN DATO","saludyrecuperacionsas@gmail.com","900960858","5","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","08 a 13","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807802306","CENTRO CLINICO EMANUEL S.A.S","0807802306","1","CENTRO CLINICO EMANUEL S.A.S","MARTHA LILIANA SANTIAGO ORTEGA","URBANA","Calle 20 Manzana 11-31","LA ESPERANZA","SIN DATO","SIN DATO","3206310843","3113218860","centroclinicoemanuelsas@gmail.com","901246163","7","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","07 a 12","00 a 00"
"8","08078","ATLANTICO","BARANOA","0807802311","MARLEN LEONOR RUIZ LONDOÑO","0807802311","1","MARLEN LEONOR RUIZ LONDOÑO","SIN DATO","URBANA","CALLE 22 # 22-84","PRIMAVERA","SIN DATO","SIN DATO","3016745523","SIN DATO","marlenruiz1978@hotmail.com","32833825",,"NATURAL","1","PRIVADA","2","PROFESIONAL INDEPENDIENTE","N/A","N/A","SIN DATO","SI","SI","1","08 a 12","08 a 12","08 a 12","08 a 12","08 a 12","00 a 00","00 a 00"
"8","08296","ATLANTICO","BARANOA","0829600835","INSTITUTO METROPOLITANO PARA EL DESARROLLO COGNITIVO IPS SAS","0807800835","3","INSTITUTO METROPOLITANO PARA EL DESARROLLO COGNITIVO IPS SAS BARANOA","YOLANDA PEÑA HERRERA","URBANA","Calle 14 No. 15 - 289","EL MUELLE","8078000","BARANOA","3003427580","SIN DATO","imedcoips@gmail.com","900649645","1","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","NO","SI","1","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","09 a 12","00 a 00"
"8","08433","ATLANTICO","BARANOA","0843300664","FUNDACIÓN COMUNIDAD VIVA","0807800664","2","FUNDACIÓN COMUNIDAD VIVA","HAROL ABEL CERVANTES MONASTERIO","URBANA","CALLE 14 NUMERO 15-68","SIN DATO","SIN DATO","SIN DATO","8787441","8787441","funcovibaranoa@outlook.es","900294046","4","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","NO","SI","1","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 13","00 a 00"
"8","08638","ATLANTICO","BARANOA","0863800315","CENTRO MEDICO SAN JUAN EU","0807800315","4","CENTRO MEDICO SAN JUAN EU","DEISY DEL SOCORRO PALACIO MARTINEZ","URBANA","CALLE 20 NÚMERO 19-03","SIN DATO","8078000","BARANOA","3007929083","SIN DATO","censaju@yahoo.com","802013209","8","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","NO","N/A","SIN DATO","NO","SI","1","07 a 12","07 a 12","07 a 12","07 a 12","07 a 12","07 a 12","00 a 00"
"8","08638","ATLANTICO","BARANOA","0863800496","CENTRO DE REHABILITACION INTEGRAL DE SABANALARGA","0807800496","3","CENTRO DE REHABILITACION INTEGRAL BARANOA CERIS","NEILA AHUMADA","URBANA","CALLE 18 # 19-57","CENTRO","8078000","BARANOA","8780952","SIN DATO","ceris04@yahoo.es","802024683","3","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","NO","SI","1","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","00 a 00","00 a 00"
"8","08638","ATLANTICO","BARANOA","0863800503","CLINICA DE OJOS DE SABANALRGA LTDA","0807800503","3","OPTICA AXXUS SEDE N° 2","FARID FERNANDEZ PONTÓN","RURAL","CALLE 22 No 19 -54","ESPAÑA","8078000","BARANOA","3007408893","SIN DATO","clinicadeojossabanalarga@gmail.com","900008600","0","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","NO","SI","1","08 a 16","08 a 16","08 a 16","08 a 16","08 a 16","08 a 15","00 a 00"
"8","08638","ATLANTICO","BARANOA","0863800636","PROMOTORES DE LA SALUD DE LA COSTA PROMOCOSTA S.A.S","0807800636","7","PROMOCOSTA BARANOA","ANGELICA CONQUETT LORA","URBANA","CALLE 15 No 18-36","SIN DATO","SIN DATO","SIN DATO","3205796561-3205214146-8787796","SIN DATO","promocostagerencia@gmail.com","802011610","1","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","NO","N/A","SIN DATO","NO","SI","1","07 a 04","07 a 04","07 a 04","07 a 04","07 a 04","08 a 12","00 a 00"
"8","08758","ATLANTICO","BARANOA","0875800319","CORPORACION MI IPS COSTA ATLANTICA","0807800319","7","IPS BARANOA","HUMBERTO MIGUEL VENGOECHEA CHARDAUX","URBANA","CL 16 Nº 19 - 51","CENTRO","SIN DATO","SIN DATO","8788593","8788593","hmvengoecheac@corporacionips.com.co","802022145","3","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","NO","N/A","SIN DATO","NO","SI","2","06 a 22","06 a 22","06 a 22","06 a 22","06 a 22","07 a 15","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813700023","ANDRES AVELINO MARENCO CARDONA","0813700023","1","ANDRES AVELINO MARENCO CARDONA","SIN DATO","RURAL","CALLE 8 No. 5-76","CRISTO REY","8137000","CAMPO DE LA CRUZ","3126166795","SIN DATO","dr.andres23@hotmail.com","8535336","5","NATURAL","1","PRIVADA","2","PROFESIONAL INDEPENDIENTE","N/A","N/A","SIN DATO","SI","SI","1","00 a 00","00 a 00","08 a 18","00 a 00","08 a 18","08 a 12","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813700146","EMPRESA SOCIAL DEL ESTADO HOSPITAL DE CAMPO DE LA CRUZ","0813700146","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL DE CAMPO DE LA CRUZ","MARION ENEIDA LAFAURIE MOVILLA","URBANA","CL 10 No 4 - 09","CRISTO REY","SIN DATO","SIN DATO","3153780074","SIN DATO","esecampodelacruz@gmail.com","900017892","2","JURIDICO","4","PÚBLICA","1","INSTITUCIONES - IPS","SI","1","MUNICIPAL","SI","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813700146","EMPRESA SOCIAL DEL ESTADO HOSPITAL DE CAMPO DE LA CRUZ","0813700146","2","PUESTO DE SALUD DE BOHORQUEZ","MARION ENEIDA LAFAURIE MOVILLA","URBANA","CL 4 No 4 - 15","CENTRO","SIN DATO","SIN DATO","095 8797578","095 8797578","esecampo@gmail.com","900017892","2","JURIDICO","4","PÚBLICA","1","INSTITUCIONES - IPS","SI","1","MUNICIPAL","NO","SI","1","8 horas","8 horas","8 horas","8 horas","8 horas","8 horas","SIN DATO"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813700798","CAMINEMOS IPS S.A.S.","0813700798","1","CAMINEMOS IPS S.A.S.","LEICY LORENA REYES MARTINEZ","RURAL","CLL 9 # 11-3","CENTRO","SIN DATO","SIN DATO","3167560528","SIN DATO","caminemos_17@yahoo.com.co","900589483","7","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","00 a 00","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702025","IPS VIVE INTEGRAL S.A.S","0813702025","2","IPS VIVE INTEGRAL S.A.S","OSCAR DAVID GUTIERREZ PEÑA","URBANA","CARRERA 13 NUMERO 11A-47","EL HATO","SIN DATO","SIN DATO","3002975504","SIN DATO","ipsviveintegralsas@gmail.com","900972482","1","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","2","08 a 16","08 a 16","08 a 16","08 a 16","08 a 16","09 a 13","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702026","FUNDACIÓN NUEVO AMANECER PARA MI PAIS IPS","0813702026","1","FUNDACIÓN NUEVO AMANECER PARA MI PAÍS IPS","RICHARD OCAMPO MENDOZA","URBANA","CALLE 3 Nº 8 -187","ESPERANZA","SIN DATO","SIN DATO","3887280-3006011669","SIN DATO","funamip@hotmail.com","900542213","2","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702056","UNIDAD DE SERVICIOS DE SALUD ESTRATÉGICOS RELACIONADOS","0813702056","1","UNIDAD DE SERVICIOS DE SALUD ESTRATÉGICOS RELACIONADOS","FELIX IVAN JAIMES FLOREZ","RURAL","Carrera 6A No.6-35","CENTRO","SIN DATO","SIN DATO","32793115","SIN DATO","felixivanjf@usserips.com","900506751","0","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","NO","SI",,"07 a 12","07 a 12","07 a 12","07 a 12","07 a 12","00 a 00","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702143","EMMANUEL NAVARRO IPS S.A.S","0813702143","1","EMMANUEL NAVARRO IPS S.A.S","CARMELA PATRICIA GOMEZ NAVARRO","URBANA","CALLE 6 NÚMERO 9 - 27","SIN DATO","8137000","CAMPO DE LA CRUZ","3016076388","SIN DATO","emmanuelnavarroipssas@gmail.com","901126009","6","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702150","MEIDERLYN KARINA OSPINA SANJUANELO","0813702150","1","MEIDERLYN KARINA OSPINA SANJUANELO","SIN DATO","URBANA","CALLE 6 N° 7-04","CENTRO","8137000","CAMPO DE LA CRUZ","3023950870","SIN DATO","mei-karina@hotmail.com","1043843843",,"NATURAL","1","PRIVADA","2","PROFESIONAL INDEPENDIENTE","N/A","N/A","SIN DATO","SI","SI","1","07 a 05","07 a 05","07 a 05","07 a 05","07 a 05","07 a 02","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702165","SERVICIOS DE SALUD Y SEGURIDAD EN EL TRABAJO DEL CARIBE S.A.S SEDE 1","0813702165","1","SERVICIOS DE SALUD Y SEGURIDAD EN EL TRABAJO DEL CARIBE S.A.S SEDE 1","YUBISAYS SARMIENTO HERNANDEZ","URBANA","CALLE 9 No. 12 - 109","SIN DATO","SIN DATO","SIN DATO","3504063294","SIN DATO","sstdelcaribesas@gmail.com","900814566","5","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","07 a 18","07 a 18","07 a 18","07 a 18","07 a 18","07 a 13","00 a 00"
"8","08137","ATLANTICO","CAMPO DE LA CRUZ","0813702186","MEDICAL SUR S.A.S.","0813702186","1","MEDICAL SUR I.P.S.","OSCAR MARIO DE JESUS ROMERO ORELLANO","RURAL","calle 9 No 10-60","SIN DATO","SIN DATO","SIN DATO","3103665717","SIN DATO","dr_osmaro@hotmail.com","900823195","4","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","N/A","N/A","SIN DATO","SI","SI","1","00 a 00","00 a 00","00 a 00","00 a 00","00 a 00","08 a 19","00 a 00"
"8","08573","ATLANTICO","CAMPO DE LA CRUZ","0857300010","ORGANIZACION CLINICA GENERAL DEL NORTE","0813700010","13","UNIDAD DE ATENCION AMBULATORIA SEDE CAMPO DE LA CRUZ","RUBY CLAVIJO FUENTES","URBANA","CALLE 6 No. 12 - 36","CENTRO","8137000","CAMPO DE LA CRUZ","3564455","SIN DATO","dirmedico_magisterioatl@clinicageneraldelnorte.com","890102768","5","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","NO","N/A","SIN DATO","NO","SI","10","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 13","SIN DATO"
"8","08638","ATLANTICO","CAMPO DE LA CRUZ","0863800315","CENTRO MEDICO SAN JUAN EU","0813700315","13","CENTRO MEDICO SAN JUAN EU","DEISIS DEL SOCORRO PALACIO MARTINEZ","URBANA","CALLE 9 NÚMERO 3-170 LOCAL 2","SIN DATO","SIN DATO","SIN DATO","8780383","8780383","censaju@yahoo.com","802013209","8","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","NO","N/A","SIN DATO","NO","SI","1","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","00 a 00","00 a 00"
"8","08638","ATLANTICO","CAMPO DE LA CRUZ","0863800636","PROMOTORES DE LA SALUD DE LA COSTA PROMOCOSTA S.A.S","0813700636","9","PROMOCOSTA CAMPO DE LA CRUZ","ANGELICA CONQUETT LORA","URBANA","CALLE 6 Nº 8 - 80","CENTRO","SIN DATO","SIN DATO","3205796561-3205214146-3205985220","SIN DATO","PROMOCOSTAGERENCIA@GMAIL.COM","802011610","1","JURIDICO","1","PRIVADA","1","INSTITUCIONES - IPS","NO","N/A","SIN DATO","NO","SI","1","07 a 04","00 a 00","08 a 12","00 a 00","00 a 00","00 a 00","00 a 00"
