"a_o","nombredepartamento","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","SANTANDER","BARBOSA","368077000368","CORPORACION EDUCATIVA COLEGIO JOSE ANTONIO GALAN","URBANA","CL 13 8 29","3112248168","ELBA SERRANO DE TOVAR","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","FIN DE SEMANA",,"ACADÉMICA","23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"lorenaes2688@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000205","COL PARROQ SAN LUIS GONZAGA                                                                         ","URBANA","KR 4 17 14","7485233","PBRO. MIGUEL ANGEL VELASCO PARADA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"HIPOACUSIA O BAJA AUDICIÓN","INGLÉS","1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"col_parroquial@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000370","CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL","URBANA","BARBOSA",,,"CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","SANTANDER","BARBOSA","468077000013","INSTITUTO JHON NEVINS ANDREWS                                                                       ","RURAL","CAMPAMENTO EBEN-EZER VRDA. POZO NEGRO","3108198150","GONZALO MAYORGA PINZON","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,,"-1,0,1,2,3,4,5,6,7,8,9","EDUCACIÓN TRADICIONAL",,"LESIÓN NEUROMUSCULAR","HEBREO","1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"institutojhonnevinsandrews@hotmail.com                                                "
"2016","SANTANDER","BARBOSA","168077000150","INSTITUTO INTEGRADO DE COMERCIO","RURAL,URBANA","KM  1 VIA A PUENTE NACIONAL","3106796065","YEBRAIL PEDRAZA LEAL","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,"OTRO,COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM",,,,"9",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"inscomercio@gmail.com"
"2016","SANTANDER","BARBOSA","468077000360","INSTITUTO DE EDUCACION RURAL SANTA MARIA DEL CAMINO                                                 ","RURAL","CARRERA 2 NO. 3-25","3143885528","PBRO JUAN PABLO CASTAÑEDA DIAZ","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA",,"ACADÉMICA","23,24,25,26","SAT",,,"HEBREO","1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","SI","A",,,"castadiazjuanpablo@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000426","JARDÍN INFANTIL DIVERSIONES MUNDO KIDS","URBANA","CL 16 8 13","320 225 19 45  316 224 19 38","ESPERANZA BECARIA CÓRDOBA","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"Edilmastella_2565@yahoo.es"
"2016","SANTANDER","BARBOSA","368077000256","COL TORCOROMA                                                                                       ","URBANA","CRA. 9 NO. 17 - 61","7485324","RUBIELA VANEGAS TOVAR","INSTITUCION EDUCATIVA",,,,,,,"ACADÉMICA",,,,"DI-COGNITIVO,SÍNDROME DE DOWN","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"COLTORCOROMA85@YAHOO.COM                          "
"2016","SANTANDER","BARBOSA","368077000299","COLEGIO MARIA MONTESSORI                                                                            ","URBANA","KR 8 13 47","73108073331","YASMIN ENIDH ARDILA MEDINA","CENTRO EDUCATIVO",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,FIN DE SEMANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SORDERA PROFUNDA,SÍNDROME DE DOWN,HIPOACUSIA O BAJA AUDICIÓN","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colmontessori_barbosa@hotmail.com                                                  "
"2016","SANTANDER","BARBOSA","368077000451","INSTITUTO PEDAGOGICO DE COLOMBIA-INSPEDCOL","URBANA","KR 9 14 A 09","3125849247","JAIME ALBERTO GALEANO ","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","FIN DE SEMANA",,"ACADÉMICA","23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","OTRO",,,"jagata6@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000329","LICEO PEDAGOGICO SAN AGUSTIN","URBANA","KR 9 17 78","7481435-3107874904","SONIA AYALA TOSCANO","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"insanagus020@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000272","COL. ADVENTISTA BARBOSA                                                                             ","URBANA","CL 9 10 31","3202827645","CRISTINA VASQUEZ ARDILA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3,4,5,6","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"cole.adventista@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000400","INSTITUTO ANDINO","URBANA","TV 7 5 149","3213781648-3208344662","MARIA CRISTINA RANGEL MORENO","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FIN DE SEMANA",,"ACADÉMICA","22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"andinobarbosa@gmail.com"
"2016","SANTANDER","BARBOSA","368077000442","LICEO CRISTIANO SAN PABLO","URBANA","DG 18 20 120","3107698691","YURY SIRLEY MATEUS CARDENAS","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA","COMPLETA",,,"-3,-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"sanpabloschool@gmail.com"
"2016","SANTANDER","BARBOSA","368077000434","LICEO JEAN PIAGET","URBANA","TV 8 5 43",,"HARLYS ISIDRO JAIMES NIÑO","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","SANTANDER","BARBOSA","368077000264","COLEGIO EVANGÉLICO INTERAMERICANO                                                                   ","URBANA","CARRERA 10 # 9 - 12","748 12 55                                         ","ELBA SERRANO DE TOVAR","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5,6,7","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN","INGLÉS","1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"                                                  "
"2016","SANTANDER","BARBOSA","368077000396","GIMNASIO PEDAGOGICO COMFENALCO","URBANA","CL 14 6 10","3165768827-3124802543","MARIA EUGENIA CELIS QUINTERO","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"eduformal@comfenalcosantander.edu.co"
"2016","SANTANDER","BARBOSA","268077000235","COLEGIO  TRINIDAD CAMACHO PINZON","RURAL","CORREGIMIENTO DE CITE","3006300157-3203568675","ANA IMELDA MATEUS MORALES","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM",,,,"4",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"dranaimeldam@hotmail.com"
"2016","SANTANDER","BARBOSA","368077000191","COLEGIO COOPERATIVO                                                                                 ","URBANA","KR 9 5 136","7486221-3174018336-3174018358","EDILBERTO PEÑA QUINTANA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"COOPERATIVO","COOPERATIVO","NO APLICA","NO","A",,,"COOPBARBOSA@HOTMAIL.COM                           "
"2016","SANTANDER","BARICHARA","368079000322","INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR                                                  ","RURAL","CENTRO","7242543","PBRO. LUIS ALBERTO RIVERA HERNANDEZ","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA",,"ACADÉMICA","23,24,25,26","SAT",,,"INGLÉS","1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","SI","A",,,"idearsangil@gmail.com"
"2016","SANTANDER","BARICHARA","368079000318","INSTITUTO PEDAGOGICO GEO VON LENGUERKE                                                              ","URBANA","CARRERA 7 N° 8-01","7267582","MARY ANDREA SARMIENTO CASTRILLON","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,SÍNDROME DE DOWN","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"++++++++++++++++++++++++++++++++++++++++          "
"2016","SANTANDER","BARICHARA","368079000334","FUNDACION RESERVA PARA LA INFANCIA","URBANA","IND KILOMETRO 4 BARICHARA SAN GIL","3105664719","ALICIA TATIANA ANGEL MUÑOZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"fundareserva@yahoo.com"
"2016","SANTANDER","BARICHARA","168079000017","INSTITUTO TECNICO  AQUILEO PARRA","URBANA,RURAL","CARRERA 6 NO.5-14","7267131 -3208305384","HENRY BOHORQUEZ SOSA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,NOCTURNA",,"OTRO,INDUSTRIAL,COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,,"8",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"instaquileoparra@gmail.com"
"2016","SANTANDER","BARICHARA","268079000071","INSTITUCION EDUCATIVA  GUANE","RURAL","CORREGIMIENTO DE GUANE","3173770248","FELIX EDUARDO BECERRA LEON","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,,"0,1,2,3,4,5,6,7,8,9,21,22","POST PRIMARIA,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL",,,,"5",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"felixbecerraleon@hotmail.com"
"2016","SANTANDER","BARICHARA","268079000178","INSTITUCION EDUCATIVA PARAMITO","RURAL","VEREDA PARAMITO","3132932761","MARIO ANGARITA ANGARITA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","POST PRIMARIA,MEDIA RURAL,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,,"7",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"mariobarichara@yahoo.com"
"2016","SANTANDER","BARRANCABERMEJA","168081003261","INSTITUCION EDUCATIVA  EL  CASTILLO","URBANA","CL 30 52 21","6105831-6028418","HERNAN FERIA MORON","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,"5",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 1","castillo@sembarrancabermeja.gov.co"
"2016","SANTANDER","BARRANCABERMEJA","168081000571","INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR INDUSTRIAL","URBANA","KR 28 53 08","6223418-6224709-6212200","CARLOS DIAZ CARRERA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",,"INDUSTRIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO",,,,"8",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 3,ESTRATO 1","tecnicoindustrial@sembarrancabermeja.gov.co"
"2016","SANTANDER","BARRANCABERMEJA","368081003146","UNID PEDAGOGICA BILINGÜE PIERRE DE FERMAT                                                           ","URBANA","CL 37 58 19","6204435 - 6105148                                 ","ASTRID DOMINGUEZ GARCIA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"pierredefermat@yahoo.com                     "
"2016","SANTANDER","BARRANCABERMEJA","368081003138","LICEO SAN MARTIN DE PORRES","URBANA","CL 53 37 A 44","6101497","CLAUDIA PATRICIA RODRIAGUEZ NAVARRO","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"liceosanmartindeporres@hotmail.com"
"2016","SANTANDER","BARRANCABERMEJA","368081003227","LIC DE LA UNIVERSIDAD COOPERATIVA DE COLOMBIA                                                       ","URBANA","CLL. 57 ENTRE CR 24 Y 27","6212376 - 6213277                                 ","EBER A. PEÑA MEJIA","INSTITUCION EDUCATIVA",,,,"MEDIA","COMPLETA",,"ACADÉMICA","10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"COOPERATIVO","COOPERATIVO","NO APLICA","NO","A",,,"0"
"2016","SANTANDER","BARRANCABERMEJA","368081003880","JARDIN INFANTIL MIS HUELLITAS","URBANA","CL 46 29 54","6110026","LEYDY JOHANA ARENAS PICO","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA,TARDE",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"leyoarpi@gmail.com"
"2016","SANTANDER","BARRANCABERMEJA","368081002794","COL BILINGÜE CHESTER PALMER                                                                         ","URBANA","KR 21 49 28","6022323","JAZMIN BERNAL VERGARA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"rectoriachester@gmail.com"
"2016","SANTANDER","BARRANCABERMEJA","268081001858","INSTITUCION EDUCATIVA PUEBLO REGAO","RURAL,URBANA","VDA PUEBLO REGAO","3222167673","FREDY MOLINA PEREZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"NO APLICA,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","TRANSFORMEMOS,POST PRIMARIA,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL",,,,"6",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 1","puebloregao@sembarrancabermeja.gov.co"
"2016","SANTANDER","BARRANCABERMEJA","368081003936","INST CRISTIANO DE PROMOCION CAMPESINA ICPROC","URBANA","KR 16 48 19","6223439","JAIME BARBA RINCON ","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"ACADÉMICA","21,22,23,24,25,26","SAT",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","SANTANDER","BARRANCABERMEJA","368081002905","UNID ESCOLAR RAYITOS DEL SOL                                                                        ","URBANA","KR 22 47 46","6229616","ELISA GAMBOA SAAVEDRA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"mdgamboa87@yahoo.es"
"2016","SANTANDER","BARRANCABERMEJA","368081000074","COL DE LAS AMERICAS                                                                                 ","URBANA","KR 22 50 35","6029103","ALBA MARINA FLOREZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"colamericas@hotmail.com"
