"instituci_n","sede","jornada","grado","grupo","modelo","estado","total"
"IE BETANIA","EL PROGRESO","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","6"
"IE BETANIA","EL PROGRESO","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","2"
"IE BETANIA","EL PROGRESO","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","1"
"IE BETANIA","EL PROGRESO","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","3"
"IE BETANIA","LA UNIÓN","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","4"
"IE BETANIA","LA UNIÓN","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","3"
"IE BETANIA","LA UNIÓN","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","2"
"IE BETANIA","LA UNIÓN","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","3"
"IE BETANIA","LA UNIÓN","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","3"
"IE BETANIA","LA UNIÓN","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","4"
"IE BETANIA","LOS MILAGROS","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","1"
"IE BETANIA","LOS MILAGROS","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","3"
"IE BETANIA","LOS MILAGROS","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE BETANIA","LOS MILAGROS","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","2"
"IE BETANIA","LOS MILAGROS","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","4"
"IE EL PENSIL","ALTO PENSIL","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","ALTO PENSIL","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PENSIL","ALTO PENSIL","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","CAMPOALEGRE","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PENSIL","CAMPOALEGRE","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PENSIL","CAMPOALEGRE","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PENSIL","EL PENSIL","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","19"
"IE EL PENSIL","EL PENSIL","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","12"
"IE EL PENSIL","EL PENSIL","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","6"
"IE EL PENSIL","EL PENSIL","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","23"
"IE EL PENSIL","EL PENSIL","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","17"
"IE EL PENSIL","EL PENSIL","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","28"
"IE EL PENSIL","EL PENSIL","COMPLETA","SEXTO","601","POST","MATRICULADO","44"
"IE EL PENSIL","EL PENSIL","COMPLETA","SEPTIMO","701","POST","MATRICULADO","22"
"IE EL PENSIL","EL PENSIL","COMPLETA","OCTAVO","801","POST","MATRICULADO","20"
"IE EL PENSIL","EL PENSIL","COMPLETA","NOVENO","901","POST","MATRICULADO","10"
"IE EL PENSIL","EL PENSIL","COMPLETA","DÉCIMO","1001","EDUCACIÓN TRADICIONAL","MATRICULADO","13"
"IE EL PENSIL","EL PENSIL","COMPLETA","ONCE","1101","EDUCACIÓN TRADICIONAL","MATRICULADO","9"
"IE EL PENSIL","MARCELLA","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","MARCELLA","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","MARCELLA","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","MARCELLA","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","SAN BARTOLO","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","3"
"IE EL PENSIL","SAN BARTOLO","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","SAN BARTOLO","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PENSIL","SAN BARTOLO","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","4"
"IE EL PENSIL","SAN BARTOLO","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PESCADOR","BELLAVISTA","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PESCADOR","BELLAVISTA","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PESCADOR","BELLAVISTA","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","2"
"IE EL PESCADOR","BELLAVISTA","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","3"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","16"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","20"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","17"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","19"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","17"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","31"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","SEXTO","601","POST","MATRICULADO","45"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","SEPTIMO","701","POST","MATRICULADO","28"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","OCTAVO","801","POST","MATRICULADO","31"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","NOVENO","901","POST","MATRICULADO","29"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","DÉCIMO","1001","EDUCACIÓN TRADICIONAL","MATRICULADO","20"
"IE EL PESCADOR","EL PESCADOR","COMPLETA","ONCE","1101","EDUCACIÓN TRADICIONAL","MATRICULADO","22"
"IE EL PESCADOR","PEDRO NEL RICHARD","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","1"
"IE EL PESCADOR","PEDRO NEL RICHARD","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","4"
"IE EL PESCADOR","PEDRO NEL RICHARD","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","4"
"IE EL PESCADOR","PEDRO NEL RICHARD","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","6"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEXTO","601","EDUCACIÓN TRADICIONAL","MATRICULADO","35"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEXTO","602","EDUCACIÓN TRADICIONAL","MATRICULADO","34"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEXTO","603","EDUCACIÓN TRADICIONAL","MATRICULADO","34"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEXTO","604","EDUCACIÓN TRADICIONAL","MATRICULADO","32"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEPTIMO","701","EDUCACIÓN TRADICIONAL","MATRICULADO","30"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEPTIMO","702","EDUCACIÓN TRADICIONAL","MATRICULADO","29"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEPTIMO","703","EDUCACIÓN TRADICIONAL","MATRICULADO","28"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","SEPTIMO","704","EDUCACIÓN TRADICIONAL","MATRICULADO","30"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","OCTAVO","801","EDUCACIÓN TRADICIONAL","MATRICULADO","37"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","OCTAVO","802","EDUCACIÓN TRADICIONAL","MATRICULADO","40"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","NOVENO","901","EDUCACIÓN TRADICIONAL","MATRICULADO","22"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","NOVENO","902","EDUCACIÓN TRADICIONAL","MATRICULADO","25"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","DÉCIMO","1001","EDUCACIÓN TRADICIONAL","MATRICULADO","21"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","DÉCIMO","1002","EDUCACIÓN TRADICIONAL","MATRICULADO","20"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","COMPLETA","ONCE","1101","EDUCACIÓN TRADICIONAL","MATRICULADO","23"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","NOCTURNA","CICLO 4 ADULTOS","2401","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","36"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","NOCTURNA","CICLO 4 ADULTOS","2402","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","35"
"IE ELISA BORRERO DE PASTRANA","ELISA BORRERO DE","NOCTURNA","CICLO 5 ADULTOS","2501","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","36"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","GRADO 0","1","EDUCACIÓN TRADICIONAL","MATRICULADO","24"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","GRADO 0","2","EDUCACIÓN TRADICIONAL","MATRICULADO","24"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","PRIMERO","101","EDUCACIÓN TRADICIONAL","MATRICULADO","28"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","PRIMERO","102","EDUCACIÓN TRADICIONAL","MATRICULADO","25"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","SEGUNDO","201","EDUCACIÓN TRADICIONAL","MATRICULADO","33"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","SEGUNDO","202","EDUCACIÓN TRADICIONAL","MATRICULADO","32"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","TERCERO","301","EDUCACIÓN TRADICIONAL","MATRICULADO","38"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","TERCERO","302","EDUCACIÓN TRADICIONAL","MATRICULADO","38"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","CUARTO","401","EDUCACIÓN TRADICIONAL","MATRICULADO","27"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","CUARTO","402","EDUCACIÓN TRADICIONAL","MATRICULADO","27"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","QUINTO","501","EDUCACIÓN TRADICIONAL","MATRICULADO","33"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","MAÑANA","QUINTO","502","EDUCACIÓN TRADICIONAL","MATRICULADO","31"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","GRADO 0","1","EDUCACIÓN TRADICIONAL","MATRICULADO","21"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","GRADO 0","2","EDUCACIÓN TRADICIONAL","MATRICULADO","24"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","PRIMERO","101","EDUCACIÓN TRADICIONAL","MATRICULADO","33"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","PRIMERO","102","EDUCACIÓN TRADICIONAL","MATRICULADO","29"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","SEGUNDO","201","EDUCACIÓN TRADICIONAL","MATRICULADO","32"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","SEGUNDO","202","EDUCACIÓN TRADICIONAL","MATRICULADO","32"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","TERCERO","301","EDUCACIÓN TRADICIONAL","MATRICULADO","36"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","TERCERO","302","EDUCACIÓN TRADICIONAL","MATRICULADO","34"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","CUARTO","401","EDUCACIÓN TRADICIONAL","MATRICULADO","28"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","CUARTO","402","EDUCACIÓN TRADICIONAL","MATRICULADO","29"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","QUINTO","501","EDUCACIÓN TRADICIONAL","MATRICULADO","22"
"IE ELISA BORRERO DE PASTRANA","MONTOYA GAVIRIA","TARDE","QUINTO","502","EDUCACIÓN TRADICIONAL","MATRICULADO","24"
"IE LAS TOLDAS","BAJO PENSIL","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","BAJO PENSIL","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","8"
"IE LAS TOLDAS","BAJO PENSIL","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","7"
"IE LAS TOLDAS","BAJO PENSIL","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","5"
"IE LAS TOLDAS","BAJO PENSIL","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","BAJO PENSIL","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","4"
"IE LAS TOLDAS","BUENOS AIRES","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","BUENOS AIRES","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","BUENOS AIRES","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","2"
"IE LAS TOLDAS","BUENOS AIRES","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","BUENOS AIRES","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","BUENOS AIRES","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","EL BLANQUESINO","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","EL BLANQUESINO","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","EL BLANQUESINO","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","EL BLANQUESINO","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","3"
"IE LAS TOLDAS","EL BLANQUESINO","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","3"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","10"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","14"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","9"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","11"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","15"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","6"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","SEXTO","601","TELESECUNDARIA","MATRICULADO","22"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","SEPTIMO","701","TELESECUNDARIA","MATRICULADO","13"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","OCTAVO","801","TELESECUNDARIA","MATRICULADO","8"
"IE LAS TOLDAS","EL MIRADOR","COMPLETA","NOVENO","901","TELESECUNDARIA","MATRICULADO","7"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","7"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","14"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","8"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","19"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","7"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","8"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","SEXTO","601","TELESECUNDARIA","MATRICULADO","18"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","SEPTIMO","701","TELESECUNDARIA","MATRICULADO","14"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","OCTAVO","801","TELESECUNDARIA","MATRICULADO","13"
"IE LAS TOLDAS","EL ROSARIO","COMPLETA","NOVENO","901","TELESECUNDARIA","MATRICULADO","8"
"IE LAS TOLDAS","EL SINAI","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","2"
"IE LAS TOLDAS","EL SINAI","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","EL SINAI","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","LA ESPERANZA","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","2"
"IE LAS TOLDAS","LA ESPERANZA","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","5"
"IE LAS TOLDAS","LA ESPERANZA","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","1"
"IE LAS TOLDAS","LA ESPERANZA","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","4"
"IE LAS TOLDAS","LA ESPERANZA","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","3"
"IE LAS TOLDAS","LA ESPERANZA","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","2"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","6"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","12"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","10"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","7"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","16"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","12"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","SEXTO","601","TELESECUNDARIA","MATRICULADO","13"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","SEPTIMO","701","TELESECUNDARIA","MATRICULADO","13"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","OCTAVO","801","TELESECUNDARIA","MATRICULADO","9"
"IE LAS TOLDAS","LAS AGUILAS","COMPLETA","NOVENO","901","TELESECUNDARIA","MATRICULADO","9"
