"fecha_corte","nom_rpt","cod_pais","pais","cod_estado_depto","estado_depto","cod_ciudad_muni","ciudad_municipio","sexo","etnia","discapacidad","ciclo_vital","per_ocu","per_decla","per_ubic","per_sa","eventos"
"2022/07/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5313","Granada","Hombre","Palenquero","Ninguna","entre 29 y 60","3","2.0","1","1","7"
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5212","Copacabana","Mujer","Ninguna","Por Establecer","entre 12 y 17",,"7.0","4","3",
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","44","La Guajira","44035","Albania","Hombre","Palenquero","Ninguna","entre 6 y 11",,"2.0","2","2",
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","66","Risaralda","66440","Marsella","Hombre","Indigena","Ninguna","entre 29 y 60",,"9.0","23","23",
"2022/02/28","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","25","Cundinamarca","25878","Viota","Hombre","Ninguna","Multiple","entre 18 y 28","4","4.0",,,"5"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","54","Norte De Santander","54810","Tibu","Hombre","Indigena","Visual","entre 61 y 100","1",,,,"1"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","47","Magdalena","47707","Santa Ana","Hombre","Ninguna","Ninguna","entre 0 y 5","10","8.0","8","7","10"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","20","Cesar","20550","Pelaya","Hombre","Ninguna","Por Establecer","entre 29 y 60","60","35.0","33","30","77"
"2022/06/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","70","Sucre","70742","San Luis De Since","Mujer","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 61 y 100","2",,,,"2"
"2022/06/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5113","Buritica","Mujer","Palenquero","Ninguna","entre 29 y 60","1","1.0","1","1","2"
"2022/07/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","76","Valle del Cauca","76736","Sevilla","Hombre","Indigena (Acreditado RA)","Ninguna","entre 18 y 28","7","2.0","11","9","10"
"2022/07/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","70","Sucre","70702","San Juan De Betulia","Mujer","Indigena (Acreditado RA)","Ninguna","entre 18 y 28",,"53.0","10","8",
"2022/06/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","25","Cundinamarca","25175","Chia","Mujer","Ninguna","Ninguna","entre 18 y 28","13","341.0","466","427","15"
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","68","Santander","68255","El Playon","LGBTI","Ninguna","Auditiva","entre 29 y 60","1",,,,"1"
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","27","Choco","27025","Alto Baudo","Mujer","Negro(a) o Afrocolombiano(a)","Multiple","entre 18 y 28","5","4.0","4","4","15"
"2022/07/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","15","Boyaca","15425","Macanal","Mujer","Ninguna","Ninguna","entre 6 y 11","6","2.0","2","2","6"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","73","Tolima","73671","Saldaña","Mujer","Indigena (Acreditado RA)","Auditiva","entre 29 y 60","1",,"1",,"1"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","15","Boyaca","15763","Sotaquira","Mujer","Ninguna","Fisica","entre 29 y 60","1",,,,"1"
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","52","Nariño","52258","El Tablon de Gomez","Hombre","Ninguna","Auditiva","entre 12 y 17","2","1.0","3","3","2"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","Bolivar","13655","San Jacinto Del Cauca","Hombre","Ninguna","Multiple","entre 29 y 60","5","5.0","8","8","5"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5819","Toledo","Mujer","Negro(a) o Afrocolombiano(a)","Visual","entre 29 y 60","1","1.0","1","1","2"
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5495","Nechi","LGBTI","Ninguna","Ninguna","entre 0 y 5","1",,,,"1"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5667","San Rafael","Hombre","Ninguna","Por Establecer","entre 61 y 100","92","71.0","60","46","147"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","20","Cesar","20400","La Jagua De Ibirico","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 61 y 100","2","3.0","3","3","3"
"2022/02/28","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","73","Tolima","73585","Purificacion","Hombre","Gitano(a) ROM","Ninguna","entre 61 y 100",,,"1","1",
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","15","Boyaca","15837","Tuta","Hombre","Ninguna","Ninguna","entre 29 y 60","3","4.0","22","18","3"
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","20","Cesar","20770","San Martin","Hombre","Ninguna","Por Establecer","entre 18 y 28","13","7.0","10","8","13"
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","54","Norte De Santander","54518","Pamplona","Mujer","Indigena (Acreditado RA)","Ninguna","entre 18 y 28",,"1.0",,,
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","52","Nariño","52227","Cumbal","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 6 y 11","1","1.0","1",,"1"
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","41","Huila","41001","Neiva","Hombre","Ninguna","Por Establecer","entre 29 y 60","83","395.0","269","245","101"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","66","Risaralda","66572","Pueblo Rico","Hombre","Ninguna","Intelectual","ND","1",,,,"1"
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5873","Vigia Del Fuerte","Mujer","Ninguna","Auditiva","entre 18 y 28","2","1.0",,,"3"
"2022/07/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","Antioquia","5250","El Bagre","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 6 y 11","131","53.0","64","56","149"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","15","Boyaca","15180","Chiscas","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 61 y 100","1",,,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","76","Valle del Cauca","76520","Palmira","Mujer","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 29 y 60","2","13.0","17","13","2"
"2022/05/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","50","Meta","50150","Castilla La Nueva","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 6 y 11",,"1.0",,,
"2022/02/28","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","25","Cundinamarca","25754","Soacha","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 12 y 17",,"1.0","1","1",
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","76","Valle del Cauca","76828","Trujillo","Hombre","Ninguna","Por Establecer","entre 18 y 28","13","2.0","4","4","14"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","86","Putumayo","86001","Mocoa","Hombre","Gitano(a) ROM","Ninguna","entre 12 y 17","1","3.0","2","2","1"
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","85","Casanare","85410","Tauramena","Mujer","Gitano(a) ROM","Ninguna","entre 18 y 28","1","1.0","1","1","2"
"2022/02/28","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","23","Cordoba","23001","Monteria","Mujer","Indigena","Fisica","entre 6 y 11","1","2.0",,,"1"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","68","Santander","68081","Barrancabermeja","Mujer","Ninguna","Intelectual","entre 18 y 28","5","10.0","7","7","7"
"2022/01/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","15","Boyaca","15325","Guayata","Hombre","Ninguna","Ninguna","entre 29 y 60","36","23.0","18","15","42"
"2022/04/30","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","Bolivar","13647","San Estanislao","Mujer","Ninguna","Intelectual","ND","1","1.0",,,"1"
"2022/03/31","REPORTE VICTIMAS, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","19","Cauca","19573","Puerto Tejada","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","ND","7","10.0","1",,"8"
