"uid","title","source","date_published","format","annotation","url","authors","type","access_notes","includes_research_tools","id"
"24154","SARS-CoV-2 Viral Culturing at CDC","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-27T00:00:00.000","Text","This web page for laboratories provides information about how the CDC is using SARS-CoV-2 in various ways, including: To test serum collected from people who have recovered from COVID-19 to look for antibody that might block viral infections; and to determine when people shed live virus during the disease. This information has shaped CDC’s guidance on when to discontinue transmission-based precautions for patients.","https://www.cdc.gov/coronavirus/2019-ncov/lab/grows-virus-cell-culture.html",,"Web Page",,"false","24154"
"20872","Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease (COVID-19)","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-27T00:00:00.000","Text","This interim guidance, updated on October 27, 2020, is for clinicians caring for patients with confirmed infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus that causes coronavirus disease 2019 (COVID-19).","https://www.cdc.gov/coronavirus/2019-ncov/hcp/clinical-guidance-management-patients.html",,"Guideline/Assessment Tool",,"false","20872"
"24165","Fact Sheet for Healthcare Providers: MassARRAY SARS-CoV-2 Panel","U.S. Food and Drug Administration","2020-10-26T00:00:00.000","PDF","This three-page fact sheet informs healthcare providers of the significant known and potential risks and benefits of the emergency use of the MassARRAY SARS-CoV-2 Panel. The MassARRAY SARS-CoV-2 Panel is  authorized for use with respiratory specimens collected from individuals suspected of COVID-19 by their healthcare provider.","https://www.fda.gov/media/143332/download",,"Guideline/Assessment Tool","Link to Fact Sheet for Patients: https://www.fda.gov/media/143333/downloadLink to Letter of Authorization: https://www.fda.gov/media/143331/downloadLink to Instructions for Use: https://www.fda.gov/media/143334/download","false","24165"
"24148","Key Aspects Regarding the Introduction and Prioritisation of COVID-19 Vaccination in the EU/EEA and the UK","European Union, European Centre for Disease Prevention and Control","2020-10-26T00:00:00.000","PDF","This 12-page document provides an overview of the key aspects related to the initial phases following the introduction of one or more COVID-19 vaccines in the European Union and European Economic Area (EU/EEA) and the United Kingdom (UK). These components are those usually adopted when a new vaccine is available on the market and integrated into national vaccination schedules.","https://www.ecdc.europa.eu/en/publications-data/key-aspects-regarding-introduction-and-prioritisation-covid-19-vaccination",,"Report","Direct link to document: https://www.ecdc.europa.eu/sites/default/files/documents/Key-aspects-regarding-introduction-and-prioritisation-of-COVID-19-vaccination.pdf","false","24148"
"24120","Coronavirus Disease 2019 (COVID-19) Community Mitigation (Non-U.S. Settings)","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-26T00:00:00.000","Video or Multimedia","This web page, updated on October 26, 2020, provides guidance, documents, posters, and videos about community mitigation measures for COVID-19.","https://www.cdc.gov/coronavirus/2019-ncov/global-covid-19/non-us-community-mitigation.html",,"Guideline/Assessment Tool","Some materials are available in several languages.","false","24120"
"24152","Strategies for Optimizing the Supply of Disposable Medical Gloves","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-25T00:00:00.000","Text","This web page offers a series of strategies or options to optimize supplies of disposable medical gloves in healthcare settings when there is limited supply. These considerations are intended for use by federal, state, and local public health officials; leaders in occupational health services and infection prevention and control programs; and other leaders in healthcare settings who are responsible for developing and implementing policies and procedures for preventing pathogen transmission in healthcare settings.","https://www.cdc.gov/coronavirus/2019-ncov/hcp/ppe-strategy/gloves.html",,"Guideline/Assessment Tool",,"false","24152"
"23995","Flowchart for Management of HCWs (Health Care Workers) with Exposure to a Person with COVID-19","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-25T00:00:00.000","Text","This web page, updated on October 25, 2020, provides a flowchart for management of health care workers with exposure in the last 14 days to a person with COVID-19, for both high- and low-risk exposure.","https://www.cdc.gov/coronavirus/2019-ncov/hcp/non-us-settings/flowchart-for-management-HCWs.html",,"Guideline/Assessment Tool",,"false","23995"
"22892","CDC’s Diagnostic Multiplex Assay for Flu and COVID-19 at Public Health Laboratories and Supplies","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-25T00:00:00.000","Text","This web page, updated on October 25, 2020, provides information about the CDC Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay, which is a real-time reverse-transcriptase polymerase chain reaction (RT-PCR) test that detects and differentiates RNA from SARS-CoV-2, influenza A virus, and influenza B virus in upper or lower respiratory specimens. The Food and Drug Administration (FDA) granted an Emergency Use Authorization (EUA) for this test on July 2, 2020.","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html",,"Web Page","Link to Research Use Only CDC Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay Real-Time RT-PCR Primers and Probes: https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex-primer-probes.html","false","22892"
"22110","How to Report COVID-19 Laboratory Data","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-25T00:00:00.000","Text","This web page, updated on October 25, 2020, outlines reporting requirements for laboratories for collecting and sending COVID-19/SARS-CoV-2 laboratory testing data. It also details how to report using standard terminology.","https://www.cdc.gov/coronavirus/2019-ncov/lab/reporting-lab-data.html",,"Guideline/Assessment Tool",,"false","22110"
"24162","Guidance Related to Childcare During COVID-19","American Academy of Pediatrics","2020-10-23T00:00:00.000","Text","The aim of the strategies provided within this guidance is to reduce risk of COVID-19 exposure and spread of infection to staff, children, and families involved with early care and education programs. The guidance also explores primary prevention such as immunizations, well child care, and special considerations for children with special health care needs.","https://services.aap.org/en/pages/2019-novel-coronavirus-covid-19-infections/clinical-guidance/guidance-related-to-childcare-during-covid-19/",,"Guideline/Assessment Tool",,"false","24162"
"24161","Interim Guidance on Supporting the Emotional and Behavioral Health Needs of Children, Adolescents, and Families During the COVID-19 Pandemic","American Academy of Pediatrics","2020-10-23T00:00:00.000","Text","This web page details how the COVID-19 pandemic has underscored the need to continue to integrate emotional and behavioral health as part of standard care, and how pediatricians, professionals, families, and agencies can partner together to support the emotional and behavioral health of the nation’s children, adolescents, and families during this public health crisis.","https://services.aap.org/en/pages/2019-novel-coronavirus-covid-19-infections/clinical-guidance/interim-guidance-on-supporting-the-emotional-and-behavioral-health-needs-of-children-adolescents-and-families-during-the-covid-19-pandemic/",,"Guideline/Assessment Tool",,"false","24161"
"24153","Fact Sheet for Healthcare Providers: Sampinute™ COVID-19 Antigen MIA","U.S. Food and Drug Administration","2020-10-23T00:00:00.000","PDF","This three-page fact sheet informs healthcare providers of the significant known and potential risks and benefits of the emergency use of the Sampinute™ COVID-19 Antigen Magnetic Immunoassay (MIA). The Sampinute™ COVID-19 Antigen MIA is authorized for use using nasopharyngeal swab specimens collected from individuals who are suspected of COVID-19 by their healthcare provider within the first five days of the onset of symptoms.","https://www.fda.gov/media/143268/download",,"Guideline/Assessment Tool","Link to Fact Sheet for Patients: https://www.fda.gov/media/143269/downloadLink to Letter of Authorization: https://www.fda.gov/media/143267/downloadLink to Instructions for Use: https://www.fda.gov/media/143270/download","false","24153"
"24145","National Wastewater Surveillance System (NWSS): A New Public Health Tool to Understand COVID-19 Spread in a Community","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-23T00:00:00.000","Text","This web page provides information about the National Wastewater Surveillance System (NWSS), initiated in response to the COVID-19 pandemic. The data generated by NWSS will help public health officials to better understand the extent of COVID-19 infections in communities.","https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/wastewater-surveillance.html",,"Fact Sheet","Link to Developing a Wastewater Surveillance Sampling Strategy: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/wastewater-surveillance/developing-a-wastewater-surveillance-sampling-strategy.htmlLink to Wastewater Surveillance Testing Methods: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/wastewater-surveillance/testing-methods.htmlLink to Wastewater Surveillance Data Reporting and Analytics: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/wastewater-surveillance/data-reporting-analytics.htmlLink to Targeted Wastewater Surveillance at Facilities, Institutions, and Workplaces: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/wastewater-surveillance/wastewater-workplaces.htmlLink to Public Health Interpretation and Use of Wastewater Surveillance Data: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/wastewater-surveillance/public-health-interpretation.html","false","24145"
"24140","Increased Transmission of COVID-19 in the EU/EEA and the UK: Thirteenth Update","European Union, European Centre for Disease Prevention and Control","2020-10-23T00:00:00.000","PDF","This 14-page update assesses the risk for the general population and vulnerable individuals in relation to the increase in COVID-19 notification rates in the European Union/European Economic Area (EU/EEA) and the United Kingdom (UK). There has been a considerable further increase in COVID-19 infections, and the current situation represents a major threat to public health.","https://www.ecdc.europa.eu/en/publications-data/covid-19-risk-assessment-increased-transmission-thirteenth-update",,"Report","Direct link to document: https://www.ecdc.europa.eu/sites/default/files/documents/RRA-COVID-19-EU-EEA-UK-thirteenth-update-23-Oct-2020.pdf","false","24140"
"23779","Guide to Global Digital Tools for COVID-19 Response","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-23T00:00:00.000","Text","This guide, updated on October 23, 2020, compares the District Health Information Software (DHIS2), the Surveillance, Outbreak Response Management and Analysis System (SORMAS), Go.Data, Open Data Kit (ODK), Epi Info, CommCare, KoboToolbox, Excel, and paper.  Each has been deployed in various countries for contact tracing, investigations, and/or, in the case of DHIS2 and SORMAS, national surveillance.","https://www.cdc.gov/coronavirus/2019-ncov/global-covid-19/compare-digital-tools.html",,"Guideline/Assessment Tool",,"false","23779"
"23608","How to Mitigate COVID-19 Transmission in Densely Populated Areas Globally","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-23T00:00:00.000","Text","This web page, updated on October 23, 2020, provides suggestions for community mitigation measures in densely populated, international, low-resource settings, and describes implementation considerations associated with each measure. Community mitigation activities are actions that people and communities can take to prevent or reduce local COVID-19 transmission.","https://www.cdc.gov/coronavirus/2019-ncov/global-covid-19/global-urban-areas.html",,"Guideline/Assessment Tool",,"false","23608"
"23570","Considerations for Use of SARS-CoV-2 Antigen Testing in Nursing Homes","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-23T00:00:00.000","Text","This web page, updated on October 23, 2020, provides a summary of considerations for use of SARS-CoV-2 (the virus that causes COVID-19) antigen testing in nursing homes and is intended for nursing home providers and state and local public health departments.","https://www.cdc.gov/coronavirus/2019-ncov/hcp/nursing-homes-antigen-testing.html",,"Guideline/Assessment Tool","Link to testing algorithm: https://www.cdc.gov/coronavirus/2019-ncov/downloads/hcp/nursing-home-testing-algorithm-508.pdf","false","23570"
"23313","Operational Considerations for Adapting a Contact Tracing Program to Respond to the COVID-19 Pandemic","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-23T00:00:00.000","Text","This web page, updated on October 23, 2020, outlines considerations for modifying contact tracing protocols during the COVID-19 pandemic to maximize efficient use of limited resources. It is for CDC country offices, ministries of health, sub-national public health authorities, and other implementing partners in non-U.S. settings.","https://www.cdc.gov/coronavirus/2019-ncov/global-covid-19/operational-considerations-contact-tracing.html",,"Guideline/Assessment Tool",,"false","23313"
"22273","Evaluation and Management Considerations for Neonates At Risk for COVID-19","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-23T00:00:00.000","Text","This guidance, updated on October 23, 2020, is intended to inform healthcare providers about the diagnosis, evaluation, infection prevention and control practices, and disposition of neonates (≤28 days old) with confirmed or suspected COVID-19 or known COVID-19 exposure, including birth to a mother with confirmed or suspected COVID-19.","https://www.cdc.gov/coronavirus/2019-ncov/hcp/caring-for-newborns.html",,"Guideline/Assessment Tool",,"false","22273"
"21642","Assessment Tool for Laboratories Implementing SARS-CoV-2 Testing","World Health Organization","2020-10-23T00:00:00.000","PDF","This tool, updated on October 23, 2020, has been designed to assess the capacity of laboratories that have implemented or intend to implement testing for SARS-CoV-2, the virus that causes novel coronavirus disease 2019 (COVID-19). The tool is a shortened version of the 2012 laboratory assessment tool that is widely used to assess national laboratory systems and the capacity of laboratories.","https://www.who.int/publications/i/item/assessment-tool-for-laboratories-implementing-covid-19-virus-testing",,"Guideline/Assessment Tool","Direct link to user guide: https://apps.who.int/iris/rest/bitstreams/1310603/retrieveDirect link to tool: https://apps.who.int/iris/rest/bitstreams/1310611/retrieve","false","21642"
"24138","COVID-19 Case Investigation and Contact Tracing among Refugee, Immigrant, and Migrant (RIM) Populations: Important Considerations for Health Departments","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-22T00:00:00.000","Text","This web page discusses why refugee, immigrant, and migrant populations are at increased risk for COVID-19, and provides guidance, including how health departments can conduct effective case investigation and contact tracing among refugee, immigrant, and migrant populations, and how to overcome language barriers.","https://www.cdc.gov/coronavirus/2019-ncov/php/rim-considerations.html",,"Guideline/Assessment Tool",,"false","24138"
"3188","Learning to Live in a World with the H1N1 Pandemic","Center for Strategic and International Studies","2009-06-30T00:00:00.000","Video or Multimedia","Dr. Harvey Fineberg, president of the Institute of Medicine and Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases talk about the H1N1 flu outbreak and policy decisions to combat and mitigate the outbreak.","https://www.csis.org/events/learning-live-world-h1n1-pandemic","Fauci, Anthony S.","Conference/Meeting Material",,"false","3188"
"24137","Leveraging Existing Resources to Meet the Challenges Faced by People Who Use Drugs or Who Have Substance Use Disorders During the COVID-19 Pandemic","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-22T00:00:00.000","Video or Multimedia","The COVID-19 pandemic has presented challenges in healthcare for those who may be at greater risk for adverse health outcomes such as people who use drugs or people who have a substance use disorder. To better facilitate provision of care, the CDC organized this one-hour Clinician Outreach and Communication Activities (COCA) call to highlight existing resources and exceptions for clinicians who prescribe medications for opioid use disorder, increase awareness of existing community-based linkage to care resources, and discuss the outpatient telemedicine experience from a front-line provider perspective.","https://emergency.cdc.gov/coca/calls/2020/callinfo_102220.asp","Gandotra, Neerj; Rooks-Peck, Cherie; Ryan, Shawn","Instructional/Training Material","Link to presentation slides: https://emergency.cdc.gov/coca/ppt/2020/PWUD-COCA_10.22.2020_FINAL.pdf","false","24137"
"23352","Case Investigation and Contact Tracing in Non-Healthcare Workplaces: Information for Employers","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-22T00:00:00.000","Text","This web page, updated on October 22, 2020, provides tips and considerations for how employers can partner with state, tribal, local, or territorial (STLT) health departments and work with their employees on COVID-19 case investigation and contact tracing, which may lower the need for business closures to prevent the spread of the disease.","https://www.cdc.gov/coronavirus/2019-ncov/community/contact-tracing-nonhealthcare-workplaces.html",,"Guideline/Assessment Tool","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/contact-tracing-nonhealthcare-workplaces.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/contact-tracing-nonhealthcare-workplaces.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/contact-tracing-nonhealthcare-workplaces.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/contact-tracing-nonhealthcare-workplaces.html","false","23352"
