"entity_name","fiscal_year","type","form_table","category","subcategory","line_description","value","city_state","zip_code","row_number"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Operators Salaries and Wages","0","Alameda, CA","94501-4477","202112861022"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Other Salaries and Wages","411910","Alameda, CA","94501-4477","202112861021"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Fringe Benefits","134635","Alameda, CA","94501-4477","202112861020"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Services","Services","493201","Alameda, CA","94501-4477","202112861019"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Fuel and Lubricants","0","Alameda, CA","94501-4477","202112861018"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Tires and Tubes","0","Alameda, CA","94501-4477","202112861017"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Other Materials and Supplies","1311","Alameda, CA","94501-4477","202112861016"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Utilities","Utilities","0","Alameda, CA","94501-4477","202112861015"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Casualty and Liability Expenses","Casualty and Liability Expenses","0","Alameda, CA","94501-4477","202112861014"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Taxes","Taxes","0","Alameda, CA","94501-4477","202112861013"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Purchased Transportation","Purchased Transportation","0","Alameda, CA","94501-4477","202112861012"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","ADA Expenses","ADA Expenses","0","Alameda, CA","94501-4477","202112861011"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Depreciation","Depreciation","0","Alameda, CA","94501-4477","202112861010"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Amortization of Intangibles","Amortization of Intangibles","0","Alameda, CA","94501-4477","202112861009"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Other Operating Expenses","Other Operating Expenses","0","Alameda, CA","94501-4477","202112861008"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Interest Expense","Interest Expense","0","Alameda, CA","94501-4477","202112861007"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Operating Lease Expenses","Operating Lease Expenses","0","Alameda, CA","94501-4477","202112861006"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Capital Leases","Capital Leases","0","Alameda, CA","94501-4477","202112861005"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Related Parties Lease Agreements","Related Parties Lease Agreements","0","Alameda, CA","94501-4477","202112861004"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Voluntary Nonexchange Transactions","Voluntary Nonexchange Transactions","0","Alameda, CA","94501-4477","202112861003"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Loss on Disposal of Capital Assets","Loss on Disposal of Capital Assets","0","Alameda, CA","94501-4477","202112861002"
"Alameda - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Other Nonoperating Expenses","Other Nonoperating Expenses","0","Alameda, CA","94501-4477","202112861001"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Operators Salaries and Wages","75776169","Oakland, CA","94612-2800","202112851022"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Other Salaries and Wages","73013659","Oakland, CA","94612-2800","202112851021"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Fringe Benefits","197250827","Oakland, CA","94612-2800","202112851020"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Services","Services","36687603","Oakland, CA","94612-2800","202112851019"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Fuel and Lubricants","8795500","Oakland, CA","94612-2800","202112851018"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Tires and Tubes","2788801","Oakland, CA","94612-2800","202112851017"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Other Materials and Supplies","18190237","Oakland, CA","94612-2800","202112851016"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Utilities","Utilities","4105800","Oakland, CA","94612-2800","202112851015"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Casualty and Liability Expenses","Casualty and Liability Expenses","11496265","Oakland, CA","94612-2800","202112851014"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Taxes","Taxes","1755495","Oakland, CA","94612-2800","202112851013"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Purchased Transportation","Purchased Transportation","2528433","Oakland, CA","94612-2800","202112851012"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","ADA Expenses","ADA Expenses","18056201","Oakland, CA","94612-2800","202112851011"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Depreciation","Depreciation","43090673","Oakland, CA","94612-2800","202112851010"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Amortization of Intangibles","Amortization of Intangibles","0","Oakland, CA","94612-2800","202112851009"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Other Operating Expenses","Other Operating Expenses","0","Oakland, CA","94612-2800","202112851008"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Interest Expense","Interest Expense","468335","Oakland, CA","94612-2800","202112851007"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Operating Lease Expenses","Operating Lease Expenses","0","Oakland, CA","94612-2800","202112851006"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Capital Leases","Capital Leases","0","Oakland, CA","94612-2800","202112851005"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Related Parties Lease Agreements","Related Parties Lease Agreements","0","Oakland, CA","94612-2800","202112851004"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Voluntary Nonexchange Transactions","Voluntary Nonexchange Transactions","0","Oakland, CA","94612-2800","202112851003"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Loss on Disposal of Capital Assets","Loss on Disposal of Capital Assets","0","Oakland, CA","94612-2800","202112851002"
"Alameda-Contra Costa Transit District","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Other Nonoperating Expenses","Other Nonoperating Expenses","0","Oakland, CA","94612-2800","202112851001"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Operators Salaries and Wages","24611","Albany, CA","94706","202112841022"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Other Salaries and Wages","0","Albany, CA","94706","202112841021"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Fringe Benefits","4775","Albany, CA","94706","202112841020"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Services","Services","0","Albany, CA","94706","202112841019"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Fuel and Lubricants","0","Albany, CA","94706","202112841018"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Tires and Tubes","0","Albany, CA","94706","202112841017"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Other Materials and Supplies","0","Albany, CA","94706","202112841016"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Utilities","Utilities","0","Albany, CA","94706","202112841015"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Casualty and Liability Expenses","Casualty and Liability Expenses","0","Albany, CA","94706","202112841014"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Taxes","Taxes","0","Albany, CA","94706","202112841013"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Purchased Transportation","Purchased Transportation","4514","Albany, CA","94706","202112841012"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","ADA Expenses","ADA Expenses","0","Albany, CA","94706","202112841011"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Depreciation","Depreciation","0","Albany, CA","94706","202112841010"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Amortization of Intangibles","Amortization of Intangibles","0","Albany, CA","94706","202112841009"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Other Operating Expenses","Other Operating Expenses","1225","Albany, CA","94706","202112841008"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Interest Expense","Interest Expense","0","Albany, CA","94706","202112841007"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Operating Lease Expenses","Operating Lease Expenses","0","Albany, CA","94706","202112841006"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Capital Leases","Capital Leases","0","Albany, CA","94706","202112841005"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Related Parties Lease Agreements","Related Parties Lease Agreements","0","Albany, CA","94706","202112841004"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Voluntary Nonexchange Transactions","Voluntary Nonexchange Transactions","0","Albany, CA","94706","202112841003"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Loss on Disposal of Capital Assets","Loss on Disposal of Capital Assets","0","Albany, CA","94706","202112841002"
"Albany - Specialized Service","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Other Nonoperating Expenses","Other Nonoperating Expenses","0","Albany, CA","94706","202112841001"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Operators Salaries and Wages","39429","Markleeville, CA","96120","202112831022"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Other Salaries and Wages","0","Markleeville, CA","96120","202112831021"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Fringe Benefits","25963","Markleeville, CA","96120","202112831020"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Services","Services","4944","Markleeville, CA","96120","202112831019"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Fuel and Lubricants","3679","Markleeville, CA","96120","202112831018"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Tires and Tubes","0","Markleeville, CA","96120","202112831017"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Other Materials and Supplies","5643","Markleeville, CA","96120","202112831016"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Utilities","Utilities","0","Markleeville, CA","96120","202112831015"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Casualty and Liability Expenses","Casualty and Liability Expenses","799","Markleeville, CA","96120","202112831014"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Taxes","Taxes","0","Markleeville, CA","96120","202112831013"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Purchased Transportation","Purchased Transportation","82491","Markleeville, CA","96120","202112831012"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","ADA Expenses","ADA Expenses","0","Markleeville, CA","96120","202112831011"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Depreciation","Depreciation","0","Markleeville, CA","96120","202112831010"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Amortization of Intangibles","Amortization of Intangibles","0","Markleeville, CA","96120","202112831009"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Other Operating Expenses","Other Operating Expenses","0","Markleeville, CA","96120","202112831008"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Interest Expense","Interest Expense","106","Markleeville, CA","96120","202112831007"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Operating Lease Expenses","Operating Lease Expenses","0","Markleeville, CA","96120","202112831006"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Capital Leases","Capital Leases","0","Markleeville, CA","96120","202112831005"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Related Parties Lease Agreements","Related Parties Lease Agreements","0","Markleeville, CA","96120","202112831004"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Voluntary Nonexchange Transactions","Voluntary Nonexchange Transactions","0","Markleeville, CA","96120","202112831003"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Loss on Disposal of Capital Assets","Loss on Disposal of Capital Assets","0","Markleeville, CA","96120","202112831002"
"Alpine County","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Other Nonoperating Expenses","Other Nonoperating Expenses","0","Markleeville, CA","96120","202112831001"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Operators Salaries and Wages","0","Stockton, CA","95202","202112821022"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Other Salaries and Wages","1952659","Stockton, CA","95202","202112821021"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Fringe Benefits","738999","Stockton, CA","95202","202112821020"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Services","Services","4816679","Stockton, CA","95202","202112821019"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Fuel and Lubricants","891103","Stockton, CA","95202","202112821018"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Tires and Tubes","0","Stockton, CA","95202","202112821017"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Other Materials and Supplies","677457","Stockton, CA","95202","202112821016"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Utilities","Utilities","784812","Stockton, CA","95202","202112821015"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Casualty and Liability Expenses","Casualty and Liability Expenses","3599689","Stockton, CA","95202","202112821014"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Taxes","Taxes","73914","Stockton, CA","95202","202112821013"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Purchased Transportation","Purchased Transportation","7701486","Stockton, CA","95202","202112821012"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","ADA Expenses","ADA Expenses","0","Stockton, CA","95202","202112821011"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Depreciation","Depreciation","7376173","Stockton, CA","95202","202112821010"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Amortization of Intangibles","Amortization of Intangibles","0","Stockton, CA","95202","202112821009"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Other Operating Expenses","Other Operating Expenses","11224","Stockton, CA","95202","202112821008"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Interest Expense","Interest Expense","2007594","Stockton, CA","95202","202112821007"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Operating Lease Expenses","Operating Lease Expenses","2619040","Stockton, CA","95202","202112821006"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Capital Leases","Capital Leases","0","Stockton, CA","95202","202112821005"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Related Parties Lease Agreements","Related Parties Lease Agreements","0","Stockton, CA","95202","202112821004"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Voluntary Nonexchange Transactions","Voluntary Nonexchange Transactions","0","Stockton, CA","95202","202112821003"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Loss on Disposal of Capital Assets","Loss on Disposal of Capital Assets","0","Stockton, CA","95202","202112821002"
"Altamont Corridor Express - ACE","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Nonoperating Expenses","Other Nonoperating Expenses","Other Nonoperating Expenses","450537","Stockton, CA","95202","202112821001"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Operators Salaries and Wages","669561","Jackson, CA","95642","202112811022"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Other Salaries and Wages","208392","Jackson, CA","95642","202112811021"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Labor","Fringe Benefits","389536","Jackson, CA","95642","202112811020"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Services","Services","72199","Jackson, CA","95642","202112811019"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Fuel and Lubricants","99568","Jackson, CA","95642","202112811018"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Tires and Tubes","8539","Jackson, CA","95642","202112811017"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Materials and Supplies","Other Materials and Supplies","83606","Jackson, CA","95642","202112811016"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Utilities","Utilities","27217","Jackson, CA","95642","202112811015"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Casualty and Liability Expenses","Casualty and Liability Expenses","134810","Jackson, CA","95642","202112811014"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Taxes","Taxes","0","Jackson, CA","95642","202112811013"
"Amador Transit","2021","Expenditures","Statement of Revenues, Expenses, and Change in Fund Net Position","Operating Expenses","Purchased Transportation","Purchased Transportation","0","Jackson, CA","95642","202112811012"
