"entity_name","entity_id","fiscal_year","member_type_demographic","gender_demographic_assumption","age_demographic_assumption","service_retirement_rate","ordinary_disability_retirement","service_disability_retirement","ordinary_mortality_of_active","service_mortality_of_active","withdrawal_termination_rate","line_id_demographic_assumption"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","50","0","0","0","0","0","0","26"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","55","0","0","0","0","0","0","27"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","60","0","0","0","0","0","0","28"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","65","0","0","0","0","0","0","29"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","70","0","0","0","0","0","0","30"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","25","0","0","0","0","0","0","31"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","30","0","0","0","0","0","0","32"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","35","0","0","0","0","0","0","33"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","40","0","0","0","0","0","0","34"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","45","0","0","0","0","0","0","35"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","50","0","0","0","0","0","0","36"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","55","0","0","0","0","0","0","37"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","60","0","0","0","0","0","0","38"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","65","0","0","0","0","0","0","39"
"City of Emeryville Pension Plan","7221","2020","Safety","Female","70","0","0","0","0","0","0","40"
"City of Eureka Fire and Police Retirement System","7233","2020","General","Male","25","0","NULL","NULL","NULL","NULL","NULL","1"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","25","NULL","0","NULL","0.03","NULL","NULL","1"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","30","NULL","0","NULL","0.04","NULL","NULL","2"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","35","NULL","0","NULL","0.05","NULL","NULL","3"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","40","NULL","0.06","NULL","0.07","NULL","NULL","4"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","45","NULL","0.28","NULL","0.1","NULL","NULL","5"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","50","NULL","0.4","NULL","0.15","NULL","NULL","6"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","55","NULL","0.88","NULL","0.22","NULL","NULL","7"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","60","NULL","2.04","NULL","0.32","NULL","NULL","8"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","65","NULL","3.38","NULL","0.47","NULL","NULL","9"
"City of Fresno Employees' Retirement System","7232","2020","General","Male","70","NULL","3.9","NULL","0.7","NULL","NULL","10"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","25","NULL","0","NULL","0.01","NULL","NULL","11"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","30","NULL","0","NULL","0.01","NULL","NULL","12"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","35","NULL","0","NULL","0.02","NULL","NULL","13"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","40","NULL","0.06","NULL","0.04","NULL","NULL","14"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","45","NULL","0.28","NULL","0.06","NULL","NULL","15"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","50","NULL","0.4","NULL","0.08","NULL","NULL","16"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","55","NULL","0.88","NULL","0.12","NULL","NULL","17"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","60","NULL","2.04","NULL","0.19","NULL","NULL","18"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","65","NULL","3.38","NULL","0.3","NULL","NULL","19"
"City of Fresno Employees' Retirement System","7232","2020","General","Female","70","NULL","3.9","NULL","0.49","NULL","NULL","20"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","25","NULL","NULL","NULL","0.04","0.02","NULL","21"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","30","NULL","NULL","NULL","0.04","0.03","NULL","22"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","35","NULL","NULL","NULL","0.05","0.04","NULL","23"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","40","NULL","NULL","NULL","0.06","0.05","NULL","24"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","45","NULL","NULL","NULL","0.08","0.07","NULL","25"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","50","NULL","NULL","NULL","0.12","0.09","NULL","26"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","55","NULL","NULL","NULL","0.18","0.12","NULL","27"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","60","NULL","NULL","NULL","0.26","0.17","NULL","28"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","65","NULL","NULL","NULL","0.41","0.23","NULL","29"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Male","70","NULL","NULL","NULL","0.77","0.45","NULL","30"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","25","NULL","NULL","NULL","0.04","0.02","NULL","31"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","30","NULL","NULL","NULL","0.04","0.03","NULL","32"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","35","NULL","NULL","NULL","0.05","0.04","NULL","33"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","40","NULL","NULL","NULL","0.06","0.05","NULL","34"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","45","NULL","NULL","NULL","0.08","0.07","NULL","35"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","50","NULL","NULL","NULL","0.12","0.09","NULL","36"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","55","NULL","NULL","NULL","0.18","0.12","NULL","37"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","60","NULL","NULL","NULL","0.26","0.17","NULL","38"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","65","NULL","NULL","NULL","0.41","0.23","NULL","39"
"City of Fresno Fire and Police Retirement System","7231","2020","Safety","Female","70","NULL","NULL","NULL","0.77","0.45","NULL","40"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","25","NULL","NULL","0.5","NULL","NULL","4","21"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","30","NULL","NULL","1","NULL","NULL","3.5","22"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","35","NULL","NULL","2","NULL","NULL","3.5","23"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","40","NULL","NULL","3","NULL","NULL","1.75","24"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","45","NULL","NULL","3","NULL","NULL","0","25"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","50","2.5","NULL","NULL","NULL","NULL","NULL","26"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Male","55","3","NULL","NULL","NULL","NULL","NULL","27"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","25","NULL","NULL","0.5","NULL","NULL","4","31"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","30","NULL","NULL","1","NULL","NULL","3.5","32"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","35","NULL","NULL","2","NULL","NULL","3.5","33"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","40","NULL","NULL","3","NULL","NULL","1.75","34"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","45","NULL","NULL","3","NULL","NULL","0","35"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","50","2.5","NULL","NULL","NULL","NULL","NULL","36"
"City of Irvine Safety Defined Benefit Pension Plan","7243","2020","Safety","Female","55","3","NULL","NULL","NULL","NULL","NULL","37"
"City of Los Angeles Fire and Police Pension System","7236","2020","Safety","Male","25","NULL","NULL","0.02","NULL","0.03","1.8","21"
"City of Los Angeles Fire and Police Pension System","7236","2020","Safety","Male","30","NULL","0.01","0.03","NULL","0.04","1.59","22"
"City of Los Angeles Fire and Police Pension System","7236","2020","Safety","Male","35","NULL","0.01","0.06","NULL","0.04","1.09","23"
"City of Los Angeles Fire and Police Pension System","7236","2020","Safety","Male","40","NULL","0.03","0.13","NULL","0.05","0.73","24"
"City of Los Angeles Fire and Police Pension System","7236","2020","Safety","Male","45","NULL","0.05","0.18","NULL","0.07","0.59","25"
"City of Los Angeles Fire and Police Pension System","7236","2020","Safety","Male","50","8","0.06","0.25","NULL","0.1","0.43","26"
