"row_id","site_name","operator","address_1","address_2","city","province","postal_code","accommodation_type","accommodation_subtype","units","visit_date","visit_type","visit_result","standard","substandard","standard_description","non_compliance_original_issue_date","action_required_by_date","non_compliance_current_status","current_status_as_of_date","latitude","longitude","location","map_url","geometry_point"
"EDMONTON-6512 134 Avenue NW-ALDRICH CARE-Supportive Living Accommodation-Assisted Living Accommodation-13-Follow-Up Visit-28-1-20180625-20180625-20180831","ALDRICH CARE","ALL SEASONS MANAGEMENT INC.","6512 134 Avenue NW",,"EDMONTON","Alberta","T5A0M2","Supportive Living Accommodation","Assisted Living Accommodation","13.0","2018-06-25T00:00:00.000","Follow-Up Visit","Non-Compliant","28.0","1.0","Policies and procedures","2018-06-25T00:00:00.000","2018-08-31T00:00:00.000","Compliant","2019-01-14T00:00:00.000","53.5955547","-113.4424786","
,  
(53.5955547, -113.4424786)","Map URL (https://www.google.com/maps/place/53.5955547,-113.4424786)","POINT (-113.4424786 53.5955547)"
"EDMONTON-3118 35A Avenue-PEOPLE SUPPORT SERVICES (WILD ROSE)-Supportive Living Accommodation-Group Home-6-Mini Inspection Visit-.-.-20180905-.-.","PEOPLE SUPPORT SERVICES (WILD ROSE)","PEOPLE SUPPORT SERVICES INC.","3118 35A Avenue",,"EDMONTON","Alberta","T6T1T5","Supportive Living Accommodation","Group Home","6.0","2018-09-05T00:00:00.000","Mini Inspection Visit","Compliant",".",".",".",,,".",,"53.4678659","-113.3901307","
,  
(53.4678659, -113.3901307)","Map URL (https://www.google.com/maps/place/53.4678659,-113.3901307)","POINT (-113.3901307 53.4678659)"
"STONY PLAIN-5303 47 Street-WHISPERING WATERS MANOR-Supportive Living Accommodation-Lodge-57-Inspection Visit-.-.-20180321-.-.","WHISPERING WATERS MANOR","MERIDIAN HOUSING FOUNDATION","5303 47 Street",,"STONY PLAIN","Alberta","T7Z1P1","Supportive Living Accommodation","Lodge","57.0","2018-03-21T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.527045","-113.999182","
,  
(53.527045, -113.999182)","Map URL (https://www.google.com/maps/place/53.527045,-113.999182)","POINT (-113.999182 53.527045)"
"EDMONTON-12015 60 Street-COMMUNITY HOUSING PROJECT - MONTROSE HOME-Supportive Living Accommodation-Group Home-5-Inspection Visit-15-2-20180724-20180724-20181031","COMMUNITY HOUSING PROJECT - MONTROSE HOME","ALBERTA HEALTH SERVICES","12015 60 Street",,"EDMONTON","Alberta","T5W3Z6","Supportive Living Accommodation","Group Home","5.0","2018-07-24T00:00:00.000","Inspection Visit","Non-Compliant","15.0","2.0","Regularly scheduled cleaning of all areas","2018-07-24T00:00:00.000","2018-10-31T00:00:00.000","Compliant","2018-10-29T00:00:00.000","53.573934","-113.433228","
,  
(53.573934, -113.433228)","Map URL (https://www.google.com/maps/place/53.573934,-113.433228)","POINT (-113.433228 53.573934)"
"EDMONTON-11111 Jasper Avenue-EDMONTON GENERAL CONTINUING CARE-Long Term Care Accommodation-.-439-Complaint-13-1-20200515-20200515-20200731","EDMONTON GENERAL CONTINUING CARE","COVENANT HEALTH","11111 Jasper Avenue",,"EDMONTON","Alberta","T5K0L4","Long Term Care Accommodation",".","439.0","2020-05-15T00:00:00.000","Complaint","Non-Compliant","13.0","1.0","Quality and quantity of food, communication of menu/times","2020-05-15T00:00:00.000","2020-07-31T00:00:00.000","Compliant","2020-06-29T00:00:00.000","53.5397144","-113.5130197","
,  
(53.5397144, -113.5130197)","Map URL (https://www.google.com/maps/place/53.5397144,-113.5130197)","POINT (-113.5130197 53.5397144)"
"EDMONTON-9810 165 Street-BENEVOLENCE CARE CENTRE-Long Term Care Accommodation-.-102-Inspection Visit-3-2-20200304-20200304-20200430","BENEVOLENCE CARE CENTRE","BENEVOLENCE CARE CENTRE LTD.","9810 165 Street",,"EDMONTON","Alberta","T5P3S7","Long Term Care Accommodation",".","102.0","2020-03-04T00:00:00.000","Inspection Visit","Non-Compliant","3.0","2.0","Preventative and corrective maintenance","2020-03-04T00:00:00.000","2020-04-30T00:00:00.000","Compliant","2020-03-11T00:00:00.000","53.536426","-113.607651","
,  
(53.536426, -113.607651)","Map URL (https://www.google.com/maps/place/53.536426,-113.607651)","POINT (-113.607651 53.536426)"
"SHERWOOD PARK-922 Bison Way-ASPEN VILLAGE - RESIDENCE 45 - ROBIN HOOD ASSOCIATION-Supportive Living Accommodation-Group Home-8-Inspection Visit-.-.-20170410-.-.","ASPEN VILLAGE - RESIDENCE 45 - ROBIN HOOD ASSOCIATION","ROBIN HOOD ASSOCIATION FOR THE HANDICAPPED","922 Bison Way",,"SHERWOOD PARK","Alberta","T8H0M8","Supportive Living Accommodation","Group Home","8.0","2017-04-10T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.5502901","-113.301897","
,  
(53.5502901, -113.301897)","Map URL (https://www.google.com/maps/place/53.5502901,-113.301897)","POINT (-113.301897 53.5502901)"
"EDMONTON-12217/12219 83 Street-LOVE AND CARE HOME-Supportive Living Accommodation-Group Home-9-Inspection Visit-16-2-20180123-20180123-20180331","LOVE AND CARE HOME","LOVE AND CARE HOME LTD.","12217/12219 83 Street",,"EDMONTON","Alberta","T5B3A1","Supportive Living Accommodation","Group Home","9.0","2018-01-23T00:00:00.000","Inspection Visit","Non-Compliant","16.0","2.0","Practicability, communication and review of plans","2018-01-23T00:00:00.000","2018-03-31T00:00:00.000","Compliant","2018-02-23T00:00:00.000","53.5773115","-113.4687125","
,  
(53.5773115, -113.4687125)","Map URL (https://www.google.com/maps/place/53.5773115,-113.4687125)","POINT (-113.4687125 53.5773115)"
"EDMONTON-8815 - 99th Street-CATHOLIC SOCIAL SERVICES - ST. ANNE'S-Supportive Living Accommodation-Group Home-5-Consultation-.-.-20200401-.-.","CATHOLIC SOCIAL SERVICES - ST. ANNE'S","CATHOLIC SOCIAL SERVICES","8815 - 99th Street",,"EDMONTON","Alberta","T6E3V3","Supportive Living Accommodation","Group Home","5.0","2020-04-01T00:00:00.000","Consultation","Compliant",".",".",".",,,".",,"53.524238","-113.48568","
,  
(53.524238, -113.48568)","Map URL (https://www.google.com/maps/place/53.524238,-113.48568)","POINT (-113.48568 53.524238)"
"ST. ALBERT-96 Glenwood Crescent-GLENWOOD (LO-SE-CA FOUNDATION)-Supportive Living Accommodation-Group Home-4-Inspection Visit-.-.-20180118-.-.","GLENWOOD (LO-SE-CA FOUNDATION)","LOSECA FOUNDATION - A SOCIETY FOR PERSONS WITH DISABILITIES","96 Glenwood Crescent",,"ST. ALBERT","Alberta","T8N1X5","Supportive Living Accommodation","Group Home","4.0","2018-01-18T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.6160281","-113.6340507","
,  
(53.6160281, -113.6340507)","Map URL (https://www.google.com/maps/place/53.6160281,-113.6340507)","POINT (-113.6340507 53.6160281)"
"EDMONTON-101 Youville Drive East-GOOD SAMARITAN SOCIETY MILLWOODS CENTRE-Long Term Care Accommodation-.-60-Inspection Visit-3-2-20140225-20140225-20141231","GOOD SAMARITAN SOCIETY MILLWOODS CENTRE","THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION)","101 Youville Drive East",,"EDMONTON","Alberta","T6L7A4","Long Term Care Accommodation",".","60.0","2014-02-25T00:00:00.000","Inspection Visit","Non-Compliant","3.0","2.0","Preventative and corrective maintenance","2014-02-25T00:00:00.000","2014-12-31T00:00:00.000","Compliant","2014-12-03T00:00:00.000","53.4603153","-113.4255878","
,  
(53.4603153, -113.4255878)","Map URL (https://www.google.com/maps/place/53.4603153,-113.4255878)","POINT (-113.4255878 53.4603153)"
"EDMONTON-6512 134 Avenue NW-ALDRICH CARE-Supportive Living Accommodation-Assisted Living Accommodation-13-Inspection Visit-30-3-20170622-20170622-20170731","ALDRICH CARE","ALL SEASONS MANAGEMENT INC.","6512 134 Avenue NW",,"EDMONTON","Alberta","T5A0M2","Supportive Living Accommodation","Assisted Living Accommodation","13.0","2017-06-22T00:00:00.000","Inspection Visit","Non-Compliant","30.0","3.0","Communication of processes","2017-06-22T00:00:00.000","2017-07-31T00:00:00.000","Compliant","2017-09-14T00:00:00.000","53.5955547","-113.4424786","
,  
(53.5955547, -113.4424786)","Map URL (https://www.google.com/maps/place/53.5955547,-113.4424786)","POINT (-113.4424786 53.5955547)"
"EDMONTON-9524 104 Avenue-URBAN MANOR HOUSING SOCIETY-Supportive Living Accommodation-Assisted Living Accommodation-75-Inspection Visit-14-5-20140321-20140321-20140731","URBAN MANOR HOUSING SOCIETY","URBAN MANOR HOUSING SOCIETY","9524 104 Avenue",,"EDMONTON","Alberta","T5H0J2","Supportive Living Accommodation","Assisted Living Accommodation","75.0","2014-03-21T00:00:00.000","Inspection Visit","Non-Compliant","14.0","5.0","Record of meals served","2014-03-21T00:00:00.000","2014-07-31T00:00:00.000","Compliant","2014-07-02T00:00:00.000","53.548775","-113.482063","
,  
(53.548775, -113.482063)","Map URL (https://www.google.com/maps/place/53.548775,-113.482063)","POINT (-113.482063 53.548775)"
"EDMONTON-8815 - 99th Street-CATHOLIC SOCIAL SERVICES - ST. JUSTIN'S-Supportive Living Accommodation-Group Home-6-Mini Inspection Visit-.-.-20161014-.-.","CATHOLIC SOCIAL SERVICES - ST. JUSTIN'S","CATHOLIC SOCIAL SERVICES","8815 - 99th Street",,"EDMONTON","Alberta","T6E3V3","Supportive Living Accommodation","Group Home","6.0","2016-10-14T00:00:00.000","Mini Inspection Visit","Compliant",".",".",".",,,".",,"53.524238","-113.48568","
,  
(53.524238, -113.48568)","Map URL (https://www.google.com/maps/place/53.524238,-113.48568)","POINT (-113.48568 53.524238)"
"MORINVILLE-10015 101 Avenue-HERITAGE PLACE LODGE-Supportive Living Accommodation-Lodge-44-Inspection Visit-14-3-20180109-20180109-20180331","HERITAGE PLACE LODGE","HOMELAND HOUSING","10015 101 Avenue",,"MORINVILLE","Alberta","T8R1M2","Supportive Living Accommodation","Lodge","44.0","2018-01-09T00:00:00.000","Inspection Visit","Non-Compliant","14.0","3.0","Resident feedback into meals, fluids and snacks","2018-01-09T00:00:00.000","2018-03-31T00:00:00.000","Compliant","2018-03-19T00:00:00.000","53.803341","-113.646004","
,  
(53.803341, -113.646004)","Map URL (https://www.google.com/maps/place/53.803341,-113.646004)","POINT (-113.646004 53.803341)"
"EDMONTON-3531 Watson Point-WINDERMERE MANOR BY EXQUISICARE-Supportive Living Accommodation-Group Home-10-Inspection Visit-.-.-20181122-.-.","WINDERMERE MANOR BY EXQUISICARE","EXQUISICARE INC.","3531 Watson Point",,"EDMONTON","Alberta","T6W0X9","Supportive Living Accommodation","Group Home","10.0","2018-11-22T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.4355254","-113.6289021","
,  
(53.4355254, -113.6289021)","Map URL (https://www.google.com/maps/place/53.4355254,-113.6289021)","POINT (-113.6289021 53.4355254)"
"EDMONTON-4410 117 Avenue NW-BEVERLY LODGE-Supportive Living Accommodation-Lodge-73-Consultation-3-1-20200402-20191008-20200630","BEVERLY LODGE","GREATER EDMONTON FOUNDATION","4410 117 Avenue NW",,"EDMONTON","Alberta","T5W4Z8","Supportive Living Accommodation","Lodge","73.0","2020-04-02T00:00:00.000","Consultation","Non-Compliant","3.0","1.0","Accommodation is maintained","2019-10-08T00:00:00.000","2020-06-30T00:00:00.000","Compliant","2020-06-19T00:00:00.000","53.569704","-113.409539","
,  
(53.569704, -113.409539)","Map URL (https://www.google.com/maps/place/53.569704,-113.409539)","POINT (-113.409539 53.569704)"
"CAMROSE-5911 47A Avenue-CAMROSE ADULT RESIDENCE #2-SAM'S PLACE-Supportive Living Accommodation-Group Home-6-Consultation-.-.-20200402-.-.","CAMROSE ADULT RESIDENCE #2-SAM'S PLACE","CAMROSE ASSOCIATION FOR COMMUNITY LIVING","5911 47A Avenue",,"CAMROSE","Alberta","T4V0H3","Supportive Living Accommodation","Group Home","6.0","2020-04-02T00:00:00.000","Consultation","Compliant",".",".",".",,,".",,"53.0162658","-112.8428521","
,  
(53.0162658, -112.8428521)","Map URL (https://www.google.com/maps/place/53.0162658,-112.8428521)","POINT (-112.8428521 53.0162658)"
"THORHILD-302 2 Avenue-THORHILD LODGE-Supportive Living Accommodation-Lodge-41-Consultation-.-.-20200429-.-.","THORHILD LODGE","NEWTHORAD SENIORS HOUSING FOUNDATION","302 2 Avenue",,"THORHILD","Alberta","T0A3J0","Supportive Living Accommodation","Lodge","41.0","2020-04-29T00:00:00.000","Consultation","Compliant",".",".",".",,,".",,"54.1537889","-113.1277483","
,  
(54.1537889, -113.1277483)","Map URL (https://www.google.com/maps/place/54.1537889,-113.1277483)","POINT (-113.1277483 54.1537889)"
"EDMONTON-10920 74 Avenue-RESIDENTIAL AND SUPPORT SERVICES - MCKERNAN-Supportive Living Accommodation-Group Home-6-Inspection Visit-.-.-20170919-.-.","RESIDENTIAL AND SUPPORT SERVICES - MCKERNAN","RESIDENTIAL AND SUPPORT SERVICES – DISABILITY SERVICES, COMMUNITY AND SOCIAL SERVICES – EDM. REGION","10920 74 Avenue",,"EDMONTON","Alberta","T6G0E6","Supportive Living Accommodation","Group Home","6.0","2017-09-19T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.5105166","-113.5128149","
,  
(53.5105166, -113.5128149)","Map URL (https://www.google.com/maps/place/53.5105166,-113.5128149)","POINT (-113.5128149 53.5105166)"
"EDMONTON-8727 207 Street-SUMMERLEA INTERNATIONAL CARE HOME INC.-Supportive Living Accommodation-Group Home-6-Inspection Visit-.-.-20180614-.-.","SUMMERLEA INTERNATIONAL CARE HOME INC.","SUMMERLEA INTERNATIONAL CARE HOME INC.","8727 207 Street",,"EDMONTON","Alberta","T5T6Y1","Supportive Living Accommodation","Group Home","6.0","2018-06-14T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.5225919","-113.6759337","
,  
(53.5225919, -113.6759337)","Map URL (https://www.google.com/maps/place/53.5225919,-113.6759337)","POINT (-113.6759337 53.5225919)"
"EDMONTON-8815 - 99th Street-CATHOLIC SOCIAL SERVICES - ST. ANNE'S-Supportive Living Accommodation-Group Home-5-Mini Inspection Visit-.-.-20151008-.-.","CATHOLIC SOCIAL SERVICES - ST. ANNE'S","CATHOLIC SOCIAL SERVICES","8815 - 99th Street",,"EDMONTON","Alberta","T6E3V3","Supportive Living Accommodation","Group Home","5.0","2015-10-08T00:00:00.000","Mini Inspection Visit","Compliant",".",".",".",,,".",,"53.524238","-113.48568","
,  
(53.524238, -113.48568)","Map URL (https://www.google.com/maps/place/53.524238,-113.48568)","POINT (-113.48568 53.524238)"
"EDMONTON-10330 120 Street NW-KIWANIS PLACE LODGE-Supportive Living Accommodation-Lodge-206-Mini Inspection Visit-.-.-20151026-.-.","KIWANIS PLACE LODGE","GREATER EDMONTON FOUNDATION","10330 120 Street NW",,"EDMONTON","Alberta","T5K2A6","Supportive Living Accommodation","Lodge","206.0","2015-10-26T00:00:00.000","Mini Inspection Visit","Compliant",".",".",".",,,".",,"53.5454801","-113.5292473","
,  
(53.5454801, -113.5292473)","Map URL (https://www.google.com/maps/place/53.5454801,-113.5292473)","POINT (-113.5292473 53.5454801)"
"TOFIELD-5543 44 Street-TOFIELD HEALTH CENTRE-Long Term Care Accommodation-.-49-Inspection Visit-26-1-20180716-20180716-20181130","TOFIELD HEALTH CENTRE","ALBERTA HEALTH SERVICES","5543 44 Street","Box 1200","TOFIELD","Alberta","T0B4J0","Long Term Care Accommodation",".","49.0","2018-07-16T00:00:00.000","Inspection Visit","Non-Compliant","26.0","1.0","Completion of criminal record checks","2018-07-16T00:00:00.000","2018-11-30T00:00:00.000","Compliant","2018-10-24T00:00:00.000","53.3726572","-112.6510992","
,  
(53.3726572, -112.6510992)","Map URL (https://www.google.com/maps/place/53.3726572,-112.6510992)","POINT (-112.6510992 53.3726572)"
"EDMONTON-10915 134 Avenue NW-ROSSLYN PLACE LODGE-Supportive Living Accommodation-Lodge-120-Inspection Visit-15-2-20191016-20191016-20191231","ROSSLYN PLACE LODGE","GREATER EDMONTON FOUNDATION","10915 134 Avenue NW",,"EDMONTON","Alberta","T5E1G4","Supportive Living Accommodation","Lodge","120.0","2019-10-16T00:00:00.000","Inspection Visit","Non-Compliant","15.0","2.0","Regularly scheduled cleaning of all areas","2019-10-16T00:00:00.000","2019-12-31T00:00:00.000","Compliant","2019-11-29T00:00:00.000","53.5947507","-113.50935","
,  
(53.5947507, -113.50935)","Map URL (https://www.google.com/maps/place/53.5947507,-113.50935)","POINT (-113.50935 53.5947507)"
"STONY PLAIN-4800 55 Avenue-STONY PLAIN CARE CENTRE-Supportive Living Accommodation-Assisted Living Accommodation-30-Follow-Up Visit-3-2-20171220-20171024-20180331","STONY PLAIN CARE CENTRE","THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION)","4800 55 Avenue",,"STONY PLAIN","Alberta","T7Z1P9","Supportive Living Accommodation","Assisted Living Accommodation","30.0","2017-12-20T00:00:00.000","Follow-Up Visit","Non-Compliant","3.0","2.0","Preventative and corrective maintenance","2017-10-24T00:00:00.000","2018-03-31T00:00:00.000","Compliant","2018-02-28T00:00:00.000","53.52356","-114.003068","
,  
(53.52356, -114.003068)","Map URL (https://www.google.com/maps/place/53.52356,-114.003068)","POINT (-114.003068 53.52356)"
"EDMONTON-10311 122 Avenue-SHEPHERD'S CARE VANGUARD-Supportive Living Accommodation-Assisted Living Accommodation-92-Inspection Visit-.-.-20131022-.-.","SHEPHERD'S CARE VANGUARD","SHEPHERD'S CARE FOUNDATION","10311 122 Avenue",,"EDMONTON","Alberta","T5G0K8","Supportive Living Accommodation","Assisted Living Accommodation","92.0","2013-10-22T00:00:00.000","Inspection Visit","Compliant",".",".",".",,,".",,"53.5764994","-113.4989024","
,  
(53.5764994, -113.4989024)","Map URL (https://www.google.com/maps/place/53.5764994,-113.4989024)","POINT (-113.4989024 53.5764994)"
"EDMONTON-16524 63 Street-PROSPECT VILLA II-Supportive Living Accommodation-Group Home-6-Mini Inspection Visit-.-.-20180302-.-.","PROSPECT VILLA II","APPANAH INC.","16524 63 Street",,"EDMONTON","Alberta","T5Y3L5","Supportive Living Accommodation","Group Home","6.0","2018-03-02T00:00:00.000","Mini Inspection Visit","Compliant",".",".",".",,,".",,"53.6279928","-113.4396596","
,  
(53.6279928, -113.4396596)","Map URL (https://www.google.com/maps/place/53.6279928,-113.4396596)","POINT (-113.4396596 53.6279928)"
