"office","ward","financial_statement_type","candidate_name","donor","address","city","province","donation"
"Mayor",,"Disclosure","Kerry Diotte","Miller Thomson","Commerce Place, Ste 2700, 10155 102 Str","Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","D.I.A. Holdings Ltd","11219 100 Ave NW","Edmonton","AB","1500"
"Mayor",,"Disclosure","Kerry Diotte","Cameron Heights Joint Venture","11219 100 Ave NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","RGG Management Ltd","Ste 308, 11523 100 Ave","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Koester Realty Limited","201, 11209 Jasper Ave","Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","Cameron Development Corporation","10180 111 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","Bernie's Hot Tub","14829 123 Ave NW","Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Scheffer Andrew Ltd","12204 145 Str NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","WJM Holdings Ltd","16004 114 Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","198"
"Mayor",,"Disclosure","Kerry Diotte","Kortech Calcium Services Ltd","15548 Stony Plain Road NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Deford Contracting Inc","16720 109 Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","MacLab Enterprises","P.O. Box 3160","Edmonton","AB","2000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Beaverbrook Charlesworth Ltd","17515 108 Ave NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Beaverbrook Hudson II Ltd","17515 108 Ave NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Beaverbrook Rivers Edge Ltd","17515 108 Ave NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Beaverbrook Windermere Ltd","17515 108 Ave NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Reid Built Homes Ltd","18140 107 Ave","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","G3 Development Services Inc","Suite 204, 17220 Stony Plain Road","Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","All Weather Windows Ltd","18550 118A Ave","Edmonton","AB","1500"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","7 Crowns Corporation","3000, 8882 170 Str","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","One To One Mailing Inc.","4320 81 Ave","Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Whitemud Dr. Amusement Park Ltd","7411 51 Ave NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","DFI Corporation","3403 74 Ave NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Al-Terra Engineering Ltd","5307 47 Str","Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","150"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","600"
"Mayor",,"Disclosure","Kerry Diotte","1570382 Alberta Ltd","8728 66 Ave NW","Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","Thierman Construction Ltd","10353 71 Ave","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","1059215 Alberta Ltd O/A Von's Steak House & Oyster Bar","10309 81 Ave","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Cook County Saloon","8010 Gateway Blvd","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Delcon Development Group Ltd","Suite 400, 10508 82 Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Liquor Depot Stores GP","Suite 300, 10508 82 Ave","Edmonton","AB","2500"
"Mayor",,"Disclosure","Kerry Diotte","Sherrick Management Limited","420, 10508 82 Ave NW","Edmonton","AB","2000"
"Mayor",,"Disclosure","Kerry Diotte","Don Wheaton Ltd","10727 82 Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","D.E.S Engineering Ltd","8407A Coronet Road","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Stewart's Tire Inc","8405 Wagner Road","Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Christenson Equities Ltd","5410 97 St","Edmonton","AB","3000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Crystal Glass Canada Ltd","6424 Gateway Blvd NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","A.H Cetinski Professional Corp","6025 103A Str","Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","P.C. Com Ltd","6029 104 Str","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Physique Fitness Stores","6304 Calgary Trail South","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","300"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","625"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","E. Bean Holdings Ltd","6403 Grandview Drive","Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","125"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","525"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","5000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Rosenau Transport Ltd","200, 2950 Parsons Road","Edmonton","AB","2000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","9000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Kossowan Holdings Inc","1758 Haswell Cove NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","198"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Named Individual",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","Perry Built Homes Inc","101, 1289 91 Str","Edmonton","AB","1000"
"Mayor",,"Disclosure","Kerry Diotte","David Considine",,"Spruce Grove","AB","950"
"Mayor",,"Disclosure","Don Iveson","Cameron Gertz",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Tyler Perozni Professional Corp","202, 636 King Str","Spruce Grove","AB","500"
"Mayor",,"Disclosure","Kerry Diotte","Dean & Raili Ruttan",,"Fort Saskatchewan","AB","200"
"Mayor",,"Disclosure","Kerry Diotte","Werner Harder",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","1014369 Alberta Ltd O/A Diamond Carpet","6334 Davies Road NW","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","1014369 Alberta Ltd O/A Diamond Carpet","6334 Davies Road NW","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","1103805 Alberta Ltd","1700, 10123 99 Str NW","Edmonton","AB","2000"
"Mayor",,"Disclosure","Don Iveson","1306039 Alberta Ltd","9258 34 Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","1307106 Alberta Ltd","2722 48 Str NW","Edmonton","AB","140"
"Mayor",,"Disclosure","Don Iveson","1557095 Alberta Ltd","4344 49 Str NW","Edmonton","AB","300"
"Mayor",,"Disclosure","Don Iveson","1743134 Alberta Ltd","2431 Martell Cres NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","7 Crowns Corporation","3000, 8882 170 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","726751 Alberta Ltd","2100 Premier Way","Sherwood Park","AB","5000"
"Mayor",,"Disclosure","Don Iveson","A.B.S. Trucking Ltd","16124 76 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Abbas Riaz",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Abbey Lane Homes","200, 10568 109 Str NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Active Homes","3606 28A Str NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Adam Rozenhart",,"Edmonton","AB","340"
"Mayor",,"Disclosure","Don Iveson","AFL","10654 101 Str NW","Edmonton","AB","1500"
"Mayor",,"Disclosure","Don Iveson","Alberta and NWT Building and Construction Trades Council","11635 160 Str NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Alberta Traffic Supply Ltd","9015 14 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Alexander D. Pringle Professional Corp","300, 10150 100 Str NW","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Alison Faid",,"Edmonton","AB","110"
"Mayor",,"Disclosure","Don Iveson","All Weather Windows Ltd","18550 118A Ave NW","Edmonton","AB","1500"
"Mayor",,"Disclosure","Don Iveson","Allan Wachowich",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","Allen R. Evaniew Professional Corp","2200, 10155 102 Str NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Allie Wojtaszek",,"Edmonton","AB","120"
"Mayor",,"Disclosure","Don Iveson","Al-Terra Engineering Ltd","5307 47 Str NW","Edmonton","AB","495"
"Mayor",,"Disclosure","Don Iveson","Altitude Investments Ltd","430 Olsen Close","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Amalgamated Transit Union Local 569","10540 108 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Andrew McCready",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","Andrew Prochazka",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Angela Blais",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Angus Watt Enterprises Inc","194 Wolf Willow Cres","Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Annie Idicula",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Arrow Engineering Inc","202, 13167 146 Str","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Arttec Advertising Inc","10646 178 Str NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Asha Gidwaney",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Asima Shahzadi",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","Atb Architecture","10315 109 Str NW","Edmonton","AB","2000"
"Mayor",,"Disclosure","Don Iveson","Aurum Industrial Development Partnership","3400, 10180 101 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Avillia Developments Ltd","717 Hollingsworth Green NW","Edmonton","AB","400"
"Mayor",,"Disclosure","Don Iveson","Avison Young Real Estate","2800, 10104 103 Ave NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Ayaz Bhanji",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Baramy Investments","2120, 10060 Jasper Ave NW","Edmonton","AB","2995"
"Mayor",,"Disclosure","Don Iveson","Barry and Maureen Schloss",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Barry Cavanaugh",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Barry Cavanaugh",,"Edmonton","AB","157"
"Mayor",,"Disclosure","Don Iveson","Barry L. James Professional Corp","8928 Valleyview Dr NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Barry Zalmanowitz Professional Corp","2900, 10180 101 Str NW","Edmonton","AB","750"
"Mayor",,"Disclosure","Don Iveson","Battle Lake Design Group Inc","Site 6, Box 7, R.R. 1","Westerose","AB","250"
"Mayor",,"Disclosure","Don Iveson","Beaverbrook Developments","17515 108 Ave NW","Edmonton","AB","4998"
"Mayor",,"Disclosure","Don Iveson","Bennett Jones",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Berlin Advertising and Public Relations Inc","Unit B, 10187 104 Str NW","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Bildhauer Construction","51524 Range Road 265","Spruce Grove","AB","250"
"Mayor",,"Disclosure","Don Iveson","Bill Bright",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Bill Grace",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Bill Winter",,"Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Bishop McKenzie",,"Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Bob Bessette",,"Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Bob Hawkesworth",,"Calgary","AB","250"
"Mayor",,"Disclosure","Don Iveson","Bob Kamp",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Bob McNally",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Bonnie Andrais",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Braden Equities Inc","10340 124 Str NW","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Brandon Kot",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Brian Heidecker",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Brian Kropf",,"Edmonton","AB","101"
"Mayor",,"Disclosure","Don Iveson","Brian Loewen",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Brian Stonehocker",,"Edmonton","AB","750"
"Mayor",,"Disclosure","Don Iveson","Brijendra Rawat",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Brinsmead Kennedy Architecture","10434 122 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Brookfield Residential (Alberta)","200, 10414 103 Ave NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Bruce Johnson",,"Sherwood Park","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Bruce King",,"Edmonton","AB","150"
"Mayor",,"Disclosure","Don Iveson","Bryan Taylor",,"Edmonton","AB","120"
"Mayor",,"Disclosure","Don Iveson","Bunt & Associates","504, Princeton Place 10339 124 Str NW","Edmonton","AB","495"
"Mayor",,"Disclosure","Don Iveson","Butch Fox",,"Fort McMurray","AB","200"
"Mayor",,"Disclosure","Don Iveson","C.W. Eavestroughing Inc.","8215 Davies Road NW","Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","Callidus Development","6159 Stinson Way NW","Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","Cameron & Laura Schuler",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Cameron Barr",,"Edmonton","AB","150"
"Mayor",,"Disclosure","Don Iveson","Cameron Development Corp","10180 111 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Canada I.C.I Capital Corp","3540, 10180 101 Str NW","Edmonton","AB","2995"
"Mayor",,"Disclosure","Don Iveson","Canadian Union of Public Employees Local 30","102, 10425 Princess Elizabeth Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Cancom Development Ltd","20, 3908 97 Str NW","Edmonton","AB","495"
"Mayor",,"Disclosure","Don Iveson","Canterra Developments Corp","1820, 10104 103 Ave NW","Edmonton","AB","2000"
"Mayor",,"Disclosure","Don Iveson","Carl Amrhein",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Carl Wurfel",,"Edmonton","AB","300"
"Mayor",,"Disclosure","Don Iveson","Carla Odishaw",,"Edmonton","AB","150"
"Mayor",,"Disclosure","Don Iveson","Carman R. McNary Professional Corp","2900, 10180 101 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Carol Suddards",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","Carolyn Nielsen",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Carolyn Nutter",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Carolynn Archibald",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Catrin Berghoff",,"Edmonton","AB","317"
"Mayor",,"Disclosure","Don Iveson","Catrin Owen",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Century Hospitality Group","2550, 10155 102 Str NW","Edmonton","AB","1500"
"Mayor",,"Disclosure","Don Iveson","Charlotte Robb",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Chester Developments Ltd","Box 41048, Yellowbird RPO","Edmonton","AB","300"
"Mayor",,"Disclosure","Don Iveson","Chivers Carpenter Lawyers","101, 10426 81 Ave NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Chris Bolivar",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Chris Vander Hoek",,"Edmonton","AB","204"
"Mayor",,"Disclosure","Don Iveson","Christenson Equities Ltd","5410 97 Str NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Christian Idicula",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Coalition of Edmonton Civic Unions","102, 10425 Princess Elizabeth Ave","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Cody Lakevold",,"Edmonton","AB","350"
"Mayor",,"Disclosure","Don Iveson","Colin Robertson",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Colleen Judge",,"Edmonton","AB","3500"
"Mayor",,"Disclosure","Don Iveson","Conroy Ross Partners Limited","720, 10180-101 Str NW","Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Context & Contacts Inc","14007 89 Ave NW","Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Cory Christopher Designs","10914 105 Ave NW","Edmonton","AB","2000"
"Mayor",,"Disclosure","Don Iveson","Cory Doll",,"Edmonton","AB","125"
"Mayor",,"Disclosure","Don Iveson","Cory Wosnack",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Cory Wosnack",,"Edmonton","AB","800"
"Mayor",,"Disclosure","Don Iveson","Courtyard by Marriott Edmonton West","205, 10423 178 Str NW","Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Craig Wallace",,"Edmonton","AB","625"
"Mayor",,"Disclosure","Don Iveson","Cristina Stasia",,"Edmonton","AB","3657"
"Mayor",,"Disclosure","Don Iveson","Cushman & Wakefield","2300, 10123 99 Str NW","Edmonton","AB","990"
"Mayor",,"Disclosure","Don Iveson","D. Bruce Bentley",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","D.E.S Engineering Ltd","8407A Coronet Road","Edmonton","AB","990"
"Mayor",,"Disclosure","Don Iveson","D.I.A. Holdings Ltd","11219 100 Ave NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Dane Bullerwell",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Eden Montgomery",,"Edmonton","AB","750"
"Mayor",,"Disclosure","Don Iveson","Daniel Chivers Professional Corp","300, 10150 100 Str NW","Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Daniel Eggert",,"Edmonton","AB","600"
"Mayor",,"Disclosure","Don Iveson","Danny Bigioni",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Daryl Prefontaine",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","Dave Jordan",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","Dave Siever",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","David Beatty",,"Edmonton","AB","400"
"Mayor",,"Disclosure","Don Iveson","David Finlay",,"Edmonton","AB","500"
"Mayor",,"Disclosure","Don Iveson","David Gibbens",,"Edmonton","AB","331"
"Mayor",,"Disclosure","Don Iveson","David Kahane",,"Edmonton","AB","750"
"Mayor",,"Disclosure","Don Iveson","David Low",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","David Rostrup",,"Edmonton","AB","200"
"Mayor",,"Disclosure","Don Iveson","David Simpson",,"Edmonton","AB","150"
"Mayor",,"Disclosure","Don Iveson","David Sparrow",,"Edmonton","AB","250"
"Mayor",,"Disclosure","Don Iveson","David Ushko Professional Corp","645, 10665 Jasper Ave","Edmonton","AB","125"
"Mayor",,"Disclosure","Don Iveson","David Young",,"Edmonton","AB","1000"
"Mayor",,"Disclosure","Don Iveson","Dawson Wallace Construction","4611 Eleniak Road NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Debrah Hubbard",,"St. Albert","AB","500"
"Mayor",,"Disclosure","Don Iveson","Delcon Capital","400, 10508 82 Ave NW","Edmonton","AB","5000"
"Mayor",,"Disclosure","Don Iveson","Delcon Capital","400, 10508 82 Ave NW","Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Dennis Mozak",,"Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Dialog","100, 10237 104 Str NW","Edmonton","AB","2000"
"Mayor",,"Disclosure","Don Iveson","Dianne Kipnes",,"Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","DIRK Holdings","400, 10508 82 Ave NW","Edmonton","AB","2500"
"Mayor",,"Disclosure","Don Iveson","Don Carmichael",,"Edmonton","AB","500"
