"row_id","issue_date","permit_number","permit_date","year","month_number","job_category","job_description","building_type","work_type","construction_value","floor_area","units_added","address","legal_description","zoning","neighbourhood_numberr","neighbourhood","count","latitude","longitude","location","geometry_point"
"2-67080255","2009-07-14T00:00:00.000",,"2009-07-14T00:00:00.000","2009","7","Commercial Final","To construct a shell addition to a General Retail building w/ 2 new R.T.U.'s (Meadowbrook Shoppers Drug Mart ).","Retail and Shops (510)","(02) Addition","700000","4773","0","3945 - 34 STREET NW","Plan 9720258 Unit 2","DC2","6390","LARKSPUR","1","53.47456641578832","-113.39169175447539","
,  
(53.47456641578832, -113.39169175447539)","POINT (-113.39169175447539 53.47456641578832)"
"0-301725667","2019-02-04T00:00:00.000",,"2019-02-04T00:00:00.000","2019","2","Commercial Final","To construct interior alterations. Enclose the dining room, build a storage closet, rearrange the kitchen. Includes: Electrical ""Hillside Estate""","Apartment Condos (315)","(03) Interior Alterations","500",,"0","505, 9903 - 104 STREET NW","Condo Common Area (Plan 8622917)",,"1090","DOWNTOWN","1",,,,
"0-170629352","2015-05-26T00:00:00.000",,"2015-05-26T00:00:00.000","2015","5","Commercial Final","To construct exterior alterations to an existing apartment house, roof & storm management and water proofing ""Seventh Street Lofts"".","Apartments (310)","(03) Exterior Alterations","315000",,"0","10309 - 107 STREET NW","Condo Common Area (Plan 0526463)","UW","1090","DOWNTOWN","1","53.544940473404885","-113.50421743511028","
,  
(53.544940473404885, -113.50421743511028)","POINT (-113.50421743511028 53.544940473404885)"
"1-125300691","2012-07-04T00:00:00.000",,"2012-07-04T00:00:00.000","2012","7","Commercial Final","To change the use from an Indoor Participant Recreation Service to a Professional, Financial, and Office Support Service, and to construct interior alterations.","Office Complex (522)","(03) Interior Alterations","35000","1119","0","323, 6650 - 177 STREET NW","Plan 8521170 Blk 10 Lot 4","DC2, DC2","4080","CALLINGWOOD SOUTH","1","53.50142538912599","-113.62911622128878","
,  
(53.50142538912599, -113.62911622128878)","POINT (-113.62911622128878 53.50142538912599)"
"1-80649911","2012-10-05T00:00:00.000",,"2012-10-05T00:00:00.000","2012","10","Commercial Final","To construct an addition and interior alterations to a general industrial bldg. (Daam Galvaning inc)","Manufacturing Buildings (430)","(02) Addition","200000","1166","0","9390 - 48 STREET NW","Plan 7820294 Blk 4 Lot 16","IH","6180","EASTGATE BUSINESS PARK","1","53.53290708916809","-113.4116029749933","
,  
(53.53290708916809, -113.4116029749933)","POINT (-113.4116029749933 53.53290708916809)"
"8-126721327","2013-09-16T00:00:00.000",,"2013-09-16T00:00:00.000","2013","9","Commercial Final","To move on four portables for a Public Education Services Use building - Monsignor Fee Otterson","Elementary Schools (620)","(12) Move Building OnSite","265500","4800","0","1834 - RUTHERFORD ROAD SW","Plan 0921526 Blk 9 Lot 107MR","AP, US","5454","RUTHERFORD","1","53.41718908726866","-113.52051901680078","
,  
(53.41718908726866, -113.52051901680078)","POINT (-113.52051901680078 53.41718908726866)"
"1-124272073","2012-09-06T00:00:00.000",,"2012-09-06T00:00:00.000","2012","9","Commercial Final","To move on a portable classroom to a Public Education Services Establishment (K-6 school: E'cole Notre Dame School).","Elementary Schools (620)","(12) Move Building OnSite","160800","1194","0","15425 - 91 AVENUE NW","Plan 2039AQ Blk 6","US, US","4230","JASPER PARK","1","53.52401136074398","-113.58769781303408","
,  
(53.52401136074398, -113.58769781303408)","POINT (-113.58769781303408 53.52401136074398)"
"0-147189193","2013-12-18T00:00:00.000",,"2013-12-18T00:00:00.000","2013","12","Commercial Final","To construct interior alterations at Northgate Centre - Fido Kiosk","Retail and Shops (510)","(03) Interior Alterations","10000","200","0","9499 - 137 AVENUE NW","Plan 6594MC Blk 27","CSC","2290","GLENGARRY","1","53.59850494571845","-113.49032511174363","
,  
(53.59850494571845, -113.49032511174363)","POINT (-113.49032511174363 53.59850494571845)"
"28-86525582","2014-12-11T00:00:00.000",,"2014-12-11T00:00:00.000","2014","12","Commercial Final","To to construct interior alterationsto add Gift Shop in a multi-purpose plaza ( Legislative Assembly) .","Office Buildings (520)","(03) Interior Alterations","905313","2335","0","9820 - 107 STREET NW","Plan 1720026 Blk G Lot 2","AJ, A","1090","DOWNTOWN","1","53.533962777985046","-113.50566569926214","
,  
(53.533962777985046, -113.50566569926214)","POINT (-113.50566569926214 53.533962777985046)"
"0-99274294","2010-06-30T00:00:00.000",,"2010-06-30T00:00:00.000","2010","6","Commercial Final","To construct interior alterations in an existing retail mall.  Rogers Kiosk, CRU #K103, Main Level City Centre West, outside ""The Bay"".","Retail and Shops (510)","(03) Interior Alterations","5000","96","0","1 - EDMONTON CITY CENTRE NW","Plan 1194TR Lot A","CCA","1090","DOWNTOWN","1","53.54386307485109","-113.49158554166682","
,  
(53.54386307485109, -113.49158554166682)","POINT (-113.49158554166682 53.54386307485109)"
"1-145748019","2014-01-07T00:00:00.000",,"2014-01-07T00:00:00.000","2014","1","Commercial Final","To construct exterior alterations to an existing Apartment Housing building (changing from a flat roof to a pitched roof with false dormers).","Row Houses (330)","(03) Exterior Alterations","20000","2540","0","7920 - 101 AVENUE NW","Plan 1398NY Blk 33 Lot 1A","RF3","6230","FOREST HEIGHTS","1","53.541401221168044","-113.45049004289233","
,  
(53.541401221168044, -113.45049004289233)","POINT (-113.45049004289233 53.541401221168044)"
"0-83068055","2011-01-21T00:00:00.000",,"2011-01-21T00:00:00.000","2011","1","Commercial Final","To Construct interior alteration to an existing office space - Globex Foreign Exchange @ Melton Building.","Office Buildings (520)","(03) Interior Alterations","79000","1453","0","303, 10310 - JASPER AVENUE NW","Plan NB Blk 3 Lots 153-154","HA","1090","DOWNTOWN","1","53.541268663873424","-113.49783352400567","
,  
(53.541268663873424, -113.49783352400567)","POINT (-113.49783352400567 53.541268663873424)"
"4-141903241","2014-04-07T00:00:00.000",,"2014-04-07T00:00:00.000","2014","4","Commercial Final","To construct an addition to a General Industrial Use building (Dhillon Lighting).","Storage Buildings, Warehouses (460)","(02) Addition","800000","7917","0","6704 - 68 AVENUE NW","Plan 8121083 Blk 26 Lot 8","IM","6160","DAVIES INDUSTRIAL EAST","1","53.50552032917467","-113.43101694251311","
,  
(53.50552032917467, -113.43101694251311)","POINT (-113.43101694251311 53.50552032917467)"
"1-126469577","2012-07-19T00:00:00.000",,"2012-07-19T00:00:00.000","2012","7","Commercial Final","To demolish a portion of an existing general retail as a result of fire damage,  cru#  2, 3 & 4 ""Ottewell Mall"".","Malls, Office/Retail (512)","(03) Exterior Alterations","15648","6500","0","6104 - 90 AVENUE NW","Plan 6307MC Blk 46 Lot 20","CSC","6550","OTTEWELL","1","53.52512643197832","-113.42754876961794","
,  
(53.52512643197832, -113.42754876961794)","POINT (-113.42754876961794 53.52512643197832)"
"1-89262173","2009-10-27T00:00:00.000",,"2009-10-27T00:00:00.000","2009","10","Commercial Final","To construct exterior alterations to a Public Education Service (move on three portable classrooms #321B, 322A8 and 323B) and construct a connecting link to the existing complex (Archbishop Joseph MacNeil Elementary School).","Elementary Schools (620)","(03) Exterior Alterations","150500","2169","0","750 - LEGER WAY NW","Plan 0324302 Blk 162 Lot 1MR","US, US","5630","LEGER","1","53.46026053815117","-113.57692524039736","
,  
(53.46026053815117, -113.57692524039736)","POINT (-113.57692524039736 53.46026053815117)"
"3-81374659","2010-01-21T00:00:00.000",,"2010-01-21T00:00:00.000","2010","1","Commercial Final","To construct a General Industrial Use Building - 11230 (steel building for storage 55'x40').","Storage Buildings, Warehouses (460)","(01) New","85000","2200","0","11230 - 224 STREET NW","Plan 8021483 Blk 4 Lot 3","IM","4670","WINTERBURN INDUSTRIAL AREA WEST","1","53.56091366580649","-113.70374129544467","
,  
(53.56091366580649, -113.70374129544467)","POINT (-113.70374129544467 53.56091366580649)"
"33-78209249","2012-08-01T00:00:00.000",,"2012-08-01T00:00:00.000","2012","8","Commercial Final","To construct interior alterations to a general  industrial use building, ""Shanahan's""   Building G,  Northport Industrial Park.","Manufacturing Buildings (430)","(03) Interior Alterations","912737","50400","0","17439 - 129 AVENUE NW","Plan 0940253 Blk 4 Lot 6","IB, IM","4475","KINOKAMAU PLAINS AREA","1","53.58844019946749","-113.62021025560031","
,  
(53.58844019946749, -113.62021025560031)","POINT (-113.62021025560031 53.58844019946749)"
"0-124412716","2012-09-12T00:00:00.000",,"2012-09-12T00:00:00.000","2012","9","Commercial Final","To constuct Interior Alterations into a portion of an existing Business Support Service/ Professional Financial Office Support Service building.","Office Buildings (520)","(03) Interior Alterations","60000","1827","0","10559 - 172 STREET NW","Condo Common Area (Plan 0923911)","CB2","4300","MCNAMARA INDUSTRIAL","1","53.550382764421684","-113.61729665708029","
,  
(53.550382764421684, -113.61729665708029)","POINT (-113.61729665708029 53.550382764421684)"
"3-72192557","2009-08-20T00:00:00.000",,"2009-08-20T00:00:00.000","2009","8","Commercial Final","To construct a Protective and Emergency Services Building (Fire Station #5).","Law Enforcement/Emergency Svcs. (612)","(01) New","5740752","15858.98","0","9020 - 111 AVENUE NW","Plan 0822264 Blk 57 Lot 33","PU","1010","ALBERTA AVENUE","1","53.5612514774566","-113.48051601580062","
,  
(53.5612514774566, -113.48051601580062)","POINT (-113.48051601580062 53.5612514774566)"
"3-148583317","2014-12-19T00:00:00.000",,"2014-12-19T00:00:00.000","2014","12","Commercial Final","To construct a General Industrial Use Buildings (Building  B - 1 of 2).","Storage Buildings, Warehouses (460)","(01) New","395000",,"0","9914 - 76 AVENUE NW","Plan 5429AL Blk 17 Lots 19-30","IM","6610","RITCHIE","1","53.51258500317692","-113.48768311852893","
,  
(53.51258500317692, -113.48768311852893)","POINT (-113.48768311852893 53.51258500317692)"
"1-98932419","2010-11-26T00:00:00.000",,"2010-11-26T00:00:00.000","2010","11","Commercial Final","To change the use from a General Retail space to Specialty Food Services (Subway Restaurant) and to construct interior alterations.","Apartments (310)","(03) Interior Alterations","110000","1255","0","10507 - 104 AVENUE NW","Condo Common Area (Plan 1025042)","EZ, UW","1090","DOWNTOWN","1","53.545875363586944","-113.50159711057017","
,  
(53.545875363586944, -113.50159711057017)","POINT (-113.50159711057017 53.545875363586944)"
"0-139172579","2013-08-30T00:00:00.000",,"2013-08-30T00:00:00.000","2013","8","Commercial Final","Interior alterations to St. Bernadette School - Library Media Centre","Elementary Schools (620)","(03) Interior Alterations","110000","1300","0","11917 - 40 STREET NW","Plan 1151AN Blk 12","US","2040","BEACON HEIGHTS","1","53.57272329507108","-113.40224005970605","
,  
(53.57272329507108, -113.40224005970605)","POINT (-113.40224005970605 53.57272329507108)"
"0-165456389","2015-01-05T00:00:00.000",,"2015-01-05T00:00:00.000","2015","1","Commercial Final","To construct Interior Alterations unit 115 (H & R Block) Bonnie Doon Mall, (east side just south of Target)","Retail and Shops (510)","(03) Interior Alterations","109000",,"0","1 - BONNIE DOON SHOPPING CENTRE NW","Plan 2224KS Blk 3 Lots A,B,C","DC2","6040","BONNIE DOON","1","53.52086334016075","-113.45679499774839","
,  
(53.52086334016075, -113.45679499774839)","POINT (-113.45679499774839 53.52086334016075)"
"0-156162810","2014-07-18T00:00:00.000",,"2014-07-18T00:00:00.000","2014","7","Commercial Final","To Construct  interior alterations in an existing office building - East side of 7th floor (""PWGSC"") tenant fit-up for new offices","Office Buildings (520)","(03) Interior Alterations","550000","4563.8","0","10065 - JASPER AVENUE NW","Plan F Lots 1-5","CCA","1090","DOWNTOWN","1","53.540641513568474","-113.492916673805","
,  
(53.540641513568474, -113.492916673805)","POINT (-113.492916673805 53.540641513568474)"
"1-97096923","2010-10-18T00:00:00.000",,"2010-10-18T00:00:00.000","2010","10","Commercial Final","To Construct A Canopy at the Main Entrance to a Public Education Service Bldg.","Secondary Schools (622)","(02) Addition","100000",,"0","7630 - 38 AVENUE NW","Plan 3100TR Blk 42 Lot 46","US","6760","TWEDDLE PLACE","1","53.47383795334104","-113.45147522959408","
,  
(53.47383795334104, -113.45147522959408)","POINT (-113.45147522959408 53.47383795334104)"
"0-129453878","2012-11-21T00:00:00.000",,"2012-11-21T00:00:00.000","2012","11","Commercial Final","To Construct Interior Alterations to Victoria Park Condominiums - Main floor  Fitness room. (Pool Infill)","Apartment Condos (315)","(03) Interior Alterations","100000","1080","0","9835 - 113 STREET NW","Condo Common Area (Plan 9023143)","RA9, RF6","1150","OLIVER","1","53.53652809464843","-113.51527149556587","
,  
(53.53652809464843, -113.51527149556587)","POINT (-113.51527149556587 53.53652809464843)"
"0-112687379","2011-08-19T00:00:00.000",,"2011-08-19T00:00:00.000","2011","8","Commercial Final","To construct int. alts to an office, 3rd flr, Alberta Distance Learning Centre","Office Buildings (520)","(03) Interior Alterations","100000","3735","0","10055 - 106 STREET NW","Plan NB Blk 5 Lots 61-62","JAMSC","1090","DOWNTOWN","1","53.54058842700485","-113.50248821735889","
,  
(53.54058842700485, -113.50248821735889)","POINT (-113.50248821735889 53.54058842700485)"
"2-155346683","2015-06-11T00:00:00.000",,"2015-06-11T00:00:00.000","2015","6","Commercial Final","To construct interior alterations to an existing Condo building from Fire Damage (Affected Suites 220 and 221 - stack unit).","Apartment Condos (315)","(03) Interior Alterations","91864",,"0","220 - SURREY GARDENS NW","Condo Common Area (Plan 7721985)","RA7","4270","LYMBURN","1","53.503983688068026","-113.63264068919831","
,  
(53.503983688068026, -113.63264068919831)","POINT (-113.63264068919831 53.503983688068026)"
"0-116665170","2011-10-31T00:00:00.000",,"2011-10-31T00:00:00.000","2011","10","Commercial Final","Construct interior alterations to the 34th floor. ( Demolition of interior partitions.) 34th floor","Office Buildings (520)","(03) Interior Alterations","10000",,"0","10180 - 101 STREET NW","Plan 8121364 Blk 1 Lot A","CCA","1090","DOWNTOWN","1","53.54261169397553","-113.49464046396012","
,  
(53.54261169397553, -113.49464046396012)","POINT (-113.49464046396012 53.54261169397553)"
"1-89670286","2009-12-23T00:00:00.000",,"2009-12-23T00:00:00.000","2009","12","Commercial Final","To construct interior alterations in a Multi-Ethnic Church Religious Building.","Religious Buildings (660)","(03) Interior Alterations","80000","2500","0","11722 - 34 STREET NW","Plan 2408AY Blk X","CSC","2100","BEVERLY HEIGHTS","1","53.56980046345329","-113.39544952769126","
,  
(53.56980046345329, -113.39544952769126)","POINT (-113.39544952769126 53.56980046345329)"
"1-151030609","2014-04-24T00:00:00.000",,"2014-04-24T00:00:00.000","2014","4","Commercial Final","To change the Use from a Commercial Schools Use to a Personal Service Shops Use (operating from 2nd floor only one single tenant on floor).and construct interior alterations.","Retail and Shops (510)","(03) Interior Alterations","35000","1345","0","201, 10024 - 82 AVENUE NW","Plan I Blk 70 Lot 10","CB2","5480","STRATHCONA","1","53.518376057827545","-113.48969302293234","
,  
(53.518376057827545, -113.48969302293234)","POINT (-113.48969302293234 53.518376057827545)"
"5-86204598","2009-12-04T00:00:00.000",,"2009-12-04T00:00:00.000","2009","12","Commercial Final","To construct a 2 storey addition to an existing General Retail Building (446m2) SHELL ONLY, NO WASHROOMS","Retail and Shops (510)","(02) Addition","750000","10738","0","16775 - 91 STREET NW","Plan 8722124 Blk 10 Lot 2","CB1","2440","KLARVATTEN","1","53.629256010711615","-113.48074452855283","
,  
(53.629256010711615, -113.48074452855283)","POINT (-113.48074452855283 53.629256010711615)"
"0-116706205","2011-11-01T00:00:00.000",,"2011-11-01T00:00:00.000","2011","11","Commercial Final","To construct Interior Alterations to an existing Health Services Building.","Office Buildings (520)","(03) Interior Alterations","98000","2485","0","5534 - 111 STREET NW","Plan 2955MC Blk 6 Lot 24","CSC","5270","LENDRUM PLACE","1","53.49311980771552","-113.51737709127494","
,  
(53.49311980771552, -113.51737709127494)","POINT (-113.51737709127494 53.49311980771552)"
"1-98700515","2010-08-31T00:00:00.000",,"2010-08-31T00:00:00.000","2010","8","Commercial Final","To increase the number of children in a Child Care Service from 35 to 73 daycare and from 25 to 30 Afterschool care children.  Total 103 children.","Day Cares, Nursing Homes (650)","(03) Interior Alterations","60000","4000","0","3216 - 82 STREET NW","Plan 7621725 Blk 20 Lot 113","DC2","6750","TIPASKAN","1","53.46442464547698","-113.45743190443125","
,  
(53.46442464547698, -113.45743190443125)","POINT (-113.45743190443125 53.46442464547698)"
"0-155944377","2014-06-20T00:00:00.000",,"2014-06-20T00:00:00.000","2014","6","Commercial Final","To construct interior alterations to an existing apartment house, unit# 1702 West Tower, The Riverwind (to remove 3 interior partition walls, and replace and relocate air condition system, replace gas fireplace, 2 bathroom reno, new cabinets and counter tops, new flooring, painting)","Apartments (310)","(03) Interior Alterations","98500","1900","0","1702, 10731 - SASKATCHEWAN DRIVE NW","Plan 9023569 Lot 701","RA9","5200","GARNEAU","1","53.52338815556081","-113.5080794739469","
,  
(53.52338815556081, -113.5080794739469)","POINT (-113.5080794739469 53.52338815556081)"
"1-154946092","2014-09-05T00:00:00.000",,"2014-09-05T00:00:00.000","2014","9","Commercial Final","To increase the number of Dwellings from 22 to 24 of an existing Apartment building.","Apartments (310)","(08) Add Suites to Multi-Dwelling","10000",,"2","10024 - 154 STREET NW","Plan 9221391 Blk 19 Lot 7A","RA7","4580","WEST JASPER PLACE","1","53.53998126392668","-113.58728836774115","
,  
(53.53998126392668, -113.58728836774115)","POINT (-113.58728836774115 53.53998126392668)"
"0-85997837","2009-06-23T00:00:00.000",,"2009-06-23T00:00:00.000","2009","6","Commercial Final","To Construct interior alterations to an Industrial Building - City of Edmonton - file retantion centre (office and warehouse)","Storage Buildings, Warehouses (460)","(03) Interior Alterations","175000","22174000","0","17406 - 116 AVENUE NW","Plan 0420462 Blk 1 Lot 25","IM","4030","ARMSTRONG INDUSTRIAL","1","53.56674109757736","-113.62168015855241","
,  
(53.56674109757736, -113.62168015855241)","POINT (-113.62168015855241 53.56674109757736)"
"0-140453128","2013-09-13T00:00:00.000",,"2013-09-13T00:00:00.000","2013","9","Commercial Final","To construct interior and exterior alterations to a professional office building, West entrance reclad  ""ATB Financial"" Telus Plaza North.","Office Buildings (520)","(03) Exterior Alterations","2100000",,"0","10025 - JASPER AVENUE NW","Plan 882RS Lot 10A","CCA","1090","DOWNTOWN","1","53.54071416013196","-113.49095052714702","
,  
(53.54071416013196, -113.49095052714702)","POINT (-113.49095052714702 53.54071416013196)"
"0-156014125","2014-06-18T00:00:00.000",,"2014-06-18T00:00:00.000","2014","6","Commercial Final","To construct interior alterations to a professional office, 2nd flr, ""Enbridge Pipelines"", Enbride Tower.","Office Buildings (520)","(03) Interior Alterations","259000","4200","0","10201 - JASPER AVENUE NW","Plan NB Blk 2 Lots 79-81","CCA","1090","DOWNTOWN","1","53.54058295399467","-113.49605623273791","
,  
(53.54058295399467, -113.49605623273791)","POINT (-113.49605623273791 53.54058295399467)"
"0-118357817","2012-01-12T00:00:00.000",,"2012-01-12T00:00:00.000","2012","1","Commercial Final","To construct interior alterations to a general retail,  ""Party and Dollar Store"".","Retail and Shops (510)","(03) Interior Alterations","35000","1700","0","15049 - STONY PLAIN ROAD NW","Plan 9023127 Blk 61 Lot 8","DC2","4580","WEST JASPER PLACE","1","53.540367237826544","-113.57982249810368","
,  
(53.540367237826544, -113.57982249810368)","POINT (-113.57982249810368 53.540367237826544)"
"0-142964806","2013-11-08T00:00:00.000",,"2013-11-08T00:00:00.000","2013","11","Commercial Final","To construct interior alterations in an existing office space - Second Floor - MTA Architects","Office Buildings (520)","(03) Interior Alterations","45000","1150","0","11460 - JASPER AVENUE NW","Plan B3 Blk 14 Lot 83","DC2, DC1","1150","OLIVER","1","53.54128214878149","-113.51915710099193","
,  
(53.54128214878149, -113.51915710099193)","POINT (-113.51915710099193 53.54128214878149)"
"43-97413996","2011-12-19T00:00:00.000",,"2011-12-19T00:00:00.000","2011","12","Commercial Final","To construct interior alterations to a Professional, Financial & Office Support Service Use - unit 208 Office Maid.","Office Buildings (520)","(03) Interior Alterations","4000","710","0","208, 8135 - 102 STREET NW","Plan 1024570 Blk 60 Lot 1A","CB2, CB2","6610","RITCHIE","1","53.51775073908469","-113.49337784471587","
,  
(53.51775073908469, -113.49337784471587)","POINT (-113.49337784471587 53.51775073908469)"
"1-113886889","2011-09-07T00:00:00.000",,"2011-09-07T00:00:00.000","2011","9","Commercial Final","To construct exterior alterations to a spectator entertainment establishment building - Canopy addition - Parkade to East Entry @ Northern Alberta Jubilee Auditorium.","Theatre and Performing Arts Ctrs (550)","(03) Exterior Alterations","712060","2500","0","11455 - 87 AVENUE NW","Plan 3991KS Blk B","AJ","5520","UNIVERSITY OF ALBERTA","1","53.521763688978076","-113.52776374674607","
,  
(53.521763688978076, -113.52776374674607)","POINT (-113.52776374674607 53.521763688978076)"
"2-93512438","2010-03-22T00:00:00.000",,"2010-03-22T00:00:00.000","2010","3","Commercial Final","To change the use from general retail store to a personal service shop and to construct interior alterations (Unit 6E, Market at Summerside).","Retail and Shops (510)","(03) Interior Alterations","90000","1109","0","1054 - 91 STREET SW","Plan 0728307 Blk 1 Lot 7","CSC","6214","ELLERSLIE INDUSTRIAL","1","53.42368212896174","-113.47568578481044","
,  
(53.42368212896174, -113.47568578481044)","POINT (-113.47568578481044 53.42368212896174)"
"1-125073496","2012-07-17T00:00:00.000",,"2012-07-17T00:00:00.000","2012","7","Commercial Final","To change the use from a Commercial School to a Health Service and a General Retail Store.","Clinics, Health Units (642)","(03) Interior Alterations","100000","1948","0","1927 - 105 STREET NW","Plan 7921953 Blk 9 Lot 57","CSC","5250","KEHEEWIN","1","53.4485137845039","-113.50043053203053","
,  
(53.4485137845039, -113.50043053203053)","POINT (-113.50043053203053 53.4485137845039)"
