"ebuilder_number","asset_type","project_name","profile_number","scope","update","approved_budget_m","approved_profile_schedule","forecasted_completion_date","current_phase","scope_status","budget_status","schedule_status","contact","email_address","phone_number","profile_name","ward","neighbourhood","address","standalone_composite","latitude","longitude","location","budget_status_text","schedule_status_text","scope_status_text","website_url","project_image","scope_and_update","forecasted_budget","initiative_image","citywide"
"eB-10109","LRT","Capital Line South Extension: Century Park to Ellerslie Road","16-66-7018","This project includes a new 4.5 km two-track extension from the existing Century Park station to the Heritage Valley Park & Ride at Ellerslie Road and 127 Street. The current project will update the existing preliminary engineering design (originally completed in 2010), along with developing current cost estimates, risk analysis, delivery method assessment, and any other work needed to support future project funding requests. This project includes an Operations & Maintenance Facility and 24 Light Rail Vehicles.","There is a Federal Commitment of ~$400 Million that was approved in April. The project delivery method is confirmed as Design-Build. RFQ of the project was launched on June 09th. The City has begun land acquisition for the project, and early procurement activities. The early works design for 23rd Avenue scope has commenced, with hydrovac and other advance investigations underway in advance of early works construction activities commencing later this year.","1040040417","2027-09-01T00:00:00.000","2027-09-01T00:00:00.000","Detailed Design","Green","Green","Green","LRT Projects Information Centre","lrtprojects@edmonton.ca","780-496-4874",,"Ipiihkoohkanipiaohtsi","Anthony Henday South",,"Standalone","53.428489","-113.541201","MULTIPOINT ((-113.541201 53.428489))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/capitalsw/",,"This project includes a new 4.5 km two-track extension from the existing Century Park station to the Heritage Valley Park & Ride at Ellerslie Road and 127 Street. The current project will update the existing preliminary engineering design (originally completed in 2010), along with developing current cost estimates, risk analysis, delivery method assessment, and any other work needed to support future project funding requests. This project includes an Operations & Maintenance Facility and 24 Light Rail Vehicles.<h3>Latest Update:</h3>There is a Federal Commitment of ~$400 Million that was approved in April. The project delivery method is confirmed as Design-Build. RFQ of the project was launched on June 09th. The City has begun land acquisition for the project, and early procurement activities. The early works design for 23rd Avenue scope has commenced, with hydrovac and other advance investigations underway in advance of early works construction activities commencing later this year.<h3>Contact Information:</h3><b>Contact:</b> LRT Projects Information Centre<br /><b>Email:</b> lrtprojects@edmonton.ca<br /><b>Phone:</b> 780-496-4874","1040040417","https://i.imgur.com/JugcfNf.png","No"
"eB-10778","LRT","129 Avenue Special Trackwork's (Crossover)","21-21-9110","The summary of major tasks are, but not limited to, as follows: Remove the existing crossover. Install new concrete ties, ballast, and rail where the old crossing was located that tie into 129 Avenue grade crossing and recent track renewal work just South of the crossover. Install the new crossover Related signaling, comms and OCS works","The detail design for the new location of the Special Track work's (Crossover) is undergo with considering ETS long term plan and reducing the impact on ETS operation for the current and future state. This causes project targets to be completed by Q4 2023.","5334665","2022-12-31T00:00:00.000","2023-12-31T00:00:00.000","Build","Green","Green","Red","LRT Projects Information Centre","lrtprojects@edmonton.ca","780-496-4874",,"Dene","Kennedale Industrial",,,"53.58755683","-113.4341012","MULTIPOINT ((-113.4341012 53.58755683))","Budget - The project is currently on budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"The summary of major tasks are, but not limited to, as follows: Remove the existing crossover. Install new concrete ties, ballast, and rail where the old crossing was located that tie into 129 Avenue grade crossing and recent track renewal work just South of the crossover. Install the new crossover Related signaling, comms and OCS works<h3>Latest Update:</h3>The detail design for the new location of the Special Track work's (Crossover) is undergo with considering ETS long term plan and reducing the impact on ETS operation for the current and future state. This causes project targets to be completed by Q4 2023.<h3>Contact Information:</h3><b>Contact:</b> LRT Projects Information Centre<br /><b>Email:</b> lrtprojects@edmonton.ca<br /><b>Phone:</b> 780-496-4874","5334665","https://i.imgur.com/xOhBLee.png","No"
"eB-10426","LRT","LRT NE Crossings Safety Improvements (66 Street, 129 Avenue, 95 Street, 112 Street, 115 Avenue)","CM-21-0000","The LRT NE crossing safety improvement project involves the renewal of the LRT crossings located at 66 Street, 129 Avene, 95 Street, 112 Street and 115 Avenue. These crossings will be brought up to current standards to improve safety, consider accessibility and functionally, and improve the existing LRT infrastructure. The work for this project includes replacing LRT lights, gates and bells, and installing new fibre optic communication cables, CCTV equipment and lighting.","The 129 Avenue LRT Crossing design is in progress and construction will be moved to the next budget cycle.","1200000","2021-09-30T00:00:00.000","2021-09-30T00:00:00.000","Build","Green","Yellow","Green","LRT Projects Information Centre","lrtprojects@edmonton.ca","780-496-4874",,"O-day'min,Métis,Dene","Industrial Heights,Parkdale,McCauley,Kennedale Industrial,Edmonton Northlands","95 Street Crossing (between 105 and 106 Ave),112 Ave Crossing (between 82 and 84 Street),115 Ave Crossing (East of 80St ),66 Street Crossing (between 124 and 126 Ave),129 Ave Crossing (between 58 street and Fort Road)","Composite","53.56119972","-113.4692661","MULTIPOINT ((-113.4692661 53.56119972), (-113.481672 53.550407), (-113.43413 53.587654), (-113.463988 53.565853), (-113.442908 53.582216))","Budget - The project is over its original targeted budget by less than 20%.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"The LRT NE crossing safety improvement project involves the renewal of the LRT crossings located at 66 Street, 129 Avene, 95 Street, 112 Street and 115 Avenue. These crossings will be brought up to current standards to improve safety, consider accessibility and functionally, and improve the existing LRT infrastructure. The work for this project includes replacing LRT lights, gates and bells, and installing new fibre optic communication cables, CCTV equipment and lighting.<h3>Latest Update:</h3>The 129 Avenue LRT Crossing design is in progress and construction will be moved to the next budget cycle. <h3>Contact Information:</h3><b>Contact:</b> LRT Projects Information Centre<br /><b>Email:</b> lrtprojects@edmonton.ca<br /><b>Phone:</b> 780-496-4874","1225531","https://i.imgur.com/xOhBLee.png","No"
"eB-10533","Open Space","Riverside Trail Realignment","CM-31-0000","This project includes completing reconstruction of several sections on the Riverside trail that has been impacted by unstable conditions. There are seven locations that will be reconstructed as part of this project, as well as the placement of two new directional signs and changes to the fence near the Riverside golf course.","Construction has been underway since late May 2022. The current construction activities consists of trail realignments, naturalization area preparation, fence removals and new fence installations.  Construction is anticipated for completion in Summer 2022.   Additional project information can be found at: https://www.edmonton.ca/projects_plans/parks_recreation/riverside-trail-realignment","685220","2021-09-30T00:00:00.000","2022-09-30T00:00:00.000","Build","Green","Red","Red","Evan Spitz","Evan.Spitz@Edmonton.Ca","780-446-8079",,"Métis","River Valley Riverside","River Valley Riverside",,"53.552887","-113.461596","MULTIPOINT ((-113.461596 53.552887))","Budget - The project is more than 20% over its original targeted budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project includes completing reconstruction of several sections on the Riverside trail that has been impacted by unstable conditions. There are seven locations that will be reconstructed as part of this project, as well as the placement of two new directional signs and changes to the fence near the Riverside golf course.<h3>Latest Update:</h3>Construction has been underway since late May 2022. The current construction activities consists of trail realignments, naturalization area preparation, fence removals and new fence installations.  Construction is anticipated for completion in Summer 2022.   Additional project information can be found at: https://www.edmonton.ca/projects_plans/parks_recreation/riverside-trail-realignment<h3>Contact Information:</h3><b>Contact:</b> Evan Spitz<br /><b>Email:</b> Evan.Spitz@Edmonton.Ca<br /><b>Phone:</b> 780-446-8079","1328977","https://i.imgur.com/xOhBLee.png","No"
"eB-10861","Open Space","Inglewood Open Spaces Revitalization","CM-40-4040,CM 40-9000","This project is for the installation of new water feature/game node at Inglewood School Park and will explore a north east/west corner walkway connection in Winnifred Stewart Park.","Construction to Inglewood Park spray park commenced in June 2022 with the project anticpated to be in service in fall 2022.","1054428","2022-09-30T00:00:00.000","2022-09-30T00:00:00.000","Build","Green","Green","Green","Terence Ngazimbi","Terence.Ngazimbi@Edmonton.Ca","780-886-1139",,"Anirniq","Inglewood","Inglewood School Park-12525 116 Ave  Winnifred Stewart Park-12815 116 Ave,Inglewood School Park-12525 116 Ave  Winnifred Stewart Park-12815 116 Ave",,"53.56634345685143","-113.53925827566451","MULTIPOINT ((-113.539258275665 53.566343456851), (-113.544045701164 53.567186655299))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://www.edmonton.ca//buildinginglewood",,"This project is for the installation of new water feature/game node at Inglewood School Park and will explore a north east/west corner walkway connection in Winnifred Stewart Park.<h3>Latest Update:</h3>Construction to Inglewood Park spray park commenced in June 2022 with the project anticpated to be in service in fall 2022.<h3>Contact Information:</h3><b>Contact:</b> Terence Ngazimbi<br /><b>Email:</b> Terence.Ngazimbi@Edmonton.Ca<br /><b>Phone:</b> 780-886-1139","1054428","https://i.imgur.com/xOhBLee.png","No"
"eB-10689","Facility","Fleet/Parks&Roads - Safety & Security Improvements","CM-10-1010","This project involves completing safety and security assessments at 19 City Operations facilities. Work will include identifying issues with the CCTV systems, access card systems, fencing and access gates and completing cost estimates. Improvements will be completed as budget becomes available.","Consultant services were obtained in Q1 2021 to review safety and security deficiencies at 19 City Operations facilities. Detailed design is currently underway.     The schedule variance reflects the additional time required to complete site assessments, consult with a multitude of stakeholders and review additional scope that was required due to more recent security issues.","426000","2022-02-28T00:00:00.000","2022-06-30T00:00:00.000","Development Design","Green","Green","Yellow","Melanie Lee","Melanie.Lee@Edmonton.Ca","780-293-6117",,"O-day'min,Sspomitapi,sipiwiyiniwak,pihêsiwin,papastew,Anirniq,Métis,Karhiio,Dene,Ipiihkoohkanipiaohtsi,Nakota Isga,tastawiyiniwak",,"City Wide,City Wide,City Wide,City Wide,City Wide,City Wide,City Wide,City Wide,City Wide,City Wide,City Wide,City Wide",,"53.55511956776037","-113.61888650995253","MULTIPOINT ((-113.618886509953 53.55511956776), (-113.569698189624 53.603805518591), (-113.481050422735 53.61466961515), (-113.356152361248 53.645391332989), (-113.507324057307 53.552158826687), (-113.428704748495 53.535784669319), (-113.61985669021 53.469434511116), (-113.507286947376 53.493258392919), (-113.618470627072 53.424336538954), (-113.454208127886 53.434788477577), (-113.382763205589 53.442155971616), (-113.559017224441 53.400312043081))","Budget - The project is currently on budget.","Schedule - The project is over its original targeted schedule by less than 30%.","Scope - The project is within the scope approved in the project charter.",,,"This project involves completing safety and security assessments at 19 City Operations facilities. Work will include identifying issues with the CCTV systems, access card systems, fencing and access gates and completing cost estimates. Improvements will be completed as budget becomes available.<h3>Latest Update:</h3>Consultant services were obtained in Q1 2021 to review safety and security deficiencies at 19 City Operations facilities. Detailed design is currently underway.     The schedule variance reflects the additional time required to complete site assessments, consult with a multitude of stakeholders and review additional scope that was required due to more recent security issues.<h3>Contact Information:</h3><b>Contact:</b> Melanie Lee<br /><b>Email:</b> Melanie.Lee@Edmonton.Ca<br /><b>Phone:</b> 780-293-6117","380700","https://i.imgur.com/xOhBLee.png","Yes"
"eB-10690","Facility","Strathcona Place Rehabilitation","CM-12-0000","This project involves major upgrades and repairs to the Strathcona Place, a housing complex for senior citizens. Work includes structural upgrades, roofing and other building exterior improvements as well as upgrades to the mechanical, plumbing and electrical systems.","Strathcona Seniors Centre Rehabilitation project has reached 75% detailed design and this progress submission has been submitted for Facility Engineering / Maintenance Services review.","1565132","2023-08-18T00:00:00.000","2023-08-18T00:00:00.000","Detailed Design","Green","Green","Green","Athira Suresh","Athira.Suresh@Edmonton.Ca","780-668-7279",,"papastew","Queen Alexandra","Strathcona Place",,"53.51368341","-113.5109447","MULTIPOINT ((-113.5109447 53.51368341))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project involves major upgrades and repairs to the Strathcona Place, a housing complex for senior citizens. Work includes structural upgrades, roofing and other building exterior improvements as well as upgrades to the mechanical, plumbing and electrical systems.<h3>Latest Update:</h3>Strathcona Seniors Centre Rehabilitation project has reached 75% detailed design and this progress submission has been submitted for Facility Engineering / Maintenance Services review.<h3>Contact Information:</h3><b>Contact:</b> Athira Suresh<br /><b>Email:</b> Athira.Suresh@Edmonton.Ca<br /><b>Phone:</b> 780-668-7279","1565132","https://i.imgur.com/xOhBLee.png","No"
"eB-10326","Open Space","Ramsey Ravine Trail Slumping (Two Locations) Remedial Repairs","CM-34-0000, CM-66-2715","This project involves a geotechnical engineering assessment as well as the design and construction of remedial repairs as required to address two locations of slope instability and erosion impacting the Ramsey Ravine trail.","Construction is ongoing with completion anticipated for Summer 2022.  The trail will remain closed on weekends as current conditions are not safe for public access.  More project information can be found here: https://www.edmonton.ca/projects_plans/parks_recreation/ramsay-ravine-trail-repairs","3820499","2022-08-31T00:00:00.000","2022-08-31T00:00:00.000","Build","Yellow","Yellow","Green","Evan Spitz","Evan.Spitz@Edmonton.Ca","780-446-8079",,"O-day'min","River Valley Victoria",,"Composite","53.532662","-113.511775","MULTIPOINT ((-113.511775 53.532662))","Budget - The project is over its original targeted budget by less than 20%.","Schedule - The project is currently on schedule.","Scope - The project has exceeded its original scope by less than 10%","http://www.edmonton.ca//RamsayRavineTrailRepair",,"This project involves a geotechnical engineering assessment as well as the design and construction of remedial repairs as required to address two locations of slope instability and erosion impacting the Ramsey Ravine trail.<h3>Latest Update:</h3>Construction is ongoing with completion anticipated for Summer 2022.  The trail will remain closed on weekends as current conditions are not safe for public access.  More project information can be found here: https://www.edmonton.ca/projects_plans/parks_recreation/ramsay-ravine-trail-repairs<h3>Contact Information:</h3><b>Contact:</b> Evan Spitz<br /><b>Email:</b> Evan.Spitz@Edmonton.Ca<br /><b>Phone:</b> 780-446-8079","4023533","https://i.imgur.com/xOhBLee.png","No"
"eB-10859","Facility","Telus Transit Shelter Security Improvements","CM-61-3235","This project will improve the safety and security of the Telus Transit Shelter following the Crime Prevention Through Environmental Design (CPTED) principle.","The TELUS Transit Shelter Security Improvements Project is in the Construction Phase and is 3% complete. The project is trending as per the baseline schedule and cost plan. Long lead delivery items are in the acquisition process. The project will be in service by Q3 2022.","500000","2022-09-30T00:00:00.000","2022-09-30T00:00:00.000","Build","Green","Green","Green","Henry Maisonneuve","Henry.Maisonneuve@Edmonton.Ca","780-913-5690",,"O-day'min","Downtown","10020-100 street",,"53.54033959562135","-113.49039417981159","MULTIPOINT ((-113.490394179812 53.540339595621))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project will improve the safety and security of the Telus Transit Shelter following the Crime Prevention Through Environmental Design (CPTED) principle.<h3>Latest Update:</h3>The TELUS Transit Shelter Security Improvements Project is in the Construction Phase and is 3% complete. The project is trending as per the baseline schedule and cost plan. Long lead delivery items are in the acquisition process. The project will be in service by Q3 2022.<h3>Contact Information:</h3><b>Contact:</b> Henry Maisonneuve<br /><b>Email:</b> Henry.Maisonneuve@Edmonton.Ca<br /><b>Phone:</b> 780-913-5690","500000","https://i.imgur.com/xOhBLee.png","No"
"eB-10889","Transportation","River Crossing Mobility Network Design","19-17-0601","The Rossdale Transportation Network project, identified in the River Crossing Business Plan, aims to enhance public spaces and design the roadway network for all modes of transportation. This project is currently funded for network analysis and concept design. Public engagement opportunities will be available to help refine the concept design. There is currently no timeline for construction.","The draft concept plan for the mobility network was shared with the public on June 23, 2022. The online public survey on the concept plan close on July 11, 2022. Public feedback collected will be used to inform the final concept plan, anticipated to be completed by the end of Q3 2022.  New scope to develop the servicing requirements for the River Crossing Business Plan area has been added to help inform future development initiatives. As a result of this addition, the project scope, schedule, and budget are now reporting yellow.","1230000","2022-07-31T00:00:00.000","2022-09-30T00:00:00.000","Concept","Yellow","Yellow","Yellow","Satya Gadidasu","Satya.Gadidasu@Edmonton.Ca","780-496-2407",,"O-day'min","ROSSDALE",,,"53.53291301","-113.4992563","MULTIPOINT ((-113.4992563 53.53291301))","Budget - The project is over its original targeted budget by less than 20%.","Schedule - The project is over its original targeted schedule by less than 20%.","Scope - The project has exceeded its original scope by less than 10%",,,"The Rossdale Transportation Network project, identified in the River Crossing Business Plan, aims to enhance public spaces and design the roadway network for all modes of transportation. This project is currently funded for network analysis and concept design. Public engagement opportunities will be available to help refine the concept design. There is currently no timeline for construction.<h3>Latest Update:</h3>The draft concept plan for the mobility network was shared with the public on June 23, 2022. The online public survey on the concept plan close on July 11, 2022. Public feedback collected will be used to inform the final concept plan, anticipated to be completed by the end of Q3 2022.  New scope to develop the servicing requirements for the River Crossing Business Plan area has been added to help inform future development initiatives. As a result of this addition, the project scope, schedule, and budget are now reporting yellow.<h3>Contact Information:</h3><b>Contact:</b> Satya Gadidasu<br /><b>Email:</b> Satya.Gadidasu@Edmonton.Ca<br /><b>Phone:</b> 780-496-2407","1462232","https://i.imgur.com/xOhBLee.png","No"
"eB-10254","Open Space","Summerlea Park Upgrades","CM-28-7055,CM-36-0000","The project will see upgrades to the Summerlea Community League project that includes: the replacement of six light standards, an additional shelter and concrete plaza, as well as additional park benches. There will be 14 mature tree transplants added by the Forestry department.","The contractor was issued a Notice of Default for not meeting their contractual obligations. The notice was responded to by the contractor and there is a new schedule that will have the shelter delivered and installed in August 2022. The contractor will also be attending to some minor landscaping deficiencies at that time which will complete the construction.","273991","2020-09-01T00:00:00.000","2022-11-30T00:00:00.000","Build","Green","Green","Red","Terry Enns","Terry.Enns@Edmonton.Ca","780-289-5026",,"sipiwiyiniwak","Summerlea","Summerlea Park","Composite","53.526821","-113.624351","MULTIPOINT ((-113.624351 53.526821))","Budget - The project is currently on budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"The project will see upgrades to the Summerlea Community League project that includes: the replacement of six light standards, an additional shelter and concrete plaza, as well as additional park benches. There will be 14 mature tree transplants added by the Forestry department.<h3>Latest Update:</h3>The contractor was issued a Notice of Default for not meeting their contractual obligations. The notice was responded to by the contractor and there is a new schedule that will have the shelter delivered and installed in August 2022. The contractor will also be attending to some minor landscaping deficiencies at that time which will complete the construction.<h3>Contact Information:</h3><b>Contact:</b> Terry Enns<br /><b>Email:</b> Terry.Enns@Edmonton.Ca<br /><b>Phone:</b> 780-289-5026","273991","https://i.imgur.com/xOhBLee.png","No"
"eB-10772","Open Space","Dawson Trail Renewal","CM-31-0000","Renewal of a a segment of river valley trail in Dawson.","Preliminary design has been completed and the project will proceed to the detailed design phase.  Construction is currently not funded for delivery.","75000","2022-07-31T00:00:00.000","2022-07-31T00:00:00.000","Detailed Design","Green","Green","Green","Bill Bunker","Bill.Bunker@Edmonton.Ca","780-719-6858",,"Métis","River Valley Kinnaird",,,"53.55009335","-113.4707362","MULTIPOINT ((-113.4707362 53.55009335))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"Renewal of a a segment of river valley trail in Dawson.<h3>Latest Update:</h3>Preliminary design has been completed and the project will proceed to the detailed design phase.  Construction is currently not funded for delivery.<h3>Contact Information:</h3><b>Contact:</b> Bill Bunker<br /><b>Email:</b> Bill.Bunker@Edmonton.Ca<br /><b>Phone:</b> 780-719-6858","75000","https://i.imgur.com/xOhBLee.png","No"
"eB-10630","Facility","Rossdale Apartment Roof Replacement","CM-13-0000","The Rossdale Apartment Roof Replacement project includes replacing the roof covering and skylight, as well as repairing various smaller roof and decking issues.","Tender is complete. Construction to commence summer 2022 with scheduled completion in late Q4 2022.","845088","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Development Design","Green","Red","Red","Darren Giacobbo","Darren.Giacobbo@Edmonton.Ca","780-919-7287",,"O-day'min","Rossdale","9540 - 101 Street NW",,"53.532085","-113.494256","MULTIPOINT ((-113.494256 53.532085))","Budget - The project is more than 30% over its original targeted budget.","Schedule - The project is more than 30% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"The Rossdale Apartment Roof Replacement project includes replacing the roof covering and skylight, as well as repairing various smaller roof and decking issues.<h3>Latest Update:</h3>Tender is complete. Construction to commence summer 2022 with scheduled completion in late Q4 2022.<h3>Contact Information:</h3><b>Contact:</b> Darren Giacobbo<br /><b>Email:</b> Darren.Giacobbo@Edmonton.Ca<br /><b>Phone:</b> 780-919-7287","445000","https://i.imgur.com/xOhBLee.png","No"
"eB-10484","Transportation","Malmo Plains Neighbourhood Reconstruction","21-40-9026,CM-25-0000","Malmo Plains has been chosen for neighbourhood renewal beginning in spring 2021 with anticipated completion in 2022. The project will include rehabilitating roads, replacing street lights, curbs and gutters, repairing sidewalks, and connecting missing sidewalk links where possible. Other opportunities to improve parks and public spaces will also be explored.","Construction for the 2022 (Year 2 of 2) scope of work is underway. The overall project is anticipated to be complete by the end of the consturction season.  Further project information can be found at edmonton.ca/BuildingMalmoPlains","26000000","2023-07-31T00:00:00.000","2022-12-31T00:00:00.000","Build","Green","Green","Green","Aladdin Benayad","Aladdin.Benayad@Edmonton.Ca","780-496-4055",,"papastew","Malmo Plains",,,"53.48569","-113.529623","MULTIPOINT ((-113.529623 53.48569))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/buildingmalmoplains/",,"Malmo Plains has been chosen for neighbourhood renewal beginning in spring 2021 with anticipated completion in 2022. The project will include rehabilitating roads, replacing street lights, curbs and gutters, repairing sidewalks, and connecting missing sidewalk links where possible. Other opportunities to improve parks and public spaces will also be explored.<h3>Latest Update:</h3>Construction for the 2022 (Year 2 of 2) scope of work is underway. The overall project is anticipated to be complete by the end of the consturction season.  Further project information can be found at edmonton.ca/BuildingMalmoPlains<h3>Contact Information:</h3><b>Contact:</b> Aladdin Benayad<br /><b>Email:</b> Aladdin.Benayad@Edmonton.Ca<br /><b>Phone:</b> 780-496-4055","26000000","https://i.imgur.com/xOhBLee.png","No"
"eB-10815","Transportation","Strathearn Neighbourhood Alley Reconstruction","CM-25-0000","Alley Renewal involves alley reconstruction and repaving, improvements to surface drainage where possible and upgrading of existing alley lighting to LED fixtures. Utility assessments and repairs, along with removals and pruning of trees and shrubs are also completed. Minor infrastructure enhancements to improve traffic safety for people who walk, bike, roll and drive may also be undertaken. There is an opportunity for a local improvement to add alley lighting if property owners are interested.","Design is currently underway. The project team is using public input, along with technical considerations, City policies and programs and available funding to refine the final design.  Exact construction phasing is still under review and is expected to occur between 2023-2025.","765000","2022-12-30T00:00:00.000","2022-12-30T00:00:00.000","Development Design","Green","Green","Green","Chase Gingles","Chase.Gingles@Edmonton.Ca","780-996-4372",,"Métis","Strathearn","Strathearn Neighbourhood Alley Reconstruction",,"53.53167208","-113.4638831","MULTIPOINT ((-113.4638831 53.53167208))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"Alley Renewal involves alley reconstruction and repaving, improvements to surface drainage where possible and upgrading of existing alley lighting to LED fixtures. Utility assessments and repairs, along with removals and pruning of trees and shrubs are also completed. Minor infrastructure enhancements to improve traffic safety for people who walk, bike, roll and drive may also be undertaken. There is an opportunity for a local improvement to add alley lighting if property owners are interested.<h3>Latest Update:</h3>Design is currently underway. The project team is using public input, along with technical considerations, City policies and programs and available funding to refine the final design.  Exact construction phasing is still under review and is expected to occur between 2023-2025.<h3>Contact Information:</h3><b>Contact:</b> Chase Gingles<br /><b>Email:</b> Chase.Gingles@Edmonton.Ca<br /><b>Phone:</b> 780-996-4372","765000","https://i.imgur.com/xOhBLee.png","No"
"eB-10817","Transportation","Low Level Bridges Rehabilitation","CM-24-0000","Rehabilitation on the Low Level Bridges (northbound and southbound) will extend the life cycle of the bridges for over 20 years. The project is currently funded to be executed up to the preliminary design phase.","The northbound and southbound Low Level Bridges are undergoing planned rehabilitations. Design is ongoing and is scheduled to be completed in Q4 2022.  The project schedule and budget are red due to additional work required assess and validate bridge condition.","273153","2021-11-30T00:00:00.000","2022-10-15T00:00:00.000","Concept","Yellow","Red","Red","Mitchell Schutta","Mitchell.Schutta@Edmonton.Ca","780-442-1757",,"Métis","Cloverdale",,,"53.538042","-113.486897","MULTIPOINT ((-113.486897 53.538042))","Budget - The project is more than 20% over its original targeted budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project has exceeded its original scope by less than 10%",,,"Rehabilitation on the Low Level Bridges (northbound and southbound) will extend the life cycle of the bridges for over 20 years. The project is currently funded to be executed up to the preliminary design phase.<h3>Latest Update:</h3>The northbound and southbound Low Level Bridges are undergoing planned rehabilitations. Design is ongoing and is scheduled to be completed in Q4 2022.  The project schedule and budget are red due to additional work required assess and validate bridge condition.<h3>Contact Information:</h3><b>Contact:</b> Mitchell Schutta<br /><b>Email:</b> Mitchell.Schutta@Edmonton.Ca<br /><b>Phone:</b> 780-442-1757","687653","https://i.imgur.com/xOhBLee.png","No"
"eB-10824","Facility","EWMC Site & Waste Services Facilties Fire Protection Design & Delivery","CM-81-0005 for Planning & Design; CM-81-2045 for Delivery","Six facilities including the Edmonton Waste Management Centre Research & Development Facility, eco-stations and other Waste Services facilities require upgrades for key building fire protection systems.","Various Waste Services facilities require upgrades to their facility fire protection systems. A consultant was hired in March 2022 and the schematic design has been completed as of June 2022.   Detailed design will start in July 2022.","42000","2022-12-30T00:00:00.000","2022-07-15T00:00:00.000","Development Design","Green","Red","Yellow","Melanie Lee","Melanie.Lee@Edmonton.Ca","780-293-6117",,"Dene","Clover Bar Area",,,"53.59357375","-113.3421411","MULTIPOINT ((-113.3421411 53.59357375))","Budget - The project is more than 30% over its original targeted budget.","Schedule - The project is over its original targeted schedule by less than 30%.","Scope - The project is within the scope approved in the project charter.",,,"Six facilities including the Edmonton Waste Management Centre Research & Development Facility, eco-stations and other Waste Services facilities require upgrades for key building fire protection systems.<h3>Latest Update:</h3>Various Waste Services facilities require upgrades to their facility fire protection systems. A consultant was hired in March 2022 and the schematic design has been completed as of June 2022.   Detailed design will start in July 2022.<h3>Contact Information:</h3><b>Contact:</b> Melanie Lee<br /><b>Email:</b> Melanie.Lee@Edmonton.Ca<br /><b>Phone:</b> 780-293-6117","73000","https://i.imgur.com/xOhBLee.png","No"
"eB-10842","Facility","Clareview Rec Centre & Library - Solar Photovoltaic Installation","CM-10-1012","This project includes the installation of a solar photovoltaic array on the Clareview Recreation Centre and Library. This installation is part of the City's Greenhouse Gas Management Plan to offset energy used by City of Edmonton buildings and sites.","Design for Clareview Recreation Centre and Library Solar PV Installation has reached 100% completion. The project continues to progress per baseline plan with construction tendering completed and the overall project still on target to be completed by Q4 2022.","1590599","2022-07-29T00:00:00.000","2022-11-30T00:00:00.000","Build","Green","Green","Red","Michael Schneider","Michael.Schneider@Edmonton.Ca","780-999-7452",,"Dene","Clareview Town Centre",,,"53.60197707692944","-113.40307537155394","MULTIPOINT ((-113.403075371554 53.601977076929))","Budget - The project is currently on budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project includes the installation of a solar photovoltaic array on the Clareview Recreation Centre and Library. This installation is part of the City's Greenhouse Gas Management Plan to offset energy used by City of Edmonton buildings and sites.<h3>Latest Update:</h3>Design for Clareview Recreation Centre and Library Solar PV Installation has reached 100% completion. The project continues to progress per baseline plan with construction tendering completed and the overall project still on target to be completed by Q4 2022.<h3>Contact Information:</h3><b>Contact:</b> Michael Schneider<br /><b>Email:</b> Michael.Schneider@Edmonton.Ca<br /><b>Phone:</b> 780-999-7452","1590599","https://i.imgur.com/xOhBLee.png","No"
