"event_number","event_type_group","event_description","approximate_location","neighbourhood_id","neighbourhood_name","dispatch_date","dispatch_time","dispatch_year","dispatch_month_name","dispatch_month_number","dispatch_day_number","day_of_week","event_close_date","event_close_time","equipment_assigned","latitude","longitude","location","count","geometry_point"
"E21031345","AL","ALARMS","No location","4640","WILSON INDUSTRIAL","2021-05-25T00:00:00.000","14:16:41","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","14:24:07",,"53.55392970011048","-113.63345944936","
,  
(53.55392970011048, -113.63345944936)","1",
"E21031291","TA","MOTOR VEHICLE INCIDENT","153 AV EB NW / CASTLE DOWNS RD NB NW","3111","GRIESBACH","2021-05-25T00:00:00.000","10:36:51","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:55:34",,"53.614126863146254","-113.51661144412368","
,  
(53.614126863146254, -113.51661144412368)","1",
"E21031421","MD","MEDICAL","87 AV NW / 114 ST NW","5520","UNIVERSITY OF ALBERTA","2021-05-25T00:00:00.000","22:05:27","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","22:20:43",,"53.52290649043594","-113.52555490830177","
,  
(53.52290649043594, -113.52555490830177)","1",
"E21031366","MD","MEDICAL","No location","4170","GARSIDE INDUSTRIAL","2021-05-25T00:00:00.000","16:33:20","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","18:35:59",,"53.57004761126022","-113.58004775419352","
,  
(53.57004761126022, -113.58004775419352)","1",
"E21031338","MD","MEDICAL","46 ST NW / 114 AV NW","2100","BEVERLY HEIGHTS","2021-05-25T00:00:00.000","13:57:07","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","14:27:38",,"53.56678903186529","-113.41223171617399","
,  
(53.56678903186529, -113.41223171617399)","1",
"E21031342","86",,"105 AV NW / 106 AV NW","1030","CENTRAL MCDOUGALL",,,,,,,,"2021-05-25T00:00:00.000","14:02:53",,"53.54912269924386","-113.50036756425263","
,  
(53.54912269924386, -113.50036756425263)","1",
"E21031262","MD","MEDICAL","No location","1020","BOYLE STREET","2021-05-25T00:00:00.000","08:41:05","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:07:53",,"53.55675881539738","-113.4708523239532","
,  
(53.55675881539738, -113.4708523239532)","1",
"E21031328","MD","MEDICAL","No location","5170","EMPIRE PARK","2021-05-25T00:00:00.000","13:34:37","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","14:44:30",,"53.48265799798951","-113.50787835343849","
,  
(53.48265799798951, -113.50787835343849)","1",
"E21031313","AL","ALARMS","62 ST NW / OTTEWELL RD NW","6550","OTTEWELL","2021-05-25T00:00:00.000","12:09:12","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","12:17:04",,"53.5267987932427","-113.43131687886608","
,  
(53.5267987932427, -113.43131687886608)","1",
"E21031320","MD","MEDICAL","No location","5458","ALLARD","2021-05-25T00:00:00.000","12:36:16","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","13:42:24",,"53.396558128943","-113.53528728399708","
,  
(53.396558128943, -113.53528728399708)","1",
"E21031379","MD","MEDICAL","106 AV EB NW / WAYNE GRETZKY DR SB NW","6620","RIVER VALLEY GOLD BAR","2021-05-25T00:00:00.000","18:04:53","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","19:01:02",,"53.54928259811451","-113.43935087699033","
,  
(53.54928259811451, -113.43935087699033)","1",
"E21031286","AL","ALARMS","No location","6442","SILVER BERRY","2021-05-25T00:00:00.000","10:16:29","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:27:07",,"53.454263591992486","-113.37539677725132","
,  
(53.454263591992486, -113.37539677725132)","1",
"E21031432","AL","ALARMS","No location","2511","MAYLIEWAN","2021-05-25T00:00:00.000","23:29:34","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","23:35:02",,"53.6266714748083","-113.46552971671834","
,  
(53.6266714748083, -113.46552971671834)","1",
"E21031326","PM","PERMIT-BURNING OR OTHER","RIVERBEND RD NW / DEAD END","5610","HADDOW",,,,,,,,"2021-05-25T00:00:00.000","13:50:23",,"53.45970299186415","-113.59052616064176","
,  
(53.45970299186415, -113.59052616064176)","1",
"E21031373","MD","MEDICAL","29 AV NW / 29A AV NW","5180","ERMINESKIN","2021-05-25T00:00:00.000","17:17:51","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","19:10:13",,"53.46078024243122","-113.51232044566937","
,  
(53.46078024243122, -113.51232044566937)","1",
"E21031380","FR","FIRE","No location","1030","CENTRAL MCDOUGALL","2021-05-25T00:00:00.000","18:06:21","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","18:27:46",,"53.551999108699775","-113.49870932652182","
,  
(53.551999108699775, -113.49870932652182)","1",
"E21031274","MD","MEDICAL","25 AV NW / 26 AV NW","6030","BISSET","2021-05-25T00:00:00.000","09:15:29","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:27:14",,"53.455572524323806","-113.40324579144861","
,  
(53.455572524323806, -113.40324579144861)","1",
"E21031363","MD","MEDICAL","No location","2100","BEVERLY HEIGHTS","2021-05-25T00:00:00.000","16:23:35","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","18:00:06",,"53.55981194302545","-113.39903123287074","
,  
(53.55981194302545, -113.39903123287074)","1",
"E21031207","MD","MEDICAL","No location","4090","CANORA","2021-05-24T00:00:00.000","22:29:09","2021","MAY","05","24","Monday","2021-05-25T00:00:00.000","00:45:45",,"53.54709505243612","-113.58620185732664","
,  
(53.54709505243612, -113.58620185732664)","1",
"E21031376","TA","MOTOR VEHICLE INCIDENT","206 ST NB NW / WEBBER GREENS DR NW","4710","POTTER GREENS","2021-05-25T00:00:00.000","17:27:47","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","18:34:33",,"53.52433719476061","-113.67296668443716","
,  
(53.52433719476061, -113.67296668443716)","1",
"E21031318","MD","MEDICAL","168A AV NW / 169A AV NW","3030","BATURYN","2021-05-25T00:00:00.000","12:33:13","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","15:16:05",,"53.630111815140076","-113.51176003884927","
,  
(53.630111815140076, -113.51176003884927)","1",
"E21031401","XX","OTHER","No location","6663",,"2021-05-25T00:00:00.000","19:47:51","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","19:54:25",,"53.42458565054279","-113.38096860414326","
,  
(53.42458565054279, -113.38096860414326)","1",
"E21031309","MD","MEDICAL","182 ST NW / RIGHTCUT STONY PLAIN RD WB NW","4400","PLACE LARUE","2021-05-25T00:00:00.000","11:51:15","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","12:39:21",,"53.54117095552482","-113.63892357272073","
,  
(53.54117095552482, -113.63892357272073)","1",
"E21031317","MD","MEDICAL","No location","1230","SPRUCE AVENUE","2021-05-25T00:00:00.000","12:23:32","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","12:37:49",,"53.564102156349605","-113.50244404072964","
,  
(53.564102156349605, -113.50244404072964)","1",
"E21031433","CA","CITIZEN ASSIST","GLASTONBURY CT NW / GILLESPIE CRES NW","4720","GLASTONBURY","2021-05-25T00:00:00.000","23:33:07","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","23:44:44",,"53.502910273772486","-113.67177304412229","
,  
(53.502910273772486, -113.67177304412229)","1",
"E21031231","MD","MEDICAL","No location","6661","CHARLESWORTH","2021-05-25T00:00:00.000","03:41:47","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","07:16:36",,"53.42687553749991","-113.42785447612411","
,  
(53.42687553749991, -113.42785447612411)","1",
"E21031240","MD","MEDICAL","99 ST NW / 102A AV NW","1090","DOWNTOWN","2021-05-25T00:00:00.000","06:30:16","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","08:36:58",,"53.54455559781966","-113.48916238225236","
,  
(53.54455559781966, -113.48916238225236)","1",
"E21031279","MD","MEDICAL","99 AV NW / RIGHTCUT 100 AV NW","4180","GLENWOOD","2021-05-25T00:00:00.000","09:34:49","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:47:56",,"53.53790067620641","-113.61003188257705","
,  
(53.53790067620641, -113.61003188257705)","1",
"E21031233","MD","MEDICAL","No location","5505","AMBLESIDE","2021-05-25T00:00:00.000","05:11:38","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","06:21:17",,"53.43392717688675","-113.6111268070927","
,  
(53.43392717688675, -113.6111268070927)","1",
"E21031417","MD","MEDICAL","95 ST NW / 95A ST NW","1020","BOYLE STREET","2021-05-25T00:00:00.000","21:45:09","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","23:06:03",,"53.549554261739985","-113.48138999343095","
,  
(53.549554261739985, -113.48138999343095)","1",
"E21031335","MD","MEDICAL","No location","3430","WELLINGTON","2021-05-25T00:00:00.000","13:43:50","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","17:35:38",,"53.59419745860872","-113.5445363714282","
,  
(53.59419745860872, -113.5445363714282)","1",
"E21031369","CA","CITIZEN ASSIST","No location","1010","ALBERTA AVENUE","2021-05-25T00:00:00.000","17:08:25","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","17:21:57",,"53.56972049477278","-113.48915132546566","
,  
(53.56972049477278, -113.48915132546566)","1",
"E20030124","FR","FIRE","No location","6550","OTTEWELL","2020-05-26T00:00:00.000","14:45:26","2020","MAY","05","26","Tuesday","2020-05-26T00:00:00.000","15:09:10",,"53.53322471607154","-113.44229466393783","
,  
(53.53322471607154, -113.44229466393783)","1",
"E21031405","MD","MEDICAL","29 ST NW / 32 ST NW","2660","RUNDLE HEIGHTS","2021-05-25T00:00:00.000","20:17:07","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","22:03:00",,"53.56881830455895","-113.39100476940614","
,  
(53.56881830455895, -113.39100476940614)","1",
"E21031397","MD","MEDICAL","PINE DR NW / RAVINE RD NW","2270","EVERGREEN","2021-05-25T00:00:00.000","19:35:07","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","20:35:57",,"53.63063803971096","-113.34578499954769","
,  
(53.63063803971096, -113.34578499954769)","1",
"E21031302","MD","MEDICAL","173 ST NW / 176 ST NW","4070","CALLINGWOOD NORTH","2021-05-25T00:00:00.000","11:16:44","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","13:08:54",,"53.50885431880745","-113.62581907317335","
,  
(53.50885431880745, -113.62581907317335)","1",
"E21031253","PM","PERMIT-BURNING OR OTHER","40 ST NW / 41 ST NW","2100","BEVERLY HEIGHTS",,,,,,,,"2021-05-25T00:00:00.000","15:51:40",,"53.57036142106285","-113.4042735663104","
,  
(53.57036142106285, -113.4042735663104)","1",
"E21031382","MD","MEDICAL","WEST VIEW CRES NW / WEST VIEW CRES NW","4620","WESTVIEW VILLAGE","2021-05-25T00:00:00.000","18:13:41","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","20:51:44",,"53.553768399407","-113.69733245300525","
,  
(53.553768399407, -113.69733245300525)","1",
"E21031316","AL","ALARMS","DEAD END / HOOKE PL NW","2120","CANON RIDGE","2021-05-25T00:00:00.000","12:17:34","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","12:40:24",,"53.583387490382506","-113.37763024439481","
,  
(53.583387490382506, -113.37763024439481)","1",
"E21031367","TA","MOTOR VEHICLE INCIDENT","41 AV SW / 50 ST SW","6660","RURAL SOUTH EAST","2021-05-25T00:00:00.000","16:41:51","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","17:48:03",,"53.3958780800619","-113.41811472975343","
,  
(53.3958780800619, -113.41811472975343)","1",
"E21031392","AL","ALARMS","No location","3030","BATURYN","2021-05-25T00:00:00.000","18:58:47","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","19:06:29",,"53.63563378493921","-113.50875575387327","
,  
(53.63563378493921, -113.50875575387327)","1",
"E21031349","MD","MEDICAL","GUARDIAN RD NW / GRANTHAM CT NB NW","4720","GLASTONBURY","2021-05-25T00:00:00.000","14:23:16","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","14:46:55",,"53.507972617413145","-113.67112779235751","
,  
(53.507972617413145, -113.67112779235751)","1",
"E21031238","OF","OUTSIDE FIRE","No location","1140","MCCAULEY","2021-05-25T00:00:00.000","06:00:06","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","06:29:28",,"53.55594959530137","-113.49028711103723","
,  
(53.55594959530137, -113.49028711103723)","1",
"E21031225","AL","ALARMS","95 ST NW / 96 ST NW","1140","MCCAULEY","2021-05-25T00:00:00.000","02:06:06","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","02:24:18",,"53.55459919590213","-113.48494720472571","
,  
(53.55459919590213, -113.48494720472571)","1",
"E21031204","MD","MEDICAL","109 ST NW / RIGHTCUT 111 ST NB NW","5180","ERMINESKIN","2021-05-24T00:00:00.000","22:21:21","2021","MAY","05","24","Monday","2021-05-25T00:00:00.000","01:04:59",,"53.46117053629119","-113.515804536228","
,  
(53.46117053629119, -113.515804536228)","1",
"E21031277","CA","CITIZEN ASSIST","No location","3390","ROSSLYN","2021-05-25T00:00:00.000","09:34:21","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","09:49:25",,"53.59773273890735","-113.50483007339929","
,  
(53.59773273890735, -113.50483007339929)","1",
"E21031346","TA","MOTOR VEHICLE INCIDENT","118 AV NW / 40 ST NW","2040","BEACON HEIGHTS","2021-05-25T00:00:00.000","14:17:05","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","16:04:11",,"53.570365766049065","-113.40302243149385","
,  
(53.570365766049065, -113.40302243149385)","1",
"E21031255","TM","TRAINING/MAINTENANCE","186 ST NW / DEAD END","4410","POUNDMAKER INDUSTRIAL","2021-05-25T00:00:00.000","08:19:55","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","15:39:25",,"53.55217765923358","-113.64522507457957","
,  
(53.55217765923358, -113.64522507457957)","1",
"E21031377","CA","CITIZEN ASSIST","No location","3430","WELLINGTON","2021-05-25T00:00:00.000","17:53:11","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","18:21:33",,"53.59687091084929","-113.55980203378381","
,  
(53.59687091084929, -113.55980203378381)","1",
"E21031282","AL","ALARMS","No location","6442","SILVER BERRY","2021-05-25T00:00:00.000","09:51:24","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:04:38",,"53.454263591992486","-113.37539677725132","
,  
(53.454263591992486, -113.37539677725132)","1",
"E21031244","OF","OUTSIDE FIRE","100 ST NW / 102A AV NW","1090","DOWNTOWN","2021-05-25T00:00:00.000","06:55:21","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","07:48:33",,"53.54445544153492","-113.4909021759402","
,  
(53.54445544153492, -113.4909021759402)","1",
"E21031278","AL","ALARMS","No location","1150","OLIVER","2021-05-25T00:00:00.000","09:34:35","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","09:40:50",,"53.53901369355064","-113.51918274037504","
,  
(53.53901369355064, -113.51918274037504)","1",
"E21031319","AL","ALARMS","No location","3230","HUFF BREMNER ESTATE INDUSTRIAL","2021-05-25T00:00:00.000","12:33:24","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","12:42:48",,"53.56982916841234","-113.57503399541112","
,  
(53.56982916841234, -113.57503399541112)","1",
"E21031268","MD","MEDICAL","ANDREWS WAY EB SW / ANDREWS WAY SW","5505","AMBLESIDE","2021-05-25T00:00:00.000","09:04:11","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","11:17:34",,"53.42881354391513","-113.59036785896859","
,  
(53.42881354391513, -113.59036785896859)","1",
"E21031360","MD","MEDICAL","86 AV NW / 87 AV NW","4140","ELMWOOD",,,,,,,,"2021-05-25T00:00:00.000","17:10:56",,"53.518866912576904","-113.59963827758894","
,  
(53.518866912576904, -113.59963827758894)","1",
"E21031350","MD","MEDICAL","No location","4590","WEST MEADOWLARK PARK","2021-05-25T00:00:00.000","14:25:52","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","16:59:22",,"53.52581158477546","-113.60975465579567","
,  
(53.52581158477546, -113.60975465579567)","1",
"E21031300","AL","ALARMS","No location","1090","DOWNTOWN","2021-05-25T00:00:00.000","11:10:44","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","11:17:29",,"53.54618139275424","-113.49659867791196","
,  
(53.54618139275424, -113.49659867791196)","1",
"E21031414","OF","OUTSIDE FIRE","No location","1010","ALBERTA AVENUE","2021-05-25T00:00:00.000","21:20:06","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","21:29:23",,"53.56920714964255","-113.47847302585842","
,  
(53.56920714964255, -113.47847302585842)","1",
"E21031229","MD","MEDICAL","DEAD END / 95 ST NW","1020","BOYLE STREET","2021-05-25T00:00:00.000","03:37:11","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","05:08:12",,"53.54451955864126","-113.47606092913179","
,  
(53.54451955864126, -113.47606092913179)","1",
"E21031261","TM","TRAINING/MAINTENANCE","DEAD END / 94 AV NW","1220","ROSSDALE","2021-05-25T00:00:00.000","08:33:53","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","16:08:23",,"53.52886799008548","-113.49370295663647","
,  
(53.52886799008548, -113.49370295663647)","1",
"E21031234","MD","MEDICAL","73 ST NW / 79 ST NW","1120","EDMONTON NORTHLANDS","2021-05-25T00:00:00.000","05:24:48","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","06:16:10",,"53.5642169059384","-113.45362600944584","
,  
(53.5642169059384, -113.45362600944584)","1",
"E21031368","AL","ALARMS","RIGHTCUT SASKATCHEWAN DR NW / 105 ST NW","5390","RIVER VALLEY WALTERDALE","2021-05-25T00:00:00.000","16:47:44","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","17:15:31",,"53.523382790883616","-113.49768976646533","
,  
(53.523382790883616, -113.49768976646533)","1",
"E21031339","MD","MEDICAL","100 ST NW / 100A ST NW","1090","DOWNTOWN","2021-05-25T00:00:00.000","13:59:13","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","14:20:41",,"53.54123601196747","-113.49183726444322","
,  
(53.54123601196747, -113.49183726444322)","1",
"E21031285","PM","PERMIT-BURNING OR OTHER","PARSONS RD NW / 101 ST NW","6570","PARSONS INDUSTRIAL",,,,,,,,"2021-05-25T00:00:00.000","13:20:45",,"53.45783290832055","-113.48697292326463","
,  
(53.45783290832055, -113.48697292326463)","1",
"E21031351","PM","PERMIT-BURNING OR OTHER","57 ST NW / 125A AV NW","2360","INDUSTRIAL HEIGHTS",,,,,,,,"2021-05-25T00:00:00.000","15:51:40",,"53.582831676206645","-113.42913055201834","
,  
(53.582831676206645, -113.42913055201834)","1",
"E21031228","AL","ALARMS","CASSELMAN LINK SW / CUNNINGHAM DR SW","5457","CALLAGHAN","2021-05-25T00:00:00.000","03:29:28","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","03:47:06",,"53.407217442083315","-113.52994173970235","
,  
(53.407217442083315, -113.52994173970235)","1",
"E21031230","MD","MEDICAL","145 AV NW / 146 AV NW","2130","CASSELMAN","2021-05-25T00:00:00.000","03:40:00","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","04:01:51",,"53.60869925963812","-113.41991963801009","
,  
(53.60869925963812, -113.41991963801009)","1",
"E21031364","CA","CITIZEN ASSIST","170 ST SB NW / 170 ST NB NW","4520","SUMMERLEA","2021-05-25T00:00:00.000","16:29:32","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","16:49:19",,"53.52386680949386","-113.61533831501822","
,  
(53.52386680949386, -113.61533831501822)","1",
"E21031249","MD","MEDICAL","71 AV NW / UNIVERSITY AV NW","5151","STRATHCONA JUNCTION","2021-05-25T00:00:00.000","07:19:07","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","08:02:33",,"53.507469048000914","-113.49465878237673","
,  
(53.507469048000914, -113.49465878237673)","1",
"E21031310","AL","ALARMS","No location","4020","ALDERGROVE","2021-05-25T00:00:00.000","11:54:40","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","12:02:30",,"53.51376260829769","-113.65079716899056","
,  
(53.51376260829769, -113.65079716899056)","1",
"E21031384","MD","MEDICAL","No location","2260","EVANSDALE","2021-05-25T00:00:00.000","18:19:46","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","21:02:46",,"53.61521629350958","-113.47255691620492","
,  
(53.61521629350958, -113.47255691620492)","1",
"E21031386","MD","MEDICAL","117A AV NW / 117B AV NW","3240","INGLEWOOD","2021-05-25T00:00:00.000","18:36:42","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","20:31:35",,"53.569153740117855","-113.54118426173642","
,  
(53.569153740117855, -113.54118426173642)","1",
"E21031413","MD","MEDICAL","No location","1140","MCCAULEY","2021-05-25T00:00:00.000","21:18:11","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","23:38:55",,"53.555905509434176","-113.4898724417364","
,  
(53.555905509434176, -113.4898724417364)","1",
"E21031280","TA","MOTOR VEHICLE INCIDENT","No location","4013","ANTHONY HENDAY TERWILLEGAR","2021-05-25T00:00:00.000","09:36:45","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:39:52",,"53.4375827248498","-113.59493547360051","
,  
(53.4375827248498, -113.59493547360051)","1",
"E21031215","MD","MEDICAL","No location","4462","EDGEMONT","2021-05-24T00:00:00.000","23:30:40","2021","MAY","05","24","Monday","2021-05-25T00:00:00.000","01:39:50",,"53.47392673731414","-113.6753109587168","
,  
(53.47392673731414, -113.6753109587168)","1",
"E21031213","MD","MEDICAL","FORT RD NW / 129 AV NW","2080","BELVEDERE","2021-05-24T00:00:00.000","23:15:39","2021","MAY","05","24","Monday","2021-05-25T00:00:00.000","02:44:52",,"53.587594007065704","-113.4412800324589","
,  
(53.587594007065704, -113.4412800324589)","1",
"E21031400","82",,"SOUTHGATE STN SB NW / RIGHTCUT 51 AV EB NW","5170","EMPIRE PARK",,,,,,,,"2021-05-25T00:00:00.000","19:50:00",,"53.485444691402336","-113.51673984044935","
,  
(53.485444691402336, -113.51673984044935)","1",
"E21031232","CA","CITIZEN ASSIST","ADAMSON DR SW / AMERONGEN CRES SW","5458","ALLARD","2021-05-25T00:00:00.000","04:16:35","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","04:29:43",,"53.39790099157333","-113.52097428760032","
,  
(53.39790099157333, -113.52097428760032)","1",
"E21031235","MD","MEDICAL","No location","6061","CAPILANO","2021-05-25T00:00:00.000","05:27:50","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","10:26:17",,"53.55312027279838","-113.42323519800972","
,  
(53.55312027279838, -113.42323519800972)","1",
"E21031220","MD","MEDICAL","RIVERBEND RD NW / DEAD END","5610","HADDOW","2021-05-24T00:00:00.000","23:52:00","2021","MAY","05","24","Monday","2021-05-25T00:00:00.000","01:00:58",,"53.459711830935234","-113.59116116180792","
,  
(53.459711830935234, -113.59116116180792)","1",
"E21031408","MD","MEDICAL","UNIVERSITY STN NW / 114 ST NW","5520","UNIVERSITY OF ALBERTA","2021-05-25T00:00:00.000","20:51:47","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","21:13:40",,"53.52477042120344","-113.52542527262688","
,  
(53.52477042120344, -113.52542527262688)","1",
"E21031211","TA","MOTOR VEHICLE INCIDENT","111 AV NW / 95 ST NW","1140","MCCAULEY","2021-05-24T00:00:00.000","23:10:55","2021","MAY","05","24","Monday","2021-05-25T00:00:00.000","01:40:13",,"53.56004610369254","-113.4870043335489","
,  
(53.56004610369254, -113.4870043335489)","1",
"E21031359","MD","MEDICAL","105 ST NW / 106 ST NW","1090","DOWNTOWN","2021-05-25T00:00:00.000","15:31:08","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","15:52:47",,"53.54094070405715","-113.5012084684974","
,  
(53.54094070405715, -113.5012084684974)","1",
"E21031258","86",,"103 AV NW / 104 AV NW","1090","DOWNTOWN",,,,,,,,"2021-05-25T00:00:00.000","08:27:24",,"53.545638513836366","-113.49922164945221","
,  
(53.545638513836366, -113.49922164945221)","1",
"E21031391","MD","MEDICAL","No location","3180","DUNLUCE","2021-05-25T00:00:00.000","18:56:00","2021","MAY","05","25","Tuesday","2021-05-25T00:00:00.000","21:52:30",,"53.618005936283154","-113.53638536287932","
,  
(53.618005936283154, -113.53638536287932)","1",
