"city_file_number","permit_type","permit_class","permit_date","status","description_of_development","address","legal_description","neighbourhood_id","neighbourhood","neighbourhood_classification","ward","zoning","land_parcel_count","latitude","longitude","location","geometry_point"
"341552655-001","Sign Permit","Class A",,"Approved","To install (1) Fascia On-premises Sign (QUADZ CANNABIS STORE)","16624 - 109 AVENUE NW","Plan 2477KS Blk 4 Lot 6","4600","WEST SHEFFIELD INDUSTRIAL",,"Nakota Isga Ward","IB","1","53.556335002610204","-113.60630998208516","
,  
(53.556335002610204, -113.60630998208516)","POINT (-114.00102064491078 0.0004843955862875)"
"332854473-002","Major Development Permit","Not Available","2019-09-03T00:00:00.000","Approved","To construct Exterior Alterations (Facade Improvements) and Interior Alterations to an existing Restaurant Use building (Tim Hortons)","13604 - 137 AVENUE NW","Plan 0222375 Blk 5 Lot 5","3340","PEMBINA","Established","Anirniq Ward","CSC","1","53.60036982331751","-113.55805024299927","
,  
(53.60036982331751, -113.55805024299927)","POINT (-114.0010202113428 0.000484793863593)"
"422859629-002","Minor Development Permit","Class A","2022-02-14T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear uncovered deck (5.18, x 2.44m), and side entrance.","216 - 42 STREET SW","Plan 2122689 Blk 1 Lot 128","6661","CHARLESWORTH","Developing","Karhiio Ward","RLD","1","53.43075509607748","-113.40559773425079","
,  
(53.43075509607748, -113.40559773425079)","POINT (-114.00101884170165 0.0004832597663619)"
"172862060-001","House Combo Permit","Class A","2015-06-10T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage, front veranda (4.72m x 2.44m to 3.66m), and a fireplace.","7388 - MAY COMMON NW","Plan 1224344 Blk 8 Lot 57","5476","MAGRATH HEIGHTS","Developing","pihêsiwin Ward","RSL","1","53.445311549574114","-113.55209985767392","
,  
(53.445311549574114, -113.55209985767392)","POINT (-114.00102015788424 0.0004833914236498)"
"109782435-005","Minor Development Permit","Class A","2015-09-01T00:00:00.000","Approved","To construct interior alterations to an existing Single Detached House, Basement development (NOT to be used as an additional Dwelling).","3235 - 21 AVENUE NW","Plan 0927123 Blk 7 Lot 11","6444","LAUREL","Developing","Sspomitapi Ward","RSL","1","53.45099789387372","-113.38883064429213","
,  
(53.45099789387372, -113.38883064429213)","POINT (-114.00101869106525 0.0004834428543553)"
"228988144-001","House Combo Permit","Class A","2016-09-29T00:00:00.000","Approved","To construct a Single Detached House with a front attached Garage, front veranda, rear uncovered Deck (4.57 m x 3.05 m), and fireplace.","7023 - 173 AVENUE NW","Plan 1424001 Blk 14 Lot 19","2700","SCHONSEE","Developing","tastawiyiniwak Ward","RSL","1","53.63452716197614","-113.45185565008278","
,  
(53.63452716197614, -113.45185565008278)","POINT (-114.00101925728514 0.000485102803032)"
"186955664-002","Accessory Building Combo Permit","Class A","2016-03-22T00:00:00.000","Approved","To construct an Accessory Building (Detached Garage)","3465 - WEIDLE WAY SW","Plan 1325137 Blk 16 Lot 38","6662","WALKER","Developing","Karhiio Ward","RPL","1","53.41122934399977","-113.43960875687092","
,  
(53.41122934399977, -113.43960875687092)","POINT (-114.00101914725843 0.0004830831637597)"
"228420258-001","House Combo Permit","Class B","2016-10-13T00:00:00.000","Other","To construct a Single Detached House with a veranda.","2425 - CASEY LINK SW","Plan 1523223 Blk 10 Lot 9","5467","CAVANAGH","Developing","Ipiihkoohkanipiaohtsi Ward","RMD","1","53.409734878112864","-113.5050513606649","
,  
(53.409734878112864, -113.5050513606649)","POINT (-114.00101973519813 0.0004830696469146)"
"424700579-002","Minor Development Permit","Class A","2022-03-04T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch and side entrance.","303 - 36 AVENUE NW","Plan 2121834 Blk 6 Lot 24","6441","MAPLE","Developing","Sspomitapi Ward","RMD","1","53.471835001925534","-113.34654219647021","
,  
(53.471835001925534, -113.34654219647021)","POINT (-114.00101831114368 0.0004836313176468)"
"238096550-001","House Combo Permit","Class A","2017-01-27T00:00:00.000","Approved","To construct a Single Detached House with front veranda.","1516 - 22 STREET NW","Plan 1620504 Blk 3 Lot 21","6444","LAUREL","Developing","Sspomitapi Ward","RPL","1","53.44369755949275","-113.37437758122618","
,  
(53.44369755949275, -113.37437758122618)","POINT (-114.0010185612182 0.0004833768257566)"
"440254011-002","Minor Development Permit",,,"In Progress","To construct a Garden Suite with balcony.","8147G - 79 AVENUE NW","Plan 1738HW Blk 38 Lot 26","6360","KING EDWARD PARK","Mature","Métis Ward","RF3","1","53.514873361285","-113.45446637570666","
,  
(53.514873361285, -113.45446637570666)","POINT (-114.00101928074004 0.0004840205823585)"
"219301166-001","Major Development Permit","Not Available",,"In Progress","Application for Rezoning, NSP, Text Amendment (Downtown)","10609 - 104 AVENUE NW","Plan B2 Blk 6 Lots 165-172","1090","DOWNTOWN","Central Core","O-day'min Ward,O-day'min Ward","DC1,DC1","2","53.54560277458659","-113.50343665741093","
,  
(53.54560277458659, -113.50343665741093)","POINT (-114.00101972069156 0.0004842985175863)"
"407871618-002","Minor Development Permit","Class A","2021-11-26T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and Unenclosed Front Porch.","2023 - 206 STREET NW","Plan 2122584 Blk 16 Lot 6","4468","STILLWATER","Developing","sipiwiyiniwak Ward","SLD","1","53.45227506388182","-113.67259003931972","
,  
(53.45227506388182, -113.67259003931972)","POINT (-114.00102124037421 0.0004834544058458)"
"232543190-001","Minor Development Permit","Class A","2016-10-13T00:00:00.000","Approved","To demolish an existing Single Detached House.","12764 - 113A STREET NW","Plan 2923R Blk C Lot 6","3070","CALDER",,,"RF2","1","53.58683264403301","-113.51703703816924","
,  
(53.58683264403301, -113.51703703816924)","POINT (-114.00101984287808 0.0004846714252317)"
"351657129-002","Major Development Permit","Not Available",,"Other","Alteration of (an) existing building(s), Interior Alteration","210, 551 - MISTATIM WAY NW","Condo Common Area (Plan 2120800)","4320",,,,"CB2","1","53.601947427189984","-113.5815085357102","
,  
(53.601947427189984, -113.5815085357102)","POINT (-114.0010204220933 0.0004848081323877)"
"297312507-001","Minor Development Permit","Class A","2018-11-08T00:00:00.000","Approved","To demolish a commercial building.","8407 - 118 AVENUE NW","Plan 6406AN Blk 103 Lot C","1160","PARKDALE","Mature","Métis Ward","CB2","1","53.57019358796269","-113.47080341063285","
,  
(53.57019358796269, -113.47080341063285)","POINT (-114.00101942751279 0.0004845209316381)"
"184757857-002","Major Development Permit","Class B","2016-01-12T00:00:00.000","Approved","To operate a Residential Sales Centre.","3320 - 12 AVENUE NW","Plan 1524824 Blk 16 Lot 29","6444","LAUREL","Developing","Sspomitapi Ward","RMD","1","53.43924191906438","-113.3908699500229","
,  
(53.43924191906438, -113.3908699500229)","POINT (-114.00101870938649 0.0004833365262746)"
"276361152-001","Minor Development Permit","Class A","2018-03-20T00:00:00.000","Approved","To demolish a Single Detached House.","10213 - 92 STREET NW","Plan EDMONTO Lot 20","1210","RIVERDALE","Central Core","O-day'min Ward","RF2","1","53.54615300379265","-113.47340013396938","
,  
(53.54615300379265, -113.47340013396938)","POINT (-114.00101945084188 0.000484303494189)"
"323209173-001","Minor Development Permit","Class A","2020-01-10T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear uncovered deck (3.66 m x 2.90 m).","12811 - 128 STREET NW","Plan 1921126 Blk 61 Lot 23B","3010","ATHLONE","Mature","Anirniq Ward","RF4","1","53.586420895074255","-113.54228711260566","
,  
(53.586420895074255, -113.54228711260566)","POINT (-114.00102006972604 0.0004846677011274)"
"416222482-002","Sign Permit","Class A","2021-12-01T00:00:00.000","Approved","To install (1) Fascia On-Premises Sign(s)  (NORELCO SAFECAM)","10623 - 172 STREET NW","Plan 0426838 Blk 3 Lot 2A","4300","MCNAMARA INDUSTRIAL",,"Nakota Isga Ward","CB2","1","53.55146738361921","-113.61668764115404","
,  
(53.55146738361921, -113.61668764115404)","POINT (-114.00102073814419 0.0004843515606245)"
"445037028-002","Minor Development Permit",,,"In Progress","To construct a Garden Suite with solar thermal system.","128 - WEST RAILWAY STREET NW","Plan 5483HW Lot 6","6445","ASTER","Developing","Sspomitapi Ward","AG","1","53.459269971276136","-113.35206031076285","
,  
(53.459269971276136, -113.35206031076285)","POINT (-114.0010183607187 0.0004835176719802)"
"423750086-002","Minor Development Permit",,,"In Progress","To construct a Single Detached House.","11211 - 99 AVENUE NW","Plan NB Blk 12 Lot 81","1150","OLIVER","Central Core","O-day'min Ward","DC2","1","53.53707625726326","-113.51477566686349","
,  
(53.53707625726326, -113.51477566686349)","POINT (-114.0010198225618 0.0004842213986543)"
"187338690-001","House Combo Permit","Class A","2016-03-15T00:00:00.000","Approved","To construct a Single Detached House with a front veranda, and a fireplace.","2808 - 11 STREET NW","Plan 1521297 Blk 6 Lot 39","6443","TAMARACK","Developing","Sspomitapi Ward","RPL","1","53.45954591798706","-113.36139202715306","
,  
(53.45954591798706, -113.36139202715306)","POINT (-114.00101844455531 0.0004835201678076)"
"363956565-002","Minor Development Permit",,,"Other","To construct a Garden Suite with balcony.","9424 - 76 STREET NW","Plan 5184HW Blk 9 Lot 18","6310","HOLYROOD","Mature","Métis Ward","RF1","1","53.53204321937682","-113.4450361202363","
,  
(53.53204321937682, -113.4450361202363)","POINT (-114.00101919601813 0.0004841758768438)"
"246868484-001","House Combo Permit","Class B","2017-06-23T00:00:00.000","Other","To construct a Single Detached House with a front attached Garage and veranda.","17131 - 38 STREET NW","Plan 1425758 Blk 18 Lot 50","2611","CY BECKER","Developing","Dene Ward","DC1","1","53.63342574906669","-113.40123271543884","
,  
(53.63342574906669, -113.40123271543884)","POINT (-114.0010188024861 0.0004850928411938)"
"346660702-002","Major Development Permit","Class A","2019-11-15T00:00:00.000","Approved","To Construct a Temporary Structure (Coroplast Model)","10147 - JASPER AVENUE NW","Plan NB Blk 1 Lots 78-81","1090","DOWNTOWN","Central Core","O-day'min Ward","CCA","1","53.54058326195326","-113.49501154812718","
,  
(53.54058326195326, -113.49501154812718)","POINT (-114.00101964499994 0.0004842531181062)"
"431910271-002","Sign Permit","Class A","2022-05-18T00:00:00.000","Approved","To install a Fascia On-Premises Sign (DENTAL CHOICE RABBIT HILL)","14264 - 23 AVENUE NW","Plan 9823652 Blk 154 Lot 2","5630","LEGER",,"pihêsiwin Ward","CSC","1","53.45466875582304","-113.56729963011227","
,  
(53.45466875582304, -113.56729963011227)","POINT (-114.00102029443977 0.0004834760558302)"
"168410763-001","Major Development Permit","Class A",,"Other","To construct a General Retail Store use building (8 CRUs - 995.9 sqm).","9746 - ELLERSLIE ROAD SW","Plan 1525359 Blk 1 Lot 8",,,,,"CSC","1","53.425757211007046","-113.48340603711124","
,  
(53.425757211007046, -113.48340603711124)","POINT (-114.00101954073543 0.0004832145624944)"
"174736860-023","Sign Permit","Not Available",,"Other","To develop a Comprehensive Sign Design Plan for (MEDICAL FACILITY ON 95).","11051 - 95 STREET NW","Plan 3169ET Lots 3-5","1140","MCCAULEY",,"O-day'min Ward","CB1","1","53.55954268662133","-113.48631543935416","
,  
(53.55954268662133, -113.48631543935416)","POINT (-114.00101956687365 0.000484424598504)"
"244988470-001","Sign Permit","Class A","2017-05-05T00:00:00.000","Approved","To install (2) Projecting On-premises Signs (i PHARMACY).","9662 - 107A AVENUE NW","Plan ND Blk 26 Lots 25-27","1140","MCCAULEY",,"O-day'min Ward","DC1","1","53.55309142618344","-113.48953107552951","
,  
(53.55309142618344, -113.48953107552951)","POINT (-114.0010195957631 0.0004843662494388)"
"402996503-002","Sign Permit","Not Available","2021-07-27T00:00:00.000","Approved","To install (1) Fascia On-Premises Sign (BONJOUR NAILS).","2439 - 17 STREET NW","Plan 1425070 Blk 8 Lot 78","6443","TAMARACK",,"Sspomitapi Ward","CSC","1","53.45666269698649","-113.3674672780212","
,  
(53.45666269698649, -113.3674672780212)","POINT (-114.00101849913568 0.0004834940902292)"
"235724100-001","Sign Permit","Class A","2016-12-09T00:00:00.000","Approved","To install (3) Fascia On-premises Signs (MARK'S).","4240 - 137 AVENUE NW","Plan 9422939 Blk 26 Lot 7","2145","CLAREVIEW TOWN CENTRE",,"Dene Ward","CSC","1","53.59835767309437","-113.40816414249113","
,  
(53.59835767309437, -113.40816414249113)","POINT (-114.0010188647584 0.0004847756645008)"
"174970171-002","Accessory Building Combo Permit","Class A","2015-07-22T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 6.71m x 6.71m).","292 - GRIESBACH ROAD NW","Plan 1125651 Blk 15 Lot 15","3111","GRIESBACH","Developing","Anirniq Ward","GLG","1","53.61358223993091","-113.50822642656534","
,  
(53.61358223993091, -113.50822642656534)","POINT (-114.0010197637231 0.0004849133646062)"
"370508963-001","Sign Permit","Class A","2020-09-01T00:00:00.000","Approved","To install (2) Fascia On-premises Signs (REALTORS ASSOCIATION OF EDMONTON)","18354 - 118 AVENUE NW","Plan 9724273 Blk A","4130","EDMISTON INDUSTRIAL",,"Nakota Isga Ward","IL","1","53.56928129359275","-113.63852377591789","
,  
(53.56928129359275, -113.63852377591789)","POINT (-114.00102093432115 0.0004845126803009)"
"445338079-002","Major Development Permit","Not Available",,"In Progress","Change of Use","12534 - 128 STREET NW","Plan 2090AH Blk 36 Lot 10","3220","HAGMANN ESTATE INDUSTRIAL","Industrial","Anirniq Ward","IM","1","53.58230894194364","-113.54334239091459","
,  
(53.58230894194364, -113.54334239091459)","POINT (-114.00102007920671 0.0004846305101593)"
"133922360-252","Major Development Permit","Class B","2015-07-23T00:00:00.000","Approved","To construct exterior alterations (facade changes) to 2 Apartment House buildings.  This is a revision to permit 133922360-002.","808 - WELSH DRIVE SW","Condo Common Area (Plan 1521156)","6662","WALKER",,",Karhiio Ward","RSL, RF4, RA7,RSL, RF4, RA7","2","53.42176442773911","-113.44088929278145","
,  
(53.42176442773911, -113.44088929278145)","POINT (-114.00101915876283 0.00048317844937)"
"293430416-001","Minor Development Permit",,,"Other","To construct a Gazebo on a deck of a Semi Detached House. (3.65m x 3.05m @ 2.90m in height.)","881 - EBBERS CRESCENT NW","Plan 1524148 Blk 8 Lot 47","2251","EBBERS","Developing","Dene Ward","RF4","1","53.61188142880057","-113.40415872473716","
,  
(53.61188142880057, -113.40415872473716)","POINT (-114.00101882877352 0.0004848979814513)"
"179128257-004","Minor Development Permit","Class A","2015-12-11T00:00:00.000","Approved","To construct a Semi-detached House with front verandas, fireplaces, and rear uncovered decks (3.05m X 4.27m).","12645 - 71 STREET NW","Plan 1623412 Blk 1 Lot 8A","2020","BALWIN",,,"RF3","1","53.5846884248762","-113.45018199126012","
,  
(53.5846884248762, -113.45018199126012)","POINT (-114.0010192422489 0.0004846520316289)"
"174791591-001","House Combo Permit","Class A","2015-07-09T00:00:00.000","Approved","To construct a Single Detached House with veranda.","22407 - 81 AVENUE NW","Plan 1325400 Blk 4 Lot 4","4750","ROSENTHAL","Developing","Nakota Isga Ward","RPL","1","53.51382703892912","-113.7035001871517","
,  
(53.51382703892912, -113.7035001871517)","POINT (-114.00102151807256 0.0004840111187918)"
"280619688-001","Sign Permit","Class B","2018-07-05T00:00:00.000","In Progress","To install a Freestanding On-premises Sign (Major General Griesbach School).","304 - GRIESBACH SCHOOL ROAD NW","Plan 1023144 Blk 15 Lot 16SR","3111","GRIESBACH",,",Anirniq Ward","US,US","2","53.60733752196873","-113.49699237734528","
,  
(53.60733752196873, -113.49699237734528)","POINT (-114.00101966279581 0.0004848568836349)"
"370856508-002","Minor Development Permit","Class A",,"Other","Urban Garden","6707 - 23 AVENUE SW","Plan 1422948 Blk 49 Lot 40","6213","SUMMERSIDE","Developing","Karhiio Ward","RF4","1","53.41160776169187","-113.44378176571954","
,  
(53.41160776169187, -113.44378176571954)","POINT (-114.00101918474894 0.0004830865863961)"
"259305671-001","Uncovered Deck Combo Permit","Class A","2017-08-09T00:00:00.000","Approved","To construct a rear uncovered deck (6.10m x 3.66m @ 1.69m in Height).","5211 - CRABAPPLE LINK SW","Plan 1621234 Blk 1 Lot 190","6216","THE ORCHARDS AT ELLERSLIE","Developing","Karhiio Ward","RF4","1","53.405627587142135","-113.47740466079355","
,  
(53.405627587142135, -113.47740466079355)","POINT (-114.00101948681876 0.0004830324981139)"
"267145029-001","Sign Permit","Class A","2018-01-08T00:00:00.000","Approved","To install (2) Fascia On-premises Signs (Body Restoration)","3506 - ALLAN DRIVE SW","Plan 1524442 Blk 6 Lot 4","5505","AMBLESIDE",,"pihêsiwin Ward","DC1","1","53.42893793084939","-113.59084552156656","
,  
(53.42893793084939, -113.59084552156656)","POINT (-114.00102050597727 0.0004832433308305)"
"363380246-001","Major Development Permit","Not Available",,"Other","To demolish a Lodging House","BSMT, 10963 - 95 STREET NW","Plan 1294W Blk 6 Lot 5","1140","MCCAULEY","Central Core","O-day'min Ward","RF6","1","53.55785626562854","-113.48535609745494","
,  
(53.55785626562854, -113.48535609745494)","POINT (-114.00101955825488 0.000484409345502)"
"436509763-002","Major Development Permit","Not Available",,"Other","Interior Alteration","15170 - 127 STREET NW","Plan 0625614 Blk 16 Lot 5","3150","CUMBERLAND","Developing","Anirniq Ward","RF5, CSC","1","53.614885925310006","-113.5427890144683","
,  
(53.614885925310006, -113.5427890144683)","POINT (-114.00102007423514 0.0004849251559179)"
"304876036-001","Sign Permit","Class A","2019-03-27T00:00:00.000","Approved","To install (1) Fascia On-premises Sign (FREEDOM MOBILE)","252 - MAYFIELD COMMON NW","Plan 9022549 Blk A","4060","BRITANNIA YOUNGSTOWN",,"Nakota Isga Ward","CSC","1","53.54381178629123","-113.61169984088112","
,  
(53.54381178629123, -113.61169984088112)","POINT (-114.00102069333354 0.0004842823188148)"
"169297241-001","Sign Permit","Class A","2015-03-25T00:00:00.000","Approved","To install 1 Fascia On-Premises Sign (Kumon)","16640 - 71 STREET NW","Plan 1424117 Unit 12","2600","OZERNA",,"tastawiyiniwak Ward","CNC","1","53.628199069671","-113.45194316594886","
,  
(53.628199069671, -113.45194316594886)","POINT (-114.00101925807138 0.0004850455679733)"
"174760103-001","House Combo Permit","Class A","2015-06-30T00:00:00.000","Approved","To construct a Single Detached House with veranda.","21947 - 90 AVENUE NW","Plan 1325133 Blk 8 Lot 48","4750","ROSENTHAL","Developing","Nakota Isga Ward","RPL","1","53.52380156015852","-113.6942270572317","
,  
(53.52380156015852, -113.6942270572317)","POINT (-114.00102143476228 0.0004841013343389)"
"427057483-002","Major Development Permit","Not Available",,"In Progress",,"6867 - AD ASTRA BOULEVARD NW","Plan 1623246 Blk 34 Lot 43","3111","GRIESBACH","Developing","Anirniq Ward","CB1","1","53.60664538705528","-113.51545196372275","
,  
(53.60664538705528, -113.51545196372275)","POINT (-114.00101982863768 0.000484850623552)"
"180559542-001","Minor Development Permit","Class B","2016-03-17T00:00:00.000","Approved","To erect an overheight fence (1.93 in Height) in the Front and Side Yards.","16508 - 113 STREET NW","Plan 7722130 Blk 53 Lot 28","3180","DUNLUCE","Established","Anirniq Ward","RF1","1","53.62692559373627","-113.51726041918505","
,  
(53.62692559373627, -113.51726041918505)","POINT (-114.00101984488494 0.0004850340498937)"
"175344120-002","Major Development Permit","Class B","2015-07-23T00:00:00.000","Approved","To construct and operate as a residential sales center.","BSMT, 8104 - 225 STREET NW","Plan 1521595 Blk 5 Lot 1","4750","ROSENTHAL","Developing","Nakota Isga Ward","RMD","1","53.51433769789463","-113.70508474559611","
,  
(53.51433769789463, -113.70508474559611)","POINT (-114.00102153230831 0.0004840157374975)"
"187181912-005","Accessory Building Combo Permit","Class A","2017-01-20T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 6.10m x 6.10m).","2803 - COUGHLAN GREEN SW","Plan 1524683 Blk 16 Lot 35","5462","CHAPPELLE AREA","Developing","Ipiihkoohkanipiaohtsi Ward","RPL","1","53.40959847283011","-113.57915299075783","
,  
(53.40959847283011, -113.57915299075783)","POINT (-114.00102040093097 0.0004830684131834)"
"407601620-002","Minor Development Permit",,,"Other","To demolish and construct a Garden Suite.","8220 - 105 AVENUE NW","Plan 3829HW Blk 50 Lot 1","6230","FOREST HEIGHTS","Mature","Métis Ward","RF3","1","53.5480988221107","-113.45514098112379","
,  
(53.5480988221107, -113.45514098112379)","POINT (-114.00101928680073 0.0004843210933359)"
"181240386-001","House Combo Permit","Class A","2015-11-24T00:00:00.000","Approved","To construct a Single Detached House with veranda.","22411 - 81 AVENUE NW","Plan 1325400 Blk 4 Lot 3","4750","ROSENTHAL","Developing","Nakota Isga Ward","RPL","1","53.51383404038273","-113.70364160863836","
,  
(53.51383404038273, -113.70364160863836)","POINT (-114.0010215193431 0.0004840111821172)"
"298021320-001","Minor Development Permit","Class A","2018-12-04T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and veranda.","1627 - 201 STREET NW","Plan 1723514 Blk 8 Lot 7","4468","STILLWATER","Developing","sipiwiyiniwak Ward","SLD","1","53.4484221236996","-113.66952896921688","
,  
(53.4484221236996, -113.66952896921688)","POINT (-114.0010212128734 0.000483419557546)"
"374121222-002","Major Development Permit","Not Available",,"Other","To operate a Liquor Store","745 - MISTATIM WAY NW","Plan 1721164 Blk 2 Lot 1","4320","MISTATIM INDUSTRIAL","Industrial","Anirniq Ward","CB2","1","53.60322712805665","-113.57949363646938","
,  
(53.60322712805665, -113.57949363646938)","POINT (-114.00102040399135 0.0004848197067692)"
"226582621-003","Minor Development Permit",,,"Other","To construct  Accessory Buildings (existing without permits, 9 Sheds).","6707 - 32 AVENUE NW","Plan 3384TR Blk 3 Lot 10","6340","KAMEYOSEK","Established","Karhiio Ward","RF1","1","53.4633982739077","-113.43755868902463","
,  
(53.4633982739077, -113.43755868902463)","POINT (-114.00101912884051 0.0004835550108229)"
"426088708-002","Major Development Permit","Not Available",,"In Progress",,"15108 - 76 AVENUE NW","Plan 6252KS Blk 5 Lot B","4430","RIO TERRACE","Mature","sipiwiyiniwak Ward","RF1","1","53.509229597043095","-113.58160149725","
,  
(53.509229597043095, -113.58160149725)","POINT (-114.00102042292848 0.0004839695367726)"
"399091644-002","Minor Development Permit",,,"Other","To construct a Single Detached House.","9759 - 87 AVENUE NW","Plan I13 Blk 109 Lot 36","5480","STRATHCONA","Central Core","papastew Ward","RF2","1","53.52239525522731","-113.4825297437479","
,  
(53.52239525522731, -113.4825297437479)","POINT (-114.00101953286277 0.0004840886148746)"
"431635141-002","Major Development Permit","Not Available",,"In Progress",,"9913 - 82 AVENUE NW","Plan I Blk 58 Lot 13","6610","RITCHIE","Mature","papastew Ward","CB2","1","53.51773691500432","-113.48666511523152","
,  
(53.51773691500432, -113.48666511523152)","POINT (-114.00101957001516 0.0004840464820542)"
"423544985-004","Major Development Permit","Not Available",,"In Progress","To construct a Residential Sales Center","3604 - 214 STREET NW","Plan 2221272 Blk 3 Lot 122","4462","EDGEMONT","Developing","sipiwiyiniwak Ward","RLD","1","53.46888498325518","-113.68821318812245","
,  
(53.46888498325518, -113.68821318812245)","POINT (-114.00102138073338 0.0004836046359097)"
"241188592-001","Minor Development Permit","Class A","2017-02-13T00:00:00.000","Other","To demolish a Single Detached House and Accessory building (rear detached Garage).","3811 - 104 STREET NW","Plan 4823RS Blk 20 Lot 19","5160","DUGGAN","Mature","papastew Ward","RF1","1","53.47423232345851","-113.4979412935578","
,  
(53.47423232345851, -113.4979412935578)","POINT (-114.00101967132093 0.0004836530004591)"
