"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","staff_type","staff_category","job_classification","experience_group","retention_type","same_school_retention_rate","transfer_rate_within_district","transfer_rate_between_districts","turnover_rate","same_school_numerator","transfer_within_district_numerator","transfer_between_districts_numerator","turnover_numerator","total_number_of_staff"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","ALL","Two Year Percentage","51.6","0","17.6","30.8","47","0","16","28","91"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Early Career","Two Year Percentage","61.2","10.6","11.8","16.5","52","9","10","14","85"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Early Career","Two Year Percentage","45.8","0","16.7","37.5","22","0","8","18","48"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Early Career","Two Year Percentage","55.6","6.8","13.5","24.1","74","9","18","32","133"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Experienced","Two Year Percentage","58.1","0","18.6","23.3","25","0","8","10","43"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Experienced","Two Year Percentage","75","10.2","3.4","11.5","536","73","24","82","715"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Experienced","Two Year Percentage","76","10.9","2.4","10.7","511","73","16","72","672"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","ALL","Three Year Percentage","66.1","13.2","3.2","17.5","520","104","25","138","787"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","ALL","Three Year Percentage","63.1","11.9","3.9","21.1","552","104","34","185","875"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","ALL","Three Year Percentage","36.4","0","10.2","53.4","32","0","9","47","88"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Early Career","Three Year Percentage","53.8","16","6.7","23.5","64","19","8","28","119"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Early Career","Three Year Percentage","27.7","0","12.8","59.6","13","0","6","28","47"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Early Career","Three Year Percentage","46.4","11.4","8.4","33.7","77","19","14","56","166"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Experienced","Three Year Percentage","67","12","2.8","18.2","475","85","20","129","709"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Experienced","Three Year Percentage","46.3","0","7.3","46.3","19","0","3","19","41"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Experienced","Three Year Percentage","68.3","12.7","2.5","16.5","456","85","17","110","668"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","ALL","Four Year Percentage","57.1","12.6","4.9","25.4","490","108","42","218","858"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","ALL","Four Year Percentage","60.1","14.1","4.2","21.7","460","108","32","166","766"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","ALL","Four Year Percentage","32.6","0","10.9","56.5","30","0","10","52","92"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Early Career","Four Year Percentage","44.3","9.7","9.1","36.9","78","17","16","65","176"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Early Career","Four Year Percentage","50.4","13.4","7.1","29.1","64","17","9","37","127"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Early Career","Four Year Percentage","28.6","0","14.3","57.1","14","0","7","28","49"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Experienced","Four Year Percentage","62","14.2","3.6","20.2","396","91","23","129","639"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Experienced","Four Year Percentage","37.2","0","7","55.8","16","0","3","24","43"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Experienced","Four Year Percentage","60.4","13.3","3.8","22.4","412","91","26","153","682"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","ALL","Five Year Percentage","26.3","0","14.7","58.9","25","0","14","56","95"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","ALL","Five Year Percentage","51.2","14.5","5.7","28.6","421","119","47","235","822"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","ALL","Five Year Percentage","48.6","13","6.7","31.7","446","119","61","291","917"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Early Career","Five Year Percentage","40.2","14.6","7.9","37.2","66","24","13","61","164"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Early Career","Five Year Percentage","36.5","11.4","10","42.2","77","24","21","89","211"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Early Career","Five Year Percentage","23.4","0","17","59.6","11","0","8","28","47"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","ALL","Experienced","Five Year Percentage","29.2","0","12.5","58.3","14","0","6","28","48"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","ALL","Experienced","Five Year Percentage","52.3","13.5","5.7","28.6","369","95","40","202","706"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","ALL","Experienced","Five Year Percentage","54","14.4","5.2","26.4","355","95","34","174","658"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","One Year Percentage","86.8","3.5","2.8","6.9","276","11","9","22","318"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","One Year Percentage","79.3","0","8.6","12.1","46","0","5","7","58"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","One Year Percentage","88.5","4.2","1.5","5.8","230","11","4","15","260"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","One Year Percentage","76.7","0","13.3","10","23","0","4","3","30"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","Charter","All Educators","Charter School","Professional","Instructional Support","ALL","ALL","Five Year Percentage","32","0","8","60","8","0","2","15","25"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","One Year Percentage","71","6.5","0","22.6","22","2","0","7","31"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","One Year Percentage","73.8","3.3","6.6","16.4","45","2","4","10","61"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","One Year Percentage","82.1","0","3.6","14.3","23","0","1","4","28"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","One Year Percentage","89.9","3.5","1.9","4.7","231","9","5","12","257"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","One Year Percentage","90.8","3.9","1.7","3.5","208","9","4","8","229"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Two Year Percentage","75.4","9.3","2.6","12.7","202","25","7","34","268"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Two Year Percentage","64.2","0","15.1","20.8","34","0","8","11","53"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Two Year Percentage","73.5","7.8","4.7","14","236","25","15","45","321"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Two Year Percentage","60","13.3","3.3","23.3","18","4","1","7","30"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Two Year Percentage","62.5","7.1","8.9","21.4","35","4","5","12","56"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Two Year Percentage","65.4","0","15.4","19.2","17","0","4","5","26"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Two Year Percentage","63","0","14.8","22.2","17","0","4","6","27"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Two Year Percentage","75.8","7.9","3.8","12.5","201","21","10","33","265"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Two Year Percentage","77.3","8.8","2.5","11.3","184","21","6","27","238"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Three Year Percentage","62.7","12","3.9","21.4","208","40","13","71","332"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Three Year Percentage","43.1","0","11.8","45.1","22","0","6","23","51"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Three Year Percentage","66.2","14.2","2.5","17.1","186","40","7","48","281"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Three Year Percentage","43.5","0","17.4","39.1","10","0","4","9","23"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Three Year Percentage","59","17.9","2.6","20.5","23","7","1","8","39"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Three Year Percentage","53.2","11.3","8.1","27.4","33","7","5","17","62"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Three Year Percentage","64.8","12.2","3","20","175","33","8","54","270"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Instructional Support","Librarian","ALL","Three Year Percentage","100","0","0","0","1","0","0","0","1"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Three Year Percentage","42.9","0","7.1","50","12","0","2","14","28"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Three Year Percentage","67.4","13.6","2.5","16.5","163","33","6","40","242"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Four Year Percentage","57.6","13.6","4","24.8","186","44","13","80","323"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Four Year Percentage","60.9","16.2","2.2","20.7","165","44","6","56","271"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Four Year Percentage","40.4","0","13.5","46.2","21","0","7","24","52"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Four Year Percentage","48.9","11.1","4.4","35.6","22","5","2","16","45"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Four Year Percentage","45.1","7","11.3","36.6","32","5","8","26","71"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Four Year Percentage","38.5","0","23.1","38.5","10","0","6","10","26"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Four Year Percentage","42.3","0","3.8","53.8","11","0","1","14","26"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Four Year Percentage","61.1","15.5","2","21.4","154","39","5","54","252"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Four Year Percentage","63.3","17.3","1.8","17.7","143","39","4","40","226"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Five Year Percentage","36","0","8","56","18","0","4","28","50"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Five Year Percentage","50.4","13.6","4.4","31.6","171","46","15","107","339"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Five Year Percentage","52.9","15.9","3.8","27.3","153","46","11","79","289"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Five Year Percentage","38.5","13.5","3.8","44.2","20","7","2","23","52"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Five Year Percentage","33.3","0","12.5","54.2","8","0","3","13","24"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Early Career","Five Year Percentage","36.8","9.2","6.6","47.4","28","7","5","36","76"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Five Year Percentage","54.4","14.8","3.8","27","143","39","10","71","263"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Five Year Percentage","56.1","16.5","3.8","23.6","133","39","9","56","237"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","Experienced","Five Year Percentage","38.5","0","3.8","57.7","10","0","1","15","26"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","One Year Percentage","85.7","2.7","3.3","8.2","312","10","12","30","364"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","One Year Percentage","89","3.1","1.8","6.1","290","10","6","20","326"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Instructional Support","Librarian","Early Career","Three Year Percentage","0","0","0","100","0","0","0","1","1"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","One Year Percentage","57.9","0","15.8","26.3","22","0","6","10","38"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","One Year Percentage","70.3","0","10.9","18.8","45","0","7","12","64"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","One Year Percentage","80","0","7.5","12.5","32","0","3","5","40"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","One Year Percentage","54.2","0","16.7","29.2","13","0","4","7","24"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","One Year Percentage","90.2","3.5","1","5.2","258","10","3","15","286"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","One Year Percentage","64.3","0","14.3","21.4","9","0","2","3","14"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","One Year Percentage","89","3.3","1.7","6","267","10","5","18","300"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Two Year Percentage","71.1","7.7","5.7","15.5","248","27","20","54","349"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Two Year Percentage","74.7","8.5","4.1","12.7","236","27","13","40","316"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Two Year Percentage","36.4","0","21.2","42.4","12","0","7","14","33"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","Two Year Percentage","44.2","5.8","17.3","32.7","23","3","9","17","52"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","Two Year Percentage","52.9","8.8","17.6","20.6","18","3","6","7","34"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","Two Year Percentage","27.8","0","16.7","55.6","5","0","3","10","18"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","Two Year Percentage","75.8","8.1","3.7","12.5","225","24","11","37","297"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","Two Year Percentage","77.3","8.5","2.5","11.7","218","24","7","33","282"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","Two Year Percentage","46.7","0","26.7","26.7","7","0","4","4","15"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Three Year Percentage","63.8","9.5","4.2","22.6","229","34","15","81","359"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Three Year Percentage","30","0","6.7","63.3","9","0","2","19","30"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Three Year Percentage","66.9","10.3","4","18.8","220","34","13","62","329"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","Three Year Percentage","16.7","0","5.6","77.8","3","0","1","14","18"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","Three Year Percentage","37.9","10.6","9.1","42.4","25","7","6","28","66"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","Early Career","Three Year Percentage","45.8","14.6","10.4","29.2","22","7","5","14","48"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","Three Year Percentage","69.6","9.2","3.1","18.1","204","27","9","53","293"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Regular","All Educators","African American/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","Three Year Percentage","70.5","9.6","2.8","17.1","198","27","8","48","281"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","Experienced","Three Year Percentage","50","0","8.3","41.7","6","0","1","5","12"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","Charter","All Educators","African American/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Four Year Percentage","24.2","0","6.1","69.7","8","0","2","23","33"
"2015","0","State of Delaware","0","State of Delaware","African American","All Educators","All Educators","All Educators","All Educators","African American","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Four Year Percentage","56.1","10.6","5.6","27.8","202","38","20","100","360"
