"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","rowstatus","studentschronicallyabsent","students","pctstudentschronicallyabsent","avgdaysenrolled","avgdaysabsent"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","REPORTED","3414","21920","15.57","155.49656461993391","8.7033397112541309"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","Kindergarten","All Students","All Students","Hispanic/Latino/Kindergarten","REPORTED","293","2013","14.56","149.99631845375058","8.2116889093419232"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Active EL Students","All Students","Hispanic/Latino/Female/1st Grade/Active EL Students","REPORTED","55","672","8.18","153.51862068965517","6.3834482758620688"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Foster Care","All Students","Hispanic/Latino/Female/1st Grade/Foster Care","REDACTED","0",,"0.00","172","3.5"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Homeless","All Students","Hispanic/Latino/Female/1st Grade/Homeless","REPORTED","6","18","33.33","136.84999999999999","10.199999999999999"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Low-Income","All Students","Hispanic/Latino/Female/1st Grade/Low-Income","REPORTED","85","630","13.49","152.25109489051096","7.959124087591241"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Non-EL Students","All Students","Hispanic/Latino/Female/1st Grade/Non-EL Students","REPORTED","64","375","17.07","156.17179487179487","9.3205128205128212"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/1st Grade/Non-Foster Care","REPORTED","119","1045","11.39","154.41509433962264","7.4177897574123985"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Non-Homeless","All Students","Hispanic/Latino/Female/1st Grade/Non-Homeless","REPORTED","113","1029","10.98","154.76803652968036","7.3598173515981733"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Non Low-Income","All Students","Hispanic/Latino/Female/1st Grade/Non Low-Income","REPORTED","34","417","8.15","157.94418604651162","6.5372093023255813"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Non-SWD","All Students","Hispanic/Latino/Female/1st Grade/Non-SWD","REPORTED","108","973","11.10","153.88053949903662","7.2447013487475918"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/1st Grade/Students with Disabilities","REPORTED","11","74","14.86","162.07792207792207","9.6493506493506498"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Active EL Students","All Students","Hispanic/Latino/Female/2nd Grade/Active EL Students","REPORTED","49","499","9.82","153.36178107606679","6.6103896103896105"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Foster Care","All Students","Hispanic/Latino/Female/2nd Grade/Foster Care","REDACTED","0",,"0.00","172.33333333333334","4.666666666666667"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Homeless","All Students","Hispanic/Latino/Female/2nd Grade/Homeless","REPORTED","9","22","40.91","137.56","10.960000000000001"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Low-Income","All Students","Hispanic/Latino/Female/2nd Grade/Low-Income","REPORTED","75","525","14.29","154.03880070546737","7.5890652557319225"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Non-EL Students","All Students","Hispanic/Latino/Female/2nd Grade/Non-EL Students","REPORTED","55","425","12.94","157.91799544419135","7.4305239179954441"
"2015","13","Capital School District","655","Kent County Secondary ILC","All Students","Male","Twelfth","All Students","All Students","Male/Twelfth","REDACTED",,,,"106","23.111111111111111"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","Kindergarten","Foster Care","All Students","Hispanic/Latino/Male/Kindergarten/Foster Care","REDACTED","0",,"0.00","210","8"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/2nd Grade/Non-Foster Care","REPORTED","104","921","11.29","155.3548717948718","6.9856410256410255"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Non-Homeless","All Students","Hispanic/Latino/Female/2nd Grade/Non-Homeless","REPORTED","95","902","10.53","155.87513116474292","6.8740818467995801"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Non Low-Income","All Students","Hispanic/Latino/Female/2nd Grade/Non Low-Income","REPORTED","29","399","7.27","157.29440389294405","6.1362530413625302"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Non-SWD","All Students","Hispanic/Latino/Female/2nd Grade/Non-SWD","REPORTED","95","833","11.40","154.54185520361992","6.7737556561085972"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/2nd Grade/Students with Disabilities","REPORTED","9","91","9.89","163.54255319148936","8.9042553191489358"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Active EL Students","All Students","Hispanic/Latino/Female/3rd Grade/Active EL Students","REPORTED","27","408","6.62","153.77011494252875","5.5655172413793101"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Foster Care","All Students","Hispanic/Latino/Female/3rd Grade/Foster Care","REDACTED","0",,"0.00","172","4"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Homeless","All Students","Hispanic/Latino/Female/3rd Grade/Homeless","REPORTED","9","17","52.94","125.28571428571429","8.9047619047619051"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Low-Income","All Students","Hispanic/Latino/Female/3rd Grade/Low-Income","REPORTED","47","538","8.74","152.54939341421144","6.6065857885615253"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Non-EL Students","All Students","Hispanic/Latino/Female/3rd Grade/Non-EL Students","REPORTED","38","564","6.74","157.29931972789115","6.2772108843537415"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/3rd Grade/Non-Foster Care","REPORTED","65","968","6.71","155.73503434739942","5.9823356231599609"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Non-Homeless","All Students","Hispanic/Latino/Female/3rd Grade/Non-Homeless","REPORTED","56","955","5.86","156.43812375249502","5.9131736526946108"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Non Low-Income","All Students","Hispanic/Latino/Female/3rd Grade/Non Low-Income","REPORTED","18","434","4.15","160.00224215246638","5.1569506726457401"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Non-SWD","All Students","Hispanic/Latino/Female/3rd Grade/Non-SWD","REPORTED","60","888","6.76","155.5","5.917558886509636"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","3rd Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/3rd Grade/Students with Disabilities","REPORTED","5","84","5.95","158.93258426966293","6.5730337078651688"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Active EL Students","All Students","Hispanic/Latino/Female/4th Grade/Active EL Students","REPORTED","17","228","7.46","155.11157024793388","6.0991735537190079"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Foster Care","All Students","Hispanic/Latino/Female/4th Grade/Foster Care","REDACTED","0",,"0.00","171","7"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Homeless","All Students","Hispanic/Latino/Female/4th Grade/Homeless","REPORTED","8","16","50.00","144.33333333333334","12.555555555555555"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Low-Income","All Students","Hispanic/Latino/Female/4th Grade/Low-Income","REPORTED","45","496","9.07","154.9132075471698","6.4924528301886788"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/4th Grade/Non-EL Students","REPORTED","51","662","7.70","155.88311688311688","5.9134199134199132"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/4th Grade/Non-Foster Care","REPORTED","68","889","7.65","155.66702355460384","5.9603854389721631"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/4th Grade/Non-Homeless","REPORTED","60","874","6.86","155.9062159214831","5.8320610687022905"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/4th Grade/Non Low-Income","REPORTED","23","394","5.84","156.69135802469137","5.2666666666666666"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Non-SWD","All Students","Hispanic/Latino/Female/4th Grade/Non-SWD","REPORTED","59","795","7.42","154.54892601431982","5.821002386634845"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","4th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/4th Grade/Students with Disabilities","REPORTED","9","95","9.47","165.48453608247422","7.1752577319587632"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Active EL Students","All Students","Hispanic/Latino/Female/5th Grade/Active EL Students","REPORTED","10","114","8.77","151.40677966101694","6.0677966101694913"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Foster Care","All Students","Hispanic/Latino/Female/5th Grade/Foster Care","REDACTED","0",,"0.00","129","4"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Homeless","All Students","Hispanic/Latino/Female/5th Grade/Homeless","REPORTED","7","22","31.82","130.41666666666666","11.125"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Low-Income","All Students","Hispanic/Latino/Female/5th Grade/Low-Income","REPORTED","41","406","10.10","157.48243559718969","6.9718969555035128"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/5th Grade/Non-EL Students","REPORTED","52","695","7.48","159.91274238227146","6.0360110803324103"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/5th Grade/Non-Foster Care","REPORTED","62","807","7.68","158.78878281622912","6.0453460620525057"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/5th Grade/Non-Homeless","REPORTED","55","787","6.99","159.55024509803923","5.8909313725490193"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/5th Grade/Non Low-Income","REPORTED","21","403","5.21","159.99515738498789","5.0774818401937045"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Non-SWD","All Students","Hispanic/Latino/Female/5th Grade/Non-SWD","REPORTED","53","715","7.41","158.11709286675639","5.8990578734858685"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","5th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/5th Grade/Students with Disabilities","REPORTED","9","94","9.57","163.31958762886597","7.1237113402061851"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Active EL Students","All Students","Hispanic/Latino/Female/6th Grade/Active EL Students","REPORTED","15","114","13.16","137.68253968253967","6.6349206349206353"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Foster Care","All Students","Hispanic/Latino/Female/6th Grade/Foster Care","REDACTED","0",,"0.00","168","1"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Homeless","All Students","Hispanic/Latino/Female/6th Grade/Homeless","REDACTED",,,,"126.88888888888889","10.333333333333334"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Low-Income","All Students","Hispanic/Latino/Female/6th Grade/Low-Income","REPORTED","53","405","13.09","156.75821596244131","8.124413145539906"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/6th Grade/Non-EL Students","REPORTED","69","745","9.26","159.62934362934362","7.1029601029601031"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/6th Grade/Non-Foster Care","REPORTED","84","858","9.79","156.55432372505544","7.0443458980044342"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/6th Grade/Non-Homeless","REPORTED","81","850","9.53","156.86577181208054","7.0044742729306488"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/6th Grade/Non Low-Income","REPORTED","31","454","6.83","156.39622641509433","6.067085953878407"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Non-SWD","All Students","Hispanic/Latino/Female/6th Grade/Non-SWD","REPORTED","72","767","9.39","155.8118811881188","6.8044554455445541"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","6th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/6th Grade/Students with Disabilities","REPORTED","12","92","13.04","162.98947368421054","9.0210526315789465"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Active EL Students","All Students","Hispanic/Latino/Female/7th Grade/Active EL Students","REPORTED","29","125","23.20","141.77777777777777","9.4666666666666668"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Homeless","All Students","Hispanic/Latino/Female/7th Grade/Homeless","REDACTED",,,,"115.2","6.7999999999999998"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Low-Income","All Students","Hispanic/Latino/Female/7th Grade/Low-Income","REPORTED","66","336","19.64","156.49295774647888","10.022535211267606"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/7th Grade/Non-EL Students","REPORTED","71","613","11.58","159.82306477093206","7.9478672985781991"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/7th Grade/Non-Foster Care","REPORTED","100","738","13.55","156.65104166666666","8.21484375"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/7th Grade/Non-Homeless","REPORTED","99","733","13.51","156.9226736566186","8.2241153342070774"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/7th Grade/Non Low-Income","REPORTED","34","402","8.46","156.78692493946733","6.6610169491525424"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Non-SWD","All Students","Hispanic/Latino/Female/7th Grade/Non-SWD","REPORTED","84","661","12.71","155.99709302325581","7.8909883720930232"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","7th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/7th Grade/Students with Disabilities","REPORTED","16","77","20.78","162.27500000000001","11"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Active EL Students","All Students","Hispanic/Latino/Female/8th Grade/Active EL Students","REPORTED","20","100","20.00","153.08490566037736","11.150943396226415"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Foster Care","All Students","Hispanic/Latino/Female/8th Grade/Foster Care","REDACTED",,,,"121.5","26.25"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Homeless","All Students","Hispanic/Latino/Female/8th Grade/Homeless","REPORTED","10","17","58.82","135.95238095238096","20.285714285714285"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Low-Income","All Students","Hispanic/Latino/Female/8th Grade/Low-Income","REPORTED","83","306","27.12","155.61111111111111","11.49074074074074"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/8th Grade/Non-EL Students","REPORTED","107","583","18.35","158.16940789473685","9.0822368421052637"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/8th Grade/Non-Foster Care","REPORTED","125","680","18.38","157.6169014084507","9.2943661971830984"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/8th Grade/Non-Homeless","REPORTED","117","666","17.57","158.06493506493507","9.0591630591630583"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/8th Grade/Non Low-Income","REPORTED","44","377","11.67","158.9128205128205","7.643589743589744"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Non-SWD","All Students","Hispanic/Latino/Female/8th Grade/Non-SWD","REPORTED","109","605","18.02","156.8243670886076","9.1582278481012658"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","8th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/8th Grade/Students with Disabilities","REPORTED","18","78","23.08","161.96341463414635","11.170731707317072"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Active EL Students","All Students","Hispanic/Latino/Female/9th Grade/Active EL Students","REPORTED","60","148","40.54","136.50632911392404","14.99367088607595"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Foster Care","All Students","Hispanic/Latino/Female/9th Grade/Foster Care","REDACTED",,,,"146.90000000000001","7.4000000000000004"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Homeless","All Students","Hispanic/Latino/Female/9th Grade/Homeless","REPORTED","12","29","41.38","142.25806451612902","18.870967741935484"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Low-Income","REPORTED","112","324","34.57","155.36578171091446","16.10914454277286"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/9th Grade/Non-EL Students","REPORTED","158","679","23.27","157.68936170212766","11.899290780141843"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/9th Grade/Non-Foster Care","REPORTED","217","818","26.53","153.89214536928489","12.525205158264948"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/9th Grade/Non-Homeless","REPORTED","206","798","25.81","154.24158653846155","12.227163461538462"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Non Low-Income","REPORTED","106","503","21.07","152.80534351145039","10.108778625954198"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-SWD","All Students","Hispanic/Latino/Female/9th Grade/Non-SWD","REPORTED","185","758","24.41","153.56780735107731","11.965779467680608"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/9th Grade/Students with Disabilities","REPORTED","33","69","47.83","156.40540540540542","17.797297297297298"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Active EL Students","All Students","Hispanic/Latino/Female/10th Grade/Active EL Students","REPORTED","37","96","38.54","142.63999999999999","13.109999999999999"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Foster Care","All Students","Hispanic/Latino/Female/10th Grade/Foster Care","REDACTED",,,,"138.19999999999999","30.399999999999999"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Homeless","All Students","Hispanic/Latino/Female/10th Grade/Homeless","REDACTED",,,,"141.5","25.3125"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Low-Income","REPORTED","72","257","28.02","162.30681818181819","13.897727272727273"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/10th Grade/Non-EL Students","REPORTED","135","627","21.53","164.16249999999999","11.5796875"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/10th Grade/Non-Foster Care","REPORTED","169","719","23.50","161.41088435374149","11.65986394557823"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/10th Grade/Non-Homeless","REPORTED","162","709","22.85","161.69060773480663","11.487569060773481"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Non Low-Income","REPORTED","100","466","21.46","160.67016806722688","10.615546218487395"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-SWD","All Students","Hispanic/Latino/Female/10th Grade/Non-SWD","REPORTED","150","667","22.49","160.99413489736071","11.241935483870968"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/10th Grade/Students with Disabilities","REPORTED","22","56","39.29","164.31034482758622","18.189655172413794"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Active EL Students","All Students","Hispanic/Latino/Female/11th Grade/Active EL Students","REPORTED","12","41","29.27","142.72093023255815","11.720930232558139"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Homeless","All Students","Hispanic/Latino/Female/11th Grade/Homeless","REDACTED",,,,"167.125","25.5"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Low-Income","REPORTED","56","166","33.73","163.51479289940829","16.609467455621303"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/11th Grade/Non-EL Students","REPORTED","108","474","22.78","164.66666666666666","12.443064182194616"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/11th Grade/Non-Foster Care","REPORTED","120","515","23.30","162.87262357414448","12.384030418250951"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/11th Grade/Non-Homeless","REPORTED","116","507","22.88","162.8069498069498","12.181467181467182"
"2015","16","Laurel School District","0","Laurel School District","White","Male","Twelfth","Homeless","All Students","White/Male/Twelfth/Homeless","REDACTED","0",,"0.00","171","3"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Non Low-Income","REPORTED","64","349","18.34","162.56862745098039","10.383753501400561"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-SWD","All Students","Hispanic/Latino/Female/11th Grade/Non-SWD","REPORTED","109","470","23.19","162.38541666666666","12.310416666666667"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/11th Grade/Students with Disabilities","REPORTED","11","45","24.44","167.95652173913044","13.152173913043478"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","Twelfth","Active EL Students","All Students","Hispanic/Latino/Female/Twelfth/Active EL Students","REPORTED","22","67","32.84","156.01449275362319","13.144927536231885"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","Twelfth","Foster Care","All Students","Hispanic/Latino/Female/Twelfth/Foster Care","REDACTED","0",,"0.00","168.5","11"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","Twelfth","Homeless","All Students","Hispanic/Latino/Female/Twelfth/Homeless","REPORTED","8","19","42.11","153.05000000000001","17.5"
