"company_name","sbfcertnum","contact_name","address_1","address_2","city","state","zip","tel","fax","website","email","wholesale","retail","manufacturing","service","construction","architecture_and_engineering_services","small_business","job_description","naicscode1","naicscode2","naicscode3","naicscode4","naicscode5","naicscode6","naicscode7","naicscode8","naicscode9","naicscode10","naicscode11","naicscode12","naicscode13","naicscode14","naicscode15","naicscode16","naicscode17","naicscode18","naicscode19","naicscode20","naicscode21","naicscode22","naicscode23","naicscode24","naicscode25","naicscode26","naicscode27","naicscode28","naicscode29","naicscode30","naicscode31","naicscode32","naicscode33","naicscode34","naicscode35","naicscode36","naicscode37","naicscode38","naics_code_39","naicscode40","geocoded_location"
"All-Span Inc.","SBF20121431","James Carter","9347 All-Span Drive",,"Bridgeville","DE","19933","3023499460",,"http://www.allspaninc.com","rgriffith@allspaninc.com",,,"YES",,,,,"All-Span Inc. manufactures and distributes light gauge steel roof and floor trusses.KEYWORDS: Light Gauge Steel Roof Trusses, Light Gauge Roof Trusses, Cold Formed Roof Trusses, Metal Framing, Cold Form Metal Framing","332312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9347 All-Span Drive
Bridgeville, DE 19933
(38.781582, -75.589947)"
"ALLy Community Health Associates, LLC","SBF20011330","April Lyons","913 N. Market Street",,"Wilmington","DE","19801","3023179422",,"https://allycommunityhealth.com/","april.lyons@allycommunityhealth.com",,,,"YES",,,"YES","Health Promotion, Disease Prevention, Case Coordinator, Case Management, Health Coaching, Program Development, Program Evaluation, Community Needs Assessment, Coalition Building, Community Engagement, Grant Writing, Staff Development, Training and Education, Population Health Management, Data Analysis, Data Interpreting, Correctional Health Care, Re-Entry Programs, Health Screening, Health Marketing, Health Messaging, Advocacy, Community Behavioral Health, Public Health Initiatives.","541611","541612","541613","541990","611710","621999","624110","624190","813319","624120","541720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","913 N. Market Street
Wilmington, DE 19801
(39.745098, -75.54807)"
"Alpha Energy, LLC","SBF19031260","Marcellous Butler","409 Chester Avenue","Suite-B","Annapolis","MD","21403","8887772813","8665967172","http://www.alpha-energy.com","msb@alpha-energy.com",,,,"YES","YES",,,"Alpha Energy, LLC is a developer of community scale wind energy facilities, solar energy solutions, energy efficient audits, and commissioning services for newly constructed commercial buildings. Our projects provide clean power and grid stability with the goal of energy cost savings. We provide turn-key development and renewable energy services and solutions for Commercial, Industrial, Federal, State and Municipal clients. Key Words: Renewable Energy Assessments, Offshore Wind Development Services, Operations and Maintenance of Renewable Facilities","221122","237130","238110","238120","541690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409 Chester Avenue
Annapolis, MD 21403
(38.96893, -76.4804)"
"Alpha Professional Solutions, Inc","SBF20041353","Terrill Brown",,"4950 Parkside Ave. Suite 502","Philadelphia","PA","19131","2152262690","2152230321","http://www.alphaprosol.com","execs@alphaprosol.com",,,,"YES",,,"YES","Providers of Total Office Solutions: Office Supplies, Furniture, Janitorial Products, Electrical Supplies ad Lighting Solutions Computers & Accessories and related services: Desktop Delivery, Installation, Space Planning, and Document Management Solutions, Daylight Management Solutions for various type entities.","424120","423210","423420","423740","423850","444190","541990","561410","561499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","
Philadelphia, PA 19131
(39.985962, -75.221785)"
"Alvi Associates, Inc.","DE19113320","Irfan Alvi","110 West Rd","Ste 250","Towson","MD","21204","4103218877","4103218970","http://www.alviassociates.com","admin@alviassociates.com",,,,,,"YES","YES","Alvi Associates, Inc provides consulting, design,construction supervision, structures, highways, mass transit, building inspection services. DelDOT Certified","541330","541350","237310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110 West Rd
Towson, MD 21204
(39.41066, -76.615462)"
"ALW Sourcing LLC","DE22013957","William Allen","200 Continental Drive","Suite 401","Newark","DE","19713","8772595521","8669642430","http://www.alwsourcing.com","bill.allen@alwsourcing.com",,,,"YES",,,"YES","Provides call center, debt collections, and accounts receivable management services. Acquisitions & Sales, Customer Care & Retention, First & Third Party Collections, Fixed Fee Collections, Attorney Channels Services and Phone Pay","561440","541613","561422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200 Continental Drive
Newark, DE 19713
(39.687535, -75.659049)"
"AM40","SBF20091416","Ronald Harrison","800 N. Madison Street",,"Wilmington","DE","19801","8043560673",,,"a.harrison40@outlook.com",,,,,"YES",,"YES",,"236118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800 N. Madison Street
Wilmington, DE 19801
(39.746002, -75.555381)"
"Amazing Family Enterprises, LLC","SBF21121542","Tanerra Willis","DBA The Amazing Corner","112 Gloucester Boulevard","Middletown","DE","19709","2156516933",,"http://www.theamazingcorner.com","amazingwethead@gmail.com",,"YES",,,,,"YES","Amazing Family Enterprises LLC aims to motivate, inspire, and encouraage others to be Amazing also known as the best version of oneself. We seek to do this through our children's picture books, adult books, custom apparel, and community events. Our cmmunity events include, but are not limited to health wellness events, book fairs, motivational speaking, book readings, and small business expos. We sell inspirational T-shirts in kids, adullts, and other misc. retail.","454110","424120","453998","711510","711320","511130","454111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Ambishes Diva","SBF20071400","Semeko Wimber","PO Box 358",,"Cheswold","DE","19936","7575108363",,"http://www.ambishesdiva.com","ambishesdiva@gmail.com",,"YES",,,,,"YES",,"448140","448190","454110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"American Energy Supply Corp","DE22064131","Kristen Biaocco","1704 Chichester Avenue",,"Upper Chichester","PA","19061","6104944874","6104947444","http://www.fueloilnow.com","kb@fueloilnow.com",,"YES",,,,,"YES","American Energy Supply supplies and delivers diesel fuels in Delaware, Pennsylvania, New Jersey and Maryland. Our mission is to provide efficient, customized fuel solutions that help customers meet deadlines, complete projects, and power their work. When you partner with American Energy Supply, you will get personal, prompt, and reliable delivery service that anticipates your fuel needs. We make it easy to get fueled and keep your operations running and revenue coming in. Our products include; off road diesel, ultra-low sulfur diesel fuels, heating fuels, clear diesel, on road diesel, biodiesel and on-site temporary fuel storage tanks.","454310","324110","324199","423860","424710","424720","484220","493190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1704 Chichester Avenue
Upper Chichester, PA 19061
(39.82755, -75.428916)"
"American Power, LLC DBA American Power Electrical","SBF20031345","Craig Williams",,"110 North 63rd Street","Philadelphia","PA","19139","2157477800","2157475874","http://www.americanpoweresc.com","info@americanpoweresc.com","YES","YES",,,,,"YES","American Power Electrical Supply Company is a full service, full-line electrical supply wholesale and retail company that services Greater Philadelphia, Pennsylvania and the Delaware Valley. As a full-line stocking distributor we sell wholesale elecctrical products to commercial developers, contractors and electricians as well as construction companies, corporations, institutions. At present, American Power is a certified Minority Business Enterprise (MBE) with the City of Philadelphia and Commonwealth of Pennsylvania and State of New Jersey, the National Minority Supplier Development Council (NMSDC) as well as a Small Business Enterprise (SBE) with the Commonwealth of Pennsylvania and State of New Jersey.The American Power retail showroom and warehouse boasts a 30,000 sq. ft. stocked with the best brands in the industry to support your commercial and residential needs. Our product offering includes but is not limited to: electrical construction materials, wiring supplies and devices, electric light fixtures, power distribution products, boxes and enclosures, conduit and fittings, fasteners, fuses, lighting, and safety supplies.","423610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","
Philadelphia, PA 19139
(39.961704, -75.22974)"
"American Professional Manufacturing, Inc.","SBF21081511","John Jeffries","dba California Professional Manufacturing","154 Coyado Avenue","Modesto","CA","95350","2095272686","2095273095","http://www.cpmbags.com","john@apm-usa.com",,,"YES",,,,"YES","The company's core business lies in the design and manufacturing of body bags which are sold to a variety of agencies and businesses, such as funeral homes, medical examiners, hospitals, educational facilities, movie studios, and more.","326111","326199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"American Public Safety LLC","SBF20041362","Brittany Sgambato","31507 Trading Post Plaza","Unit 10","Millsboro","DE","19966","3023940303","3029074025","http://www.americanpublicsafety.com","brittany@americanpublicsafety.com","YES",,,,,,"YES","We sell uniforms and equipment for police, fire and EMS departments. Example of items include: disposable gloves, batteries, flash lights, duty gear, uniforms, shoes, collar brass, badges, traffic gloves, punture resistant gloves.We are an authorized dealer for Sempermed, TruSpec, Elbeco, Propper, 511, Under Armour, Armor Express, Survival Armor, Safariland, ASP, Streamlight, Nighstick, Salomon, Bates, Smith and Warren, Blackinto, Otis, Lund, Gould & Goodrich, Blackhawk, Bellwether Bike Apparel.","453998","423850","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Amodu Engineering Solutions, LLC","SBF21031459","Amodu Osuma","7701 Lindbergh Boulevard","Suite 1708","Philadelphia","PA","19153","3142498623",,"http://www.amodu-engineering.com","aosuma@amodu-engineering.com",,,,"YES",,,"YES","Engineering services including but not limited to mechanical, electrical, plumbing, fire protection systems design for buildings.","541330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7701 Lindbergh Boulevard
Philadelphia, PA 19153
(39.904105, -75.241038)"
"ANCAR Enterprises, LLC dba AlphaGraphics","DE20123694","Atul Chugh","3411 Silverside Road","Tatnall Building Suite 103","Wilmington","DE","19810","3024711884","3024771540","http://www.alphagraphicswilmington.com","achugh@alphagraphics.com",,,,"YES",,,"YES","Printing and Marketing communication services includes: Design, Print, Signs, Banners, Mailing Services, Promotional Products, Training Manuals, Brochures, Booklets, Business Cards, Folders, etc. The company also includes production facilities at: 703 Interchange Blvd, Newark, DE 19711.","323111","323120","339950","511199","541430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3411 Silverside Road
Wilmington, DE 19810
(39.808728, -75.541424)"
"Angarai International, Inc.","SBF19031263","Venkat Subramanian","9111 Edmonston Road","Suite 305","Greenbelt","MD","20770","4104725000","2405424903","http://www.angarai-intl.com","debids@angarai-intl.com",,,,"YES","YES",,"YES","Expertise - Project Management Office (PMO), Transformation Management Office (TMO), Advisory Management Office (AMO), Quality Management Office (QMO)Focus Areas - Agile & Cyber Security, Innovation & Value, Risk & Management, Modernization & EfficiencyLine of Service - Federal, State & Local, Private Sector, GlobalDomains - Defense & Security, Health & Human Services, Transportation & Infrastructure, Commerce & LaborCore Expertise - Program Management, Project Management, Program Integrity, Project Management Maturity, Organizational Diagnostics, Business Process Management, Organizational Design & Development, Knowledge Management, Strategic Planning, Implementation Roadmap, Management Advisory, Procurement & Contract Management, Quality Assurance (QA)/Quality Control (QC), Risk & Mitigation Management, Independent Assessments, Governance & Compliance","541511","541519","541611","541614","541512","541513","611430","541612","561110","561320","541613","561499","236220","541430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9111 Edmonston Road
Greenbelt, MD 20770
(38.99939, -76.899492)"
"Angela Jo Manieri","SBF18091222","Angela Jo Manieri","DBA: I AM CENTER STAGE","814 Arbern Place, The Highlands at the Ridge","Newark","DE","19711","3025881142",,"http://www.angelajo.com","aj@angelajo.com",,,,"YES",,,"YES","Angela Jo, as I AM CENTER STAGE, provides services of transformational speaking, training, consulting, one-on-one and group coaching for speaking training, and also provices services as a presentation stylist. Services for agencies, corporations, and individuals.","711510","611699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Anglin Cultured Stone Products, LLC","SBF19041279","Stuart Anglin","DBA: Anglin Construction","873 Salem Church Road","Newark","DE","19702","3028347044","3028347033","http://www.anglinconstruction.com","sanglin@anglinconstruction.com",,,"YES",,"YES",,,"Building Trades: Full- Service fit-outs, demo, interior & exterior alterations and renovations,metal framing, wood framing, windows, doors, siding, cabinets, flooring, trim work, roofing, gutters, drywall, paint, masonry, and brick work.Concrete:Concrete sidewalks, Concrete flat work, equipment pads, tank pads, concrete, curbs and gutters, cmu masonry, foundations, and piers.Excavation, Site Work, Demolition, Asphalt: Concrete breaking, concrete removal, excavation, containment dikes, grading & land clearing, and pipe installation.Saw Cutting: Asphalt saw cutting, concrete saw cutting.New Construction","236118","236117","238110","238120","238310","237110","237310","238130","238910","238320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
