"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","staff_type","staff_category","job_classification","total_experience","ed_level_not_reported","ed_level_associate","ed_level_two_years","ed_level_less_than_bachelor_degree","ed_level_bachelor","ed_level_bachelor_plus_15","ed_level_bachelor_plus_30","ed_level_master","ed_level_master_plus_15","ed_level_master_plus_30","ed_level_master_plus_45","ed_level_doctorate","ed_level_total"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Crafts & Trades","ALL","25","2","3","111","6",,"1","1",,,,,"149"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Social Worker","ALL",,,,,,,,"17","1","4","3",,"25"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Specialist, Instructional","ALL","1",,,,"9","3","10","49","19","27","17","5","140"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Secondary","ALL","2","2","2","19","171","47","57","373","85","64","58","13","893"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Supervisor, Instructional","ALL",,,,,,"2","1","8","8","3","13","18","53"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Secretarial","ALL","151","67","24","486","100",,"1","9",,,"1",,"839"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Psychologist","ALL",,,,,,,,"16","1","62","51","21","151"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","ALL","ALL","ALL","1812.4000000000001","270.89999999999998","115","3553.6999999999998","771.79999999999995","12.800000000000001","17","122.59999999999999","13","28","54","8","6779.1999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Principal","ALL",,,,,"1","3","6","59","30","34","37","38","208"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Assistant Principal","ALL","1","1",,"1","2",,"5","97","51","29","39","32","258"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","ALL","ALL","15","6","2","10","52","17","39","318","128","113","110","34","844"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","ALL","ALL","55.899999999999999","17","7","93","71","9","17","244","108","77","104","127","929.89999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Speech and Hearing Therapist","ALL","7","2",,"1","1","2","2","92","6","11","23","1","148"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Supervisor, General Support","ALL","13.9","2","1","9","20","1","3","23","8","3","8","5","96.900000000000006"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","ALL","324.39999999999998","10","12","290.80000000000001","29","1",,"8","2","2","2",,"681.20000000000005"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Custodial","ALL","406","7","6","879","5",,,"1",,,,,"1304"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Psychometrist","ALL",,,,,,,,,,"1","1",,"2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Elementary","ALL","1","2","1","8","215","63","55","457","90","60","48","4","1004"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Nurse","ALL",,"3","1","4","98","23","17","82","7","13","13","1","262"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Other Pupil Support","ALL","5","6",,"4","10","2","1","23","1","4","5","11","72"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","277","155","44","816","549.79999999999995","6.7999999999999998","3","80.599999999999994","2","6","4","2","1946.2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","ALL","ALL","ALL","138.90000000000001","46","18","243","2487","602","503","4412","1071","905","914","296","11635.9"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Supervisor, Pupil Support","ALL","2",,,,"1","2",,"4",,,,"1","10"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Cafeteria Worker","ALL","493","10.9","13","728.89999999999998","21",,"1","1",,"1",,,"1269.7"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","25","4","2","55","896","215","173","1318","325","260","267","50","3590"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Administrative Assistant","ALL","3","2",,"8","3",,,"3","2",,"1","2","24"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","ALL","ALL","42","12","7","124","2227","544","421","3551","801","606","585","95","9015"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Director","ALL","1",,,"2","12","2","2","24","10","4","10","28","95"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Specialist, General Support","ALL","26","10","6","62","29",,,"24","3","3","4",,"167"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Managerial","ALL","8","4","6","120","10",,,"2",,,,"1","151"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","ALL","ALL","1812.4000000000001","270.89999999999998","115","3553.6999999999998","771.79999999999995","12.800000000000001","17","122.59999999999999","13","28","54","8","6779.1999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Technical","ALL","15","11","5","28","16",,"1","10","1",,,,"87"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Specialist, Pupil Support","ALL","12",,"1","7","23","3","3","53","17","12","15","5","151"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","ALL","ALL","26","11","2","16","137","32","26","299","34","109","115","40","847"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","0","139",,"2","30","16",,,"5",,,,,"192"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Supervisor, General Support","0","4.9000000000000004",,,"1","2",,,"2",,,,,"9.9000000000000004"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","ALL","ALL","ALL","0","484.89999999999998","5","5","136","376.19999999999999","10","4","182.80000000000001","5","9","7","7","1231.9000000000001"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Specialist, Instructional","0",,,,,,,,"1",,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Assistant Principal","0",,,,,,,,"6",,,"1","1","8"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Crafts & Trades","0","1",,,,,,,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Specialist, General Support","0","9",,"1","2","2",,,"4",,,,,"18"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","ALL","0","9","2",,"1","7","2",,"8",,,,"1","30"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Guidance Counselor","0","1","1",,,"1","1",,"2",,,,,"6"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","ALL","0","20",,"2","23","233","7","4","121","3","4",,"2","419"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Principal","0",,,,,,,,"1",,,"1","1","3"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Home Visitor","0",,,,,,,,"1",,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Secondary","0","1",,"1","3","13",,,"7",,"1",,,"26"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Elementary","0",,,,,"19","3","1","21",,"1",,,"45"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","ALL","ALL","0","432","3","2","107","117.2","1",,"24.800000000000001","2","1","1",,"691"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Secretarial","0","24","1",,"7","2",,,"2",,,,,"36"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Other Pupil Support","0",,,,,"1",,,"1",,,,,"2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Psychometrist","0",,,,,,,,,,"1",,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Librarian","0",,,,,,"1",,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Other Instructional Support","0","8","1",,"1","6",,,"5",,,,,"21"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Custodial","0","38",,,"5",,,,,,,,,"43"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","ALL","0","432","3","2","107","117.2","1",,"24.800000000000001","2","1","1",,"691"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","ALL","0","6",,,,"12",,,"12",,"4","4","1","39"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","ALL","ALL","0","52.899999999999999","2","3","29","259","9","4","158","3","8","6","7","540.89999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Technical","0","9","1",,"1","2",,,"1",,,,,"14"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Other General Support","0","3",,,"1","1",,,,,,,,"5"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Supervisor, Pupil Support","0","1",,,,,,,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Speech and Hearing Therapist","0","3",,,,"1",,,"4",,"1","1",,"10"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","ALL","0","17.899999999999999",,"1","5","7",,,"17",,,"2","3","52.899999999999999"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Managerial","0","1",,,,,,,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Specialist, Pupil Support","0","2",,,,"2",,,"4",,,,,"8"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","0","59","1",,"28","81.200000000000003","1",,"13.800000000000001","1",,,,"185"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Service Aide","0","68",,,"14","14",,,"3","1",,"1",,"101"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Supervisor, Instructional","0",,,,,,,,,,,,"1","1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Psychologist","0",,,,,,,,"2",,"2","3","1","8"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Regular Elementary","0","6",,,"11","103","2","2","43","1","1",,"1","170"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Nurse","0",,,,,"8",,,,,,,,"8"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Regular Secondary","0","13",,"1","9","98","2","1","50","2","1",,"1","178"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Director","0",,,,,"1",,,"2",,,,,"3"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Superintendent","0",,,,,,,,"1",,,,"1","2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Administrative Assistant","0","1",,,"1","1",,,"1",,,,,"4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Cafeteria Worker","0","93",,,"22","2",,,,,"1",,,"118"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Cafeteria Worker","1","93",,,"13","1",,"1",,,,,,"108"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Supervisor, Instructional","1",,,,,,"1",,,,,"1",,"2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Specialist, Pupil Support","1","1",,"1",,"1",,,"1",,,,,"4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","1","61","4",,"29","76.799999999999997",,,"12",,,,,"182.80000000000001"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Other Instructional Support","1","1","1",,"1","2",,,,,,,,"5"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","ALL","ALL","1","318.60000000000002","9","2","62","90.799999999999997",,"1","13",,,,,"496.39999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Managerial","1","1",,"1",,,,,"1",,,,,"3"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","ALL","1","14",,,"1","4",,,"2",,,,"1","22"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Nurse","1",,,,,"2",,,,,,,,"2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","ALL","ALL","1","20","1","1","14","152","13","6","97","3","2","5","3","317"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","ALL","1","1","1",,"1","3","1",,"4",,"1","1",,"13"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Assistant Principal","1","1",,,,"1",,,"1",,,,"1","4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Supervisor, General Support","1","3",,,,"1",,,,,,,,"4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Librarian","1",,,,,"1",,,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Custodial","1","67",,,"3",,,,,,,,,"70"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Elementary","1",,,,,"19",,"1","13","1","1",,,"35"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Secretarial","1","21","3","1","6","5",,,,,,,,"36"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Speech and Hearing Therapist","1",,,,"1",,,,"1","1",,,,"3"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Crafts & Trades","1","4","1",,"1",,,,,,,,,"6"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Other General Support","1","3",,,"1",,,,,,,,,"4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Director","1",,,,,"2",,,,,,,,"2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","ALL","1","318.60000000000002","9","2","62","90.799999999999997",,"1","13",,,,,"496.39999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","Service","All Educators","Service School","Professional","ALL","ALL","6",,,,,,,,"1",,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Regular Elementary","1","1",,,"4","58","6","3","35",,,,,"107"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Psychologist","1",,,,,,,,"2",,,"4",,"6"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Regular Secondary","1","1",,,"6","56","4","1","28","1",,,"1","98"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","1","52.600000000000001","1",,"5","2",,,,,,,,"60.600000000000001"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Other Pupil Support","1","1",,,,"1",,,"1",,,,"1","4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","ALL","ALL","ALL","1","338.60000000000002","10","3","76","242.80000000000001","13","7","110","3","2","5","3","813.39999999999998"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Secondary","1","1",,,"1","8","2","1","10",,,,,"23"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Specialist, General Support","1","6",,,,,,,"1",,,,,"7"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Superintendent","1","1",,,,,,,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","ALL","1","3",,,"11","141","12","6","86","2","1",,"1","263"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Guidance Counselor","1",,,,,,,,"4",,,,,"4"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","ALL","1","2",,"1","1","4",,,"5","1",,"4","1","19"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Specialist, Instructional","1",,,,,,,,,,"1",,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Service Aide","1","17",,,"3","5",,,,,,,,"25"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Non-Professional","Skilled & Service Workers","Technical","1","2",,,"2","1",,,,,,,,"5"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Official/Administrative","Specialist, General Support","2","3",,,,,,,,,,,,"3"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Instructional Support","Librarian","2",,,,,,,,,"1","1",,,"2"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","ALL","ALL","ALL","2","261.80000000000001","6","3","109","249.80000000000001","18","11","165","11","13","5","4","856.60000000000002"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Special Secondary","2",,,,"5","18","2","1","18","1","1","1",,"47"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","ALL","2","8",,"1",,"4","1","1","10",,"7","4","1","37"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Psychologist","2",,,,,,,,"3",,"6","4",,"13"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Classroom Teacher","Teacher, Regular Secondary","2","5","2",,"9","69","2","4","51","3","2",,"1","148"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Specialist, Pupil Support","2","5",,,,"1","1","1","1",,,,,"9"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Other Pupil Support","2","1",,,,,,,,,,,,"1"
"2015","0","State of Delaware","0","State of Delaware","All Educators","All Educators","All Educators","All Educators","All Educators","All Educators","Professional","Pupil Support","Social Worker","2",,,,,,,,"1",,,,,"1"
