"schoolyear","districtcode","district","schoolcode","organization","assessmentname","contentarea","race","gender","grade","specialdemo","geography","subgroup","rowstatus","tested","proficient","pctproficient","scalescoreavg"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Non-SWD","All Students","Hispanic/Latino/Female/8th Grade/Non-SWD","REPORTED","769","129","16.78","574.07"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/8th Grade/Students with Disabilities","REDACTED","116",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Active EL Students","All Students","Hispanic/Latino/Female/9th Grade/Active EL Students","REDACTED","32",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Homeless","All Students","Hispanic/Latino/Female/9th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Low-Income","REPORTED","65","14","21.54","579.54"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/9th Grade/Military Connected Youth","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/9th Grade/Non-EL Students","REPORTED","142","54","38.03","591.97"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/9th Grade/Non-Foster Care","REPORTED","174","55","31.61","586.03"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/9th Grade/Non-Homeless","REPORTED","171","54","31.58","586.02"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Non Low-Income","REPORTED","109","41","37.61","589.9"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-SWD","All Students","Hispanic/Latino/Female/9th Grade/Non-SWD","REPORTED","159","55","34.59","588.78"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/9th Grade/Students with Disabilities","REDACTED","15",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Active EL Students","All Students","Hispanic/Latino/Female/10th Grade/Active EL Students","REPORTED","80","7","8.75","571.66"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Homeless","All Students","Hispanic/Latino/Female/10th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Low-Income","REPORTED","224","64","28.57","588.09"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/10th Grade/Military Connected Youth","REPORTED","18","7","38.89","600.33"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/10th Grade/Non-EL Students","REPORTED","539","226","41.93","594.61"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/10th Grade/Non-Foster Care","REPORTED","619","233","37.64","591.64"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/10th Grade/Non-Homeless","REPORTED","615","232","37.72","591.72"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Non Low-Income","REPORTED","395","169","42.78","593.66"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-SWD","All Students","Hispanic/Latino/Female/10th Grade/Non-SWD","REPORTED","563","227","40.32","593.36"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/10th Grade/Students with Disabilities","REPORTED","56","6","10.71","574.36"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Active EL Students","All Students","Hispanic/Latino/Female/11th Grade/Active EL Students","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Low-Income","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/11th Grade/Non-EL Students","REPORTED","18","7","38.89","591.11"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/11th Grade/Non-Foster Care","REPORTED","27","8","29.63","584.3"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/11th Grade/Non-Homeless","REPORTED","27","8","29.63","584.3"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Non Low-Income","REPORTED","19","6","31.58","584.89"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Non-SWD","All Students","Hispanic/Latino/Female/11th Grade/Non-SWD","REPORTED","24","7","29.17","585.58"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/11th Grade/Students with Disabilities","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Active EL Students","All Students","Hispanic/Latino/Female/12th Grade/Active EL Students","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Homeless","All Students","Hispanic/Latino/Female/12th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Low-Income","All Students","Hispanic/Latino/Female/12th Grade/Low-Income","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/12th Grade/Non-EL Students","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/12th Grade/Non-Foster Care","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/12th Grade/Non-Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/12th Grade/Non Low-Income","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Non-SWD","All Students","Hispanic/Latino/Female/12th Grade/Non-SWD","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","12th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/12th Grade/Students with Disabilities","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Active EL Students","All Students","Hispanic/Latino/Male/5th Grade/Active EL Students","REPORTED","572","30","5.24","546.46"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Homeless","All Students","Hispanic/Latino/Male/5th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Low-Income","All Students","Hispanic/Latino/Male/5th Grade/Low-Income","REPORTED","446","42","9.42","552.03"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Military Connected Youth","All Students","Hispanic/Latino/Male/5th Grade/Military Connected Youth","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/5th Grade/Non-EL Students","REPORTED","471","129","27.39","577.87"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/5th Grade/Non-Foster Care","REPORTED","1043","159","15.24","560.64"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/5th Grade/Non-Homeless","REPORTED","1030","159","15.44","561.03"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/5th Grade/Non Low-Income","REPORTED","597","117","19.60","567.08"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Non-SWD","All Students","Hispanic/Latino/Male/5th Grade/Non-SWD","REPORTED","808","148","18.32","566.65"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","5th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/5th Grade/Students with Disabilities","REPORTED","235","11","4.68","540"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Active EL Students","All Students","Hispanic/Latino/Male/8th Grade/Active EL Students","REDACTED","211",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Homeless","All Students","Hispanic/Latino/Male/8th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Low-Income","All Students","Hispanic/Latino/Male/8th Grade/Low-Income","REPORTED","368","45","12.23","565.45"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Military Connected Youth","All Students","Hispanic/Latino/Male/8th Grade/Military Connected Youth","REPORTED","20","10","50.00","583.2"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/8th Grade/Non-EL Students","REPORTED","716","162","22.63","575.17"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/8th Grade/Non-Foster Care","REPORTED","927","166","17.91","569.67"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/8th Grade/Non-Homeless","REPORTED","918","165","17.97","569.95"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/8th Grade/Non Low-Income","REPORTED","559","121","21.65","572.45"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Non-SWD","All Students","Hispanic/Latino/Male/8th Grade/Non-SWD","REPORTED","742","160","21.56","574.74"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","8th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/8th Grade/Students with Disabilities","REPORTED","185","6","3.24","549.35"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Active EL Students","All Students","Hispanic/Latino/Male/9th Grade/Active EL Students","REDACTED","45",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Homeless","All Students","Hispanic/Latino/Male/9th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Low-Income","All Students","Hispanic/Latino/Male/9th Grade/Low-Income","REPORTED","75","16","21.33","576.95"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Military Connected Youth","All Students","Hispanic/Latino/Male/9th Grade/Military Connected Youth","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/9th Grade/Non-EL Students","REPORTED","158","61","38.61","588.86"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/9th Grade/Non-Foster Care","REPORTED","203","62","30.54","582.83"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/9th Grade/Non-Homeless","REPORTED","199","62","31.16","583.33"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/9th Grade/Non Low-Income","REPORTED","128","46","35.94","586.27"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Non-SWD","All Students","Hispanic/Latino/Male/9th Grade/Non-SWD","REPORTED","165","58","35.15","586.62"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","9th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/9th Grade/Students with Disabilities","REDACTED","38",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Active EL Students","All Students","Hispanic/Latino/Male/10th Grade/Active EL Students","REPORTED","102","9","8.82","565.37"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Homeless","All Students","Hispanic/Latino/Male/10th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Low-Income","All Students","Hispanic/Latino/Male/10th Grade/Low-Income","REPORTED","179","57","31.84","585.16"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Military Connected Youth","All Students","Hispanic/Latino/Male/10th Grade/Military Connected Youth","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/10th Grade/Non-EL Students","REPORTED","479","207","43.22","594.07"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/10th Grade/Non-Foster Care","REPORTED","581","216","37.18","589.03"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/10th Grade/Non-Homeless","REPORTED","580","216","37.24","589.08"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/10th Grade/Non Low-Income","REPORTED","402","159","39.55","590.76"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Non-SWD","All Students","Hispanic/Latino/Male/10th Grade/Non-SWD","REPORTED","495","206","41.62","592.47"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/10th Grade/Students with Disabilities","REPORTED","86","10","11.63","569.22"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Active EL Students","All Students","Hispanic/Latino/Male/11th Grade/Active EL Students","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Homeless","All Students","Hispanic/Latino/Male/11th Grade/Homeless","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Low-Income","All Students","Hispanic/Latino/Male/11th Grade/Low-Income","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/11th Grade/Non-EL Students","REPORTED","17","6","35.29","577.59"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/11th Grade/Non-Foster Care","REPORTED","28","7","25.00","572.36"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/11th Grade/Non-Homeless","REPORTED","26","7","26.92","575.62"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/11th Grade/Non Low-Income","REPORTED","24","6","25.00","573.13"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Non-SWD","All Students","Hispanic/Latino/Male/11th Grade/Non-SWD","REPORTED","23","6","26.09","573.87"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","11th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/11th Grade/Students with Disabilities","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","12th Grade","Active EL Students","All Students","Hispanic/Latino/Male/12th Grade/Active EL Students","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","12th Grade","Low-Income","All Students","Hispanic/Latino/Male/12th Grade/Low-Income","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","12th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/12th Grade/Non-EL Students","REDACTED",,,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Male","12th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/12th Grade/Non-Foster Care","REDACTED",,,,
