Company Name,SBFCertNum,Contact Name,Address 1,Address 2,City,State,Tel,Fax,WebSite,EMail,Wholesale,Retail,Manufacturing,Service,Construction,Architecture and Engineering Services,Small Business,NAICSCode1,NAICSCode2,NAICSCode3,NAICSCode4,NAICSCode5,NAICSCode6,NAICSCode7,NAICSCode8,NAICSCode9,NAICSCode10,NAICSCode11,NAICSCode12,NAICSCode13,NAICSCode14,NAICSCode15,NAICSCode16,NAICSCode17,NAICSCode18,NAICSCode19,NAICSCode20,NAICSCode21,NAICSCode22,NAICSCode23,NAICSCode24,NAICSCode25,NAICSCode26,NAICSCode27,NAICSCode28,NAICSCode29,NAICSCode30,NAICSCode31,NAICSCode32,NAICSCode33,NAICSCode34,NAICSCode35,NAICSCode36,NAICSCode37,NAICSCode38,Geocoded Location
"ACK Contracting, LLC",DE22034016,Brenda Kellogg,DBA: ACK Contracting,1420 E. Mermaid Lane #242,Wyndmoor,PA,2676887312,,http://www.ackcontracting.com,brenda.kellogg@ackcontracting.com,,,,YES,YES,,,541620,562910,484220,562212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Action Unlimited Resources Inc.,SBF20031349,Aaron Glazar,230 Quigley Boulevard,,New Castle,DE,3023231455,3023231442,http://www.actioncleanup.com,adglazar@actioncleanup.com,YES,,,,,,YES,423850,424130,424690,424990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"230 Quigley Boulevard
New Castle, DE 19720
(39.659164, -75.602134)"
AdamBlaine Consulting LLC,SBF21031456,Karalee Adam,512 Quarry Lane,,Bismarck,ND,7014005615,,,kadam@adamblaine.consulting,,,,YES,,,YES,541519,541512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"512 Quarry Lane
Bismarck, ND 58503
(46.857316, -100.786246)"
Addi Naturals LLC,DE22024005,Yemina Israel,400 McCabe Ave,,Wilmington,DE,3029328179,,http://www.AddiNaturals.com,contact@AddiNaturals.com,YES,YES,YES,,,,YES,446120,111998,424210,339999,325611,325620,423850,424990,453998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"400 McCabe Ave
Wilmington, DE 19802
(39.756707, -75.542143)"
"AGEM Event Management, LLC",DE21023737,Victoria Brown,201 Waterview Drive,,New Castle,DE,3023840115,3022762929,http://www.agemevents.com,agemevents@gmail.com,,,,YES,,,YES,561920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"201 Waterview Drive
New Castle, DE 19720
(39.640573, -75.603222)"
"AKOBEN, LLC",SBF20041358,Abdul-Malik Muhammad,"364 East Main Street, Suite 1405",,Middletown,DE,3023791043,,http://www.akobenllc.org,admin@akoben.org,,,,YES,,,YES,611699,611710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"364 East Main Street, Suite 1405
Middletown, DE 19709
(39.450315, -75.704261)"
All-Span Inc.,SBF20121431,James Carter,9347 All-Span Drive,,Bridgeville,DE,3023499460,,http://www.allspaninc.com,rgriffith@allspaninc.com,,,YES,,,,,332312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9347 All-Span Drive
Bridgeville, DE 19933
(38.781582, -75.589947)"
"ALLy Community Health Associates, LLC",SBF20011330,April Lyons,913 N. Market Street,,Wilmington,DE,3023179422,,https://allycommunityhealth.com/,april.lyons@allycommunityhealth.com,,,,YES,,,YES,541611,541612,541613,541990,611710,621999,624110,624190,813319,624120,541720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"913 N. Market Street
Wilmington, DE 19801
(39.745098, -75.54807)"
"Alpha Energy, LLC",SBF19031260,Marcellous Butler,409 Chester Avenue,Suite-B,Annapolis,MD,8887772813,8665967172,http://www.alpha-energy.com,msb@alpha-energy.com,,,,YES,YES,,,221122,237130,238110,238120,541690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"409 Chester Avenue
Annapolis, MD 21403
(38.96893, -76.4804)"
"Alpha Professional Solutions, Inc",SBF20041353,Terrill Brown,,4950 Parkside Ave. Suite 502,Philadelphia,PA,2152262690,2152230321,http://www.alphaprosol.com,execs@alphaprosol.com,,,,YES,,,YES,424120,423210,423420,423740,423850,444190,541990,561410,561499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Philadelphia, PA 19131
(39.985962, -75.221785)"
"Alvi Associates, Inc.",DE19113320,Irfan Alvi,110 West Rd,Ste 250,Towson,MD,4103218877,4103218970,http://www.alviassociates.com,admin@alviassociates.com,,,,,,YES,YES,541330,541350,237310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110 West Rd
Towson, MD 21204
(39.41066, -76.615462)"
ALW Sourcing LLC,DE22013957,William Allen,200 Continental Drive,Suite 401,Newark,DE,8772595521,8669642430,http://www.alwsourcing.com,bill.allen@alwsourcing.com,,,,YES,,,YES,561440,541613,561422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"200 Continental Drive
Newark, DE 19713
(39.687535, -75.659049)"
AM40,SBF20091416,Ronald Harrison,800 N. Madison Street,,Wilmington,DE,8043560673,,,a.harrison40@outlook.com,,,,,YES,,YES,236118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"800 N. Madison Street
Wilmington, DE 19801
(39.746002, -75.555381)"
"Amazing Family Enterprises, LLC",SBF21121542,Tanerra Willis,DBA The Amazing Corner,112 Gloucester Boulevard,Middletown,DE,2156516933,,http://www.theamazingcorner.com,amazingwethead@gmail.com,,YES,,,,,YES,454110,424120,453998,711510,711320,511130,454111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ambishes Diva,SBF20071400,Semeko Wimber,PO Box 358,,Cheswold,DE,7575108363,,http://www.ambishesdiva.com,ambishesdiva@gmail.com,,YES,,,,,YES,448140,448190,454110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
American Energy Supply Corp,DE22064131,Kristen Biaocco,1704 Chichester Avenue,,Upper Chichester,PA,6104944874,6104947444,http://www.fueloilnow.com,kb@fueloilnow.com,,YES,,,,,YES,454310,324110,324199,423860,424710,424720,484220,493190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1704 Chichester Avenue
Upper Chichester, PA 19061
(39.82755, -75.428916)"
"American Power, LLC DBA American Power Electrical",SBF20031345,Craig Williams,,110 North 63rd Street,Philadelphia,PA,2157477800,2157475874,http://www.americanpoweresc.com,info@americanpoweresc.com,YES,YES,,,,,YES,423610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Philadelphia, PA 19139
(39.961704, -75.22974)"
"American Professional Manufacturing, Inc.",SBF21081511,John Jeffries,dba California Professional Manufacturing,154 Coyado Avenue,Modesto,CA,2095272686,2095273095,http://www.cpmbags.com,john@apm-usa.com,,,YES,,,,YES,326111,326199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
American Public Safety LLC,SBF20041362,Brittany Sgambato,31507 Trading Post Plaza,Unit 10,Millsboro,DE,3023940303,3029074025,http://www.americanpublicsafety.com,brittany@americanpublicsafety.com,YES,,,,,,YES,453998,423850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Amodu Engineering Solutions, LLC",SBF21031459,Amodu Osuma,7701 Lindbergh Boulevard,Suite 1708,Philadelphia,PA,3142498623,,http://www.amodu-engineering.com,aosuma@amodu-engineering.com,,,,YES,,,YES,541330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7701 Lindbergh Boulevard
Philadelphia, PA 19153
(39.904105, -75.241038)"
"ANCAR Enterprises, LLC dba AlphaGraphics",DE20123694,Atul Chugh,3411 Silverside Road,Tatnall Building Suite 103,Wilmington,DE,3024711884,3024771540,http://www.alphagraphicswilmington.com,achugh@alphagraphics.com,,,,YES,,,YES,323111,323120,339950,511199,541430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3411 Silverside Road
Wilmington, DE 19810
(39.808728, -75.541424)"
"Angarai International, Inc.",SBF19031263,Venkat Subramanian,9111 Edmonston Road,Suite 305,Greenbelt,MD,4104725000,2405424903,http://www.angarai-intl.com,debids@angarai-intl.com,,,,YES,YES,,YES,541511,541519,541611,541614,541512,541513,611430,541612,561110,561320,541613,561499,236220,541430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9111 Edmonston Road
Greenbelt, MD 20770
(38.99939, -76.899492)"
Angela Jo Manieri,SBF18091222,Angela Jo Manieri,DBA: I AM CENTER STAGE,"814 Arbern Place, The Highlands at the Ridge",Newark,DE,3025881142,,http://www.angelajo.com,aj@angelajo.com,,,,YES,,,YES,711510,611699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Anglin Cultured Stone Products, LLC",SBF19041279,Stuart Anglin,DBA: Anglin Construction,873 Salem Church Road,Newark,DE,3028347044,3028347033,http://www.anglinconstruction.com,sanglin@anglinconstruction.com,,,YES,,YES,,,236118,236117,238110,238120,238310,237110,237310,238130,238910,238320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A.N.J.J. Staffing & Training LLC,SBF20071390,Donna Johnson,10 Ashley Drive,,New Castle,DE,3025219857,,,anjjstaffingtraining@yahoo.com,,,,YES,,,YES,213112,212321,236115,236116,236210,236220,237110,237120,237310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10 Ashley Drive
New Castle, DE 19720
(39.651976, -75.627699)"
archScan LLC,SBF20031346,Vivica Williams,503 Coover Road,,Annapolis,MD,4109748183,4109748286,http://archscan.com,archscan@archscan.com,,,,YES,,,YES,518210,541618,561410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"503 Coover Road
Annapolis, MD 21401
(38.983391, -76.577073)"
Arimas LLC,SBF20101427,Hafsa Gorman,600 Meldon Avenue,,Donora,PA,4128335753,4128335753,http://www.arimasllc.com,hafsa.gorman@arimasllc.com,YES,,,,,,YES,423310,423330,423390,423720,423730,425120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"600 Meldon Avenue
Donora, PA 15033
(40.178429, -79.855164)"
Arrow Safety Device Co.,DE19033158,David Speier,123 Dixon Street,P.O. Box 205,Selbyville,DE,3028562516,3028561549,http://www.ArrowSafetyDevice.com,dave@arrowsouthpenn.com,YES,,YES,,,,YES,332312,332313,332322,332323,339991,339993,339999,423120,326220,326291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"123 Dixon Street
Selbyville, DE 19975
(38.455084, -75.22938)"
"Atlantic Screen & MFG, Inc.",SBF18051186,Patricia Lawson,142 Broadkill Road,,Milton,DE,3026843197,3026840643,http://www.atlantic-screen.com,atlantic@ce.net,YES,,YES,,,,YES,326122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142 Broadkill Road
Milton, DE 19968
(38.788134, -75.313482)"
"Atriade, LLC",SBF21041475,Mohammed Shehzad,251 Little Falls Drive,,Wilmington,DE,2017218570,2015268333,http://www.atriade.com,mshehzad@atriade.com,,,,YES,,,YES,541618,541690,561621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"251 Little Falls Drive
Wilmington, DE 19808
(39.760288, -75.623283)"
"Audubon Environmental, Inc.",DE21083851,Carla Morris- Lombardo,372 Atsion Road,,Shamong,NJ,6098593652,,http://www.audubonenvironmental.com,carla@audubonenvironmental.com,,,,,YES,,YES,238910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"372 Atsion Road
Shamong, NJ 08088
(39.816884, -74.792146)"
Axiom Acturarial Consulting LLC,SBF21041465,Carlos Sanchez-Fuentes,26 Knapton Street,,Barrington,RI,8605500740,,http://www.axiom-actuarial.com,carlos-fuentes@axiom-actuarial.com,,,,YES,,,YES,541611,541612,541720,524298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26 Knapton Street
Barrington, RI 02806
(41.757339, -71.307716)"
Axon Advisors LLC,SBF21101532,Emily Brammer,333 N. Alabama Street,Suite 350,Indianapolis,IN,3178007962,3178007962,http://www.axonadvisors.com,emily.brammer@axonadvisors.com,,,,YES,,,YES,541611,541618,541690,561320,541910,541990,561311,561312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"333 N. Alabama Street
Indianapolis, IN 46204
(39.772174, -86.152447)"
"AYB Investments, LLC",SBF21011439,Yvette Biggs,314 Friedman Drive,,New Castle,DE,4102995065,,http://www.ybiggshomes.com,biggs69@comcast.net,,,,YES,,,YES,531210,541199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"314 Friedman Drive
New Castle, DE 19720
(39.568899, -75.661038)"
Barter or Buy dba Barter or Buy Childrens',SBF19061299,Jessica King,24 W. Lockwood Street,,Middletown,DE,3027234165,,http://barterorbuyking.com,mrnmrsking824@gmail.com,,YES,,,,,YES,448130,454110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24 W. Lockwood Street
Middletown, DE 19709
(39.452603, -75.718725)"
"BCAC Financial Services, LLC",SBF20121438,Aisha Copeland,118 Bunche Boulevard,,Wilmington,DE,3023333405,,http://www.badcreditaintcute.com,aishamarie@bcacfinancial.com,,,,YES,,,YES,541611,541990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118 Bunche Boulevard
Wilmington, DE 19801
(39.712455, -75.553599)"
Beachin Bash LLC,SBF22071595,Erica Kirlin,21273 Catalina Circle,,Rehoboth Beach,DE,3022981414,,http://www.beachinbash.com,erica@beachinbash.com,,,,YES,,,YES,812990,561920,532289,722320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21273 Catalina Circle
Rehoboth Beach, DE 19971
(38.700748, -75.126197)"
"Berner Construction, Inc.",SBF18081208,Andrea Irey,1101 Quarry Road,,Gap,PA,7174423110,7174420457,http://www.bernerconstruction.com,andrea.irey@bernerconstruction.com,,,,,YES,,YES,541620,238910,237990,236210,562910,237310,238110,541380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1101 Quarry Road
Gap, PA 17527
(40.007718, -75.952625)"
"BGP Publicity, Inc. dba GillespieHall, Inc.",SBF22071593,Bridget Paverd,"1214 A, Old Lancaster Pike",,Hockessin,DE,3022349500,,http://www.GillespieHall.com,Bridget@GillespieHall.com,,,,YES,,,,541820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1214 A, Old Lancaster Pike
Hockessin, DE 19707
(39.78706, -75.695183)"
"Binkley Horticultural Services, Inc.",DE21043790,Erica Boston,PO Box 198,,Montchanin,DE,3027571943,,http://www.binkleyhorticulture.com,binkleyhort@hotmail.com,,,,YES,,,YES,561730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Black Star Security, Inc.",DE19083280,Ernest Muhammad,"56 Gill Drive, Newark, DE 19713",P.O. Box 526,Wilmington,DE,3022754533,,http://www.blackstarsecurityinc.com,blackstarsecurity@verizon.net,,,,YES,,,YES,561612,541519,541690,561621,611519,541513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlaqRose Consulting LLC DBA BRC LLC,SBF22051583,Ebony Albright,501 Delaware Street,PO Box 26,New Castle,DE,3028983393,,,brc_llc@outlook.com,,,,YES,,,YES,541199,541611,812990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"501 Delaware Street
New Castle, DE 19720
(39.661333, -75.565954)"
Blasco Contractors,SBF21101531,Brian Starke,802 S. 52nd Street,,Philadelphia,PA,2153138363,,http://www.blascocontractors.com,4blasco@gmail.com,,,,,YES,,YES,484220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"802 S. 52nd Street
Philadelphia, PA 19143
(39.945434, -75.224733)"
BLJ&D Flagging LLC,DE20103634,Corlet Demby,820 Carvel Drive,Apt. J12,Dover,DE,3022720574,3027247272,http://bljdflaggingllc.weebly.com,bljdflaggingllc@gmail.com,,,,,YES,,YES,561990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"820 Carvel Drive
Dover, DE 19901
(39.174677, -75.518669)"
Blue Collar Utilities LLC,SBF21061495,Stephanie Jarmon,7003 Seashore Highway,,Bridgeville,DE,4104220886,,,jarmonstephanie@yahoo.com,,,,,YES,,YES,237130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7003 Seashore Highway
Bridgeville, DE 19933
(38.750516, -75.621656)"
Blue Diamond Construction/Window Treatments & More,SBF20071399,Wayne Smith,405 W 34th Street,,Wilmington,DE,3022757019,8446011694,http://www.bluediamondconstruction.net,bluediamondconstruction@yahoo.com,,,,YES,YES,,YES,238390,337121,442291,236118,238910,236116,236220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"405 W 34th Street
Wilmington, DE 19802
(39.76163, -75.531681)"
Blue Hen Spring Works Inc.,SBF21071504,Billie Thompson,112 N. Rehoboth Boulevard,,Milford,DE,3024226600,3024226613,http://www.bluehensprings.com,bluehensprings@verizon.net,,,YES,YES,,,YES,336330,336390,423110,423120,423850,336340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"112 N. Rehoboth Boulevard
Milford, DE 19963
(38.918444, -75.418981)"
"Blue Heron Engineering Services, LTD",SBF18061189,Laurie Chase,4784 Donegal Cliffs Drive,,Dublin,OH,6144257462,,https://blueheronengineering.com,lchase@bluehenengineering.com,,,,,,YES,YES,541330,541620,611430,711510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4784 Donegal Cliffs Drive
Dublin, OH 43017
(40.130789, -83.116664)"
"B.L.Ward and Associates, LLC",DE19033154,Brewster Ward,P.O. Box 9312,,Wilmington,DE,3023126051,,http://www.blwardassociates.com,questions@blwardassociates.com,,,,YES,YES,,YES,238320,236118,238310,238330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BNC Realtors 1000, LLC",SBF19031265,Charles Robinson,564 Brookfield Drive,,Dover,DE,4109215510,,,BNCRealtors@outlook.com,,,,,YES,,YES,562119,484220,238910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"564 Brookfield Drive
Dover, DE 19901
(39.091695, -75.53775)"
"Booth Management Consulting, LLC",SBF21021448,Robin Booth,7230 Lee Deforest Drive,Suite 202,Columbia,MD,4103094929,4102901171,http://www.bmc-llc.net/,robinb@bmc-llc.net,,,,YES,,,YES,541211,541613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7230 Lee Deforest Drive
Columbia, MD 21046
(39.17412, -76.81961)"
Bowling Business Strategies LLC,SBF22061591,Jacob Bowling,1210 S. 3rd Street,,Philadelphia,PA,8567392476,,http://www.bowlingbizpa.com,blake@bowlingbizpa.com,,,,YES,,,,541611,541910,624190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1210 S. 3rd Street
Philadelphia, PA 19147
(39.932704, -75.149533)"
