"company_name","osdcertnum","contact_name","address_1","address_2","city","state","zip_code","tel","fax","website","email","building_trade","consultant","general_services","license_professional","manufacture","supplier","highway_construction","other_services","deldot","md_dot","nmsdc","paucp","wbenc","pamwb","wilmcity","njmwb","sam","mbe","wbe","_8_a","foreign_state","vobe","sdvobe","iwdbe","african","asian","subasian","hispanic","nativeamer","white","other","woman","disabled","veteran","naicscode1","naicscode2","naicscode3","naicscode4","naicscode5","naicscode6","naicscode7","naicscode8","naicscode9","naicscode10","naicscode11","naicscode12","naicscode13","naicscode14","naicscode15","naicscode16","naicscode17","naicscode18","naicscode19","naicscode20","naicscode21","naicscode22","naicscode23","naicscode24","naicscode25","naicscode26","naicscode27","naicscode28","naicscode29","naicscode30","naicscode31","certified"
"AB Consultants, Inc.","DE20103637","Amrish Patel","9450 Annapolis Road",,"Lanham","MD","20706","3013063091","3013063092","www.abconsultantsinc.com","amrish.patel@abconsultantsinc.com",,,,"YES",,,"YES",,,,,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"237310","541370","541330","237110","238910","541360","541380","561320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Able Hands Inc.","DE20083614","Balkisou Youssifou","23 Elks Trail",,"New Castle","DE","19720","3023977061","3023517022",,"bdanpullo@gmail.com",,,,"YES",,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"623220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Absolute Solutions and Associates, LLC","DE20033385","Paula Tilghman","7603 Georgia Avenue NW","Suite 402","Washington","DC","20012","2026309469","8007240163","www.absolute-saa.com","info@absolute-saa.com",,,,,,"YES",,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"423990","423730","423610","423850","423440","423720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Absolute Staffing & Consulting Solutions, LLC","DE20063551","Tawanda Huff","532 Baltimore Boulevard, Suite 305",,"Westminster","MD","21157","4108489480","4108489486","www.ascs1.com","huff.t@ascs1.com",,,,,,,,"YES",,,,,"YES",,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,"YES","561320","524291","541990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Absolute Supply and Services, LLC","DE22054073","Paula Tilghman","4592 Beech Road",,"Temple Hills","MD","20748","3014564927","8885599693","www.absolute-sas.com","ptilghman@absolute-sas.com",,,,,,"YES",,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"423730","423990","423720","238210","238220","423610","423850","425120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Accent Consulting Group of Delaware, LLC","DE19013092","Milton Booth","21691 D Street",,"Rehoboth Beach","DE","199717413","3022125051",,,"MiltonBooth21691@yahoo.com",,"YES",,"YES",,,,,,,,,,,,,,"YES",,,,"YES",,,"YES",,,,,,,,,"YES","531320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Access Dental, LLC","DE22094168","Karen Rose","446 S. New Street",,"Dover","DE","19904","3026743303","3026743304","www.accessdentalllc.com","smile@accessdentalllc.com",,,,"YES",,,,,,,,,,,,,,"YES","YES",,,"YES",,,"YES",,,,,,,"YES",,"YES","621210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Accu-Fire Fabrication, Inc.","DE20033415","Deadra Murphy","8 Progress Drive",,"Morrisville","PA","19067","2154282400","2154280355","www.accufire.com","dmurphy@accufire.com",,,,,"YES","YES",,,,,,,"YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"423850","333999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"ACK Contracting, LLC","DE22034015","Brenda Kellogg","DBA: ACK Contracting","1420 E. Mermaid Lane #242","Wyndmoor","PA","19038","2676887312",,"www.ackcontracting.com","brenda.kellogg@ackcontracting.com","YES","YES",,,,,,,,,,,"YES",,,,,,"YES",,,,,,,,,,,,,,,,"541620","562910","484220","562212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Ackerman and Baynes, LLC","DE20123678","Kimberly Smith","4211 Erdman Avenue",,"Baltimore","MD","212132698","4103422216","4105633971","www.ackbay.com","kim.smith@ackbay.com",,,,,"YES",,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"332313","332312","332323","332439","332999","423510","423990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"ACP Demolition & Remodeling LLC","DE19083284","Dee- Thomas Jones","720 Pinewood Drive",,"Middletown","DE","19709","3024381148",,,"tjoneslacp@gmail.com","YES",,"YES",,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"238310","238320","238350","238910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Acro Service Corporation","DE21043782","Ravinder Shahani","39209 W. Six Mile Road","Suite 250","Livonia","MI","48152","7345424203",,"www.acrocorp.com","dcloutier@acrocorp.com",,,,,,,,"YES",,,,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"561320","561311","561312","541511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"AdamBlaine Consulting LLC","DE21033744","Karalee Adam","512 Quarry Lane",,"Bismarck","ND","58503","7014005615",,,"kadam@adamblaine.consulting",,"YES",,,,,,,,,,,,,,,,,"YES",,,"YES",,,,,,,,"YES",,"YES",,"YES","541519","541512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"AD C Technologies Corporation","DE22023999","Marcel Bell","540 George Washington Drive",,"Dover","DE","19904","2405067990","2405067990",,"daath7@icloud.com",,"YES",,,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"541330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Addi Naturals LLC","DE22024004","Yemina Israel","400 McCabe Ave",,"Wilmington","DE","19802","3029328179",,"www.AddiNaturals.com","contact@AddiNaturals.com",,,,,"YES","YES",,"YES",,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"446120","111998","424210","339999","325611","325620","423850","424990","453998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Adoptra, LLC","DE21033763","Jonie Culbreath","9 Nina Court",,"Wilmington","DE","19810","3024687993",,,"jonie@adoptra.com",,"YES",,,,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"561410","511199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Advanced Integration Group, Inc.","DE21033755","Donna Chappel","1 McCormick Road, Suite A",,"McKees Rocks","PA","15136","4127220065","4127220066","www.aigcontrols.com","dchappel@aigcontrols.com","YES",,,,,,,"YES",,,,"YES",,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"334513","541511","335999","334515","561320","335313","335314","541330","541340","541512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Advanced Systems, Inc.","DE19033151","Marlene Moore","PO Box 8032",,"Newark","DE","19714","3023681211","7202933706","advancedsys.com","mmoore@advancedsys.com",,"YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541611","611430","541618","541690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Advant-EDGE Solutions of Middle Atlantic, Inc.","DE22034045","Laurie Holland","17 Shea Way",,"Newark","DE","19713","3025336858","8004178225","https://asiwaste.com/","compliance@asiwaste.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"562112","562119","562111","562213","562920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"A Friend of the Family Inc","DE20063545","Kim Allen","PO Box 5051",,"Wilmington","DE","198080051","3024634603",,"www.AFriendoftheFamily.com","admin@afriendofthefamily.com",,"YES",,,,,,,,,"YES",,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"611110","611710","611699","611430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"AGEM Event Management, LLC","DE21023736","Victoria Brown","201 Waterview Drive",,"New Castle","DE","19720","3023840115","3022762929","www.agemevents.com","agemevents@gmail.com",,,,,,,,"YES",,,,,"YES",,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"561920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Akita Trucking, LLC","DE22094166","Shauna Estep","6 Redwood Court",,"Newark","DE","19702","3025403880",,"www.akitatrucking.com","shauna@akitatrucking.com",,,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"484110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"AKOBEN, LLC","DE20043505","Abdul-Malik Muhammad","364 East Main Street, Suite 1405",,"Middletown","DE","19709","3023791043",,"www.akobenllc.org","admin@akoben.org",,"YES",,,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"611699","611710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"All Azimuth Solutions, LLC","DE22094172","James Herrera","47 Limerick Lane",,"Magnolia","DE","19962","7032393517",,"www.all-azimuth.com","james.herrera@all-azimuth.com",,"YES",,,,,,"YES",,,,,,,,,,"YES",,,,"YES",,,,,,"YES",,,,,,"YES","541690","541611","541715","611699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"All-Pro Placement Service, Inc.","DE20033382","Nancy Kelbaugh","116 Old Padonia Road","Suite D","Cockeysville","MD","21030","4103089050","4103089055","www.allproplacement.com","nancy@allproplacement.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"561320","561311","561110","561210","519120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"ALLy Community Health Associates, LLC","DE20013348","April Lyons","913 N. Market Street",,"Wilmington","DE","19801","3023179422",,"https://allycommunityhealth.com/","april.lyons@allycommunityhealth.com",,"YES",,"YES",,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"541611","541612","541613","541990","611710","621999","624110","624190","813319","624120","541720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Alpha Energy, LLC","DE19033146","Marcellous Butler","409 Chester Avenue","Suite-B","Annapolis","MD","21403","8887772813","8665967172","www.alpha-energy.com","msb@alpha-energy.com","YES","YES",,,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"221122","237130","238110","238120","541690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Alpha Professional Solutions, Inc","DE20043469","Terrill Brown",,"4950 Parkside Ave. Suite 502","Philadelphia","PA","19131","2152262690","2152230321","www.alphaprosol.com","execs@alphaprosol.com",,,,,,"YES",,,,,"YES",,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"424120","423210","423420","423740","423850","444190","541990","561410","561499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Alpha Technologies USA, Inc.","DE20053540","Jamie Cruz Virk","704 North King Street","Floor #4","Wilmington","DE","19904","9176552000","9088470395","www.Alphait.us","Jamie@ALPHAIT.US",,,,,,,,"YES",,,"YES",,,,,,,"YES","YES",,,,,,,,,"YES",,,,"YES",,,"541690","541519","541513","541512","541511","611420","611710","611430","611513","541612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Alternative Solutions Consulting Group, LLC","DE20083602","Wade Jones",,"29849 Plantation Drive","Millsoboro","DE","19966","3025423586","8666487571","alternative-solutions.com","wjones@alternative-solutions.com",,"YES",,"YES",,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"621330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Alvi Associates, Inc.","DE19113319","Irfan Alvi","110 West Rd","Ste 250","Towson","MD","21204","4103218877","4103218970","www.alviassociates.com","admin@alviassociates.com",,"YES",,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"YES",,,,,,,,,"541330","541350","237310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"ALW Sourcing LLC","DE22013956","William Allen","200 Continental Drive","Suite 401","Newark","DE","19713","8772595521","8669642430","www.alwsourcing.com","bill.allen@alwsourcing.com",,"YES",,,,,,"YES",,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"561440","541613","561422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"AM40","DE20093624","Ronald Harrison","800 N. Madison Street",,"Wilmington","DE","19801","8043560673",,,"a.harrison40@outlook.com","YES",,,,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"236118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Amazing Family Enterprises, LLC","DE21123941","Tanerra Willis","DBA The Amazing Corner","112 Gloucester Boulevard","Middletown","DE","19709","2156516933",,"www.theamazingcorner.com","amazingwethead@gmail.com",,,"YES",,,,,"YES",,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"454110","424120","453998","711510","711320","511130","454111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Ambishes Diva","DE20073600","Semeko Wimber","PO Box 358",,"Cheswold","DE","19936","7575108363",,"www.ambishesdiva.com","ambishesdiva@gmail.com",,,,,,,,"YES",,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"448140","448190","454110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Energy Supply Corp","DE22064130","Kristen Biaocco","1704 Chichester Avenue",,"Upper Chichester","PA","19061","6104944874","6104947444","www.fueloilnow.com","kb@fueloilnow.com",,,,,,"YES",,,,,,,"YES",,,,,,"YES",,,,,,,,,,,,,"YES",,,"454310","324110","324199","423860","424710","424720","484220","493190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Engineers Group LLC","DE20033440","Vijay Gupta","1220 Valley Forge Rd.","Suite 4","Phoenixville","PA","19460","4849208018","4849208008","aegroup-llc.com","vgupta@aegroup-llc.com",,"YES",,,,,,,"YES",,,"YES",,"YES",,,,"YES",,,,,,,,,"YES",,,,,,,,"237310","541330","541340","541370","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Flag Inc","DE19023111","Brandi Redrow","115 PineTree Road","PO Box 614","Townsend","DE","197340614","3027436146","3026590176",,"AMERICANFLAGINC@AOL.COM",,,,,,,"YES",,"YES",,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"561990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Personnel Managers & Consultants, Inc.","DE22023992","Patricia Gingrich","3607 Rosemont Avenue","Suite 101","Camp Hill","PA","17011","7174655637",,"www.amerijob.com","patg@apmci.com",,"YES","YES",,,,,"YES",,,,"YES",,"YES",,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541513","561320","541611","541613","561422","611430","541612","541618","541512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Power, LLC DBA American Power Electrical","DE20033453","Craig Williams",,"110 North 63rd Street","Philadelphia","PA","19139","2157477800","2157475874","www.americanpoweresc.com","info@americanpoweresc.com",,,,,,"YES",,,,,"YES",,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"423610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Professional Manufacturing, Inc.","DE21083860","John Jeffries","dba California Professional Manufacturing","154 Coyado Avenue","Modesto","CA","95350","2095272686","2095273095","www.cpmbags.com","john@apm-usa.com",,,,,"YES","YES",,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES","YES","326111","326199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"American Public Safety LLC","DE20043516","Brittany Sgambato","31507 Trading Post Plaza","Unit 10","Millsboro","DE","19966","3023940303","3029074025","www.americanpublicsafety.com","brittany@americanpublicsafety.com",,,,,,"YES",,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"453998","423850","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Amodu Engineering Solutions, LLC","DE21033747","Amodu Osuma","7701 Lindbergh Boulevard","Suite 1708","Philadelphia","PA","19153","3142498623",,"www.amodu-engineering.com","aosuma@amodu-engineering.com","YES","YES",,"YES",,,,,,,,"YES",,,,,,"YES",,,,,,,"YES",,,,,,,,,,"541330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Anaconda Protective Concepts, Inc.","DE21043764","Nancy Dunfee","210 Executive Drive","Suite 6","Newark","DE","19702","3028341125","3028341159","www.anacondaprotectiveconcepts.com","dunfee113@comcast.net","YES",,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"238210","561621","238990","561790","922160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"ANCAR Enterprises, LLC dba AlphaGraphics","DE20123693","Atul Chugh","3411 Silverside Road","Tatnall Building Suite 103","Wilmington","DE","19810","3024711884","3024771540","www.alphagraphicswilmington.com","achugh@alphagraphics.com",,,,,"YES",,,"YES",,,"YES",,,,,,,"YES",,,,,,,,"YES",,,,,,,,,"323111","323120","339950","511199","541430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Angarai International, Inc.","DE19033152","Venkat Subramanian","9111 Edmonston Road","Suite 305","Greenbelt","MD","20770","4104725000","2405424903","www.angarai-intl.com","debids@angarai-intl.com",,"YES",,,,,,"YES","YES",,,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"541511","541519","541611","541614","541512","541513","611430","541612","561110","561320","541613","561499","236220","541430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Angela Jo Manieri","DE18093042","Angela Jo Manieri","DBA: I AM CENTER STAGE","814 Arbern Place, The Highlands at the Ridge","Newark","DE","19711","3025881142",,"www.angelajo.com","aj@angelajo.com",,"YES",,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"711510","611699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Angelou Economic Advisors Inc.","DE19023102","Esther Angelou","DBA AngelouEconomics","8121 Bee Cave Road, Suite 100","Austin","TX","78746","5122259322","5122259283","www.angeloueconomics.com","eangelou@angeloueconomics.com",,"YES",,,,,,,,,"YES",,,,,,,"YES","YES",,,,,,,,,"YES",,,,"YES",,,"926110","928120","541611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Anglin Cultured Stone Products, LLC","DE19043211","Stuart Anglin","DBA: Anglin Construction","873 Salem Church Road","Newark","DE","19702","3028347044","3028347033","www.anglinconstruction.com","sanglin@anglinconstruction.com","YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,"236118","236117","238110","238120","238310","237110","237310","238130","238910","238320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"A.N.J.J. Staffing & Training LLC","DE20073585","Donna Johnson","10 Ashley Drive",,"New Castle","DE","19720","3025219857",,,"anjjstaffingtraining@yahoo.com",,,,"YES",,,,"YES",,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"213112","212321","236115","236116","236210","236220","237110","237120","237310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Applied Technology Services (ATS)","DE20043521","Danielle Burnett","11615 Crossroads Circle, Suite J",,"Middle River","MD","21220","4103441256","4103441259","www.appliedtechnologyservices.com","danielleb@appliedtechnologyservices.com",,,"YES",,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"423430","541512","811212","541511","517919","541690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"AquaCast Liner, LLC","DE21093872","Amy Monahan","100 Lake Drive","Suite 200","Newark","DE","19702","8559382278","3027787911","www.aquacastliner.com","amy@aquacastliner.com",,,,,"YES","YES",,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"339113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"archScan LLC","DE20033454","Virginia Williams","503 Coover Road",,"Annapolis","MD","21401","4109748183","4109748286","archscan.com","archscan@archscan.com",,"YES","YES",,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"518210","541618","561410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
