"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","staff_type","staff_category","job_classification","experience","educational_level","educators_fte","average_years_of_age"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","ALL","ALL","ALL","ALL","270","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","ALL","ALL","ALL","210","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","ALL","ALL","ALL","ALL","51","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","ALL","ALL","ALL","40","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","ALL","28","35"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","ALL","11","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","Teacher, Special Secondary","ALL","ALL","1","26"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Administrative Assistant","ALL","ALL","1","32"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","ALL","ALL","ALL","11","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Assistant Principal","ALL","ALL","1","34"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Director","ALL","ALL","2","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Other General Support","ALL","ALL","3","35"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Principal","ALL","ALL","1","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Specialist, General Support","ALL","ALL","1","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Superintendent","ALL","ALL","1","53"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Supervisor, General Support","ALL","ALL","1","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","ALL","ALL","ALL","ALL","37.799999999999997","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","ALL","ALL","ALL","37.799999999999997","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","ALL","ALL","1","24"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Cafeteria Worker","ALL","ALL","3","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Custodial","ALL","ALL","12","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Managerial","ALL","ALL","1","60"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Secretarial","ALL","ALL","4","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Service Aide","ALL","ALL","8","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","ALL","8.8000000000000007","38"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","ALL","ALL","ALL","ALL","ALL","88.799999999999997","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","Not Reported/Unknown","2","31"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Secretarial","ALL","Not Reported/Unknown","2","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Service Aide","ALL","Not Reported/Unknown","7","35"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Custodial","ALL","Not Reported/Unknown","5","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","ALL","Not Reported/Unknown","1","24"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","Skilled & Service Workers","ALL","ALL","Not Reported/Unknown","17","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","ALL","ALL","ALL","ALL","Not Reported/Unknown","24","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Non-Professional","ALL","ALL","ALL","Not Reported/Unknown","17","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","Other General Support","ALL","Not Reported/Unknown","1","23"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Official/Administrative","ALL","ALL","Not Reported/Unknown","1","23"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","Teacher, Special Secondary","ALL","Not Reported/Unknown","1","26"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","Not Reported/Unknown","2","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Not Reported/Unknown","3","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","Classroom Teacher","ALL","ALL","Not Reported/Unknown","6","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Charter","All Educators","Hispanic/Latino/Charter School","Professional","ALL","ALL","ALL","Not Reported/Unknown","7","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","ALL","ALL","ALL","Not Reported/Unknown","3","46"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","ALL","ALL","ALL","ALL","Not Reported/Unknown","103.90000000000001","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","Not Reported/Unknown","17","29"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Service Aide","ALL","Not Reported/Unknown","5","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Secretarial","ALL","Not Reported/Unknown","8","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Custodial","ALL","Not Reported/Unknown","23","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Crafts & Trades","ALL","Not Reported/Unknown","1","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Cafeteria Worker","ALL","Not Reported/Unknown","22","46"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","ALL","Not Reported/Unknown","24.899999999999999","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","ALL","ALL","Not Reported/Unknown","100.90000000000001","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","ALL","ALL","ALL","Not Reported/Unknown","100.90000000000001","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","Other Instructional Support","ALL","Not Reported/Unknown","2","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","ALL","ALL","Not Reported/Unknown","2","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","ALL","ALL","Not Reported/Unknown","1","56"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","Not Reported/Unknown","1","56"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","Not Reported/Unknown","19","29"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Service Aide","ALL","Not Reported/Unknown","12","36"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Secretarial","ALL","Not Reported/Unknown","10","45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Custodial","ALL","Not Reported/Unknown","28","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Cafeteria Worker","ALL","Not Reported/Unknown","22","46"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Crafts & Trades","ALL","Not Reported/Unknown","1","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","ALL","ALL","Not Reported/Unknown","117.90000000000001","39"
