"fiscal_year","fiscal_period","dept_name","div_name","merchant","cat_descr","trans_dt","merchandise_amt"
"2011","1","DEPT OF NATRL RES AND ENV CONT","PARKS AND RECREATION","OFFICE DEPOT #2415","OFFICE SCHOOL SUPPLY AND STATIONERY STORES","2010-06-27T00:00:00.000","79.97"
"2011","1","DEPT OF NATRL RES AND ENV CONT","PARKS AND RECREATION","THE HOME DEPOT #1604","HOME SUPPLY WAREHOUSE STORES","2010-06-27T00:00:00.000","102.48"
"2011","1","DEPT OF NATRL RES AND ENV CONT","PARKS AND RECREATION","WAL-MART #5436","DISCOUNT STORES","2010-06-27T00:00:00.000","17.64"
"2011","1","DEPT OF STATE","LIBRARIES","ALA ANNUAL CONFERENCE","ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES","2010-06-27T00:00:00.000","25"
"2011","1","DEPT OF STATE","LIBRARIES","RENAISSANCE 9671P F AND B","LODGING","2010-06-27T00:00:00.000","11.75"
"2011","1","DEPT OF STATE","LIBRARIES","RENAISSANCE 9671P F AND B","LODGING","2010-06-27T00:00:00.000","20.15"
"2011","1","DEPT OF STATE","LIBRARIES","WASH METRORAIL00005314","TRAVEL","2010-06-27T00:00:00.000","9"
"2011","1","DEPT OF STATE","LIBRARIES","WASHINGTON DC CC REST","EATING PLACES RESTAURANTS","2010-06-27T00:00:00.000","13"
"2011","1","DEPT OF STATE","LIBRARIES","WASHINGTON DC CC REST","EATING PLACES RESTAURANTS","2010-06-27T00:00:00.000","15"
"2011","1","DEPT OF STATE","LIBRARIES","WPA - RIVERFRONT PRKG DEC","AUTOMOBILE PARKING LOTS AND GARAGES","2010-06-27T00:00:00.000","36"
"2011","1","DEPT OF STATE","STATE BANKING COMMISSION","USAIRWAYS 0372393613744","AIRLINE","2010-06-27T00:00:00.000","25"
"2011","1","DEPT OF STATE","STATE BANKING COMMISSION","USAIRWAYS 0372393613778","AIRLINE","2010-06-27T00:00:00.000","25"
"2011","1","DEPT OF STATE","STATE BANKING COMMISSION","USAIRWAYS 0372393613962","AIRLINE","2010-06-27T00:00:00.000","25"
"2011","1","DEPT OF TRANSPORTATION","ENGINEERING SUPPORT","USAIRWAYS 0372393605634","AIRLINE","2010-06-27T00:00:00.000","25"
"2011","1","EAST SIDE CHARTER SCHOOL","EAST SIDE CHARTER SCHOOL","DOLRTREE 2251 00022517","DISCOUNT STORES","2010-06-27T00:00:00.000","40.05"
"2011","1","EAST SIDE CHARTER SCHOOL","EAST SIDE CHARTER SCHOOL","STAPLES 00101105","OFFICE SCHOOL SUPPLY AND STATIONERY STORES","2010-06-27T00:00:00.000","108.65"
"2011","1","EAST SIDE CHARTER SCHOOL","EAST SIDE CHARTER SCHOOL","YOYO JOE'S TOYS AND FUN","MISCELLANEOUS AND SPECIALTY RETAIL STORES","2010-06-27T00:00:00.000","14.97"
"2011","1","EXECUTIVE","DELAWARE TOURISM OFFICE","CHEESECAKE BALTIMORE","EATING PLACES RESTAURANTS","2010-06-27T00:00:00.000","33.34"
"2011","1","FAMILY FOUNDATIONS ACADEMY","FAMILY FOUNDATIONS ACADEMY","HYATT HOTELS REGENCY F/D","LODGING","2010-06-27T00:00:00.000","171.65"
"2011","1","PRESTIGE ACADEMY","PRESTIGE ACADEMY","AIRPORT EXPRESS - O'HA","TRAVEL","2010-06-27T00:00:00.000","72"
"2011","1","PRESTIGE ACADEMY","PRESTIGE ACADEMY","ROCCO-RANALLI","EATING PLACES RESTAURANTS","2010-06-27T00:00:00.000","28.42"
"2011","1","PRESTIGE ACADEMY","PRESTIGE ACADEMY","STARBUCKS T1 B20251674","FAST FOOD RESTAURANTS","2010-06-27T00:00:00.000","8.13"
"2011","1","PRESTIGE ACADEMY","PRESTIGE ACADEMY","THE GREENE TURTLE-BWI","EATING PLACES RESTAURANTS","2010-06-27T00:00:00.000","31.04"
"2011","1","PRESTIGE ACADEMY","PRESTIGE ACADEMY","UNITED AIR 0164510196674","AIRLINE","2010-06-27T00:00:00.000","50"
"2011","1","PRESTIGE ACADEMY","PRESTIGE ACADEMY","UNITED AIR 0168608551178","AIRLINE","2010-06-27T00:00:00.000","159.4"
"2011","1","SUSSEX ACADEMY OF ARTSSCIENCE","SUSSEX ACADEMY OF ARTSSCIENCE","ADOBO GRILL - OLD TOWN","EATING PLACES RESTAURANTS","2010-06-27T00:00:00.000","25.88"
"2011","1","APPOQUINIMINK SCHOOL DISTRICT","APPOQUINIMINK SCHOOL DISTRICT","SERVER PRODUCTS INC","COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","83.32"
"2011","1","APPOQUINIMINK SCHOOL DISTRICT","APPOQUINIMINK SCHOOL DISTRICT","WM SUPERCENTER","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","328.48"
"2011","1","APPOQUINIMINK SCHOOL DISTRICT","APPOQUINIMINK SCHOOL DISTRICT","WM SUPERCENTER","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","63.59"
"2011","1","AUDITOR OF ACCOUNTS","AUDITOR OF ACCOUNTS","CANON FINANCIAL SERVIC","OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT","2010-06-28T00:00:00.000","144.5"
"2011","1","CAPITAL SCHOOL DISTRICT","CAPITAL SCHOOL DISTRICT","AMAZON.COM","BOOK STORES","2010-06-28T00:00:00.000","195.36"
"2011","1","CAPITAL SCHOOL DISTRICT","CAPITAL SCHOOL DISTRICT","AMAZON.COM","BOOK STORES","2010-06-28T00:00:00.000","253.27"
"2011","1","CAPITAL SCHOOL DISTRICT","CAPITAL SCHOOL DISTRICT","AMAZON.COM","BOOK STORES","2010-06-28T00:00:00.000","325.63"
"2011","1","CHRISTINA SCHOOL DISTRICT","CHRISTINA SCHOOL DISTRICT","HOLIDAY INNS","LODGING","2010-06-28T00:00:00.000","225.72"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","MAGRANN ASSOCIATES","CONSULTING MANAGEMENT AND PUBLIC RELATIONS SVCS","2010-06-28T00:00:00.000","1238.75"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","NAFSA","MISCELLANEOUS AND SPECIALTY RETAIL STORES","2010-06-28T00:00:00.000","365"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","THE CONTINENTAL","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","11"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","THE CONTINENTAL","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","22.77"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","THE NEWS JOURNAL COMPANY","DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS","2010-06-28T00:00:00.000","204.96"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","THE NEWS JOURNAL COMPANY","DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS","2010-06-28T00:00:00.000","218.7"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - OFFICE OF THE PRESIDENT","THE NEWS JOURNAL COMPANY","DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS","2010-06-28T00:00:00.000","228.42"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","AIRGAS SAFETY LYONS","CHEMICALS-ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","78.61"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","AMER.ACADEMY OF PROF.CODE","BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","370"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","AMER.ACADEMY OF PROF.CODE","BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","370"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","AMER.ACADEMY OF PROF.CODE","BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","370"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","BJS WHOLESALE #178","WHOLESALE CLUBS","2010-06-28T00:00:00.000","22.16"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","BJS WHOLESALE #178","WHOLESALE CLUBS","2010-06-28T00:00:00.000","75"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","FIVE BELOW #121","DISCOUNT STORES","2010-06-28T00:00:00.000","24.99"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","FIVE BELOW #121","DISCOUNT STORES","2010-06-28T00:00:00.000","75"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - STANTON CAMPUS","ICE BUTLER THE - WILMI","FREEZER LOCKER MEAT PROVISIONERS","2010-06-28T00:00:00.000","100"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - TERRY CAMPUS","JMC LIMO SERVICES","TRAVEL","2010-06-28T00:00:00.000","120"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - TERRY CAMPUS","JMC LIMO SERVICES","TRAVEL","2010-06-28T00:00:00.000","120"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - TERRY CAMPUS","JMC LIMO SERVICES","TRAVEL","2010-06-28T00:00:00.000","30"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - TERRY CAMPUS","JMC LIMO SERVICES","TRAVEL","2010-06-28T00:00:00.000","40"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - TERRY CAMPUS","OFFICE DEPOT #5910","DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH","2010-06-28T00:00:00.000","33.12"
"2011","1","DEL TECH AND COMM COLLEGE","DTCC - TERRY CAMPUS","SIMARON STEAKS AND S","FAST FOOD RESTAURANTS","2010-06-28T00:00:00.000","120"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","BESTBUYCOM 88994009","ELECTRONIC SALES","2010-06-28T00:00:00.000","623.91"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","DTCC OWENS CAMPUS","GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","25"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","GA BLANCO AND SONS INC","OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT","2010-06-28T00:00:00.000","1260"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","JORDAN'S ROOFTOP RESTA","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","1545"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","THE NEWS JOURNAL COMPANY","DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS","2010-06-28T00:00:00.000","762.72"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","WAL-MART #2791","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","26.6"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","WAL-MART #2791","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","79.58"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","WM SUPERCENTER","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","108.07"
"2011","1","DEL TECH AND COMM COLLEGE","OWENS CAMPUS","WM SUPERCENTER","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","8"
"2011","1","DEL TECH AND COMM COLLEGE","WILMINGTON CAMPUS","CROWN TROPHY #86","MISCELLANEOUS AND SPECIALTY RETAIL STORES","2010-06-28T00:00:00.000","27"
"2011","1","DEL TECH AND COMM COLLEGE","WILMINGTON CAMPUS","CROWN TROPHY #86","MISCELLANEOUS AND SPECIALTY RETAIL STORES","2010-06-28T00:00:00.000","9"
"2011","1","DEL TECH AND COMM COLLEGE","WILMINGTON CAMPUS","DAVE AND BUSTER'S #5","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","200"
"2011","1","DEL TECH AND COMM COLLEGE","WILMINGTON CAMPUS","DAVE AND BUSTER'S #5","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","674.44"
"2011","1","DEL TECH AND COMM COLLEGE","WILMINGTON CAMPUS","DENTSPLY NORTH AMERICA","DENTAL-LAB-MED-OPHTHALMIC HOSP EQUIP SUPPLIES","2010-06-28T00:00:00.000","74.4"
"2011","1","DEL TECH AND COMM COLLEGE","WILMINGTON CAMPUS","ED'S BUFFALO WINGS","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","120.97"
"2011","1","DELAWARE NATIONAL GUARD","DELAWARE NATIONAL GUARD","HERTRICH'S LTD","AUTO TRUCK DLRS-SALES SVC REPRS PRTS LEASING","2010-06-28T00:00:00.000","709.46"
"2011","1","DELMAR SCHOOL DISTRICT","DELMAR SCHOOL DISTRICT","USPS 09165009435434455","POSTAL SERVICES-GOVERNMENT ONLY","2010-06-28T00:00:00.000","49.54"
"2011","1","DEPT OF AGRICULTURE","FOREST SERVICE","DOVER RENT-ALL","EQUIPMENT RENTALLEASING SVS FURNTURE-TOOL RENTAL","2010-06-28T00:00:00.000","-16"
"2011","1","DEPT OF AGRICULTURE","FOREST SERVICE","DOVER RENT-ALL","EQUIPMENT RENTALLEASING SVS FURNTURE-TOOL RENTAL","2010-06-28T00:00:00.000","109.6"
"2011","1","DEPT OF CORRECTIONS","ADMINISTRATIVE SERVICES","DOVER ARMY-NAVY STOR","SPORTS APPAREL RIDING APPAREL STORES","2010-06-28T00:00:00.000","103.35"
"2011","1","DEPT OF CORRECTIONS","ADMINISTRATIVE SERVICES","DOVER ARMY-NAVY STOR","SPORTS APPAREL RIDING APPAREL STORES","2010-06-28T00:00:00.000","298.05"
"2011","1","DEPT OF CORRECTIONS","ADMINISTRATIVE SERVICES","PHILIP ROSENAU CO INC","SANITATION POLISHING SPECIALITY CLEANING PREP","2010-06-28T00:00:00.000","1128.8"
"2011","1","DEPT OF CORRECTIONS","ADMINISTRATIVE SERVICES","PHILIP ROSENAU CO INC","SANITATION POLISHING SPECIALITY CLEANING PREP","2010-06-28T00:00:00.000","1196.25"
"2011","1","DEPT OF CORRECTIONS","ADMINISTRATIVE SERVICES","PHILIP ROSENAU CO INC","SANITATION POLISHING SPECIALITY CLEANING PREP","2010-06-28T00:00:00.000","3438.7"
"2011","1","DEPT OF CORRECTIONS","BUR CHIEF-COMMUNITY CORRECTION","ATLANTIC TACTICAL","MISCELLANEOUS AND SPECIALTY RETAIL STORES","2010-06-28T00:00:00.000","486.45"
"2011","1","DEPT OF CORRECTIONS","DELAWARE CORRECTIONAL INDUSTRI","STATE LINE GAS","FUEL DISPENSER AUTOMATED","2010-06-28T00:00:00.000","53"
"2011","1","DEPT OF CORRECTIONS","DOC-MEDICAL TREATMENT SRVS","OFFICE DEPOT #5910","DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH","2010-06-28T00:00:00.000","147.42"
"2011","1","DEPT OF CORRECTIONS","E FACILITIES MAINTENANCE","J W MILLER WELDING AND BLR","WELDING REPAIR","2010-06-28T00:00:00.000","1434.8"
"2011","1","DEPT OF CORRECTIONS","E FACILITIES MAINTENANCE","KRATOS MID ATLANTIC INC","COMPUTER NETWORK-INFORMATION SERVICES","2010-06-28T00:00:00.000","165"
"2011","1","DEPT OF CORRECTIONS","E FACILITIES MAINTENANCE","KRATOS MID ATLANTIC INC","COMPUTER NETWORK-INFORMATION SERVICES","2010-06-28T00:00:00.000","165"
"2011","1","DEPT OF CORRECTIONS","E FOOD SERVICES","SAF-GARD SAFETY SHOE CO #","SHOE STORES","2010-06-28T00:00:00.000","79.99"
"2011","1","DEPT OF CORRECTIONS","JAMES T VAUGHN CORRECTIONAL C","BESTBUYCOM 88994009","ELECTRONIC SALES","2010-06-28T00:00:00.000","99.99"
"2011","1","DEPT OF CORRECTIONS","JAMES T VAUGHN CORRECTIONAL C","VETERINARY SPECIALTY CEN","VETERINARY SERVICES","2010-06-28T00:00:00.000","110.35"
"2011","1","DEPT OF CORRECTIONS","NEW CASTLE CTY COMMUNITY CORRE","DOVER ARMY-NAVY STOR","SPORTS APPAREL RIDING APPAREL STORES","2010-06-28T00:00:00.000","72.9"
"2011","1","DEPT OF CORRECTIONS","SUSSEX CORRECTIONAL INST","SAVANNAH ANIMAL HOSPIT","VETERINARY SERVICES","2010-06-28T00:00:00.000","118.4"
"2011","1","DEPT OF EDUCATION","DEPARTMENT OF EDUCATION","FRANK NICS WESTEND GRILL","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","31"
"2011","1","DEPT OF EDUCATION","E EDUCATIONAL TECHNOLOGY","DOVER RENT-ALL","EQUIPMENT RENTALLEASING SVS FURNTURE-TOOL RENTAL","2010-06-28T00:00:00.000","54.98"
"2011","1","DEPT OF EDUCATION","E EDUCATIONAL TECHNOLOGY","ISTE NECC REGISTRATION","SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","179"
"2011","1","DEPT OF EDUCATION","E PENCADER BUSINESS AND FINA","THE HOME DEPOT #1605","HOME SUPPLY WAREHOUSE STORES","2010-06-28T00:00:00.000","31.97"
"2011","1","DEPT OF EDUCATION","EDUCATION BLOCK GRANTS","CHI TAXI MED 0386","TRAVEL","2010-06-28T00:00:00.000","42.2"
"2011","1","DEPT OF EDUCATION","EDUCATION BLOCK GRANTS","EMILIOS SOL Y NIEVE","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","31"
"2011","1","DEPT OF ELECTIONS","SUSSEX COUNTY ELECTIONS","WM SUPERCENTER","GROCERY STORES SUPERMARKETS","2010-06-28T00:00:00.000","32.76"
"2011","1","DEPT OF FINANCE","ACCOUNTING","OFFICE DEPOT #1105","DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH","2010-06-28T00:00:00.000","105.58"
"2011","1","DEPT OF FINANCE","ACCOUNTING","OFFICE DEPOT #5910","DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH","2010-06-28T00:00:00.000","1187.26"
"2011","1","DEPT OF FINANCE","REVENUE","HARMONYBUSINESSSUPPLIES","INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","15.95"
"2011","1","DEPT OF FINANCE","REVENUE","HARMONYBUSINESSSUPPLIES","INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED","2010-06-28T00:00:00.000","219.7"
"2011","1","DEPT OF FINANCE","STATE LOTTERY OFFICE","USPS 09099009335434117","POSTAL SERVICES-GOVERNMENT ONLY","2010-06-28T00:00:00.000","56"
"2011","1","DEPT OF HEALTH AND SOCIAL SV","ADMINISTRATION-MENTAL HEALTH","ROSA MEXICANO DC","EATING PLACES RESTAURANTS","2010-06-28T00:00:00.000","27.65"
"2011","1","DEPT OF HEALTH AND SOCIAL SV","ADMINISTRATION-MENTAL HEALTH","WASH METRORAIL00012302","TRAVEL","2010-06-28T00:00:00.000","10"
"2011","1","DEPT OF HEALTH AND SOCIAL SV","COMMUNITY HEALTH","MARTA ATLANTA 00000018","TRAVEL","2010-06-28T00:00:00.000","12.5"
"2011","1","DEPT OF HEALTH AND SOCIAL SV","COMMUNITY HEALTH","MARTA ATLANTA 00000018","TRAVEL","2010-06-28T00:00:00.000","12.5"
"2011","1","DEPT OF HEALTH AND SOCIAL SV","COMMUNITY HEALTH","OFFICE DEPOT #5910","DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH","2010-06-28T00:00:00.000","244.66"
