"uid","name","description","type","category","url","audience","publication_stage","creation_date","last_data_updated_date","visits","downloads"
"vbxr-gzif","American Rescue Plan","American Rescue Plan Act 2021","story","Government and Finance","https://data.delaware.gov/stories/s/vbxr-gzif","public","published","2022-01-24T13:56:38.000","2022-02-08T17:32:59.000","399","0"
"e2rw-zi3s","State of Delaware American Rescue Plan (ARP) Reporting Transparency Expenses","Detailed Financial data on state purchases and payments from American Rescue Plan (ARP) Funds.","dataset","Government and Finance","https://data.delaware.gov/d/e2rw-zi3s","public","published","2021-11-30T16:20:35.000","2022-09-12T14:33:15.000","231","35"
"ee9q-vja8","State of Delaware American Rescue Plan (ARP) Reporting Transparency Budgets","Detailed Financial data on American Rescue Plan (ARP) Budgets","dataset","Government and Finance","https://data.delaware.gov/d/ee9q-vja8","public","published","2021-11-30T16:04:51.000","2022-09-12T14:28:12.000","192","20"
"q2kk-gcju","Delaware Open Data Portal Published Assets","A list of published and publicly visible Datasets and Stories on the Delaware Open Data Portal.","dataset","Government and Finance","https://data.delaware.gov/d/q2kk-gcju","public","published","2021-10-21T20:05:54.000","2022-09-12T04:05:13.000","145","123"
"ru7v-r896","Delaware Population Projections","Annual Population Projections by Race and Year as provided by the Delaware Population Consortium.","dataset","Government and Finance","https://data.delaware.gov/d/ru7v-r896","public","published","2021-08-30T13:51:24.000","2021-12-22T13:40:39.000","95","18"
"vgb7-dzz9","2012 Land Use Land Cover","<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>The 2012 Land Use Land Cover (LULC) update was performed using computer interactive heads-up digitizing techniques and ArcGIS software. The baseline datasets were year 2012 digital CIR orthophotos and the State’s existing 2007 LULC data. The data was digitally subdivided into working production modules based on the 1:24,000 scale USGS topographic quadrangle system. The LULC update was performed per the modified Anderson, et al., LULC classification and 2 acre minimum mapping unit (140’ width) established for the State’s previous LULC Update projects. The work was performed by Aerial Information Systems, Inc. (AIS) of Redlands, California.AIS staff analysts compared the State’s existing 2007 LULC data to the 2012 project imagery. Every polygon was reviewed for change, accuracy of polygon boundaries, and adherence to the 2012 LULC classification and mapping criteria. Polygon boundaries and codes were modified as necessary through the addition of new lines and codes or the modification of existing arcs. In addition, large obvious errors in the 2007 data were retroactively (‘retro”) corrected. The “retro” mapping process helps to ensure a more accurate baseline dataset for change analysis studies. The 2012 LULC interpretations were incorporated directly into the baseline 2007 LULC coverage to create a final composite coverage containing LULC information for both eras. Each polygon in the composite coverage was assigned an item for 2012 and 2007. Where no LULC change had occurred, the LULC class for both item years remained the same. Where a LULC change did occur, new boundaries were added to the data set as needed, subdividing the existing 2007 polygon, and the polygons were attributed for the appropriate 2012 LULC type. This method ensured that the different layers seamlessly co-registered to each other, creating a sliver free coverage for use in change analysis studies.</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/vgb7-dzz9","public","published","2021-08-23T13:42:52.000","2021-08-23T13:45:00.000","82","14"
"vixm-im69","2007 Land Use Land Cover (Revised)","<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>Revised 2007 LULC based on re-interpretation by AIS using the 2007 Aerial Imagery. This revision was part of the contract to update the 2012 LULC for the State of Delaware. Many errors were detected in the 2007 LULC interpretation and AIS provided correction for those errors.</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/vixm-im69","public","published","2021-08-23T13:41:51.000","2021-08-23T13:43:34.000","58","13"
"euge-avjj","2017 Land Use Land Cover","<DIV STYLE=""text-align:Left;""><DIV><DIV><P STYLE=""text-align:Justify;margin:0 0 0 0;""><SPAN><SPAN>This digital geospatial dataset represents land use land cover polygons as defined by the Delaware Modified Anderson System derived from: A Land Use and Land Cover Classification System for Use with Remote Sensor Data, U. S. Geological Survey Professional Paper 964, 1976; edited by Delaware in 2007, and 2012. The LULC update was performed using ArcGIS software tools, coding menus, and interactive photo-interpretative mapping techniques.  Three relevant fields are included in the dataset attribute table: </SPAN></SPAN></P><P STYLE=""text-align:Justify;margin:0 0 0 0;""><SPAN /><SPAN /></P><UL><LI><P STYLE=""text-align:Justify;""><SPAN STYLE=""font-weight:bold;""><SPAN>“LULC</SPAN></SPAN><SPAN STYLE=""font-weight:bold;text-decoration:underline;""><SPAN>_</SPAN></SPAN><SPAN STYLE=""font-weight:bold;""><SPAN>CODE2017”</SPAN></SPAN><SPAN> – Delaware Modified Anderson System numeric code per 2017 polygons</SPAN></P></LI><LI><P STYLE=""text-align:Justify;""><SPAN /><SPAN STYLE=""font-weight:bold;"">“LULC</SPAN><SPAN STYLE=""font-weight:bold;text-decoration:underline;""><SPAN>_</SPAN></SPAN><SPAN STYLE=""font-weight:bold;""><SPAN>CATEGORY2017”</SPAN></SPAN><SPAN> – Delaware Modified Anderson System category description per 2017 polygons</SPAN></P></LI><LI><P STYLE=""text-align:Justify;""><SPAN /><SPAN STYLE=""font-weight:bold;"">“LULC_CATEGORY2017_CONDENSED” </SPAN><SPAN>- Delaware Modified Anderson System category description per 2017 polygons with reduced number of selected categories for enhanced viewing and comprehension.</SPAN></P></LI><LI><P STYLE=""text-align:Justify;""><SPAN /><SPAN STYLE=""font-weight:bold;"">“NCC_RES_DENSITY2017”</SPAN><SPAN><SPAN> - Additional residential density classes applied specifically to New Castle County as follows: </SPAN></SPAN></P></LI></UL><P STYLE=""text-indent:48;margin:0 0 0 48;""><SPAN><SPAN>1 = Very Low Density Residential 5 - 20 acre lots, based on parcel use categories</SPAN></SPAN></P><P STYLE=""text-indent:48;margin:0 0 0 48;""><SPAN><SPAN>2 = Low Density Residential 5 - 0.5 acre lot </SPAN></SPAN></P><P STYLE=""text-indent:48;margin:0 0 0 48;""><SPAN><SPAN>3 = Medium Density Residential 2 du/acre - 8 du/acre (0.5 - .125 acre lot)</SPAN></SPAN></P><P STYLE=""text-indent:48;margin:0 0 0 48;""><SPAN><SPAN>4 = High Density Residential &gt;8 du/acre (&lt;.125 acre lot)</SPAN></SPAN></P><UL><LI><P STYLE=""text-align:Justify;""><SPAN STYLE=""font-weight:bold;""><SPAN>“LULC_CODE2012”</SPAN></SPAN><SPAN> – Delaware Modified Anderson System numeric code per 2012 polygons</SPAN></P></LI><LI><P STYLE=""text-align:Justify;""><SPAN /><SPAN STYLE=""font-weight:bold;"">“LULC_CATEGORY2012”</SPAN><SPAN><SPAN> – Delaware Modified Anderson System category description per 2012 polygons.</SPAN></SPAN></P></LI></UL></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/euge-avjj","public","published","2021-08-23T13:38:56.000","2021-08-23T13:40:53.000","132","20"
"a57a-utb8","2007 Land Use Land Cover","<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>This metadata record describes the creation of a 2007 update of the 2002 Land Use and Land Cover data set for the State of Delaware. The land use update was based on aerial imagery collected in the summer of 2007. The imagery was collected with 4 bands: B, G, R, and NIR. The update was performed using statistical differencing techniques to identify changed areas. Areas of change were photointerpreted by an analyst. The work was performed by the Sanborn Map Company, Inc. in Ann Arbor, Michigan.</SPAN></P><P><SPAN>The 2002 land use data were based on the 1997 land-use data of the State and 2002 false color infrared digital orthophotography at a scale of 1:2400.</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/a57a-utb8","public","published","2021-08-23T13:33:15.000","2021-08-23T13:34:57.000","63","17"
"6jxt-rimh","Delaware Grown","<DIV STYLE=""text-align:Left;""><DIV><P><SPAN>From April through December, Delaware is producing a bountiful amount of fresh fruits and vegetables, honey, cut flowers, and evergreens. Our seasonality offers distinct flavors, colors, and variety that appeal to all.</SPAN></P><P><SPAN>As a consumer, you want the best for you and your family. Knowing that the fresh produce you purchased has had the minimum amount of time ""off the vine"" is important. In a small state like Delaware, our farmers pick early in the morning so you have the freshest selection at the market. And with less time to reach the market, nutrients are retained, making Delaware grown produce more nutritious.</SPAN></P><P><SPAN>So join our Delaware Grown journey to Pick Fresh, Pick First. We are going to cover the state from shopping at farmers' markets and farm stands to making memories at a U-pick farm to meeting the farmers who grow your food to learning how to cook fresh food for you and your family.</SPAN></P><P><SPAN>For more information visit: https://delawaregrown.com/delaware-grown/</SPAN></P></DIV></DIV>","dataset",,"https://data.delaware.gov/d/6jxt-rimh","public","published","2021-08-19T13:11:49.000","2021-08-23T13:20:48.000","66","20"
"drmh-cny3","Food Bank Programs","<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>Food Bank of Delaware Sites and Programs. This dataset includes the backpack program, commodity supplemental food program, hunger relief partners and mobile pantry.</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/drmh-cny3","public","published","2021-08-19T13:11:44.000","2021-10-26T05:44:55.000","99","23"
"wbsg-xczp","Child and Adult Care Locations","<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><DIV><P><SPAN>Daycare Home Provider Listing for 2021. This data also shows who is sponsoring the food for this site as well.</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/wbsg-xczp","public","published","2021-08-19T13:11:44.000","2021-08-23T13:20:54.000","67","15"
"sp23-nk2h","DOE Summer Food Service Program","Delaware Open Summer Food Service Program 211 Sites","dataset",,"https://data.delaware.gov/d/sp23-nk2h","public","published","2021-08-19T13:11:38.000","2021-09-24T07:16:23.000","65","16"
"32va-jhfj","CENTER LINE","<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><DIV><P><SPAN>This data comes directly from TSDM so changes are reflected when they are posted in TSDM</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/32va-jhfj","public","published","2021-08-05T19:42:06.000","2022-08-26T06:18:21.000","82","48"
"aryx-uafh","Natural Areas","In 1978, the State of Delaware enacted the Natural Areas Preservation System (7 Del. Code, Chapter 73) for the purpose of establishing an inventory of natural areas statewide and a system of nature preserves. A ""natural area"" as defined by the law is an ""area of land or water, or of both land and water, whether in public or private ownership, which either retains or has reestablished its natural character (although it need not be undisturbed), or has unusual flora or fauna, or has biotic, geological, scenic or archaeological features of scientific or educational value. This data set depicts the current Natural Areas as identified by the Delaware Department of Natural Resources and Environmental Control.","dataset",,"https://data.delaware.gov/d/aryx-uafh","public","published","2021-08-05T19:41:34.000","2021-11-28T08:25:34.000","100","65"
"qs9v-yhfe","TRAFFIC COUNTS LAST 10 YEARS","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>This data comes directly from TSDM so changes are reflected when they are posted in TSDM</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/qs9v-yhfe","public","published","2021-08-05T19:41:15.000","2022-05-05T20:09:51.000","77","21"
"vuc2-4ug3","Nature Preserves",,"dataset",,"https://data.delaware.gov/d/vuc2-4ug3","public","published","2021-08-05T19:41:07.000","2021-12-26T05:32:57.000","71","22"
"rdcu-9kwm","Public Protected Lands","The Outdoor Recreation Inventory (ORI) was originally created to track publicly owned lands within Delaware that are open for public recreation. The database has since been expanded to include all publicly and privately owned protected lands (Federal, State, County, Municipal and private conservation) regardless of whether or not they are open to the public.","dataset",,"https://data.delaware.gov/d/rdcu-9kwm","public","published","2021-08-05T19:41:05.000","2022-01-30T19:09:05.000","84","23"
"xpdm-t73b","CTP Capital Transportation Projects - P3E_WEB","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>This data comes directly from TSDM so changes are reflected when they are posted in TSDM</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/xpdm-t73b","public","published","2021-08-05T19:41:00.000","2022-08-26T06:04:18.000","73","28"
"eyyu-zmut","FUNCTIONAL CLASS SECTION",,"dataset",,"https://data.delaware.gov/d/eyyu-zmut","public","published","2021-08-05T19:40:58.000","2022-08-26T06:06:24.000","69","37"
"uryq-y4vw","Railroad - Railroad Crossing","Mapping of the intersections of rail lines and our road network represented as points on a map.","dataset",,"https://data.delaware.gov/d/uryq-y4vw","public","published","2021-08-05T19:40:53.000","2022-01-30T19:03:55.000","61","18"
"pfgc-vdhu","Aeronautics - Airports","The geographic locations were determined using the Airport Reference Points for each airport as reported on their respective Master Records. These records were accessed using a database from the Federal Aviation Administration (FAA).","dataset",,"https://data.delaware.gov/d/pfgc-vdhu","public","published","2021-08-05T19:40:52.000","2021-08-23T13:19:22.000","53","21"
"hg83-xgzr","Sidewalks","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Graphic representation of sidewalks in Delaware with a number of attributes including type of material and year inventoried.  Data is not updated on a regular basis.  Updates are done when received from DelDOT</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/hg83-xgzr","public","published","2021-08-05T19:40:47.000","2022-01-30T19:05:57.000","89","26"
"iw4c-na3i","Sidewalks 2014","<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><P><SPAN>Graphic representation of sidewalks in Delaware with a number of attributes including type of material and year inventoried.  Data is not updated on a regular basis.  Updates are done when received from DelDOT</SPAN></P></DIV></DIV>","dataset",,"https://data.delaware.gov/d/iw4c-na3i","public","published","2021-08-05T19:40:44.000","2022-01-30T19:08:55.000","65","26"
"5e77-xqbi","Transit - Train Stations","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Updated Delaware Transit Information including Bus Stops, Bus Routes, Train Stations, Park and Rides, Park and Pools.  Data is updated on a quarterly basis</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/5e77-xqbi","public","published","2021-08-05T19:40:39.000","2022-04-05T04:07:13.000","63","35"
"uf6s-32ap","BRIDGES","<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><DIV><P><SPAN>This data comes directly from TSDM so changes are reflected when they are posted in TSDM</SPAN></P></DIV></DIV></DIV>","dataset",,"https://data.delaware.gov/d/uf6s-32ap","public","published","2021-08-05T19:40:32.000","2022-08-26T06:09:09.000","76","32"
"wteu-g49g","Evacuation Routes","<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><P><SPAN>Primary and Secondary evacuation Routes for the State of Delaware.  Data is not updated on a regular basis.  Updates are done when received from DelDOT</SPAN></P></DIV></DIV>","dataset",,"https://data.delaware.gov/d/wteu-g49g","public","published","2021-08-05T19:40:15.000","2021-08-23T13:16:14.000","54","17"
"rum8-8try","Byways - Points of Interest","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Delaware Byways and Points of Interest.  Updated 1-2 times per year depending on DelDOT.  Last updated March 2020</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/rum8-8try","public","published","2021-08-05T19:40:12.000","2021-08-23T13:16:17.000","50","17"
"r5zp-hzy9","Byways","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Delaware Byways and Points of Interest.  Updated 1-2 times per year depending on DelDOT.  Last updated March 2020</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/r5zp-hzy9","public","published","2021-08-05T19:40:11.000","2021-08-23T13:16:21.000","56","17"
"npnf-wkvs","DOE School Districts","<DIV STYLE=""text-align:Left;""><DIV><P><SPAN>Delaware School District Boundaries</SPAN></P></DIV></DIV>","dataset",,"https://data.delaware.gov/d/npnf-wkvs","public","published","2021-08-05T19:40:08.000","2021-12-26T05:30:49.000","83","31"
"st6q-2kmy","DOE VoTech School Districts","School District Boundaries for Delaware Vocational Schools","dataset",,"https://data.delaware.gov/d/st6q-2kmy","public","published","2021-08-05T19:40:07.000","2021-08-23T13:21:12.000","51","17"
"ez9t-stwz","Public Schools","Public Schools dated February 2016","dataset",,"https://data.delaware.gov/d/ez9t-stwz","public","published","2021-08-05T19:40:05.000","2021-12-26T05:22:53.000","75","28"
"wrc7-hqnr","House of Representatives","The Delaware General Assembly House of Representatives Districts of which there are 41. The districts were created after the 2010 decennial census and will be updated again after the 2020 decennial census if necessary. Districts are created based on information from the decennial census.","dataset",,"https://data.delaware.gov/d/wrc7-hqnr","public","published","2021-08-05T19:39:55.000","2022-04-05T04:28:05.000","70","21"
"yjxw-av2h","Senate Districts","The Delaware General Assembly Senate Districts of which there are 21. The districts were created after the 2010 decennial census and will be updated again after the 2020 decennial census if necessary. Districts are created based on information from the decennial census.","dataset",,"https://data.delaware.gov/d/yjxw-av2h","public","published","2021-08-05T19:00:41.000","2021-08-23T13:21:22.000","67","17"
"vkck-xjed","Municipalities","This data set is a central repository of GIS polygons representing the boundaries of incorporated municipalities in the state of Delaware.","dataset",,"https://data.delaware.gov/d/vkck-xjed","public","published","2021-08-05T18:57:50.000","2022-08-26T06:03:46.000","90","29"
"853c-pzwp","Opportunity Zones","Opportunity Zones are a new community development program established by Congress as a part of the Tax Cuts and Jobs Act of 2017, they are designed to encourage long-term private investments in low-income communities. This program provides a federal tax incentive for taxpayers who reinvest unrealized capital gains into ""Opportunity Funds,"" which are specialized vehicles dedicated to investing in low-income areas called ""Opportunity Zones.""The zones themselves are to be comprised of low-income community census tracts and designated by governors in every state. South Carolina designated 25 percent of qualifying census tracts as an Opportunity Zone. Qualifying Zones are based on the 2011-2015 American Community Survey.","dataset",,"https://data.delaware.gov/d/853c-pzwp","public","published","2021-08-05T18:57:48.000","2021-08-23T13:21:20.000","71","26"
"dc9n-kpx7","Paving Archive","<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Roads in previous fiscal year paving lists including surface treatment, micro, conversion, and thin overlay.  DelDOT Pavement Pavement provides the latest file every year</SPAN></P></DIV>","dataset",,"https://data.delaware.gov/d/dc9n-kpx7","public","published","2021-08-05T18:11:10.000","2021-08-23T13:16:38.000","81","21"
"yhim-4378","Recently Closed Bids","This dataset is updated weekly and provides a list of recently closed bids posted on Delaware Bids & Contracts for informational purposes. All live up-to-date information should be accessed by using the Source Link listed on this page.","dataset","Government and Finance","https://data.delaware.gov/d/yhim-4378","public","published","2021-05-28T13:32:50.000","2022-09-06T17:20:12.000","143","93"
"2hnj-zwix","Open Bids","This dataset is updated weekly and provides a list of open bids posted on Delaware Bids & Contracts for informational purposes.  All live up-to-date information should be accessed by using the Source Link listed on this page.","dataset","Government and Finance","https://data.delaware.gov/d/2hnj-zwix","public","published","2021-05-28T13:23:06.000","2022-09-06T17:15:14.000","169","97"
"bnup-azrk","Not Awarded Bids","This dataset is updated weekly and provides a list of bids that were not awarded and posted on Delaware Bids & Contracts for informational purposes. All live up-to-date information should be accessed by using the Source Link listed on this page.","dataset","Government and Finance","https://data.delaware.gov/d/bnup-azrk","public","published","2021-05-28T13:16:22.000","2022-09-06T17:10:21.000","131","83"
"xxed-9nm8","Current Contracts","This dataset is updated weekly and provides a list of current contracts posted on Delaware Bids & Contracts.  All live up-to-date information should be accessed by using the Source Link listed on this page.","dataset","Government and Finance","https://data.delaware.gov/d/xxed-9nm8","public","published","2021-05-28T13:07:15.000","2022-09-06T17:05:57.000","143","88"
"ey64-me86","Archived Contracts","This dataset is updated weekly and provides a list of archived contracts posted on Delaware Bids & Contracts.    All live up-to-date information should be accessed by using the Source Link listed on this page.","dataset","Government and Finance","https://data.delaware.gov/d/ey64-me86","public","published","2021-05-28T12:45:14.000","2022-09-06T17:00:22.000","134","84"
"pnbd-85r6","Child Care Licensing Complaint Reviews","The data shown is the result of a complaint investigation of a Licensed Child Care facility by the Office of Child Care Licensing (OCCL). The investigator’s summary will document the initial complaint, the date the complaint was reported, and the final conclusions of the investigator.","dataset","Human Services","https://data.delaware.gov/d/pnbd-85r6","public","published","2020-12-30T20:42:34.000","2022-09-12T11:46:04.000","270","224"
"k4qa-iwrc","Delaware FirstMap Endpoints","This dataset contains a list of API endpoints available for FirstMap.","dataset","Government and Finance","https://data.delaware.gov/d/k4qa-iwrc","public","published","2020-11-16T20:34:38.000","2022-09-12T13:30:12.000","4242","194"
"7xgf-ptpt","Official Election Results by Office","Official Election Results by Office","dataset","Government and Finance","https://data.delaware.gov/d/7xgf-ptpt","public","published","2020-06-02T12:06:04.000","2022-09-01T14:19:05.000","406","201"
"yg7x-kgjc","Unofficial Election Results by Office","Unofficial Election Results by Office","dataset","Government and Finance","https://data.delaware.gov/d/yg7x-kgjc","public","published","2020-05-12T12:12:37.000","2022-09-12T16:31:05.000","466","14586"
"c6zw-7xr2","I Can Help with Supplies During Coronavirus Response","The Government Support Services (GSS) office within Office of Management of Budget (OMB) administers statewide central contracts for use by state agencies, school districts, and municipalities. During Delaware’s response to the Coronavirus Disease, GSS and the Government Information Center (GIC) are providing support to the Delaware Emergency Management Agency (DEMA) in sourcing personal protective equipment (PPE).  In providing sourcing support, this dataset is based on information submitted by individuals, for-profit entities, and non-profit entities through the I Can Help with Supplies portal and the Contracting resource mailbox.

**Please note that GSS makes no claims of validity of the offers nor does their inclusion here suggest that the State has validated and verified the legitimacy of any vendor claims.  This is a resource listing for consideration in individual users verification and due diligence processes.**","dataset","Government and Finance","https://data.delaware.gov/d/c6zw-7xr2","public","published","2020-05-08T17:16:09.000","2022-09-12T02:30:23.000","1793","1107"
"7bip-nb4g","Delaware Checkbook Expenditure Details","Detailed Financial data on state purchases and payments made to vendors.","dataset","Government and Finance","https://data.delaware.gov/d/7bip-nb4g","public","published","2020-04-16T17:44:37.000","2022-09-12T16:01:46.000","593","111"
"5ews-sq7p","Essential and Non-Essential Business Categories in Delaware during Coronavirus Closure","A list of businesses deemed essential and non-essential during the coronavirus (COVID-19) outbreak in Delaware. Non-essential businesses were closed on March 24, 2020 at 8am by order from the Governor. Certain business categories are allowed to re-open by Governor's announcements. Data from Division of Small Business.","dataset","Health","https://data.delaware.gov/d/5ews-sq7p","public","published","2020-03-24T14:31:44.000","2020-05-20T16:53:44.000","396","73"
"jaq4-q4vs","Underground Storage Tanks","A listing of underground storage tanks tracked and/or registered by the DNREC Tanks Compliance Program.","dataset","Energy and Environment","https://data.delaware.gov/d/jaq4-q4vs","public","published","2019-12-18T14:05:15.000","2022-09-02T00:30:20.000","2348","436"
"cgmv-7ssg","Aboveground Storage Tanks","A listing of aboveground storage tanks tracked and/or registered by the DNREC Tanks Compliance Program.","dataset","Energy and Environment","https://data.delaware.gov/d/cgmv-7ssg","public","published","2019-12-18T13:45:27.000","2022-09-02T00:30:16.000","1133","309"
