"geography","industry_type","industry","race","year","percent_of_employed"
"New Orleans","Local","Real Estate","Other","2016","1"
"New Orleans","Local","Education & Training","Other","2016","2"
"New Orleans","Local","Retail","Other","2016","2"
"New Orleans","Local","Community Organizations","Other","2016","2"
"New Orleans","Local","Food & Beverage","Other","2016","1"
"New Orleans","Local","Motor Vehicle","Other","2016","2"
"New Orleans","Traded, Key Industry","Water Transportation","Other","2016","1"
"New Orleans","Traded, Key Industry","Oil & Gas Production & Transportation","White","2016","85"
"New Orleans","Traded, Key Industry","Electric Power Generation & Transmission","White","2016","76"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","White","2016","46"
"New Orleans","Traded, Key Industry","Water Management","White","2016","67"
"New Orleans","Traded, Key Industry","Food Processing & Manufacturing","White","2016","60"
"New Orleans","Traded, Key Industry","Upstream Chemical Products","White","2016","90"
"New Orleans","Traded, Key Industry","Video Production & Distribution","White","2016","71"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","White","2016","38"
"New Orleans","Traded, Key Industry","Water Transportation","White","2016","59"
"New Orleans","Traded, Key Industry","Performing Arts","White","2016","42"
"New Orleans","Local","Health Services","White","2016","45"
"New Orleans","Local","Hospitality Establishments","White","2016","51"
"New Orleans","Local","Government","White","2016","61"
"New Orleans","Local","Commercial Services","White","2016","55"
"New Orleans","Local","Real Estate","White","2016","60"
"New Orleans","Local","Education & Training","White","2016","50"
"New Orleans","Local","Retail","White","2016","44"
"New Orleans","Local","Community Organizations","White","2016","47"
"New Orleans","Local","Food & Beverage","White","2016","52"
"New Orleans","Local","Motor Vehicle","White","2016","47"
