"geography","industry_type","industry","year","number_employed"
"New Orleans","Traded, Key Industry","Upstream Chemical Products","2016","70"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2001","380"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2002","398"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2003","1065"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2004","1746"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2005","1839"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2006","1112"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2007","1132"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2008","2315"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2009","615"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2010","1324"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2011","1255"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2012","2342"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2013","2084"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2014","1485"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2015","2012"
"New Orleans","Traded, Key Industry","Video Production & Distribution","2016","2090"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2001","21841"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2002","20436"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2003","20005"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2004","19723"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2005","17207"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2006","10111"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2007","12126"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2008","13004"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2009","12579"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2010","13002"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2011","13705"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2012","14279"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2013","14296"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2014","14536"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2015","14496"
"New Orleans","Traded, Key Industry","Hospitality & Tourism","2016","15324"
"New Orleans","Traded, Key Industry","Performing Arts","2001","695"
"New Orleans","Traded, Key Industry","Performing Arts","2002","662"
"New Orleans","Traded, Key Industry","Performing Arts","2003","658"
"New Orleans","Traded, Key Industry","Performing Arts","2004","1660"
"New Orleans","Traded, Key Industry","Performing Arts","2005","1169"
"New Orleans","Traded, Key Industry","Performing Arts","2006","1070"
"New Orleans","Traded, Key Industry","Performing Arts","2007","1392"
"New Orleans","Traded, Key Industry","Performing Arts","2008","1669"
"New Orleans","Traded, Key Industry","Performing Arts","2009","1691"
"New Orleans","Traded, Key Industry","Performing Arts","2010","1738"
"New Orleans","Traded, Key Industry","Performing Arts","2011","1653"
"New Orleans","Traded, Key Industry","Performing Arts","2012","1630"
"New Orleans","Traded, Key Industry","Performing Arts","2013","1661"
"New Orleans","Traded, Key Industry","Performing Arts","2014","1989"
"New Orleans","Traded, Key Industry","Performing Arts","2015","2071"
"New Orleans","Traded, Key Industry","Performing Arts","2016","2330"
"New Orleans","Local","Hospitality Establishments","2001","22844"
"New Orleans","Local","Hospitality Establishments","2002","22796"
"New Orleans","Local","Hospitality Establishments","2003","23133"
"New Orleans","Local","Hospitality Establishments","2004","24275"
"New Orleans","Local","Hospitality Establishments","2005","19916"
"New Orleans","Local","Hospitality Establishments","2006","13697"
"New Orleans","Local","Hospitality Establishments","2007","17004"
"New Orleans","Local","Hospitality Establishments","2008","17808"
"New Orleans","Local","Hospitality Establishments","2009","18135"
"New Orleans","Local","Hospitality Establishments","2010","19564"
"New Orleans","Local","Hospitality Establishments","2011","21609"
"New Orleans","Local","Hospitality Establishments","2012","22916"
"New Orleans","Local","Hospitality Establishments","2013","24104"
"New Orleans","Local","Hospitality Establishments","2014","26173"
"New Orleans","Local","Hospitality Establishments","2015","27408"
"New Orleans","Local","Hospitality Establishments","2016","28609"
"New Orleans","Local","Government","2001","11801"
"New Orleans","Local","Government","2002","12058"
"New Orleans","Local","Government","2003","12181"
"New Orleans","Local","Government","2004","11954"
"New Orleans","Local","Government","2005","10760"
"New Orleans","Local","Government","2006","6412"
"New Orleans","Local","Government","2007","6566"
"New Orleans","Local","Government","2008","6980"
"New Orleans","Local","Government","2009","7217"
"New Orleans","Local","Government","2010","7529"
"New Orleans","Local","Government","2011","7461"
"New Orleans","Local","Government","2012","7409"
"New Orleans","Local","Government","2013","7551"
"New Orleans","Local","Government","2014","7293"
"New Orleans","Local","Government","2015","7051"
"New Orleans","Local","Government","2016","7007"
"New Orleans","Local","Commercial Services","2001","21507"
"New Orleans","Local","Commercial Services","2002","21090"
"New Orleans","Local","Commercial Services","2003","20770"
"New Orleans","Local","Commercial Services","2004","20828"
"New Orleans","Local","Commercial Services","2005","18467"
"New Orleans","Local","Commercial Services","2006","15023"
"New Orleans","Local","Commercial Services","2007","15171"
"New Orleans","Local","Commercial Services","2008","14505"
"New Orleans","Local","Commercial Services","2009","13603"
"New Orleans","Local","Commercial Services","2010","13546"
"New Orleans","Local","Commercial Services","2011","13675"
"New Orleans","Local","Commercial Services","2012","13977"
"New Orleans","Local","Commercial Services","2013","14223"
"New Orleans","Local","Commercial Services","2014","14638"
"New Orleans","Local","Commercial Services","2015","15652"
"New Orleans","Local","Commercial Services","2016","16172"
"New Orleans","Local","Real Estate","2001","10608"
"New Orleans","Local","Real Estate","2002","9847"
"New Orleans","Local","Real Estate","2003","10540"
"New Orleans","Local","Real Estate","2004","9511"
"New Orleans","Local","Real Estate","2005","8781"
"New Orleans","Local","Real Estate","2006","9664"
"New Orleans","Local","Real Estate","2007","8810"
"New Orleans","Local","Real Estate","2008","7889"
"New Orleans","Local","Real Estate","2009","7948"
"New Orleans","Local","Real Estate","2010","7849"
"New Orleans","Local","Real Estate","2011","8127"
"New Orleans","Local","Real Estate","2012","7846"
"New Orleans","Local","Real Estate","2013","8572"
"New Orleans","Local","Real Estate","2014","8940"
"New Orleans","Local","Real Estate","2015","8475"
"New Orleans","Local","Real Estate","2016","7852"
"New Orleans","Local","Retail","2001","5312"
"New Orleans","Local","Retail","2002","4719"
"New Orleans","Local","Retail","2003","4646"
"New Orleans","Local","Retail","2004","5269"
"New Orleans","Local","Retail","2005","4798"
"New Orleans","Local","Retail","2006","2438"
"New Orleans","Local","Retail","2007","2835"
"New Orleans","Local","Retail","2008","3681"
"New Orleans","Local","Retail","2009","3449"
"New Orleans","Local","Retail","2010","3422"
"New Orleans","Local","Retail","2011","3425"
"New Orleans","Local","Retail","2012","3528"
"New Orleans","Local","Retail","2013","3728"
"New Orleans","Local","Retail","2014","4683"
"New Orleans","Local","Retail","2015","5299"
"New Orleans","Local","Retail","2016","5552"
"New Orleans","Local","Community Organizations","2001","7576"
"New Orleans","Local","Community Organizations","2002","7830"
"New Orleans","Local","Community Organizations","2003","8117"
"New Orleans","Local","Community Organizations","2004","7985"
"New Orleans","Local","Community Organizations","2005","6978"
"New Orleans","Local","Community Organizations","2006","4368"
"New Orleans","Local","Community Organizations","2007","5688"
"New Orleans","Local","Community Organizations","2008","6372"
"New Orleans","Local","Community Organizations","2009","6679"
"New Orleans","Local","Community Organizations","2010","6577"
"New Orleans","Local","Community Organizations","2011","6738"
"New Orleans","Local","Community Organizations","2012","7061"
"New Orleans","Local","Community Organizations","2013","7246"
"New Orleans","Local","Community Organizations","2014","7407"
"New Orleans","Local","Community Organizations","2015","7847"
"New Orleans","Local","Community Organizations","2016","7938"
"New Orleans","Local","Food & Beverage","2001","7569"
"New Orleans","Local","Food & Beverage","2002","6790"
"New Orleans","Local","Food & Beverage","2003","7082"
"New Orleans","Local","Food & Beverage","2004","6706"
"New Orleans","Local","Food & Beverage","2005","4560"
"New Orleans","Local","Food & Beverage","2006","2815"
"New Orleans","Local","Food & Beverage","2007","3362"
"New Orleans","Local","Food & Beverage","2008","3704"
"New Orleans","Local","Food & Beverage","2009","3865"
"New Orleans","Local","Food & Beverage","2010","3796"
"New Orleans","Local","Food & Beverage","2011","4081"
"New Orleans","Local","Food & Beverage","2012","4488"
"New Orleans","Local","Food & Beverage","2013","4635"
"New Orleans","Local","Food & Beverage","2014","4858"
"New Orleans","Local","Food & Beverage","2015","4878"
"New Orleans","Local","Food & Beverage","2016","4599"
"New Orleans","Local","Motor Vehicle","2001","4713"
"New Orleans","Local","Motor Vehicle","2002","4581"
"New Orleans","Local","Motor Vehicle","2003","4556"
"New Orleans","Local","Motor Vehicle","2004","4245"
"New Orleans","Local","Motor Vehicle","2005","3190"
"New Orleans","Local","Motor Vehicle","2006","2094"
"New Orleans","Local","Motor Vehicle","2007","2511"
"New Orleans","Local","Motor Vehicle","2008","2539"
"New Orleans","Local","Motor Vehicle","2009","2470"
"New Orleans","Local","Motor Vehicle","2010","2474"
"New Orleans","Local","Motor Vehicle","2011","2585"
"New Orleans","Local","Motor Vehicle","2012","2738"
"New Orleans","Local","Motor Vehicle","2013","2844"
"New Orleans","Local","Motor Vehicle","2014","2907"
"New Orleans","Local","Motor Vehicle","2015","3239"
"New Orleans","Local","Motor Vehicle","2016","3166"
"New Orleans","Traded, Key Industry","Electric Power Generation & Transmission","2011","10"
"New Orleans","Traded, Key Industry","Electric Power Generation & Transmission","2012","10"
"New Orleans","Traded, Key Industry","Oil & Gas Production & Transportation","2001","6751"
"New Orleans","Local","Health Services","2001","31518"
"New Orleans","Local","Health Services","2014","18979"
"New Orleans","Local","Health Services","2016","19052"
"New Orleans","Local","Health Services","2008","16426"
"New Orleans","Local","Health Services","2005","23408"
"New Orleans","Local","Health Services","2003","30853"
"New Orleans","Local","Health Services","2007","14599"
"New Orleans","Local","Health Services","2002","32302"
"New Orleans","Local","Health Services","2009","17122"
"New Orleans","Local","Health Services","2011","17501"
"New Orleans","Local","Health Services","2013","17030"
"New Orleans","Local","Health Services","2010","17378"
"New Orleans","Local","Health Services","2012","17566"
"New Orleans","Local","Health Services","2006","11653"
"New Orleans","Local","Health Services","2004","29764"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2015","114"
"New Orleans","Local","Education & Training","2015","10551"
"New Orleans","Local","Education & Training","2008","6688"
"New Orleans","Local","Education & Training","2006","3028"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2012","63"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2010","56"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2011","43"
"New Orleans","Local","Education & Training","2011","7993"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2003","175"
"New Orleans","Local","Education & Training","2007","5341"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2007","48"
"New Orleans","Local","Education & Training","2003","14194"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2013","75"
"New Orleans","Local","Education & Training","2001","13562"
"New Orleans","Local","Education & Training","2004","14134"
"New Orleans","Local","Education & Training","2009","7239"
"New Orleans","Local","Education & Training","2010","7969"
"New Orleans","Local","Education & Training","2002","14474"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2005","166"
"New Orleans","Local","Education & Training","2014","9663"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2004","185"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2006","37"
"New Orleans","Local","Education & Training","2012","9134"
"New Orleans","Local","Education & Training","2013","8863"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2008","65"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2016","225"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2001","286"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2014","83"
"New Orleans","Local","Education & Training","2016","11240"
"New Orleans","Local","Education & Training","2005","9733"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2002","159"
"New Orleans","Traded, Key Industry","Fishing & Fishing Products","2009","71"
"New Orleans","Traded, Key Industry","Water Transportation","2016","2480"
"New Orleans","Traded, Key Industry","Water Transportation","2005","4901"
"New Orleans","Traded, Key Industry","Water Transportation","2010","2264"
"New Orleans","Traded, Key Industry","Water Transportation","2011","2129"
"New Orleans","Traded, Key Industry","Water Transportation","2013","2261"
"New Orleans","Traded, Key Industry","Water Transportation","2012","2259"
"New Orleans","Traded, Key Industry","Water Transportation","2014","2375"
"New Orleans","Traded, Key Industry","Water Transportation","2006","4563"
"New Orleans","Traded, Key Industry","Water Transportation","2007","3938"
"New Orleans","Traded, Key Industry","Water Transportation","2004","4059"
"New Orleans","Traded, Key Industry","Water Transportation","2003","4684"
"New Orleans","Traded, Key Industry","Water Transportation","2001","4954"
"New Orleans","Traded, Key Industry","Water Transportation","2015","2855"
"New Orleans","Traded, Key Industry","Water Transportation","2008","3710"
"New Orleans","Traded, Key Industry","Water Transportation","2009","2418"
"New Orleans","Traded, Key Industry","Water Transportation","2002","4892"
