"report_date","health_district","age_group_type","age_group","number_of_cases","number_of_hospitalizations","number_of_deaths"
"2022-09-09T00:00:00.000","Arlington","Vaccine Age Group","65-74 Years","2528","207","58"
"2022-09-09T00:00:00.000","Arlington","Vaccine Age Group","75-84 Years","1188","215","94"
"2022-09-09T00:00:00.000","Arlington","Vaccine Age Group","85+ Years","631","190","123"
"2022-09-09T00:00:00.000","Arlington","Vaccine Age Group","Missing","11","0","0"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","0-9 Years","5097","36","1"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","10-19 Years","7928","33","0"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","20-29 Years","11632","81","0"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","30-39 Years","8823","107","5"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","40-49 Years","6815","122","15"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","50-59 Years","6196","202","38"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","60-69 Years","4864","261","76"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","70-79 Years","2969","262","142"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","80+ Years","2024","263","235"
"2022-09-09T00:00:00.000","Blue Ridge","Case Age Group","Missing","21","0","0"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","0-4 Years","2543","29","1"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","12-15 Years","2251","9","0"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","16-17 Years","1264","7","0"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","18-24 Years","9958","54","0"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","25-34 Years","9703","92","2"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","35-44 Years","7768","115","12"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","45-54 Years","6282","141","21"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","5-11 Years","3659","9","0"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","55-64 Years","5832","267","60"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","65-74 Years","3819","269","108"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","75-84 Years","2119","220","146"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","85+ Years","1150","155","162"
"2022-09-09T00:00:00.000","Blue Ridge","Vaccine Age Group","Missing","21","0","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","0-9 Years","4844","43","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","10-19 Years","10371","54","1"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","20-29 Years","15435","127","5"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","30-39 Years","11230","135","10"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","40-49 Years","9875","185","33"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","50-59 Years","10292","354","83"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","60-69 Years","8124","534","217"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","70-79 Years","5034","567","262"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","80+ Years","3396","502","427"
"2022-09-09T00:00:00.000","Central Shenandoah","Case Age Group","Missing","46","0","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","0-4 Years","2421","33","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","12-15 Years","2839","15","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","16-17 Years","1810","15","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","18-24 Years","13840","74","2"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","25-34 Years","12046","138","8"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","35-44 Years","10530","159","20"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","45-54 Years","9900","252","40"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","5-11 Years","3594","15","0"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","55-64 Years","9645","466","158"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","65-74 Years","6401","564","251"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","75-84 Years","3654","499","259"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","85+ Years","1921","271","300"
"2022-09-09T00:00:00.000","Central Shenandoah","Vaccine Age Group","Missing","46","0","0"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","0-9 Years","4379","21","0"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","10-19 Years","8536","33","0"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","20-29 Years","13918","89","3"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","30-39 Years","10343","138","10"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","40-49 Years","8909","193","16"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","50-59 Years","9603","392","93"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","60-69 Years","7388","534","156"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","70-79 Years","4582","630","226"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","80+ Years","2987","667","423"
"2022-09-09T00:00:00.000","Central Virginia","Case Age Group","Missing","13","0","0"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","0-4 Years","2092","15","0"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","12-15 Years","2818","14","0"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","16-17 Years","1672","2","0"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","18-24 Years","10571","54","1"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","25-34 Years","11829","109","7"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","35-44 Years","9238","155","7"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","45-54 Years","9332","285","54"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","5-11 Years","3448","9","0"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","55-64 Years","8895","478","127"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","65-74 Years","5808","624","181"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","75-84 Years","3303","543","253"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","85+ Years","1639","409","297"
"2022-09-09T00:00:00.000","Central Virginia","Vaccine Age Group","Missing","13","0","0"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","0-9 Years","4909","26","0"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","10-19 Years","7474","37","0"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","20-29 Years","9332","53","2"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","30-39 Years","10380","83","8"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","40-49 Years","8846","171","20"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","50-59 Years","7712","267","51"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","60-69 Years","5764","367","118"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","70-79 Years","2611","291","133"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","80+ Years","1376","247","198"
"2022-09-09T00:00:00.000","Chesapeake","Case Age Group","Missing","28","0","0"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","0-4 Years","2181","20","0"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","12-15 Years","2748","13","0"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","16-17 Years","1553","9","0"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","18-24 Years","6435","30","1"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","25-34 Years","9920","64","5"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","35-44 Years","9881","147","15"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","45-54 Years","8007","196","33"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","5-11 Years","4096","13","0"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","55-64 Years","7178","311","77"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","65-74 Years","4025","365","143"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","75-84 Years","1663","230","121"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","85+ Years","717","144","135"
"2022-09-09T00:00:00.000","Chesapeake","Vaccine Age Group","Missing","28","0","0"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","0-9 Years","9664","34","2"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","10-19 Years","13356","27","1"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","20-29 Years","15503","77","3"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","30-39 Years","16715","132","21"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","40-49 Years","15591","218","49"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","50-59 Years","13684","308","68"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","60-69 Years","9234","381","186"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","70-79 Years","5151","405","256"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","80+ Years","2731","321","395"
"2022-09-09T00:00:00.000","Chesterfield","Case Age Group","Missing","38","0","0"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","0-4 Years","4606","24","1"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","12-15 Years","4784","7","0"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","16-17 Years","3024","11","1"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","18-24 Years","11021","39","1"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","25-34 Years","16064","105","10"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","35-44 Years","16485","162","33"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","45-54 Years","14611","279","54"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","5-11 Years","7483","11","1"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","55-64 Years","11715","353","128"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","65-74 Years","7018","406","240"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","75-84 Years","3340","330","249"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","85+ Years","1478","176","263"
"2022-09-09T00:00:00.000","Chesterfield","Vaccine Age Group","Missing","38","0","0"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","0-9 Years","3337","27","0"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","10-19 Years","5062","19","0"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","20-29 Years","5293","21","3"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","30-39 Years","5493","58","4"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","40-49 Years","5193","100","17"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","50-59 Years","5526","168","38"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","60-69 Years","4086","231","74"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","70-79 Years","2335","264","126"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","80+ Years","1259","243","180"
"2022-09-09T00:00:00.000","Chickahominy","Case Age Group","Missing","13","0","0"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","0-4 Years","1616","18","0"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","12-15 Years","1774","6","0"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","16-17 Years","1159","3","0"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","18-24 Years","4121","17","1"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","25-34 Years","5159","39","4"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","35-44 Years","5340","63","7"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","45-54 Years","5508","139","22"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","5-11 Years","2555","15","0"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","55-64 Years","5007","201","59"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","65-74 Years","3107","242","99"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","75-84 Years","1554","244","128"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","85+ Years","684","144","122"
"2022-09-09T00:00:00.000","Chickahominy","Vaccine Age Group","Missing","13","0","0"
"2022-09-09T00:00:00.000","Crater","Case Age Group","0-9 Years","3188","32","1"
"2022-09-09T00:00:00.000","Crater","Case Age Group","10-19 Years","4720","20","0"
"2022-09-09T00:00:00.000","Crater","Case Age Group","20-29 Years","7342","57","2"
"2022-09-09T00:00:00.000","Crater","Case Age Group","30-39 Years","7796","128","11"
"2022-09-09T00:00:00.000","Crater","Case Age Group","40-49 Years","5875","160","15"
"2022-09-09T00:00:00.000","Crater","Case Age Group","50-59 Years","5933","305","73"
"2022-09-09T00:00:00.000","Crater","Case Age Group","60-69 Years","4298","394","134"
"2022-09-09T00:00:00.000","Crater","Case Age Group","70-79 Years","2194","342","179"
"2022-09-09T00:00:00.000","Crater","Case Age Group","80+ Years","1199","250","189"
"2022-09-09T00:00:00.000","Crater","Case Age Group","Missing","16","0","0"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","0-4 Years","1479","19","1"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","12-15 Years","1562","6","0"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","16-17 Years","908","7","0"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","18-24 Years","4887","29","1"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","25-34 Years","8039","90","3"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","35-44 Years","6795","142","16"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","45-54 Years","5738","234","34"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","5-11 Years","2528","15","0"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","55-64 Years","5421","356","110"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","65-74 Years","3094","391","172"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","75-84 Years","1502","281","160"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","85+ Years","592","118","107"
"2022-09-09T00:00:00.000","Crater","Vaccine Age Group","Missing","16","0","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","0-9 Years","2267","12","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","10-19 Years","3794","8","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","20-29 Years","4279","17","2"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","30-39 Years","4062","28","5"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","40-49 Years","4344","61","22"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","50-59 Years","4226","133","54"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","60-69 Years","3626","169","97"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","70-79 Years","2370","206","140"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","80+ Years","1253","176","183"
"2022-09-09T00:00:00.000","Cumberland Plateau","Case Age Group","Missing","37","0","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","0-4 Years","1068","11","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","12-15 Years","1436","3","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","16-17 Years","825","2","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","18-24 Years","3155","13","1"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","25-34 Years","4120","20","2"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","35-44 Years","4046","35","7"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","45-54 Years","4448","102","42"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","5-11 Years","1808","1","0"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","55-64 Years","3958","153","79"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","65-74 Years","3169","202","128"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","75-84 Years","1592","178","134"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","85+ Years","596","90","110"
"2022-09-09T00:00:00.000","Cumberland Plateau","Vaccine Age Group","Missing","37","0","0"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","0-9 Years","830","10","0"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","10-19 Years","1221","4","0"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","20-29 Years","1440","17","1"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","30-39 Years","1622","28","1"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","40-49 Years","1458","56","8"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","50-59 Years","1539","98","25"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","60-69 Years","1424","142","35"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","70-79 Years","741","126","44"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","80+ Years","471","113","67"
"2022-09-09T00:00:00.000","Eastern Shore","Case Age Group","Missing","6","0","0"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","0-4 Years","374","8","0"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","12-15 Years","435","1","0"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","16-17 Years","298","2","0"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","18-24 Years","982","9","1"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","25-34 Years","1561","23","1"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","35-44 Years","1532","44","4"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","45-54 Years","1486","69","14"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","5-11 Years","665","2","0"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","55-64 Years","1562","117","28"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","65-74 Years","1051","144","44"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","75-84 Years","559","118","51"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","85+ Years","241","57","38"
"2022-09-09T00:00:00.000","Eastern Shore","Vaccine Age Group","Missing","6","0","0"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","0-9 Years","24385","92","1"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","10-19 Years","30279","69","0"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","20-29 Years","39450","195","8"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","30-39 Years","40059","371","22"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","40-49 Years","36995","586","46"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","50-59 Years","31222","828","122"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","60-69 Years","20057","911","211"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","70-79 Years","9344","807","341"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","80+ Years","6115","1061","876"
"2022-09-09T00:00:00.000","Fairfax","Case Age Group","Missing","33","0","0"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","0-4 Years","11969","76","1"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","12-15 Years","10789","23","0"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","16-17 Years","6497","21","0"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","18-24 Years","25693","84","3"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","25-34 Years","40859","280","12"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","35-44 Years","39219","473","30"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","45-54 Years","34264","720","74"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","5-11 Years","18459","26","0"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","55-64 Years","26455","867","165"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","65-74 Years","13794","895","275"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","75-84 Years","6357","776","408"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","85+ Years","3551","679","659"
"2022-09-09T00:00:00.000","Fairfax","Vaccine Age Group","Missing","33","0","0"
"2022-09-09T00:00:00.000","Hampton","Case Age Group","0-9 Years","2728","13","0"
"2022-09-09T00:00:00.000","Hampton","Case Age Group","10-19 Years","3740","14","0"
