"barcode","file_name","year","first_name","middle_name","surname","alias","additional_plaintiffs","defendant_first_name","defendant_middle_name","defendant_surname","additional_defendants","enslaver","plaintiff_s_claim","freedom_granted","additional_enslaved","additional_free_black_names","deponents_affiants","locality","source","date_added"
"7593069","_0001_0004_0001-0012","1830","Broaddus, etc",,,,"Ishmael; Levi; Agness","Thorogood",,"Taylor, exr of John Bird",,"John Bird; James Hall","Emancipated by the deed of James Hall","unknown","Tabby","James Hall",,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0005_0001-0002","1832","Albert",,,,,"John",,"Robinson",,"John Robinson",,"unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0006_0001-0009","1834","Gusta, etc",,,"Gust","Charles","James",,"Childs",,"Ellender Taylor","Emancipated by the will of Ellender Taylor","yes",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0007_0001-0008","1834","Levin",,"Welburn",,,"Thomas","D","Welburn",,"Drummond Welburn","Emancipated by the deed of Drummond Welburn",,,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0008_0001-0014","1838","Shepherd",,,,,"John",,"Smith","John Craddock","James Powell","Son of Mary who was emancipated by deed of John Powell","no",,"Mary",,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0009_0001-0009","1838","George",,,,,"James",,"Melvin",,"James Davis","Son of Rhoda who was emancipated by James Davis","no",,"Rhoda",,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0010_0001-0012","1838","Henry",,,,,"John","Brown","Bradford",,"Brown Bradford","Son of Ibby who was emancipated by the will of Brown Bradford","unknown","Adah; Ibby; Ebby","Adah, Ibby, Ebby",,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0011_0001-0010","1839","Margaret",,"Scarbrugh","Margaret",,"Americus",,"Scarbrugh",,"Americus Scarbrugh","Child of Dinah who was emancipated by Americus Scarbrugh","unknown","Dinah; Betty","Dinah; Betty",,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0012_0001-0009","1840","Letty",,,,,"John","A","Ames",,"Jesse Ames","Emancipated by the deed of Jesse Ames","yes","Abraham; Let; Mariah; Isaac; Tom; Matilda; Candis",,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0013_0001-0012","1845","Maria",,,,,"Robert",,"Saunders",,"Edward Waddy; Robert Saunders; Thomas C Horsey; Creighton Wingate","Illegally sold out of Deleware","unknown",,,"Sussex; Windsor","Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0014_0001-0005","1848","Barbara, etc",,,,"Ann; Mary; Harriet; Robert; Thomas; Wesley; Elijah; George; Peter","Peter","D","Corbin",,"Peter D Corbin","Born free of Nanny","unknown",,"Nanny",,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0015_0001-0003","n.d.","Henry",,"Bradford","Henry",,"John","B","Bradford",,"Brown Bradford; John B Bradford","Son of Ibby who is the Daughter of Adah, emancipated by Brown Bradford","petition rejected","Adah; Ibby",,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0016_0001-0008","1827","Mary",,"Bagwell, etc",,"Savage Bagwell; Leah Bagwell","William",,"Elliott","Rachel Elliott","Thomas Bagwell; Peggy Bagwell; Mary Elliott; Jesse Elliott; John Elliott; Rachel Elliott","Children of Leah Bagwell who was emancipated by Mary Elliott","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0017_0001-0003","1812","Harry",,,,,"Rep. of Samuel",,"Trader",,"George Ker; Samuel Trader; Patience Trader","Emancipated by Will of Samuel Trader after services provided by Harry had paid the purchase money for Harry","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0018_0001-0005","1828","Jingo",,,,,"John",,"Lilliston",,"John Lilliston; Smith Millinor; Billy martin","Emancipated by the will of Smith Millinor sold back into slavery for remaining in the county longer than twelve months","yes",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0019_0001-0011","1860","Nat",,"Wilson",,,"Albert","R","Heath",,"Albert R Heath; John M Watson","Emancipated by the deed of John M Watson","unknown","Sarah; Leah; George; John",,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0020_0001-0002","1826","Mary",,,,,"John",,"Bull",,,,"unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0021_0001-0001","n.d.","Peter",,"Snead",,,,,,,,"Sold into slavery; law under which this acted is unconstitutional","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0022_0001-0001","n.d.","Levi",,,,,,,,,,"Sold into slavery; law under which this acted is unconstitutional","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0023_0001-0001","n.d.","George",,"Custis",,,,,,,,"Sold into slavery; law under which this acted is unconstitutional","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0024_0001-0001","n.d.","Peter",,"Bell",,,,,,,,"Sold into slavery; law under which this acted is unconstitutional","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0025_0001-0004","1826","Mary",,,,,"Nancy",,"Bailey",,"Edward Bailey","Emancipated by Deed","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7593069","_0001_0026_0001-0002","1826","Jim",,"Outten",,,"Littleton","P","Henderson",,,"Emancipated","unknown",,,,"Accomack County","Accomack County (Va.) Judgments (Freedom Suits), 1818-1860","2021-02-03T00:00:00.000"
"7555608","_0001_0001_0001-0002","1798","Joney",,"Kenney; etc.",,"Louisa Kenney; Isaack Kenney; Phillis Kenney; Jenney Kenney; Amy Kenney; Sarah Kenney; Mary Kenney; James Kenney; John Kinney","Richard","C.","Johnson",,"Richard C. Johnson; Nicholas Johnson","descendants of Joan Kinney; of Indian descent","unknown",,,,"Albemarle County","Albemarle County (Va.) Judgments (Freedom Suits), 1798-1809","2021-02-03T00:00:00.000"
"7555608","_0001_0002_0001-0002","1798","Milley",,"Kenny; etc.",,"Jack Kenny; Betsey Kenny; Jenny Kenny; Betty Kenny; David Kenny","Patrick",,"Michie",,"Patrick Michie; Nichoas Johnson","descendants of Joan Kinney; of Indian descent","unknown",,,,"Albemarle County","Albemarle County (Va.) Judgments (Freedom Suits), 1798-1809","2021-02-03T00:00:00.000"
"7555608","_0001_0003_0001-0003","1809","Anthony",,,,,"Samuel",,"Hardesty",,"Mr. Cocknau; Captain Myers; Doctor Brown; Samuel Hardesty","unknown","unknown",,,,"Albemarle County","Albemarle County (Va.) Judgments (Freedom Suits), 1798-1809","2021-02-03T00:00:00.000"
"7555608","_0001_0004_0001-0002","n.d.","Tamar",,,,,"Samuel",,"Carr",,"Samuel Carr","unknown","unknown",,,,"Albemarle County","Albemarle County (Va.) Judgments (Freedom Suits), 1798-1809","2021-02-03T00:00:00.000"
"7539992","_0001_0001_0001-0006","1814","Pompey",,,,"Nelly","Thomas",,"Coleman",,"Thomas Coleman","unknown","unknown","Nelly",,,"Amherst County","Amherst County (Va.) Judgments (Freedom Suits), 1814-1819","2021-02-03T00:00:00.000"
"7539992","_0001_0002_0001-0038","1818","Sam",,,,,"John",,"Barnett",,"John Barnett; William Teas; Mary Teas","emancipated by William and Mary Teas; Imported illegally from North Carolina","yes",,,"Reid","Amherst County","Amherst County (Va.) Judgments (Freedom Suits), 1814-1819","2021-02-03T00:00:00.000"
"7539992","_0001_0003_0001-0006","1819","Bob",,"Boyd",,,"Godfrey",,"Toler",,"Godfrey Toler; Mrs. Toler","born free of Patty Boyd a white woman","yes; dismissed",,,,"Amherst County","Amherst County (Va.) Judgments (Freedom Suits), 1814-1819","2021-02-03T00:00:00.000"
"7339659","_0001_0001_0001-0004","1795","John",,"Rivers","Jack",,,,,,"John Luckett; John McIver","Imported illegally from Maryland by John Luckett","unknown",,,"Ogden; Myers","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0002_0001-0002","1795","Sangaree",,,,,,,,,,"Imported illegally from Maryland","unknown",,,"Moreland","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0003_0001-0010","1795","Jenny",,,,,"Nicholas",,"Lowe",,"Nicholas Lowe","Imported illegally from Maryland by Nicholas Lowe","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0004_0001-0006","1795","Milly",,,,,"John",,"Muir",,"John Muir","False imprisonment for six months","yes",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0005_0001-0006","1795","Milly",,,,,"Hugh",,"McGahon",,"Hugh McGahan","Imported illegally from Maryland in 1782 by Samuel Collard","yes",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0006_0001-0004","1795","Peter",,,,,"Andrew",,"Wales",,"Andrew Wales","False imprisonment for six months","yes",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0007_0001-0031","1797","Fanny; etc.",,,,"Lucy; Jack; Ben","Barbara",,"Harrison",,"Capt. Samuel Harrison; Barbara Harrison; Philip Marsteller","Imported illegally from Maryland by Capt. Samuel Harrison in 1789","yes",,,"Marsteller; Davey; Wise","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0008_0001-0006","1797","Matilda",,"Thompson; etc.",,"Ann Caruthers","James",,"Craig",,"James Craig","Imported illegally from Maryland","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0009_0001-0004","1797","Ann",,"Williams",,,"James",,"Craig",,"James Craig","Imported illegally from Maryland","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0010_0001-0007","1797","Ned",,"Scott",,,"James",,"Kenner",,"James Kenner","Unknown","yes",,"Israel Scott; Pleasants Scott; Moses Scott; Billy Scott; Aaron Scott; John Scott; Isaac Scott",,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0011_0001-0006","1797","Joseph",,"Harris",,,"James",,"Craik",,"James Craik","Imported illegally from Maryland","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0012_0001-0004","1797","Betsey",,"Scarlet",,,"James",,"Craik",,"James Craik","Imported illegally from Maryland","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0013_0001-0006","1798","Terry",,,,,"William",,"Mitchell",,"William Mitchell","Imported illegally from Maryland","no","Elisa",,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0014_0001-0013","1798","Jacob",,,"Pompey",,"Stephen",,"Cooke",,"Henry Ward; Samuel Arett; William Hunter; Stephen Cooke","Imported illegally from Maryland","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0015_0001-0010","1799","Nace",,"Hill",,,"Bernard",,"Ghequire",,"Joseph Joy; Benjamin Joy","Imported illegally from Maryland","no",,,"Roe; May; Western; Weston","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0016_0001-0023","1801","Rose; etc.",,,,"Harry; Joe","James",,"Kennedy",,"William Jordan; Adam Craig; James Kennedy","Imported illegally","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0017_0001-0012","1801","Jacob",,,,,"Stephen",,"Cooke",,"Samuel Earl; Samuel Arrell; Stephen Cooke; William Hunter; Mrs Etherton; Mr Hamilton","Imported illegally from Maryland in 1781","unknown",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0018_0001-0017","1801","Silvia",,,,,"George",,"Coryell",,"George Coryell","Imported illegally from New Jersey and Pennsylvania","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0019_0001-0007","1802","Dinah",,,,,"Sarah",,"Redman",,"Margaret Roundly; Thomas Redman; Sarah Redman","Imported illegally from Somerset County; Maryland","unknown",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0020_0001-0012","1803","Amie",,,,,"Hanson",,"Reno",,"Elizabeth Marle; Hanson Reno; Patrick Curry","Imported illegally from Head of Elk; Maryland","yes",,,"Curry; Marle; Reed; Cooper","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0021_0001-0028","1805","Bazil",,"Thomas",,,"James",,"Kenneday",,"Francina Turner; James Kenneday; Alexanderson Henderson; Charles Turner; Francina West","Emancipated by the will of Francina Turner","yes","Basil; Sally; Ann; Thomas; Polly; Dinah; Big Ann; Little Ann; Tom; Anna",,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0022_0001-0004","1806","Anthony",,,,,,,,,"Richard West","False imprisonment as a runaway slave; Writ of Habeas Corpus","unknown",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0023_0001-0002","1807","Amey",,,,,"Joseph",,"Thomas",,,"Illegally detained in slaver","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0024_0001-0017","1805","Charles",,,,,"Henry",,"Nicholson",,"Henry Nicholson; John Brown; Abner Wilburn","Imported illegally from Maryland and through a Deed of emancipation by owner Henry Nicholson","no",,,"Hoskins; Brown; Moore; Campbell; Sexsmith","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0025_0001-0033","1807","Lucy",,"Dickson",,,"Charles",,"Slade",,"Charles Slade; William Henry Lyles; William Lyles","Imported illegally from Maryland in 1801 by William Henry Lyles","yes","Aron; Hinny",,"Neale; Alexander; Lowry","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0026_0001-0059","1808","London",,,,,"Charles",,"Scott",,"Charles Scott; Thomas Contee","Imported illegally from Maryland by defendant's father; Charles Scott Sr.","unknown",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0027_0001-0021","1808","Fanny",,"Smith",,,"Joseph",,"Thornton",,"Robert Fenwicke; Joseph Fenwicke; Joseph Thornton","Imported illegally from Maryland","yes",,,"Watson; Jenkins","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0028_0001-0013","1808","Milly",,,,,"Matthews",,"Eakin",,"Bazil Hatton; Bryan Hampson; Matthew Eakin","Imported illegally from Maryland","no",,,"Hamson; Hunter; Koones; Koontz; Freeman","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0029_0001-0009","1809","James",,,,,"James",,"Campbell",,"William Brogdins; James Campbell","Imported illegally from Maryland","yes",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0030_0001-0017","1810","Jane",,"Slaughter",,,"George",,"Cruse; etc.",,"Solomon Sparrow","Imported illegally from Maryland","unknown","Jenny",,"Logan Sparrow","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0031_0001-0035","1811","China",,,,,"Benjamin","D","Patterson",,"Benjamin D. Patterson; Sarah Clare; William Patterson","Imported illegally from Maryland","no","Chaney",,"Smith;","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0032_0001-0024","1812","William",,,,,"Stephen",,"Cantrell; etc.",,"Daniel Bishop; John Brown; Abner Wilburn; John Hodgkins; Stephen Cantrell","Imported illegally into the state","no",,,"Bishop; Brown; Wilburn; Hodgkins; Campbell; Summers","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0033_0001-0013","1816","William","Henry","Ross",,,"Thomas",,"Triplett",,"John Bell; Thomas Triplett","His mother; Lucy alias Mary Ross; received her freedom for being illegally imported into Virginia from Maryland.  William Henry was born shortly before she received her freedom","unknown",,"Lucy alias Mary Ross",,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0034_0001-0003","1817","Jim",,,"James",,"Robert",,"Glenn",,"Elizabeth Jordan alias Elizabeth Glenn","Imported illegally from St. Marys County Maryland; with his mother Hanah; Writ of Habeas Corpus","no","Hannah; James",,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0035_0001-0006","1817","Sinah; etc.",,,,"Isaac; Letty; Peter; John; Sarah","Edwin","L","Harris",,"Edwin L. Harris; Thomas Crippen","Sinah claimed to be a descendant of a lost Indian woman named Margaret who was supposed to be emancipated by the will of Thomas Crippen; Writ of Habeas Corpus","no","Isaac; Letty; Peter; John; Sarah; Margaret",,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0036_0001-0026","1818","Chloe","Ann","Marter; etc",,"Mary Ann Marter alias Mary","Elizabeth",,"Neale",,"Elizabeth Neale; Sarah Neale; Fielder Neale","Imported illegally from maryland","yes","Jim; Esther; Nace; Bob; Charles",,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0037_0001-0031","1818","Nelly",,"Jackson",,,"Thomas",,"Tibbs",,"William Carr; John Carr; Betsy Tibbs","Emancipated by the will of William Carr","yes","Lucy; Viney; Harry; Jim; Abner; Hannah; Aga",,"Tibbs; Chapman; Spencer; Duval; McIntyre","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0038_0001-0011","1818","Jane",,"Williams",,,"Richard","H.","Love",,"Thomas Noland; Jane Love; Richard H. Love","Imported illegally from Maryland","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0039_0001-0021","1818","Cyrus",,"Slater",,,"Enoch",,"Bell; etc.","Evan Bell","Joseph Slater; Eden Bell","Imported illegally from Maryland","yes","Thomas; Florah; Daphne; Hagar; Ben; Polly; Joe; Jenny; Sophia; Dick",,"Parker; Taylor; Hill; Lewis; Rock","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0040_0001-0008","1818","Nace",,,,,"William","T","Sawnn",,"William T. Swann","Imported illegally from Maryland","no",,,"Horner; Homer","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0041_0001-0013","1818","Maria",,,,,"William",,"Meade",,"Capt. Cook; William Meade","Imported illegally from Maryland`","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0042_0001-0020","1819","Samuel",,,,,"James",,"Green",,"Suthren","Imported illegally from Maryland","no",,,"Patterson; Beedle; Budle;","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0043_0001-0015","1819","Sarah",,,,,"Elijah",,"Taylor",,"Alexander Smith; Thomas Taylor; Elijah Taylor","On the basis that her mother; an former slave named Tamar; was emancipated","yes","Thamar; Tamar; Tamer",,"Thompson; Peyton","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0044_0001-0005","1818","Mima",,,,,"James",,"Kincaid",,,"Unknown","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0045_0001-0022","1819","William",,,,,"George","W","Lewis",,"Thomas Butter; Augustus Wynkoop; George W. Lewis","New York law that all slaves born in state since 4 July 1799 are to be born free","no",,,"Wynkoop","Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0046_0001-0010","1819","Billy",,,,,"Jonathan",,"Davis; etc.","James Kincaid",,"Unknown","no",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0047_0001-0007","1819","Letty; etc.",,,,"Henney; Anne","William","F","Luckee",,"Thomas Ewell; William F. Luckee","Claimed to have been emancipated by Thomas Ewell","no","Charles; Henney; Anne",,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
"7339659","_0001_0048_0001-0001","1820","Maria",,,,,"William",,"Meade",,,"Unknown","unknown",,,,"Arlington County","Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, undated","2021-02-03T00:00:00.000"
