"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon","geocoded_column"
"1003930","ATRIA STRATFORD","LIMITED LIABILITY COMPANY","ATRIA STRATFORD","ATRIA STRATFORD","ALSA.0000162","ALSA","162",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2011-06-22T00:00:00.000","2019-04-01T00:00:00.000","2021-03-31T00:00:00.000","6911 MAIN ST","STRATFORD","CT","066141360","2020-01-24T00:00:00.000","POINT (-73.10197 41.247009)"
"929217","CONVERSION DATA","BUSINESS","CONVERSION DATA","NEW ENGLAND ASSISTED LIVING SERVICES INC","ALSA.0AL0009","ALSA","AL0009",,"Assisted Living Service Agency","INACTIVE",,"0",,,"1998-12-31T00:00:00.000","665 FOXON ROAD","EAST HAVEN","CT","06512","2010-05-18T00:00:00.000","POINT (-72.852473 41.32203)"
"930719","UNITED COMMUNITY & FAMILY SERVICES INC.","BUSINESS","UNITED COMMUNITY & FAMILY SERVICES INC.","UNITED COMMUNITY & FAMILY SERVICES, INC.","ALSA.0AL0026","ALSA","AL0026",,"Assisted Living Service Agency","INACTIVE",,"0","2008-07-01T00:00:00.000","2008-07-01T00:00:00.000","2010-06-30T00:00:00.000","34 EAST TOWN STREET","NORWICH","CT","06360","2010-05-18T00:00:00.000","POINT (-72.091557 41.550573)"
"1125452","MAPLEWOOD AT ORANGE","LIMITED LIABILITY COMPANY","MAPLEWOOD AT ORANGE","MAPLEWOOD AT ORANGE ALSA, LLC","ALSA.0000167","ALSA","167",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2012-09-28T00:00:00.000","2020-07-01T00:00:00.000","2022-06-30T00:00:00.000","245 INDIAN RIVER RD","ORANGE","CT","064773668","2022-07-11T00:00:00.000","POINT (-73.000132 41.263913)"
"1692422","SUFFIELD BY THE RIVER","LIMITED LIABILITY COMPANY","SUFFIELD BY THE RIVER","SUFFIELD BY THE RIVER","ALSA.0000213","ALSA","213",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2019-09-18T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","7 CANAL RD","SUFFIELD","CT","060781970","2022-05-12T00:00:00.000","POINT (-72.613305 41.985924)"
"929715","C.A. MOFFIE INC.","BUSINESS","C.A. MOFFIE INC.","C.A. MOFFIE","ALSA.0AL0019","ALSA","AL0019",,"Assisted Living Service Agency","INACTIVE",,"0","1999-10-01T00:00:00.000","1999-10-01T00:00:00.000","2001-09-30T00:00:00.000","58 MULBERRY STREET","PLANTSVILLE","CT","06479","2010-05-18T00:00:00.000","POINT (-72.892397 41.574041)"
"929799","CAPITAL SENIOR LIVING INC.","BUSINESS","CAPITAL SENIOR LIVING INC.","CAPITAL SENIOR LIVING, INC.","ALSA.AL-0053","ALSA","AL-0053",,"Assisted Living Service Agency","INACTIVE",,"0","2004-04-01T00:00:00.000","2004-04-01T00:00:00.000","2006-03-31T00:00:00.000","6469 Main Street","Trumbull","CT","06611","2010-05-18T00:00:00.000","POINT (-73.227161 41.276361)"
"930013","SUNRISE WEST HARTFORD ASSISTED LIVING L.L.C.","BUSINESS","SUNRISE WEST HARTFORD ASSISTED LIVING L.L.C.","SUNRISE ASSISTED LIVING OF WEST HARTFORD","ALSA.0000074","ALSA","74",,"Assisted Living Service Agency","INACTIVE",,"0","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","2009-12-31T00:00:00.000","22 Simsbury Road","West Hartford","CT","06107","2010-05-18T00:00:00.000","POINT (-72.722911 41.797413)"
"1525181","ELLINGTON ASSISTED LIVING SERVICES, LLC","LIMITED LIABILITY COMPANY","ELLINGTON ASSISTED LIVING SERVICES, LLC","ELLINGTON ASSISTED LIVING SERVICES, LLC","ALSA.0000199","ALSA","199",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2018-06-28T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","123 WEST RD","ELLINGTON","CT","060295729","2022-07-19T00:00:00.000","POINT (-72.464218 41.884059)"
"1361748","WATERMARK AT EAST HILL WOODS, THE","LIMITED LIABILITY COMPANY","WATERMARK AT EAST HILL WOODS, THE","WATERMARK AT EAST HILL WOODS, THE","ALSA.0000181","ALSA","181",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2016-06-20T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","611 EAST HILL ROAD","SOUTHBURY","CT","06488","2022-06-10T00:00:00.000","POINT (-73.241023 41.485028)"
"1518503","ATRIA LITCHFIELD HILLS","LIMITED LIABILITY COMPANY","ATRIA LITCHFIELD HILLS","ATRIA LITCHFIELD HILLS","ALSA.0000194","ALSA","194",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2018-05-29T00:00:00.000","2020-04-01T00:00:00.000","2022-03-31T00:00:00.000","376 GOSHEN RD","TORRINGTON","CT","067902722","2020-09-25T00:00:00.000","POINT (-73.154444 41.820725)"
"1362584","JEWISH SENIOR SERVICES","NON-PROFIT CORPORATION","JEWISH SENIOR SERVICES","JEWISH SENIOR SERVICES","ALSA.0000182","ALSA","182",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2016-06-23T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","4200 PARK AVENUE","BRIDGEPORT","CT","06604","2022-07-14T00:00:00.000","POINT (-73.231736 41.212276)"
"1640127","THE ROSES AT GUILFORD HOUSE","LIMITED LIABILITY COMPANY","THE ROSES AT GUILFORD HOUSE","THE ROSES AT GUILFORD HOUSE","ALSA.0000209","ALSA","209",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2019-03-21T00:00:00.000","2021-01-01T00:00:00.000","2022-12-31T00:00:00.000","109 W LAKE AVE","GUILFORD","CT","064371352","2022-07-07T00:00:00.000","POINT (-72.725114 41.311472)"
"1248815","MAPLEWOOD AT DARIEN","LIMITED LIABILITY COMPANY","MAPLEWOOD AT DARIEN","MAPLEWOOD AT DARIEN","ALSA.0000171","ALSA","171",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2014-10-06T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","599 POST RD","DARIEN","CT","068203609","2022-08-23T00:00:00.000","POINT (-73.465011 41.082315)"
"930101","VILLAGE RETIREMENT COMMUNITIES LLC","BUSINESS","VILLAGE RETIREMENT COMMUNITIES LLC","VILLAGE AT EAST FARMS","ALSA.0AL0034","ALSA","AL0034",,"Assisted Living Service Agency","INACTIVE",,"0","2004-10-01T00:00:00.000","2004-10-01T00:00:00.000","2006-09-30T00:00:00.000","180 SCOTT ROAD","WATERBURY","CT","06705","2010-05-18T00:00:00.000","POINT (-72.991231 41.538397)"
"929132","BAL ROCKY HILL LLC","LIMITED LIABILITY COMPANY","BAL ROCKY HILL LLC","BAL ROCKY HILL LLC","ALSA.0000142","ALSA","142",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-12-02T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","1160 ELM STREET EXT","ROCKY HILL","CT","060671812","2022-08-23T00:00:00.000","POINT (-72.679841 41.658021)"
"929571","INTERIM HEALTHCARE OF HARTFORD INC.","BUSINESS","INTERIM HEALTHCARE OF HARTFORD INC.","INTERIM HEALTHCARE OF HARTFORD, INC.","ALSA.0000075","ALSA","75",,"Assisted Living Service Agency","INACTIVE",,"0","2004-01-01T00:00:00.000","2004-01-01T00:00:00.000","2005-12-31T00:00:00.000","231 Farmington Avenue","Farmington","CT","06032","2010-05-18T00:00:00.000","POINT (-72.793626 41.737713)"
"930333","GREENS AT CANNONDALE, THE","LIMITED LIABILITY COMPANY","GREENS AT CANNONDALE, THE","GREENS AT CANNONDALE, THE","ALSA.0AL0025","ALSA","AL0025",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2008-04-01T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","435 DANBURY RD","WILTON","CT","068972031","2022-06-28T00:00:00.000","POINT (-73.428331 41.21819)"
"929852","VISITING NURSE AND HEALTH SERVICES OF CT INC.","BUSINESS","VISITING NURSE AND HEALTH SERVICES OF CT INC.","VISITING NURSE AND HEALTH SERVICES OF CT, INC.","ALSA.0000099","ALSA","99",,"Assisted Living Service Agency","INACTIVE","INACTIVE","0","2008-07-01T00:00:00.000","2010-07-01T00:00:00.000","2012-06-30T00:00:00.000","8 Keynote Drive","Vernon","CT","06066","2011-05-17T00:00:00.000","POINT (-72.469004 41.833503)"
"930213","DANBURY ASSISTED LIVING LLC.","LIMITED LIABILITY COMPANY","DANBURY ASSISTED LIVING LLC.","DANBURY ASSISTED LIVING, LLC.","ALSA.0000054","ALSA","54",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-07-01T00:00:00.000","2018-07-01T00:00:00.000","2020-06-30T00:00:00.000","8 GLEN HILL RD","DANBURY","CT","068114985","2019-02-15T00:00:00.000","POINT (-73.448186 41.414573)"
"1329552","BRIGHTVIEW ON NEW CANAAN","LIMITED LIABILITY COMPANY","BRIGHTVIEW ON NEW CANAAN","BRIGHTVIEW ON NEW CANAAN","ALSA.0000177","ALSA","177",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2016-01-22T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","162 NEW CANAAN AVE","NORWALK","CT","068501916","2022-07-19T00:00:00.000","POINT (-73.439401 41.129127)"
"1607006","RESIDENCE AT BROOKSIDE THE","LIMITED LIABILITY COMPANY","RESIDENCE AT BROOKSIDE THE","RESIDENCE AT BROOKSIDE THE","ALSA.0000203","ALSA","203",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2018-10-11T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","117 SIMSBURY ROAD","AVON","CT","06001","2022-08-25T00:00:00.000","POINT (-72.829948 41.817596)"
"929009","DAY KIMBALL HOSPITAL","BUSINESS","DAY KIMBALL HOSPITAL","DAY KIMBALL HOMECARE ALSA","ALSA.0000106","ALSA","106",,"Assisted Living Service Agency","INACTIVE",,"0","2005-06-30T00:00:00.000","2005-06-30T00:00:00.000","2007-06-30T00:00:00.000","320 Pomfret Street","Putnam","CT","06260","2010-05-18T00:00:00.000","POINT (-71.915045 41.907442)"
"929798","AMICUS HEALTHCARE LIVING CENTERS LLC","BUSINESS","AMICUS HEALTHCARE LIVING CENTERS LLC","THE ATRIUM AT ROCKY HILL","ALSA.0000049","ALSA","49",,"Assisted Living Service Agency","INACTIVE",,"0","2004-01-01T00:00:00.000","2004-01-01T00:00:00.000","2005-12-31T00:00:00.000","1160 Elm Street","Rocky Hill","CT","06067","2010-05-18T00:00:00.000","POINT (-72.679841 41.658021)"
"1791336","THE RESIDENCE AT FERRY PARK","LIMITED LIABILITY COMPANY","THE RESIDENCE AT FERRY PARK","THE RESIDENCE AT FERRY PARK","ALSA.0000214","ALSA","214",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2019-10-04T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","60 COLD SPRING RD","ROCKY HILL","CT","060673175","2022-04-19T00:00:00.000","POINT (-72.681259 41.641657)"
"1390339","BROOKDALE CHATFIELD","LIMITED LIABILITY COMPANY","BROOKDALE CHATFIELD","BROOKDALE CHATFIELD","ALSA.0000186","ALSA","186",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2016-11-21T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","1 CHATFIELD DR","WEST HARTFORD","CT","061102802","2022-08-31T00:00:00.000","POINT (-72.752873 41.727893)"
"931909","MAPLEWOOD AT NEWTOWN","LIMITED LIABILITY COMPANY","MAPLEWOOD AT NEWTOWN","MAPLEWOOD AT NEWTOWN ALSA, LLC","ALSA.0000152","ALSA","152",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2010-05-15T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","166 MOUNT PLEASANT RD","NEWTOWN","CT","064701456","2022-07-20T00:00:00.000","POINT (-73.366622 41.415915)"
"929882","OLSL LARSON PLACE LLC","BUSINESS","OLSL LARSON PLACE LLC","ATRIA LARSON PLACE","ALSA.0000111","ALSA","111",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-10-01T00:00:00.000","2009-10-01T00:00:00.000","2011-09-30T00:00:00.000","1450 Whitney Avenue","Hamden","CT","06517","2012-07-24T00:00:00.000","POINT (-72.913115 41.353404)"
"930073","EVERGREEN WOODS","LIMITED LIABILITY COMPANY","EVERGREEN WOODS","EVERGREEN WOODS","ALSA.0000092","ALSA","92",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-04-01T00:00:00.000","2015-04-01T00:00:00.000","2017-03-31T00:00:00.000","88 NOTCH HILL RD","NORTH BRANFORD","CT","064711846","2016-12-05T00:00:00.000","POINT (-72.751087 41.317083)"
"930839","MANCHESTER MANOR ASSISTED LIVING SERVICES AGENCY","LIMITED LIABILITY PARTNERSHIP","MANCHESTER MANOR ASSISTED LIVING SERVICES AGENCY","MANCHESTER MANOR ASSISTED LIVING SERVICES AGENCY","ALSA.0AL0055","ALSA","AL0055",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-07-01T00:00:00.000","2020-07-28T00:00:00.000","2023-06-30T00:00:00.000","385 W CENTER ST","MANCHESTER","CT","060404738","2022-07-28T00:00:00.000","POINT (-72.552622 41.769734)"
"929128","BAL MIDDLETOWN LLC","LIMITED LIABILITY COMPANY","BAL MIDDLETOWN LLC","BAL MIDDLETOWN LLC","ALSA.0000137","ALSA","137",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-12-02T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","645 SAYBROOK RD","MIDDLETOWN","CT","064574746","2022-08-22T00:00:00.000","POINT (-72.61955 41.538898)"
"929496","PARKSIDE SENIOR SERVICES LLC","BUSINESS","PARKSIDE SENIOR SERVICES LLC","GREAT POND CROSSING AT RIDGEFIELD","ALSA.0000079","ALSA","79",,"Assisted Living Service Agency","INACTIVE",,"0","2002-08-13T00:00:00.000","2002-08-13T00:00:00.000","2004-06-30T00:00:00.000","640 Danbury Road","Ridgefield","CT","06877","2010-05-18T00:00:00.000","POINT (-73.474933 41.324173)"
"2387332","ARBORS OF HOP BROOK","BUSINESS","ARBORS OF HOP BROOK","ARBORS OF HOP BROOK","ALSA.0000236","ALSA","236",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2022-07-28T00:00:00.000","2022-07-15T00:00:00.000","2024-06-30T00:00:00.000","403 W CENTER  ST.","MANCHESTER","CT","06040","2022-08-25T00:00:00.000","POINT (-72.553849 41.769533)"
"929720","ABBINGTON SERVICES INC.","BUSINESS","ABBINGTON SERVICES INC.","ABBINGTON OF NEWINGTON","ALSA.0AL0042","ALSA","AL0042",,"Assisted Living Service Agency","INACTIVE",,"0","2001-04-01T00:00:00.000","2001-04-01T00:00:00.000","2003-03-31T00:00:00.000","2125 MAIN STREET","NEWINGTON","CT","06111","2010-05-18T00:00:00.000","POINT (-72.718614 41.671272)"
"1995085","SPRING VILLAGE AT STRATFORD","LIMITED LIABILITY COMPANY","SPRING VILLAGE AT STRATFORD","SPRING VILLAGE AT STRATFORD","ALSA.0000218","ALSA","218",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2019-12-27T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","6911 MAIN ST","STRATFORD","CT","066141360","2022-06-10T00:00:00.000","POINT (-73.10197 41.247009)"
"996312","BROOKDALE MOUNTAIN LAUREL HEBRON","CORPORATION","BROOKDALE MOUNTAIN LAUREL HEBRON","BROOKDALE MOUNTAIN LAUREL HEBRON","ALSA.0000156","ALSA","156",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2011-05-04T00:00:00.000","2017-04-01T00:00:00.000","2019-03-31T00:00:00.000","1177 HEBRON AVE","GLASTONBURY","CT","060335008","2018-05-30T00:00:00.000","POINT (-72.565653 41.718235)"
"929644","MAPLEWOOD AT DANBURY ALSA LLC","LIMITED LIABILITY COMPANY","MAPLEWOOD AT DANBURY ALSA LLC","MAPLEWOOD AT DANBURY ALSA, LLC","ALSA.0000114","ALSA","114",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-04-01T00:00:00.000","2020-04-01T00:00:00.000","2022-03-31T00:00:00.000","22 HOSPITAL AVE","DANBURY","CT","068105945","2022-05-16T00:00:00.000","POINT (-73.447611 41.403629)"
"928953","AHC CAPITAL INC.","BUSINESS","AHC CAPITAL INC.","ALTERRA CLARE BRIDGE OF GLASTONBURY","ALSA.0000062","ALSA","62",,"Assisted Living Service Agency","INACTIVE",,"0","2001-03-16T00:00:00.000","2001-03-16T00:00:00.000","2002-12-31T00:00:00.000","1824 Manchester Road","Glastonbury","CT","06033","2010-05-18T00:00:00.000","POINT (-72.520224 41.73007)"
"929658","MERCY COMMUNITY HOME CARE SERVICES INC.","BUSINESS","MERCY COMMUNITY HOME CARE SERVICES INC.","MERCY COMMUNITY HOME CARE SERVICES, INC.","ALSA.0000117","ALSA","117",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-01-01T00:00:00.000","2009-01-01T00:00:00.000","2010-12-31T00:00:00.000","275 Steele Road","West Hartford","CT","06107","2012-04-18T00:00:00.000","POINT (-72.724345 41.783696)"
"929164","CONNECTICUT ORANGE LLC","BUSINESS","CONNECTICUT ORANGE LLC","LAUREL ESTATES","ALSA.0000147","ALSA","147",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-09-01T00:00:00.000","2009-09-01T00:00:00.000","2011-06-30T00:00:00.000","245 Indian River Road","Orange","CT","06477","2011-02-16T00:00:00.000","POINT (-73.000132 41.263913)"
"1003737","ATRIA DARIEN","LIMITED LIABILITY COMPANY","ATRIA DARIEN","ATRIA DARIEN","ALSA.0000158","ALSA","158",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2011-06-22T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","50 LEDGE RD","DARIEN","CT","068204439","2022-05-03T00:00:00.000","POINT (-73.483961 41.071538)"
"2290614","CHATHAM PLACE AT MARY WADE","NON-PROFIT CORPORATION","CHATHAM PLACE AT MARY WADE","CHATHAM PLACE AT MARY WADE","ALSA.0000231","ALSA","231",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2022-01-21T00:00:00.000","2022-01-18T00:00:00.000","2023-12-31T00:00:00.000","138 CLINTON AVE","NEW HAVEN","CT","065133140","2022-01-26T00:00:00.000","POINT (-72.891409 41.313382)"
"930724","SUNRISE SENIOR LIVING SERVICES INC.","BUSINESS","SUNRISE SENIOR LIVING SERVICES INC.","BRIGHTON GARDENS OF WOODBRIDGE ASSISTED LIVING SERVICES AGENCY","ALSA.0AL0033","ALSA","AL0033",,"Assisted Living Service Agency","INACTIVE",,"0","2008-10-01T00:00:00.000","2008-10-01T00:00:00.000","2010-09-30T00:00:00.000","330 AMITY ROAD","WOODBRIDGE","CT","06525","2010-05-18T00:00:00.000","POINT (-72.988123 41.349764)"
"1003943","ATRIA STAMFORD","LIMITED LIABILITY COMPANY","ATRIA STAMFORD","ATRIA STAMFORD","ALSA.0000163","ALSA","163",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2011-06-23T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","77 3RD ST","STAMFORD","CT","069054722","2022-03-29T00:00:00.000","POINT (-73.538768 41.065308)"
"1799287","LANDING OF NORTH HAVEN, THE","LIMITED LIABILITY COMPANY","LANDING OF NORTH HAVEN, THE","LANDING OF NORTH HAVEN, THE","ALSA.0000217","ALSA","217",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2019-10-16T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","201 CLINTONVILLE RD","NORTH HAVEN","CT","064732451","2022-07-21T00:00:00.000","POINT (-72.843506 41.390105)"
"929168","THE SAYBROOK AT HADDAM","LIMITED LIABILITY COMPANY","THE SAYBROOK AT HADDAM","THE SAYBROOK AT HADDAM","ALSA.0000148","ALSA","148",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-09-25T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","1556 SAYBROOK RD ROUTE 154","HADDAM","CT","064381370","2022-04-19T00:00:00.000",
"2405914","COLEBROOK VILLAGE AT HEBRON","LIMITED LIABILITY COMPANY","COLEBROOK VILLAGE AT HEBRON","COLEBROOK VILLAGE AT HEBRON","ALSA","ALSA",,,"Assisted Living Service Agency","PENDING","APPLICATION PENDING","0",,,,"55 JOHN E HORTON BOULEVARD","HEBRON","CT","06248","2022-09-01T00:00:00.000",
"930717","AVERY HEIGHTS ASSISTED LIVING SERVICES AGENCY","CORPORATION","AVERY HEIGHTS ASSISTED LIVING SERVICES AGENCY","AVERY HEIGHTS ASSISTED LIVING SERVICES AGENCY","ALSA.0AL0016","ALSA","AL0016",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","705 NEW BRITAIN AVENUE","HARTFORD","CT","061064263","2022-03-21T00:00:00.000","POINT (-72.705383 41.733277)"
"996299","BROOKDALE BUCKINGHAM","CORPORATION","BROOKDALE BUCKINGHAM","BROOKDALE BUCKINGHAM","ALSA.0000155","ALSA","155",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2011-05-04T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","1824 MANCHESTER RD","GLASTONBURY","CT","060331832","2022-03-29T00:00:00.000","POINT (-72.520224 41.73007)"
"929120","EMERITUS CORPORATION","CORPORATION","EMERITUS CORPORATION","EMERITUS AT WOODBRIDGE","ALSA.0000132","ALSA","132",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-12-01T00:00:00.000","2012-10-01T00:00:00.000","2014-09-30T00:00:00.000","330 AMITY RD","WOODBRIDGE","CT","065252131","2014-09-04T00:00:00.000","POINT (-72.988123 41.349764)"
"1388588","MASONICARE HOME HEALTH AND HOSPICE","NON-PROFIT CORPORATION","MASONICARE HOME HEALTH AND HOSPICE","MASONICARE HOME HEALTH AND HOSPICE","ALSA.0000185","ALSA","185",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2016-11-09T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","104 S TURNPIKE RD","WALLINGFORD","CT","064924320","2022-08-26T00:00:00.000","POINT (-72.845337 41.446113)"
