"fmid","marketname","website","county","season1date","season1time","season2date","season2time","season3date","season3time","season4date","season4time","x","y","location","credit","wic","wiccash","sfmnp","snap","bakedgoods","cheese","crafts","flowers","eggs","seafood","herbs","vegetables","honey","jams","maple","meat","nursery","nuts","plants","poultry","prepared","soap","trees","wine","updatetime","location_1"
"20367","Watertown, CT Farmers' Market","http://www.localharvest.org/watertown-ct-farmers-market-M58461",,,,,,,,,,"-73.089600000000004","41.589500000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",,"470 Main Street
Watertown, Connecticut 
(41.5895, -73.0896)"
"1007722","WINDSOR FARMERS’ MARKET","http://www.firsttowndowntown.org","Hartford",,,,,,,,,"-72.644099999999995","41.851300000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Corner of Maple Avenue & Broad Street
Windsor, Connecticut 
(41.8513, -72.6441)"
"1005596","Greenfield Farmers Market",,"Fairfield","June to October","Sat:12:30 pm - 4:00 pm;",,,,,,,"-73.284400000000005","41.161700000000003","Private business parking lot","Y","N","N","N","N","Y","Y","N","Y","N","N","Y","Y","Y","N","N","N","N","N","Y","N","N","Y","N","N","40670.617094907408","75 Hillside Road
Fairfield, Connecticut 6824
(41.1617, -73.2844)"
"1007504","Cromwell Farmers’ Market",,"Middlesex",,,,,,,,,"-72.662899999999993","41.600499999999997",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","52 Missionary Road
Cromwell, Connecticut 6416
(41.6005, -72.6629)"
"1007487","ENFIELD FARMERS’ MARKET",,"Hartford",,,,,,,,,"-72.574363708495994","41.998348236083999",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Enfield Town Green, Town Hall, Rte. 5
Enfield, Connecticut 
(41.998348236084, -72.574363708496)"
"1004516","Danbury Farmers' Market","http://www.citycenterdanbury.com","Fairfield","06/28/2013 to 10/25/2013","Fri: 11:30 AM-5:30 PM;",,,,,,,"-73.455371","41.396242000000001","Other","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","41435.547743055555","Kennedy Avenue
Danbury, Connecticut 6810
(41.396242, -73.455371)"
"1007830","Hartford - West End Farmers Market","http://www.westend.org/farmersmarket","Hartford",,,,,,,,,"-72.711100000000002","41.766199999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","571 Farmington Avenue and South Whitney Street
Hartford, Connecticut 6105
(41.7662, -72.7111)"
"1005940","CitySeed Edgewood Park Farmers Market","http://www.cityseed.org/edgewood-park","New Haven","05/05/2013 to 12/22/2013","Sun: 10:00 AM-2:00 PM;",,,,,,,"-72.958466999999999","41.325135000000003","Other","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","41454.987222222226","Whalley Ave. and West Rock Ave.
New Haven, Connecticut 6515
(41.325135, -72.958467)"
"1007449","Shelton Farmers Market",,"Fairfield",,,,,,,,,"-73.122600000000006","41.303699999999999",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Corner of Cornell & Canal Streets
Shelton, Connecticut 6484
(41.3037, -73.1226)"
"1007811","Suffield Farmers Market","http://www.suffieldtownhall.com","Hartford",,,,,,,,,"-72.650099999999995","41.985799999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Town Green, North Main and High Streets
Suffield, Connecticut 6078
(41.9858, -72.6501)"
"1007503","Colchester Farmers’ Market",,"New London",,,,,,,,,"-72.324100000000001","41.567999999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","395 South Main Street
Colchester, Connecticut 
(41.568, -72.3241)"
"1007497","HAMDEN - SPRING GLEN FARMERS’ MARKET",,"New Haven",,,,,,,,,"-72.908199999999994","41.3658",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Spring Glen Church, 1825 Whitney Avenue
Hamden, Connecticut 
(41.3658, -72.9082)"
"1003888","Norwalk - Rowayton Farmers’ Market","http://www.rowaytonct.com/farmersmarket","Fairfield",,,,,,,,,"-73.443700000000007","41.069800000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","177 Rowayton Avenue
Rowayton, Connecticut 
(41.0698, -73.4437)"
"1007514","Wilton Farmers’ Market",,"Fairfield",,,,,,,,,"-73.424599999999998","41.188200000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","224 Danbury Road
Wilton, Connecticut 
(41.1882, -73.4246)"
"1004508","Hill-Stead Museum Farmers Market","http://www.hillstead.org/events-hillstead-farmers-market.php","Hartford","07/07/2013 to 10/20/2013","Sun: 11:00 AM-2:00 PM;",,,,,,,"-72.823111999999995","41.721409999999999","Other","Y","Y","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","41437.385925925926","35 Mountain Road
Farmington, Connecticut 6032
(41.72141, -72.823112)"
"1007478","Naugatuck Farmers Market",,"New Haven",,,,,,,,,"-73.073400000000007","41.492400000000004",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","On the Green, Church Street
Naugatuck, Connecticut 
(41.4924, -73.0734)"
"1007458","Deep River Farmers Market",,"Middlesex",,,,,,,,,"-72.436000000000007","41.386800000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","The Stone House, 245 Main Street
Deep River, Connecticut 6417
(41.3868, -72.436)"
"1008293","Sandy Hook Organic Farmers Market","http://www.localharvest.org/thefarmersfarketatfairfieldhills/","Fairfield","06/18/2013 to 10/15/2013","Tue: 2:00 PM-6:00 PM;",,,,,,,"-73.272462500000003","41.406440400000001","Local government building grounds","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","41445.762777777774","Wasserman Way
Newtown, Connecticut 6470
(41.4064404, -73.2724625)"
"1003290","Stonington Farmers Market",,"New London","05/04/2013 to 10/26/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,"-71.908460000000005","41.334538000000002","Local government building grounds","Y","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","41450.400636574072","11 Northwest Street, Town Dock
Stonington, Connecticut 6378
(41.334538, -71.90846)"
"1002588","New London Field of Greens Markets","http://www.newlondonfieldofgreens.org","New London","06/14/2013 to 10/25/2013","Fri: 10:00 AM-2:00 PM;",,,,,,,"-72.094023000000007","41.353892000000002","Local government building grounds","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","N","N","Y","Y","N","N","41436.744456018518","Corner of State and Bank Streets - Parade Plaza
New London, Connecticut 6320
(41.353892, -72.094023)"
"1007486","WESTPORT - SAUGATUCK FARMERS’ MARKET",,"Fairfield",,,,,,,,,"-73.373000000000005","41.134",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Saugatuck Congregational Church, 245 Post Road
Westport, Connecticut 
(41.134, -73.373)"
"1007822","LEDYARD – TRI-TOWN FARMERS’ MARKET","http://www.tritownfoods.com","New London",,,,,,,,,"-72.015000000000001","41.439700000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Tri-Town Center Parking Lot, Rte. 117
Ledyard, Connecticut 
(41.4397, -72.015)"
"1004394","urban oaks organic farm","http://www.blog.urbanoaks.org","Hartford","01/01/2013 to 12/31/2013","Fri: 2:00 PM-6:00 PM;Sat: 10:00 AM-2:00 PM;",,,,,,,"-72.775548999999998","41.680233000000001","Other","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N","N","41449.604027777779","225 Oak St.
New Britain, Connecticut 6051
(41.680233, -72.775549)"
"1004887","North End Farmers Market","http://www.northendfarmersmarket.org","Middlesex","06/14/2013 to 10/25/2013","Fri: 10:00 AM-2:00 PM;",,,,,,,"-72.651687600000002","41.563602400000001","Other","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","41437.620393518519","575 Main St.
Middletown, Connecticut 6457
(41.5636024, -72.6516876)"
"20361","Village of Devon Farmer's Market",,,,,,,,,,,"-73.104299999999995","41.201500000000003",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"120 Bridgeport Ave.
Milford, Connecticut 6460
(41.2015, -73.1043)"
"1007450","Stafford Springs Farmers Market",,"Tolland",,,,,,,,,"-72.297700000000006","41.9709",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Mocko's lot
Stafford Springs, Connecticut 6076
(41.9709, -72.2977)"
"1007515","BERLIN FARMERS’ MARKET",,"Hartford",,,,,,,,,"-72.772499999999994","41.613900000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40956.593159722222","Veterans Memorial Park
Berlin, Connecticut 
(41.6139, -72.7725)"
"1007760","Monroe Farmers’ Market","http://www.monroefarmersmarket.org","Fairfield","06/14/2013 to 10/25/2013","Fri: 3:00 PM-6:00 PM;",,,,,,,"-73.207671000000005","41.332369999999997","Local government building grounds","Y","Y","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","41442.500879629632","Fan Hill Road & Rte. 111
Monroe, Connecticut 6468
(41.33237, -73.207671)"
"1007463","Bridgeport Farmers Market I",,"Fairfield",,,,,,,,,"-73.2","41.176499999999997",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Baldwin Plaza
Bridgeport, Connecticut 6604
(41.1765, -73.2)"
"1002056","Lebanon Farmers Market","http://www.lebanontownhall.org","New London","06/01/2013 to 10/12/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,"-72.212898999999993","41.6357","Local government building grounds","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","41442.465474537035","579 Exeter Road
Lebanon, Connecticut 6249
(41.6357, -72.212899)"
"1007657","STAMFORD - BARTLETT ARBORETUM & GARDENS FARMERS’ MARKET","http://www.bartlettarboretum.org/newsevents/farmersmarket2009/","Fairfield",,,,,,,,,"-73.537700000000001","41.055",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Bartlett Arboretum & Gardens, 151 Brookdale Road
Stamford, Connecticut 6901
(41.055, -73.5377)"
"1002589","New London Field of Greens Markets","http://www.newlondonfieldofgreens.org","New London","06/12/2013 to 10/30/2013","Wed: 12:00 PM-4:00 PM;",,,,,,,"-72.103803400000004","41.337215499999999","Healthcare Institution","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","41436.732048611113","365 Montauk Avenue
New London, Connecticut 6320
(41.3372155, -72.1038034)"
"1007765","Putnam Farmers Market","http://www.nectfaremrsmarket.org","Windham",,,,,,,,,"-71.921400000000006","41.927700000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","18 Kennedy Drive
Putnam, Connecticut 6260
(41.9277, -71.9214)"
"1007817","DEEP RIVER - LACE FACTORY FARMERS’ MARKET","http://www.thelacefactory.com","Middlesex",,,,,,,,,"-72.427499999999995","41.393000000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","161 River Street
Deep River, Connecticut 
(41.393, -72.4275)"
"1007457","Essex Farmers Market",,"Middlesex",,,,,,,,,"-72.399000000000001","41.354300000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","On the Green, Main Street
Essex, Connecticut 6426
(41.3543, -72.399)"
"1007443","MIDDLEBURY FARMERS’ MARKET",,"New Haven",,,,,,,,,"-73.121300000000005","41.527799999999999",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Middlebury Senior Center, 1172 Whittemore Road
Middlebury, Connecticut 
(41.5278, -73.1213)"
"1001290","Collinsville Farmers Market","http://www.collinsvillefarmersmarket.org","Hartford","06/09/2013 to 10/20/2013","Sun: 10:00 AM-1:00 PM;",,,,,,,"-72.923058999999995","41.811095999999999",,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","Y","N","41435.523252314815","4 Market Street
Collinsville, Connecticut 6019
(41.811096, -72.923059)"
"1007484","WATERBURY - FULTON PARK FARMERS’ MARKET",,"New Haven",,,,,,,,,"-73.037751999999998","41.569015",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Fulton Park Greenhouse
Waterbury, Connecticut 
(41.569015, -73.037752)"
"1007459","East Hartford Farmers Market",,"Hartford",,,,,,,,,"-72.520899999999997","41.771000000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","840 Main Street, Raymond Memorial Library
Manchester, Connecticut 6040
(41.771, -72.5209)"
"1007508","Norwalk - Health Department Farmers’ Market",,"Fairfield",,,,,,,,,"-73.407700000000006","41.112299999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","137 East Avenue
Norwalk, Connecticut 
(41.1123, -73.4077)"
"1007751","MADISON FARMERS’ MARKET","http://www.madisonctfarmersmarket.com","New Haven",,,,,,,,,"-72.558516999999995","41.265937000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Madison Historic Town Green
Madison, Connecticut 
(41.265937, -72.558517)"
"1007776","Old Saybrook Farmers Market","http://www.oldsaybrookfarmersmarket.com","Middlesex",,,,,,,,,"-72.376099999999994","41.292099999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","210 Main Street, Cinema Plaza
Old Saybrook, Connecticut 6475
(41.2921, -72.3761)"
"1007767","Brooklyn FM","http://www.nectfarmersmarket.org","Windham County",,,,,,,,,"-71.95","41.788200000000003",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","Job Lot parking lot, Route 6
Brooklyn, Connecticut 
(41.7882, -71.95)"
"1007701","Hartford Regional Market","http://www.ctgrown.gov","Hartford",,,,,,,,,"-72.654799999999994","41.746200000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","I-91, Exit 27, 101 Reserve Road
Hartford, Connecticut 6114
(41.7462, -72.6548)"
"1001956","Waterford Farmers' Market","http://www.waterfordfarmersmarket.wordpress.com","New London","June to October","Sat:9:00 AM - 12:00 PM;",,,,,,,"-72.131489999999999","41.342970000000001","Local government building grounds","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","N","41039.643587962964","15 Rope Ferry Road
Waterford, Connecticut 6385
(41.34297, -72.13149)"
"1007510","Shelton - Jones Family Farm Farmers’ Market",,"Fairfield",,,,,,,,,"-73.172799999999995","41.332900000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","606 Walnut Tree Hill Road
Shelton, Connecticut 
(41.3329, -73.1728)"
"1007451","Stratford Farmers Market",,"Fairfield",,,,,,,,,"-73.129374012350993","41.174606010317802",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Deluca Field at Main Street
Stratford, Connecticut 6497
(41.1746060103178, -73.129374012351)"
"1007445","Mystic/Denison Farmers Market",,"New London",,,,,,,,,"-71.947100000000006","41.363",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","120 Pequotsepos Rd.
Mystic, Connecticut 6355
(41.363, -71.9471)"
"1002634","Old Greenwich Farmer's Market","http://www.ogfarmersmarket.com","Fairfield","May to November","Wed:3:00 PM - 6:00 PM;",,,,,,,"-73.571823800000004","41.031537200000002","Private business parking lot","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","41131.670624999999","38 West End Avenue
Old Greenwich, Connecticut 6870
(41.0315372, -73.5718238)"
"20053","City Farmers' Market Fair Haven","http://www.cityseed.org/",,,,,,,,,,"-72.888800000000003","41.3093",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",,"Quinnipiac River Park, corner of Grand Ave and Front St
New Haven, Connecticut 6513
(41.3093, -72.8888)"
"1007437","Torrington Farmers Market",,"Litchfield",,,,,,,,,"-73.115399999999994","41.814700000000002",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Staples Plaza, South Main Street
Torrington, Connecticut 6790
(41.8147, -73.1154)"
"1007866","Georgetown Farmers Market",,"Fairfield",,,,,,,,,"-73.427800000000005","41.256599999999999",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Intersection of Main Street-Georgetown & Rte 57
Georgetown, Connecticut 6829
(41.2566, -73.4278)"
"20363","Voluntown Farmers' Market",,,,,,,,,,,"-71.865899999999996","41.573599999999999",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"195 Main Street (Route 138)
Voluntown, Connecticut 6384
(41.5736, -71.8659)"
"1006681","MILFORD - DOWNTOWN FARMERS’ MARKET","http://www.milforddowntownfarmersmarket.com","New Haven","June to October","Sat:9:00 am - 1:00 pm;",,,,,,,"-73.057699999999997","41.2239","Private business parking lot","Y","Y","N","Y","N","Y","Y","N","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","N","N","40702.795034722221","58 River Street, Corner of Darina Place & River Street
Milford, Connecticut 
(41.2239, -73.0577)"
"1007453","Tolland Farmers Market",,"Tolland",,,,,,,,,"-72.369500000000002","41.872799999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Tolland Green
Tolland, Connecticut 6084
(41.8728, -72.3695)"
"1007791","Sandy Hook Organic Farmers Market","http://www.sandyhookorganicfarmersmarket.org","Fairfield",,,,,,,,,"-73.281800000000004","41.42",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","5 Washington Avenue, Sandy Hood Center
Sandy Hook, Connecticut 6482
(41.42, -73.2818)"
"1005277","BethanyFarmersMarket","http://www.bethanyfarmersmarket.com","New Haven","June to October","Sat:9:00 AM - 1:00 PM;",,,,,,,"-72.991190000000003","41.44012","Local government building grounds","Y","Y","N","Y","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","N","N","41030.502268518518","Route 63
Bethany, Connecticut 6524
(41.44012, -72.99119)"
"1007709","East Granby Farmers’ Market",,"Hartford",,,,,,,,,"-72.726399999999998","41.943100000000001",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2011","3 Turkey Hills Road
East Granby, Connecticut 
(41.9431, -72.7264)"
"1007482","EAST HAVEN FARMERS’ MARKET",,"Middlesex",,,,,,,,,"-72.871700000000004","41.277700000000003",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","East Haven Town Hall
East Haven, Connecticut 
(41.2777, -72.8717)"
"1007485","WESTPORT FARMERS MARKET",,"Fairfield",,,,,,,,,"-73.3583","41.139699999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Municipal Parking Lot, 26 Imperial Avenue
Westport, Connecticut 
(41.1397, -73.3583)"
"1007733","HAMDEN - DOWNTOWN FARMERS’ MARKET","http://www.hamden.com","New Haven",,,,,,,,,"-72.911299999999997","41.381799999999998",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Town Center Park, 2663 Dixwell Avenue,
Hamden, Connecticut 
(41.3818, -72.9113)"
"1000612","Lyme Farmers Market","http://www.farmcoffee.com","New London","06/01/2013 to 10/19/2013","Sat: 9:00 AM-12:30 PM;",,,,,,,"-72.335757999999998","41.359721999999998","On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","41452.566157407404","78 Bill Hill Rd
Lyme, Connecticut 6371
(41.359722, -72.335758)"
"1005943","CitySeed Wooster Square Farmers Market","http://www.cityseed.org/wooster-square","New Haven","05/05/2013 to","Sat: 9:00 AM-1:00 PM;",,,,,,,"-72.917848000000006","41.303232000000001","Other","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","41454.977534722224","DePalma Ct. between Chapel St. and Wooster St.
New Haven, Connecticut 6511
(41.303232, -72.917848)"
"1000993","WETHERSFIELD FARMERS’ MARKET","http://www.wethersfieldfarmersmarket.com","Hartford","05/16/2013 to 10/31/2013","Thu: 3:00 PM-6:00 PM;",,,,,,,"-72.660365999999996","41.719133200000002","Local government building grounds","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","41436.459664351853","220 Hartford Ave.
Wethersfield, Connecticut 6109
(41.7191332, -72.660366)"
"1007442","CORNWALL FARMERS’ MARKET",,"Litchfield",,,,,,,,,"-73.357699999999994","41.873399999999997",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","413 Route 128, Near Covered Bridge
Cornwall, Connecticut 
(41.8734, -73.3577)"
"1007465","Groton Farmers Market",,"New London",,,,,,,,,"-72.051699999999997","41.348799999999997",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Groton Shopping Plaza
Groton, Connecticut 6340
(41.3488, -72.0517)"
"1007469","Kent Farmers Market",,"Litchfield",,,,,,,,,"-73.472285999999997","41.729253999999997",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","Kent Green
Kent, Connecticut 6757
(41.729254, -73.472286)"
"1007498","Stamford - High RidgeFarmers' Market",,"Fairfield",,,,,,,,,"-73.548299999999998","41.105699999999999",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2009","1000 High Ridge Road
Stamford, Connecticut 6901
(41.1057, -73.5483)"
