"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","city","state","zip","recordrefreshedon"
"1000673","NORWALK HISTORICAL SOCIETY INC","CORPORATION","NORWALK HISTORICAL SOCIETY INC",,"CHR.0055587","CHR","55587",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-03T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","NORWALK","CT","068514815","2021-10-19T00:00:00.000"
"1000787","NEW CONNECTIONS INC","CORPORATION","NEW CONNECTIONS INC",,"CHR.0055589","CHR","55589",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-03T00:00:00.000","2011-06-02T00:00:00.000","2011-11-30T00:00:00.000","NEW HAVEN","CT","065151286","2014-08-25T00:00:00.000"
"1000809","NORTHWEST CORNER PUBLIC ACCESS INC","CORPORATION","NORTHWEST CORNER PUBLIC ACCESS INC",,"CHR.0055590","CHR","55590",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-06T00:00:00.000","2011-06-06T00:00:00.000","2012-05-31T00:00:00.000","CANAAN","CT","060182517","2014-08-25T00:00:00.000"
"1000811","STRATFORD UNITED YOUTH SOCCER CLUB","CORPORATION","STRATFORD UNITED YOUTH SOCCER CLUB",,"CHR.0055591","CHR","55591",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-06T00:00:00.000","2016-03-03T00:00:00.000","2016-11-30T00:00:00.000","STRATFORD","CT","066150357","2017-10-31T00:00:00.000"
"1000973","HOLE IN THE WALL COMPANY (THE)","CORPORATION","HOLE IN THE WALL COMPANY (THE)",,"CHR.0055594","CHR","55594",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-06T00:00:00.000","2015-12-01T00:00:00.000","2016-11-30T00:00:00.000","NEW BRITAIN","CT","060500942","2017-10-31T00:00:00.000"
"1000979","WASHINGTON ANIMAL RESCUE LEAGUE","CORPORATION","WASHINGTON ANIMAL RESCUE LEAGUE",,"CHR.0055595","CHR","55595",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-06T00:00:00.000","2015-12-01T00:00:00.000","2016-11-30T00:00:00.000","WASHINGTON","DC","200112346","2017-10-31T00:00:00.000"
"1001452","CHRISTIAN AID MINISTRIES","CORPORATION","CHRISTIAN AID MINISTRIES",,"CHR.0055596","CHR","55596",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-08T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","MILLERSBURG","OH","446549677","2021-11-05T00:00:00.000"
"1001539","ARE YOU DENSE INC","CORPORATION","ARE YOU DENSE INC",,"CHR.0055599","CHR","55599",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-08T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","WOODBURY","CT","067982312","2021-11-18T00:00:00.000"
"1001548","FRIENDS SPRAGUE PUBLIC LIBRARY","CORPORATION","FRIENDS SPRAGUE PUBLIC LIBRARY",,"CHR.0055600","CHR","55600",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-08T00:00:00.000","2011-06-08T00:00:00.000","2012-05-31T00:00:00.000","BALTIC","CT","063301319","2015-08-26T00:00:00.000"
"1001688","INTEMPO ORGANIZATION INC","CORPORATION","INTEMPO ORGANIZATION INC",,"CHR.0055602","CHR","55602",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-09T00:00:00.000","2021-12-14T00:00:00.000","2022-11-30T00:00:00.000","STAMFORD","CT","06906","2021-12-15T00:00:00.000"
"1001983","CHILDRENS OPEN CHARITABLE TRUST INC","CORPORATION","CHILDRENS OPEN CHARITABLE TRUST INC",,"CHR.0055606","CHR","55606",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-10T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","TRUMBULL","CT","066115221","2021-09-09T00:00:00.000"
"1002122","VISION VITALS FOUNDATION","CORPORATION","VISION VITALS FOUNDATION",,"CHR.0055607","CHR","55607",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-10T00:00:00.000","2012-06-01T00:00:00.000","2013-11-30T00:00:00.000","NEW YORK","NY","100221200","2019-11-29T00:00:00.000"
"1002345","WORLD ORT INC","CORPORATION","WORLD ORT INC",,"CHR.0055608","CHR","55608",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-14T00:00:00.000","2022-02-03T00:00:00.000","2022-11-30T00:00:00.000","NEW YORK","NY","100384607","2022-02-03T00:00:00.000"
"1002349","CHILDRENS DEVELOPMENT FOUNDATION INC","CORPORATION","CHILDRENS DEVELOPMENT FOUNDATION INC",,"CHR.0055609","CHR","55609",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-14T00:00:00.000","2011-06-14T00:00:00.000","2012-05-31T00:00:00.000","HUNTERSVILLE","NC","280787110","2014-08-25T00:00:00.000"
"1002351","WAYFINDER FAMILY SERVICES","CORPORATION","WAYFINDER FAMILY SERVICES",,"CHR.0055610","CHR","55610",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-06-14T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","LOS ANGELES","CA","900431648","2022-04-26T00:00:00.000"
"1002454","HOLY ANGELS FOUNDATION INC","CORPORATION","HOLY ANGELS FOUNDATION INC",,"CHR.0055612","CHR","55612",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-06-14T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","BELMONT","NC","28102","2022-01-28T00:00:00.000"
"1002460","RAWSON FAMILY FOUNDATION TRUST","CORPORATION","RAWSON FAMILY FOUNDATION TRUST",,"CHR.0055613","CHR","55613",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-06-14T00:00:00.000","2022-12-01T00:00:00.000","2023-11-30T00:00:00.000","PUTNAM","CT","062602509","2022-04-20T00:00:00.000"
"1002596","AMERICAN ALLIANCE FOR DISABLED VETERANS INC","CORPORATION","AMERICAN ALLIANCE FOR DISABLED VETERANS INC",,"CHR.0055615","CHR","55615",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-15T00:00:00.000","2011-06-15T00:00:00.000","2012-11-30T00:00:00.000","NORTH MIAMI BEACH","FL","331811600","2014-08-25T00:00:00.000"
"1002742","OPERATION OUTREACH-USA INC","CORPORATION","OPERATION OUTREACH-USA INC",,"CHR.0055616","CHR","55616",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2011-06-15T00:00:00.000","2018-06-01T00:00:00.000","2019-04-02T00:00:00.000","HOLLISTON","MA","017461826","2019-04-02T00:00:00.000"
"1002955","WHY OUTREACH INC","CORPORATION","WHY OUTREACH INC",,"CHR.0055617","CHR","55617",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-16T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","WEST HARTFORD","CT","061102350","2021-10-29T00:00:00.000"
"1003076","TEA PARTY PATRIOTS FOUNDATION INC","CORPORATION","TEA PARTY PATRIOTS FOUNDATION INC",,"CHR.0055618","CHR","55618",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-17T00:00:00.000","2022-01-25T00:00:00.000","2022-11-30T00:00:00.000","WOODSTOCK","GA","301896797","2022-01-28T00:00:00.000"
"1003124","HARLEM CHILDREN'S ZONE","CORPORATION","HARLEM CHILDREN'S ZONE",,"CHR.0055619","CHR","55619",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-17T00:00:00.000","2011-06-17T00:00:00.000","2011-11-30T00:00:00.000","NEW YORK","NY","100351816","2014-08-25T00:00:00.000"
"1003142","AMATEUR ATHLETIC UNION OF THE UNITED STATES INC","CORPORATION","AMATEUR ATHLETIC UNION OF THE UNITED STATES INC",,"CHR.0055621","CHR","55621",,"PUBLIC CHARITY","LAPSED","INACTIVE","1","2011-06-17T00:00:00.000","2021-08-01T00:00:00.000","2022-07-31T00:00:00.000","LAKE BUENA VISTA","FL","328308508","2022-08-05T00:00:00.000"
"1003468","VETERANS RELIEF NETWORK INC","CORPORATION","VETERANS RELIEF NETWORK INC",,"CHR.0055623","CHR","55623",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-21T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","DYER","IN","463111922","2021-10-29T00:00:00.000"
"1003486","WALLBUILDER PRESENTATIONS INC","CORPORATION","WALLBUILDER PRESENTATIONS INC",,"CHR.0055625","CHR","55625",,"PUBLIC CHARITY","INACTIVE",,"0","2011-07-12T00:00:00.000","2011-06-21T00:00:00.000","2011-11-30T00:00:00.000","ALEDO","TX","760084376","2014-08-25T00:00:00.000"
"1003501","FRIENDS OF CHIKUMBUSO INC","CORPORATION","FRIENDS OF CHIKUMBUSO INC",,"CHR.0055626","CHR","55626",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-21T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","North Stonington","CT","06359","2021-11-18T00:00:00.000"
"1003533","FOUNDATION OF THE AMERICAN SOCIETY OF NEURORADIOLOGY","CORPORATION","FOUNDATION OF THE AMERICAN SOCIETY OF NEURORADIOLOGY",,"CHR.0055627","CHR","55627",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2011-06-21T00:00:00.000","2014-06-01T00:00:00.000","2015-05-31T00:00:00.000","OAK BROOK","IL","605234216","2015-06-12T00:00:00.000"
"1003556","HEART TO HEART INTERNATIONAL INC","CORPORATION","HEART TO HEART INTERNATIONAL INC",,"CHR.0055628","CHR","55628",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-21T00:00:00.000","2021-12-09T00:00:00.000","2022-11-30T00:00:00.000","LENEXA","KS","662199600","2021-12-13T00:00:00.000"
"1003572","CIA OFFICERS MEMORIAL FOUNDATION","CORPORATION","CIA OFFICERS MEMORIAL FOUNDATION",,"CHR.0055629","CHR","55629",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-21T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","HERNDON","VA","201714839","2021-09-03T00:00:00.000"
"1003613","COLINS KIDS INC","CORPORATION","COLINS KIDS INC",,"CHR.0055630","CHR","55630",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-21T00:00:00.000","2011-06-21T00:00:00.000","2012-05-31T00:00:00.000","GREENWICH","CT","068314920","2014-08-25T00:00:00.000"
"1003633","NATIONAL FLORENCE CRITTENTON MISSION","CORPORATION","NATIONAL FLORENCE CRITTENTON MISSION","THE NATIONAL CRITTENTON FOUNDATION","CHR.0055631","CHR","55631",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-22T00:00:00.000","2019-12-01T00:00:00.000","2020-11-30T00:00:00.000","PORTLAND","OR","97205","2021-10-31T00:00:00.000"
"1003752","GOOD CHARITY INC","CORPORATION","GOOD CHARITY INC","CHILDREN'S LEUKEMIA OF AMERICA FUND; DISASTER RELIEF AND AID FUND; DISABLED VETERANS WHEELCHAIR GAMES; NATIONAL BREAST CANCER AWARENESS FUND; TERMINALLY ILL CHILDREN;S FUND; UNITED STATES PARALYZED VETERANS FUND","CHR.0055633","CHR","55633",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-22T00:00:00.000","2015-12-01T00:00:00.000","2016-11-30T00:00:00.000","SOUTHFIELD","MI","480764147","2017-10-31T00:00:00.000"
"1003792","STAPLES LACROSSE ASSOCIATION INC","CORPORATION","STAPLES LACROSSE ASSOCIATION INC",,"CHR.0055634","CHR","55634",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-22T00:00:00.000","2011-06-21T00:00:00.000","2012-01-31T00:00:00.000","WESTPORT","CT","068804229","2014-08-25T00:00:00.000"
"1003864","CRY-CHILD RIGHTS AND YOU AMERICA INC","CORPORATION","CRY-CHILD RIGHTS AND YOU AMERICA INC",,"CHR.0055635","CHR","55635",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-22T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","BRAINTREE","MA","021845369","2021-11-17T00:00:00.000"
"1004161","INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS FOUNDATION","CORPORATION","INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS FOUNDATION","IAFF FOUNDATION","CHR.0055636","CHR","55636",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-06-24T00:00:00.000","2022-09-08T00:00:00.000","2023-08-31T00:00:00.000","WASHINGTON","DC","200065305","2022-09-09T00:00:00.000"
"1004381","NATIONAL ASSOCIATION TO PROTECT CHILDREN-EDUCATION FUND INC","CORPORATION","NATIONAL ASSOCIATION TO PROTECT CHILDREN-EDUCATION FUND INC",,"CHR.0055638","CHR","55638",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-06-27T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","KNOXVILLE","TN","37902","2022-08-12T00:00:00.000"
"1004385","GILDA'S CLUB WESTCHESTER","CORPORATION","GILDA'S CLUB WESTCHESTER",,"CHR.0055639","CHR","55639",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-06-27T00:00:00.000","2014-06-01T00:00:00.000","2015-05-31T00:00:00.000","WHITE PLAINS","NY","106015105","2016-04-30T00:00:00.000"
"1004426","WEST VIRGINIA UNIVERSITY FOUNDATION INC","CORPORATION","WEST VIRGINIA UNIVERSITY FOUNDATION INC","WVUF","CHR.0055640","CHR","55640",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-06-27T00:00:00.000","2022-09-09T00:00:00.000","2023-05-31T00:00:00.000","MORGANTOWN","WV","265015978","2022-09-09T00:00:00.000"
"1004430","CONNECTICUT ASSOCIATION FOR BEHAVIOR ANALYSIS INC","CORPORATION","CONNECTICUT ASSOCIATION FOR BEHAVIOR ANALYSIS INC",,"CHR.0055641","CHR","55641",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2012-08-13T00:00:00.000","2021-12-06T00:00:00.000","2022-11-30T00:00:00.000","WEST HARTFORD","CT","061073512","2021-12-06T00:00:00.000"
"1004565","USACTION","CORPORATION","USACTION",,"CHR.0055642","CHR","55642",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2011-06-28T00:00:00.000","2014-12-29T00:00:00.000","2015-11-30T00:00:00.000","WASHINGTON","DC","200364721","2016-10-12T00:00:00.000"
"1004614","ORPHAN ACRES INC","CORPORATION","ORPHAN ACRES INC",,"CHR.0055646","CHR","55646",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-28T00:00:00.000","2022-03-17T00:00:00.000","2022-11-30T00:00:00.000","VIOLA","ID","838729761","2022-03-18T00:00:00.000"
"1004629","CATHY BRYDA CANCER FUND","CORPORATION","CATHY BRYDA CANCER FUND",,"CHR.0055647","CHR","55647",,"PUBLIC CHARITY","INACTIVE",,"0","2011-06-28T00:00:00.000","2011-06-28T00:00:00.000","2012-05-31T00:00:00.000","ENFIELD","CT","060823029","2014-08-25T00:00:00.000"
"1004640","EQUAL JUSTICE WORKS","CORPORATION","EQUAL JUSTICE WORKS",,"CHR.0055648","CHR","55648",,"PUBLIC CHARITY","LAPSED","INACTIVE","1","2011-06-28T00:00:00.000","2021-11-03T00:00:00.000","2022-07-31T00:00:00.000","WASHINGTON","DC","200364551","2022-08-05T00:00:00.000"
"1004646","NEW VENTURE FUND","CORPORATION","NEW VENTURE FUND",,"CHR.0055649","CHR","55649",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-28T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","WASHINGTON","DC","200365104","2021-11-30T00:00:00.000"
"1005150","LUTHERAN IMMIGRATION AND REFUGEE SERVICE","CORPORATION","LUTHERAN IMMIGRATION AND REFUGEE SERVICE","REFUGEE WORKS","CHR.0055654","CHR","55654",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-06-30T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","BALTIMORE","MD","212303850","2021-11-17T00:00:00.000"
"1005152","INTREPID MUSEUM FOUNDATION","CORPORATION","INTREPID MUSEUM FOUNDATION",,"CHR.0055655","CHR","55655",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-07-01T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","NEW YORK","NY","10036","2021-11-18T00:00:00.000"
"1005191","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION FOUNDATION INC","CORPORATION","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION FOUNDATION INC",,"CHR.0055656","CHR","55656",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-07-01T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","ALEXANDRIA","VA","223146302","2022-05-13T00:00:00.000"
"1005810","INFINITE HERO FOUNDATION","BUSINESS","INFINITE HERO FOUNDATION",,"CHR.0055660","CHR","55660",,"PUBLIC CHARITY","INACTIVE",,"0","2011-07-07T00:00:00.000","2011-07-05T00:00:00.000","2012-11-30T00:00:00.000","LAKE FOREST","CA","926305053","2014-08-25T00:00:00.000"
"1005837","CAMPAIGN FOR LIBERTY INC","CORPORATION","CAMPAIGN FOR LIBERTY INC",,"CHR.0055662","CHR","55662",,"PUBLIC CHARITY","INACTIVE",,"0","2011-07-05T00:00:00.000","2011-07-05T00:00:00.000","2012-05-31T00:00:00.000","CLUTE","TX","775315224","2015-08-26T00:00:00.000"
"1005881","CANCER RESOURCE FOUNDATION INC","CORPORATION","CANCER RESOURCE FOUNDATION INC",,"CHR.0055663","CHR","55663",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2011-07-07T00:00:00.000","2013-03-01T00:00:00.000","2014-08-31T00:00:00.000","MARLBOROUGH","MA","017525900","2014-08-05T00:00:00.000"
"1005891","RANDALLS ISLAND PARK ALLIANCE INC","CORPORATION","RANDALLS ISLAND PARK ALLIANCE INC",,"CHR.0055664","CHR","55664",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-07-07T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","NEW YORK","NY","100237604","2021-07-20T00:00:00.000"
"1005894","UNIVERSITY OF NORTHERN COLORADO FOUNDATION INC","CORPORATION","UNIVERSITY OF NORTHERN COLORADO FOUNDATION INC","UNC FOUNDATION","CHR.0055665","CHR","55665",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2011-07-07T00:00:00.000","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","GREELEY","CO","806315372","2018-11-23T00:00:00.000"
"1005908","MINORITY CORPORATE COUNSEL ASSOCIATION INC","CORPORATION","MINORITY CORPORATE COUNSEL ASSOCIATION INC",,"CHR.0055666","CHR","55666",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-07-07T00:00:00.000","2022-02-17T00:00:00.000","2022-11-30T00:00:00.000","WASHINGTON","DC","200042541","2022-02-23T00:00:00.000"
"1006034","CARRINGTON CHARITABLE FOUNDATION","CORPORATION","CARRINGTON CHARITABLE FOUNDATION",,"CHR.0055669","CHR","55669",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-07-08T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","Aliso Viejo","CA","92656","2021-11-30T00:00:00.000"
"1006252","MADISON AMBULANCE ASSOCIATION INC","CORPORATION","MADISON AMBULANCE ASSOCIATION INC","MADISON AMBULANCE ASSOCIATION, INC.","CHR.0055671","CHR","55671",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-11-30T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","MADISON","CT","064432604","2022-03-07T00:00:00.000"
"1006388","RONALD MCDONALD HOUSE OF DELAWARE","CORPORATION","RONALD MCDONALD HOUSE OF DELAWARE",,"CHR.0055674","CHR","55674",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-07-12T00:00:00.000","2019-12-01T00:00:00.000","2020-11-30T00:00:00.000","WILMINGTON","DE","198033627","2021-10-31T00:00:00.000"
"1006392","NATIONAL ASSOCIATION FOR GUN RIGHTS INC","CORPORATION","NATIONAL ASSOCIATION FOR GUN RIGHTS INC",,"CHR.0055675","CHR","55675",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-07-12T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","LOVELAND","CO","805373150","2021-11-17T00:00:00.000"
"1006455","FIND YOUR LIGHT FOUNDATION","CORPORATION","FIND YOUR LIGHT FOUNDATION",,"CHR.0055676","CHR","55676",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2011-07-12T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","Los Angeles","CA","90024","2021-12-01T00:00:00.000"
"1006618","EPILEPSY FREE CORPORATION","CORPORATION","EPILEPSY FREE CORPORATION",,"CHR.0055679","CHR","55679",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2011-07-13T00:00:00.000","2017-12-01T00:00:00.000","2018-11-30T00:00:00.000","NEW YORK","NY","100174530","2019-10-31T00:00:00.000"
"1006641","VERMONT LAND TRUST INC","CORPORATION","VERMONT LAND TRUST INC",,"CHR.0055680","CHR","55680",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2011-07-13T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","MONTPELIER","VT","056022101","2022-05-31T00:00:00.000"
"1006669","LONE SURVIVOR FOUNDATION","CORPORATION","LONE SURVIVOR FOUNDATION",,"CHR.0055681","CHR","55681",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2012-05-01T00:00:00.000","2017-12-01T00:00:00.000","2018-11-30T00:00:00.000","HOUSTON","TX","770542649","2019-10-31T00:00:00.000"
"1006863","AIRLIFT RESEARCH FOUNDATION","CORPORATION","AIRLIFT RESEARCH FOUNDATION",,"CHR.0055682","CHR","55682",,"PUBLIC CHARITY","INACTIVE",,"0","2011-07-14T00:00:00.000","2011-12-31T00:00:00.000","2011-12-31T00:00:00.000","PITTSBURGH","PA","15215","2014-08-25T00:00:00.000"
