"ein","name","ico","street","city","state","zip_code","group","subsection","affiliation","classification","ruling","deductibility","foundation","activity","organization","status","tax_period","asset_cd","income_cd","filing_req_cd","pf_filing_req_cd","acct_pd","asset_amt","income_amt","revenue_amt","ntee_cd","sort_name","geocoded_column"
"010692828","ITALIAN HERITAGE FOUNDATION INC",,"547 SLATER RD","NEW BRITAIN","CT","06053-2645","0","3","3","1000","200209","1","4","0","1","1","202106","3","2","0","1","6","36703","13496",,"B82",,"547 SLATER RD
NEW BRITAIN, CT 06053-2645
(41.682194, -72.809739)"
"010694939","PLYMOUTH COMMUNITY FOOD PANTRY",,"20 DEWEY AVE","TERRYVILLE","CT","06786-6324","0","3","3","1000","200210","1","15","0","1","1","202106","4","4","1","0","6","164357","166977","166977","K31",,"20 DEWEY AVE
TERRYVILLE, CT 06786-6324
(41.675098, -73.004485)"
"010698350","CHRIST CHURCH OF GOD & FAMILY CENTER INC","% KENNETH MCBRYDE","600 MERIDIAN STREET EXT APT 317","GROTON","CT","06340-4153","0","3","3","1000","200303","1","10","0","1","1",,"0","0","6","0","12",,,,"X20",,"600 MERIDIAN STREET EXT APT 317
GROTON, CT 06340-4153
(41.353144, -72.064117)"
"010698841","AMERICAN ECUMENICAL CATHOLIC CHURCH INC","% BOUFFARD","30 WOODLAND STREET UNIT 10-D","HARTFORD","CT","06105-2319","0","3","3","7000","200209","1","15","0","1","1",,"0","0","13","0","6",,,,"X99",,"30 WOODLAND STREET UNIT 10-D
HARTFORD, CT 06105-2319
(41.769357, -72.701853)"
"010698846","AMERICAN ECUMENICAL CATHOLIC CHURCH DIOCESE OF CONNECTICUT INC","% BOUFFARD","30 WOODLAND ST U 10D","HARTFORD","CT","06105-2322","0","3","3","7000","200301","1","10","0","1","1",,"0","0","6","0","6",,,,,,"30 WOODLAND ST U 10D
HARTFORD, CT 06105-2322
(41.769357, -72.701853)"
"010703391","FRIENDS OF BECKLEY FURNACE INC","% ROBERT ANDERSON","PO BOX 383","EAST CANAAN","CT","06024-0383","0","3","3","2000","200306","1","15","0","1","1","202112","0","0","2","0","12","0","0","0","A80",,
"010704651","FRENCH BULLDOG RESCUE NETWORK A NONPROFIT CORPORATION","% CHARLOTTE CREELEY","41 CROSSROADS PLAZA SUITE 232","WEST HARTFORD","CT","06117-2402","0","3","3","4200","200207","1","16","0","1","1","202012","4","4","1","0","12","420229","380166","369757","D20",,"41 CROSSROADS PLAZA SUITE 232
WEST HARTFORD, CT 06117-2402
(41.786866, -72.746078)"
"010705983","PTSA CONNECTICUT INC","% FAIRFIELD SEPTA - BOE","501 KINGS HIGHWAY","FAIRFIELD","CT","06825-4867","1319","3","9","2000","197908","0","15","59035000","1","1","202106","0","0","2","0","6","0","0","0",,"FAIRFIELD SEPTA","501 KINGS HIGHWAY
FAIRFIELD, CT 06825-4867
(41.172042, -73.229271)"
"010711777","PARK ROAD ASSOCIATES OF WEST HARTFORD INC","% JOHN C PAINDIRIS","240 PARK ROAD","WEST HARTFORD","CT","06119-2040","0","6","3","2000","201802","2","0","0","1","1","202112","0","0","2","0","12","0","0","0","S41",,"240 PARK ROAD
WEST HARTFORD, CT 06119-2040
(41.757373, -72.725228)"
"010713045","METHODIST FAM CENTER PRESCHOOL INC","% KATHLEEN WYNNE & LAURIE ANDERSON","345 MIDDLESEX RD","DARIEN","CT","06820-2518","0","3","3","1000","200208","1","16","0","1","1","202108","5","6","1","0","8","771993","1133629","1133629","P30",,"345 MIDDLESEX RD
DARIEN, CT 06820-2518
(41.084256, -73.485964)"
"010714621","FARMINGTON AVENUE ALLIANCE","% JILL BARRETT","257 OXFORD ST","HARTFORD","CT","06105-2249","0","3","3","1000","200207","1","15","0","1","1","201912","0","0","2","0","12","0","0","0","S20",,"257 OXFORD ST
HARTFORD, CT 06105-2249
(41.772174, -72.713059)"
"010720870","FAITH CHRISTIAN FELLOWSHIP OF WOLCOTT CT INC","% EDWARD J DWYER","PO BOX 6077","WOLCOTT","CT","06716-0077","7018","3","9","7000","198001","1","10","1000000","5","1",,"0","0","6","0","12",,,,,"FAITH FAMILY CHRISTIAN CHURCH",
"010723886","WATERBURY RETIRED EDUCATORS ASSOCIATION","% LOUIS PONZILLO","37 STODDARD RD","WATERBURY","CT","06708-1814","0","5","3","3000","200309","2","0","0","5","1","202112","0","0","2","0","12","0","0","0","J40",,"37 STODDARD RD
WATERBURY, CT 06708-1814
(41.569048, -73.079676)"
"010737565","CONNECTICUT PARKINSONS WORKING GROUP INC","% GEORGE BALDWIN","51 FAIRVIEW TER","S GLASTONBURY","CT","06073-3305","0","3","3","1000","200302","1","15","0","1","1","202112","0","0","2","0","12","0","0","0","G11",,"51 FAIRVIEW TER
S GLASTONBURY, CT 06073-3305
(41.656911, -72.592868)"
"010745314","SUCCESS FOUNDATION INC","% ROBINSON & COLE LLP","1055 WASHINGTON BOULEVARD","STAMFORD","CT","06901-2216","0","3","3","2000","200302","1","15","0","1","1","202012","1","0","2","0","12","1","0","0","B92",,"1055 WASHINGTON BOULEVARD
STAMFORD, CT 06901-2216
(41.054512, -73.543138)"
"010746495","MUSIC FOR YOUTH INC","% MARY BEYER","PO BOX 403","WESTPORT","CT","06881-0403","0","3","3","1000","200305","1","16","0","1","1","202112","4","3","1","0","12","412266","72702","72702","A60",,
"010750115","CWPN INC",,"PO BOX 958","NEW MILFORD","CT","06776-0958","0","3","3","1700","200303","1","15","0","1","1","202110","0","0","2","0","10","0","0","0","X99",,
"010780011","NEW BEGINNINGS CHURCH OF GOD IN CHRIST","% ELD ROBERT L MIDDLETON JR","1379 CHAPEL ST","NEW HAVEN","CT","06511-4468","1969","3","9","7000","196901","1","10","1000000","5","1",,"0","0","6","0","12",,,,,,"1379 CHAPEL ST
NEW HAVEN, CT 06511-4468
(41.310572, -72.941093)"
"010801518","FRATERNAL ORDER OF POLICE","% LEO CHUPRON","PO BOX 1568","HARTFORD","CT","06144-1568","1199","8","9","1000","195210","1","0","265000000","5","1","202112","0","0","2","0","12","0","0","0",,"30 HARTFORD LODGE INC",
"010809168","CALF ISLAND CONSERVANCY INC","% DAVID A DEWAHL JR","733 OLD CLINTON RD","WESTBROOK","CT","06498-1760","0","3","3","1200","200405","1","15","0","1","1","201912","0","0","2","0","12","0","0","0","C30",,"733 OLD CLINTON RD
WESTBROOK, CT 06498-1760
(41.28887, -72.470281)"
"010810412","NEW ENGLAND DISTRICT CONVOCATION INC","% JOHN C WRIGHT","2194 MAIN ST","HARTFORD","CT","06120-2021","0","3","3","1200","202205","1","16","0","1","1",,"0","0","2","0","12",,,,,,"2194 MAIN ST
HARTFORD, CT 06120-2021
(41.784538, -72.674849)"
"010811732","THY KINGDOM COME MINISTRIES","% MICHELE TYSON","61 BENTWOOD DR APT 1","WATERBURY","CT","06705-3615","0","3","3","1000","200609","1","10","0","1","1",,"0","0","6","0","12",,,,"X21",,"61 BENTWOOD DR APT 1
WATERBURY, CT 06705-3615
(41.550405, -72.97452)"
"010816812","APPLE BLOSSOM SCHOOL AND FAMILY CENTER",,"426 DANBURY ROAD","WILTON","CT","06897-2027","0","3","3","1000","200610","1","11","0","1","1","202105","5","5","1","0","5","671391","505407","503285","B21",,"426 DANBURY ROAD
WILTON, CT 06897-2027
(41.215882, -73.429845)"
"010817355","WATERBURY MAIN STREET INC","% KAREN POLLARD","83 BANK STREET","WATERBURY","CT","06702-2231","0","3","3","1000","200507","1","15","0","1","1","202106","2","4","1","0","6","19702","119097","96508","B90","MAIN STREET WATERBURY INC","83 BANK STREET
WATERBURY, CT 06702-2231
(41.554665, -73.040935)"
"010821598","MISSION GREATER WATERBURY","% MICHAEL ARSENAULT","289 CHESTNUT HILL AVE","WATERBURY","CT","06704-1600","0","3","3","1700","200412","1","15","0","1","1","202012","0","0","2","0","12","0","0","0","X21",,"289 CHESTNUT HILL AVE
WATERBURY, CT 06704-1600
(41.59573, -73.016568)"
"010824692","ASSOCIATION OF MADISON ADMINISTRATORS","% KATHERYN HART","302 GREEN HILL RD","MADISON","CT","06443-2283","0","5","3","3000","201609","2","0","0","1","1","202106","0","0","2","0","6","0","0","0","J40",,"302 GREEN HILL RD
MADISON, CT 06443-2283
(41.297199, -72.620137)"
"010824696","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% CLIFFORD DUDLEY","174 WEIR ST","GLASTONBURY","CT","06033-2712","5268","5","9","3000","200509","2","0","0","5","1","202106","0","0","2","0","6","0","0","0","J40","MILFORD ADM ASSOC EAST MIDDLE SCHOO","174 WEIR ST
GLASTONBURY, CT 06033-2712
(41.706365, -72.519884)"
"010824697","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% J OLSON DERBY","155 DAVID HUMPHREY RD","DERBY","CT","06418-2250","5268","5","9","3000","200509","2","0","0","5","1","202006","0","0","2","0","6","0","0","0","J40","DERBY ADMINISTRATORS ASSOCIATION","155 DAVID HUMPHREY RD
DERBY, CT 06418-2250
(41.319067, -73.062708)"
"010824698","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% JASON PEACOCK","PO BOX 401","MOODUS","CT","06469-0401","5268","5","9","3000","200509","2","0","0","5","1","202106","0","0","2","0","6","0","0","0","J40","EAST HADDAM ADMINISTRATORS ASSOC",
"010824699","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% GREG FOX","869 FORBES ST","EAST HARTFORD","CT","06118-1958","5268","5","9","3000","200509","2","0","0","5","1","202106","0","0","2","0","6","0","0","0","J40","EAST HARTFORD EDUCATIONAL ADMIN & S","869 FORBES ST
EAST HARTFORD, CT 06118-1958
(41.752206, -72.605382)"
"010824700","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% JOE BORDEAU","211 SLATER AVE","JEWETT CITY","CT","06351-2531","5268","5","9","3000","200509","2","0","0","5","1","202106","0","0","2","0","6","0","0","0","J40","GRISWOLD ADMINISTRATORS ASSOCIATION","211 SLATER AVE
JEWETT CITY, CT 06351-2531
(41.598298, -71.979358)"
"010824708","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% SARAH MCLAIN","24 GILLOTTI RD","NEW FAIRFIELD","CT","06812-2525","5268","5","9","3000","200509","2","0","0","5","1","202206","0","0","2","0","6","0","0","0","J40","NEW FAIRFIELD ADMINISTRATORS ASSOC","24 GILLOTTI RD
NEW FAIRFIELD, CT 06812-2525
(41.461249, -73.498221)"
"010824710","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% DANA MULLIGAN","135 BACK RIMMON RD","BEACON FALLS","CT","06403-1025","5268","5","9","3000","200509","2","0","0","5","1","202106","0","0","2","0","6","0","0","0","J40","REGION 16 ADMINISTRATORS ASSOC","135 BACK RIMMON RD
BEACON FALLS, CT 06403-1025
(41.425078, -73.082149)"
"010824711","CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS","% KEN SARANICH","382 LONG HILL AVE","SHELTON","CT","06484-5501","5268","5","9","3000","200509","2","0","0","5","1","202106","0","0","2","0","6","0","0","0","J40","SHELTON ADMINISTRATIVE COUNCIL","382 LONG HILL AVE
SHELTON, CT 06484-5501
(41.300635, -73.100333)"
"010828143","NORTHVILLE AMATEUR RADIO ASSOCIATION INC","% JOE GOODELL","PO BOX 354","NEW MILFORD","CT","06776-0354","0","3","3","1200","200801","1","16","0","1","1","202112","0","0","2","0","12","0","0","0","M99",,
"010831609","ARCHITECTURE RESOURCE CENTER INC","% J F JACOT","1221 CHAPEL ST","NEW HAVEN","CT","06511-4701","0","3","3","2000","200604","1","15","0","1","1","202106","1","2","2","0","6","9419","19594","19594","A25",,"1221 CHAPEL ST
NEW HAVEN, CT 06511-4701
(41.30926, -72.935246)"
"010835578","JOSEPH C FILIP MEMORIAL SCHOLARSHIP FUND","% PAUL J FILIP","361 GREEN MANOR TER","WINDSOR LOCKS","CT","06096-2135","0","3","3","1000","201410","1","15","0","5","1","202106","0","0","2","0","6","0","0","0","T99",,"361 GREEN MANOR TER
WINDSOR LOCKS, CT 06096-2135
(41.916448, -72.652815)"
"010837128","JERICHO PARTNERSHIP INC",,"13 ROSE ST","DANBURY","CT","06810-5809","0","3","3","1000","200607","1","15","0","1","1","202108","6","6","1","0","8","1124608","1379549","1356568","S50",,"13 ROSE ST
DANBURY, CT 06810-5809
(41.398458, -73.458495)"
"010848553","COLORS OF THE WORLD INC","% TREVOR DEPASS","72 WALTER LN","HAMDEN","CT","06514-2648","0","3","3","1000","201810","1","15","0","1","1","202205","0","0","2","0","5","0","0","0","O51",,"72 WALTER LN
HAMDEN, CT 06514-2648
(41.365826, -72.945112)"
"010851113","LIFELINX CORPORATION",,"2785 BOSTON POST RD","GUILFORD","CT","06437-1357","0","3","3","1000","200607","1","15","0","1","1","202012","5","4","1","0","12","998627","224571","224571","F20",,"2785 BOSTON POST RD
GUILFORD, CT 06437-1357
(41.310427, -72.7354)"
"010853010","ANGEL HORSES INC","% PAMELA TRAUN","12 KNOLLWOOD LN","WEST GRANBY","CT","06090-1500","0","3","3","1000","201409","1","15","0","1","1","202112","0","0","2","0","12","0","0","0","D99","ANGEL HORSES","12 KNOLLWOOD LN
WEST GRANBY, CT 06090-1500
(41.939885, -72.886597)"
"010853068","HELPING HANDS CHORE SERVICE INC",,"PO BOX 888","WINSTED","CT","06098-0888","0","3","3","1200","200605","1","15","0","1","1","202112","3","4","1","0","12","88536","238132","238132","P20",,
"010855174","CHENEY TECH PTO","% GERALDINE L OUELLETTE","791 MIDDLE TPKE W","MANCHESTER","CT","06040-1819","0","3","3","1000","202205","1","15","0","1","1",,"0","0","2","0","12",,,,"B94",,"791 MIDDLE TPKE W
MANCHESTER, CT 06040-1819
(41.780932, -72.561326)"
"010861999","SOUTHINGTON SOCCER CLUB","% ANS SWANSON","PO BOX 759","SOUTHINGTON","CT","06489-0759","0","3","3","1000","201406","1","15","0","1","1","202112","4","4","1","0","12","142870","216985","215732","N60",,
"010864466","MHA MERTON HOUSE LLC",,"1235 HUNTINGTON TURNPIKE","TRUMBULL","CT","06611-5362","0","3","3","1000","201409","1","16","0","1","1","202112","6","5","1","0","12","4808365","513706","513706","L80",,"1235 HUNTINGTON TURNPIKE
TRUMBULL, CT 06611-5362
(41.226029, -73.165493)"
"010870395","MUSIC HAVEN INC","% TINA LEE","315 PECK STREET BLDG 5 2ND FLR","NEW HAVEN","CT","06513-2933","0","3","3","1000","200608","1","15","0","1","1","202106","6","5","1","0","6","1075419","995855","995133","A68",,"315 PECK STREET BLDG 5 2ND FLR
NEW HAVEN, CT 06513-2933
(41.315767, -72.899712)"
"010875312","RESOURCES OUTREACH CENTER","% LESLIE SINGLETON","1303 CHAPEL ST STE 3","NEW HAVEN","CT","06511-4516","0","3","3","2000","200702","1","15","0","1","1","200907","2","3","0","0","7","11077","71938","71938","I40",,"1303 CHAPEL ST STE 3
NEW HAVEN, CT 06511-4516
(41.30994, -72.938288)"
"010875681","IKENGA-NRI COMMUNITY USA","% POLYCARP OKEKE","35 HODDER DR","HAMDEN","CT","06514-3307","0","3","3","1200","201102","1","15","0","1","1","202105","0","0","2","0","5","0","0","0","A23",,"35 HODDER DR
HAMDEN, CT 06514-3307
(41.358511, -72.951344)"
"010876464","JUMPSTART COALITION FOR PERSONAL FINANCIAL LITERACY","% FAYE GRIFFITHS-SMITH","PO BOX 185","PLANTSVILLE","CT","06479-0185","3712","3","9","2000","200102","1","15","0","1","1","202112","0","0","2","0","12","0","0","0",,"CONNECTICUT JUMPSTART COALITION",
"010900302","CLICK TO BEGIN","% JOSH NEWMAN","57 MAIN STREET STE 3RD FLOOR","WESTPORT","CT","06880-3402","0","3","3","1000","200801","1","15","0","1","1","202112","0","0","2","0","12","0","0","0","O99",,
"010913482","GRACE LIFE CHURCH","% JOSEPH LEVESQUE","485 WINSTED RD","TORRINGTON","CT","06790-2932","0","3","3","7000","201706","1","10","0","1","1",,"0","0","6","0","12",,,,"X20",,"485 WINSTED RD
TORRINGTON, CT 06790-2932
(41.826131, -73.112741)"
"010920637","THE ROCK OF WATERBURY INC","% WILLIAM A ULSH JR","513 MERIDEN RD","WATERBURY","CT","06705-2218","0","3","3","7000","200909","1","10","0","1","1",,"0","0","6","0","12",,,,"X20",,"513 MERIDEN RD
WATERBURY, CT 06705-2218
(41.552447, -73.001827)"
"010927527","WISH UPON A PAR INC",,"30 POWDERMAKER DR","RIDGEFIELD","CT","06877-1035","0","3","3","1000","201008","1","15","0","1","1","201912","0","0","2","0","12","0","0","0","T12",,"30 POWDERMAKER DR
RIDGEFIELD, CT 06877-1035
(41.367017, -73.529639)"
"010928790","NATURAL CHI FOUNDATION CORP",,"851 BALDWIN RD","WOODBRIDGE","CT","06525-2434","0","3","3","1000","201209","1","15","0","1","1","202112","4","3","1","0","12","119078","81498","81498","E60",,"851 BALDWIN RD
WOODBRIDGE, CT 06525-2434
(41.315773, -73.040376)"
"010932039","ESUMS PTO","% PTO TREASURER","500 BOSTON POST RD","WEST HAVEN","CT","06516-1933","0","3","3","2000","201407","1","16","0","5","1","202108","0","0","2","0","8","0","0","0","B94",,"500 BOSTON POST RD
WEST HAVEN, CT 06516-1933
(41.290633, -72.966288)"
"010941732","CONNECTICUT CATHOLIC PUBLIC AFFAIRS CONFERENCE INC",,"134 FARMINGTON AVE","HARTFORD","CT","06105-3723","0","4","3","1000","201111","2","0","0","1","1","201912","4","5","1","0","12","112527","670530","670530","X01",,"134 FARMINGTON AVE
HARTFORD, CT 06105-3723
(41.767929, -72.691118)"
