"business_name","street_address","municipality","state","zip_code","funding_date","loan_amt","woman_owned","minority_owned","veteran_owned","industry"
"Homestead Operations, LLC","5 Elm Street","New Milford","CT","6810","2020-07-14T00:00:00.000","5555","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Carlson Therapy Network PC","116 DANBURY RD # 5","New Milford","CT","6776","2020-07-13T00:00:00.000","37500","0","0","0","Health Care"
"FLAGGSHIP FRANCHISE INCORPORATED","228 BARLOW MOUNTAIN RD","Ridgefield","CT","6877","2020-07-13T00:00:00.000","26369","0","0","0","Health Care"
"Kraftsmen remodeling & construction LLC","97 Pierson Lane","Windsor","Ct","6095","2020-07-13T00:00:00.000","25000","0","0","0","Construction"
"Giant Pizza of Putnam, Inc.","64 Providence Pike","Putnam","CT","6260","2020-07-13T00:00:00.000","25000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"3PRIME, LLC","2911 Dixwell Ave Suite 106","Hamden","CT","6518","2020-07-10T00:00:00.000","31782","0","0","0","Other"
"Desouza and Goodenough Agraculture Technologies LLC","15 Budding Rdg","Southington","CT","06489-4213","2020-07-10T00:00:00.000","22220","0","0","0","Retail Trade"
"Diamond Dental LLC","274 South Main St.","Newtown","CT","6470","2020-07-10T00:00:00.000","16665","1","1","0","Health Care"
"AT THE BARN LLC","17R EAST GRANBY ROAD","Granby","CT","6035","2020-07-10T00:00:00.000","37500","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Elinco International JPC, Inc.","1525 Kings Hwy East","Fairfield","CT","6824","2020-07-10T00:00:00.000","37500","0","0","0","Manufacturing"
"JJ HAFFNER COMPANY LLC","60 Church Street  4F","Yalesville","CT","6492","2020-07-10T00:00:00.000","16247","0","0","0","Manufacturing"
"R. DERWIN CLOTHIER LTD","43 WEST STREET","Litchfield","CT","6759","2020-07-10T00:00:00.000","22220","0","0","1","Retail Trade"
"Lucky RC LLC","895 North Colony Road","Wallingford","CT","6492","2020-07-09T00:00:00.000","33333","0","0","0","Other"
"Elite Strength & Conditioning LLC","470 James St.","New Haven","CT","6513","2020-07-09T00:00:00.000","37500","0","0","0","Other"
"County Line Buick Nissan Inc","2191 straits tpke","Middlebury","CT","6762","2020-07-09T00:00:00.000","37500","0","0","0","Retail Trade"
"Sugarbeads 2 LLC","14 Osborn Farm Road","Weston","CT","6883","2020-07-09T00:00:00.000","7285","0","0","0","Retail Trade"
"Elidah, Inc.","810 Main St. Ste C","Monroe","CT","6468","2020-07-09T00:00:00.000","16665","1","1","0","Health Care"
"New Haven Center for Perfroming Arts, Inc>","238 College Street","New Haven","CT","6510","2020-07-09T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"7 Summits Construction, LLC","36 John Street","Hartford","CT","6106","2020-07-09T00:00:00.000","5555","0","1","0","Construction"
"In Villas Veritas","P.O. Box 7786, 117 John Street","Greenwich","CT","6831","2020-07-09T00:00:00.000","11110","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"GRAHAM DEYBER TRADING LLC","920 BANTAM RD","Bantam","CT","6750","2020-07-09T00:00:00.000","5555","0","0","0","Retail Trade"
"Bradford Tranfield DBA Robertson Jewelers","2 Bank STreet","New Milford","CT","6776","2020-07-09T00:00:00.000","22220","0","0","0","Retail Trade"
"Fast Custom Food LLC","15 Federal Rd","Brookfield","CT","6804","2020-07-09T00:00:00.000","11110","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Willlows Pediatric Group P C","1563 Post Road East","Westport","CT","6880","2020-07-09T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"SmartEarly North Branford LLC","274 Branford Rd","North Branford","CT","6471","2020-07-09T00:00:00.000","37500","1","0","0","Other"
"The Rock of Suffield","1117 East Street South","Suffield","CT","6078","2020-07-09T00:00:00.000","15000","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Naugatuck Valley Radiological Associates, PC","385 Main Street South","Southbury","CT","6488","2020-07-09T00:00:00.000","37500","0","0","0","Health Care"
"Anchor Health Initiative Corp.","30 Myano Lane","Stamford","CT","6902","2020-07-09T00:00:00.000","10000","1","0","0","Health Care"
"Karunanidhi LLC","793 Main st","Manchester","CT","6040","2020-07-09T00:00:00.000","3000","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Ebner Camps inc","176 migeon ave","Torrington","Ct","6790","2020-07-09T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"trialjectory inc","700 canal st","Stamford","CT","6902","2020-07-09T00:00:00.000","22220","0","0","0","Professional, Scientific and Technical Services"
"Circuit One LLC","205 East Thompson Road, PO BOX 278","Thompson","CT","6277","2020-07-08T00:00:00.000","22220","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"East Lyme RV and Resort LLC","301 CHESTERFIELD ROAD","East Lyme","CT","6333","2020-07-08T00:00:00.000","16665","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"TCW Marketing LLC. - DBA - Torrington Car Wash","543 Winsted Road","Torrington","CT","6790","2020-07-08T00:00:00.000","11110","0","0","0","Other"
"Fitch House LLC","563 Storrs Rd","Mansfield Center","CT","6250","2020-07-08T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Benay Enterprises, Inc.","30 main street, Suite 303, Suite 303","Danbury","CT","6810","2020-07-08T00:00:00.000","37500","1","1","0","Finance, Insurance and Real Estate"
"Construction Consultants LLC","65 High Ridge Road, Unit","Stamford","CT","6903","2020-07-08T00:00:00.000","18616","0","0","0","Construction"
"Emergency Resource Management, LLC","1116 Portland-Cobalt Rd,      PO Box 911","Portland","CT","6480","2020-07-08T00:00:00.000","6000","0","0","0","Health Care"
"Smart pest control llc","164 Daniels farm rd","Trumbull","Ct","6611","2020-07-08T00:00:00.000","5000","0","1","0","Other"
"The Bevin House Bed & Breakfast","26 Barton Hill Rd","East Hampton","CT","6424","2020-07-08T00:00:00.000","5000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"ADAM Industries, LLC","225 Knowlton St","Bridgeport","CT","6608","2020-07-08T00:00:00.000","5555","0","0","0","Professional, Scientific and Technical Services"
"Inspired catering inc","6 mountain farms road","West Hartford","ct","6117","2020-07-08T00:00:00.000","16444","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"MERCURY ELECTRIC, LLC","300 AVON STREET","Stratford","CT","6615","2020-07-08T00:00:00.000","33330","0","0","1","Professional, Scientific and Technical Services"
"Blue Plate Kitchen LLC","333 North Main Street","West Hartford","ct","6117","2020-07-08T00:00:00.000","5555","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Danbury Radiological Associates","60 Newtown Road","Danbury","CT","6810","2020-07-08T00:00:00.000","37500","0","0","0","Health Care"
"Thomas M Hallinan LMFT LADC, LLC","1389 West Main St Ste 312","Waterbury","CT","6708","2020-07-08T00:00:00.000","4408","0","0","0","Health Care"
"Specialty Imaging Associates","2 Riverview Road","Danbury","CT","6810","2020-07-08T00:00:00.000","37500","0","0","0","Health Care"
"Kiddie World Daycare & Preschool, Inc","861 Middle St","Middletown","CT","6457","2020-07-08T00:00:00.000","37500","1","0","0","Other"
"1067 Main Street, LLC","1067 Main Street","Waterford","CT","6795","2020-07-08T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"SCJ, Inc.","527-553 Washington Ave","North Haven","CT","6473","2020-07-08T00:00:00.000","37500","0","0","0","Retail Trade"
"Executive Dodge, Inc.","406 S. Orchard Street","Wallingford","CT","6492","2020-07-08T00:00:00.000","37500","0","0","0","Retail Trade"
"525 Tunxis Hill Cut Off LLC","525 Tunxis Hill Cut Off","Fairfield","ct","6825","2020-07-08T00:00:00.000","37500","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"RACEWAY, GOLF CLUB & RESTAURANT , LLC","205 East Thompson Road, PO BOX 278","Thompson","CT","6277","2020-07-07T00:00:00.000","37499","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Antico Enterprises, Ltd.","346 Kelly Road","Vernon","CT","6066","2020-07-07T00:00:00.000","37500","0","0","1","Arts, Entertainment, Recreation, Accomodation and Food Services"
"T&S Restaurant Corp","30 Railroad Place","Westport","CT","6880","2020-07-07T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Stamford Toys Inc","970 High Ridge Road","Stamford","CT","6907","2020-07-07T00:00:00.000","19579","0","0","0","Retail Trade"
"Graduation Solutions, LLC","200 Pemberwick Road","Greenwich","CT","6831","2020-07-07T00:00:00.000","37500","0","0","0","Manufacturing"
"Gray Ventures, LLC","80 S. Main Street","Wallingford","CT","6492","2020-07-07T00:00:00.000","37500","0","0","0","Health Care"
"Outdoor Design, LLC","1301 Bronson Road","Fairfield","CT","6824","2020-07-07T00:00:00.000","37500","0","0","0","Retail Trade"
"Savinder Hospitality LLC.","707 Colman St.","New London","CT","6320","2020-07-07T00:00:00.000","37500","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Jordan Paige Food Enterprises, Incorporated","78 Rebeschi Drive","North Haven","CT","6473","2020-07-07T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"CYBERSECOP LLC","2001 W. Main St., Suite 208","Stamford","CT","6902","2020-07-07T00:00:00.000","33330","0","1","0","Professional, Scientific and Technical Services"
"GOLDBERG DESIGN LLC","194 new london tpk","Glastonbury","CT","6033","2020-07-07T00:00:00.000","5555","1","1","0","Other"
"westbury music llc","686 main st","Waterford","ct","6795","2020-07-01T00:00:00.000","5555","0","0","0","Retail Trade"
"Solinsky EyeCare, LLC","1013 FARMINGTON AVENUE","West Hartford","CT","6107","2020-07-01T00:00:00.000","37500","0","0","0","Health Care"
"The Hair Color Company LLC","270 Farmington Avenue Suite 131","Farmington","CT","6032","2020-07-01T00:00:00.000","10000","1","1","0","Other"
"Oscar Gonzalez, DDS.","1340 Boulevard","West Hartford","CT","6119","2020-07-01T00:00:00.000","22220","0","0","0","Health Care"
"New London Hospitaltiy LLC","269 N Frontage Rd.","New London","CT","6320","2020-07-01T00:00:00.000","37500","0","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Hartford Dental Associates, PLLC","1216 Farmington Ave, Ste 201","West Hartford","CT","6107","2020-07-01T00:00:00.000","27775","0","0","0","Health Care"
"Vandan Inc","140 Weston Street","Hartford","CT","6120","2020-07-01T00:00:00.000","11110","1","1","0","Other"
"Shri Inc","471 Farmington Avenue","Hartford","CT","6105","2020-07-01T00:00:00.000","13586","0","1","0","Other"
"MARIO’S ROOFING LLC","4 O’Donnell Rd","Norwalk","Ct","6851","2020-06-30T00:00:00.000","3000","1","1","0","Construction"
"RMC Ventures LLC","114 Bank Street","New London","CT","6320","2020-06-29T00:00:00.000","16665","0","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Ideal Healthy Weight Loss","81 HEDGEHOG LN","West Simsbury","CT","6092","2020-06-29T00:00:00.000","3000","0","0","0","Other"
"Carina Vero Vora, DDS LLP","12 Case St, suite 204","Norwich","CT","6360","2020-06-29T00:00:00.000","33330","1","0","0","Health Care"
"International Artisan Baking Company LLC","30 High Street","Norwalk","CT","6851","2020-06-29T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"CPR Alive","322 Main St Unit 2","Willimantic","CT","6226","2020-06-29T00:00:00.000","3000","1","0","0","Educational Services"
"Rootz Hair Studio","15 Backus Avenue","Danbury","CT","6810","2020-06-29T00:00:00.000","3000","1","0","0","Other"
"Escape Rooms CT LLC",,,,,"2020-06-29T00:00:00.000","16665",,,,"Blank"
"Giant Steps",,,,,"2020-06-29T00:00:00.000","16665",,,,"Blank"
"Tolland Family Dentistry PC","359 Merrow Road","Tolland","CT","6084","2020-06-29T00:00:00.000","33330","1","1","0","Health Care"
"Naaz Corp","200 Merrow Road, Unit G","Tolland","CT","6084","2020-06-29T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Orthopaedics New England, P.C.","1579 Straits Turnpike Suite E","Middlebury","CT","6762","2020-06-29T00:00:00.000","37500","0","0","0","Health Care"
"Claire’s Corner Copia","1000 Chapel St","New Haven","CT","6510","2020-06-29T00:00:00.000","37500","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Sno-White Powered Equipment & Repair, LLC","154 Townline Rd","Southington","CT","6489","2020-06-26T00:00:00.000","37500","0","0","0","Other"
"Willis& Company Floor Covering LLC","39 n plains ind rd","Wallingford","CT","6492","2020-06-26T00:00:00.000","3000","0","0","0","Retail Trade"
"Premier Design Build LLC","59 Grove Street, 1-H","New Canaan","CT","6840","2020-06-26T00:00:00.000","22220","0","0","0","Construction"
"KP Garden LLC","1189 Post Road","Fairfield","CT","6824","2020-06-26T00:00:00.000","11110","0","0","0","Retail Trade"
"The Signature Salon and Day Spa LLC","173 Boston Post Road","North Windham","CT","6256","2020-06-26T00:00:00.000","3000","1","0","0","Other"
"Silver Petrucelli & Associates Inc.","3190 WHITNEY AVE, building 2","Hamden","CT","6776","2020-06-26T00:00:00.000","37500","0","0","0","Professional, Scientific and Technical Services"
"The Ski & Scuba Connection LLC","26 Saint Roch Ave.","Greenwich","CT","6830","2020-06-26T00:00:00.000","5555","0","0","0","Retail Trade"
"Time Out Burgers And Cream","18 Belltown RD","Stamford","CT","6905","2020-06-26T00:00:00.000","5000","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Wade's Dairy Inc.","1316 Barnum Avenue","Bridgeport","CT","6610","2020-06-26T00:00:00.000","37500","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Thomas J Yanik, DDS PC","2 Concorde Way, BUILDING #1","Windsor Locks","CT","6096","2020-06-26T00:00:00.000","22220","0","0","0","Health Care"
"HKH HOLDINGS INC","1287 CHAPEL STREET","New Haven","CT","6511","2020-06-26T00:00:00.000","37500","0","1","0","Other"
"Gray Organschi Architecture","35 Crown Street","New Haven","CT","6510","2020-06-26T00:00:00.000","37500","1","0","0","Other"
"Lollipop Guild LLC","384 POST ROAD E","Westport","CT","6880","2020-06-26T00:00:00.000","16665","1","0","0","Retail Trade"
"Efren Cortes DDS PC","29 Imperial Avenue","Westport","CT","6880","2020-06-26T00:00:00.000","25000","0","1","0","Health Care"
"Hilltop Apiaries","41A Quarry Rd","Simsbury","CT","6070","2020-06-26T00:00:00.000","5555","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Liftline Capital LLC","7 Center Rd W","Old Saybrook","CT","6475","2020-06-26T00:00:00.000","37500","0","0","0","Manufacturing"
"Sphinx motorcars","561 Watertown Ave","Waterbury","Ct","6708","2020-06-26T00:00:00.000","5555","0","0","0","Retail Trade"
"OEC Waterbury LLC","3528 East Main Street","Waterbury","CT","6705","2020-06-26T00:00:00.000","11110","1","0","0","Health Care"
"Moda Brazil LLC","15 West St","Danbury","ct","6810","2020-06-26T00:00:00.000","3000","1","1","0","Retail Trade"
"Solomon Schechter Day School of Greater Hartford","26 Buena Vista Rd","West Hartford","CT","6107","2020-06-26T00:00:00.000","10000","0","0","0","Educational Services"
"Data Management, Inc.","537 New Britain Avenue","Unionville","CT","6085","2020-06-26T00:00:00.000","37500","0","0","0","Manufacturing"
"Pediatric Dental Associates of Southbury","One Pomperaug Office Park Suite 206","Southbury","CT","6798","2020-06-26T00:00:00.000","37500","1","0","0","Health Care"
"J & M Venturs LLC","1267 South Broad St.","Wallingford","CT","6492","2020-06-26T00:00:00.000","16665","0","0","0","Retail Trade"
"Westport-Weston Cooperative Nursery School, Inc","10 LYONS PLAINS ROAD","Westport","CT","6880","2020-06-26T00:00:00.000","10000","0","0","0","Educational Services"
"Muni Corp","495 Flatbush Avenue","Hartford","CT","6106","2020-06-26T00:00:00.000","12500","0","1","0","Other"
"The Professional Associates PC","84 West Park Place","Stamford","CT","6901","2020-06-26T00:00:00.000","22220","0","0","0","Finance, Insurance and Real Estate"
"Precision cuts of Middlebury","530 Middlebury Road, unit 102 B","Middlebury","CT","6762","2020-06-26T00:00:00.000","3000","1","0","0","Other"
"Kleban Properties LLC","1189 Post Road Suite 3B","Fairfield","CT","6824","2020-06-26T00:00:00.000","37500","0","0","0","Other"
"vava llc","260 main street","East Windsor","ct","6278","2020-06-26T00:00:00.000","37500","0","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"New Headings LLC","51 Downs Road","Monroe","CT","6468","2020-06-26T00:00:00.000","18877","0","0","0","Other"
"TG Holdings, LLC","799 New Haven Rd","Naugatuck","CT","6770","2020-06-26T00:00:00.000","5555","1","0","0","Retail Trade"
"SouthPack, LLC","One Hartford Square","New Britain","CT","6052","2020-06-26T00:00:00.000","27775","0","0","0","Manufacturing"
"VIR2AL TECH LLC","109 Pine Hill Rd.","Avon","CT","6001","2020-06-26T00:00:00.000","3000","0","1","0","Professional, Scientific and Technical Services"
"JRJ Gas Connection, LLC","55 west stafford road","Stafford Springs","Ct","6076","2020-06-25T00:00:00.000","6500","0","0","0","Construction"
"BTS GRAPHICS & PRINTING llc","36 Zoar Ave, BTS Graphics, BTS Graphics","Oakville","CT","6779","2020-06-25T00:00:00.000","3000","0","0","0","Manufacturing"
"Conlon & McGlynn LLC","222 Riverside Avenue","Westport","CT","6880","2020-06-25T00:00:00.000","37500","1","0","0","Other"
"Neck & Back Pain Relief Center LLC","1601 Meriden-Waterbury Turnpike","Milldale","CT","6467","2020-06-25T00:00:00.000","16250","0","0","0","Health Care"
"premier auto sales llc.","73 norwich ave","Norwich","ct","6360","2020-06-25T00:00:00.000","11750","0","0","0","Retail Trade"
"FLB Architecture & Planning, Inc.","19 Silver Lane","East Hartford","CT","6118","2020-06-25T00:00:00.000","6183","0","0","1","Other"
"Av Nails n Brows","15 Welton St","Waterbury","ct","6702","2020-06-25T00:00:00.000","4583","0","0","0","Other"
"Oakbrook Electric LLC","129 OAKBROOK LN.","Torrington","CT","6790","2020-06-25T00:00:00.000","11110","0","0","0","Construction"
"Joel M Rein MDPC","2 1/2 DEARFIELD Drive","Greenwich","CT","6830","2020-06-25T00:00:00.000","11110","0","0","1","Health Care"
"Lanphier Day Spa LLC","20 West Ave","Darien","CT","6820","2020-06-25T00:00:00.000","37500","1","0","0","Retail Trade"
"Blue Wave Printing & Display Inc","146 Sheldon Road","Manchester","CT","6042","2020-06-25T00:00:00.000","37500","0","0","0","Manufacturing"
"All Hardwood Floors llc","2 Bethel Street","Norwalk","Ct","6855","2020-06-25T00:00:00.000","3000","1","0","0","Construction"
"Elm Street Restaurant LLC","TD Bank-Summer Street","Stamford","CT","6902","2020-06-25T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"SOUTHINGTON QUICK MART LLC","1615 MERIDEN WATERBURY TURNPIKE","Milldale","CT","6467","2020-06-25T00:00:00.000","3000","0","0","0","Retail Trade"
"Sams Quick Mart LLC","2211 Meriden Waterbury Rd","Marion","CT","6444","2020-06-25T00:00:00.000","3000","0","0","0","Retail Trade"
"Tg diners llc","275 boston post road","Darien","Ct","6820","2020-06-25T00:00:00.000","37000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"petros inc","312 connecticut ave","Norwalk","CT","6850","2020-06-25T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Alpha Air Systems","1 KITTREDGE ST","Norwalk","CT","6851","2020-06-24T00:00:00.000","27775","1","0","0","Construction"
"Mystic Organics and More LLC","35 WILLIAMS AVE,","Stonington","CT","6355","2020-06-24T00:00:00.000","5555","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Central Auto & Transport LLC","195 Maxim Road","Hartford","CT","6114","2020-06-24T00:00:00.000","37500","0","0","0","Transportation and Warehousing"
"Aneeta Li Salonn","981 Rear farmington Ave","West Hartford","CT","6107","2020-06-24T00:00:00.000","3000","1","0","0","Health Care"
"BUTLER TIBBETTS, LLC","43 CORBIN DRIVE","Darien","CT","6820","2020-06-24T00:00:00.000","37500","0","0","0","Other"
"Alliant Food Safety Labs, LLC","1810 NEW BRITAIN AVE","Farmington","CT","6032","2020-06-24T00:00:00.000","25000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Alert Pest Management LLC b/b/a Alert Pest Control Services","979 Farmington Avenue","Farmington","CT","6032","2020-06-24T00:00:00.000","3458","0","0","0","Other"
"Coccomo Brothers Associates LLC","1897 Berlin Turnpike","Berlin","ct","6037","2020-06-24T00:00:00.000","3000","0","0","0","Construction"
"Employee Family Protection, Inc","90 Kreiger Lane","Glastonbury","CT","6033","2020-06-24T00:00:00.000","37500","0","0","0","Finance, Insurance and Real Estate"
"Certified Van Service of CT, Inc.","13 Francis J Clarke Circle, Unit 1A","Bethel","CT","6801","2020-06-24T00:00:00.000","37500","0","0","0","Transportation and Warehousing"
"Grenier Lender LLP","753 Broad Street","Waterford","CT","6385","2020-06-23T00:00:00.000","37500","0","0","0","Finance, Insurance and Real Estate"
"Jane Doe No More","203 Church Street Rear","Naugatuck","CT","6770","2020-06-23T00:00:00.000","10000","0","0","0","Professional, Scientific and Technical Services"
"Tiffanys Nails & Spa LLC","747 Wolcott rd","Wolcott","CT","6716","2020-06-23T00:00:00.000","8333","1","0","0","Other"
"Motion Inc.","2360 Main Street, Suite 201","Rocky Hill","CT","6067","2020-06-23T00:00:00.000","22220","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Millennial Cleaning Limited Liability Company","189 Terrace Drive","Vernon","CT","6066","2020-06-23T00:00:00.000","3000","1","1","0","Other"
"KUB Technologies, Inc.","111 RESEARCH DRIVE","Stratford","CT","6615","2020-06-22T00:00:00.000","37500","1","1","0","Manufacturing"
"Alpha Pest Control LLC","204 Broad Street","Meriden","CT","6450","2020-06-19T00:00:00.000","3000","0","0","1","Professional, Scientific and Technical Services"
"85th Day Restaurant Group, LLC","13 WATER ST.","Mystic","CT","6355","2020-06-19T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"LaFever","12 Water St. #B-1","Mystic","CT","6355","2020-06-19T00:00:00.000","3000","0","1","0","Other"
"DBH Group Online LLC","17 Hamden Park Drive Suite 1B","Hamden","CT","6517","2020-06-19T00:00:00.000","12292","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Pedal Power, LLC","359 main St.","Middletown","CT","6457","2020-06-19T00:00:00.000","37500","0","0","0","Retail Trade"
"Old Greenwich Fitness Club","76 Progress Drive Suite 125","Stamford","CT","6902","2020-06-19T00:00:00.000","5555","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Baby me daycare","22 Ramsdell st","New Haven","CT","6515","2020-06-19T00:00:00.000","3000","1","1","0","Educational Services"
"Ascension Athletics LLC","99 Farmington Ave Unit 11/12","Bristol","CT","6010","2020-06-19T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Control Station, Inc.","160 Chapel Road","Manchester","CT","6042","2020-06-19T00:00:00.000","37500","0","0","0","Professional, Scientific and Technical Services"
"Vyne, LLC.","1365 Whittemore Rd, PO Box 809","Middlebury","CT","6762","2020-06-19T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Middlebury Consignment, LLC.","1101 Southford Rd","Middlebury","CT","6762","2020-06-19T00:00:00.000","37500","0","0","0","Retail Trade"
"Distinctive Tree Care","48 Patria Road","South Windsor","CT","6074","2020-06-18T00:00:00.000","37500","0","0","0","Other"
"EDSON MANUFACTURING INC.","10 VENUS DRIVE","Wolcott","CT","6716","2020-06-18T00:00:00.000","37500","0","0","0","Manufacturing"
"Cooperative Systems, LLC","80 Lamberton Rd.","Windsor","CT","6095","2020-06-18T00:00:00.000","37500","0","0","0","Professional, Scientific and Technical Services"
"P2 Partners Inc","55 Merritt Blvd","Trumbull","CT","6611","2020-06-18T00:00:00.000","33330","1","1","0","Health Care"
"HUNGRY DRAGON OF MILFORD LLC","784 BOSTON POST RD","Milford","CT","6460","2020-06-18T00:00:00.000","5555","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Capitol Chiropractic Center LLC","24 Lewis street","Hartford","CT","6103","2020-06-18T00:00:00.000","37500","0","0","0","Health Care"
"Smile Studio at Bushnell Park","1 Gold Street","Hartford","CT","6103","2020-06-18T00:00:00.000","16665","0","1","0","Health Care"
"Sports medicine and orthopedic surgery","360 Tolland turnpike 3c","Manchester","Ct","6040","2020-06-17T00:00:00.000","37500","0","0","1","Health Care"
"Sports medicine orthopedic surgery","360 Tolland turnpike 3c","Manchester","Ct","6949","2020-06-17T00:00:00.000","37500","0","0","1","Health Care"
"STAMP Restaurant Corp","205 Main Street","Stamford","CT","6901","2020-06-17T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
