"credentialid","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"2408707","CORPORATION","15/10 Foundation","N/A","CHR.0066275","CHR","66275",,"PUBLIC CHARITY","PENDING","NEW APPLICATION REVIEW","0",,,,"10826 1/2 Morrison Street","North Hollywood","CA","91601","2022-09-12T00:00:00.000"
"983075","CORPORATION","1772 FOUNDATION INC",,"CHR.0055271-EXEMPT","CHR","55271","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,"2011-01-28T00:00:00.000",,"PO BOX 112","POMFRET CENTER","CT","062590112","2017-03-16T00:00:00.000"
"967137","CORPORATION","191914 MINISTRIES INCORPORATED",,"CHR.0052502-EXEMPT","CHR","52502","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1","2008-09-25T00:00:00.000",,,"44 GREEN STREET","MIDDLETOWN","CT","06457","2017-03-16T00:00:00.000"
"964648","CORPORATION","1990 SUBSTANCE FREE GRADUATION PARTY AD HOC COMMITTEE",,"CHR.0004049-EXEMPT","CHR","4049","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"MAIN STREET","ELLINGTON","CT","06029","2017-03-16T00:00:00.000"
"963463","CORPORATION","1 FAMILY AT A TIME",,"CHR.0050217-EXEMPT","CHR","50217","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1","2006-01-10T00:00:00.000",,,"P.O. BOX 106","BETHEL","CT","06801","2017-03-16T00:00:00.000"
"1413572","CORPORATION","1% FOR THE PLANET INC","ONE PERCENT FOR THE PLANET","CHR.0060595","CHR","60595",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2017-03-23T00:00:00.000","2021-12-29T00:00:00.000","2022-11-30T00:00:00.000","47 MAPLE ST STE 111","BURLINGTON","VT","054014956","2021-12-29T00:00:00.000"
"1801039","CORPORATION","1MILLION PROJECT FOUNDATION",,"CHR.0063233","CHR","63233",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2019-10-24T00:00:00.000","2020-03-01T00:00:00.000","2020-07-08T00:00:00.000","6200 SPRINT PKWY","OVERLAND PARK","KS","66251","2020-07-08T00:00:00.000"
"955590","CORPORATION","2004 PROMENADE NATIONALE CONVENTION CORPORATION",,"CHR.0012026","CHR","12026",,"PUBLIC CHARITY","INACTIVE",,"0","2004-03-25T00:00:00.000",,,"1410 PATTERSON STREET","ANCHORAGE","AK","99504","2010-09-27T00:00:00.000"
"1039119","CORPORATION","2012 TAMPA BAY HOST COMMITTEE INC",,"CHR.0055900","CHR","55900",,"PUBLIC CHARITY","INACTIVE",,"0","2012-01-12T00:00:00.000","2012-01-12T00:00:00.000","2012-10-26T00:00:00.000","101 E KENNEDY BLVD STE 3300","TAMPA","FL","336025151","2014-08-25T00:00:00.000"
"955014","CORPORATION","20/20 VISION NATIONAL PROJECT",,"CHR.0009044","CHR","9044",,"PUBLIC CHARITY","INACTIVE",,"0",,"2009-01-30T00:00:00.000","2009-05-31T00:00:00.000","8401 COLESVILLE ROAD, SUITE 640","SILVER SPRING","MD","20910","2014-08-25T00:00:00.000"
"1156267","CORPORATION","203 PULL IT TOGETHER CHARITABLE TRUST",,"CHR.0057096-EXEMPT","CHR","57096","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1","2013-03-28T00:00:00.000","2013-03-28T00:00:00.000",,"3907 GRESHAM ST UNIT 3","SAN DIEGO","CA","921095815","2017-05-02T00:00:00.000"
"2050184","CORPORATION","203 SQUASH ASSOCIATION INC",,"CHR.0063866-EXEMPT","CHR","63866","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2020-05-29T00:00:00.000","2020-05-29T00:00:00.000",,"55 CENTER ST","WESTPORT","CT","068805314","2020-06-01T00:00:00.000"
"954797","CORPORATION","20TH CENTURY TRENDS INSTITUTE INC.",,"CHR.0002664","CHR","2664",,"PUBLIC CHARITY","INACTIVE",,"0",,,,"323 LOST NATION ROAD.","ESSEX JUNCTION","VT","054522411","2010-09-27T00:00:00.000"
"1597483","CORPORATION","21ST CENTURY TOLLAND FUND INC",,"CHR.0062085","CHR","62085",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2018-09-14T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","1 FOX CHASE RD","BLOOMFIELD","CT","060022107","2022-03-30T00:00:00.000"
"1432793","CORPORATION","22KILL",,"CHR.0060832","CHR","60832",,"PUBLIC CHARITY","INACTIVE","REINSTATEMENT REQUIRED","0","2017-06-22T00:00:00.000","2021-07-13T00:00:00.000","2021-11-30T00:00:00.000","13625 NEUTRON RD","DALLAS","TX","752444411","2022-05-29T00:00:00.000"
"2289923","CORPORATION","2-4-1 CARE INC",,"CHR.0065608","CHR","65608",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2022-01-19T00:00:00.000","2022-01-19T00:00:00.000","2022-11-30T00:00:00.000","249 AUBURN RD","WEST HARTFORD","CT","061191179","2022-01-20T00:00:00.000"
"1123847","CORPORATION","24 GROUP, INC (THE)",,"CHR.0056643","CHR","56643",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2012-09-21T00:00:00.000","2014-12-01T00:00:00.000","2015-11-30T00:00:00.000","11715 FOX RD STE 400-131","INDIANAPOLIS","IN","462368421","2017-05-02T00:00:00.000"
"2157859","CORPORATION","29 BELLEVUE AVENUE FOUNDATION INC",,"CHR.0064481","CHR","64481",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2021-01-15T00:00:00.000","2022-12-01T00:00:00.000","2023-11-30T00:00:00.000","29 BELLEVUE AVE","NEWPORT","RI","028403207","2022-07-29T00:00:00.000"
"2077324","CORPORATION","2 FEET 4 GOOD INC",,"CHR.0064077-EXEMPT","CHR","64077","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2020-08-20T00:00:00.000","2020-08-20T00:00:00.000",,"9 KNOX ST","ENFIELD","CT","06082","2020-08-21T00:00:00.000"
"2097081","PARTNERSHIP","2 GIRLS A GUY AND SOME BIKES",,"CHR.0064273-EXEMPT","CHR","64273","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2020-10-30T00:00:00.000","2020-10-30T00:00:00.000",,"20 SALEM RD","PROSPECT","CT","067121515","2020-11-02T00:00:00.000"
"1043294","CORPORATION","2 MILLION DOGS 2 MILES INC",,"CHR.0055972","CHR","55972",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0",,"2014-12-01T00:00:00.000","2015-11-30T00:00:00.000","1902 EVELYN AVE","MEMPHIS","TN","381141709","2017-05-02T00:00:00.000"
"958050","CORPORATION","2ND AND 7 FOUNDATION",,"CHR.0052766","CHR","52766",,"PUBLIC CHARITY","INACTIVE",,"0","2009-02-23T00:00:00.000","2009-02-23T00:00:00.000","2009-05-31T00:00:00.000","128 WEST COUNTY LINE ROAD, SUITE A","WESTERVILLE","OH","43082","2014-08-25T00:00:00.000"
"2068306","CORPORATION","2ND GO",,"CHR.0064000","CHR","64000",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2020-07-22T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","PO BOX 753","HAWLEYVILLE","CT","064400753","2022-03-25T00:00:00.000"
"1996704","CORPORATION","2ND VOTE INC",,"CHR.0063446","CHR","63446",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2020-01-06T00:00:00.000","2021-12-30T00:00:00.000","2022-11-30T00:00:00.000","105 Imperial Drive","Hendersonville","TN","37075","2021-12-30T00:00:00.000"
"1066661","CORPORATION","3000 CLUB (THE)","FEEDING CHILDREN IN AMERICA","CHR.0056275","CHR","56275",,"PUBLIC CHARITY","INACTIVE","NO LONGER SOLICITING CHARITABLE FUNDS","0","2012-04-17T00:00:00.000","2015-09-01T00:00:00.000",,"20439 N FLETCHER WAY","PEORIA","AZ","853821421","2017-05-02T00:00:00.000"
"958495","CORPORATION","3030 PARK COMMUNITY CARE INC.",,"CHR.0007482-EXEMPT","CHR","7482","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"3030 PARK AVENUE","BRIDGEPORT","CT","06604","2017-03-16T00:00:00.000"
"958494","CORPORATION","3030 PARK FAIRFIELD HEALTH CENTER INC.",,"CHR.0007481-EXEMPT","CHR","7481","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"3030 PARK AVENUE","BRIDGEPORT","CT","06604","2017-03-16T00:00:00.000"
"958491","CORPORATION","3030 PARK FAIRFIELD RESIDENCES INC.",,"CHR.0007478-EXEMPT","CHR","7478","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"3030 PARK AVENUE","BRIDGEPORT","CT","06604","2017-03-16T00:00:00.000"
"958492","CORPORATION","3030 PARK FUND INC.",,"CHR.0007479-EXEMPT","CHR","7479","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"3030 PARK AVENUE","BRIDGEPORT","CT","06604","2017-03-16T00:00:00.000"
"960031","CORPORATION","3030 PARK HEALTH CENTER INC. (FKA INTERCHURCH RESIDENCES)",,"CHR.0008201-EXEMPT","CHR","8201","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"3030 PARK AVENUE","BRIDGEPORT","CT","06604","2017-03-16T00:00:00.000"
"956796","CORPORATION","3030 PARK HEALTH SYSTEMS INC.",,"CHR.0007477-EXEMPT","CHR","7477","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"3030 PARK AVENUE","BRIDGEPORT","CT","06604","2017-03-16T00:00:00.000"
"1510083","CORPORATION","32 NORTH MEDIA INC",,"CHR.0061645-EXEMPT","CHR","61645","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2018-04-30T00:00:00.000","2018-04-30T00:00:00.000",,"732 EDEN WAY N # 509","CHESAPEAKE","VA","233202798","2018-05-01T00:00:00.000"
"1388173","CORPORATION","350.ORG",,"CHR.0060218","CHR","60218",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2016-11-08T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","20 JAY ST STE 732","BROOKLYN","NY","112018352","2022-08-23T00:00:00.000"
"1682115","CORPORATION","360 MANAGEMENT GROUP CO",,"CHR.0063018","CHR","63018",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2019-10-10T00:00:00.000","2020-11-05T00:00:00.000","2021-08-31T00:00:00.000","360 ORANGE ST","NEW HAVEN","CT","065116403","2022-08-01T00:00:00.000"
"1194216","BUSINESS","3 MOMS INSPIRING",,"CHR.0057623-EXEMPT","CHR","57623","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000",,"496 CHARCOAL AVE","MIDDLEBURY","CT","067621907","2017-05-02T00:00:00.000"
"2157349","CORPORATION","40 DAYS FOR LIFE",,"CHR.0064472","CHR","64472",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2021-01-13T00:00:00.000","2022-12-01T00:00:00.000","2023-11-30T00:00:00.000","4112 E 29TH ST","BRYAN","TX","778024302","2022-09-09T00:00:00.000"
"2190574","CORPORATION","4AFRICA",,"CHR.0064654","CHR","64654",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2021-03-12T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","1320 S UNIVERSITY DR STE 500","FORT WORTH","TX","761075732","2022-05-13T00:00:00.000"
"2033171","CORPORATION","4-CT CORP",,"CHR.0063716","CHR","63716",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2020-04-02T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","50 Charles Street","Westport","CT","06880","2021-12-08T00:00:00.000"
"961835","CORPORATION","4-H EDUCATION CENTER AT AUERFARM INC",,"CHR.0010179","CHR","10179",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2021-09-07T00:00:00.000","2021-09-07T00:00:00.000","2022-11-30T00:00:00.000","158 AUER FARM RD","BLOOMFIELD","CT","060022148","2021-09-09T00:00:00.000"
"957810","CORPORATION","4KALI.ORG FOUNDATION",,"CHR.0013185","CHR","13185",,"PUBLIC CHARITY","INACTIVE",,"0","2005-09-02T00:00:00.000","2005-10-01T00:00:00.000","2006-05-31T00:00:00.000","10 EAST SOUTH TEMPLE GATEWAY TOWER EAST, SUITE 900","SALT LAKE CITY","UT","84133","2010-10-21T00:00:00.000"
"1667593","CORPORATION","4STAMFORD INC.",,"CHR.0062873-EXEMPT","CHR","62873","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2019-06-10T00:00:00.000","2019-06-10T00:00:00.000",,"124 LAWRENCE HILL RD","STAMFORD","CT","069032117","2019-06-12T00:00:00.000"
"1336892","CORPORATION","4 WORDS FOUNDATION INC",,"CHR.0059501-EXEMPT","CHR","59501","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2016-03-02T00:00:00.000","2016-03-02T00:00:00.000",,"19300 POTOMAC CIR","NORTH FORT MYERS","FL","339176010","2017-05-02T00:00:00.000"
"2229923","CORPORATION","500 WOMEN SCIENTISTS",,"CHR.0064995","CHR","64995",,"PUBLIC CHARITY","INACTIVE","REINSTATEMENT REQUIRED","0","2021-06-29T00:00:00.000","2021-06-29T00:00:00.000","2021-11-30T00:00:00.000","1942 BROADWAY STE 314C","BOULDER","CO","803025233","2022-05-29T00:00:00.000"
"2167558","CORPORATION","501CTHREE CORP",,"CHR.0064567","CHR","64567",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2021-02-17T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","1880 CENTURY PARK E STE 1600","LOS ANGELES","CA","900671661","2021-09-24T00:00:00.000"
"1193176","CORPORATION","50/50 WOMEN ON BOARDS INC",,"CHR.0057603","CHR","57603",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1","2013-11-08T00:00:00.000","2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","PO BOX 861958","Los Angeles","CA","90086","2021-11-01T00:00:00.000"
"1229453","CORPORATION","50CAN ACTION FUND INC",,"CHR.0058090","CHR","58090",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2014-06-17T00:00:00.000","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","1625 K ST NW STE 400","WASHINGTON","DC","200061645","2020-04-30T00:00:00.000"
"992948","CORPORATION","50CAN INC",,"CHR.0055440","CHR","55440",,"PUBLIC CHARITY","INACTIVE","REINSTATEMENT REQUIRED","0","2011-04-11T00:00:00.000","2021-09-24T00:00:00.000","2021-11-30T00:00:00.000","1380 MONROE ST NW","WASHINGTON","DC","200103452","2022-05-29T00:00:00.000"
"1453756","LIMITED LIABILITY COMPANY","50 SHADES OF PINK",,"CHR.0061075-EXEMPT","CHR","61075","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2017-10-02T00:00:00.000","2017-10-02T00:00:00.000",,"3 LATIMER CT","WATERFORD","CT","063854133","2017-10-03T00:00:00.000"
"2194106","CORPORATION","50 STATES 50 BOOKS INC.",,"CHR.0064691-EXEMPT","CHR","64691","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2021-03-23T00:00:00.000","2021-03-23T00:00:00.000",,"104 OLD CANAL WAY","WEATOGUE","CT","060899688","2021-03-24T00:00:00.000"
"964586","CORPORATION","512 ALUMNI SCHOLARSHIP ASSOCIATION",,"CHR.0003750-EXEMPT","CHR","3750","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1",,,,"PO BOX 71","ELLINGTON","CT","060290071","2017-03-16T00:00:00.000"
"954917","CORPORATION","52 ASSOCIATION FOR THE HANDICAPPED INC.",,"CHR.0004846","CHR","4846",,"PUBLIC CHARITY","INACTIVE",,"0",,,,"350 FIFTH AVENUE, SUITE 3304","NEW YORK","NY","10118","2010-09-27T00:00:00.000"
"956515","CORPORATION","55TH PRESIDENTIAL INAUGURAL COMMITTEE",,"CHR.0050540","CHR","50540",,"PUBLIC CHARITY","INACTIVE",,"0","2006-07-06T00:00:00.000","2006-06-29T00:00:00.000","2007-03-31T00:00:00.000","ONE RIVERWAY, SUITE 1700","HOUSTON","TX","77056","2010-10-25T00:00:00.000"
"1394726","CORPORATION","58TH PRESIDENTIAL INAUGURAL COMMITTEE",,"CHR.0060347","CHR","60347",,"PUBLIC CHARITY","INACTIVE","DUE TO NON-RENEWAL OF CREDENTIAL","0","2016-12-21T00:00:00.000","2016-12-21T00:00:00.000","2017-09-30T00:00:00.000","301 7TH ST SW","WASHINGTON","DC","205590001","2018-08-31T00:00:00.000"
"957592","CORPORATION","60 PLUS ASSOCIATION INC (THE)","AMERICAN ASSOCIATION OF SENIOR CITIZENS","CHR.0005598","CHR","5598",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2022-08-16T00:00:00.000","2022-08-16T00:00:00.000","2022-11-30T00:00:00.000","2121 EISENHOWER AVE STE 229","ALEXANDRIA","VA","223145305","2022-08-16T00:00:00.000"
"957934","CORPORATION","6:10 SERVICES",,"CHR.0050944","CHR","50944",,"PUBLIC CHARITY","INACTIVE",,"0","2007-01-05T00:00:00.000","2008-03-01T00:00:00.000","2009-02-28T00:00:00.000","8575 GIBBS DRIVE, SUITE 190","SAN DIEGO","CA","92123","2014-08-25T00:00:00.000"
"1511299","CORPORATION","70 AUDOBON STREET ASSOCIATION INC",,"CHR.0061662-EXEMPT","CHR","61662","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE","CURRENT","1","2018-05-04T00:00:00.000","2018-05-04T00:00:00.000",,"70 AUDUBON ST","NEW HAVEN","CT","065101248","2018-05-09T00:00:00.000"
"2393584","CORPORATION","78 BOSTON COMPANY","78 BOSTON COMPANY PERFORMING ARTS CENTER","CHR.0066133","CHR","66133",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2022-07-21T00:00:00.000","2022-07-21T00:00:00.000","2023-11-30T00:00:00.000","360 OLD SACHEMS HEAD RD","GUILFORD","CT","064373115","2022-07-22T00:00:00.000"
"955477","CORPORATION","80TH PROMENDADE NATIONALE CORPORATION",,"CHR.0008854","CHR","8854",,"PUBLIC CHARITY","INACTIVE",,"0",,,,"PO BOX 4476","PALM SPRINGS","CA","92262","2010-09-27T00:00:00.000"
"1152483","CORPORATION","826 NATIONAL INC",,"CHR.0057024","CHR","57024",,"PUBLIC CHARITY","INACTIVE",,"0","2013-03-07T00:00:00.000","2021-09-07T00:00:00.000","2022-05-31T00:00:00.000","1388 HAIGHT ST # 245","SAN FRANCISCO","CA","941172909","2022-02-25T00:00:00.000"
"957822","CORPORATION","85 BROADS FOUNDAITON INC",,"CHR.0050817","CHR","50817",,"PUBLIC CHARITY","INACTIVE",,"0","2006-11-28T00:00:00.000","2009-01-06T00:00:00.000","2009-05-31T00:00:00.000","115 PUTNAM AVENUE","GREENWICH","CT","06830","2014-08-25T00:00:00.000"
"955697","CORPORATION","86TH PROMENADE NATIONALE INC.",,"CHR.0012748","CHR","12748",,"PUBLIC CHARITY","INACTIVE",,"0","2005-04-01T00:00:00.000","2005-10-01T00:00:00.000","2006-05-31T00:00:00.000","P.O. BOX 12689","NORWOOD","OH","45212","2010-10-25T00:00:00.000"
"956831","CORPORATION","911 CHARITABLE HEALTH INSURANCE GROUP",,"CHR.0012457","CHR","12457",,"PUBLIC CHARITY","INACTIVE",,"0","2004-10-25T00:00:00.000","2005-10-01T00:00:00.000","2006-05-31T00:00:00.000","2 PARK AVENUE","NEW YORK","NY","10016","2010-10-21T00:00:00.000"
"957912","CORPORATION","9/11 FAMILIES FOR A SECURE AMERICA INC.",,"CHR.0050730","CHR","50730",,"PUBLIC CHARITY","INACTIVE",,"0","2006-10-03T00:00:00.000","2006-10-02T00:00:00.000","2007-12-31T00:00:00.000","1747 PENNSYLVANIA AVE NW, SUITE 1000","WASHINGTON","DC","20006","2010-10-21T00:00:00.000"
"957975","CORPORATION","9/11 RESCUE WORKERS FOUNDATION INC.",,"CHR.0051479","CHR","51479",,"PUBLIC CHARITY","INACTIVE",,"0","2007-09-04T00:00:00.000","2007-08-28T00:00:00.000","2008-05-31T00:00:00.000","2 KIEL AVENUE","KINNELON","NJ","07405","2014-08-25T00:00:00.000"
"957376","CORPORATION","9TH FLOOR FOUNDATION INC.",,"CHR.0054096-EXEMPT","CHR","54096","EXEMPT","PUBLIC CHARITY-EXEMPT FROM FINANCIAL REQUIREMENTS","ACTIVE",,"1","2010-04-30T00:00:00.000",,,"136 BROOKSIDE DRIVE","FAIRFIELD","CT","06824","2017-03-16T00:00:00.000"
"954905","CORPORATION","9 TO 5 WORKING WOMEN EDUCATION FUND (9 TO 5 WWEF)",,"CHR.0005619","CHR","5619",,"PUBLIC CHARITY","INACTIVE",,"0",,"2006-10-31T00:00:00.000","2007-02-28T00:00:00.000","207 E BUFFALO STREET, SUITE 211","MILWAUKEE","WI","532025758","2010-10-21T00:00:00.000"
"1365419","CORPORATION","A21 CAMPAIGN INC",,"CHR.0059869","CHR","59869",,"PUBLIC CHARITY","INACTIVE","REINSTATEMENT REQUIRED","0","2016-07-11T00:00:00.000","2020-12-15T00:00:00.000","2021-11-30T00:00:00.000","2781 W MACARTHUR BLVD STE B #605","SANTA ANA","CA","927047095","2022-05-29T00:00:00.000"
"965169","CORPORATION","AAAA SCHOLARSHIP FOUNDATION INC",,"CHR.0005188","CHR","5188",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2022-02-28T00:00:00.000","2022-02-28T00:00:00.000","2023-08-31T00:00:00.000","593 MAIN ST","MONROE","CT","064682806","2022-03-03T00:00:00.000"
"2368934","CORPORATION","AAAA TRADE SCHOOL LICENSING AND CERTIFICATION SUPPORT FOUNDATION INC",,"CHR.0065974","CHR","65974",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2022-05-23T00:00:00.000","2022-05-23T00:00:00.000","2023-11-30T00:00:00.000","593 MAIN ST","MONROE","CT","064682806","2022-06-01T00:00:00.000"
"959780","CORPORATION","AAA FOUNDATION FOR TRAFFIC SAFETY",,"CHR.0006984","CHR","6984",,"PUBLIC CHARITY","ACTIVE IN RENEWAL","ACTIVE","1",,"2021-12-01T00:00:00.000","2022-11-30T00:00:00.000","607 14TH ST NW STE 201","WASHINGTON","DC","200052000","2021-07-26T00:00:00.000"
"1156101","CORPORATION","AAA SCHOLARSHIP FOUNDATION INC",,"CHR.0057075","CHR","57075",,"PUBLIC CHARITY","ACTIVE","CURRENT","1","2013-04-01T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","14310 CARLSON CIR UNIT J2","TAMPA","FL","336263003","2022-02-15T00:00:00.000"
