"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","forgiveness_earned_if_applicable","penalty_if_applicable","status","count"
"2018","Arvinas, Inc.","5 Science Park","New Haven","CT","06511","Manufacturing","541711","No","2018-06-27T00:00:00.000","0","2000000","2000000","6868000","4868000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   1,000,000","n/a","Active","1"
"2018","ASML US, LLC","77 Danbury Road","Wilton","CT","06897","Manufacturing","333242","No","2018-06-27T00:00:00.000","14000000","0","14000000","82911102","68911102","Manufacturing Assistance Act- First Five","CH 588l","Met","n/a","n/a","Active","1"
"2018","Atlantic City Linen Supply, LLC","5 Consumer Avenue","Norwich","CT","06360","Manufacturing","812320","No","2018-01-12T00:00:00.000","0","615000","615000","694200","79200","Manufacturing Assistance Act","CH 588l","Met","$   250,000","n/a","Active","1"
"2015","Atlantic City Linen Supply, LLC","5 Consumer Avenue","Norwich","CT","06360","Manufacturing","812320","No","2015-04-24T00:00:00.000","100000","750000","850000","1279000","429000","Manufacturing Assistance Act","CH 588l","Met","$   450,000","n/a","Active","1"
"2016","Axel Plastics Research Laboratories, Inc.","50 Cambridge Drive","Monroe","CT","06468","Manufacturing","325199","No","2015-11-24T00:00:00.000","0","500000","500000","7055000","6555000","Manufacturing Assistance Act","CH 588l","Met","$   350,000","n/a","Active","1"
"2011","Barden Corporation","200 Park Avenue","Danbury","CT","06810","Manufacturing","332991","No","2010-12-31T00:00:00.000","0","6000000","6000000","20500000","14500000","Manufacturing Assistance Act","CH 588l","met","$   3,000,000","n/a","Active","1"
"2012","Bartron Medical Imaging, LLC","91 Shelton Avenue","New Haven","CT","06511","Manufacturing","518210","No","2012-03-12T00:00:00.000","0","400000","400000","400000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2012","Beacon Industries, Inc.","549 Cedar Street","Newington","CT","06111","Manufacturing","336412","Yes","2011-12-20T00:00:00.000","0","1500000","1500000","12300000","10800000","Manufacturing Assistance Act","CH 588l","Met","$   500,000","n/a","OOB","1"
"2021","BioHaven Pharmaceuticals, Inc.","234 Church Street, 15th Floor","New Haven","CT","06510","Bioscience/Pharmaceuticals","541714","No","2021-03-30T00:00:00.000","0","1220000","1220000","5165600","3945600","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2014","Black Rock Capital, LLC","110 Chapel Street","Bridgeport","CT","06604","Manufacturing","522294","No","2013-07-02T00:00:00.000","50000","200000","250000","300000","50000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","4% to 5%","Active","1"
"2016","BML Tool & Mfg. Corp.","67 Enterprise Drive","Monroe","CT","06824","Manufacturing","332994","No","2015-09-09T00:00:00.000","0","500000","500000","1000000","500000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   150,000","n/a","Active","1"
"2010","Boardman Silversmiths, Inc.","22 North Plains Industrial Road","Wallingford","CT","06492","Manufacturing","332999","No","2009-09-16T00:00:00.000","0","147512","147512","295025","147513","Manufacturing Assistance Act","CH 588l","not met","n/a","3% to 7.5%","Active","1"
"2017","Bob's Discount Furniture, LLC","428 Tolland Turnpike","Manchester","CT","06042","Manufacturing","551114","No","2016-12-14T00:00:00.000","1700000","7000000","8700000","63957177","55257177","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2014","Bridgeport Bio Diesel, LLC","146 Andover Street","Bridgeport","CT","06604","Manufacturing","325199","No","2014-04-04T00:00:00.000","100000","250000","350000","515350","165350","Manufacturing Assistance Act","CH 588l","Out of Business","Out of Business","Out of Business","Active","1"
"2016","Bridgewater Associates, LP*","1 Glendinning Place","Westport","CT","06880","Manufacturing","523930","No","2016-05-16T00:00:00.000","5000000","17000000","22000000","527500000","505500000","Manufacturing Assistance Act - First Five/URA Tax Credits","CH 588l","Met","$   10,837,500","n/a","Active","1"
"2019","Budderfly, Inc.","2 Trap Falls Road, Suite 500","Shelton","CT","06484","Service Company","541690","No","2018-11-09T00:00:00.000","0","3000000","3000000","6000000","3000000","Manufacturing Assistance Act","CH 588l","Pending",,"n/a","Active","1"
"2020","Business & Industry Foundation of Middlesex County Inc","393 Main Street","Middletown","CT","06457","Other","813211","No","2020-01-03T00:00:00.000","52000","0","52000","57200","5200","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","Active","1"
"2014","BYK USA, Inc.","524 South Cherry Street","Wallingford","CT","06492","Manufacturing","424690","No","2014-06-26T00:00:00.000","0","6000000","6000000","53000000","47000000","Manufacturing Assistance Act","CH 588l","Met","$   4,000,000","n/a","Active","1"
"2021","Canidae, LLC","1 Dock Street","Stamford","CT","06902","Pet Food","311111","No","2021-01-29T00:00:00.000","925925","0","925925","3000000","2074075","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2014","CareCentrix, Inc.","20 Church Street, Suite 1200","Hartford","CT","06103","Manufacturing","621610","No","2013-07-10T00:00:00.000","24000000","0","24000000","167682907","143682907","Manufacturing Assistance Act - First Five","CH 588l","Met","n/a","n/a","Active","1"
"2019","Career Training Specialists, LLC dba Stone Academy","745 Burnside Avenue","East Hartford","CT","06108","Education","611310","No","2018-10-02T00:00:00.000","0","400000","400000","973100","573100","Manufacturing Assistance Act","CH 588l","Pending",,"n/a","Active","1"
"2014","Carla's Pasta, Inc.","50 Talbot Lane","South Windsor","CT","06074","Manufacturing","311824","Yes","2013-09-25T00:00:00.000","0","4000000","4000000","26000000","22000000","Manufacturing Assistance Act","CH 588l","Met","$   2,500,000","n/a","Active","1"
"2015","Cartus Corporation","40 Apple Ridge Road","Danbury","CT","06810","Manufacturing","531390","No","2014-07-01T00:00:00.000","0","6500000","6500000","15404092","8904092","Manufacturing Assistance Act","CH 588l","Not Met","n/a","$   657,090.00","Active","1"
"2017","C & C Janitorial Supplies, Inc.","130 Halleran Street","Newington","CT","06111","Manufacturing","424990","Yes","2016-12-21T00:00:00.000","0","300000","300000","300000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Pending","Pending","Pending","Active","1"
"2015","C. Cowles & Company","126 Bailey Road","North Haven","CT","06473","Manufacturing","331523","No","2014-08-05T00:00:00.000","250000","1770250","2020250","4040500","2020250","Manufacturing Assistance Act","CH 588l","Met","$   885,125","n/a","Active","1"
"2012","CenterPlan Construction Company, LLC","250 Sackett Point Road","North Haven","CT","06473","Manufacturing","236220","No","2012-03-06T00:00:00.000","0","500000","500000","3809000","3309000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","See EXP","n/a","See EXP","Active","1"
"2014","Charter Communications Holding Company, LLC","400 Atlantic Street","Stamford","CT","06901","Manufacturing","515210","No","2014-01-17T00:00:00.000","2000000","6500000","8500000","13680553","5180553","Manufacturing Assistance Act - First Five","CH 588l","Met","$   6,500,000","n/a","Active","1"
"2019","Charter Communications Holding Company, LLC","400 Atlantic Street","Stamford","CT","06901","Telecommunications","517911","No","2019-01-02T00:00:00.000","0","10000000","10000000","126475306","116475306","Manufacturing Assistance Act - First Five/URA Tax Credits","CH 588l","Met","$   7,000,000","n/a","Active","1"
"2012","Cigna Health & Life Insurance Company","900 Cottage Grove Road","Bloomfield","CT","06002","Manufacturing","524114","No","2011-12-22T00:00:00.000","6000000","15000000","21000000","154995080","133995080","Manufacturing Assistance Act - First Five/URA Tax Credits","CH 588l","Met","$   10,000,000","n/a","Active","1"
"2015","Cirtec Medical Systems, LLC","99 Print Shop Road","Enfield","CT","06082","Manufacturing","339112","No","2015-03-12T00:00:00.000","0","1200000","1200000","2480000","1280000","Manufacturing Assistance Act","CH 588l","Met","$   800,000","n/a","Active","1"
"2013","C.K. Greenhouses, Inc.","200 Schoolhouse Road","Cheshire","CT","06410","Manufacturing","111998","No","2012-12-18T00:00:00.000","0","500000","500000","3500000","3000000","Manufacturing Assistance Act","CH 588l","See EXP","See EXP","See EXP","Active","1"
"2013","Classic Restaurant Supply, LLC","312 Murphy Road","Hartford","CT","06114","Manufacturing","423440","No","2013-04-17T00:00:00.000","100000","300000","400000","500000","100000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","2% to 3%","Active","1"
"2015","C&M Technologies, Inc.","51 South Walnut Street","Wauregan","CT","06387","Manufacturing","331319","No","2014-09-23T00:00:00.000","0","1500000","1500000","4758736","3258736","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Out of Business- written off","1"
"2016","CohnReznick LLP","350 Church Street","Hartford","CT","06103","Accounting",,"No","2015-09-23T00:00:00.000","600000","0","600000","4139820","3539820","Manufacturing Assistance Act","CH 588l","Pending","n/a","Pending","Active","1"
"2017","Colt's Manufacturing Company LLC","545 New Park Avenue","West Hartford","CT","06110","Manufacturing","332994","No","2017-03-23T00:00:00.000","0","9999000","9999000","23000000","13001000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2014","Coltsville Redevelopment Company, LLC","140 Huyshope Avenue","Hartford","CT","06106","Manufacturing","722513","No","2014-02-19T00:00:00.000","500000","0","500000","2000000","1500000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","n/a","n/a","n/a","Active","1"
"2012","Columbia Elevator Products Company, Inc.","380 Horace Street","Bridgeport","CT","06610","Manufacturing","333921","No","2011-09-08T00:00:00.000","0","2000000","2000000","8985000","6985000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","460,000","Active","1"
"2010","Comcast of Connecticut, Inc.","90 Phoenix Avenue","Enfield","CT","06082","Manufacturing","515210","No","2009-07-27T00:00:00.000","0","1500000","1500000","7572643","6072643","Manufacturing Assistance Act/URA Tax Credits","CH 588l","met","$   750,000","n/a","Active","1"
"2016","Conair Corporation","1 Cummings Point Road","Stamford","CT","06902","Manufacturing","339999","No","2016-05-25T00:00:00.000","1000000","8000000","9000000","30075654","21075654","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2017","Connecticut Casket Company, LLC","238 Willimantic Road","Chaplin","CT","06235","Manufacturing","339995","No","2016-10-07T00:00:00.000","0","500000","500000","1302206","802206","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2014","Connecticut Casket Company, LLC","238 Willimantic Road","Chaplin","CT","06235","Manufacturing","339995","No","2013-12-23T00:00:00.000","0","500000","500000","500000","0","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","n/a","n/a","n/a","Active","1"
"2017","Connecticut Council for Philanthropy, Inc.","221 Main Street","Hartford","CT","06106","Manufacturing","561990","No","2017-05-10T00:00:00.000","1012500","0","1012500","3267500","2255000","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","Active","1"
"2010","Conopco, Inc.","45 Merritt Boulevard","Trumbull","CT","06611","Manufacturing","325611","No","2010-05-20T00:00:00.000","0","3000000","3000000","6300000","3300000","Manufacturing Assistance Act","CH 588l","Met","$   1,500,000","n/a","Active","1"
"2017","Crown Market, LLC","2471 Albany Avenue","West Hartford","CT","06117","Manufacturing","445120","No","2017-02-24T00:00:00.000","0","250000","250000","250000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2017","CS Communication & Systems, Inc.","222 Pitkin Street, Suite 121","East Hartford","CT","06108","Manufacturing","541512","No","2016-11-29T00:00:00.000","0","700000","700000","1407275","707275","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","CT Food 4 Thought, Inc.","43 Field Street","Torrington","CT","06702","Manufacturing","111419","No","2018-06-07T00:00:00.000","0","1000000","1000000","2000000","1000000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2015","CURE Innovations, LLC","93 Shennocossett Road","Groton","CT","06340","Manufacturing","541690","No","2014-10-03T00:00:00.000","4205000","0","4205000","4625500","420500","Manufacturing Assistance Act","CH 588l","Pending",,"n/a","Active","1"
"2019","Curtis Packaging Corporation","44 Berkshire Road","Newtown","CT","06482","Manufacturer","322212","No","2018-12-12T00:00:00.000","0","1500000","1500000","4500000","3000000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending",,"n/a","Active","1"
"2014","Cycling Sports Group, Inc.","1 Cannondale Way","Wilton","CT","06897","Manufacturing","339920","No","2013-08-14T00:00:00.000","0","3000000","3000000","6301000","3301000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","$   281,768.03","Active","1"
"2018","Cyient, Inc.","99 East River Drive","East Hartford","CT","06108","Manufacturing","541330","No","2018-06-21T00:00:00.000","0","500000","500000","1007592","507592","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2014","Darwin National Assurance Company nka Allied World Specialty Insurance Company","1690 New Britain Avenue","Farmington","CT","06032","Manufacturing","524126","No","2014-06-12T00:00:00.000","0","1200000","1200000","3600000","2400000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Datto, Inc.","101 Merritt 7","Norwalk","CT","06851","Manufacturing","541512","No","2014-08-21T00:00:00.000","1000000","5000000","6000000","16289250","10289250","Manufacturing Assistance Act","CH 588l","Met","$   3,000,000","n/a","Active","1"
"2017","Davis-Standard, LLC","# 1 Extrusion Drive","Pawcatuck","CT","06379","Manufacturing","333249","No","2017-01-30T00:00:00.000","1312050","0","1312050","2625000","1312950","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2012","Deitsch Plastic Company, Inc.","14 Farwell Street","West Haven","CT","06516","Manufacturing","315299","No","2011-10-02T00:00:00.000","0","180000","180000","180000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2015","Deloitte Services, LP","695 East Main Street","Stamford","CT","06902","Manufacturing","541219","No","2014-08-15T00:00:00.000","14500000","0","14500000","81946380","67446380","Manufacturing Assistance Act - First Five","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Deringer-Ney, Inc.","2 Douglas Street","Bloomfield","CT","06002","Manufacturing","335931","No","2015-06-29T00:00:00.000","0","5000000","5000000","17000000","12000000","Manufacturing Assistance Act","CH 588l","Met","$   2,000,000","n/a","Active","1"
"2013","Dollar Tree Distribution, Inc.","100 International Drive","Windsor","CT","06092","Manufacturing","452990","No","2012-08-23T00:00:00.000","500000","7000000","7500000","103800000","96300000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Met","$   7,000,000","n/a","Active","1"
"2017","Doncasters, Inc.","835 Poquonnock Road","Groton","CT","06340","Manufacturing","331529","No","2016-09-30T00:00:00.000","0","4000000","4000000","12589000","8589000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2013","Durata Therapeutics, Inc.","322 East Main Street, #2","Branford","CT","06405","Manufacturing","325412","No","2013-06-05T00:00:00.000","2250000","0","2250000","13000000","10750000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2015","E-J Electric T&D, LLC","419 South Cherry Street","Wallingford","CT","06492","Manufacturing","221114","No","2015-03-25T00:00:00.000","0","4000000","4000000","8000000","4000000","Manufacturing Assistance Act","CH 588l","Met","$   2,000,000","n/a","Active","1"
"2019","Electric Boat Corporation","75 Eastern Point Road","Groton","CT","06340","Manufacturing","336611","No","2018-10-25T00:00:00.000","8000000","35000000","43000000","860000000","817000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2011","Electric Boat Corporation","75 Eastern Point Road","Groton","CT","06340","Manufacturing","336610","No","2010-12-16T00:00:00.000","15000000","0","15000000","99000000","84000000","Manufacturing Assistance Act","CH 588l","met","n/a","n/a","Active","1"
"2015","Electric Boat Corporation","75 Eastern Point Road","Groton","CT","06340","Manufacturing","336610","No","2015-06-11T00:00:00.000","0","10000000","10000000","31500000","21500000","Manufacturing Assistance Act","CH 588l","Met","$   10,000,000","n/a","Active","1"
"2010","Engineered Electric Company dba DRS Fermont","141 North Avenue","Bridgeport","CT","06606","Manufacturing","335310","No","2009-09-23T00:00:00.000","0","3500000","3500000","15115000","11615000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","met","$   2,383,334","n/a","Active","1"
"2016","Erickson Metals Corporation","25 Knotter Drive","Cheshire","CT","06410","Manufacturing","331315","No","2016-02-08T00:00:00.000","0","850000","850000","1700000","850000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   200,000","n/a","Active","1"
"2012","Etouches, Inc.  Dba Skyre Inc","13 Marshall Street","Norwalk","CT","06854","Manufacturing","511210","No","2012-02-07T00:00:00.000","0","250000","250000","250000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2014","Express Countertops, Kitchen & Flooring, LLC","3080 Main Street","Hartford","CT","06120","Manufacturing","337110","No","2013-11-06T00:00:00.000","0","2000000","2000000","2425000","425000","Manufacturing Assistance Act","CH 588l","Met","$   750,000","n/a","Active","1"
"2017","Fabbrica, LLC","100 Phoenix Drive","Enfield","CT","06082","Manufacturing","332312","No","2016-12-28T00:00:00.000","0","1000000","1000000","11000000","10000000","Manufacturing Assistance Act","CH 588l","Met","$   600,000","n/a","Active","1"
"2012","Factset Research Systems Inc.","45 Glover Ave. 7th Floor","Norwalk","CT","06850","Manufacturing","523991","No","2012-04-13T00:00:00.000","0","2000000","2000000","10000000","8000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Met","$   1,000,000","n/a","Active","1"
"2018","FactSet Research Systems, Inc.","45 Glover Ave. 7th Floor","Norwalk","CT","06851","Manufacturing","518210","No","2018-06-28T00:00:00.000","6500000","0","6500000","56400000","49900000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2017","Faria Beede Instruments Inc.","385 Norwich New London Tpke","Uncasville","CT","06382","Manufacturing","332710","No","2016-09-29T00:00:00.000","0","5000000","5000000","10000000","5000000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   1,750,000","n/a","Active","1"
"2016","Farrel Corporation","25 Main Street","Ansonia","CT","06410","Manufacturing","333249","No","2016-03-04T00:00:00.000","0","1750000","1750000","11050000","9300000","Manufacturing Assistance Act","CH 588l","Met","$   1,750,000","n/a","Active","1"
"2014","Fortress Risk Management, LLC","35 Paddock Lane","Glastonbury","CT","06033","Manufacturing","423430","No","2013-08-14T00:00:00.000","0","750000","750000","1825000","1075000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Four Season Farm","268 Poole Road","Suffield","CT","06016","Manufacturing","111419","No","2018-06-27T00:00:00.000","0","3000000","3000000","21000000","18000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2014","FSC CT LLC f/k/a FSC CT, Inc. (Fifth Street Financial Corporation)","51 Weaver Street","Greenwich","CT","06831","Manufacturing","523999","No","2014-01-17T00:00:00.000","1000000","4000000","5000000","48632089","43632089","Manufacturing Assistance Act","CH 588l","Met","$   2,000,000","n/a","OOB","1"
"2016","FuelCell Energy, Inc.","3 Great Pasture Road","Danbury","CT","06813","Manufacturing","335900","No","2015-10-28T00:00:00.000","0","10000000","10000000","65635000","55635000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Future Healthcare Systems CT, Inc.","720 South Avenue","Bridgeport","CT","06604","Manufacturing","562211","No","2016-04-19T00:00:00.000","0","750000","750000","4141064","3391064","Manufacturing Assistance Act","CH 588l","Met","$   500,000","n/a","Active","1"
"2014","Garden of Light, Inc.","115 Park Avenue","Hartford","CT","06108","Manufacturing","311824","No","2014-05-05T00:00:00.000","0","3000000","3000000","8600000","5600000","Manufacturing Assistance Act","CH 588l","Met","$   1,500,000","n/a","Active","1"
"2011","Gartner, Inc.","56 Top Gallant Road","Stamford","CT","06902","Manufacturing","541910","No","2010-10-12T00:00:00.000","0","5000000","5000000","27000000","22000000","Manufacturing Assistance Act Revolving Loan Fund/URA Tax Credits","CH 588l","Met","$   2,500,000","n/a","Active","1"
"2019","Gartner, Inc.","56 Top Gallant Road","Stamford","CT","06902","Service Company","541910","No","2019-02-21T00:00:00.000","0","5000000","5000000","10000000","5000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
