"manifest","dtshipp","batch_numbers","genepa","genname","gensitestreetaddress","gensitetown","gensitezipcode","wasteoccr","usdot","contno","contty","qty","wtvol","epa_waste_codes","copies","tsdfepa","tsdfname","tsdfstreetaddress","tsdftown","tsdfzipcode","tsdfcountry","tran1epa","tran1name","tran1streetaddress","tran1town","tran1state","tran1zipcode","tran1country","tran2epa","tran2name","tran2streetaddress","tran2town","tran2state","tran2zipcode","tran2country","genmailaddress","genmailtown","genmailstate","genmailzipcode","discrep","recdate","tr2date","altfacepa","altfacname","altfacstreetaddress","altfactown","altfacstate","altfaczip","altfacdate","tsdfstate","uniquekey"
"AR269610","1988-07-26T00:00:00.000",,"CTD000604488","CECOS TREATMENTORP","51 BRODERICK RD","BRISTOL","06010","4","WASTE FLAMMABLE LIQUID NOS","004","DM","220","G","D001",,"ARD069748192","ENSCO INC","AMERICAN OIL RD","EL DORADO","71730","USA","ARD069748192","ENSCO INC",,,"CT",,"USA",,,,,"CT",,"USA","51 BRODERICK RD","BRISTOL","CT","06010",,,,,,,,,,,"AR","AR2696104"
"AR269611","1988-09-06T00:00:00.000",,"CTD000604488","CECOS TREATMENTORP","51 BRODERICK RD","BRISTOL","06010","1","WASTE FLAMMABLE LIQUID, NOS","018","DM","825","G","D001",,"ARD069748192","ENSCO INC","AMERICAN OIL RD","EL DORADO","71730","USA","ARD069748192","ENSCO INC",,,"CT",,"USA",,,,,"CT",,"USA","51 BRODERICK RD","BRISTOL","CT","06010","N",,,,,,,,,,"AR","AR2696111"
"AR269611","1988-09-06T00:00:00.000",,"CTD000604488","CECOS TREATMENTORP","51 BRODERICK RD","BRISTOL","06010","2","WASTE FLAMMABLE LIQUID, NOS","001","DM","55","G","D001",,"ARD069748192","ENSCO INC","AMERICAN OIL RD","EL DORADO","71730","USA","ARD069748192","ENSCO INC",,,"CT",,"USA",,,,,"CT",,"USA","51 BRODERICK RD","BRISTOL","CT","06010","N",,,,,,,,,,"AR","AR2696112"
"AR269611","1988-09-06T00:00:00.000",,"CTD000604488","CECOS TREATMENTORP","51 BRODERICK RD","BRISTOL","06010","3","WASTE FLAMMABLE SOLID, NOS","001","DM","500","P","D001",,"ARD069748192","ENSCO INC","AMERICAN OIL RD","EL DORADO","71730","USA","ARD069748192","ENSCO INC",,,"CT",,"USA",,,,,"CT",,"USA","51 BRODERICK RD","BRISTOL","CT","06010","N",,,,,,,,,,"AR","AR2696113"
"AR269611","1988-09-06T00:00:00.000",,"CTD000604488","CECOS TREATMENTORP","51 BRODERICK RD","BRISTOL","06010","4","HAZARDOUS WASTE LIQUID, NOS","002","DM","110","G","F001",,"ARD069748192","ENSCO INC","AMERICAN OIL RD","EL DORADO","71730","USA","ARD069748192","ENSCO INC",,,"CT",,"USA",,,,,"CT",,"USA","51 BRODERICK RD","BRISTOL","CT","06010","N",,,,,,,,,,"AR","AR2696114"
"CTA0040571","1985-03-25T00:00:00.000","999999","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06791","1","HYDROXIDE SLUDGE, NOS","001","TR","3","Y","F006","1","CTD991289513","TORRINGTON LANDFILL","OLD DUMP RD","TORRINGTON","06790","USA","CTD000845263","TORRINGTON WPCP #1",,,"CT",,"USA",,,,,"CT",,"USA","BOGUE RD","HARWINTON","CT","06790","N","1985-03-25T00:00:00.000",,,,,,,,,"CT","CTA00405711"
"CTA0039470","1985-08-19T00:00:00.000","999999","CTD001453232","BURNDY CORP","80 WAMPUS LN","MILFORD","06460","1","PRECIOUS METAL SOLUTION FOR RECLAIM",,"DM","440","G","D003","2","RID080810229","NATIONAL CHEMICAL","1420 ELMWOOD AVENUE   CRANSTON",,"02910","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","WAMPUS LANE","MILFORD","CT","06460","N","1985-08-19T00:00:00.000",,,,,,,,,"RI","CTA00394701"
"CTA0039833","1985-04-12T00:00:00.000","999999","CTD056748361","U S REPEATING ARMS CO","275 WINCHESTER AVE","NEW HAVEN","06511","1","HAZARDOUS WASTE SOLID, NOS",,,"7","Y","D008","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","275 WINCHESTER AVE","NEW HAVEN","CT","06511","N","1985-04-12T00:00:00.000",,,,,,,,,"CT","CTA00398331"
"AR269612","1988-09-06T00:00:00.000",,"CTD000604488","CECOS TREATMENTORP","51 BRODERICK RD","BRISTOL","06010","1","HAZARDOUS WASTE LIQUID, NOS","001","DM","55","G","F002",,"ARD069748192","ENSCO INC","AMERICAN OIL RD","EL DORADO","71730","USA","ARD069748192","ENSCO INC",,,"CT",,"USA",,,,,"CT",,"USA","51 BRODERICK RD","BRISTOL","CT","06010","N",,,,,,,,,,"AR","AR2696121"
"CTA0049984","1985-08-21T00:00:00.000",,"CTD001145143","WIREMOLDO","60 WOODLAWN ST","WEST HARTFORD","06110","4","HAZARDOUS WASTE LIQUID NOS","003","DM","165","G","D006",,"CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","WOODLAWN ST","WEST HARTFORD","CT","06110",,,,,,,,,,,"CT","CTA00499844"
"CTA0046751","1985-04-10T00:00:00.000","999999","CTD001150747","HARTFORDOURANT","285 BROAD ST","HARTFORD","06105","1","WASTE INK, COMBUSTIBLE LIQUID",,"DM","1350","G","D001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND INC","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","285 BROAD ST","HARTFORD","CT","06115","N","1985-04-10T00:00:00.000",,,,,,,,,"CT","CTA00467511"
"CTA0047766","1985-06-14T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-06-14T00:00:00.000",,,,,,,,,"CT","CTA00477661"
"CTA0047767","1985-07-10T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID, MATERIAL",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-07-10T00:00:00.000",,,,,,,,,"CT","CTA00477671"
"CTA0047783","1985-07-10T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID, MATERIAL",,"TP","500","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-07-10T00:00:00.000",,,,,,,,,"CT","CTA00477831"
"CTA0047785","1985-07-10T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID, MATERIAL",,"TP","750","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-07-10T00:00:00.000",,,,,,,,,"CT","CTA00477851"
"CTA0047798","1985-07-31T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-07-31T00:00:00.000",,,,,,,,,"CT","CTA00477981"
"CTA0047799","1985-07-31T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-08-01T00:00:00.000",,,,,,,,,"CT","CTA00477991"
"CTA0047800","1985-08-01T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-08-01T00:00:00.000",,,,,,,,,"CT","CTA00478001"
"CTA0047903","1985-08-01T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-08-01T00:00:00.000",,,,,,,,,"CT","CTA00479031"
"CTA0047907","1985-08-13T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-08-13T00:00:00.000",,,,,,,,,"CT","CTA00479071"
"CTA0047908","1985-08-13T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-08-13T00:00:00.000",,,,,,,,,"CT","CTA00479081"
"CTA0047923","1985-09-11T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-09-11T00:00:00.000",,,,,,,,,"CT","CTA00479231"
"CTA0047924","1985-09-11T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC (MURIATIC) ACID",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-09-11T00:00:00.000",,,,,,,,,"CT","CTA00479241"
"CTA0047986","1985-01-29T00:00:00.000","999999","CTD058508722","COLONIAL BRONZE CO","511 WINSTED RD","TORRINGTON","06790","1","HAZ WASTE LIQ NOS METAL HYDROXIDE SLUDGE",,"TT","250","G","F006","1","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06790","USA","CTD069864239","GILLETT'S SANITARY SEPTIC SERVICE",,,"CT",,"USA",,,,,"CT",,"USA","511 WINSTED RD","TORRINGTON","CT","06790","N","1985-01-29T00:00:00.000",,,,,,,,,"CT","CTA00479861"
"CTA0047987","1985-02-27T00:00:00.000","999999","CTD058508722","COLONIAL BRONZE CO","511 WINSTED RD","TORRINGTON","06790","1","HAZ WASTE LIQ. NOS METAL HYDROX SLUDGE",,"TT","200","G","F006","1","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06790","USA","CTD069864239","GILLETT'S SANITARY SEPTIC SERVICE",,,"CT",,"USA",,,,,"CT",,"USA","511 WINSTED RD","TORRINGTON","CT","06790","N","1985-02-27T00:00:00.000",,,,,,,,,"CT","CTA00479871"
"CTA0047988","1985-04-02T00:00:00.000","999999","CTD058508722","COLONIAL BRONZE CO","511 WINSTED RD","TORRINGTON","06790","1","HAZARDOUS WASTE LIQUID, NOS",,"TT","250","G","F006","1","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06790","USA","CTD069864239","GILLETT'S SANITARY SEPTIC SERVICE",,,"CT",,"USA",,,,,"CT",,"USA","511 WINSTED RD","TORRINGTON","CT","06790","N","1985-04-02T00:00:00.000",,,,,,,,,"CT","CTA00479881"
"CTA0047989","1985-04-15T00:00:00.000","999999","CTD058508722","COLONIAL BRONZE CO","511 WINSTED RD","TORRINGTON","06790","1","HAZARDOUS WASTE LIQUID, NOS",,"TT","200","G","F006","1","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06790","USA","CTD069864239","GILLETT'S SANITARY SEPTIC SERVICE",,,"CT",,"USA",,,,,"CT",,"USA","511 WINSTED RD","TORRINGTON","CT","06790","N","1985-04-15T00:00:00.000",,,,,,,,,"CT","CTA00479891"
"CTA0047990","1985-05-15T00:00:00.000","999999","CTD058508722","COLONIAL BRONZE CO","511 WINSTED RD","TORRINGTON","06790","1","HAZARDOUS WASTE LIQUID, NOS",,"TT","250","G","F006","1","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06790","USA","CTD069864239","GILLETT'S SANITARY SEPTIC SERVICE",,,"CT",,"USA",,,,,"CT",,"USA","511 WINSTED RD","TORRINGTON","CT","06790","N","1985-05-15T00:00:00.000",,,,,,,,,"CT","CTA00479901"
"CTA0047991","1985-06-18T00:00:00.000","999999","CTD058508722","COLONIAL BRONZE CO","511 WINSTED RD","TORRINGTON","06790","1","HAZARDOUS WASTE LIQUID, NOS",,"TT","250","G","F006","1","CTD000845263","TORRINGTON WPCP #1","BOGUE RD","HARWINTON","06790","USA","CTD069864239","GILLETT'S SANITARY SEPTIC SERVICE",,,"CT",,"USA",,,,,"CT",,"USA","511 WINSTED RD","TORRINGTON","CT","06790","N","1985-06-18T00:00:00.000",,,,,,,,,"CT","CTA00479911"
"CTA0052483","1985-10-16T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC ACID, MATERIAL",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-10-16T00:00:00.000",,,,,,,,,"CT","CTA00524831"
"CTA0052484","1985-10-16T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC ACID, MATERIAL",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-10-16T00:00:00.000",,,,,,,,,"CT","CTA00524841"
"CTA0052485","1985-10-17T00:00:00.000","999999","CTD000845156","TORRINGTONO THE-BROAD ST PLANT","BROAD ST","TORRINGTON","06790","1","HYDROCHLORIC ACID, MATERIAL",,"TP","1000","G","K062","1","CTD001148717","TORRINGTON CO","PROSPECT ST","TORRINGTON","06790","USA","CTD001148717","TORRINGTON CO",,,"CT",,"USA",,,,,"CT",,"USA","BROAD ST","TORRINGTON","CT","06790","N","1985-10-17T00:00:00.000",,,,,,,,,"CT","CTA00524851"
"CTA0059637","1985-08-17T00:00:00.000","999999","CTD001147842","GENERAL DYNAMICSORP","75 EASTERN POINT RD","GROTON","06340","2","HAZARDOUS WASTE LIQUID NOS",,,"0",,"D011","1","CTD018668269","GENERAL DYNAMICS ELECTRIC BOAT DIVISION","DEPOT RD","GROTON","06340","USA","CTD001147842","GENERAL DYNAMICS CORP",,,"CT",,"USA",,,,,"CT",,"USA","EASTERN POINT RD","GROTON","CT","06340","N","1985-08-17T00:00:00.000",,,,,,,,,"CT","CTA00596372"
"CTA0064897","1985-12-16T00:00:00.000",,"CTD001183052","GLOBE METAL FINISHINGO","400 GOODRICH ST","HAMDEN","06517","1","HAZARDOUS WASTE LIQUID NOS","001","TT","2200","G","F006",,"CTD093616613","ENVIRITE CORP","OLD RD","THOMASTON","06787","USA","CTD093616613","ENVIRITE CORP",,,"CT",,"USA",,,,,"CT",,"USA","400 GOODRICH ST","HAMDEN","CT","06517",,,,,,,,,,,"CT","CTA00648971"
"CTA0075327","1985-08-02T00:00:00.000","999999","CTP000001402","ATLAS OIL","472 MAIN ST","EAST HARTFORD",,"1","WASTE GASOLINE",,"DM","250","G","D001","1","CTD089631956","EAST COAST ENVIRONMENTAL SERVICE CORP","454 QUINNIPIAC AVE","NEW HAVEN","06513","USA","CTD089631956","EAST COAST ENVIRONMENTAL SERVICE CORP",,,"CT",,"USA",,,,,"CT",,"USA","472 MAIN ST  PO BOX 8287","EAST HARTFORD","CT","06108","Y","1985-08-02T00:00:00.000",,,,,,,,,"CT","CTA00753271"
"CTB0005333","1985-12-10T00:00:00.000","999999","CTP000001754","WHITNEY BLAKE CO OF VERMONT",,,,"1","WASTE INK, COMBUSTIBLE LIQUID",,"DM","486","G","D001","1","CTD089631956","EAST COAST ENVIRONMENTAL SERVICE CORP","454 QUINNIPIAC AVE","NEW HAVEN","06513","USA","CTD089631956","EAST COAST ENVIRONMENTAL SERVICE CORP",,,"CT",,"USA",,,,,"CT",,"USA","INDUSTRIAL DR","BELLOWS FALLS","VT",,"N","1985-12-10T00:00:00.000",,,,,,,,,"CT","CTB00053331"
"DEP0000115","1985-04-01T00:00:00.000",,"CTD001164599","MACDERMID INC","526 HUNTINGTON AVE","WATERBURY","06708-","1","ALKALINE LIQUID NOS W COPPER CHLORIDE",,,"4172","G","D002",,"SCD070371885","CP CHEMICALS INC","HIGHWAY 15 SOUTH","SUMTER","29150","USA","CTD069262186","PORTLAND CHEMICAL WORKS",,,"CT",,"USA",,,,,"CT",,"USA","526 HUNTINGTON AVE","WATERBURY","CT","06708",,,,,,,,,,,"SC","DEP00001151"
"DEP0000081","1985-02-28T00:00:00.000",,"CTD001164599","MACDERMID INC","526 HUNTINGTON AVE","WATERBURY","06708-","1","ALKALINE CORROSIVE LIQUID NOS","001","TT","4548","G","D002",,"SCD070371885","CP CHEMICALS INC","HIGHWAY 15 SOUTH","SUMTER","29150","USA","PAD046548756","MATLACK, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","526 HUNTINGTON AVE","WATERBURY","CT","06708",,,,,,,,,,,"SC","DEP00000811"
"DEP0000118","1985-04-03T00:00:00.000",,"CTD001164599","MACDERMID INC","526 HUNTINGTON AVE","WATERBURY","06708-","1","WASTE ALKALINE CORROSIVE LIQUID, NOS",,,"4260","G","D002",,"SCD070371885","CP CHEMICALS INC","HIGHWAY 15 SOUTH","SUMTER","29150","USA","CTD069262186","PORTLAND CHEMICAL WORKS",,,"CT",,"USA",,,,,"CT",,"USA","526 HUNTINGTON AVE","WATERBURY","CT","06708","N",,,,,,,,,,"SC","DEP00001181"
"DEP0000119","1985-03-28T00:00:00.000",,"CTD001164599","MACDERMID INC","526 HUNTINGTON AVE","WATERBURY","06708-","1","ALKALINE LIQUID, NOS, MATERIAL",,,"4108","G","D002",,"SCD070371885","CP CHEMICALS INC","HIGHWAY 15 SOUTH","SUMTER","29150","USA","SCD070371885","C.P. CHEMICALS, INC.",,,"CT",,"USA",,,,,"CT",,"USA","526 HUNTINGTON AVE","WATERBURY","CT","06708","N",,,,,,,,,,"SC","DEP00001191"
