"opportunity_zone_fips","state","county","amtrak_station_in_oz","amtrak_station_in_oz_code","amtrak_station_in_oz_name","amtrak_station_qtr_mi_oz","amtrak_station_qtr_mi_oz_code","amtrak_station_qtr_mi_oz_name","amtrak_station_hlf_mi_oz","amtrak_station_hlf_mi_oz_code","amtrak_station_hlf_mi_oz_name"
"12093910300","Florida","Okeechobee","No",,,"Yes","OKE","Okeechobee, Florida","No",,
"12057003900","Florida","Hillsborough","No",,,"Yes","TPA","Tampa, Florida","No",,
"12057005101","Florida","Hillsborough","No",,,"Yes","TPA","Tampa, Florida","No",,
"12057004000","Florida","Hillsborough","No",,,"Yes","TPA","Tampa, Florida","No",,
"12086000903","Florida","Miami-Dade","No",,,"No",,,"Yes","MIA","Miami, Florida"
"12117020401","Florida","Seminole","No",,,"No",,,"Yes","SFA","Sanford (Auto Train), Florida"
"12079110302","Florida","Madison","Yes","MDO","Madison, Florida","No",,,"No",,
"12105016400","Florida","Polk","Yes","LAK","Lakeland, Florida","No",,,"No",,
"12099006801","Florida","Palm Beach","No",,,"Yes","DLB","Delray Beach, Florida","No",,
"12095018500","Florida","Orange","Yes","ORL","Orlando, Florida","No",,,"No",,
"12107950800","Florida","Putnam","Yes","PAK","Palatka, Florida","No",,,"No",,
"13139001101","Georgia","Hall","No",,,"Yes","GNS","Gainesville, Georgia","No",,
"13305970500","Georgia","Wayne","No",,,"Yes","JSP","Jesup, Georgia","No",,
"17197882000","Illinois","Will","Yes","JOL","Joliet, Illinois","No",,,"No",,
"17091012300","Illinois","Kankakee","Yes","KKI","Kankakee, Illinois","No",,,"No",,
"17049950800","Illinois","Effingham","Yes","EFG","Effingham, Illinois","No",,,"No",,
"17121952700","Illinois","Marion","No",,,"No",,,"Yes","CEN","Centralia, Illinois"
"17077011200","Illinois","Jackson","No",,,"Yes","CDL","Carbondale, Illinois","No",,
"17105960500","Illinois","Livingston","Yes","PON","Pontiac, Illinois","No",,,"No",,
"17167000900","Illinois","Sangamon","No",,,"Yes","SPI","Springfield, Illinois","No",,
"17031820400","Illinois","Cook","No",,,"Yes","SMT","Summit, Illinois","No",,
"17145030400","Illinois","Perry","Yes","DQN","Du Quoin, Illinois","No",,,"No",,
"18039002900","Indiana","Elkhart","Yes","EKH","Elkhart, India","No",,,"No",,
"18041954100","Indiana","Fayette","No",,,"Yes","COI","Connersville, India","No",,
"18091040300","Indiana","LaPorte","No",,,"Yes","MCI","Michigan City, India","No",,
"18091043000","Indiana","LaPorte","No",,,"Yes","MCI","Michigan City, India","No",,
"18157011100","Indiana","Tippecanoe","Yes","LAF","Lafayette, India","No",,,"No",,
"18089020200","Indiana","Lake","Yes","HMI","Hammond-Whiting, India","No",,,"No",,
"18097391000","Indiana","Marion","Yes","IND","Indiapolis, India","No",,,"No",,
"20177004000","Kansas","Shawnee","Yes","TOP","Topeka, Kansas","No",,,"No",,
"20045000200","Kansas","Douglas","Yes","LRC","Lawrence, Kansas","No",,,"No",,
"21019030200","Kentucky","Boyd","Yes","AKY","Ashland, Kentucky","No",,,"No",,
"21075960100","Kentucky","Fulton","Yes","FTN","Fulton, Kentucky","No",,,"No",,
"22071013400","Louisiana","Orleans","Yes","NOL","Union Passenger Termil","No",,,"No",,
"22109000101","Louisiana","Terrebonne","Yes","SCH","Schriever, Louisia","No",,,"No",,
"22045031100","Louisiana","Iberia","Yes","NIB","New Iberia, Louisia","No",,,"No",,
"22019000200","Louisiana","Calcasieu","Yes","LCH","Lake Charles, Louisia","No",,,"No",,
"22055000100","Louisiana","Lafayette","Yes","LFT","Lafayette, Louisia","No",,,"No",,
"23031005200","Maine","York","No",,,"No",,,"Yes","SAO","Saco, Maine"
"24510120500","Maryland","Baltimore","Yes","BAL","Baltimore (Penn Station), Maryland","No",,,"No",,
"24001000800","Maryland","Allegany","No",,,"Yes","CUM","Cumberland, Maryland","No",,
"24001001000","Maryland","Allegany","No",,,"Yes","CUM","Cumberland, Maryland","No",,
"24033803602","Maryland","Prince George's","Yes","NCR","New Carrollton, Maryland","No",,,"No",,
"24025302902","Maryland","Harford","Yes","ABE","Aberdeen, Maryland","No",,,"No",,
"24031700904","Maryland","Montgomery","No",,,"Yes","RKV","Rockville, Maryland","No",,
"25003900100","Massachusetts","Berkshire","Yes","PIT","Pittsfield, Massachusetts","No",,,"No",,
"25011041300","Massachusetts","Franklin","Yes","GFD","Greenfield, MA","No",,,"No",,
"25015821903","Massachusetts","Hampshire","No",,,"Yes","NHT","Northampton, MA","No",,
"25009260800","Massachusetts","Essex","Yes","HHL","Haverhill, Massachusetts","No",,,"No",,
"25025040801","Massachusetts","Suffolk","No",,,"No",,,"Yes","BON","Boston (North Station), Massachusetts"
"25013801101","Massachusetts","Hampden","Yes","SPG","Springfield, Massachusetts","No",,,"No",,
"25013811400","Massachusetts","Hampden","Yes","HLK","Holyoke, Massachusetts","No",,,"No",,
"25027731700","Massachusetts","Worcester","Yes","WOR","Worcester, Massachusetts","No",,,"No",,
"25017383101","Massachusetts","Middlesex","No",,,"Yes","FRA","Framingham, Massachusetts","No",,
"26163533900","Michigan","Wayne","Yes","DET","Detroit, Michigan","No",,,"No",,
"26025003400","Michigan","Calhoun","Yes","ALI","Albion, Michigan","No",,,"No",,
"26025004100","Michigan","Calhoun","Yes","BTL","Battle Creek, Michigan","No",,,"No",,
"26027002100","Michigan","Cass","Yes","DOA","Dowagiac, Michigan","No",,,"No",,
"26147620000","Michigan","St. Clair","Yes","PTH","Port Huron, Michigan","No",,,"No",,
"26081002600","Michigan","Kent","Yes","GRR","Grand Rapids, Michigan","No",,,"No",,
"26139024900","Michigan","Ottawa","Yes","HOM","Holland, Michigan","No",,,"No",,
"26075000600","Michigan","Jackson","No",,,"Yes","JXN","Jackson, Michigan","No",,
"26075001200","Michigan","Jackson","No",,,"Yes","JXN","Jackson, Michigan","No",,
"26021020500","Michigan","Berrien","Yes","NLS","Niles, Michigan","No",,,"No",,
"26077000201","Michigan","Kalamazoo","Yes","KAL","Kalamazoo, Michigan","No",,,"No",,
"26087337500","Michigan","Lapeer","Yes","LPE","Lapeer, Michigan","No",,,"No",,
"26125142400","Michigan","Oakland","Yes","PNT","Pontiac, Michigan","No",,,"No",,
"27123034201","Minnesota","Ramsey","Yes","MSP","St. Paul/Minneapolis, Minnesota","No",,,"No",,
"27009021200","Minnesota","Benton","Yes","SCD","St. Cloud, Minnesota","No",,,"No",,
"27169670500","Minnesota","Winona","No",,,"Yes","WIN","Wino, Minnesota","No",,
"27049080200","Minnesota","Goodhue","Yes","RDW","Red Wing, Minnesota","No",,,"No",,
"28113950500","Mississippi","Pike","Yes","MCB","McComb, Mississippi","No",,,"No",,
"28035010700","Mississippi","Forrest","Yes","HBG","Hattiesburg, Mississippi","No",,,"No",,
"28049002700","Mississippi","Hinds","Yes","JAN","Jackson, Mississippi","No",,,"No",,
"28045030100","Mississippi","Hancock","Yes","BAS","Bay St. Louis, Mississippi","No",,,"No",,
"28083950800","Mississippi","Leflore","Yes","GWD","Greenwood, Mississippi","No",,,"No",,
"28067950500","Mississippi","Jones","No",,,"Yes","LAU","Laurel, Mississippi","No",,
"28067950600","Mississippi","Jones","No",,,"Yes","LAU","Laurel, Mississippi","No",,
"28109950600","Mississippi","Pearl River","No",,,"Yes","PIC","Picayune, Mississippi","No",,
"28085950600","Mississippi","Lincoln","No",,,"Yes","BRH","Brookhaven, Mississippi","No",,
"28047003900","Mississippi","Harrison","No",,,"Yes","BIX","Biloxi, Mississippi","No",,
"29510125600","Missouri","St. Louis","No",,,"Yes","STL","St. Louis, Missouri","No",,
"29510127400","Missouri","St. Louis","No",,,"Yes","STL","St. Louis, Missouri","No",,
"29095004300","Missouri","Jackson","No",,,"No",,,"Yes","KCY","Kansas City, Missouri"
"29095015300","Missouri","Jackson","No",,,"No",,,"Yes","KCY","Kansas City, Missouri"
"29095011700","Missouri","Jackson","Yes","IDP","Independence, Missouri","No",,,"No",,
"29101960400","Missouri","Johnson","Yes","WAR","Warrensburg, Missouri","No",,,"No",,
"29139970300","Missouri","Montgomery","No",,,"Yes","HEM","Hermann, Missouri","No",,
"29023950500","Missouri","Butler","Yes","PBF","Poplar Bluff, Missouri","No",,,"No",,
"33017081400","New Hampshire","Strafford","Yes","DOV","Dover, New Hampshire","No",,,"No",,
"33017080203","New Hampshire","Strafford","No",,,"Yes","DHM","Durham, New Hampshire","No",,
"33019975800","New Hampshire","Sullivan","Yes","CLA","Claremont, New Hampshire","No",,,"No",,
"34021000900","New Jersey","Mercer","Yes","TRE","Trenton, New Jersey","No",,,"No",,
"34013008000","New Jersey","Essex","Yes","NWK","Newark (Penn Station), New Jersey","No",,,"No",,
"34023009300","New Jersey","Middlesex","Yes","NBK","New Brunswick, New Jersey","No",,,"No",,
"36093033500","New York","Schenectady","Yes","SDY","Schenectady, New York","No",,,"No",,
"36063020200","New York","Niagara","No",,,"Yes","NFL","Niagara Falls, New York, United States","Yes","NFS","VIA Rail Cada Station"
"36063020500","New York","Niagara","No",,,"No",,,"Yes","NFS","VIA Rail Cada Station"
"36083051500","New York","Rensselaer","Yes","ALB","Albany/Rensselaer, New York","No",,,"No",,
"36111951700","New York","Ulster","No",,,"No",,,"Yes","RHI","Rhinecliff, New York"
"36055009301","New York","Monroe","Yes","ROC","Rochester, New York","No",,,"No",,
"36027220100","New York","Dutchess","Yes","POU","Poughkeepsie, New York","No",,,"No",,
"36119000401","New York","Westchester","Yes","YNY","Yonkers, New York","No",,,"No",,
"36021001300","New York","Columbia","Yes","HUD","Hudson, New York","No",,,"No",,
"36119005800","New York","Westchester","No",,,"Yes","NRO","New Rochelle, New York","No",,
"36119006100","New York","Westchester","No",,,"Yes","NRO","New Rochelle, New York","No",,
"36029016500","New York","Erie","Yes","BFX","Buffalo (Exchange St), New York","No",,,"No",,
"36065022500","New York","Oneida","No",,,"Yes","ROM","Rome, New York","No",,
"12073000400","Florida","Leon","Yes","TLH","Tallahassee, Florida","No",,,"No",,
"12133970104","Florida","Washington","No",,,"Yes","CIP","Chipley, Florida","No",,
"1125011800","Alabama","Tuscaloosa","No",,,"Yes","TCL","Tuscaloosa, Alabama","No",,
"4019000400","Arizona","Pima","Yes","TUS","Tucson, Arizo","No",,,"No",,
"4017960500","Arizona","Navajo","No",,,"Yes","WLO","Winslow, Arizo","No",,
"4027000100","Arizona","Yuma","Yes","YUM","Yuma, Arizo","No",,,"No",,
"4003000301","Arizona","Cochise","Yes","BEN","Benson, Arizo","No",,,"No",,
"5057480300","Arkansas","Hempstead","Yes","HOP","Hope, AR","No",,,"No",,
"6089010100","California","Shasta","Yes","RDD","Redding (Amtrak Station), California","No",,,"No",,
"6019000600","California","Fresno","Yes","FNO","Fresno, California","No",,,"No",,
"6079010102","California","San Luis Obispo","Yes","PRB","Paso Robles, California","No",,,"No",,
"6079012200","California","San Luis Obispo","Yes","GVB","Grover Beach, California","No",,,"No",,
"6071010700","California","San Bernardino","Yes","NDL","Needles, California","No",,,"No",,
"6071009400","California","San Bernardino","Yes","BAR","Barstow (Amtrak), California","No",,,"No",,
"6007001000","California","Butte","Yes","CIC","Chico, California","No",,,"No",,
"6031001402","California","Kings","Yes","COC","Corcoran, California","No",,,"No",,
"6031001100","California","Kings","No",,,"No",,,"Yes","HNF","Hanford, California"
"8071000200","Colorado","Las Animas","Yes","TRI","Trinidad, Colorado","No",,,"No",,
"8045951702","Colorado","Garfield","Yes","GSC","Glenwood Springs, Colorado","No",,,"No",,
"8089968600","Colorado","Otero","Yes","LAJ","La Junta, Colorado","No",,,"No",,
"8087000500","Colorado","Morgan","Yes","FMG","Fort Morgan, Colorado","No",,,"No",,
"8077000900","Colorado","Mesa","Yes","GJT","Grand Junction, Colorado","No",,,"No",,
"8123000100","Colorado","Weld","Yes","GRE","Greeley, Colorado","No",,,"No",,
"16017950300","Idaho","Bonner","No",,,"Yes","SPT","Sandpoint, Idaho","No",,
"17109010500","Illinois","McDonough","No",,,"No",,,"Yes","MAC","Macomb, Illinois"
"17019000301","Illinois","Champaign","No",,,"Yes","CHM","Champaign-Urba, Illlinois","No",,
"17107953100","Illinois","Logan","No",,,"Yes","LCN","Lincoln, Illinois","No",,
"17073030800","Illinois","Henry","No",,,"Yes","KEE","Kewanee, Illinois","No",,
"17113000200","Illinois","McLean","No",,,"Yes","BNL","Bloomington-Normal, Illinois","No",,
"18107957000","Indiana","Montgomery","Yes","CRF","Crawfordsville (Amtrak), India","No",,,"No",,
"19111490200","Iowa","Lee","Yes","FMD","Fort Madison, Iowa","No",,,"No",,
"19175190200","Iowa","Union","Yes","CRN","Creston, Iowa","No",,,"No",,
"19057000400","Iowa","Des Moines","Yes","BRL","Burlington, Iowa","No",,,"No",,
"20057962101","Kansas","Ford","Yes","DDG","Dodge City, Kansas","No",,,"No",,
"20055960600","Kansas","Finney","No",,,"Yes","GCK","Garden City, Kansas","No",,
"20155000600","Kansas","Reno","Yes","HUT","Hutchinson, Kansas","No",,,"No",,
"27005450500","Minnesota","Becker","Yes","DLK","Detroit Lakes, Minnesota","No",,,"No",,
"28075010700","Mississippi","Lauderdale","Yes","MEI","Meridian, Mississippi","No",,,"No",,
"29051020700","Missouri","Cole","Yes","JEF","Jefferson City, Missouri","No",,,"No",,
"30035940400","Montana","Glacier","Yes","GPK","East Glacier Park, Monta","Yes","BRO","Browning, Monta","No",,
"30101000200","Montana","Toole","Yes","SBY","Shelby, Monta","No",,,"No",,
"31145963300","Nebraska","Red Willow","Yes","MCK","McCook, Nebraska","No",,,"No",,
"31055001800","Nebraska","Douglas","Yes","OMA","Omaha, Nebraska","No",,,"No",,
"31001966000","Nebraska","Adams","No",,,"Yes","HAS","Hastings, Nebraska","No",,
"31109000500","Nebraska","Lancaster","Yes","LNK","Lincoln, Nebraska","No",,,"No",,
"32031000102","Nevada","Washoe","Yes","RNO","Reno, Nevada","No",,,"No",,
"35023970200","New Mexico","Hidalgo","Yes","LDB","Lordsburg, New Mexico","No",,,"No",,
"35001002100","New Mexico","Bernalillo","Yes","ABQ","Albuquerque, New Mexico","No",,,"No",,
"35007950500","New Mexico","Colfax","No",,,"Yes","RAT","Raton, New Mexico","No",,
"35029000500","New Mexico","Luna","No",,,"No",,,"Yes","DEM","Deming, New Mexico"
"36019101300","New York","Clinton","No",,,"Yes","PLB","Plattsburgh, New York","No",,
"36067000501","New York","Onondaga","No",,,"No",,,"Yes","SYR","Syracuse, New York"
"8099000200","Colorado","Prowers","Yes","LMR","Lamar, Colorado","No",,,"No",,
"30053000200","Montana","Lincoln","Yes","LIB","Libby, Monta","No",,,"No",,
"36065020102","New York","Oneida","Yes","UCA","Utica, New York","No",,,"No",,
"36065021900","New York","Oneida","No",,,"Yes","ROM","Rome, New York","No",,
"36115088000","New York","Washington","Yes","FED","Fort Edward-Glens Falls, New York","No",,,"No",,
"37101040301","North Carolina","Johnston","Yes","SSM","Selma, North Caroli","No",,,"No",,
"37051003800","North Carolina","Cumberland","Yes","FAY","Fayetteville, North Caroli","No",,,"No",,
"37195000801","North Carolina","Wilson","No",,,"Yes","WLN","Wilson, North Caroli","No",,
"37195000100","North Carolina","Wilson","No",,,"Yes","WLN","Wilson, North Caroli","No",,
"39061026300","Ohio","Hamilton","Yes","CIN","Cincinti, Ohio","No",,,"No",,
"39093070800","Ohio","Lorain","No",,,"Yes","ELY","Elyria, Ohio","No",,
"39151710400","Ohio","Stark","No",,,"Yes","ALC","Alliance, Ohio","No",,
"39043040800","Ohio","Erie","No",,,"No",,,"Yes","SKY","Sandusky, Ohio"
"39095005400","Ohio","Lucas","No",,,"No",,,"Yes","TOL","Toledo, Ohio"
"39095003700","Ohio","Lucas","No",,,"No",,,"Yes","TOL","Toledo, Ohio"
"39035107101","Ohio","Cuyahoga","Yes","CLE","Cleveland, Ohio","No",,,"No",,
"39171950600","Ohio","Williams","No",,,"Yes","BYN","Bryan, Ohio","No",,
"41039003900","Oregon","Lane","Yes","EUG","Eugene, Oregon","No",,,"No",,
"41051005100","Oregon","Multnomah","Yes","PDX","Portland, Oregon","No",,,"No",,
"41043020400","Oregon","Linn","No",,,"Yes","ALY","Albany, Oregon","No",,
"41005022400","Oregon","Clackamas","No",,,"Yes","ORC","Oregon City, Oregon","No",,
"41047001000","Oregon","Marion","No",,,"Yes","SLM","Salem, Oregon","No",,
"41047000200","Oregon","Marion","No",,,"Yes","SLM","Salem, Oregon","No",,
"42003030500","Pennsylvania","Allegheny","No",,,"Yes","PGH","Pittsburgh, Pennsylvania","No",,
"42021013400","Pennsylvania","Cambria","Yes","JST","Johnstown, Pennsylvania","No",,,"No",,
"42049001200","Pennsylvania","Erie","Yes","ERI","Erie, Pennsylvania","No",,,"No",,
"42051260800","Pennsylvania","Fayette","Yes","COV","Connellsville, Pennsylvania","No",,,"No",,
"42043020100","Pennsylvania","Dauphin","Yes","HAR","Harrisburg, Pennsylvania","No",,,"No",,
"42029305500","Pennsylvania","Chester","Yes","COT","Coatesville, Pennsylvania","No",,,"No",,
"42013101900","Pennsylvania","Blair","Yes","ALT","Altoo, Pennsylvania","No",,,"No",,
"42101017300","Pennsylvania","Philadelphia","Yes","PHN","Philadelphia (North), Pennsylvania","No",,,"No",,
"42101980000","Pennsylvania","Philadelphia","Yes","PHL","Philadelphia (30th St), Pennsylvania","No",,,"No",,
"44009050801","Rhode Island","Washington","Yes","WLY","Westerly, Rhode Island","No",,,"No",,
"44007000800","Rhode Island","Providence","Yes","PVD","Providence, Rhode Island","No",,,"No",,
"45089970600","South Carolina","Williamsburg","Yes","KTR","Kingstree, South Caroli","No",,,"No",,
"45049920300","South Carolina","Hampton","Yes","YEM","Yemassee, South Caroli","No",,,"No",,
"45009960100","South Carolina","Bamberg","Yes","DNK","Denmark, South Caroli","No",,,"No",,
"45033970300","South Carolina","Dillon","Yes","DIL","Dillon, South Caroli","No",,,"No",,
"45041000700","South Carolina","Florence","Yes","FLO","Florence, South Caroli","No",,,"No",,
"47157011400","Tennessee","Shelby","No",,,"Yes","MEM","Memphis, Tennessee","No",,
"48201100000","Texas","Harris","No",,,"Yes","HOS","Houston, Texas","No",,
"50025967000","Vermont","Windham","Yes","BLF","Bellows Falls, Vermont","No",,,"No",,
"50025968500","Vermont","Windham","Yes","BRA","Brattleboro, Vermont","No",,,"No",,
"50021963300","Vermont","Rutland","Yes","RUD","Rutland, Vermont","No",,,"No",,
"51153900600","Virginia","Prince William","No",,,"Yes","WDB","Woodbridge, Virginia","No",,
"51153900201","Virginia","Prince William","No",,,"Yes","WDB","Woodbridge, Virginia","No",,
"51041100600","Virginia","Chesterfield","Yes","PTB","Petersburg, Virginia","No",,,"No",,
"51830370200","Virginia","Williamsburg","No",,,"Yes","WBG","Williamsburg, Virginia","No",,
"51760020500","Virginia","Richmond","Yes","RVM","Richmond (Main St), Virginia","No",,,"No",,
"51047930400","Virginia","Culpeper","Yes","CLP","Culpeper, Virginia","No",,,"No",,
"51683910201","Virginia","Manassas","No",,,"Yes","MSS","Massas, Virginia","No",,
"51710004800","Virginia","Norfolk","Yes","NFK","Norfolk, Virginia","No",,,"No",,
"53053940007","Washington","Pierce","No",,,"No",,,"Yes","TAC","Tacoma, Washington"
"53007961000","Washington","Chelan","Yes","WEN","Wetchee, Washington","No",,,"No",,
"53057952500","Washington","Skagit","Yes","MVW","Mount Vernon, Washington","No",,,"No",,
"53011042400","Washington","Clark","Yes","VAN","Vancouver, Washington, United States","No",,,"No",,
"53039950200","Washington","Klickitat","Yes","WIH","Wishram, Washington","No",,,"No",,
"53015001100","Washington","Cowlitz","No",,,"Yes","KEL","Kelso-Longview, Washington","No",,
"53033009300","Washington","King","Yes","SEA","Seattle (Amtrak), Washington","No",,,"No",,
"53061040700","Washington","Snohomish","Yes","EVR","Everett, Washington","No",,,"No",,
"54011010900","West Virginia","Cabell","No",,,"Yes","HUN","Huntington, West Virginia","No",,
"54011000600","West Virginia","Cabell","No",,,"Yes","HUN","Huntington, West Virginia","No",,
"54039000900","West Virginia","Kanawha","No",,,"Yes","CHW","Charleston, West Virginia","No",,
"54003971500","West Virginia","Berkeley","Yes","MRB","Martinsburg, West Virginia","No",,,"No",,
"54089000700","West Virginia","Summers","Yes","HIN","Hinton, West Virginia","No",,,"No",,
"55079186800","Wisconsin","Milwaukee","No",,,"Yes","MKE","Milwaukee, Wisconsin","No",,
"55021970400","Wisconsin","Columbia","Yes","POG","Portage, Wisconsin","No",,,"No",,
"55079021600","Wisconsin","Milwaukee","No",,,"No",,,"Yes","MKA","Milwaukee (General Mitchell Intl Airport), Wiscons"
"37153971100","North Carolina","Richmond","No",,,"Yes","HAM","Hamlet, North Caroli","No",,
"37063002300","North Carolina","Durham","No",,,"No",,,"Yes","DNC","Durham, North Caroli"
"37127010400","North Carolina","Nash","Yes","RMT","Rocky Mount, North Caroli","No",,,"No",,
"37081010800","North Carolina","Guilford","Yes","GRO","Greensboro, North Caroli","No",,,"No",,
"37119005200","North Carolina","Mecklenburg","Yes","CLT","Charlotte, North Caroli","No",,,"No",,
"37081014300","North Carolina","Guilford","Yes","HPT","High Point, North Caroli","No",,,"No",,
"37159052000","North Carolina","Rowan","Yes","SAL","Salisbury, North Caroli","No",,,"No",,
"37025041000","North Carolina","Cabarrus","Yes","KAN","Kanpolis, North Caroli","No",,,"No",,
"37183050900","North Carolina","Wake","No",,,"Yes","RGH","Raleigh, North Caroli","No",,
"37071032000","North Carolina","Gaston","No",,,"Yes","GAS","Gastonia, North Caroli","No",,
"38017000700","North Dakota","Cass","Yes","FAR","Fargo, North Dakota","No",,,"No",,
"38101010100","North Dakota","Ward","Yes","MOT","Minot, North Dakota","No",,,"No",,
"40109109100","Oklahoma","Oklahoma","Yes","OKC","Oklahoma City, Oklahoma","No",,,"No",,
"40049681400","Oklahoma","Garvin","No",,,"No",,,"Yes","PVL","Pauls Valley, Oklahoma"
"40019892800","Oklahoma","Carter","No",,,"Yes","ADM","Ardmore, Oklahoma","No",,
"41035971800","Oregon","Klamath","Yes","KFS","Klamath Falls, Oregon","No",,,"No",,
"45055970800","South Carolina","Kershaw","No",,,"Yes","CAM","Camden, South Caroli","No",,
"45083020400","South Carolina","Spartanburg","Yes","SPB","Spartanburg, South Caroli","No",,,"No",,
"45063020300","South Carolina","Lexington","No",,,"No",,,"Yes","CLB","Columbia, South Caroli"
"45045000700","South Carolina","Greenville","No",,,"Yes","GRV","Greenville, South Caroli","No",,
"48113020400","Texas","Dallas","No",,,"Yes","DAL","Dallas, Texas","No",,
"48037010500","Texas","Bowie","Yes","TXA","Texarka, Arkansas","No",,,"No",,
"48465950400","Texas","Val Verde","No",,,"No",,,"Yes","DRT","Del Rio, Texas"
"48029110100","Texas","Bexar","No",,,"Yes","SAS","San Antonio, Texas","No",,
"48203020302","Texas","Harrison","Yes","MHL","Marshall, Texas","No",,,"No",,
"48183001100","Texas","Gregg","Yes","LVW","Longview, Texas","No",,,"No",,
