"reportingrailroadcode","reportingrailroadname","report_year","incidentnumber","accidentyear","accidentmonth","otherrailroadcode","otherrailroadname","otheraccidentnumber","accidentyearother","accidentmonthother","maintenancerailroadcode","maintenancerailroadname","maintenanceaccidentnumber","maintenanceaccidentyear","maintenanceaccidentmonth","gxid","day","date","time","accident_type_code","accidenttype","hazmatcars","hazmatcarsdamaged","hazmatreleasedcars","personsevacuated","subdivision","divisioncode","division","station","milepost","statecode","stateabbr","statename","countycode","countyname","district","temperature","visibilitycode","visibility","weather_condition_code","weathercondition","track_type_code","tracktype","trackname","trackclass","trackdensity","train_direction_code","traindirection","equipment_type_code","equipmenttype","equipmentattended","trainnumber","trainspeed","recordedestimatedspeed","maximumspeed","grosstonnage","signalization_code","signalization","method_of_operation_code","methodofoperation","adjunct_1","adjunctcode1","adjunct_2","adjunctcode2","adjunct_3","adjunctcode3","remote_control_locomotive_code","remotecontrollocomotive","firstcarinitials","firstcarnumber","firstcarposition","firstcarloaded","causingcarinitials","causingcarnumber","causingcarposition","causingcarloaded","positivealcoholtests","positivedrugtests","passengerstransported","headendlocomotives","midtrainmanuallocomotives","midtrainremotelocomotives","rearendmanuallocomotives","rearendremotelocomotives","derailedheadendlocomotives","derailedmidtrainmanuallo","derailedmidtrainremotelo","derailedrearendmanualloc","derailedrearendremoteloc","loadedfreightcars","loadedpassengercars","emptyfreightcars","emptypassengercars","cabooses","derailedloadedfreightcars","derailedloadedpassengercars","derailedemptyfreightcars","derailedemptypassengercars","derailedcabooses","equipmentdamagecost","trackdamagecost","totaldamagecost","primaryaccidentcausecode","primaryaccidentcause","contributingaccidentcausecode","contributingaccidentcause","accidentcausecode","accidentcause","engineersonduty","firemenonduty","conductorsonduty","brakemenonduty","hoursengineersonduty","minutesengineersonduty","hoursconductorsonduty","minutesconductorsonduty","railroademployeeskilled","railroademployeesinjured","passengerskilled","passengersinjured","otherskilled","othersinjured","personskilledforreportin","personsinjuredforreporti","totalpersonskilled","totalpersonsinjured","totalkilledform54","totalinjuredform54","specialstudy1","specialstudy2","latitude","longitude","narrative","jointtracktype","jointtrackclass","classcode","class","jointcd","incidentkey","reportkey","reporting_railroad_company_grouping","reporting_railroad_class","reporting_railroad_smt_grouping","reporting_parent_railroad_company_code","reporting_parent_railroad_company_name","reporting_railroad_holding_company","other_railroad_company_grouping","other_railroad_class","other_railroad_smt_grouping","other_parent_railroad_company_code","other_parent_railroad_company_name","other_railroad_holding_company","maintenance_railroad_company_grouping","maintenance_railroad_class","maintenance_railroad_smt_grouping","maintenance_parent_railroad_company_code","maintenance_parent_railroad_company_name","maintenance_railroad_holding_company"
"ATK","Amtrak (National Railroad Passenger Corporation)","2021","168291","21","09",,,,,,"UP","Union Pacific Railroad Company","0921NC054","21","09","749958W","08","2021-09-08T00:00:00.000","10:54 PM","07","Hwy-rail crossing","0","0","0","0","COAST",,,"SAN JOSE","0039.1","06","CA","CALIFORNIA","85","SANTA CLARA","7","66.0","4","Dark","1","Clear","1","Main","SINGLE MAIN TRACK","4",,"1","North","2","Passenger Train - Pulling","Yes","14","66","Recorded","66","0","1","Signaled",,"Signal Indication","Q","Traffic Control System/CTC",,,,,"0","Not a remotely controlled operation","AMT","000011","1",,,,"0",,,,"Yes","2","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","11407","0","11607","M302","Highway user inattentiveness",,,"M302","Highway user inattentiveness","1","0","1","1","3","31","3","31","0","0","0","0","0","0","0","0","0","0","0","0","CWR",,"37.427196000000002","-121.977542","GRADE CROSSING: TRAIN 14(08) OPERATING WITH LOCOMOTIVES (11/33) AND (7) CARS WAS DELAYED 330""  NORTHOF SAN JOSE STATION ON UNION PACIFIC COAST SUBDIVISION AT MILEPOST/39.1 STRIKING AN UNOCCUPIED VEHICLE ON THE TRACKS.","Main","4","No","No","2","UP0921NC054202109","ATK168291202109","Passenger (Formerly Commuter)",,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic","ATK","Amtrak (National Railroad Passenger Corporation)","Amtrak",,,,,,,,"Class 1","SMT-6 - Union Pacific and KCS","UP","Union Pacific Railroad Company","Union Pacific Railroad Company"
"BO","Baltimore And Ohio Railroad Company","1977","AMD136","77","03",,,,,,"CR","Conrail","0310002C","77","03",,"07","1977-03-07T00:00:00.000","8:40 PM","01","Derailment","0","0","0","0",,"MARYLA","MARYLAND","PENN MARY","0","24","MD","MARYLAND",,,"2","50.0","4","Dark","1","Clear","2","Yard","YARD",,,"4","West","7","Yard/switching","Yes","1B","4",,"6","520",,,"N",,,,,,,,,,"CEI","086303","3","Yes",,,,,,,"No","2","0","0","0","0","0","0","0","0","0","4","0","0","0","1","4","0","0","0","0","3700","0","4200","T101","Cross level of track irregular (at joints)",,,"T101","Cross level of track irregular (at joints)","1","0","1","2","5","39","5","39","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Main","1","1L","1L","1","CR0310002C197703","BOAMD136197703",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"CR","Conrail","1977","0310001C","77","04",,,,,,"NEC","Northeast Corridor (AMTRAK)","030407","77","04",,"06","1977-04-06T00:00:00.000","11:42 AM","01","Derailment","0","0","0","0",,"PHILAD","PHILADELPHIA","LANDOVER","127.5","24","MD","MARYLAND","33","PRINCE GEORGE'S","2","50.0","2","Day","2","Cloudy","1","Main","1 MAIN","2","15.90","1","North","1","Freight Train","Yes","PE3","22","Estimated","22","5396",,,"DG",,,,,,,,,,"DH","024587","74","No","DH","024587","74","No",,,"No","2","0","0","0","0","0","0","0","0","0","48","0","46","0","1","0","0","1","0","0","400","0","5600","E44C","Truck bolster broken",,,"E44C","Truck bolster broken","1","0","1","2","1","8","1","8","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Main","2","1L","1L","1","NEC030407197704","CR0310001C197704",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,"Passenger (Formerly Commuter)",,,"ATK","Amtrak (National Railroad Passenger Corporation)","Amtrak"
"NS","Norfolk Southern Railway Company","2012","100248","12","06",,,,,,"NS","Norfolk Southern Railway Company","100248","12","06",,"25","2012-06-25T00:00:00.000","6:45 AM","01","Derailment","0","0","0","0","ALABAMA",,,"IRONDALE","791.00","01","AL","ALABAMA","73","JEFFERSON","3","85.0","1","Dawn","1","Clear","2","Yard","HUMP MAIN DIVIDE","1","0001","1","North","7","Yard/switching","Yes","AB40","4","Estimated","4","0","2","Not Signaled",,"Other Than Main Track","K","Restricted Speed or Equivalent",,,,,"1","Remote control portable transmitter","CEFX","152467","44","Yes",,,"0",,,,"No","2","0","0","0","0","0","0","0","0","0","30","0","54","0","0","2","0","0","0","0","400","17300","17700","M101","Snow, ice, mud, gravel, coal, sand, etc. on track",,,"M101","Snow, ice, mud, gravel, coal, sand, etc. on track","1","0","0","0","7","45",,,"0","0","0","0","0","0","0","0","0","0","0","0","CWR",,"33.548875000000002","-86.677926999999997","8'45"" DELAY TO THE HUMP. AB40 HUMPING IN AUTOMATIC FROM RT09 WITH 2 UNITS, 30-54-6194 TONS DERAILEDCEFX 152467 AND MCEX 350273 ON THE HUMP MAIN DIVIDE. BOTH CARS CUT TOGETHER WHERE DESTINE","Yard","1","CL","CL","1","NS100248201206","NS100248201206",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company"
"BNSF","BNSF Railway Company","2012","SF0712104","12","07",,,,,,"BNSF","BNSF Railway Company","SF0712104","12","07",,"10","2012-07-10T00:00:00.000","4:20 PM","13","Other (describe in narrative)","0","0","0","0","BIRMINGHAM",,,"GLEN ALLEN",,"01","AL","ALABAMA","57","FAYETTE","3","87.0","2","Day","1","Clear","4","Industry","6210","1",,"2","South","1","Freight Train","Yes","LSPR","4","Recorded","4","659","2","Not Signaled",,"Other Than Main Track",,,,,,,"0","Not a remotely controlled operation","AOK","501728","3","No",,,"0",,"0","0","No","2","0","0","0","0","0","0","0","0","0","3","0","7","0","0","0","0","0","0","0","53875","0","53875","H311","Moving cars while loading ramp/hose/chute/cables/bridge plate, etc., not in proper position",,,"H311","Moving cars while loading ramp/hose/chute/cables/bridge plate, etc., not in proper position","1","0","1","1","9","20","9","20","0","0","0","0","0","0","0","0","0","0","0","0","OTH",,"33.915827999999998","-87.748681000000005","L-SPR8411-10, WHILE SPOTTING 4 CARS IN GLEN ALLEN RAIL TRACK, STRUCK OVERHEAD LOADING CHUTE WITH ANAUTOVEYER CAR NEXT TO LOCOMOTIVE THAT THEY BELIEVED WOULD CLEAR CHUTE. CREW MEMBERS ON GROUND PROTECTING SHOVE NOT ABLE TO SEE CHUTE DUE TO CURVATURE OF TRACK ENGR'S VIEW BLOCKED BY HIGH CAR.","Industry","1","CL","CL","1","BNSFSF0712104201207","BNSFSF0712104201207",,"Class 1","SMT-5 - BNSF","BNSF","BNSF Railway Company","BNSF Railway Company",,,,,,,,"Class 1","SMT-5 - BNSF","BNSF","BNSF Railway Company","BNSF Railway Company"
"CR","Conrail","1977","0530008","77","04",,,,,,"CR","Conrail","0530008","77","04",,"16","1977-04-16T00:00:00.000","4:10 AM","01","Derailment","0","0","0","0",,"PITTSB","PITTSBURGH","CONWAY",,"42","PA","PENNSYLVANIA","7","BEAVER","2","45.0","4","Dark","1","Clear","2","Yard","CONWAY YARD 423","1",,"4","West","7","Yard/switching","Yes","6938","2","Estimated","2","0",,,"N",,,,,,,,,,"BO","484861","13","Yes",,,,,,,"No","1","0","0","0","0","0","0","0","0","0","22","0","10","0","0","3","0","0","0","0","4300","300","4600","H704","Switch previously run through",,,"H704","Switch previously run through","1","0","1","0","4","11","4","11","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Yard","1","1L","1L","1","CR0530008197704","CR0530008197704",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"CR","Conrail","1977","0920010","77","06",,,,,,"CR","Conrail","0920010","77","06",,"22","1977-06-22T00:00:00.000","2:35 PM","01","Derailment","0","0","0","0",,"CHICAG","CHICAGO","ELKHART",,"18","IN","INDIANA","39","ELKHART","4","85.0","2","Day","1","Clear","2","Yard","15 RECEIVING ELKHART","1",,"3","East","7","Yard/switching","Yes","6946","10","Estimated","10","0",,,"N",,,,,,,,,,"KTTX","901846","73","No",,,,,,,"No","2","0","0","0","0","0","0","0","0","0","48","0","49","0","1","0","0","3","0","0","1200","1677","2877","H505","Lateral drawbar force on curve excessive, train handling",,,"H505","Lateral drawbar force on curve excessive, train handling","1","0","1","2","6","36","6","36","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Yard","1","1L","1L","1","CR0920010197706","CR0920010197706",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"NS","Norfolk Southern Railway Company","2012","100520","12","07",,,,,,"NS","Norfolk Southern Railway Company","100520","12","07",,"15","2012-07-15T00:00:00.000","11:35 AM","01","Derailment","0","0","0","0","ALABAMA",,,"TUSCALOOSA","198.50","01","AL","ALABAMA","125","TUSCALOOSA","3","89.0","2","Day","1","Clear","2","Yard","TS01","1","0000","2","South","1","Freight Train","Yes","A55A","7","Recorded","7","2356","2","Not Signaled",,"Other Than Main Track","K","Restricted Speed or Equivalent",,,,,"0","Not a remotely controlled operation","NS","000713","1","No",,,"0",,,,"No","3","0","0","0","0","3","0","0","0","0","25","0","50","0","0","0","0","0","0","0","30000","500","30500","T311","Switch damaged or out of adjustment",,,"T311","Switch damaged or out of adjustment","1","0","1","1","6","42","6","42","0","0","0","0","0","0","0","0","0","0","0","0","CWR",,"33.198396000000002","-87.555881999999997","AMTK 20 - 1'17"", AMTK 19 - 1'00"", 225 - 3'05"", 345 - 5'50"", 340 - 4'50"", 339 - 1'35"", A55 - 4'00"" A55 SHOVING INTO TUSCALOOSA YARD DERAILED 3 UNITS NS 3018 (ALL WHEELS), NS 5216 ( ALL WHEELS), (B-END).","Yard","1","CL","CL","1","NS100520201207","NS100520201207",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company"
"ATK","Amtrak (National Railroad Passenger Corporation)","2013","127582","13","03",,,,,,"NS","Norfolk Southern Railway Company","104204","13","03",,"18","2013-03-18T00:00:00.000","4:33 PM","09","Obstruction","0","0","0","0","ALABAMA",,,"ANNISTON","0723.9","01","AL","ALABAMA","15","CALHOUN","3","65.0","2","Day","3","Rain","1","Main","MAIN","4",,"1","North","2","Passenger Train - Pulling","Yes","20","75","Estimated","75","0","1","Signaled",,"Signal Indication","Q","Traffic Control System/CTC",,,,,"0","Not a remotely controlled operation","AMT","000058","1",,,,"0",,,,"Yes","2","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","32334","0","32334","M404","Object or equipment on or fouling track - other than above (for  vandalism, see code M503)",,,"M404","Object or equipment on or fouling track - other than above (for  vandalism, see code M503)","2","1","2","0","6",,"6",,"0","0","0","0","0","0","0","0","0","0","0","0","CWR",,"33.621837999999997","-85.829228999999998","TRAIN 20 OPERATING WITH LOCOMOTIVES E/58-E/185 AND 9 CARS STRUCK A LARGE TREE AT MP723.9 CAUSING EXTENSIVE DAMAGE TO ENGINE UNIT E/58.  AMTRAKS EQUIPMENT DAMAGE IS $32,334.00.","Main","4","No","No","1","NS104204201303","ATK127582201303","Passenger (Formerly Commuter)",,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic","ATK","Amtrak (National Railroad Passenger Corporation)","Amtrak",,,,,,,,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company"
"SCL","Seaboard Coast Line Railroad","1977","077710601","77","07",,,,,,"SCL","Seaboard Coast Line Railroad","077710601","77","07",,"05","1977-07-05T00:00:00.000","5:50 PM","01","Derailment","0","0","0","0",,"??????","JAX TERMINALS","MONCRIEF YARD","A-640","12","FL","FLORIDA","31","DUVAL","3","87.0","2","Day","1","Clear","2","Yard","C YARD 6","1",,"2","South","7","Yard/switching","Yes","5","4","Estimated","4","0",,,"NM",,,,,,,,,,"RBNX","002865","2","Yes",,,,,,,,"1","0","0","0","0","0","0","0","0","0","6","0","0","0","0","5","0","0","0","0","3200","900","4100","T217","Mismatched rail-head contour",,,"T217","Mismatched rail-head contour","1","0","1","2","3","20","3","20","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Yard","1","1L","1L","1","SCL077710601197707","SCL077710601197707",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
"RDG","Reading Company","1975","S259","75","12",,,,,,"RDG","Reading Company","S259","75","12",,"11","1975-12-11T00:00:00.000","11:00 AM","01","Derailment","0","0","0","0",,"??????","SYSTEM","REX","5.9","42","PA","PENNSYLVANIA","63","INDIANA","2","38.0","2","Day","2","Cloudy","3","Siding","FIELD SIDING","1",,"4","West","1","Freight Train",,"3647","7","Recorded","7","1360",,,"I",,,,,,,,,,"RDG","040138","7","Yes",,,,,,,"No","2","0","0","0","0","0","0","0","0","0","16","0","0","0","0","4","0","0","0","0","3200","2150","5350","T110","Wide gage (due to defective or missing crossties)",,,"T110","Wide gage (due to defective or missing crossties)",,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Siding","1","1L","1L","1","RDGS259197512","RDGS259197512",,"Class 3",,"RDG","Reading Company","Not Assigned",,,,,,,,"Class 3",,"RDG","Reading Company","Not Assigned"
"CSX","CSX Transportation","2010","000073814","10","03",,,,,,"CSX","CSX Transportation","000073814","10","03",,"08","2010-03-08T00:00:00.000","9:00 PM","01","Derailment","13","6","0","0",,"ATLANT","ATLANTA","MONTGOMERY","0489.0","01","AL","ALABAMA","101","MONTGOMERY","3","49.0","4","Dark","1","Clear","2","Yard","SOUTH END LEAD","1","0000.0","2","South","1","Freight Train","Yes","S577","4","Recorded","4","1877",,,"N",,,,,,,,"0","Not a remotely controlled operation","TR","150101","14","No",,,"0",,"0","0","No","2","0","0","0","0","0","0","0","0","0","12","0","16","0","0","0","0","7","0","0","9727","1000","10727","H702","Switch improperly lined",,,"H702","Switch improperly lined","1","0","1","0","11","30","11","30","0","0","0","0","0","0","0","0","0","0","0","0",,,"0.0","0.0","S57708 WAS MAKING A PICKUP OUT OF TRACK N10. WHEN SHOVING TO COUPLE IN TRACK N10 THEY RAN THROUGH THE LONG POCKET SWITCH ON THE NORTH END. AFTER COUPLING THEY PULLED SOUTH TO HANG THE EOT AND DERAILED7 CARS.","Yard","1","CL","CL","1","CSX000073814201003","CSX000073814201003",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
"NS","Norfolk Southern Railway Company","2010","038660","10","03",,,,,,"NS","Norfolk Southern Railway Company","038660","10","03",,"04","2010-03-04T00:00:00.000","1:05 PM","04","Side collision","0","0","0","0",,"ALABAM","ALABAMA","MAYLENE","011.40","01","AL","ALABAMA","117","SHELBY","3","50.0","2","Day","1","Clear","1","Main","SINGLE MAIN TRACK","3","2","2","South","1","Freight Train","Yes","341A","0","Estimated","17","8420",,,"J",,,,,,,,"0","Not a remotely controlled operation","TILX","516830","137","Yes",,,"0",,"0","0","No","4","0","0","0","0","0","0","0","0","0","58","0","75","0","0","1","0","0","0","0","5000","100","11100","H607","Failure to comply with restricted speed or its equivalent not in connection with a block or interloc",,,"H607","Failure to comply with restricted speed or its equivalent not in connection with a block or interloc","1","0","1","0","8","45","8","45","0","0","0","0","0","0","0","0","0","0","0","0",,,"0.0","0.0","TRAIN 61G MOVING NORTH ON THE LACEY SIDING WITH 2 UNITS, 39-0-4918, STRUCK THE REAR CAR OF THE TRAIN341 AT THE NORTH END SWITCH DERAILING DERAILING TILX 516830 AND DAMAGING NS E8403.","Main","3","CL","CL","3","NS038660201003","NS038660201003",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company"
"PC","Penn Central Transportation Company","1975","0920005","75","10",,,,,,"PC","Penn Central Transportation Company","0920005","75","10",,"17","1975-10-17T00:00:00.000","9:10 PM","01","Derailment","0","0","0","0",,"??????","CHICAGO","SOUTH BEND",,"18","IN","INDIANA","141","ST JOSEPH","4","60.0","4","Dark","2","Cloudy","2","Yard","VANDALIA CONNECTION","1",,"4","West","7","Yard/switching",,"5687","10","Estimated","10","1310",,,"FNIM",,,,,,,,,,"TTDX","930379","15","Yes",,,,,,,"No","1","0","0","0","0","0","0","0","0","0","17","0","4","0","1","2","0","0","0","0","2100","450","2550","T215","Joint bar broken (noninsulated)",,,"T215","Joint bar broken (noninsulated)",,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Yard","1","1L","1L","1","PC0920005197510","PC0920005197510",,"Class 3",,"PC","Penn Central Transportation Company","Not Assigned",,,,,,,,"Class 3",,"PC","Penn Central Transportation Company","Not Assigned"
"CO","CHESAPEAKE & OHIO RAILWAY CO.","1975","ATC192","75","08",,,,,,"CO","CHESAPEAKE & OHIO RAILWAY CO.","ATC192","75","08",,"08","1975-08-08T00:00:00.000","4:30 AM","01","Derailment","0","0","0","0",,"OHIO","OHIO","WALBRIDGE","116","39","OH","OHIO","173","WOOD","2","50.0","4","Dark","1","Clear","2","Yard","9 ARRIVAL YARD",,,"4","West","7","Yard/switching",,"6013","4","Estimated","4","1260",,,"N",,,,,,,,,,"RR","005881","2","No",,,,,,,"No","0","0","0","1","0","0","0","0","0","0","14","0","14","0","0","4","0","5","0","0","1100","700","1800","H310","Failure to couple",,,"H310","Failure to couple",,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Yard","0","1L","1L","1","COATC192197508","COATC192197508",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
"TASD","Terminal Railway Alabama State Docks","2010","D20100222A","10","02","CSX","CSX Transportation","000073312","10","02","TASD","Terminal Railway Alabama State Docks","D20100222A","10","02",,"21","2010-02-21T00:00:00.000","11:15 PM","01","Derailment","0","0","0","0",,"SYSTEM","SYSTEM","MOBILE","0667.0","01","AL","ALABAMA","97","MOBILE","3","0.0","4","Dark","3","Rain","4","Industry","MCDUFFIE COAL LEAD","1",,"1","North",,,,,"0",,"6","0",,,,,,,,,,,,,,,"0",,,,"0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2620","38683","T210","Broken Rail - Head and web separation (outside joint bar limits)  [Desc.Changed-Refer to Current/Pre",,,"M506","Track damage caused by non-railroad interference with track structure",,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,"0.0","0.0","TASD REPORTING ONLY TRACK DAMAGE FOR THIS DERAILMENT.  CSX TRAIN DERAILED WITHIN THEIR LIMITS BUT CAUSED TRACK DAMAGE TO TASD PROPERTY.  AGAIN REPORTING ONLY TRACK DAMAGE CAUSED BY CSX DERAILMENT REPORT 000073312.","Yard","1","Cl","Cl","2","TASDD20100222A201002","TASDD20100222A201002","Shortline","Class 3","SMT-2 - Shortline – East","TASD","Terminal Railway Alabama State Docks","Not Assigned",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation","Shortline","Class 3","SMT-2 - Shortline – East","TASD","Terminal Railway Alabama State Docks","Not Assigned"
"UP","Union Pacific Railroad Company","2020","0820PR012","20","08",,,,,,"UP","Union Pacific Railroad Company","0820PR012","20","08",,"20","2020-08-20T00:00:00.000","11:55 PM","12","Other impacts","0","0","0","0","ROCKWELL SUB",,,"CHICAGO","2.53","17","IL","ILLINOIS","31","COOK","4","74.0","4","Dark","2","Cloudy","2","Yard","YARD 106","X",,"4","West","7","Yard/switching","Yes","YG16","0","Estimated","6","576","2","Not Signaled",,"Other Than Main Track","K","Restricted Speed or Equivalent","L","Special Instructions",,,"3","Remote control portable transmitter - more than one remote control transmitter","TTAX","355085","13","No",,,"0",,,,"No","1","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","1","0","0","4848","0","14134","H307","Shoving movement, man on or at leading end of movement, failure to control",,,"H307","Shoving movement, man on or at leading end of movement, failure to control","1","0","0","0",,"25",,,"0","0","0","0","0","0","0","0","0","0","0","0","OTH","000-000-000","41.861780000000003","-87.682336000000006","THE ZSCG1-19 SHOVED INTO THE YG167R-20, THAT WAS SHOVING WETWARD AND LINED INTO TRACK 109, CAUSING DAMGE TO 3 CARS AND DERAILNG 1 SET OF TRUCKS.","Yard","X","CL","CL","1","UP0820PR012202008","UP0820PR012202008",,"Class 1","SMT-6 - Union Pacific and KCS","UP","Union Pacific Railroad Company","Union Pacific Railroad Company",,,,,,,,"Class 1","SMT-6 - Union Pacific and KCS","UP","Union Pacific Railroad Company","Union Pacific Railroad Company"
"MEC","Maine Central Railroad Company","1975","F75061001","75","06",,,,,,"MEC","Maine Central Railroad Company","F75061001","75","06",,"10","1975-06-10T00:00:00.000","6:25 PM","01","Derailment","6","0","0","0",,"SYSTEM","EASTERN","BANGOR","136.3","23","ME","MAINE","19","PENOBSCOT","1","80.0","2","Day","1","Clear","2","Yard","YARD","1",,"4","West","1","Freight Train","Yes","2","7","Estimated","7","2375",,,"FI",,,,,,,,,,"CFPX","004651","33","Yes","CFPX","004651","33","Yes",,,"No","2","0","0","0","0","0","0","0","0","0","23","0","9","0","1","2","0","0","0","1","0","2133","2133","E64C","Worn flange","H503","Buffing or slack action excessive, train handling","E64C","Worn flange","1","0","1","2","0","40","0","25","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone","Yard","1","1L","1L","1","MECF75061001197506","MECF75061001197506",,"Class 2",,"GRS","Pan Am Railways/Guilford System","Not Assigned",,,,,,,,"Class 2",,"GRS","Pan Am Railways/Guilford System","Not Assigned"
"UP","Union Pacific Railroad Company","2005","0705CB016","05","07",,,,,,"UP","Union Pacific Railroad Company","0705CB016","05","07",,"25","2005-07-25T00:00:00.000","8:45 PM","01","Derailment","0","0","0","0",,"COUNCI","COUNCIL BLUFFS","COUNCIL BLUFFS","0.5","19","IA","IOWA","155","POTTAWATTAMIE","6","80.0","4","Dark","3","Rain","2","Yard","YARD","1",,"4","West","8","Light loco(s)","Yes","YCB3","3","Recorded","3","0",,,"N",,,,,,,,"0","Not a remotely controlled operation","UP","000815","1","No",,,"0",,"0","0","No","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9077","4298","13375","H702","Switch improperly lined",,,"H702","Switch improperly lined","1","0","1","1","5","45","5","45","0","0","0","0","0","0","0","0","0","0","0","0",,,"0.0","0.0","YCB32-25, LITE POWER, OPERATING ON ELEVATOR LEAD TRACK WHEN UP815 AND UP2319 DERAILED DUE TO AN IMPROPERLY LINED SWITCH.","Yard","1","1L","1L","1","UP0705CB016200507","UP0705CB016200507",,"Class 1","SMT-6 - Union Pacific and KCS","UP","Union Pacific Railroad Company","Union Pacific Railroad Company",,,,,,,,"Class 1","SMT-6 - Union Pacific and KCS","UP","Union Pacific Railroad Company","Union Pacific Railroad Company"
