"railroadcode","railroadname","year","incidentnumber","incidentyear","incidentmonth","otherrailroadcode","otherrailroadname","otherincidentnumber","otherincidentyear","otherincidentmonth","maintenanceincicidentrai","maintenancerailroadname","maintainenanceincidentnumber","maintenanceincidentyear","maintenanceincidentmonth","gradecrossingid","date","month","day","hour","minute","ampm","time","neareststation","division","subdivision","countycode","countyname","statecode","statename","cityname","highwayname","publicprivatecode","publicprivate","highwayusercode","highwayuser","estimatedvehiclespeed","vehicledirectioncode","vehicledirection","highwayuserpositioncode","highwayuserposition","equipmentinvolvedcode","equipmentinvolved","railroadcarunitposition","equipmentstruckcode","equipmentstruck","hazmatinvolvementcode","hazmatinvolvement","hazmatreleasedbycode","hazmatreleasedby","hazmatreleasedname","hazmatreleasedquantity","hazmatreleasedmeasure","temperature","visibilitycode","visibility","weatherconditioncode","weathercondition","equipmenttypecode","equipmenttype","tracktypecode","tracktype","trackname","trackclass","numberoflocomotiveunits","numberofcars","trainspeed","estimatedrecordedspeedcode","traindirectioncode","traindirection","crossingwarningexpandedcode1","crossingwarningexpandedcode2","crossingwarningexpandedcode3","crossingwarningexpandedcode4","crossingwarningexpandedcode5","crossingwarningexpandedcode6","crossing_warning_expanded_code_7","crossing_warning_expanded_code_8","crossing_warning_expanded_code_9","crossing_warning_expanded_code_10","crossing_warning_expanded_code_11","crossing_warning_expanded_code_12","crossingwarningexpanded1","crossingwarningexpanded2","crossingwarningexpanded3","crossingwarningexpanded4","crossingwarningexpanded5","crossingwarningexpanded6","crossing_warning_expanded_7","crossing_warning_expanded_8","crossing_warning_expanded_9","crossing_warning_expanded_10","crossing_warning_expanded_11","crossing_warning_expanded_12","crossingwarningcode","crossingwarning","crossingwarningexplanationcode","crossingwarningexplanation","roadwayconditioncode","roadwaycondition","crossingwarninglocationcode","crossingwarninglocation","warningconnectedtosignal","crossingilluminated","userage","usergender","userstruckbysecondtraincode","highwayuseractioncode","highwayuseraction","driverpassedvehicle","viewobstructioncode","viewobstruction","driverconditioncode","drivercondition","driverinvehicle","userskilledforreportingr","usersinjuredforreporting","vehicledamagecost","numbervehicleoccupants","employeeskilledforreport","employeesinjuredforrepor","numberpeopleontrain","form54filed","passengerskilledforrepor","passengersinjuredforrepo","videotaken","videoused","specialstudy1","specialstudy2","narrative","totalkilledform57","totalinjuredform57","railroadtype","railroadreporting","personskilledforreportin","totalinjuredform55a","district","whistlebancode","whistleban","reportkey","reporting_railroad_company_grouping","reporting_railroad_class","reporting_railroad_smt_grouping","reporting_parent_railroad_code","reporting_parent_railroad_name","reporting_railroad_holding_company","other_railroad_grouping","other_railroad_class","other_railroad_smt_grouping","other_parent_railroad_code","other_parent_railroad_name","other_railroad_holding_company","maintenance_railroad_grouping","maintenance_railroad_class","maintenance_railroad_smt_grouping","maintenance_parent_railroad_code","maintenance_parent_railroad_name","maintenance_railroad_holding_company"
"ICG","Illinois Central Gulf Railroad Company","1986","95362","86","07",,,,,,"ICG","Illinois Central Gulf Railroad Company","95362","86","07","300802D","1986-07-29T00:00:00.000","07","29","07","45","PM","7:45 PM","GWIN",,,"051","HOLMES","28","MISSISSIPPI",,"PRIVATE CROSSING","N","Private","A","Auto","0","3","East","1","Stalled or stuck on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"85.0","2","Day","1","Clear","1","Freight Train","1","Main","YAZOO DIST MAIN","3","3","93","25","E","2","South",,,,,,,,,,,,"12",,,,,,,,,,,,"None",,,,,,,"0",,,"No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","No","0","0","2500","0","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","3",,,"ICG95362198607",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"DM","Detroit & Mackinac Railway Company","1986","57150","86","12",,,,,,"DM","Detroit & Mackinac Railway Company","57150","86","12","251059G","1986-12-18T00:00:00.000","12","18","11","23","AM","11:23 AM","ALPENA",,,"007","ALPENA","26","MICHIGAN","ALPENA","BOLTON RD","Y","Public","A","Auto","15","1","North","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"36.0","2","Day","2","Cloudy","7","Yard/switching","1","Main","SINGLE MAIN TRACK","2","1","5","10","E","1","North","7",,,,,,,,,,,"11","Crossbucks",,,,,,,,,,,"Other",,,,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","2","5000","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","2","3L","1","0","2.0","4",,,"DM57150198612",,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned",,,,,,,,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned"
"ICG","Illinois Central Gulf Railroad Company","1986","95365","86","07",,,,,,"ICG","Illinois Central Gulf Railroad Company","95365","86","07","299751V","1986-07-31T00:00:00.000","07","31","10","05","AM","10:05 AM","CANTON",,,"089","MADISON","28","MISSISSIPPI","CANTON","PEACE ST","Y","Public","A","Auto","2","4","West","3","Moving over crossing","2","Train (units pushing)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"95.0","2","Day","1","Clear","7","Yard/switching","1","Main","CANTON DIST","3","2","10","3","E","1","North",,,,,,,,,,,,"3",,,,,,,,,,,,"Standard FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Unknown",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","3",,,"ICG95365198607",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"ICG","Illinois Central Gulf Railroad Company","1986","20165","86","07",,,,,,"ICG","Illinois Central Gulf Railroad Company","20165","86","07","304305P","1986-07-16T00:00:00.000","07","16","07","00","AM","7:00 AM","BEAUMONT",,,"041","GREENE","28","MISSISSIPPI",,"PRIVATE CROSSING","N","Private","C","Truck-trailer","7","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"82.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","4","68","35","E","2","South",,,,,,,,,,,,"12",,,,,,,,,,,,"None",,,,,,,"0",,"No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","0","1","0","0",,"Yes","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","3",,,"ICG20165198607",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GSMR","GULF AND MISSISSIPPI RAILROAD CORPORATION","1986","GM927100","86","07",,,,,,"GSMR","GULF AND MISSISSIPPI RAILROAD CORPORATION","GM927100","86","07","306256C","1986-07-17T00:00:00.000","07","17","12","55","PM","12:55 PM","COLUMBUS",,,"087","LOWNDES","28","MISSISSIPPI","COLUMBUS","MS HWY 69","Y","Public","A","Auto","45","1","North","3","Moving over crossing","6","Light loco(s) (moving)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"98.0","2","Day","1","Clear","8","Light loco(s)","1","Main","MAIN","2","2","0","10","E","1","North","3",,,,,,,,,,,"6","Standard FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","2","15000","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","2","3L","1","0","2.0","3",,,"GSMRGM927100198607",,"Class 3",,"GMSR","Gulf And Mississippi Railroad Corporation","Not Assigned",,,,,,,,"Class 3",,"GMSR","Gulf And Mississippi Railroad Corporation","Not Assigned"
"UB","Union Belt Of Detroit","1986","644","86","11",,,,,,"UB","Union Belt Of Detroit","644","86","11","234266G","1986-11-18T00:00:00.000","11","18","06","20","PM","6:20 PM","DETROIT",,,"163","WAYNE","26","MICHIGAN","DETROIT","LITTLEFIELD AVE","Y","Public","A","Auto","15","2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"18.0","4","Dark","1","Clear","7","Yard/switching","1","Main","MAINLINE","1","1","3","5","E","4","West",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","Unknown","Unknown",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3S","1","0","0.0","4",,,"UB644198611",,"Class 3",,"UB","Union Belt Of Detroit","Not Assigned",,,,,,,,"Class 3",,"UB","Union Belt Of Detroit","Not Assigned"
"ICG","Illinois Central Gulf Railroad Company","1986","95364","86","07",,,,,,"ICG","Illinois Central Gulf Railroad Company","95364","86","07","300878J","1986-07-31T00:00:00.000","07","31","01","10","PM","1:10 PM","RAGIN",,,"089","MADISON","28","MISSISSIPPI",,"RAGIN XING","Y","Public","C","Truck-trailer","40","3","East","3","Moving over crossing","1","Train (units pulling)","2","2","Rail equipment struck by highway user","4","Neither",,,,,,"95.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","3","99","35","E","2","South","5",,,,,,,,,,,"7","Hwy. traffic signals",,,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","3",,,"ICG95364198607",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GSMR","GULF AND MISSISSIPPI RAILROAD CORPORATION","1986","GM92797","86","07",,,,,,"GSMR","GULF AND MISSISSIPPI RAILROAD CORPORATION","GM92797","86","07","304039V","1986-07-10T00:00:00.000","07","10","09","35","AM","9:35 AM","TUPELO",,,"081","LEE","28","MISSISSIPPI","VERONA","CARR VISTA ROAD","Y","Public","A","Auto","5","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"95.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","2","1","14","25","E","2","South","6","7",,,,,,,,,,"8","Audible","Crossbucks",,,,,,,,,,"Stop signs","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","8000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","3L","1","0","1.0","3",,,"GSMRGM92797198607",,"Class 3",,"GMSR","Gulf And Mississippi Railroad Corporation","Not Assigned",,,,,,,,"Class 3",,"GMSR","Gulf And Mississippi Railroad Corporation","Not Assigned"
"GSMR","GULF AND MISSISSIPPI RAILROAD CORPORATION","1986","GM92798","86","07",,,,,,"GSMR","GULF AND MISSISSIPPI RAILROAD CORPORATION","GM92798","86","07","303731U","1986-07-11T00:00:00.000","07","11","02","22","PM","2:22 PM","QUITMAN",,,"023","CLARKE","28","MISSISSIPPI","QUITMAN","DESOTO ROAD","Y","Public","A","Auto","0","4","West","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"95.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","2","4","32","25","E","2","South","6",,,,,,,,,,,"7","Audible",,,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","1","Killed","Yes","1","0","3000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","1","0","3L","1","1","0.0","3",,,"GSMRGM92798198607",,"Class 3",,"GMSR","Gulf And Mississippi Railroad Corporation","Not Assigned",,,,,,,,"Class 3",,"GMSR","Gulf And Mississippi Railroad Corporation","Not Assigned"
"CSRR","Chessie System Railroads","1986","COXMI2329","86","12",,,,,,"CSRR","Chessie System Railroads","COXMI2329","86","12","232446X","1986-12-22T00:00:00.000","12","22","10","10","AM","10:10 AM","BLACKMAR",,,"145","SAGINAW","26","MICHIGAN","BRIDGEPORT","PROSPECT ST","Y","Public","A","Auto","0","4","West","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"39.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","2","75","25","E","1","North",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","600","3","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"CSRRCOXMI2329198612",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
