"condition","outcome","year","geography","geotype","geoname","geoid","region","district","total","totalrate","aarate","age0_14","age0_14rate","age15_24","age15_24rate","age25_44","age25_44rate","age45_64","age45_64rate","age65plus","age65plusrate","total_male","total_malerate","aa_totalmalerate","age0_14_male","age0_14_malerate","age15_24_male","age15_24_malerate","age25_44_male","age25_44_malerate","age45_64_male","age45_64_malerate","age65plus_male","age65plus_malerate","total_female","total_femalerate","aa_totalfemalerate","age0_14_female","age0_14_femalerate","age15_24_female","age15_24_femalerate","age25_44_female","age25_44_femalerate","age45_64_female","age45_64_femalerate","age45plus_female","age45plus_femalerate","age65plus_female","age65plus_femalerate","white_total","white_totalrate","white_age0_14","white_age0_14rate","white_age15_24","white_age15_24rate","white_age25_44","white_age25_44rate","white_age45_64","white_age45_64rate","white_age65plus","white_age65plusrate","white_total_male","white_total_malerate","white_age0_14_male","white_age0_14_malerate","white_age15_24_male","white_age15_24_malerate","white_age25_44_male","white_age25_44_malerate","white_age45_64_male","white_age45_64_malerate","white_age65plus_male","white_age65plus_malerate","white_total_female","white_total_femalerate","white_age0_14_female","white_age0_14_femalerate","white_age15_24_female","white_age15_24_femalerate","white_age25_44_female","white_age25_44_femalerate","white_age45_64_female","white_age45_64_femalerate","white_age45plus_female","white_age45plus_femalerate","white_age65plus_female","white_age65plus_femalerate","black_total","black_totalrate","black_age0_14","black_age0_14rate","black_age15_24","black_age15_24rate","black_age25_44","black_age25_44rate","black_age45_64","black_age45_64rate","black_age65plus","black_age65plusrate","black_total_male","black_total_malerate","black_age0_14_male","black_age0_14_malerate","black_age15_24_male","black_age15_24_malerate","black_age25_44_male","black_age25_44_malerate","black_age45_64_male","black_age45_64_malerate","black_age65plus_male","black_age65plus_malerate","black_total_female","black_total_femalerate","black_age0_14_female","black_age0_14_femalerate","black_age15_24_female","black_age15_24_femalerate","black_age25_44_female","black_age25_44_femalerate","black_age45_64_female","black_age45_64_femalerate","black_age45plus_female","black_age45plus_femalerate","black_age65plus_female","black_age65plus_femalerate","hispanic_total","hispanic_totalrate","hispanic_age0_14","hispanic_age0_14rate","hispanic_age15_24","hispanic_age15_24rate","hispanic_age25_44","hispanic_age25_44rate","hispanic_age45_64","hispanic_age45_64rate","hispanic_age65plus","hispanic_age65plusrate","hispanic_total_male","hispanic_total_malerate","hispanic_age0_14_male","hispanic_age0_14_malerate","hispanic_age15_24_male","hispanic_age15_24_malerate","hispanic_age25_44_male","hispanic_age25_44_malerate","hispanic_age45_64_male","hispanic_age45_64_malerate","hispanic_age65plus_male","hispanic_age65plus_malerate","hispanic_total_female","hispanic_total_femalerate","hispanic_age0_14_female","hispanic_age0_14_femalerate","hispanic_age15_24_female","hispanic_age15_24_femalerate","hispanic_age25_44_female","hispanic_age25_44_femalerate","hispanic_age45_64_female","hispanic_age45_64_femalerate","hispanic_age45plus_female","hispanic_age45plus_femalerate","hispanic_age65plus_female","hispanic_age65plus_femalerate","api_total","api_totalrate","api_age0_14","api_age0_14rate","api_age15_24","api_age15_24rate","api_age25_44","api_age25_44rate","api_age45_64","api_age45_64rate","api_age65plus","api_age65plusrate","api_total_male","api_total_malerate","api_age0_14_male","api_age0_14_malerate","api_age15_24_male","api_age15_24_malerate","api_age25_44_male","api_age25_44_malerate","api_age45_64_male","api_age45_64_malerate","api_age65plus_male","api_age65plus_malerate","api_total_female","api_total_femalerate","api_age0_14_female","api_age0_14_femalerate","api_age15_24_female","api_age15_24_femalerate","api_age25_44_female","api_age25_44_femalerate","api_age45_64_female","api_age45_64_femalerate","api_age45plus_female","api_age45plus_femalerate","api_age65plus_female","api_age65plus_femalerate","aian_total","aian_totalrate","aian_age0_14","aian_age0_14rate","aian_age15_24","aian_age15_24rate","aian_age25_44","aian_age25_44rate","aian_age45_64","aian_age45_64rate","aian_age65plus","aian_age65plusrate","aian_total_male","aian_total_malerate","aian_age0_14_male","aian_age0_14_malerate","aian_age15_24_male","aian_age15_24_malerate","aian_age25_44_male","aian_age25_44_malerate","aian_age45_64_male","aian_age45_64_malerate","aian_age65plus_male","aian_age65plus_malerate","aian_total_female","aian_total_femalerate","aian_age0_14_female","aian_age0_14_femalerate","aian_age15_24_female","aian_age15_24_femalerate","aian_age25_44_female","aian_age25_44_femalerate","aian_age45_64_female","aian_age45_64_femalerate","aian_age45plus_female","aian_age45plus_femalerate","aian_age65plus_female","aian_age65plus_femalerate","other_notaian_total","other_notaian_totalrate","other_notaian_age0_14","other_notaian_age0_14rate","other_notaian_age15_24","other_notaian_age15_24rate","other_notaian_age25_44","other_notaian_age25_44rate","other_notaian_age45_64","other_notaian_age45_64rate","other_notaian_age65plus","other_notaian_age65plusrate","other_notaian_total_male","other_notaian_total_malerate","other_notaian_age0_14_male","other_notaian_age0_14_malerate","other_notaian_age15_24_male","other_notaian_age15_24_1","other_notaian_age25_44_male","other_notaian_age25_44_1","other_notaian_age45_64_male","other_notaian_age45_64_1","other_notaian_age65plus_male","other_notaian_age65plus_1","other_notaian_total_female","other_notaian_total_femalerate","other_notaian_age0_14_female","other_notaian_age0_14_1","other_notaian_age15_24_female","other_notaian_age15_24_2","other_notaian_age25_44_female","other_notaian_age25_44_2","other_notaian_age45_64_female","other_notaian_age45_64_2","other_notaian_age45plus_female","other_notaian_age45plus","other_notaian_age65plus_female","other_notaian_age65plus_2"
"Pulmonary Diseases","Death","2017","Jamul","SRA","JAMUL","30","EAST","Supervisorial District 2","5","28.41","26.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","La Mesa","SRA","LA MESA","33","EAST","Supervisorial District 2","29","46.57","32.66",,,,,,,,,"25","244.57","12","40.41","34.11",,,,,,,,,"9","210.32","17","52.49","29.74",,,,,,,,,"17","116.42","16","270.26","23","66.86",,,,,,,,,"22","273.68","9","54.11",,,,,,,,,"8","245.25","14","79.33",,,,,,,,,"14","143.94","13","295.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Laguna-Pine Valley","SRA","LAGUNA-PINE VALLEY","61","EAST","Supervisorial District 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Lakeside","SRA","LAKESIDE","36","EAST","Supervisorial District 2","24","40.40","34.05",,,,,,,,,"22","237.57","10","34.67","31.90",,,,,,,,,"9","227.82","14","46.02","36.18",,,,,,,,,"14","105.22","13","245.32","23","58.43",,,,,,,,,"21","274.09","9","48.53",,,,,,,,,"9","249.42","13","68.34",,,,,,,,,"13","134.90","12","294.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Lemon Grove","SRA","LEMON GROVE","32","EAST","Supervisorial District 2","11","37.13","38.67",,,,,,,,,"9","234.27",,,,,,,,,,,,,,"9","56.01","50.25",,,,,,,,,"9","143.99","7","299.19","10","108.75",,,,,,,,,"8","404.45",,,,,,,,,,,,,"8","172.12",,,,,,,,,"8","325.81","6","544.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Mountain Empire","SRA","MOUNTAIN EMPIRE","62","EAST","Supervisorial District 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Santee","SRA","SANTEE","35","EAST","Supervisorial District 2","15","26.99","22.67",,,,,,,,,"14","164.32","6","22.29","23.23",,,,,,,,,"6","158.30","9","31.48","22.83",,,,,,,,,"9","71.31","8","169.15","15","39.76",,,,,,,,,"13","200.06","6","32.25",,,,,,,,,"6","190.26","9","47.16",,,,,,,,,"9","93.07","8","208.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Spring Valley","SRA","SPRING VALLEY","31","EAST","Supervisorial District 2","37","43.60","37.52",,,,,,,"5","23.75","32","267.43","16","37.52","38.87",,,,,,,,,"13","243.17","21","49.52","35.54",,,,,,,,,"21","120.90","19","286.54","28","80.22",,,,,,,,,"25","326.33","10","58.16",,,,,,,,,"8","240.61","18","102.36",,,,,,,,,"18","190.39","16","398.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","89.75",,,,,,,,,"5","442.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","North Central Region","Region","NORTH CENTRAL","2","NORTH CENTRAL","NA","170","25.75","22.03",,,,,,,"12","7.39","158","163.45","77","23.21","23.47",,,,,,,"9","11.20","68","157.68","93","28.32","20.76",,,,,,,,,"93","68.60","90","168.11","145","39.40",,,,,,,"9","9.08","136","193.13","60","31.83",,,,,,,"7","13.71","53","164.68","85","47.34",,,,,,,,,"85","98.46","83","217.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","4.08",,,,,,,,,"5","60.73",,,,,,,,,,,,,,,,,,,,,,,,,,,"13","10.91",,,,,,,,,"12","81.72","8","14.10",,,,,,,,,"8","132.67","5","8.01",,,,,,,,,"5","19.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Coastal","SRA","COASTAL","11","NORTH CENTRAL","Supervisorial District 4","16","18.47","12.27",,,,,,,,,"16","107.14","5","11.59","9.74",,,,,,,,,"5","75.82","11","25.51","13.63",,,,,,,,,"11","60.34","11","132.59","16","25.22",,,,,,,,,"16","124.18","5","15.60",,,,,,,,,"5","86.28","11","35.35",,,,,,,,,"11","77.08","11","156.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2017","Del Mar-Mira Mesa","SRA","DEL MAR-MIRA MESA","13","NORTH CENTRAL","Supervisorial District 3","27","15.61","17.96",,,,,,,,,"25","116.32","12","14.21","18.99",,,,,,,,,"11","114.87","14","17.02","17.37",,,,,,,,,"14","40.25","14","117.52","20","25.50",,,,,,,,,"18","145.27","8","20.14",,,,,,,,,"7","119.03","12","31.26",,,,,,,,,"12","63.17","11","169.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","11.76",,,,,,,,,"7","94.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
