"parcel_number","property_class","property_status","inventory_type","zoned_as","address","city","state","postal_code","county","neighborhood","city_council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location_1","date_of_acquisition"
"JA28220111300000000","Residential Vacant","Disposed","Land Bank","R-2.5","727A Cypress","Kansas City","MO","64124","Jackson","Lykins","3rd","2017-12-11T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","3445.0","6336.497639","Vacant lot or land - usable",,,,,"727A Cypress
Kansas City, MO 64124
(39.103157, -94.52929)","2013-04-09T00:00:00.000"
"JA46220061500000000","Residential Vacant","Acquired","Land Bank","R-2.5","5922 Cypress Pl","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th",,"Kansas City Missouri 110",,"N","2019","6300.0","4306.144514","Vacant lot or land - little or no use",,,,,"5922 Cypress Pl
Kansas City, MO 64130
(39.017592, -94.5337)","2013-04-09T00:00:00.000"
"JA46310053500000000","Residential Vacant","Acquired","Land Bank","R-6","6006 Jackson Ave","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th",,"Kansas City Missouri 110",,"N","2019","8500.0","5824.818646","Vacant lot or land - little or no use",,,,,"6006 Jackson Ave
Kansas City, MO 64130
(39.016609, -94.537286)","2013-04-09T00:00:00.000"
"JA31740043800000000","Residential Vacant","Acquired","Land Bank","R-7.5","5618  EWING AVE","Kansas City","MO","64129","Jackson","Brown Estates","5th",,"RAYTOWN 150","Assemblage","N","2019","7450.0","15139.417465","Vacant lot or land - usable",,,,,"5618  EWING AVE
Kansas City, MO 64129
(39.022138, -94.506594)","2014-03-28T00:00:00.000"
"JA28440030800000000","Residential Vacant","Disposed","Land Bank","R-2.5","2311 MERSINGTON AVE","KANSAS CITY","MO","64127","Jackson","East Community Team South","3rd","2016-02-29T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2012","419.0","4047.760799","Vacant lot or land - usable",,,,,"2311 MERSINGTON AVE
KANSAS CITY, MO 64127
(39.083353, -94.537029)","2013-05-31T00:00:00.000"
"48-310-19-05-00-0-00-000","Residential Improved","Disposed","KCMHA","R-7.5","501 W 86TH TER","Kansas City","MO","64114.0","Jackson","Western Hills","6th","2014-05-07T00:00:00.000","CENTER 120","Affordable Housing","N",,"88202.617","8286.432188","Structure - fair condition",,,,,"501 W 86TH TER
Kansas City, MO 64114.0
(38.971789, -94.596901)","2015-04-28T00:00:00.000"
"JA31320253700000000","Residential Improved","Disposed","Land Bank","R-2.5","3710  INDIANA AVE","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2015-09-22T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2014","25530.0","4050.28816","Structure - good condition","1304","3","1","2014-10-28T00:00:00.000","3710  INDIANA AVE
Kansas City, MO 64128
(39.058294, -94.54421)","2014-03-28T00:00:00.000"
"JA30610062100000000","Residential Vacant","Disposed","Land Bank","R-2.5","4326 GARFIELD AVE","KANSAS CITY","MO","64130","Jackson","Ivanhoe Southeast","3rd","2018-11-19T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N","2012","1694.0","6925.301667","Vacant lot or land - usable",,,,,"4326 GARFIELD AVE
KANSAS CITY, MO 64130
(39.047451, -94.559834)","2013-05-31T00:00:00.000"
"JA46410162200000000","Residential Vacant","Acquired","Land Bank","R-2.5","4016 E 69th St","Kansas City","MO","64132","Jackson","Foxtown East","5th",,"Kansas City Missouri 110","Side Yard","N","2019","7000.0","4810.171667","Vacant lot or land - usable",,,,,"4016 E 69th St
Kansas City, MO 64132
(39.000895, -94.539771)","2013-04-09T00:00:00.000"
"30-710-22-16-00-0-00-000","Residential Vacant","Acquired","KCMHA","R-6","5345 EUCLID AVE","Kansas City","MO","64130.0","Jackson","Blue Hills","5th",,"KANSAS CITY MISSOURI 110",,"N","2019","9150.0","5427.8625","Vacant lot or land - usable",,,,,"5345 EUCLID AVE
Kansas City, MO 64130.0
(39.028818, -94.562015)","2015-04-28T00:00:00.000"
"JA28530021300000000","Residential Vacant","Acquired","Land Bank","B3-2","4902 E 24th St","KANSAS CITY","MO","64127","JACKSON","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","31254.0","4216.96","Vacant lot or land - usable",,,,,"4902 E 24th St
KANSAS CITY, MO 64127
(39.08204, -94.52631)","2017-02-23T00:00:00.000"
"JA31330172800000000","Residential Improved","Disposed","Land Bank","R-2.5","4120  BENTON BLVD","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2015-10-08T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2014","27232.0","5383.057326","Structure - good condition","2547","3","1","2014-05-13T00:00:00.000","4120  BENTON BLVD
Kansas City, MO 64130
(39.050942, -94.546939)","2014-03-28T00:00:00.000"
"JA31220271300000000","Residential Vacant","Disposed","Land Bank","R-2.5","4911 E 39th St","Kansas City","MO","64130","Jackson","Vineyard","3rd","2021-04-07T00:00:00.000","Kansas City Missouri 110","Assemblage, Infill construction, Side Yard","Y","2019","3650.0","6492.427917","Vacant lot or land - usable",,"2","1","2014-01-13T00:00:00.000","4911 E 39th St
Kansas City, MO 64130
(39.055244, -94.526256)","2013-04-09T00:00:00.000"
"JA31540141000000000","Residential Vacant","Disposed","Land Bank","R-5","5036 Oakley Ave","Kansas City","MO","64130","Jackson","Brown Estates","5th","2018-03-13T00:00:00.000","Kansas City Missouri 110","Public Green Space, Wildlife Conservation Area","N","2012","3000.0","20016.371389","Vacant lot or land - little or no use",,,,"2014-01-09T00:00:00.000","5036 Oakley Ave
Kansas City, MO 64130
(39.033144, -94.519714)","2013-04-09T00:00:00.000"
"JA31520230700000000","Residential Improved","Disposed","Land Bank","R-2.5","4617 Lawn Ave","Kansas City","MO","64130","Jackson","Vineyard","3rd","2017-09-22T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","15863.0","7019.261667","Structure - fair condition",,,"1","2014-03-31T00:00:00.000","4617 Lawn Ave
Kansas City, MO 64130
(39.041258, -94.530084)","2013-04-09T00:00:00.000"
"JA28420187300000000","Residential Vacant","Reserved","KCMHA","R-2.5","1822 AGNES AVE","KANSAS CITY","MO","64127","Jackson","Washington Wheatley","3rd","2021-08-16T00:00:00.000","KANSAS CITY MISSOURI 110",,"N","2019","2000.0","3250.5","Vacant lot or land - usable",,,,"2014-02-14T00:00:00.000","1822 AGNES AVE
KANSAS CITY, MO 64127
(39.089726, -94.547229)","2013-05-31T00:00:00.000"
"JA28810122200000000","Residential Vacant","Acquired","Land Bank","R-2.5","5626 Bonita St","Kansas City","MO","64128","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"N","2019","4150.0","9010.737951","Vacant lot or land - usable",,,,"2014-10-23T00:00:00.000","5626 Bonita St
Kansas City, MO 64128
(39.073794, -94.516573)","2013-04-09T00:00:00.000"
"JA30130221100000000","Residential Improved","Disposed","KCMHA",,"4119 Tracy","Kansas City","MO","64110","Jackson","Manheim Park","3rd","2016-02-11T00:00:00.000",,"Public Purpose","N",,,,"Structure - severely distressed",,,,,"4119 Tracy
Kansas City, MO 64110
(39.05169, -94.569869)","2014-04-28T00:00:00.000"
"JA13720092900000000","Residential Improved","Reserved","KCMHA","R-2.5","440 N WHEELING AVE","KANSAS CITY","MO","64123","JACKSON","North Indian Mound","4th","2020-02-07T00:00:00.000","KANSAS CITY MISSOURI 110",,"N","2019","34307.0","6955.911875","Structure - severely distressed",,,"1",,"440 N WHEELING AVE
KANSAS CITY, MO 64123
(39.117216, -94.510298)","2016-02-19T00:00:00.000"
"JA28630082000000000","Residential Vacant","Acquired","Land Bank","R-2.5","5824 E 27th St","Kansas City","MO","64129","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"N","2019","2700.0","4833.551944","Vacant lot or land - little or no use",,,,,"5824 E 27th St
Kansas City, MO 64129
(39.075879, -94.514534)","2013-04-09T00:00:00.000"
"JA31940063500000000","Residential Vacant","Acquired","Land Bank","R-2.5","5616 Bales","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th",,"Kansas City Missouri 110","Infill construction","N","2019","14950.0","17182.201667","Vacant lot or land - usable",,,,,"5616 Bales
Kansas City, MO 64130
(39.023943, -94.544947)","2013-04-09T00:00:00.000"
"JA28120310800000000","Residential Vacant","Acquired","Land Bank","R-2.5","5837 East 11th St","Kansas City","MO","64126","Jackson","Sheffield","4th",,"KANSAS CITY MISSOURI 110",,"N","2019","6850.0","6693.033056","Vacant lot or land - usable",,,,,"5837 East 11th St
Kansas City, MO 64126
(39.09941, -94.512706)","2015-03-01T00:00:00.000"
"JA28110114500000000","Residential Vacant","Acquired","Land Bank","R-2.5","915 Ewing Ave","Kansas City","MO","64125","Jackson","Sheffield","4th",,"Kansas City Missouri 110","Assemblage","N","2019","7950.0","8421.215347","Vacant lot or land - usable",,,,,"915 Ewing Ave
Kansas City, MO 64125
(39.100282, -94.502949)","2013-04-09T00:00:00.000"
"JA46320120600000000","Residential Vacant","Disposed","Land Bank","R-2.5","3031 E 60TH ST","Kansas City","MO","64129","Jackson","South Town Fork Creek","5th","2015-11-20T00:00:00.000","KANSAS CITY MISSOURI 110",,"Y","2015","26024.0","6041.225764","Vacant lot or land - usable",,,,,"3031 E 60TH ST
Kansas City, MO 64129
(39.017424, -94.549709)","2015-03-01T00:00:00.000"
"JA28610121300000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","6904 E 19th","KANSAS CITY","MO","64126.0","JACKSON","Central Blue Valley And Park Tower Gardens","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","10950.0","18799.11","Awaiting evaluation",,,,,,"2017-02-23T00:00:00.000"
"JA31410112000000000","Residential Vacant","Acquired","Land Bank","R-2.5","4426 Monroe Ave","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd",,"Kansas City Missouri 110",,"Y","2019","3100.0","5545.117431","Vacant lot or land - little or no use",,,,,"4426 Monroe Ave
Kansas City, MO 64130
(39.044927, -94.541441)","2013-04-09T00:00:00.000"
"JA31940090800000000","Residential Vacant","Acquired","Land Bank","R-2.5","5727 Myrtle Ave","KANSAS CITY","MO","64130","JACKSON","Swope Parkway-Elmwood","5th",,"KANSAS CITY MISSOURI 110","Assemblage, Infill construction, Urban Agriculture","N","2019","6650.0","5370.62","Vacant lot or land - usable",,,,,"5727 Myrtle Ave
KANSAS CITY, MO 64130
(39.021285, -94.539288)","2019-02-21T00:00:00.000"
"JA28240080800000000","Residential Vacant","Disposed","Land Bank","R-2.5","1211 Van Brunt Blvd","Kansas City","MO","64127","Jackson","West Blue Valley","3rd","2018-08-22T00:00:00.000","Kansas City Missouri 110",,"N","2012","2677.0","5032.159861","Vacant lot or land - usable",,,,"2014-01-09T00:00:00.000","1211 Van Brunt Blvd
Kansas City, MO 64127
(39.097225, -94.523304)","2013-04-09T00:00:00.000"
"JA28720070400000000","Residential Vacant","Disposed","Land Bank","R-2.5","2941 Topping Ave","Kansas City","MO","64129","Jackson","South Blue Valley","3rd","2018-03-15T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","3810.0","11144.410069","Vacant lot or land - usable",,,,,"2941 Topping Ave
Kansas City, MO 64129
(39.071027, -94.515835)","2013-04-09T00:00:00.000"
"JA31230231000000000","Residential Vacant","Acquired","Land Bank","R-2.5","4710 E 43RD ST","Kansas City","MO","64130","Jackson","Vineyard","3rd",,"KANSAS CITY MISSOURI 110","Assemblage","N","2019","3750.0","6725.755278","Vacant lot or land - usable",,,,,"4710 E 43RD ST
Kansas City, MO 64130
(39.047411, -94.529194)","2015-03-01T00:00:00.000"
"JA28810251900000000","Residential Vacant","Disposed","Land Bank","R-2.5","5625 E 29TH TER","Kansas City","MO","64128","Jackson","South Blue Valley","3rd","2018-07-25T00:00:00.000","KANSAS CITY MISSOURI 110","Infill construction, Urban Agriculture","N","2014","1060.0","13574.282708","Vacant lot or land - usable",,,,"2014-05-21T00:00:00.000","5625 E 29TH TER
Kansas City, MO 64128
(39.071628, -94.517176)","2014-03-28T00:00:00.000"
"JA28420171800000000","Residential Vacant","Reserved","KCMHA","R-2.5","1915 AGNES AVE","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","1350.0","1804.71177083",,,,,,"1915 AGNES AVE
Kansas City, MO 64127
(39.089118, -94.547253)","2015-03-01T00:00:00.000"
"30-110-04-02-00-0-00-000","Residential Vacant","Disposed","KCMHA","R-1.5","3501 BROOKLYN AVE","Kansas City","MO","64109.0","Jackson","Ivanhoe Northeast","3rd","2014-03-18T00:00:00.000","KANSAS CITY MISSOURI 110",,"N",,"499.985","5054.788889","Vacant lot or land - usable",,,,,"3501 BROOKLYN AVE
Kansas City, MO 64109.0
(39.062725, -94.557848)",
"31-430-23-26-00-0-00-000","Residential Vacant","Acquired","KCMHA","R-2.5","5004 AGNES AVE","Kansas City","MO","64130.0","Jackson","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","7650.0","5262.565625","Vacant lot or land - usable",,,,,"5004 AGNES AVE
Kansas City, MO 64130.0
(39.035123, -94.550051)","2015-04-28T00:00:00.000"
"JA28940202600000000","Residential Improved","Disposed","Land Bank","R-2.5","3426 Bales Ave","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd","2017-12-07T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","22126.0","6596.432188","Structure - fair condition",,,,,"3426 Bales Ave
Kansas City, MO 64128
(39.063138, -94.542854)","2013-04-09T00:00:00.000"
"JA49740011800000000","Residential Vacant","Acquired","Land Bank","R-7.5","NO ADDRESS ASSIGNED BY CITY","KANSAS CITY","MO","64134.0","JACKSON","Hickman Mills South","6th",,"HICKMAN MILLS 140",,"N","2019","10400.0","11058.7528819","Awaiting evaluation",,,,,,"2016-02-19T00:00:00.000"
"JA31210161200000000","Residential Improved","Disposed","Land Bank","R-2.5","5104 E 39TH ST","KANSAS CITY","MO","64128","Jackson","Knoches Park","3rd","2016-07-01T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","24008.0","8478.21894","Structure - fair condition","980","2","1","2014-08-28T00:00:00.000","5104 E 39TH ST
KANSAS CITY, MO 64128
(39.055072, -94.524288)","2013-05-31T00:00:00.000"
"JA28120342000000000","Residential Vacant","Acquired","Land Bank","R-2.5","1016 Fuller Ave","Kansas City","MO","64126","Jackson","Sheffield","4th",,"Kansas City Missouri 110",,"N","2019","4350.0","3854.824201","Vacant lot or land - usable",,,,"2013-12-31T00:00:00.000","1016 Fuller Ave
Kansas City, MO 64126
(39.099155, -94.506463)","2013-04-09T00:00:00.000"
"JA31830010100000000","Industrial Vacant","Disposed","Land Bank","M3-5","5514 Brighton Avenue","Kansas City","MO","64119","Jackson","Swope Parkway-Elmwood","5th","2018-03-05T00:00:00.000","Kansas City Missouri 110","Commercial Use, Industrial Use","N","2012","4275.0","42107.576111","Vacant lot or land - little or no use",,,,,"5514 Brighton Avenue
Kansas City, MO 64119
(39.022467, -94.52838)","2013-04-09T00:00:00.000"
"30-630-16-06-00-0-00-000","Residential Vacant","Acquired","KCMHA","R-6","4921 A Paseo","Kansas City","MO","64110","Jackson","Blue Hills","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","N","2019","2050.0","1226.510486","Vacant lot or land - usable",,,,,"4921 A Paseo
Kansas City, MO 64110
(39.037313, -94.56748)","2015-04-28T00:00:00.000"
"JA28320282501000000","Residential Vacant","Disposed","Land Bank","R-1.5","3113 E 11th ST","Kansas City","MO","64127","Jackson","Independence Plaza","3rd","2016-07-07T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2014","30.0","1538.371805","Vacant lot or land - little or no use",,,,"2014-12-04T00:00:00.000","3113 E 11th ST
Kansas City, MO 64127
(39.100447, -94.545669)","2014-03-28T00:00:00.000"
"JA28530103800000000","Commercial Vacant","Acquired","Land Bank","B3-2","2406 Spruce Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","2250.0","4029.79729167","Vacant lot or land - usable",,,,,"2406 Spruce Ave
Kansas City, MO 64127
(39.081897, -94.532777)","2013-04-09T00:00:00.000"
"JA28720035700000000","Residential Vacant","Disposed","Land Bank","R-2.5","2845 WHITE AVE","Kansas City","MO","64109","Jackson","South Blue Valley","3rd","2016-02-25T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N","2015","1504.0","6510.935139","Vacant lot or land - usable",,,,,"2845 WHITE AVE
Kansas City, MO 64109
(39.072732, -94.513452)","2015-03-01T00:00:00.000"
"30-140-03-25-00-0-00-000","Residential Vacant","Disposed","KCMHA","R-2.5","3916 OLIVE ST","Kansas City","MO","64130.0","Jackson","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110",,"N",,"13598.0","6816.987708","Vacant lot or land - usable",,,,,"3916 OLIVE ST
Kansas City, MO 64130.0
(39.054808, -94.555924)","2015-04-28T00:00:00.000"
"JA31320200700000000","Residential Vacant","Acquired","Land Bank","R-2.5","3717 Chestnut Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","2600.0","4640.33538194","Vacant lot or land - usable",,,,,"3717 Chestnut Ave
Kansas City, MO 64128
(39.058302, -94.551121)","2013-04-09T00:00:00.000"
"JA49130030700000000","Commercial Vacant","Disposed","Land Bank","UR","9005 Hillcrest Rd","Kansas City","MO","64138","Jackson","Loma Vista","5th","2013-11-15T00:00:00.000","Hickman Mills 140","Commercial Use, Industrial Use","N","2012","346776.0","49089.406632","Vacant lot or land - usable",,,,,"9005 Hillcrest Rd
Kansas City, MO 64138
(38.956748, -94.520768)","2013-04-09T00:00:00.000"
"JA28520313200000000","Residential Vacant","Disposed","Land Bank","R-2.5","2014 Elmwood Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2019-07-30T00:00:00.000","Kansas City Missouri 110",,"N","2012","477.0","6721.24441","Vacant lot or land - usable",,,,"2014-03-05T00:00:00.000","2014 Elmwood Ave
Kansas City, MO 64127
(39.086617, -94.529353)","2013-04-09T00:00:00.000"
"30-110-04-31-00-0-00-000","Residential Vacant","Disposed","KCMHA","R-1.5","3514 PARK AVE","Kansas City","MO","64109.0","Jackson","Ivanhoe Northeast","3rd","2014-03-18T00:00:00.000","KANSAS CITY MISSOURI 110",,"N",,"2115.726","5479.761285","Vacant lot or land - usable",,,,,"3514 PARK AVE
Kansas City, MO 64109.0
(39.062334, -94.556699)",
"JA31230190100000000","Residential Vacant","Acquired","KCMHA","R-2.5","4219 E. 41st Street","Kansas City","MO","64130.0","Jackson","Vineyard Northwest","3rd",,"Kansas City Missouri 110",,"N","2019","5500.0","11769.0",,,,,,"4219 E. 41st Street
Kansas City, MO 64130.0
(39.051327, -94.534413)","2014-06-06T00:00:00.000"
"30-720-12-04-00-0-00-000","Residential Improved","Disposed","KCMHA","R-6","5209 HIGHLAND AVE","Kansas City","MO","64110.0","Jackson","Blue Hills","5th","2014-07-15T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N",,"24441.0","5369.214965","Structure - fair condition",,,"1","2014-03-20T00:00:00.000","5209 HIGHLAND AVE
Kansas City, MO 64110.0
(39.032019, -94.565363)","2015-04-28T00:00:00.000"
