"license_type","licensee_name","address","city","province","postal_code","location_geocode"
"Hearing Aid Dealer","EAST COAST HEARING LIMITED","2632 WINDSOR STREET","HALIFAX","NS","B3K 5C8","2632 WINDSOR STREET
HALIFAX, NS B3K 5C8
(44.652609, -63.599221)"
"Hearing Aid Dealer","PROVINCIAL HEARING AID SERVICE (BRIDGEWATER) LTD.","4 HILLCREST STREET","BRIDGEWATER","NS","B4V1S9","4 HILLCREST STREET
BRIDGEWATER, NS B4V1S9
(44.372259, -64.521045)"
"Hearing Aid Dealer","ACCURATE HEARING NOVA SCOTIA INC.","978 COLE HARBOUR ROAD","DARTMOUTH","NS","B2V1E7","978 COLE HARBOUR ROAD
DARTMOUTH, NS B2V1E7
(44.671553, -63.493111)"
"Hearing Aid Dealer","BELTONE PROFESSIONAL HEARING CARE CENTRE (NEW GLAS","634 REEVES STREET","PORT HAWKSBURY","NS","B9A2R7","634 REEVES STREET
PORT HAWKSBURY, NS B9A2R7
(45.615537, -61.353746)"
"Hearing Aid Dealer","PROFESSIONAL AUDIOLOGY SERVICES INC.","101 - 1550 BEDFORD HWY","BEDFORD","NS","B4A1E6",
"Hearing Aid Dealer","EAST COAST HEARING LIMITED","81 PEAKVIEW WAY UNIT 104","HALIFAX","NS","B4B0T5","81 PEAKVIEW WAY UNIT 104
HALIFAX, NS B4B0T5
(44.698982, -63.685715)"
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","667 SACKVILLE DRIVE","SACKVILLE","NS","B4C2S4","667 SACKVILLE DRIVE
SACKVILLE, NS B4C2S4
(44.769955, -63.689348)"
"Hearing Aid Dealer","WOLFVILLE HEARING CLINIC LTD.","414 MAIN STREET SUITE 1","WOLFVILLE","NS","B4P1C9","414 MAIN STREET SUITE 1
WOLFVILLE, NS B4P1C9
(45.091548, -64.36131)"
"Hearing Aid Dealer","CONNECT HEARING","375-5991 SPRING GARDEN ROAD","HALIFAX","NS","B3H1Y6","375-5991 SPRING GARDEN ROAD
HALIFAX, NS B3H1Y6
(44.640489, -63.586438)"
"Hearing Aid Dealer","HEARING HEALTH CARE UNIT OF SOUTHWEST NOVA","3 LOVITT STREET, SUITE 103","YARMOUTH","NS","B5A3C1","3 LOVITT STREET, SUITE 103
YARMOUTH, NS B5A3C1
(43.837151, -66.12096)"
"Hearing Aid Dealer","PROVINCIAL HEARING AID SERVICE (HALIFAX) LTD.","106B DUKE STREET UNIT 4","CHESTER","NS","B0J 1J0","106B DUKE STREET UNIT 4
CHESTER, NS B0J 1J0
(44.541164, -64.238866)"
"Hearing Aid Dealer","BELTONE THE HEARING AID CENTER","1160 BEDFORD HWY, SUITE 102","BEDFORD","NS","B4A2K7","1160 BEDFORD HWY, SUITE 102
BEDFORD, NS B4A2K7
(44.721416, -63.671459)"
"Hearing Aid Dealer","INNOVATIVE HEARING SOLUTION, INC.","211 SOUTH ALBION STREET","AMHERST","NS","B4H2X2","211 SOUTH ALBION STREET
AMHERST, NS B4H2X2
(45.812812, -64.202929)"
"Hearing Aid Dealer","BELTONE THE HEARING AID CENTER","26 DUKE STREET PO BOX 727","LUNENBURG","NS","B0J 2C0","26 DUKE STREET PO BOX 727
LUNENBURG, NS B0J 2C0
(44.377526, -64.310962)"
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","232C MAIN ST","YARMOUTH","NS","B5A 1C9","232C MAIN ST
YARMOUTH, NS B5A 1C9
(43.833472, -66.12018)"
"Hearing Aid Dealer","APEX HEARING","614 MAIN ST","YARMOUTH","NS","B5A1J9","614 MAIN ST
YARMOUTH, NS B5A1J9
(43.850628, -66.114525)"
"Hearing Aid Dealer","HEAR RIGHT CANADA NOVA SCOTIA INC.","920 COLE HARBOUR RD UNIT 15","DARTMOUTH","NS","B2V2J5","920 COLE HARBOUR RD UNIT 15
DARTMOUTH, NS B2V2J5
(44.671258, -63.497913)"
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","6155 NORTH STREET, SUITE 203","HALIFAX","NS","B3K5R3","6155 NORTH STREET, SUITE 203
HALIFAX, NS B3K5R3
(44.65278, -63.597569)"
"Hearing Aid Dealer","HEARING LIFE CANADA LTD.","336 KINGS ROAD, SUITE 115","SYDNEY","NS","B1S 1A9","336 KINGS ROAD, SUITE 115
SYDNEY, NS B1S 1A9
(46.125192, -60.199298)"
"Hearing Aid Dealer","PROVINCIAL HEARING AID SERVICE (HALIFAX) LTD.","SUITE 100 7105 CHEBUCTO ROAD","HALIFAX","NS","B3L4W8",
"Hearing Aid Dealer","COMMUNITY HEARING","534A EAST RIVER ROAD","NEW GLASGOW","NS","B2H3R6","534A EAST RIVER ROAD
NEW GLASGOW, NS B2H3R6
(45.579676, -62.643227)"
"Hearing Aid Dealer","CONNECT HEARING","100-70 EXHIBITION STREET","KENTVILLE","NS","B4N4K9","100-70 EXHIBITION STREET
KENTVILLE, NS B4N4K9
(45.084041, -64.496706)"
"Hearing Aid Dealer","HEARING LIFE CANADA LTD.","4 ROBERT ANGUS DRIVE UNIT 10","AMHERST","NS","B4H4R7","4 ROBERT ANGUS DRIVE UNIT 10
AMHERST, NS B4H4R7
(45.81351, -64.201109)"
"Hearing Aid Dealer","NORTHEAST HEARING HEALTHCARE INCORPORATED","591 EAST RIVER ROAD","NEW GLASGOW","NS","B2H3R8","591 EAST RIVER ROAD
NEW GLASGOW, NS B2H3R8
(45.5783, -62.642623)"
"Hearing Aid Dealer","COVE HEARING AND AUDIOLOGY","74 WARWICK ST","DIGBY","NS","B0V1A0","74 WARWICK ST
DIGBY, NS B0V1A0
(44.61704, -65.761916)"
"Hearing Aid Dealer","BELTONE THE HEARING AID CENTER","53 GERRISH ST","WINDSOR","NS","B0N2T0","53 GERRISH ST
WINDSOR, NS B0N2T0
(44.994726, -64.137824)"
"Hearing Aid Dealer","MACLEAN HEARING CENTRE INCORPORATED","45 WABANA COURT UNIT 111","SYDNEY","NS","B1P0B9","45 WABANA COURT UNIT 111
SYDNEY, NS B1P0B9
(46.148383, -60.182778)"
"Hearing Aid Dealer","HIGHLAND HEARING CLINIC LIMITED","3988 SOUTH RIVER ROAD, HWY 4","ANTIGONISH","NS","B2G2H7","3988 SOUTH RIVER ROAD, HWY 4
ANTIGONISH, NS B2G2H7
(45.616622, -61.969632)"
"Hearing Aid Dealer","BELTONE PROFESSIONAL HEARING CARE CENTRE (NEW GLAS","ALDERWOOD REST HOME","BADDECK","NS","B0E1B0",
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","20 PINE GROVE ROAD","BRIDGEWATER","NS","B4V4H5","20 PINE GROVE ROAD
BRIDGEWATER, NS B4V4H5
(44.400736, -64.535604)"
"Hearing Aid Dealer","REDISCOVER HEARING INC","70 ST ANDREWS ST UNIT A","ANTIGONISH","NS","B2G2H1","70 ST ANDREWS ST UNIT A
ANTIGONISH, NS B2G2H1
(45.622558, -61.982132)"
"Hearing Aid Dealer","BELTONE PROFESSIONAL HEARING CARE CENTRE (NEW GLAS","744 EAST RIVER ROAD","NEW GLASGOW","NS","B2H3S1","744 EAST RIVER ROAD
NEW GLASGOW, NS B2H3S1
(45.574502, -62.642246)"
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","9129 COMMERCIAL ST","NEW MINAS","NS","B4N3E6","9129 COMMERCIAL ST
NEW MINAS, NS B4N3E6
(45.067269, -64.451969)"
"Hearing Aid Dealer","HEARWELL HEARING AID SOLUTIONS INC.","147 CENTURY DRIVE","HEBVILLE","NS","B4V6A9","147 CENTURY DRIVE
HEBVILLE, NS B4V6A9
(44.356646, -64.539877)"
"Hearing Aid Dealer","PROVINCIAL HEARING AID SERVICE (BRIDGEWATER) LTD.","325 MAIN STREET","KENTVILLE","NS","B4N1K5","325 MAIN STREET
KENTVILLE, NS B4N1K5
(45.076693, -64.493816)"
"Hearing Aid Dealer","CONNECT HEARING","104-42 GLEN ALLAN DRIVE","BRIDGEWATER","NS","B4V3N2","104-42 GLEN ALLAN DRIVE
BRIDGEWATER, NS B4V3N2
(44.383534, -64.514291)"
"Hearing Aid Dealer","HIGHLAND HEARING CLINIC LIMITED","15759 CENTRAL AVE","INVERNESS","NS","B0E1N0","15759 CENTRAL AVE
INVERNESS, NS B0E1N0
(46.227794, -61.307657)"
"Hearing Aid Dealer","SACKVILLE HEARING CENTRE LIMITED","10-294 COBEQUID ROAD","LOWER SACKVILLE","NS","B4C4C5","10-294 COBEQUID ROAD
LOWER SACKVILLE, NS B4C4C5
(44.760989, -63.65543)"
"Hearing Aid Dealer","CAPE BRETON HEARING SERVICES LTD.","31 RIVERSIDE DRIVE","SYDNEY RIVER","NS","B1S3N1","31 RIVERSIDE DRIVE
SYDNEY RIVER, NS B1S3N1
(46.100939, -60.234477)"
"Hearing Aid Dealer","HEAR RIGHT CANADA NOVA SCOTIA INC.","7907 HIGHWAY #7","MUSQUODOBOIT","NS","B0J2L0","7907 HIGHWAY #7
MUSQUODOBOIT, NS B0J2L0
(44.787085, -63.148301)"
"Hearing Aid Dealer","BELTONE THE HEARING AID CENTER","530 PORTLAND ST","DARTMOUTH","NS","B2Y4V6","530 PORTLAND ST
DARTMOUTH, NS B2Y4V6
(44.670167, -63.538147)"
"Hearing Aid Dealer","HEARING LIFE CANADA LTD.","4 STERLING ROAD, UNIT B","GLACE BAY","NS","B1A 3X3","4 STERLING ROAD, UNIT B
GLACE BAY, NS B1A 3X3
(46.201567, -59.957746)"
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","287 LACEWOOD DRIVE","HALIFAX","NS","B3M3Y7","287 LACEWOOD DRIVE
HALIFAX, NS B3M3Y7
(44.662326, -63.65693)"
"Hearing Aid Dealer","COSTCO WHOLESALE CANADA LTD.","137 COUNTRYVIEW DR","DARTMOUTH","NS","B3B0E7","137 COUNTRYVIEW DR
DARTMOUTH, NS B3B0E7
(44.704592, -63.564783)"
"Hearing Aid Dealer","MARCO HEARING HEALTH CENTER","80 CRESCENT STREET","SYDNEY","NS","B1S2Z7","80 CRESCENT STREET
SYDNEY, NS B1S2Z7
(46.131497, -60.192728)"
"Hearing Aid Dealer","CONNECT HEARING","689 WESTVILLE ROAD","NEW GLASGOW","NS","B2H2J6","689 WESTVILLE ROAD
NEW GLASGOW, NS B2H2J6
(45.578044, -62.665845)"
"Hearing Aid Dealer","BELTONE PROFESSIONAL HEARING CARE CENTRE (NEW GLAS","150 ROBERT ANGUS DRIVE UNIT 4B","AMHERST","NS","B4H4R7","150 ROBERT ANGUS DRIVE UNIT 4B
AMHERST, NS B4H4R7
(45.822068, -64.190596)"
"Hearing Aid Dealer","MIRACLE- EAR CANADA, LTD.","508 MAIN STREET","YARMOUTH","NS","B5A1H7","508 MAIN STREET
YARMOUTH, NS B5A1H7
(43.843455, -66.118088)"
"Hearing Aid Dealer","HEARING INSTITUTE ATLANTIC","133 BAKER DR","DARTMOUTH","NS","B2W0M6","133 BAKER DR
DARTMOUTH, NS B2W0M6
(44.662211, -63.529965)"
"Hearing Aid Dealer","ECHTWO LTD","35 BAKER DR","DARTMOUTH","NS","B2W0H3","35 BAKER DR
DARTMOUTH, NS B2W0H3
(44.66824, -63.531361)"
"Hearing Aid Dealer","HIGHLAND HEARING CLINIC LIMITED","902 REEVES ST UNIT 3","PORT HAWKSBURY","NS","B9A2S3","902 REEVES ST UNIT 3
PORT HAWKSBURY, NS B9A2S3
(45.613245, -61.347284)"
"Hearing Aid Dealer","CONNECT HEARING","223-250 BAKER DR","DARTMOUTH","NS","B2W0H3","223-250 BAKER DR
DARTMOUTH, NS B2W0H3
(44.656292, -63.528875)"
"Hearing Aid Dealer","BELTONE PROFESSIONAL HEARING CARE CENTRE (NEW GLAS","133 CHURCH STREET","ANTIGONISH","NS","B2G 2E4","133 CHURCH STREET
ANTIGONISH, NS B2G 2E4
(45.616065, -61.985801)"
"Hearing Aid Dealer","HEARING LIFE CANADA LTD.","5288 ST MARGARET'S BAY RD UNIT 102","UPPER TANTALLON","NS","B3Z2J1","5288 ST MARGARET'S BAY RD UNIT 102
UPPER TANTALLON, NS B3Z2J1
(44.690542, -63.883193)"
"Hearing Aid Dealer","BELTONE THE HEARING AID CENTER","22637 HWY 7","SHEET HARBOUR","NS","B0J 3B0","22637 HWY 7
SHEET HARBOUR, NS B0J 3B0
(44.920277, -62.53368)"
"Hearing Aid Dealer","SACKVILLE HEARING CENTRE LIMITED","44-46 PORTLAND ST SUITE 204","DARTMOUTH","NS","B2Y1H4","44-46 PORTLAND ST SUITE 204
DARTMOUTH, NS B2Y1H4
(44.665118, -63.567215)"
"Hearing Aid Dealer","PROVINCIAL HEARING AID SERVICE (BRIDGEWATER) LTD.","537 PRINCE STREET","TRURO","NS","B2N1E8","537 PRINCE STREET
TRURO, NS B2N1E8
(45.3656, -63.285267)"
