"objectid","filenum","casenum","uofnum","occurred_dt","occurred_tm","current_badge_no","offage","offsex","offrace","hire_dt","rankattimeofincident","offroletype","off_injured","offcondtype","off_hospital","service_type","forcetype","uof_reason","cycles_num","forceeffective","street_n","street","street_g","street_t","matchaddress","geoaddress","origaddress","citnum","citrace","citsex","citage","cit_injured","citcondtype","cit_arrested","cit_infl_assmt","citchargetype","ra","beat","sector","division","district","point_x","point_y"
"17949","UF2020-0456","000619-2020","62847, 62848, 62849, 66162","2020-01-02T00:00:00.000","01:22 AM","11165","30","Male","White","2016-03-23T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Hand Controlled Escort, Verbal Command, Pressure Points, BD - Grabbed","Arrest","NULL","Yes, No, No, Yes","2217","Ivan","NULL","St.","2217 IVAN ST","2217 Ivan St.","2217 Ivan St.","29549","White","Male","31","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","2036","123","120","CENTRAL","14","2487610.089","6977628.216"
"15773","UF2019-1737","000802-2020","62870","2020-01-02T00:00:00.000","08:50 AM","10447","33","Male","Black","2014-01-29T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Held Suspect Down","Arrest","NULL","Yes","8117","R L Thornton Serv Wb","E","Rd.","8117 E R L THORNTON SERV WB, DALLAS, TX, 75228","8117 E R L Thornton Serv Wb Rd.","8117 E R L Thornton Serv Wb Rd.","30227","Black","Male","43","No","No injuries noted or visible","Yes","Unknown Drugs","Crim Trespass/Bldg/Prop, Resisting Arrest","1201","238","230","NORTHEAST","7","2521305.363","6976718.196"
"15770","UF2019-1731","000568-2020","62839, 62843, 63348","2020-01-02T00:00:00.000","11:09 PM","10453","33","Female","Hispanic","2012-09-26T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Verbal Command, Hand Controlled Escort, BD - Grabbed","Arrest","NULL","No, Yes, Yes","9915","Northwest","E","Hwy.","9915 E NORTHWEST HWY, DALLAS, TX, 75238","9915 E Northwest Hwy.","9915 E Northwest Hwy.","61139","White","Female","35","No","No injuries noted or visible","Yes","Mentally unstable","Warrant/Hold, Resisting Arrest","6025","248","240","NORTHEAST","10","2516318.743","7001547.46"
"15867","UF2019-1807","001217-2020","62853","2020-01-02T00:00:00.000","05:45 PM","11432","25","Male","Hispanic","2017-12-13T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Crime in Progress","Weapon display at Person","Weapon Display","NULL","Yes","5500","Buckner","S","Blvd.","5500 S BUCKNER BLVD","5500 S Buckner Blvd.","5500 S Buckner Blvd.","61155","Black","Male","20","No","Injured prior to contact, Hospitalized","No","Agitated","No Arrest","1217","318","310","SOUTHEAST","7","2526352.27","6976211.063"
"15868","UF2019-1807","001217-2020","62854","2020-01-02T00:00:00.000","05:45 PM","11410","26","Male","Asian","2017-10-18T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Crime in Progress","Weapon display at Person","Weapon Display","NULL","Yes","5500","Buckner","S","Blvd.","5500 S BUCKNER BLVD","5500 S Buckner Blvd.","5500 S Buckner Blvd.","61155","Black","Male","20","No","Injured prior to contact, Hospitalized","No","Agitated","No Arrest","1217","318","310","SOUTHEAST","7","2526352.27","6976211.063"
"18161","UF2020-0512","001147-2019","62905","2020-01-02T00:00:00.000","04:13 PM","8747","52","Female","White","2005-12-16T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Service Call","Weapon display at Person","Other","NULL","Yes","15220","Montfort","NULL","Rd.","15220 MONTFORT RD","15220 Montfort Rd.","15220 Montfort Rd.","61186","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Warrant/Hold","6005","625","620","NORTH CENTRAL","11","2484776.556","7035985.288"
"15871","UF2019-1808","001909-2020","62910","2020-01-03T00:00:00.000","06:20 PM","10313","35","Male","White","2012-03-28T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Danger to self or others","NULL","Yes","11519","Desdemona","NULL","Dr.","11519 DESDEMONA DR","11519 Desdemona Dr.","11519 Desdemona Dr.","61188","White","Female","23","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","1115","233","230","NORTHEAST","9","2528280.958","6997566.834"
"23969","UF2021-0015","001630-2021","72033, 72034, 72035, 72036, 72037","2020-01-03T00:00:00.000","04:10 PM","10818","31","Male","White","2014-11-07T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed, BD - Tripped, Held Suspect Down, Verbal Command, Hand Controlled Escort","Active Aggression","NULL","No, Yes, Yes, No, Yes","3100","Flora","NULL","St.","3100 FLORA ST, DALLAS, TX, 75204","3100 Flora St.","3100 Flora St.","65280","Black","Male","28","No","Injured prior to contact","Yes","Agitated","Agg Assault w/Deadly Weapon, Assault/FV, Drug Possession - Misdemeanor, Resisting Arrest","2024","154","150","CENTRAL","14","2493461.33","6976486.043"
"17527","UF2020-0342","001490-2020","62899","2020-01-03T00:00:00.000","03:56 AM","10904","34","Male","Black","2014-10-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Arrest","NULL","Yes","3319","Knox","NULL","St.","3319 KNOX ST, DALLAS, TX, 75205","3319 Knox St.","3319 Knox St.","60458","Black","Male","14","No","No injuries noted or visible","Yes","None detected","Burglary of a Vehicle, Evading Arrest","1158","125","120","CENTRAL","14","2493434.144","6986970.281"
"17528","UF2020-0342","001490-2020","62900, 62901","2020-01-03T00:00:00.000","03:56 AM","10904","34","Male","Black","2014-10-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit, Take Down - Body","Arrest","NULL","Yes, Yes","3319","Knox","NULL","St.","3319 KNOX ST, DALLAS, TX, 75205","3319 Knox St.","3319 Knox St.","60458","Black","Male","14","No","No injuries noted or visible","Yes","None detected","Burglary of a Vehicle, Evading Arrest","1158","125","120","CENTRAL","14","2493434.144","6986970.281"
"17960","UF2020-0458","001475-2020","62864, 62865, 62866, 62911","2020-01-03T00:00:00.000","03:11 AM","11460","26","Male","White","2018-02-07T00:00:00.000","Police Officer","Officer","No","Elevated Heart Rate, Fatigue","No","Service Call","Foot Pursuit, Taser Display at Person, Taser, Taser","Detention/Frisk","1, 1","No, No, No, No","8350","Park","NULL","Ln.","8350 PARK LN","8350 Park Ln.","8350 Park Ln.","37379","Black","Male","NULL","No","No injuries noted or visible","No","None detected","No Arrest","1084","216","210","NORTHEAST","13","2502497.942","7004062.208"
"17957","UF2020-0457","001473-2020","62860","2020-01-03T00:00:00.000","03:18 AM","11302","29","Male","Hispanic","2017-03-08T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Arrest","Handcuffing Take Down","Arrest","NULL","Yes","1500","Dennison","NULL","St.","1500 DENNISON ST, DALLAS, TX, 75212","1500 Dennison St.","1500 Dennison St.","61158","Black","Female","23","No","No injuries noted or visible","Yes","Agitated","Other Misdemeanor Arrest, Resisting Arrest","4045","423","420","SOUTHWEST","6","2477422.016","6971336.448"
"17958","UF2020-0457","001473-2020","62862, 62863, 67904","2020-01-03T00:00:00.000","03:30 AM","10764","49","Male","White","2014-03-12T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","Handcuffing Take Down, Held Suspect Down, BD - Grabbed","Arrest","NULL","Yes, Yes, Yes","1500","Dennison","NULL","St.","1500 DENNISON ST, DALLAS, TX, 75212","1500 Dennison St.","1500 Dennison St.","61158","Black","Female","23","No","No injuries noted or visible","Yes","Alchohol","Resisting Arrest, Traffic Violation","4045","423","420","SOUTHWEST","6","2477422.016","6971336.448"
"17966","UF2020-0459","001518-2020","62869, 66280","2020-01-03T00:00:00.000","05:58 AM","10431","35","Male","White","2012-06-20T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Joint Locks, BD - Grabbed","Active Aggression","NULL","No, No","1510","Annex","NULL","Ave.","1510 ANNEX AVE, DALLAS, TX, 75204","1510 Annex Ave.","1510 Annex Ave.","61159","Asian","Male","30","No","No injuries noted or visible","Yes","Agitated","Assault/Public Servant, Assault/FV","2013","156","150","CENTRAL","2","2497748.963","6979243.726"
"16074","UF2019-1925","001967-2020","62959, 67501","2020-01-03T00:00:00.000","07:33 PM","11288","33","Male","White","2017-03-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Take Down - Arm, BD - Grabbed","Arrest","NULL","Yes, Yes","1512","Commerce","NULL","St.","1512 COMMERCE ST","1512 Commerce St.","1512 Commerce St.","61185","Black","Male","60","Yes","Taser Burn Marks","Yes","Agitated","Crim Trespass/Bldg/Prop, Resisting Arrest","2073","134","130","CENTRAL","14","2491587.893","6970908.172"
"16072","UF2019-1925","001967-2020","62902, 62903, 62904","2020-01-03T00:00:00.000","07:23 PM","11233","31","Male","White","2016-11-02T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Take Down - Arm, BD - Pushed, Verbal Command","Accidental Discharge","NULL","Yes, Yes, No","1512","Commerce","NULL","St.","1512 COMMERCE ST","1512 Commerce St.","1512 Commerce St.","61185","Black","Male","60","Yes","Puncture, Elevated Heart Rate","Yes","Agitated","Crim Trespass/Bldg/Prop, Resisting Arrest","2073","134","130","CENTRAL","14","2491587.893","6970908.172"
"17965","UF2020-0459","001518-2020","62868","2020-01-03T00:00:00.000","06:00 AM","11109","27","Male","White","2015-11-18T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Taser","Arrest","1","Limited","1510","Annex","NULL","Ave.","1510 ANNEX AVE, DALLAS, TX, 75204","1510 Annex Ave.","1510 Annex Ave.","61159","Asian","Male","30","No","No injuries noted or visible","Yes","Agitated","Assault/FV, Assault/Public Servant","2013","156","150","CENTRAL","2","2497748.963","6979243.726"
"18978","UF2020-0739","001541-2020","62889, 62890, 62891, 62892","2020-01-03T00:00:00.000","07:30 AM","11496","26","Male","Hispanic","2018-04-18T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Service Call","Taser Display at Person, Verbal Command, BD - Grabbed, BD - Pushed","Arrest","NULL","Yes, No, Yes, Yes","3131","Kingbridge","NULL","St.","3131 KINGBRIDGE ST","3131 Kingbridge St.","3131 Kingbridge St.","61160","Black","Male","32","No","No injuries noted or visible","Yes","Agitated","Warrant/Hold","4034","426","420","SOUTHWEST","3","2470279.215","6970802.226"
"18976","UF2020-0739","001541-2020","62871, 62872, 62873","2020-01-03T00:00:00.000","07:30 AM","11525","23","Male","White","2018-05-16T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Service Call","Verbal Command, BD - Grabbed, BD - Pushed","Arrest","NULL","No, Yes, Yes","3131","Kingbridge","NULL","St.","3131 KINGBRIDGE ST","3131 Kingbridge St.","3131 Kingbridge St.","61160","Black","Male","32","No","No injuries noted or visible","Yes","Agitated","Warrant/Hold","4034","426","420","SOUTHWEST","3","2470279.215","6970802.226"
"17956","UF2020-0457","001473-2020","62857, 62858","2020-01-03T00:00:00.000","03:30 AM","10748","29","Male","White","2014-01-29T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Verbal Command, Held Suspect Down","Arrest","NULL","No, Yes","1500","Dennison","NULL","St.","1500 DENNISON ST, DALLAS, TX, 75212","1500 Dennison St.","1500 Dennison St.","61158","Black","Female","23","No","No injuries noted or visible","Yes","Agitated","Other Misdemeanor Arrest, Resisting Arrest","4045","423","420","SOUTHWEST","6","2477422.016","6971336.448"
"16073","UF2019-1925","001967-2020","62907, 62908","2020-01-03T00:00:00.000","07:32 PM","9881","37","Male","White","2009-06-10T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Service Call","Verbal Command, Taser","Arrest","1","No, Yes","1512","Commerce","NULL","St.","1512 COMMERCE ST","1512 Commerce St.","1512 Commerce St.","61185","Black","Male","60","Yes","Puncture","Yes","Incoherent","Crim Trespass/Bldg/Prop","2073","134","130","CENTRAL","14","2491587.893","6970908.172"
"16185","UF2019-1961","001364-2020","62855, 62856","2020-01-03T00:00:00.000","NULL","9881","37","Male","White","2009-06-10T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Service Call","Verbal Command, Weapon display at Person","Other","NULL","Yes, Yes","2400","Victory Park","NULL","Ln.","2400 VICTORY PARK LN, DALLAS, TX, 75219","2400 Victory Park Ln.","2400 Victory Park Ln.","61156","Black","Male","61","No","No injuries noted or visible","No","None detected","No Arrest","6065","131","130","CENTRAL","2","2488046.762","6973607.363"
"16008","UF2019-1887","002025-2020","62909","2020-01-03T00:00:00.000","09:08 PM","9881","37","Male","White","2009-06-10T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Service Call","Weapon display at Person","Other","NULL","Yes","4300","St. Francis","NULL","Ave.","4300 ST FRANCIS AVE, DALLAS, TX, 75227","4300 St. Francis Ave.","4300 St. Francis Ave.","61189","Hispanic","Male","45","No","No injuries noted or visible","No","None detected","No Arrest","1217","318","310","SOUTHEAST","7","2524286.104","6974959.619"
"18977","UF2020-0739","001541-2020","62882, 62884","2020-01-03T00:00:00.000","07:17 AM","11505","27","Male","White","2018-05-02T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Service Call","Weapon display at Person, Held Suspect Down","Arrest","NULL","No, Yes","3131","Kingbridge","NULL","St.","3131 KINGBRIDGE ST","3131 Kingbridge St.","3131 Kingbridge St.","61160","Black","Male","32","No","No injuries noted or visible","Yes","Agitated","Warrant/Hold","4034","426","420","SOUTHWEST","3","2470279.215","6970802.226"
"15781","UF2019-1739","002688-2020","62949, 62950, 62951","2020-01-04T00:00:00.000","08:45 PM","11438","27","Male","White","2017-12-13T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed, BD - Pushed, Held Suspect Down","Arrest","NULL","Yes, Yes, Yes","18175","Midway","NULL","Rd.","18175 MIDWAY RD","18175 Midway Rd.","18175 Midway Rd.","61200","Black","Male","22","No","No injuries noted or visible","Yes","Agitated","Assault/FV, Resisting Arrest, Fail to ID","6059","613","610","NORTH CENTRAL","12","2475830.75","7049323.164"
"17529","UF2020-0343","002717-2020","62968, 65003","2020-01-04T00:00:00.000","09:12 PM","10973","36","Male","White","2015-01-28T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Traffic Stop","BD - Grabbed, Foot Pursuit","Arrest","NULL","Yes, Yes","9735","Bluffcreek","NULL","Dr.","9735 BLUFFCREEK DR, DALLAS, TX, 75227","9735 Bluffcreek Dr.","9735 Bluffcreek Dr.","61205","Black","Male","32","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Warrant/Hold","1246","326","320","SOUTHEAST","5","2535763.214","6961987.348"
"15788","UF2019-1742","002319-2020","62921, 62922","2020-01-04T00:00:00.000","09:32 AM","7171","49","Male","Hispanic","1995-03-10T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Service Call","BD - Tripped, Take Down - Arm","Arrest","NULL","No, No","6200","Bexar","NULL","St.","6200 BEXAR ST, DALLAS, TX, 75215","6200 Bexar St.","6200 Bexar St.","29652","Black","Male","39","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Resisting Arrest","4533","348","340","SOUTHEAST","7","2505491.675","6956968.856"
"15787","UF2019-1742","002319-2020","62920, 62923, 62924","2020-01-04T00:00:00.000","09:32 AM","11645","24","Male","Black","2019-01-23T00:00:00.000","Police Officer Trainee II","Officer","No","No injuries noted or visible","No","Service Call","BD - Tripped, Take Down - Arm, Feet/Leg/Knee Strike","Arrest","NULL","No, No, Yes","6200","Bexar","NULL","St.","6200 BEXAR ST, DALLAS, TX, 75215","6200 Bexar St.","6200 Bexar St.","29652","Black","Male","39","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Resisting Arrest","4533","348","340","SOUTHEAST","7","2505491.675","6956968.856"
"17530","UF2020-0343","002717-2020","63055","2020-01-04T00:00:00.000","09:12 PM","11395","31","Female","Black","2017-09-20T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Other","NULL","Yes","9735","Bluffcreek","NULL","Dr.","9735 BLUFFCREEK DR, DALLAS, TX, 75227","9735 Bluffcreek Dr.","9735 Bluffcreek Dr.","61205","Black","Male","32","No","No injuries noted or visible","Yes","Alchohol","Warrant/Hold, Evading Arrest","1246","326","320","SOUTHEAST","5","2535763.214","6961987.348"
"15872","UF2019-1809","002285-2020","62913, 62914, 62916, 62917, 62918, 62969","2020-01-04T00:00:00.000","06:08 AM","11265","26","Male","Hispanic","2017-01-11T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit, Verbal Command, Hand/Arm/Elbow Strike, Feet/Leg/Knee Strike, Taser Display at Person, Weapon display at Person","Arrest","NULL","Yes, No, Yes, Yes, Yes, No","9700","Oak Gate","NULL","Ln.","9700 OAK GATE LN, DALLAS, TX, 75217","9700 Oak Gate Ln.","9700 Oak Gate Ln.","55693","Black","Male","50","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Warrant/Hold, Evading Arrest, Drug Possession - Felony, Resisting Arrest","1256","328","320","SOUTHEAST","5","2536001.787","6957887.717"
"15902","UF2019-1814","002468-2020","63503","2020-01-04T00:00:00.000","02:58 PM","10323","33","Male","Hispanic","2012-03-28T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Handcuffing Take Down","Active Aggression","NULL","Yes","2306","Poplar","NULL","St.","2306 POPLAR ST","2306 Poplar St.","2306 Poplar St.","61455","Black","Male","31","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","2178","347","340","SOUTHEAST","7","2502357.267","6962072.082"
"15903","UF2019-1814","002468-2020","63513","2020-01-04T00:00:00.000","02:58 PM","8743","39","Male","Hispanic","2005-12-16T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","Handcuffing Take Down","Active Aggression","NULL","Yes","2306","Poplar","NULL","St.","2306 POPLAR ST","2306 Poplar St.","2306 Poplar St.","61455","Black","Male","31","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","2178","347","340","SOUTHEAST","7","2502357.267","6962072.082"
"15780","UF2019-1739","002688-2020","62946, 62947, 62948","2020-01-04T00:00:00.000","08:40 PM","11368","26","Male","White","2017-07-26T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Held Suspect Down, Verbal Command, Take Down - Body","Arrest","NULL","Yes, No, Yes","18175","Midway","NULL","Dr.","18175 MIDWAY RD","18175 Midway Dr.","18175 Midway Dr.","61200","Black","Male","22","No","No injuries noted or visible","Yes","Agitated","Assault/FV","6059","613","610","NORTH CENTRAL","12","2475830.75","7049323.164"
"15784","UF2019-1741","002245-2020","63074, 63075","2020-01-04T00:00:00.000","03:50 AM","11117","29","Male","Black","2015-12-02T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Take Down - Body, Taser","Arrest","1","Yes, Yes","5220","Grovewood St","NULL","NULL","5220 GROVEWOOD ST","5220 Grovewood St","5220 Grovewood St","61251","Black","Male","37","Yes","Puncture","Yes","Unknown Drugs","Public Intoxication, Other Misdemeanor Arrest, Resisting Arrest","2150","313","310","SOUTHEAST","7","2510722.495","6964934.632"
"17248","UF2020-0274","002607-2020","62936, 62938","2020-01-04T00:00:00.000","08:13 PM","11260","30","Male","Black","2017-01-11T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Taser, Hand/Arm/Elbow Strike","Arrest","2","Yes, Yes","5100","beeman","NULL","Ave.","5100 BEEMAN AVE, DALLAS, TX, 75223","5100 beeman Ave.","5100 beeman Ave.","61195","Hispanic","Male","19","Yes","Non-Visible Injury/Pain, Treated by DFD, Bruise","Yes","Unknown Drugs","Evading Arrest","1221","311","310","SOUTHEAST","2","2507987.101","6973244.651"
"17249","UF2020-0274","002607-2020","62964, 62965, 62966","2020-01-04T00:00:00.000","06:20 PM","10950","30","Male","Black","2014-12-03T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Taser, Hand/Arm/Elbow Strike, Take Down - Body","Arrest","0","No, Yes, Yes","5100","BEEMAN","NULL","Ave.","5100 BEEMAN AVE, DALLAS, TX, 75223","5100 BEEMAN Ave.","5100 BEEMAN Ave.","61195","Hispanic","Male","19","Yes","Abrasion/Scrape, Puncture","Yes","None detected","Evading Arrest, Resisting Arrest","1221","311","310","SOUTHEAST","2","2507987.101","6973244.651"
"16429","UF2020-0040","002609-2020","63056, 63057","2020-01-04T00:00:00.000","06:45 PM","10767","34","Male","White","2014-03-12T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Verbal Command, BD - Grabbed","Arrest","NULL","No, Yes","10912","Lake Gardens","NULL","Dr.","10912 LAKE GARDENS DR, DALLAS, TX, 75218","10912 Lake Gardens Dr.","10912 Lake Gardens Dr.","61243","White","Female","39","No","No injuries noted or visible","Yes","Unknown Drugs","Assault","1113","232","230","NORTHEAST","9","2524833.859","6996066.318"
"15835","UF2019-1777","002650-2020","62942, 62943, 62944, 62945","2020-01-04T00:00:00.000","06:20 PM","10142","33","Male","White","2010-03-03T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Service Call","Verbal Command, BD - Grabbed, Joint Locks, Held Suspect Down","Detention/Frisk","NULL","No, Yes, Yes, Yes","721","Murdock","NULL","Rd.","721 MURDOCK RD","721 Murdock Rd.","721 Murdock Rd.","61198","Black","Male","13","No","No injuries noted or visible","No","Agitated","No Arrest","2220","354","350","SOUTHEAST","8","2527043.213","6943891.339"
