"objectid","filenum","uofnum","address","occurred_d","occurred_t","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","forcetype","uof_reason","cycles_num","forceeffec","street_n","street","street_g","street_t","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","ra","beat","sector","division","dist_name","taag_name","x","y","geolocation"
"539","UF2016-1060","36791","8051 L B J FWY","2016-09-13T00:00:00.000","12:25:00 AM","7310","Male","White","1995-11-08T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)"," Weapon display at Person","Other","NULL"," Yes","8051","LBJ SERVICE RD WB","NULL","Rd.","46578","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect Unarmed"," Warrant/Hold, Drug Possession - Misdemeanor","4521","643","640","NORTH CENTRAL","D11","Maham SpringValley*",,,"8051 L B J FWY
Dallas, TX "
"544","UF2016-1060","36776","8051 L B J FWY","2016-09-12T00:00:00.000","12:25:00 AM","8862","Male","Hispanic","2006-06-30T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," Weapon display at Person","Danger to self or others","NULL"," Yes","8051","LYNDON B JOHNSON","W","Frwy.","46578","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Warrant/Hold, Other Misdemeanor Arrest","4521","643","640","NORTH CENTRAL","D11","Maham SpringValley*",,,"8051 L B J FWY
Dallas, TX "
"807","UF2016-0896"," 35974, 35976","8102 L B J FWY","2016-08-03T00:00:00.000","1:45:00 PM","5806","Male","White","1988-06-16T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Take Down - Arm, BD - Grabbed","Active Aggression","NULL"," Yes, Yes","8102","LYNDON B. JOHNSON","NULL","Frwy.","46043","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1027","642","640","NORTH CENTRAL","D11"," ",,,"8102 L B J FWY
Dallas, TX "
"808","UF2016-0896"," 35979, 35980","8102 L B J FWY","2016-08-03T00:00:00.000","1:45:00 PM","5273","Male","White","1985-08-15T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Take Down - Arm, BD - Grabbed","Active Aggression","NULL"," Yes, Yes","8102","LBJ FREEWAY","NULL","NULL","46044","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1027","642","640","NORTH CENTRAL","D11"," ",,,"8102 L B J FWY
Dallas, TX "
"809","UF2016-0896"," 35977, 35978","8102 L B J FWY","2016-08-03T00:00:00.000","1:45:00 PM","5273","Male","White","1985-08-15T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," BD - Grabbed, Take Down - Arm","Active Aggression","NULL"," Yes, Yes","8102","LYNDON B. JOHNSON","NULL","Frwy.","46043","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1027","642","640","NORTH CENTRAL","D11"," ",,,"8102 L B J FWY
Dallas, TX "
"810","UF2016-0896"," 35981, 35982","8102 L B J FWY","2016-08-03T00:00:00.000","1:45:00 PM","5806","Male","White","1988-06-16T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," BD - Grabbed, Take Down - Arm","Active Aggression","NULL"," Yes, Yes","8102","LBJ FREEWAY","NULL","NULL","46044","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1027","642","640","NORTH CENTRAL","D11"," ",,,"8102 L B J FWY
Dallas, TX "
"828","UF2016-1135","36310","4845 ELSIE FAYE HEGGINS ST","2016-07-28T00:00:00.000","11:30:00 PM","10913","Male","White","2014-10-22T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Weapon display at Person","Weapon Display","NULL"," Yes","4845","Elsie Faye Heggins","NULL","St.","30402","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Evading Arrest, Public Intoxication","4532","312","310","SOUTHEAST","D7","Hatcher Scyene*",,,"4845 ELSIE FAYE HEGGINS ST
Dallas, TX "
"866","UF2016-0806","35734","39690 L B J FWY","2016-07-18T00:00:00.000","1:30:00 PM","5485","Male","Black","1986-09-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Verbal Command","Active Aggression","NULL"," Yes","39690","LBJ Freeway","NULL","Frwy.","45867","Black","Female","Yes"," Taser Burn Marks","Yes","Mentally unstable"," Assault/Public Servant, Crim Trespass/Bldg/Prop, Evading Arrest","4381","745","740","SOUTH CENTRAL","D8","CampWisdom Chaucer*",,,"39690 L B J FWY
Dallas, TX "
"867","UF2016-0806"," 35753, 35754","39000 L B J FWY","2016-07-18T00:00:00.000","1:30:00 PM","9649","Male","White","2008-10-29T00:00:00.000","No"," Abrasion/Scrape","No","Arrest"," Other Impact Weapon, Taser","Danger to self or others","3"," No, Limited","39000","LBJ FREEWAY S/R E/B","NULL","NULL","45867","Black","Female","No"," Taser Burn Marks","Yes","Mentally unstable"," Assault/Public Servant, Evading Arrest, Crim Trespass/Bldg/Prop","4388","748","740","SOUTH CENTRAL","D8"," ",,,"39000 L B J FWY
Dallas, TX "
"868","UF2016-0806","35755","39690 L B J FWY","2016-07-18T00:00:00.000","1:30:00 PM","10824","Male","Black","2014-06-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Hand Controlled Escort","Danger to self or others","NULL"," Yes","39690","LBJ Freeway","E","Frwy.","45867","Black","Female","No"," Treated by DFD","Yes","Mentally unstable"," Assault/Public Servant, Evading Arrest, Crim Trespass/Bldg/Prop","4381","745","740","SOUTH CENTRAL","D8","CampWisdom Chaucer*",,,"39690 L B J FWY
Dallas, TX "
"869","UF2016-0806","35735","39690 L B J FWY","2016-07-18T00:00:00.000","1:30:00 PM","11056","Male","Hispanic","2015-07-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Handcuffing Take Down","Arrest","NULL"," Yes","39690","LBJ Freeway Service Road","NULL","Frwy.","45867","Black","Female","Yes"," Puncture, Hospitalized","Yes","Mentally unstable"," Assault/Public Servant, Evading Arrest, Crim Trespass/Bldg/Prop","4381","745","740","SOUTH CENTRAL","D8","CampWisdom Chaucer*",,,"39690 L B J FWY
Dallas, TX "
"416","UF2016-1172","37186","5507 BENT TRL","2016-10-01T00:00:00.000","7:00:00 PM","10846","Male","Hispanic","2013-02-06T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," Taser","Danger to self or others","2"," Yes","5507","Bent","NULL","Trl.","46822","White","Male","Yes"," Puncture","No","Unknown Drugs"," No Arrest","6001","622","620","NORTH CENTRAL","D11"," ",,,"5507 BENT TRL
Dallas, TX 
(32.976635, -96.818293)"
"870","UF2016-0806","36940","39690 L B J FWY","2016-07-18T00:00:00.000","1:30:00 PM","7993","Male","Black","2001-11-30T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," Weapon display at Person","Arrest","NULL"," No","39690","Lyndon B Johnson","NULL","Frwy.","45867","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," Assault/Public Servant, Crim Trespass/Bldg/Prop, Evading Arrest","4381","745","740","SOUTH CENTRAL","D8","CampWisdom Chaucer*",,,"39690 L B J FWY
Dallas, TX "
"872","UF2016-0893"," 35760, 35761, 35762, 35763","4600 S MALCOLM X BLVD","2016-07-18T00:00:00.000","11:45:00 PM","10586","Male","Other","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," Verbal Command, Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike, Feet/Leg/Knee Strike","Arrest","NULL"," No, No, No, Yes","4600","Malcolm X","S","Blvd.","45884","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown"," Other Felony Arrest, Drug Possession - Misdemeanor","2167","346","340","SOUTHEAST","D7","Hatcher Scyene*",,,"4600 S MALCOLM X BLVD
Dallas, TX "
"873","UF2016-0893"," 35757, 35758, 35759","4600 S MALCOLM X BLVD","2016-07-18T00:00:00.000","11:45:00 PM","10503","Male","White","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," Verbal Command, Take Down - Head, Take Down - Group","Detention/Frisk","NULL"," No, Yes, Yes","4600","MALCOLM X BLVD","S","Blvd.","45884","Black","Male","No"," Abrasion/Scrape","Yes","Marijuana"," Drug Possession - Felony, Other Felony Arrest, Resisting Arrest","2167","346","340","SOUTHEAST","D7","Hatcher Scyene*",,,"4600 S MALCOLM X BLVD
Dallas, TX "
"874","UF2016-0893"," 35897, 35898, 35899, 35900, 35901","4600 S MALCOLM X BLVD","2016-07-18T00:00:00.000","11:45:00 PM","9180","Male","White","2008-05-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Verbal Command, Feet/Leg/Knee Strike, Held Suspect Down, Verbal Command, Hand/Arm/Elbow Strike","Arrest","NULL"," No, Yes, Yes, No, Yes","4600","s. malcolm x","NULL","Blvd.","45884","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown Drugs"," Other Felony Arrest, Drug Possession - Misdemeanor, Resisting Arrest","2167","346","340","SOUTHEAST","D7","Hatcher Scyene*",,,"4600 S MALCOLM X BLVD
Dallas, TX "
"877","UF2016-1010"," 35729, 35730, 35731","4848 ELSIE FAYE HEGGINS ST","2016-07-18T00:00:00.000","3:08:00 PM","10322","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL"," No, No, Yes","4848","ELSIE FAYE HEGGINS","NULL","NULL","45866","NULL","Male","No"," No injuries noted or visible","No","FD-Unknown if Armed"," No Arrest","8814","313","310","SOUTHEAST","D7"," ",,,"4848 ELSIE FAYE HEGGINS ST
Dallas, TX "
"878","UF2016-1010","35733","4848 ELSIE FAYE HEGGINS ST","2016-07-18T00:00:00.000","3:08:00 PM","6484","Male","Hispanic","1989-03-17T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution"," Take Down - Head","Other","NULL"," Yes","4848","Elsie Fay Higgens","NULL","NULL","45866","NULL","Male","No"," No injuries noted or visible","No","FD-Unknown if Armed"," No Arrest","8814","313","310","SOUTHEAST","D7"," ",,,"4848 ELSIE FAYE HEGGINS ST
Dallas, TX "
"879","UF2016-1010","35728","4848 ELSIE FAYE HEGGINS ST","2016-07-18T00:00:00.000","3:08:00 PM","8799","Male","White","2006-03-29T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution"," Held Suspect Down","Arrest","NULL"," Yes","4848","Elsie Faye Heggins","NULL","St.","45866","NULL","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","8814","313","310","SOUTHEAST","D7"," ",,,"4848 ELSIE FAYE HEGGINS ST
Dallas, TX "
"880","UF2016-1010","35732","4846 ELSIE FAYE HEGGINS ST","2016-07-18T00:00:00.000","3:08:00 PM","9857","Male","White","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution"," Held Suspect Down","Other","NULL"," Yes","4846","Elsie Faye Heggins","NULL","St.","45866","NULL","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","8814","313","310","SOUTHEAST","D7"," ",,,"4846 ELSIE FAYE HEGGINS ST
Dallas, TX "
"1177","UF2016-0637","34793","7909 L B J FWY","2016-06-01T00:00:00.000","6:50:00 PM","9144","Male","Black","2007-05-30T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Verbal Command","Active Aggression","NULL"," Yes","7909","Lyndon B Johnson","NULL","Frwy.","45315","White","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication, Drug Possession - Misdemeanor","1020","635","630","NORTH CENTRAL","D11","Maham SpringValley*",,,"7909 L B J FWY
Dallas, TX "
"1178","UF2016-0637","34792","7909 L B J FWY","2016-06-01T00:00:00.000","6:50:00 PM","9949","Male","Hispanic","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Held Suspect Down","Active Aggression","NULL"," Yes","7909","Lyndon B Johnson","NULL","Frwy.","45315","White","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication, Drug Possession - Misdemeanor","1020","635","630","NORTH CENTRAL","D11","Maham SpringValley*",,,"7909 L B J FWY
Dallas, TX "
"1196","UF2016-0642","34833","5201 BARNES BRIDGE RD","2016-05-30T00:00:00.000","10:00:00 PM","9654","Male","Black","2008-10-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Joint Locks","Arrest","NULL"," Yes","5200","BARNES BRIDGE","NULL","Rd.","45342","Hispanic","Male","No"," No injuries noted or visible","Yes","NULL"," Other Misdemeanor Arrest","4399","229","220","NORTHEAST","D9"," ",,,"5201 BARNES BRIDGE RD
Dallas, TX "
"1226","UF2016-0677"," 34620, 34621, 34622, 34623, 34624","4600 S MALCOLM X BLVD","2016-05-23T00:00:00.000","7:11:00 PM","10969","Male","White","2015-01-28T00:00:00.000","Yes"," Abrasion/Scrape","No","Suspicious Activity"," Verbal Command, Taser, BD - Grabbed, Take Down - Head, Held Suspect Down","Arrest","NULL"," No, No, No, No, No","4600","Malcolm X","S","Blvd.","45138","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Theft, Evading Arrest, Other Felony Arrest, Other Misdemeanor Arrest, Drug Possession - Misdemeanor, Warrant/Hold","2167","346","340","SOUTHEAST","D7","Hatcher Scyene*",,,"4600 S MALCOLM X BLVD
Dallas, TX "
"2336","UF2016-0033"," 31428, 31429, 31430","5100 SPUR 408","2016-01-08T00:00:00.000","9:00:00 PM","8287","Male","Hispanic","2002-07-19T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," Verbal Command, Joint Locks, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","5100","Spur 408 ACRD s/b","NULL","Rd.","43092","Black","Female","No"," No injuries noted or visible","Yes","Alchohol"," DWI, Resisting Arrest","4311","433","430","SOUTHWEST","D3"," ",,,"5100 SPUR 408
Dallas, TX "
"1228","UF2016-0677"," 34615, 34616, 34617, 34618, 34625","4600 S MALCOLM X BLVD","2016-05-23T00:00:00.000","7:11:00 PM","10823","Male","Asian","2014-06-18T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," Verbal Command, Taser, Handcuffing Take Down, Baton Strike/Open Mode, Feet/Leg/Knee Strike","Detention/Frisk","2"," No, Limited, No, No, No","4600","Malcolm X","S","Blvd.","45138","Black","Male","No"," Puncture, Non-Visible Injury/Pain","Yes","Unknown"," Theft, Evading Arrest, Other Felony Arrest, Other Misdemeanor Arrest, Drug Possession - Misdemeanor, Warrant/Hold","2167","346","340","SOUTHEAST","D7","Hatcher Scyene*",,,"4600 S MALCOLM X BLVD
Dallas, TX "
"1311","UF2016-0878"," 34425, 34426, 34427","2222 S SAINT AUGUSTINE RD","2016-05-14T00:00:00.000","4:50:00 PM","9762","Male","White","2009-03-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," Verbal Command, BD - Grabbed, BD - Pushed","Danger to self or others","NULL"," No, Yes, Yes","2222","St Augustine","N","Rd.","38942","Black","Female","Yes"," Injury Not Related to Force","Yes","Mentally unstable"," APOWW","4433","355","350","SOUTHEAST","D8"," ",,,"2222 S SAINT AUGUSTINE RD
Dallas, TX "
"1509","UF2016-0445"," 33854, 33855, 33856","1003 CONDOR DR","2016-04-16T00:00:00.000","1:57:00 PM","8738","Male","White","2005-11-30T00:00:00.000","Yes"," Fluid Exposure","No","Arrest"," Take Down - Arm, Held Suspect Down, Verbal Command","Active Aggression","NULL"," Yes, Yes, Yes","1003","Condor","NULL","Dr.","36884","Hispanic","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," Assault/Public Servant","4149","433","430","SOUTHWEST","D3"," ",,,"1003 CONDOR DR
Dallas, TX "
