"date","agenda_item_number","item_type","district","title","voter_name","vote","final_action_taken","agenda_item_description","agenda_id","vote_id"
"2022-08-10T00:00:00.000","42","AGENDA","9","Councilmember","Paula Blackmon","YES","APPROVED","Authorize a three-year master agreement for the purchase of plastic sewer couplings and lateral cleanouts for the Water Utilities Department - Beeco, Inc. in the estimated amount of $120,000 and Core & Main LP in the estimated amount of $43,000, lowest responsible bidders of two - Total estimated amount of $163,000 - Financing:  Dallas Water Utilities Fund","081022_AG_42","081022_AG_42_9"
"2022-08-10T00:00:00.000","63","AGENDA","8","Councilmember","Tennell Atkins","YES","APPROVED","Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office)
[Officer Appointments: Michael Hubbard - Chair, Reinvestment Zone Thirteen Board (Grand Park South); Greer L. Christian - Chair, Reinvestment Zone Eighteen Board (Maple/Mockingbird)]","081022_AG_63","081022_AG_63_8"
"2022-08-10T00:00:00.000","65","AGENDA","1","Councilmember","Chad West","YES","DEFERRED WITH A REQUIREMENT","Authorize a three-year service contract, with one one-year renewal option, for parking meter and citation management for the Department of Transportation - SP Plus Corporation, most advantageous proposer of five - Not to exceed $9,659,302.50 - Financing: General Fund (subject to annual appropriations) (This item was deferred on June 22, 2022)","081022_AG_65","081022_AG_65_1"
"2022-08-10T00:00:00.000","14","AGENDA","6","Deputy Mayor Pro Tem","Omar Narvaez","YES","APPROVED","Authorize (1) the rejection of bids for a construction services contract for the Alley Reconstruction Group 17-1488; and (2) the re-advertisements for new bids - Financing: No cost consideration to the City","081022_AG_14","081022_AG_14_6"
"2022-08-10T00:00:00.000","Z3","AGENDA","13","Councilmember","Gay Donnell Willis","YES","APPROVED","A public hearing to receive comments regarding an application for and an ordinance granting an amendment to and an expansion of Planned Development District No. 346 on property zoned an IM Industrial Manufacturing District on the northwest line of Hickory Street, northeast of the intersection of Hickory Street and Malcolm X Boulevard","081022_AG_Z3","081022_AG_Z3_13"
"2022-08-10T00:00:00.000","19","AGENDA","7","Councilmember","Adam Bazaldua","YES","APPROVED","Authorize (1) an Interlocal Agreement with the Texas Department of Transportation (TxDOT) through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 0047-07-237, etc., CFDA No. 20.205) in the amount of $334,364.28 to provide cost reimbursement for material and labor related to the installation of traffic signal equipment at the intersections of U.S. Highway (US) 75 (Central Expressway) at Caruth Haven Lane (CSJ 0047-07-237), US 75 (Central Expressway) at Fitzhugh Avenue (CSJ 0047-07-238) and South Loop 12 (Walton Walker Boulevard) at State Highway Spur No. 348 (Northwest Highway) (CSJ 0353-04-109); (2) the establishment of appropriations in the amount of $334,364.28 in the F8HA - HSIP Three Intersections - June 2022 Fund; (3) the receipt and deposit of funds in the amount of $334,364.28 in the F8HA - HSIP Three Intersections - June  2022 Fund; and (4) the disbursement of funds in the amount of $334,364.28 from the F8HA - HSIP Three Intersections - June 2022 Fund; and (5) execution of the Interlocal Agreement and all terms, conditions, and documents required by the agreement - Total amount of $334,364.28 - Financing: Texas Department of Transportation Grant Funds","081022_AG_19","081022_AG_19_7"
"2022-08-10T00:00:00.000","Z4","AGENDA","10","Councilmember","Adam McGough","YES","APPROVED","A public hearing to receive comments regarding an application for and an ordinance granting the renewal of Specific Use Permit No. 2403 for the sale of alcoholic beverages in conjunction  with a restaurant without drive-in or drive-through service on property zoned Planned Development District No. 859 with a D-1 Liquor Control Overlay and an H/128 Historic Overlay, Tract F within the Junius Heights Historic Overlay District, on the southeast line of Junius Street, between North Henderson Avenue and the terminus of Dumas Street","081022_AG_Z4","081022_AG_Z4_10"
"2022-08-10T00:00:00.000","1","AGENDA","1","Councilmember","Chad West","YES","APPROVED","Approval of Minutes of the June 22, 2022 City Council Meeting and June 27, 2022 Special Called City Council Meeting","081022_AG_1","081022_AG_1_1"
"2022-08-10T00:00:00.000","67","AGENDA","14","Councilmember","Paul Ridley","YES","AMENDED","Authorize a resolution to condemn any action intended to abrogate the fundamental liberties of the people of Dallas and affirm the City Council commitment to protecting peoples right to make reproductive health decisions for themselves and their families, including abortion care, and set Policy regarding the use of City resources in the prosecution of people seeking to make reproductive decisions - Financing: No cost consideration to the City","081022_AG_67","081022_AG_67_14"
"2022-08-10T00:00:00.000","67","AGENDA","8","Councilmember","Tennell Atkins","YES","AMENDED","Authorize a resolution to condemn any action intended to abrogate the fundamental liberties of the people of Dallas and affirm the City Council commitment to protecting peoples right to make reproductive health decisions for themselves and their families, including abortion care, and set Policy regarding the use of City resources in the prosecution of people seeking to make reproductive decisions - Financing: No cost consideration to the City","081022_AG_67","081022_AG_67_8"
"2022-08-10T00:00:00.000","54","AGENDA","6","Deputy Mayor Pro Tem","Omar Narvaez","YES","APPROVED","Authorize a public hearing to be held on September 14, 2022, pursuant to Chapter 26 of the Texas Parks and Wildlife Code, to receive comments on the proposed use of a portion of parkland at Everglade Park located at 5100 Jim  Miller Road totaling approximately 23,373 square feet of land and temporary use of approximately 31,142 square feet of land, by Dallas Water Utilities for the construction of a 48-inch water main and future wastewater lines for the Jim Miller Pump Station Improvements Project - Financing: No cost consideration to the City","081022_AG_54","081022_AG_54_6"
"2022-08-10T00:00:00.000","55","AGENDA","6","Deputy Mayor Pro Tem","Omar Narvaez","YES","APPROVED","Authorize a professional services contract with Carollo Engineers, Inc. for emergency preparedness planning tasks associated with the water distribution system - Not to exceed $472,418.00 - Financing: Water Capital Improvement G Fund","081022_AG_55","081022_AG_55_6"
"2022-08-10T00:00:00.000","9","AGENDA","12","Councilmember","Cara Mendelsohn","ABSNT","APPROVED","Authorize  (1) the acceptance of a grant from the Environmental Protection Agency through the North Central Texas Council of Governments for an award through the �Clean Fleets North Texas 2020 Call for Projects� (Project No. TRN6875, CFDA No. 66.039, Federal Award ID No. 01F56701) (to purchase replacement vehicles and equipment to reduce Nitrogen Oxides emissions in the amount of $109,116.00 for the period August 11, 2022 through  February 26, 2023); (2) the receipt and deposit of grant funds in an amount not to exceed $109,116.00 in  the Clean Fleets North  Texas 2020 Fund - Award 2;  (3) the establishment of appropriations in an amount not to exceed $109,116.00 in the Clean Fleets North Texas 2020 Fund - Award 2; (4) a required local match in the amount of $255,640.00 from Equipment Notes Series 2021 Fund; and (5) execution of the grant agreement and all terms, conditions, and documents required by the grant agreement - Total not to exceed $364,756.00 - Financing: North Central Texas Council of Governments Grant Funds ($109,116.00) and Equipment Notes Series 2021 Fund ($255,640.00)","081022_AG_9","081022_AG_9_12"
"2022-08-10T00:00:00.000","33","AGENDA","8","Councilmember","Tennell Atkins","YES","APPROVED","Authorize a public hearing to be held on August 24, 2022, to receive comments concerning: (1) the proposed levy of assessment for the South Side Public Improvement District (the �District�) in accordance with Chapter 372, Texas Local Government Code, for the purpose of providing supplemental public services to be funded by special assessments on property in the District; and, at the close of the public hearing (2) consider approval of an ordinance (a) levying a special assessment on property in the District for services and improvements to be provided during 2023; (b) fixing charges and liens against the property in the District and against the property owners thereof; (c) providing for the collection of the 2022 assessment; (d) requiring City staff to, not later than seven days after City Council�s approval of the ordinance and service plan, file a copy of the approved service plan with the Dallas county clerk; and (e) providing an effective date - Financing: This action has no cost consideration to the City (see Fiscal Information)","081022_AG_33","081022_AG_33_8"
"2022-08-10T00:00:00.000","12","AGENDA","9","Councilmember","Paula Blackmon","YES","DEFERRED THE ITEM FOR 30 DAYS [9/14/22]","An ordinance abandoning portions of a drainage easement with a temporary working space easement and a storm sewer easement to MQMF Dallas Carlisle Street LLC, the abutting owner, containing a total of approximately  1,621 square feet of land, located near the intersection of Bowen and Carlisle Streets - Revenue: General Fund $5,400.00, plus the $20.00 ordinance publication fee","081022_AG_12","081022_AG_12_9"
"2022-08-10T00:00:00.000","PH4","AGENDA","13","Councilmember","Gay Donnell Willis","YES","APPROVED","A public hearing to receive comments amending chapter 15D, �Emergency Vehicles,� of the Dallas City Code by amending Sections 15D-15, 15D-16, 15D-17, 15D-21, 15D-22, 15D-50, 15D-52, 15D-53,15D-55, and 15D-56; (1) providing a definition of dispatcher; (2) clarifying language concerning emergency wrecker service; (3) providing a penalty not to exceed $1,000.00; (4) providing a saving clause; (5) providing a severability clause; and (6) providing an effective date - Financing: No cost consideration to the City (see Fiscal Information)","081022_AG_PH4","081022_AG_PH4_13"
"2022-08-10T00:00:00.000","63","AGENDA","1","Councilmember","Chad West","YES","APPROVED","Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office)
[Officer Appointments: Michael Hubbard - Chair, Reinvestment Zone Thirteen Board (Grand Park South); Greer L. Christian - Chair, Reinvestment Zone Eighteen Board (Maple/Mockingbird)]","081022_AG_63","081022_AG_63_1"
"2022-08-10T00:00:00.000","65","AGENDA","13","Councilmember","Gay Donnell Willis","YES","DEFERRED WITH A REQUIREMENT","Authorize a three-year service contract, with one one-year renewal option, for parking meter and citation management for the Department of Transportation - SP Plus Corporation, most advantageous proposer of five - Not to exceed $9,659,302.50 - Financing: General Fund (subject to annual appropriations) (This item was deferred on June 22, 2022)","081022_AG_65","081022_AG_65_13"
"2022-08-10T00:00:00.000","8","AGENDA","5","Councilmember","Jaime Resendez","YES","OTHER HELD UNDER ADVISEMENT UNTIL 10/26/22","An ordinance amending Chapter 18, �Municipal Solid Wastes,� of the Dallas City Code by amending Article V; (1) providing revised storage, license, and record keeping requirements and establishing training requirements  for  tire  businesses;  (2)  providing  a  penalty  not  to  exceed $2,000.00; (3) providing a saving clause; (4) providing a severability clause; and (5) providing an effective date - Financing: No cost consideration to the City","081022_AG_8","081022_AG_8_5"
"2022-08-10T00:00:00.000","19","AGENDA","14","Councilmember","Paul Ridley","YES","APPROVED","Authorize (1) an Interlocal Agreement with the Texas Department of Transportation (TxDOT) through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 0047-07-237, etc., CFDA No. 20.205) in the amount of $334,364.28 to provide cost reimbursement for material and labor related to the installation of traffic signal equipment at the intersections of U.S. Highway (US) 75 (Central Expressway) at Caruth Haven Lane (CSJ 0047-07-237), US 75 (Central Expressway) at Fitzhugh Avenue (CSJ 0047-07-238) and South Loop 12 (Walton Walker Boulevard) at State Highway Spur No. 348 (Northwest Highway) (CSJ 0353-04-109); (2) the establishment of appropriations in the amount of $334,364.28 in the F8HA - HSIP Three Intersections - June 2022 Fund; (3) the receipt and deposit of funds in the amount of $334,364.28 in the F8HA - HSIP Three Intersections - June  2022 Fund; and (4) the disbursement of funds in the amount of $334,364.28 from the F8HA - HSIP Three Intersections - June 2022 Fund; and (5) execution of the Interlocal Agreement and all terms, conditions, and documents required by the agreement - Total amount of $334,364.28 - Financing: Texas Department of Transportation Grant Funds","081022_AG_19","081022_AG_19_14"
"2022-08-10T00:00:00.000","61","AGENDA","11","Councilmember","Jaynie Shultz","YES","APPROVED","Authorize Supplemental Agreement No. 2 to the professional services contract with CDM Smith Inc. for construction phase services associated with the rehabilitation of the Jim  Miller Pump  Station - Not to exceed $1,784,410.00, from $5,043,724.00 to $6,828,134.00 - Financing: Water Capital Improvement G Fund ($1,600,000.00) and Water Construction Fund ($184,410.00)","081022_AG_61","081022_AG_61_11"
"2022-08-10T00:00:00.000","Z3","AGENDA","3","Councilmember","Casey Thomas II","YES","APPROVED","A public hearing to receive comments regarding an application for and an ordinance granting an amendment to and an expansion of Planned Development District No. 346 on property zoned an IM Industrial Manufacturing District on the northwest line of Hickory Street, northeast of the intersection of Hickory Street and Malcolm X Boulevard","081022_AG_Z3","081022_AG_Z3_3"
"2022-08-10T00:00:00.000","52","AGENDA","10","Councilmember","Adam McGough","YES","APPROVED CORRECTED","Authorize a ratification of an emergency procurement with Fleetwood Services LLC for (1) the removal of 108,000 square feet of the existing soil and turf; (2) purchase of TifEagle Bermuda sprigs; and (3) assisting in necessary planting for the Park and Recreation Department to use at Cedar Crest Golf Course located at 1800 Southerland Avenue - Not to exceed $261,100.00 - Financing: General Funds (subject to annual appropriations)","081022_AG_52","081022_AG_52_10"
"2022-08-10T00:00:00.000","8","AGENDA","6","Deputy Mayor Pro Tem","Omar Narvaez","YES","OTHER HELD UNDER ADVISEMENT UNTIL 10/26/22","An ordinance amending Chapter 18, �Municipal Solid Wastes,� of the Dallas City Code by amending Article V; (1) providing revised storage, license, and record keeping requirements and establishing training requirements  for  tire  businesses;  (2)  providing  a  penalty  not  to  exceed $2,000.00; (3) providing a saving clause; (4) providing a severability clause; and (5) providing an effective date - Financing: No cost consideration to the City","081022_AG_8","081022_AG_8_6"
"2022-08-10T00:00:00.000","38","AGENDA","13","Councilmember","Gay Donnell Willis","YES","APPROVED","Authorize the (1) acceptance of a grant from the U.S. Environmental Protection Agency through the Texas Commission on Environmental Quality (TCEQ) (Contract No. 582-23-40028, CFDA Nos. 66.034 and 66.605) in the amount of $96,707.48 to operate the ambient air monitoring station in Rockwall County and air quality monitoring of the Particulate Matter (PM) 2.5 network, for the period September 1, 2022 through August 31, 2023; (2) receipt and deposit of funds in an amount not to exceed $96,707.48 in the TCEQ 22-23 Rockwall and PM 2.5 Monitoring Program Fund; (3) establishment of appropriations in an amount not to exceed $96,707.48 in the TCEQ 22-23 Rockwall and PM 2.5 Air Monitoring Program Fund; and (4) execution of the contract and all terms, conditions, and documents required by the agreement - Not to exceed $96,707.48 - Financing: Texas Commission on Environmental Quality Grant Funds","081022_AG_38","081022_AG_38_13"
"2022-08-10T00:00:00.000","39","AGENDA","15","Mayor","Eric Johnson","YES","APPROVED","Authorize the (1) first  amendment to the contract with  the Texas Commission on Environmental Quality (TCEQ) for the Whole Air Monitoring Program (Contract No. 582-21-22370, CFDA No. 97.091) to accept additional grant funds in an amount not to exceed $425,924.25 from the U.S. Environmental Protection Agency passed through the TCEQ, to continue the Whole Air Monitoring Program for the period September 1, 2022 through August 31, 2023; (2) receipt and deposit of funds in an amount not to exceed $425,924.25 in the TCEQ 22-23 Whole Air Monitoring Program Fund; (3) establishment of appropriations in an amount not to exceed $425,924.25 in the TCEQ 22-23 Whole Air Monitoring Program Fund; and (4) execution of the contract and all terms, conditions, and documents required by the agreement - Not to exceed $425,924.25, from $581,027.03 to $1,006,951.28 - Financing: Texas Commission on Environmental Quality Grant Funds","081022_AG_39","081022_AG_39_15"
"2022-08-10T00:00:00.000","Z10","AGENDA","8","Councilmember","Tennell Atkins","YES","DEFERRED TO 9/14/22","A public hearing to receive comments regarding an application for and an ordinance granting an MU-3 Mixed Use District on property zoned an MC-4 Multiple Commercial District, on the north side of Vantage Point, west of Greenville Avenue","081022_AG_Z10","081022_AG_Z10_8"
"2022-08-10T00:00:00.000","Z10","AGENDA","7","Councilmember","Adam Bazaldua","YES","DEFERRED TO 9/14/22","A public hearing to receive comments regarding an application for and an ordinance granting an MU-3 Mixed Use District on property zoned an MC-4 Multiple Commercial District, on the north side of Vantage Point, west of Greenville Avenue","081022_AG_Z10","081022_AG_Z10_7"
"2022-08-10T00:00:00.000","Z7","AGENDA","5","Councilmember","Jaime Resendez","YES","APPROVED","A public hearing to receive comments regarding an application for and an ordinance granting a NS(A) Neighborhood Service District and a resolution accepting the deed restrictions volunteered by the applicant, to prohibit massage establishments, tattoo studios, and piercing establishments on property zoned R-7.5(A) Single Family District, on the south line of Elam Road, west of Buttercup Lane [in lieu of a CR Community Retail District]","081022_AG_Z7","081022_AG_Z7_5"
"2022-08-10T00:00:00.000","65","AGENDA","7","Councilmember","Adam Bazaldua","YES","DEFERRED WITH A REQUIREMENT","Authorize a three-year service contract, with one one-year renewal option, for parking meter and citation management for the Department of Transportation - SP Plus Corporation, most advantageous proposer of five - Not to exceed $9,659,302.50 - Financing: General Fund (subject to annual appropriations) (This item was deferred on June 22, 2022)","081022_AG_65","081022_AG_65_7"
"2022-08-10T00:00:00.000","28","AGENDA","8","Councilmember","Tennell Atkins","YES","APPROVED","Authorize a public hearing to be held on August 24, 2022, to receive comments concerning: (1) the proposed levy of assessment for the Midtown Improvement District (the �District�) in accordance with Chapter 372, Texas Local Government Code for the purpose of providing supplemental public services to be funded by special assessments on property in the District; and, at the close of the public hearing (2) consider approval of an ordinance (a) levying a special assessment on property in the District for services and improvements to be provided during 2023; (b) fixing charges and liens against the property in the District and against the property owners thereof; (c) providing for the collection of the 2022 assessment; (d) requiring City staff to, not later than seven days after City Council�s approval of the ordinance and service plan, file a copy of the approved service plan with the Dallas county clerk; and (e) providing an effective date - Financing: This action has no cost consideration to the City (see Fiscal Information)","081022_AG_28","081022_AG_28_8"
"2022-08-10T00:00:00.000","64","AGENDA","10","Councilmember","Adam McGough","YES","APPROVED","An ordinance (1) ordering a special election to be held in the city of Dallas (the City) on November 8, 2022, on the question of approving and implementing a resolution designating the expansion of the Kay Bailey Hutchison Convention Center Dallas and certain improvements at Fair Park within the City as venue projects and designating the method of financing pursuant to Chapter 334, Texas Local Government Code; (2) making provisions for the conduct of the election; and (3) providing an effective date - Financing: No cost consideration to the City","081022_AG_64","081022_AG_64_10"
"2022-08-10T00:00:00.000","63","AGENDA","5","Councilmember","Jaime Resendez","YES","APPROVED","Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office)
[Officer Appointments: Michael Hubbard - Chair, Reinvestment Zone Thirteen Board (Grand Park South); Greer L. Christian - Chair, Reinvestment Zone Eighteen Board (Maple/Mockingbird)]","081022_AG_63","081022_AG_63_5"
"2022-08-10T00:00:00.000","65","AGENDA","15","Mayor","Eric Johnson","YES","DEFERRED WITH A REQUIREMENT","Authorize a three-year service contract, with one one-year renewal option, for parking meter and citation management for the Department of Transportation - SP Plus Corporation, most advantageous proposer of five - Not to exceed $9,659,302.50 - Financing: General Fund (subject to annual appropriations) (This item was deferred on June 22, 2022)","081022_AG_65","081022_AG_65_15"
"2022-08-10T00:00:00.000","4","AGENDA","4","Mayor Pro Tem","Carolyn King  Arnold","YES","APPROVED","Authorize settlement of the lawsuit styled Lydia Gaines v. City of Dallas, Cause No. CC-19-05493-C - Not to exceed $60,000.00 - Financing: Liability Reserve Fund","081022_AG_4","081022_AG_4_4"
"2022-08-10T00:00:00.000","45","AGENDA","11","Councilmember","Jaynie Shultz","YES","APPROVED","Authorize a three-year service price agreement for vehicle auto body collision repair services - First Class Auto, Inc., most advantageous proposer of two - Estimated amount of $9,802,100 - Financing: General Fund ($370,400) and Equipment and Fleet Management Fund ($9,431,700) (subject to annual appropriations)","081022_AG_45","081022_AG_45_11"
"2022-08-10T00:00:00.000","8","AGENDA","4","Mayor Pro Tem","Carolyn King  Arnold","YES","OTHER HELD UNDER ADVISEMENT UNTIL 10/26/22","An ordinance amending Chapter 18, �Municipal Solid Wastes,� of the Dallas City Code by amending Article V; (1) providing revised storage, license, and record keeping requirements and establishing training requirements  for  tire  businesses;  (2)  providing  a  penalty  not  to  exceed $2,000.00; (3) providing a saving clause; (4) providing a severability clause; and (5) providing an effective date - Financing: No cost consideration to the City","081022_AG_8","081022_AG_8_4"
"2022-08-10T00:00:00.000","9","AGENDA","14","Councilmember","Paul Ridley","YES","APPROVED","Authorize  (1) the acceptance of a grant from the Environmental Protection Agency through the North Central Texas Council of Governments for an award through the �Clean Fleets North Texas 2020 Call for Projects� (Project No. TRN6875, CFDA No. 66.039, Federal Award ID No. 01F56701) (to purchase replacement vehicles and equipment to reduce Nitrogen Oxides emissions in the amount of $109,116.00 for the period August 11, 2022 through  February 26, 2023); (2) the receipt and deposit of grant funds in an amount not to exceed $109,116.00 in  the Clean Fleets North  Texas 2020 Fund - Award 2;  (3) the establishment of appropriations in an amount not to exceed $109,116.00 in the Clean Fleets North Texas 2020 Fund - Award 2; (4) a required local match in the amount of $255,640.00 from Equipment Notes Series 2021 Fund; and (5) execution of the grant agreement and all terms, conditions, and documents required by the grant agreement - Total not to exceed $364,756.00 - Financing: North Central Texas Council of Governments Grant Funds ($109,116.00) and Equipment Notes Series 2021 Fund ($255,640.00)","081022_AG_9","081022_AG_9_14"
"2022-08-10T00:00:00.000","5","AGENDA","11","Councilmember","Jaynie Shultz","YES","APPROVED","Authorize settlement of Selina Workman�s claim in the lawsuit styled Selina Workman and Alice Jackson v. City of Dallas, Cause No. DC-19-01610 - Not to exceed $32,000.00 - Financing:  Liability Reserve Fund","081022_AG_5","081022_AG_5_11"
"2022-08-10T00:00:00.000","50","AGENDA","13","Councilmember","Gay Donnell Willis","YES","APPROVED","Authorize Supplemental Agreement No. 4 to the service contract with Streamline Automation Systems, LLC for hosting, maintenance, and support of the existing fire inspection system for the Fire -Rescue Department managed by the Department of Information and Technology Services - Not to exceed $558,225, from $1,262,087 to $1,820,312 - Financing: Data Services Fund (subject to annual appropriations)","081022_AG_50","081022_AG_50_13"
"2022-08-10T00:00:00.000","56","AGENDA","2","Councilmember","Jesse Moreno","YES","APPROVED","Authorize a professional services contract with Pacheco Koch Consulting Engineers, Inc. to provide engineering services for storm drainage relief and erosion control improvements at four locations  (list attached to Agenda Information Sheet) - Not to exceed $221,579.00 - Financing: Storm Drainage Management Capital Construction Fund","081022_AG_56","081022_AG_56_2"
"2022-08-10T00:00:00.000","44","AGENDA","7","Councilmember","Adam Bazaldua","YES","APPROVED","Authorize a three-year service contract for consulting services to assist in the development of a regional catastrophic preparedness framework for the Office of Emergency Management - Innovative Emergency Management dba IEM, most advantageous proposer of five - Not to exceed $491,219.00 - Financing: Regional Catastrophic Preparedness Grant Program Fund (subject to annual appropriations)","081022_AG_44","081022_AG_44_7"
"2022-08-10T00:00:00.000","Z2","AGENDA","9","Councilmember","Paula Blackmon","YES","APPROVED","A public hearing to receive comments regarding an application for and an ordinance granting a WR-3 Walkable Urban Residential District on property zoned an IR Industrial Research District, on the southeast line of Kimsey Drive, northeast of Maple Avenue","081022_AG_Z2","081022_AG_Z2_9"
"2022-08-10T00:00:00.000","PH2","AGENDA","6","Deputy Mayor Pro Tem","Omar Narvaez","YES","APPROVED","A public hearing to receive comments regarding consideration of an ordinance amending the definitions of bedroom, kitchen and bathroom in the Dallas Development Code","081022_AG_PH2","081022_AG_PH2_6"
"2022-08-10T00:00:00.000","29","AGENDA","1","Councilmember","Chad West","YES","APPROVED","Authorize a public hearing to be held on August 24, 2022, to receive comments concerning: (1) the proposed levy of assessment for the North Lake Highlands Public Improvement District�s (the �District�) in accordance with Chapter 372, Texas Local Government Code, for the purpose of providing supplemental public services to be funded by special assessments on property in the District; and, at the close of the public hearing (2) consider approval of an ordinance (a) levying a special assessment on property in the District for services and improvements to be provided during 2023; (b) fixing charges and liens against the property in the District and against the property owners thereof; (c) providing for the collection of the 2022 assessment; (d) requiring City staff to, not later than seven days after City Council�s approval of the ordinance and service plan, file a copy of the approved service plan with the Dallas county clerk; and (e) providing an effective date - Financing: This action has no cost consideration to the City (see Fiscal Information)","081022_AG_29","081022_AG_29_1"
