Activity Number,Activity Type,Activity SubType,Activity Priority,Service Request Number,Street Address ,Street Number,Street Direction,Street Name,Street Type,Apartment,City,State,Zip Code,Census Tract,Council District,Mapsco Page,Animal Intake ID,Animal Type,Animal Description,Tag Number,Activity Quantity 1,Activity Result 1,Activity Quantity 2,Activity Result 2,Activity Quantity 3,Activity Result 3,Activity Quantity 4,Activity Result 4,Activity Quantity 5,Activity Result 5,Final Activity Quantity,Final Activity Result,Activity Comment,Officer ID,Activity Status,Cancel Reason,Radio Signal Code,Call Date/Time,Created Date/Time,Dispatch Date/Time,Working Date/Time,Completed Date/Time,User ID,Month,Year,Location 1,Council Districts--Test,Dallas City Limits GIS Layer,City Councils,Zip Codes,Counties
A16-011280,INVESTIGATION,MUNICIPAL,LOW,LYAP,8637  CRAIGE DR,8637,,CRAIGE,DR,,DALLAS,TX,75217,009201,5,58-M,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,,P9991698,COMPLETED,,,05/06/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"8637 CRAIGE DR
DALLAS, TX 75217
(32.736602, -96.671243)",5,3,5,18921,3162
A16-033467,INVESTIGATION,GROSS NEGLIGENCE,URGENT,1600504108,4439  LEMMON AVE,4439,,LEMMON,AVE,,DALLAS,TX,75219,000603,14,35-S,,DOG,,,1,UNABLE TO MAKE CONTACT,1,GONE ON ARRIVAL,0,,0,,0,,1,CLOSED,,P9991718,COMPLETED,,20/17 NS NF NW,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,MGAYNOR,OCT.2016,FY2017,"4439 LEMMON AVE
DALLAS, TX 75219
(32.818831, -96.813748)",12,3,14,18929,3162
A16-033457,INVESTIGATION,BITE,URGENT,1600504024,1818 N WESTMORELAND RD,1818,N,WESTMORELAND,RD,,DALLAS,TX,75212,020500,6,43-T,A0956608,CAT,,,1,IMPOUNDED,1,REPORTED,0,,0,,0,,1,CLOSED,,P9991695,COMPLETED,,5/12,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,JMARTIN,OCT.2016,FY2017,"1818 N WESTMORELAND RD
DALLAS, TX 75212
(32.768882, -96.873784)",6,3,6,18530,3162
A16-011296,INVESTIGATION,MUNICIPAL,LOW,LYAP,1620  TURF DR,1620,,TURF,DR,,DALLAS,TX,75217,009201,5,59-E,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,,P9991698,COMPLETED,,,05/06/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"1620 TURF DR
DALLAS, TX 75217
(32.74045, -96.666682)",5,3,5,18921,3162
A16-033476,LOOSE,AGGRESSION,URGENT,1600504159,6425  ETHEL DR,6425,,ETHEL,DR,,DALLAS,TX,75227,008400,5,47-V,,DOG,,,1,GONE ON ARRIVAL,0,,0,,0,,0,,1,CLOSED,,P9991181,COMPLETED,,21 AIP,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,DLATTIME,OCT.2016,FY2017,"6425 ETHEL DR
DALLAS, TX 75227
(32.76546, -96.710218)",5,3,5,19359,3162
A16-033496,ASSIST,POLICE,NORMAL,1600504253,7406  THURSTON DR,7406,,THURSTON,DR,,DALLAS,TX,75235,000403,2,34-J,,DOG,,,1,GONE ON ARRIVAL,0,,0,,0,,0,,1,CLOSED,,P9991181,COMPLETED,,,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,DLATTIME,OCT.2016,FY2017,"7406 THURSTON DR
DALLAS, TX 75235
(32.833886, -96.851449)",2,3,2,19747,3162
A16-033451,LOOSE,AGGRESSION,URGENT,1600503994,2520  STOVALL DR,2520,,STOVALL,DR,,DALLAS,TX,75216,008802,4,55-Z,A0957832,DOG,,,1,IMPOUNDED,1,MADE CONTACT,0,,0,,0,,1,CLOSED,,P9991230,COMPLETED,,20/8 AGG,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,JMARTIN,OCT.2016,FY2017,"2520 STOVALL DR
DALLAS, TX 75216
(32.711785, -96.789093)",4,3,4,18915,3162
A16-033518,LOOSE,AGGRESSION,URGENT,1600504514,820  HAVENWOOD DR,820,,HAVENWOOD,DR,,DALLAS,TX,75232,011104,8,64-X,,DOG,,,1,MADE CONTACT,0,,0,,0,,0,,1,CLOSED,,P9991712,COMPLETED,,20/8 VIC,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,ODAVIS,OCT.2016,FY2017,"820 HAVENWOOD DR
DALLAS, TX 75232
(32.656413, -96.836185)",8,3,8,19379,3162
A16-033538,LOOSE,LOOSE OWN,NORMAL,1600504659,718  HOLCOMB RD,718,,HOLCOMB,RD,,DALLAS,TX,75217,009202,5,58-R,,DOG,,,1,UNABLE TO CATCH,2,UNABLE TO LOCATE,0,,0,,0,,1,CLOSED,,P9991721,COMPLETED,,21 LOOSE,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,JKONOLD,OCT.2016,FY2017,"718 HOLCOMB RD
DALLAS, TX 75217
(32.723764, -96.674265)",5,3,5,18921,3162
A16-033487,LOOSE,AGGRESSION,PERSON IN DANGER,1600504226,7711  MOHAWK DR,7711,,MOHAWK,DR,,DALLAS,TX,75235,000403,2,33-M,,DOG,,,1,CITATION,0,,0,,0,,0,,1,CLOSED,,P9991181,COMPLETED,,6/8 AIP,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,DLATTIME,OCT.2016,FY2017,"7711 MOHAWK DR
DALLAS, TX 75235
(32.833863, -96.855732)",2,3,2,19747,3162
A16-011107,INVESTIGATION,MUNICIPAL,LOW,LYAP,8909  ROCKLEDGE DR,8909,,ROCKLEDGE,DR,,DALLAS,TX,75217,009201,5,59-E,,DOG,,,1,UNABLE TO MAKE CONTACT,0,,0,,0,,0,,1,CLOSED,CARE PROGRAM CENSUS TRACT xx.xx (xx-xx-xx) SC-DGL,P9991698,COMPLETED,,,05/05/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"8909 ROCKLEDGE DR
DALLAS, TX 75217
(32.742755, -96.668809)",5,3,5,18921,3162
A16-011118,INVESTIGATION,MUNICIPAL,LOW,LYAP,8928  ROCKLEDGE DR,8928,,ROCKLEDGE,DR,,DALLAS,TX,75217,009201,5,59-E,,DOG,,,1,UNABLE TO MAKE CONTACT,0,,0,,0,,0,,1,CLOSED,CARE PROGRAM CENSUS TRACT xx.xx (xx-xx-xx) EROD,P9991698,COMPLETED,,,05/05/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"8928 ROCKLEDGE DR
DALLAS, TX 75217
(32.742753, -96.668008)",5,3,5,18921,3162
A16-011305,INVESTIGATION,MUNICIPAL,LOW,LYAP,1627  TURF DR,1627,,TURF,DR,,DALLAS,TX,75217,009201,5,59-E,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,,P9991698,COMPLETED,,,05/06/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"1627 TURF DR
DALLAS, TX 75217
(32.740683, -96.666688)",5,3,5,18921,3162
A16-033525,LOOSE,LOOSE OWN,NORMAL,1600504564,9500  ELOISE ST,9500,,ELOISE,ST,,DALLAS,TX,75217,011900,5,59-K,A0957874,DOG,,,1,IMPOUNDED,0,,0,,0,,0,,1,CLOSED,,,COMPLETED,,,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,,10/01/2016 12:00:00 AM,LHAYES,OCT.2016,FY2017,"9500 ELOISE ST
DALLAS, TX 75217
(32.737375, -96.658825)",5,3,5,18921,3162
A16-033503,LOOSE,CONFINED,NORMAL,1600504339,1655  OAK GLEN TRL,1655,,OAK GLEN,TRL,,DALLAS,TX,75232,011101,8,64-W,A0957860,DOG,,,1,MADE CONTACT,1,IMPOUNDED,0,,0,,0,,1,CLOSED,,P9991549,COMPLETED,,20/8 CONF,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,RARELLAN,OCT.2016,FY2017,"1655 OAK GLEN TRL
DALLAS, TX 75232
(32.65938, -96.848735)",8,3,8,19379,3162
A16-033466,ASSIST,POLICE,NORMAL,1600504094,9815  BLUFFCREEK DR,9815,,BLUFFCREEK,DR,,DALLAS,TX,75227,012000,7,59-B,A0957835,DOG,,,5,IMPOUNDED,2,DEAD ON ARRIVAL,10,MADE CONTACT,1,VIOLATION NOTICE,0,,1,CLOSED,,P9991724,COMPLETED,,6/8 INJ,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,LHAYES,OCT.2016,FY2017,"9815 BLUFFCREEK DR
DALLAS, TX 75227
(32.752783, -96.65337)",7,3,7,19359,3162
A16-033530,LOOSE,SICK/INJURED,URGENT,1600504617,9665  LIMESTONE DR,9665,,LIMESTONE,DR,,DALLAS,TX,75217,011900,5,59-F,,DOG,,,1,MADE CONTACT,4,UNABLE TO CATCH,0,,0,,0,,1,CLOSED,,P9991725,COMPLETED,,,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,THILL,OCT.2016,FY2017,"9665 LIMESTONE DR
DALLAS, TX 75217
(32.744588, -96.654899)",5,3,5,18921,3162
A16-033533,LOOSE,AGGRESSION,PERSON IN DANGER,1600504635,8525  LA PRADA DR,8525,,LA PRADA,DR,,DALLAS,,75228,012302,7,39-W,,DOG,,,1,MADE CONTACT,1,VIOLATION NOTICE,1,EDUCATION,0,,0,,1,CLOSED,,P9991718,COMPLETED,,20/8 AIP,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,MGAYNOR,OCT.2016,FY2017,"8525 LA PRADA DR
DALLAS 75228
(32.810025, -96.665959)",7,3,7,19361,3162
A16-033464,ASSIST,POLICE,NORMAL,1600504075,432 W BROOKLYN AVE,432,W,BROOKLYN,AVE,,DALLAS,TX,75208,005000,1,54-G,,DOG,,,1,MADE CONTACT,0,,0,,0,,0,,1,CLOSED,,P9991140,COMPLETED,,6/8 VIC,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,HWILSON,OCT.2016,FY2017,"432 W BROOKLYN AVE
DALLAS, TX 75208
(32.739223, -96.829796)",1,3,1,18519,3162
A16-033463,LOOSE,AGGRESSION,PERSON IN DANGER,1600504058,1200  BURLINGTON BLVD,1200,,BURLINGTON,BLVD,,DALLAS,TX,75208,005100,1,54-K,,DOG,,,1,IMPOUNDED,0,,0,,0,,0,,1,CLOSED,CLINTON,P9991140,COMPLETED,,20/8 AIP,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,HWILSON,OCT.2016,FY2017,"1200 BURLINGTON BLVD
DALLAS, TX 75208
(32.737042, -96.841771)",1,3,1,18519,3162
A16-033479,LOOSE,AGGRESSION,URGENT,1600504170,1714  GLENFIELD AVE,1714,,GLENFIELD,AVE,,DALLAS,TX,75224,006301,4,54-S,,DOG,,,1,GONE ON ARRIVAL,0,,0,,0,,0,,1,CLOSED,,P9991140,COMPLETED,,20/8 VIC,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,HWILSON,OCT.2016,FY2017,"1714 GLENFIELD AVE
DALLAS, TX 75224
(32.718446, -96.849283)",4,3,4,18939,3162
A16-033491,INVESTIGATION,MUNICIPAL,LOW,1600504232,1831  LIFE AVE,1831,,LIFE,AVE,,DALLAS,TX,75212,010101,6,44-J,,DOG,,,1,CITATION,0,,0,,0,,0,,1,CLOSED,,P9991222,COMPLETED,,,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,SROBERTS,OCT.2016,FY2017,"1831 LIFE AVE
DALLAS, TX 75212
(32.786286, -96.849202)",6,3,6,18530,3162
A16-033541,LOOSE,LOOSE OWN,NORMAL,1600504686,272 W LAWSON RD,272,W,LAWSON,RD,LOT 199,DALLAS,,75253,017004,8,70-C,,DOG,,,1,UNABLE TO CATCH,0,,0,,0,,0,,1,CLOSED,,P9991140,COMPLETED,,20/21 LOOSE,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,10/02/2016 12:00:00 AM,HWILSON,OCT.2016,FY2017,"272 W LAWSON RD
DALLAS 75253
(32.698166, -96.57572)",8,3,8,18776,3162
A16-031717,INVESTIGATION,BITE,URGENT,MGAYNOR,2715  DATHE ST,2715,,DATHE,ST,,DALLAS,TX,75215,003700,7,46-X,,DOG,,,1,VIOLATION NOTICE,0,,0,,0,,0,,0,CLOSED,"xx/xx/xx xx:xx- ,DOG NOT QT-ISSUE CIATAION FOR FAILURE TO DO SO",P9991548,COMPLETED,,5,09/19/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/06/2016 12:00:00 AM,10/06/2016 12:00:00 AM,10/06/2016 12:00:00 AM,MBRADLEY,OCT.2016,FY2017,"2715 DATHE ST
DALLAS, TX 75215
(32.763903, -96.763455)",7,3,7,18541,3162
A16-033522,LOOSE,LOOSE OWN,NORMAL,1600504534,7242  FAIRPORT RD,7242,,FAIRPORT,RD,,DALLAS,TX,75217,011601,8,58-X,A0957877,OTHER,,,1,IMPOUNDED,1,VIOLATION NOTICE,2,UNABLE TO MAKE CONTACT,0,,0,,1,CLOSED,"xxxx FAIRPORT RD; XY: xxxxxxx.xxxxxxxx, xxxxxxx.xxxxxxxxx; LATLNG: xx.xxxxxxxxxx",P9991725,COMPLETED,,5/21,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,DHENDERS,OCT.2016,FY2017,"7242 FAIRPORT RD
DALLAS, TX 75217
(32.705137, -96.695117)",8,3,8,18921,3162
A16-011351,INVESTIGATION,MUNICIPAL,LOW,LYAP,1631  TURF DR,1631,,TURF,DR,,DALLAS,TX,75217,009201,5,59-E,A0948333,DOG,,L16-062550,1,COMPLIANCE,1,RESOLVED,0,,0,,0,,1,CLOSED,,P9991213,COMPLETED,,,05/06/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,RVALVERD,OCT.2016,FY2017,"1631 TURF DR
DALLAS, TX 75217
(32.740866, -96.666694)",5,3,5,18921,3162
A16-033459,LOOSE,CONFINED,NORMAL,1600504034,4439  LEMMON AVE,4439,,LEMMON,AVE,,DALLAS,TX,75219,000603,14,35-S,,DOG,,,1,MADE CONTACT,1,GONE ON ARRIVAL,0,,0,,0,,1,CLOSED,MCDONALD'S,P9991718,COMPLETED,,21 LOOSE/ CONF,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,MGAYNOR,OCT.2016,FY2017,"4439 LEMMON AVE
DALLAS, TX 75219
(32.818831, -96.813748)",12,3,14,18929,3162
A16-033517,LOOSE,SICK/INJURED,ANIMAL IN DANGER,1600504511,10511  CYMBAL DR,10511,,CYMBAL,DR,,DALLAS,TX,75217,011900,5,59-L,,DOG,,,1,MADE CONTACT,1,VIOLATION NOTICE,0,,0,,0,,1,CLOSED,FOX RUN,P9991725,COMPLETED,,20/8 INJ,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,THILL,OCT.2016,FY2017,"10511 CYMBAL DR
DALLAS, TX 75217
(32.737318, -96.643526)",5,3,5,18921,3162
A16-033537,INVESTIGATION,BARKING,LOW,1600504656,7010  PASADENA AVE,7010,,PASADENA,AVE,,DALLAS,TX,75214,000100,9,37-S,,DOG,,,1,EDUCATION,1,MADE CONTACT,0,,0,,0,,1,CLOSED,,P0716141,COMPLETED,,,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,,10/04/2016 12:00:00 AM,MTORRES,OCT.2016,FY2017,"7010 PASADENA AVE
DALLAS, TX 75214
(32.818056, -96.736768)",13,3,9,18534,3162
A16-032503,INVESTIGATION,GROSS NEGLIGENCE,URGENT,GMORALES,4916  MOSS POINT RD,4916,,MOSS POINT,RD,,DALLAS,TX,75232,011002,4,64-L,,OTHER,,,1,MADE CONTACT,0,,0,,0,,0,,1,CLOSED,,P9991713,COMPLETED,,"20/17 NF, NW, NS",09/24/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,10/27/2016 12:00:00 AM,10/27/2016 12:00:00 AM,GMORALES,OCT.2016,FY2017,"4916 MOSS POINT RD
DALLAS, TX 75232
(32.685023, -96.830701)",4,3,4,19379,3162
A16-033515,INVESTIGATION,GROSS NEGLIGENCE,URGENT,1600504453,5128  EAST SIDE AVE,5128,,EAST SIDE,AVE,,DALLAS,TX,75214,002400,2,46-G,,OTHER,,,1,MADE CONTACT,1,EDUCATION,1,UNFOUNDED,0,,0,,1,CLOSED,,P9991718,COMPLETED,,20/17 ABUSE,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,MGAYNOR,OCT.2016,FY2017,"5128 EAST SIDE AVE
DALLAS, TX 75214
(32.796721, -96.759568)",2,3,2,18534,3162
A16-033534,ASSIST,POLICE,NORMAL,1600504638,4340  ROYAL RIDGE DR,4340,,ROYAL RIDGE,DR,,DALLAS,TX,75229,007601,13,24-L,,DOG,,,2,MADE CONTACT,2,CITATION,1,EDUCATION,0,,0,,1,CLOSED,x BROWN PITTS IN ALLEY AT BONHAM. xxxx ROYAL RIDGE,P9991714,COMPLETED,,6/8 VIC,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,LHILLMON,OCT.2016,FY2017,"4340 ROYAL RIDGE DR
DALLAS, TX 75229
(32.889406, -96.834345)",11,3,13,19367,3162
A16-011109,INVESTIGATION,MUNICIPAL,LOW,LYAP,8912  ROCKLEDGE DR,8912,,ROCKLEDGE,DR,,DALLAS,TX,75217,009201,5,59-E,,DOG,,,1,UNABLE TO MAKE CONTACT,0,,0,,0,,0,,1,CLOSED,CARE PROGRAM CENSUS TRACT xx.xx (xx-xx-xx) EROD,P9991698,COMPLETED,,,05/05/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"8912 ROCKLEDGE DR
DALLAS, TX 75217
(32.742755, -96.668599)",5,3,5,18921,3162
A16-033527,ASSIST,POLICE,NORMAL,1600504606,0  PRESCOTT AVE & GILBE,0,,PRESCOTT AVE & GILBE,,,DALLAS,TX,00000,000603,14,35-S,,DOG,,,1,MADE CONTACT,8,GONE ON ARRIVAL,0,,0,,0,,1,CLOSED,DOGS LEASHED AND LEAVING,P9991718,COMPLETED,,6/8 VIC,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,MGAYNOR,OCT.2016,FY2017,"0 PRESCOTT AVE & GILBE
DALLAS, TX 00000",,,,,
