"animal_id","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","months","year"
"A1004666","LFD 006","LAB",,"A17-069690","1","P0798836","010704","3","STRAY","AT LARGE",,"HANS/HAYES","2017-08-09T00:00:00.000","19:49:00.0000000","2017-08-13T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-13T00:00:00.000","10:14:00.0000000",,"K17-390103",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","HW+ VERY SWEET!","AUG.2017","FY2017"
"A1001393","LAB 01","LAB",,,"1","P0794730","020500","6","OWNER SURRENDER","EUTHANASIA REQUESTED",,"SW","2017-07-10T00:00:00.000","13:34:00.0000000","2017-07-10T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-10T00:00:00.000","14:07:00.0000000",,"K17-386835",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUL.2017","FY2017"
"A0740225","LAB 01","LAB",,,"1","P0004240","011701","5","OWNER SURRENDER","EUTHANASIA REQUESTED","EUTHANASIA ILL","T/W","2017-07-29T00:00:00.000","13:48:00.0000000","2017-07-29T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-29T00:00:00.000","14:18:00.0000000",,"K17-388879",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUL.2017","FY2017"
"A0992602","RECEIVING","LAB",,"A17-058450","1","P0786268","000900","2","STRAY","AT LARGE",,"AS","2017-05-09T00:00:00.000","10:36:00.0000000","2017-05-09T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-09T00:00:00.000","11:10:00.0000000",,"K17-379406",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A0998065","LAB 14","LAB",,"A17-062337","1","P0000000","005500","4","STRAY","AT LARGE",,"ARAMSEY","2017-06-11T00:00:00.000","12:32:00.0000000","2017-06-15T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-15T00:00:00.000","12:22:00.0000000",,"K17-383436",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","SWEEP",,"JUN.2017","FY2017"
"A1007797","RECEIVING","LAB",,"A17-074440","1","P0000000","004900","4","STRAY","AT LARGE",,"JC","2017-09-07T00:00:00.000","16:11:00.0000000","2017-09-11T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-09-07T00:00:00.000","17:01:00.0000000",,"K17-393096",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"SEP.2017","FY2017"
"A0996627","LFC 010","LAB",,,"1","P0626221","010102","6","STRAY","AT LARGE",,"BW/MW","2017-06-02T00:00:00.000","13:44:00.0000000","2017-06-06T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-06-02T00:00:00.000","16:26:00.0000000",,"K17-382306",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A1004489","LFC 066","IMPOUNDED",,,"1","P0798611","020500","6","STRAY","AT LARGE",,"CBM","2017-08-08T00:00:00.000","13:04:00.0000000","2017-08-08T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-08T00:00:00.000","19:08:00.0000000",,"K17-389924",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A1000426","LFC 062","LAB",,,"1","P0634473","010904","8","OWNER SURRENDER","GENERAL","MOVE","BW","2017-07-01T00:00:00.000","18:18:00.0000000","2017-07-01T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-02T00:00:00.000","17:35:00.0000000",,"K17-385813",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUL.2017","FY2017"
"A1000200","LAB 01","LAB",,,"1","P0793316","009105","5","STRAY","AT LARGE",,"MJ/BM","2017-06-29T00:00:00.000","15:24:00.0000000","2017-07-03T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-29T00:00:00.000","16:28:00.0000000",,"K17-385562",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0986709","LFD 037","LAB",,"A17-053298","1","P0780543","006401","1","OWNER SURRENDER","GENERAL","COST","SC/GS","2017-03-28T00:00:00.000","22:01:00.0000000","2017-03-29T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-29T00:00:00.000","14:01:00.0000000",,"K17-375125",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAR.2017","FY2017"
"A0998550","IC 07","LAB",,"A17-062542","3","P0791414","009101","5","OWNER SURRENDER","GENERAL","TOO MANY","THILL","2017-06-14T00:00:00.000","21:24:00.0000000","2017-06-14T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-06-18T00:00:00.000","17:51:00.0000000",,"K17-383848",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUN.2017","FY2017"
"A1006181","AD 018","LAB",,"A17-072114","1","P0801193","009101","5","OWNER SURRENDER","GENERAL",,"JH/JS","2017-08-23T00:00:00.000","22:34:00.0000000","2017-08-23T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-09-01T00:00:00.000","12:45:00.0000000",,"K17-391570",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","HW+","AUG.2017","FY2017"
"A0982476","VT 05","IMPOUNDED",,,"1","P0776199","010000","2","STRAY","AT LARGE",,"CB/CJ","2017-02-23T00:00:00.000","15:58:00.0000000","2017-02-23T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-02-23T00:00:00.000","18:59:00.0000000",,"K17-372175",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"FEB.2017","FY2017"
"A1006285","LAB 01","UNAVAILABLE",,,"1","P0603283","008701","4","OWNER SURRENDER","EUTHANASIA REQUESTED","EUTHANASIA ILL","CBM/ZM","2017-08-25T00:00:00.000","09:59:00.0000000","2017-08-25T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-25T00:00:00.000","11:19:00.0000000",,"K17-391682",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A0738770","LAB 01","LAB",,"A17-068050","1","P0615288","006800","1","OWNER SURRENDER","GENERAL",,"AHANSON","2017-07-28T00:00:00.000","17:35:00.0000000","2017-07-28T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-29T00:00:00.000","12:56:00.0000000",,"K17-388815",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUL.2017","FY2017"
"A1004218","LFC 059","LAB",,"A17-068204","2","P0062032","005300","1","OWNER SURRENDER","GENERAL",,"GM/WG","2017-08-05T00:00:00.000","10:48:00.0000000","2017-08-05T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-06T00:00:00.000","13:09:00.0000000",,"K17-389644",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"AUG.2017","FY2017"
"A0992152","INJD 018","UNAVAILABLE",,"A17-058022","1","P0000000","011900","5","STRAY","AT LARGE",,"GMORALES","2017-05-05T00:00:00.000","10:57:00.0000000","2017-05-09T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-05T00:00:00.000","12:04:00.0000000",,"K17-378962",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A1004122","LFD 149","LAB",,,"1","P0798145","010803","3","STRAY","AT LARGE",,"CBM/MW","2017-08-04T00:00:00.000","13:47:00.0000000","2017-08-08T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-14T00:00:00.000","09:20:00.0000000",,"K17-389548",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A1002466","LFC 054","LAB",,"A17-066965","1","P0796069","013626","11","STRAY","CONFINED",,"HILLMON/JH","2017-07-19T00:00:00.000","18:30:00.0000000","2017-07-23T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-22T00:00:00.000","10:36:00.0000000",,"K17-387970",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUL.2017","FY2017"
"A0995328","LFD 164","LAB",,"A17-060304","1","P0000000","017102","8","STRAY","AT LARGE",,"MW/TM","2017-05-24T00:00:00.000","19:52:00.0000000","2017-05-28T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-28T00:00:00.000","11:01:00.0000000",,"K17-381305",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","UNABLE TO SCAN","FIELD",,"MAY.2017","FY2017"
"A0969703","LFD 089","LAB",,,"1","P0764993","007821","13","OWNER SURRENDER","GENERAL",,"SN","2016-12-15T00:00:00.000","18:13:00.0000000","2016-12-15T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2016-12-16T00:00:00.000","12:50:00.0000000",,"K16-366767",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"DEC.2016","FY2017"
"A0984646","LFD 078","LAB",,"A17-051545","1","P0778473","002701","7","STRAY","CONFINED",,"AS","2017-03-14T00:00:00.000","09:27:00.0000000","2017-03-18T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-18T00:00:00.000","10:38:00.0000000",,"K17-373778",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAR.2017","FY2017"
"A1009391","LAB 01","LAB",,"A17-076826","1","P0805194","011701","5","STRAY","CONFINED",,"WH","2017-09-25T00:00:00.000","15:54:00.0000000","2017-09-29T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-09-29T00:00:00.000","12:34:00.0000000",,"K17-394804",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"SEP.2017","FY2017"
"A0996292","LAB 03","LAB",,,"1","P0791064","020500","6","OWNER SURRENDER","GENERAL","AGGRESSIVE - ANIMAL","CBM/BM","2017-08-03T00:00:00.000","14:08:00.0000000","2017-08-03T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-03T00:00:00.000","21:28:00.0000000",,"K17-389436",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A1003125","LAB 01","LAB",,"A17-067709","1","P0796880","002500","7","OWNER SURRENDER","GENERAL",,"JAS","2017-07-26T00:00:00.000","08:44:00.0000000","2017-07-26T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-07-26T00:00:00.000","15:49:00.0000000",,"K17-388559",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","SWEEP",,"JUL.2017","FY2017"
"A0999486","AD 018","LAB",,,"1","P0721230","010703","6","OWNER SURRENDER","GENERAL","DESTRUCTIVE OUTSIDE","AR/DT","2017-06-23T00:00:00.000","14:12:00.0000000","2017-06-23T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-23T00:00:00.000","18:32:00.0000000",,"K17-384779",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0999164","LAB 01","UNAVAILABLE",,"A17-063242","1","P0000000","020500","6","STRAY","QUARANTINE",,"RZ","2017-06-20T00:00:00.000","15:43:00.0000000","2017-06-20T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS","QUARANTINE","EUTHANIZED","2017-06-20T00:00:00.000","15:46:00.0000000",,"K17-384435",,"UNHEALTHY UNTREATABLE CONTAGIOUS","UNABLE TO SCAN","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0983034","LFD 016","LAB",,"A17-050051","1","P0776881","008604","4","STRAY","CONFINED",,"OD","2017-03-01T00:00:00.000","11:18:00.0000000","2017-03-05T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-05T00:00:00.000","11:09:00.0000000",,"K17-372583",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAR.2017","FY2017"
"A1000246","LFD 073","LAB",,"A17-064313","1","P0000000","005400","4","STRAY","AT LARGE",,"GMORALES","2017-06-30T00:00:00.000","09:48:00.0000000","2017-07-04T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-04T00:00:00.000","09:27:00.0000000",,"K17-385618",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUN.2017","FY2017"
"A0992906","INJD 016","LAB",,"A17-058685","1","P0786540","006800","1","STRAY","AT LARGE",,"DL","2017-05-11T00:00:00.000","08:27:00.0000000","2017-05-15T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-05-15T00:00:00.000","08:15:00.0000000",,"K17-379644",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A0990395","LAB 01","LAB",,,"1","P0784192","011200","4","OWNER SURRENDER","GENERAL",,"MJ/SH","2017-04-24T00:00:00.000","13:18:00.0000000","2017-04-24T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-04T00:00:00.000","15:24:00.0000000",,"K17-377666",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"APR.2017","FY2017"
"A0990542","LFD 103","LAB",,,"1","P0784337","001900","14","STRAY","AT LARGE",,"SN/HM","2017-04-25T00:00:00.000","12:04:00.0000000","2017-04-29T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-29T00:00:00.000","09:25:00.0000000",,"K17-377762",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"APR.2017","FY2017"
"A0995796","LAB 01","UNAVAILABLE",,"A17-060659","1","P0000000","031706","12","WILDLIFE","INJURED",,"AGRAHAM","2017-05-28T00:00:00.000","15:04:00.0000000","2017-05-28T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-28T00:00:00.000","15:53:00.0000000",,"K17-381717",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A1004250","LFC 056","LAB",,"A17-068689","1","P0784849","009201","5","STRAY","CONFINED",,"GS","2017-08-02T00:00:00.000","20:53:00.0000000","2017-08-06T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-07T00:00:00.000","09:49:00.0000000",,"K17-389675",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","TOO YOUNG","AUG.2017","FY2017"
"A0964612","PUPS 4","LAB",,,"1","P0760228","007605","13","STRAY","AT LARGE",,"CBM/SC","2016-11-11T00:00:00.000","12:29:00.0000000","2016-11-11T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2016-11-11T00:00:00.000","13:22:00.0000000",,"K16-364101",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"NOV.2016","FY2017"
"A0984378","LAB 01","LAB",,,"1","P0000000","004600","1","WILDLIFE","INJURED",,"RV","2017-03-12T00:00:00.000","10:39:00.0000000","2017-03-12T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-03-12T00:00:00.000","10:43:00.0000000",,"K17-373620",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"MAR.2017","FY2017"
"A0999327","LAB 01","IMPOUNDED",,"A17-063387","1","P0792405","008704","3","STRAY","AT LARGE",,"RM","2017-06-22T00:00:00.000","00:12:00.0000000","2017-06-22T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-22T00:00:00.000","12:23:00.0000000",,"K17-384602",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUN.2017","FY2017"
"A0999070","LFD 062","LAB",,,"1","P0792135","020500","6","OWNER SURRENDER","GENERAL","AGGRESSIVE - ANIMAL","MJ/BM","2017-06-19T00:00:00.000","17:13:00.0000000","2017-06-29T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-29T00:00:00.000","09:48:00.0000000",,"K17-384330",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0964610","PUPS 4","LAB",,,"1","P0760228","007605","13","STRAY","AT LARGE",,"CBM/SC","2016-11-11T00:00:00.000","12:29:00.0000000","2016-11-11T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2016-11-11T00:00:00.000","13:21:00.0000000",,"K16-364100",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"NOV.2016","FY2017"
"A0998304","INJD 017","LAB",,"A17-062517","1","P0000000","005400","4","STRAY","AT LARGE",,"ARAMSEY","2017-06-13T00:00:00.000","09:53:00.0000000","2017-06-17T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-17T00:00:00.000","09:45:00.0000000",,"K17-383650",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","SWEEP","LR LEG FX/FEARFUL","JUN.2017","FY2017"
"A1005817","VT 08","LAB",,"A17-071623","1","P0000000","010602","6","STRAY","AT LARGE",,"LHAYES","2017-08-19T00:00:00.000","15:14:00.0000000","2017-08-29T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","HOLD NOTIFY","EUTHANIZED","2017-08-21T00:00:00.000","18:56:00.0000000",,"K17-391186",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"AUG.2017","FY2017"
"A0997429","LAB 01","LAB",,,"1","P0790560","006502","1","OWNER SURRENDER","EUTHANASIA REQUESTED","ILL","CB","2017-06-07T00:00:00.000","11:02:00.0000000","2017-06-07T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-06-07T00:00:00.000","11:15:00.0000000",,"K17-382937",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0820428","LFD 118","LAB",,"A17-067251","1","P0000000","005700","3","STRAY","AT LARGE",,"MWILLIAMS","2017-07-22T00:00:00.000","12:59:00.0000000","2017-07-30T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-07-30T00:00:00.000","14:06:00.0000000",,"K17-388216",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","UNABLE TO SCAN","FIELD",,"JUL.2017","FY2017"
"A0986634","LFD 068","LAB",,,"1","P0585294","020500","6","OWNER SURRENDER","GENERAL","UNKNOWN","JB/BT","2017-03-28T00:00:00.000","11:50:00.0000000","2017-04-01T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-02T00:00:00.000","10:36:00.0000000",,"K17-375079",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAR.2017","FY2017"
"A0987642","LFD 107","LAB",,"A17-054209","1","P0000000","013605","12","STRAY","AT LARGE",,"DL","2017-04-05T00:00:00.000","14:08:00.0000000","2017-04-09T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-12T00:00:00.000","12:27:00.0000000",,"K17-375750",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"APR.2017","FY2017"
"A0991605","INJD 020","LAB",,"A17-057574","1","P0773117","011103","3","STRAY","CONFINED",,"HILLMON","2017-05-01T00:00:00.000","23:26:00.0000000","2017-05-05T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-05T00:00:00.000","10:00:00.0000000",,"K17-378552",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","NO OTHER KENNELS AVAILABLE","MAY.2017","FY2017"
