"objectid_1","filenum","uofnum","address","occurred_d","occurred_t","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","forcetype","uof_reason","cycles_num","forceeffec","street_n","street","street_g","street_t","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","ra","beat","sector","division","taag_name","dist_name","x","y","geolocation"
"954","UF2017-1618","46243, 46244, 46245, 46246, 46247","3000 LAWNVIEW AVE","2017-11-10T00:00:00.000","1:10 AM","10843","Male","Hispanic","2014-06-18T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Weapon display at Person, BD - Pushed, Take Down - Arm, Held Suspect Down","Arrest","NULL","No, No, Yes, Yes, Yes","3000","LAWNVIEW","NULL","Ave.","52388","Black","Male","false","No injuries noted or visible","true","Alchohol and unknown drugs","Assault/FV, Drug Possession - Felony","1233","315","310","SOUTHEAST",,"D7","2515808.296068","6966211.363190","POINT (-96.719417 32.765884)"
"1342","UF2017-1859","46980","2800 E LEDBETTER DR","2017-12-18T00:00:00.000","8:28 PM","10998","Male","White","2015-03-25T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person","Arrest","NULL","Yes","2800","LEDBETTER","E","NULL","47594","Black","Male","false","No injuries noted or visible","true","Unknown Drugs","Warrant/Hold","4326","735","730","SOUTH CENTRAL","Great Trinity Forest BonnieView*","D8","2499281.013439","6939490.252892","POINT (-96.919878 32.710775)"
"1176","UF2017-1749","46165, 46166, 46167, 46168","2300 S BUCKNER BLVD","2017-11-05T00:00:00.000","12:15 PM","7795","Male","White","1999-08-20T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, Verbal Command, Held Suspect Down, Take Down - Arm","Danger to self or others","NULL","Yes, No, Yes, Yes","2300","Buckner","S","Blvd.","52313","Black","Male","false","No injuries noted or visible","true","Mentally unstable","Assault","1243","324","320","SOUTHEAST","LakeJune Buckner*","D5","2527141.052101","6961476.421203","POINT (-96.682802 32.752444)"
"1428","UF2017-1921","46314, 46315, 46316","1147 N MADISON AVE","2017-11-12T00:00:00.000","11:48 PM","10583","Male","White","2013-06-19T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, BD - Grabbed, Held Suspect Down","Danger to self or others","NULL","No, No, Yes","1147","Madison","N","Ave.","8525","Hispanic","Male","false","No injuries noted or visible","true","Unknown Drugs","Public Intoxication, Resisting Arrest, Resisting Search and Transport, Drug Possession - Felony","4095","412","410","SOUTHWEST",,"D1","2483168.827089","6962473.892728","POINT (-96.82538 32.757304)"
"1918","UF2017-462","39469, 39470","200 S BISHOP AVE","2017-01-20T00:00:00.000","5:00 PM","10859","Male","White","2014-08-13T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Take Down - Body","Arrest","NULL","No, Yes","200","Bishop","S","Ave.","48307","White","Male","false","No injuries noted or visible","true","FD-Suspect Unarmed","Pedestrian In Roadway","4541","413","410","SOUTHWEST","Jefferson Corridor*","D1","2482464.757366","6957754.017386","POINT (-96.82829 32.743788)"
"1647","UF2017-219","39192","4126 VANETTE LN","2017-01-08T00:00:00.000","9:08 PM","10400","Male","White","2012-06-20T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Take Down - Arm","Active Aggression","NULL","Yes","4126","Vanette","NULL","Ln.","48110","Black","Male","true","Abrasion/Scrape","true","Mentally unstable","Warrant/Hold","4301","724","720","SOUTH CENTRAL",,"D4","2486011.215132","6939681.691169","POINT (-96.817639 32.69375)"
"1932","UF2017-473","39807, 39808","9500 OLDE TOWNE ROWE","2017-02-13T00:00:00.000","10:10 AM","10696","Male","White","2013-11-06T00:00:00.000","false","No injuries noted or visible","false","Warrant Execution","Verbal Command, Hand Controlled Escort","Detention/Frisk","NULL","No, Yes","9705","Olde Towne Rowe","NULL","NULL","32259","Black","Male","false","No injuries noted or visible","true","Unknown Drugs","Other Misdemeanor Arrest","1245","325","320","SOUTHEAST","StAugustine Bruton*","D7","2534623.229641","6961287.147974","POINT (-96.658576 32.751489)"
"2580","UF2017-916","43083, 43084","3750 ROSEMEADE PKWY","2017-06-14T00:00:00.000","12:38 AM","9991","Male","White","2009-09-30T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, Handcuffing Take Down","Detention/Frisk","NULL","No, Yes","3750","Rosemeade","NULL","Pkwy.","50235","White","Male","false","No injuries noted or visible","true","Marijuana","Public Intoxication","4423","612","610","NORTH CENTRAL",,"D12","2473501.507269","7054935.881014","POINT (-96.851574 33.011679)"
"1052","UF2017-1678","46550, 46551, 46552","500 PARK AVE","2017-11-25T00:00:00.000","5:08 PM","11223","Male","White","2016-09-21T00:00:00.000","false","No injuries noted or visible","false","Arrest","Joint Locks, Verbal Command, Held Suspect Down","Arrest","NULL","Yes, No, Yes","500","Park","NULL","Ave.","52556","Black","Male","false","No injuries noted or visible","true","Unknown","Drug Possession - Felony, Resisting Arrest","2074","134","130","CENTRAL",,"D2","2492881.215684","6970440.683182","POINT (-96.793693 32.778419)"
"1184","UF2017-1753","46203, 46204, 46205","8008 NORVELL DR","2017-11-06T00:00:00.000","12:55 PM","8763","Male","Hispanic","2006-01-04T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Verbal Command, Handcuffing Take Down, Held Suspect Down","Arrest","NULL","No, Yes, Yes","8008","Norvell","NULL","Dr.","52338","Black","Female","false","No injuries noted or visible","true","Unknown Drugs","APOWW","1236","321","320","SOUTHEAST","LakeJune Buckner*","D5","2526613.804944","6967323.720347","POINT (-96.683743 32.768408)"
"1743","UF2017-305","39486, 39487, 40282","5200 HARRY HINES BLVD","2017-01-02T00:00:00.000","7:39 PM","10693","Male","Hispanic","2013-11-06T00:00:00.000","true","No injuries noted or visible","false","Service Call","Verbal Command, Taser Display at Person, Take Down - Body","Arrest","NULL","No, No, Yes","5200","HARRY HINES","NULL","Blvd.","48026","White","Male","true","Injured prior to contact","true","Mentally unstable","APOWW","3101","541","540","NORTHWEST",,"D2","2479459.647077","6982292.113653","POINT (-96.836981 32.811798)"
"2314","UF2017-749","40474, 40475, 40476, 40477, 40478","3622 ODESSA ST","2017-03-11T00:00:00.000","2:50 AM","11145","Male","White","2016-02-24T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, BD - Grabbed, Joint Locks, BD - Grabbed, BD - Pushed","Arrest","NULL","No, Yes, No, Yes, Yes","3622","Odessa","NULL","St.","48880","Hispanic","Female","false","No injuries noted or visible","true","Alchohol","Public Intoxication","4015","421","420","SOUTHWEST",,"D6","2459769.245967","6972788.717440","POINT (-96.901363 32.786949)"
"1930","UF2017-471","39719, 39720","3330 S LANCASTER RD","2017-02-07T00:00:00.000","12:45 PM","8173","Male","Black","2002-01-25T00:00:00.000","false","No injuries noted or visible","false","Arrest","Hand Controlled Escort, Held Suspect Down","Active Aggression","NULL","Yes, Yes","3330","Lancaster","S","Rd.","48496","Black","Female","false","No injuries noted or visible","true","Mentally unstable","Assault/Public Servant, Resisting Arrest, Other Felony Arrest","9301","725","720","SOUTH CENTRAL",,"D4","2491090.376224","6944439.515417","POINT (-96.800684 32.706686)"
"2247","UF2017-698","41506, 41507","9412 WINDY KNOLL DR","2017-04-17T00:00:00.000","8:45 PM","10334","Male","Hispanic","2012-03-28T00:00:00.000","false","No injuries noted or visible","false","Arrest","Held Suspect Down, Leg Restraint System","Arrest","NULL","Yes, Yes","9412","Windy Knoll","NULL","Dr.","49421","White","Male","false","No injuries noted or visible","true","Mentally unstable","APOWW","1041","243","240","NORTHEAST",,"D10","2509310.312391","7014044.910985","POINT (-96.737788 32.897708)"
"1798","UF2017-347","40303, 40304, 40305","3735 DIXON AVE","2017-03-04T00:00:00.000","3:10 AM","11071","Male","White","2015-08-26T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, Verbal Command, Taser Display at Person","Arrest","NULL","No, No, Yes","3735","Dixon","NULL","Ave.","48776","Black","Male","false","No injuries noted or visible","true","Alchohol","Public Intoxication","2150","313","310","SOUTHEAST",,"D7","2510552.067082","6965124.474677","POINT (-96.736378 32.763156)"
"2433","UF2017-823","42600, 42601","13015 JUPITER RD","2017-05-23T00:00:00.000","11:30 AM","6286","Male","Black","1990-03-26T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, Hand Controlled Escort","Arrest","NULL","No, Yes","13015","Jupiter","NULL","Rd.","39000","Black","Female","false","No injuries noted or visible","true","Mentally unstable","APOWW","9610","231","230","NORTHEAST","WalnutHill Jupiter*","D9","2526225.034994","7005409.316252","POINT (-96.683179 32.873859)"
"405","UF2017-1240","44485","3653 TIMBERGLEN RD","2017-08-21T00:00:00.000","5:07 PM","10641","Male","White","2013-09-25T00:00:00.000","false","No injuries noted or visible","false","Service Call","Weapon display at Person","Weapon Display","NULL","Yes","3653","Timberglen","NULL","Rd.","0","White","Male","false","No injuries noted or visible","false","Unknown","No Arrest","4423","612","610","NORTH CENTRAL",,"D12","2473677.749619","7050727.770889","POINT (-96.852619 33.002892)"
"1441","UF2017-1930","46919, 46920","3626 BONNIE VIEW RD","2017-12-13T00:00:00.000","11:30 PM","10876","Male","White","2014-08-13T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes","3627","Bonnie View","NULL","Rd.","52783","Black","Male","false","No injuries noted or visible","true","FD-Suspect w/ Gun","Other Felony Arrest, Drug Possession - Misdemeanor","4389","756","750","SOUTH CENTRAL",,"D8","2506322.962789","6915093.590092","POINT (-96.776144 32.714914)"
"834","UF2017-1541","45688, 45751","7436 HUNNICUT RD","2017-10-14T00:00:00.000","9:25 PM","10915","Female","White","2014-10-22T00:00:00.000","false","No injuries noted or visible","false","Service Call","Weapon display at Person, Verbal Command","Danger to self or others","NULL","No, No","7436","Hunnicut","NULL","Rd.","52009","Hispanic","Male","false","No injuries noted or visible","true","Alchohol","Assault/FV, Other Felony Arrest","1216","317","310","SOUTHEAST","Samuell Buckner*","D7","2517824.399910","6975302.819813","POINT (-96.712342 32.790975)"
"463","UF2017-1280","43606, 43607","4822 BRYAN ST","2017-07-08T00:00:00.000","3:45 PM","10004","Female","White","2009-09-30T00:00:00.000","true","Abrasion/Scrape","false","Arrest","Take Down - Arm, Held Suspect Down","Other","NULL","Yes, Yes","4822","Bryan","NULL","St.","50568","Hispanic","Female","true","Abrasion/Scrape","true","Alchohol","Public Intoxication, Other Felony Arrest","2019","156","150","CENTRAL","Ross Bennett*","D2","2498762.624213","6979545.828386","POINT (-96.773664 32.803694)"
"1103","UF2017-1706","46718, 46719, 46721","19019 MIDWAY RD","2017-12-01T00:00:00.000","10:20 PM","10889","Male","Hispanic","2014-08-13T00:00:00.000","false","No injuries noted or visible","false","Pedestrian Stop","Verbal Command, Joint Locks, BD - Grabbed","Active Aggression","NULL","No, Yes, Yes","19019","Midway","NULL","Rd.","51646","Black","Male","false","No injuries noted or visible","false","None detected","No Arrest","4423","612","610","NORTH CENTRAL",,"D12","2476135.122657","7054647.227446","POINT (-96.843766 33.010848)"
"762","UF2017-1493","44822, 44823, 44824, 44825","3903 MICAN DR","2017-08-21T00:00:00.000","11:40 PM","9835","Male","White","2009-04-29T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Hand Controlled Escort, Joint Locks, Take Down - Body","Arrest","NULL","No, No, No, Yes","3903","Mican","NULL","St.","51138","Hispanic","Male","true","Laceration/Cut","true","Unknown Drugs","Resisting Arrest","4017","421","420","SOUTHWEST",,"D6","2462919.204835","6973862.455218","POINT (-96.890909 32.789218)"
"2228","UF2017-679","41418, 41419","1000 MUNGER AVE","2017-04-12T00:00:00.000","12:40 PM","10724","Male","White","2014-01-29T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Joint Locks","Arrest","NULL","No, Yes","1000","Munger","NULL","Ave.","49359","Asian","Male","false","No injuries noted or visible","true","Unknown Drugs","Public Intoxication, Drug Possession - Misdemeanor","2048","132","130","CENTRAL",,"D14","2489006.984491","6972269.523849","POINT (-96.806127 32.783901)"
"1252","UF2017-1799","46548, 46549","2930 W CAMP WISDOM RD","2017-11-25T00:00:00.000","2:15 PM","9649","Male","White","2008-10-29T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person, Held Suspect Down","Arrest","NULL","Yes, Yes","2930","Camp Wisdom","W","Rd.","24890","Black","Male","true","Abrasion/Scrape","true","Unknown","Evading Arrest, Drug Possession - Misdemeanor, Drug Possession - Felony","4360","744","740","SOUTH CENTRAL","CampWisdom Chaucer*","D8","2470849.230842","6927687.049201","POINT (-96.867537 32.662056)"
"2603","UF2017-933","42555, 42556","2600 GASTON AVE","2017-05-22T00:00:00.000","5:40 PM","8982","Male","Other","2006-11-15T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Weapon display at Person, Verbal Command","Arrest","NULL","No, No","2600","Gaston","NULL","Ave.","49982","Black","Male","false","No injuries noted or visible","true","Unknown","Evading Arrest, Robbery","2066","153","150","CENTRAL","Monument Good Latimer*","D2","2494676.481836","6972958.329272","POINT (-96.787666 32.785451)"
"2371","UF2017-784","42230, 42231","2316 OATES DR","2017-05-07T00:00:00.000","8:03 PM","11101","Male","Hispanic","2015-11-04T00:00:00.000","false","No injuries noted or visible","false","Service Call","Weapon display at Person, Verbal Command","Weapon Display","NULL","Yes, Yes","2316","Oates","NULL","Dr.","0","Hispanic","Male","false","No injuries noted or visible","true","Alchohol","Public Intoxication, Drug Possession - Felony","1178","223","220","NORTHEAST",,"D7","2528448.675186","6986629.183599","POINT (-96.676349 32.82144)"
"1398","UF2017-1900","46613, 46614","2900 HICKORY ST","2017-11-06T00:00:00.000","2:45 PM","6484","Male","Hispanic","1989-03-17T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Verbal Command, Weapon display at Person","Weapon Display","NULL","No, Yes","2900","Hickory","NULL","St.","13704","Black","Male","false","No injuries noted or visible","false","FD-Unknown if Armed","No Arrest","2092","152","150","CENTRAL",,"D7","2498320.530353","6970426.989944","POINT (-96.775972 32.778395)"
"2336","UF2017-764","41695, 42056","4600 S MALCOLM X BLVD","2017-04-25T00:00:00.000","2:50 AM","7896","Male","White","2000-05-10T00:00:00.000","false","No injuries noted or visible","false","Service Call","Taser Display at Person, Verbal Command","Active Aggression","NULL","Yes, Yes","4600","Malcolm X","S","Blvd.","49523","Black","Male","false","No injuries noted or visible","true","Unknown Drugs","Warrant/Hold","2167","346","340","SOUTHEAST","Hatcher Scyene*","D7","2505343.370728","6962661.133308",
"263","UF2017-1150","44153","9817 WALNUT ST","2017-08-05T00:00:00.000","4:04 PM","10903","Male","White","2014-10-08T00:00:00.000","false","No injuries noted or visible","false","Service Call","Weapon display at Person","Arrest","NULL","Yes","9817","Walnut","NULL","St.","50895","Other","Male","false","No injuries noted or visible","true","Unknown","Assault","9605","254","250","NORTHEAST","Forest Audelia*","D10","2515530.859315","7023254.153409","POINT (-96.715078 32.921628)"
"2315","UF2017-749","40479, 40480, 40481, 40485, 40486","3622 ODESSA ST","2017-03-11T00:00:00.000","2:34 AM","9376","Female","White","2008-02-20T00:00:00.000","false","No injuries noted or visible","false","Arrest","Hand Controlled Escort, Verbal Command, Joint Locks, BD - Grabbed, BD - Pushed","Arrest","NULL","Yes, No, Yes, Yes, Yes","3622","Odessa","NULL","St.","48880","Hispanic","Female","false","No injuries noted or visible","true","Alchohol","Public Intoxication","4015","421","420","SOUTHWEST",,"D6","2459769.245967","6972788.717440","POINT (-96.901363 32.786949)"
"2524","UF2017-886","42767, 42768","9915 BLUFFCREEK DR","2017-05-27T00:00:00.000","8:50 PM","11086","Male","Asian","2015-09-23T00:00:00.000","true","Redness/Swelling, Laceration/Cut, Abrasion/Scrape","false","Arrest","Verbal Command, Take Down - Arm","Assault to Other Person","NULL","No, Yes","9915","Bluffcreek","NULL","Dr.","50052","Black","Male","true","Hospitalized","true","Unknown Drugs","Assault/Public Servant","1246","326","320","SOUTHEAST","StAugustine Bruton*","D7","2536899.581048","6961534.357900","POINT (-96.650361 32.751965)"
"2680","UF2017-984","43387, 43388","1014 MAIN ST","2017-06-28T00:00:00.000","9:07 PM","10551","Male","White","2013-05-08T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Held Suspect Down, Leg Restraint System","Detention/Frisk","NULL","Yes, Yes","1014","Main","NULL","St.","50433","Black","Male","false","Hospital Drug Evaluation","false","Unknown Drugs","No Arrest","2061","133","130","CENTRAL",,"D14","2490080.949517","6970860.196217","POINT (-96.802433 32.779988)"
"189","UF2017-1102","43754, 43756, 43757","9990 WEBB CHAPEL RD","2017-07-08T00:00:00.000","9:44 PM","9843","Male","Hispanic","2009-06-10T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Verbal Command, Joint Locks, Held Suspect Down","Active Aggression","NULL","No, Yes, Yes","9990","Webb Chappel","NULL","Rd.","50573","Hispanic","Female","true","Abrasion/Scrape","true","Mentally unstable","Assault/Public Servant","3045","526","520","NORTHWEST",,"D6","2470243.509955","7007061.862136","POINT (-96.865207 32.879708)"
"1756","UF2017-312","39311, 39313, 39314, 39315, 39318","1309 MAIN ST","2017-01-14T00:00:00.000","11:00 PM","10697","Male","Hispanic","2013-11-06T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, BD - Grabbed, OC Spray, Held Suspect Down, Hand Controlled Escort","Arrest","NULL","No, Yes, Yes, No, No","1309","MAIN","NULL","St.","48187","Hispanic","Female","true","OC Spray Treatment","true","Mentally unstable","Assault/FV, Resisting Arrest","2061","133","130","CENTRAL",,"D14","2490656.689108","6971059.403762","POINT (-96.800539 32.78035)"
"2206","UF2017-667","41445, 41446","4600 COLE AVE","2017-04-14T00:00:00.000","1:28 PM","11192","Male","Hispanic","2016-06-29T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Joint Locks, Take Down - Arm","Danger to self or others","NULL","Yes, Yes","4600","Cole","NULL","Ave.","49380","White","Male","false","No injuries noted or visible","true","Unknown Drugs","APOWW","1157","125","120","CENTRAL","Fitzhugh Central*","D14","2494100.510406","6986717.355126","POINT (-96.788544 32.823799)"
"2559","UF2017-904","43068, 43069","13550 DALLAS PKWY","2017-06-13T00:00:00.000","12:15 PM","6154","Male","White","1989-11-02T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, Take Down - Arm","Arrest","NULL","Yes, Yes","13550","Dallas","NULL","Pkwy.","50221","Black","Male","true","Abrasion/Scrape","true","None detected","Theft, Evading Arrest","6004","633","630","NORTH CENTRAL","SpringValley Preston*","D11","2483395.359319","7026295.764010","POINT (-96.821618 32.932058)"
"1828","UF2017-371","40605, 40606, 40607, 40608","9519 FOREST LN","2017-03-14T00:00:00.000","5:30 PM","10767","Male","White","2014-03-12T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, BD - Pushed, Verbal Command, Taser Display at Person","Arrest","NULL","No, No, No, Yes","9519","Forest","NULL","Ln.","48930","Black","Male","true","Abrasion/Scrape","true","Unknown","Drug Possession - Misdemeanor, Evading Arrest, Resisting Arrest","9603","253","250","NORTHEAST","Forest Audelia*","D10","2511665.095286","7018317.968401","POINT (-96.729997 32.909202)"
"72","UF2017-1026","42816","200 S AUSTIN ST","2017-06-02T00:00:00.000","9:16 PM","10381","Male","Hispanic","2012-05-09T00:00:00.000","false","No injuries noted or visible","false","Arrest","Held Suspect Down","Active Aggression","NULL","Yes","200","Austin","S","St.","50094","Black","Male","true","Abrasion/Scrape, Hospital Drug Evaluation","true","Unknown Drugs","Public Intoxication","2071","133","130","CENTRAL",,"D14","2489438.418475","6970415.013826","POINT (-96.804946 32.778655)"
"2421","UF2017-816","42171","555 S LAMAR ST","2017-05-06T00:00:00.000","5:30 PM","10652","Male","White","2013-09-25T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person","Arrest","NULL","Yes","555","Lamar","S","St.","49796","White","Male","false","No injuries noted or visible","true","Alchohol","Public Intoxication","2085","135","130","CENTRAL",,"D2","2489929.011073","6969518.856819","POINT (-96.803021 32.775343)"
"1601","UF2017-2044","46495, 46496, 46497, 46498","907 ELSBETH AVE","2017-11-24T00:00:00.000","3:45 AM","11145","Male","White","2016-02-24T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, BD - Pushed, Take Down - Head, BD - Tripped","Arrest","NULL","No, No, Yes, Yes","907","Elsbeth","NULL","St.","52533","Hispanic","Male","true","Redness/Swelling","true","Unknown","Other Felony Arrest, Warrant/Hold, Resisting Search and Transport","4095","412","410","SOUTHWEST",,"D1","2483277.302268","6961297.718885","POINT (-96.825324 32.754076)"
"1111","UF2017-1711","44454, 44455, 44456, 44457, 44458","8917 HARRY HINES BLVD","2017-08-19T00:00:00.000","12:39 PM","10421","Female","Hispanic","2012-06-20T00:00:00.000","true","Abrasion/Scrape","false","Off-Duty Employment","BD - Grabbed, BD - Pushed, Take Down - Body, Verbal Command, Held Suspect Down","Active Aggression","NULL","No, No, Yes, No, Yes","8917","Harry Hines","NULL","Blvd.","51118","White","Female","false","No injuries noted or visible","true","Mentally unstable","Crim Trespass/Bldg/Prop, Assault/Public Servant","3078","522","520","NORTHWEST",,"D2","2469647.632514","6992179.321895","POINT (-96.867567 32.838851)"
"929","UF2017-1600","44577, 44578, 44579, 44580","1515 S BUCKNER BLVD","2017-08-24T00:00:00.000","4:20 PM","9298","Male","White","2007-11-14T00:00:00.000","false","No injuries noted or visible, No injuries noted or visible","false","Arrest","Verbal Command, Take Down - Body, Joint Locks, Held Suspect Down","Arrest","NULL","No, Yes, Yes, Yes","1515","BUCKNER","S","Blvd.","51187","Black","Male","false","No injuries noted or visible","true","FD-Unknown if Armed","Theft, Evading Arrest","1252","332","330","SOUTHEAST","LakeJune Buckner*","D5","2527136.921071","6956416.408556","POINT (-96.682973 32.738319)"
