"district_id","status","group_type","district_number","sub_district_number","countywide","name_1","name_2","abbr","state_code","contact","care_of","mail_city","mail_state","mail_country","mail_zip","phone_1","phone_2","fax","email","newspaper","letter","next_election","statute","partisan","rotates_by","exceptions","rotation_inventory","address_validation","comment_id","district_trans_id","ltd","timestamp","foreign_id","web_site","gen_field","location_1"
"2","A","CC","2","0","N","COUNTY COUNCIL DISTRICT NO. 2",,"2",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","440","06:20.8","000000000F14FEDF","0",,,"402 KING COUNTY COURTHOUSE
,  "
"3","A","CC","3","0","N","COUNTY COUNCIL DISTRICT NO. 3",,"3",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","441","06:26.8","000000000F14FEE0","0",,,"402 KING COUNTY COURTHOUSE
,  "
"4","A","CC","4","0","N","COUNTY COUNCIL DISTRICT NO. 4",,"4",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","442","06:33.2","000000000F14FEE3","0",,,"402 KING COUNTY COURTHOUSE
,  "
"5","A","CC","5","0","N","COUNTY COUNCIL DISTRICT NO. 5",,"5",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","443","06:39.1","000000000F14FEE6","0",,,"402 KING COUNTY COURTHOUSE
,  "
"6","A","CC","6","0","N","COUNTY COUNCIL DISTRICT NO. 6",,"6",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","444","06:44.7","000000000F14FEEF","0",,,"402 KING COUNTY COURTHOUSE
,  "
"7","A","CC","7","0","N","COUNTY COUNCIL DISTRICT NO. 7",,"7",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","445","06:52.6","000000000F14FEF1","0",,,"402 KING COUNTY COURTHOUSE
,  "
"8","A","CC","8","0","N","COUNTY COUNCIL DISTRICT NO. 8",,"8",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","446","06:57.9","000000000F14FEF3","0",,,"402 KING COUNTY COURTHOUSE
,  "
"9","A","CC","9","0","N","COUNTY COUNCIL DISTRICT NO. 9",,"9",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","447","07:03.0","000000000F14FEF6","0",,,"402 KING COUNTY COURTHOUSE
,  "
"6335","A","RTA","566","0","N","REGIONAL TRANSPORTATION AUTHORITY",,"RT1",,,,,,,,"0","0","0",,"0",,"1/1/1900 0:00",,"N",,"N",,,"0","480","9/6/2007 16:30","00000000113F85AB",,,,
"6343","A","FIR","87","0","N","VALLEY REGIONAL FIRE AUTHORITY",,"VRFA",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","491","10:47.4","0000000011E7EC20",,,,
"94","A","LG","1","0","N","LEGISLATIVE DISTRICT NO. 1",,"1",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","518","11:19.3","00000000160D0B5D","0",,,
"96","A","LG","11","0","N","LEGISLATIVE DISTRICT NO. 11",,"11",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","519","11:40.6","00000000160D0B5E","0",,,
"97","A","LG","30","0","N","LEGISLATIVE DISTRICT NO. 30",,"30",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","520","11:56.5","00000000160D0B63","0",,,
"98","A","LG","31","0","N","LEGISLATIVE DISTRICT NO. 31",,"31",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","521","12:10.0","00000000160D0B69","0",,,
"99","A","LG","32","0","N","LEGISLATIVE DISTRICT NO. 32",,"32",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","522","12:21.8","00000000160D0B6B","0",,,
"100","A","LG","33","0","N","LEGISLATIVE DISTRICT NO. 33",,"33",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","523","12:38.9","00000000160D0B6C","0",,,
"101","A","LG","34","0","N","LEGISLATIVE DISTRICT NO. 34",,"34",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","524","12:59.3","00000000160D0B74","0",,,
"102","A","LG","36","0","N","LEGISLATIVE DISTRICT NO. 36",,"36",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","525","13:12.0","00000000160D0B76","0",,,
"103","A","LG","37","0","N","LEGISLATIVE DISTRICT NO. 37",,"37",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","526","13:43.1","00000000160D0B7D","0",,,
"104","A","LG","39","0","N","LEGISLATIVE DISTRICT NO. 39",,"39",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","527","13:51.3","00000000160D0B7F","0",,,
"105","A","LG","41","0","N","LEGISLATIVE DISTRICT NO. 41",,"41",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","528","14:01.6","00000000160D0B84","0",,,
"106","A","LG","43","0","N","LEGISLATIVE DISTRICT NO. 43",,"43",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","529","14:11.5","00000000160D0B86","0",,,
"107","A","LG","45","0","N","LEGISLATIVE DISTRICT NO. 45",,"45",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","530","14:21.1","00000000160D0B87","0",,,
"108","A","LG","46","0","N","LEGISLATIVE DISTRICT NO. 46",,"46",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","531","14:31.2","00000000160D0B88","0",,,
"109","A","LG","47","0","N","LEGISLATIVE DISTRICT NO. 47",,"47",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","532","14:40.6","00000000160D0B8A","0",,,
"110","A","LG","48","0","N","LEGISLATIVE DISTRICT NO. 48",,"48",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","533","14:51.5","00000000160D0B8C","0",,,
"95","A","LG","5","0","N","LEGISLATIVE DISTRICT NO. 5",,"5",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","534","16:38.3","00000000160D0BAF","0",,,
"73","A","FIR","31","0","N","KING COUNTY FIRE PROTECTION DISTRICT 31",,"31",,,,"AUBURN","WA",,"98071","2538332105","0","0",,"0",,,,"N",,"N",,,"0","579","18:16.7","00000000160D1040","0",,,"PO BOX 708
,  "
"80","A","FIR","41","0","N","KING COUNTY FIRE PROTECTION DISTRICT 41",,"41",,,,"KIRKLAND","WA",,"98083","4258222228","0","0",,"0",,,,"N",,"N",,,"0","584","18:11.7","00000000160D11D0","0",,,"PO BOX 817
,  "
"119","A","PRK","1","0","N","ENUMCLAW PARK & RECREATION SERVICE AREA",,"EPR",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","617","44:36.3","0000000016122C15","0",,,
"121","A","PRK","3","0","N","ISSAQUAH PARK & RECREATION SERVICE AREA",,"IPR",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","620","54:12.4","0000000016122C19","0",,,
"122","A","PRK","4","0","N","NORTHSHORE PARK & RECREATION SERVICEAREA",,"NSPR",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","621","55:38.2","0000000016122C1A","0",,,
"123","A","PRK","5","0","N","SHORELINE PARK AND RECREATION DISTRICT",,"SPR",,"HOME # 546-3272","ATTN:  ROBERT RANSOM","SEATTLE","WA",,"98133","2065276111","0","0",,"0",,,,"N",,"N",,,"0","622","56:28.8","0000000016122C1B","0",,,"16745 BURKE AVENUE NORTH
,  "
"112","A","CEM","1","0","N","KING COUNTY CEMETERY DISTRICT NO. 1",,"C1",,,,"VASHON","WA",,"98070","2064637550","0","0",,"0",,,,"N",,"N",,,"0","644","19:05.6","0000000016122C31","0",,,"PO BOX 1526
,  "
"47","A","CI","29","0","N","CITY OF PACIFIC",,"PC",,"SANDY PAUL","CITY CLERK","PACIFIC","WA",,"98047","2539291100","0","0","spaul@ci.pacific.wa.us","0",,,,"N",,"N",,,"0","684","33:06.9","000000001675E47E","0","www.cityofpacific.com",,"100 3RD AVE SE
,  "
"53","A","CI","35","0","N","TOWN OF SKYKOMISH",,"SK",,"CHRISTINA YATES","TOWN CLERK","SKYKOMISH","WA",,"98288","2536772388","0","0","townofsky@verizon.net","0",,,,"N",,"N",,,"0","689","45:59.8","000000001675E9FF","0","www.town.skykomish.wa.us",,"PO BOX 308
,  "
"113","A","MS2","113","0","N","MUCKLESHOOT INDIAN RESERVATION",,"MIR",,,,,,,,,,,,"0",,,,"N",,"N",,,"0","775","22:48.1","0000000016AA5CF0","0",,,
"93","A","KC","99","0","Y","METROPOLITAN KING COUNTY",,"MKC",,,,,,,,,,,,"0",,,,"N",,"N",,,"0","779","54:35.8","0000000016B549E7","0",,,
"92","A","JU","92","0","N","WEST ELECTORAL DISTRICT",,"W",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","781","58:07.9","0000000016B549F4","0",,,
"2822","A","JU","2822","0","N","SOUTHWEST ELECTORAL DISTRICT",,"SW",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","782","58:19.2","0000000016B549F6",,,,
"2823","A","JU","2823","0","N","SOUTHEAST ELECTORAL DISTRICT",,"SE",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","783","58:28.4","0000000016B549F7",,,,
"2826","A","JU","2826","0","N","SHORELINE ELECTORAL DISTRICT",,"SH",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","784","58:36.2","0000000016B549F8",,,,
"2825","A","JU","2825","0","N","NORTHEAST ELECTORAL DISTRICT",,"NE",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","785","58:43.4","0000000016B549FA",,,,
"159","A","SEW","159","0","N","CEDAR RIVER WATER AND SEWER DISTRICT",,"CRWS",,,,"MAPLE VALLEY","WA",,"98038","4252281350","0","0",,"0",,,,"N",,"N",,,"0","793","00:33.9","0000000016B54A0D","0",,,"PO BOX 1040
,  "
"2805","A","DD","1000","0","N","DIRECTOR DISTRICT NO. 1","SCHOOL DISTRICT 1","1",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","809","55:27.7","000000001709E39E",,,,
"2806","A","DD","2000","0","N","DIRECTOR DISTRICT NO. 2","SCHOOL DISTRICT 1","2",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","810","55:35.5","000000001709E39F",,,,
"2807","A","DD","3000","0","N","DIRECTOR DISTRICT NO. 3","SCHOOL DISTRICT 1","3",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","811","55:41.3","000000001709E3A5",,,,
"2808","A","DD","4000","0","N","DIRECTOR DISTRICT NO. 4","SCHOOL DISTRICT 1","4",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","812","55:48.3","000000001709E3AB",,,,
"2809","A","DD","5000","0","N","DIRECTOR DISTRICT NO. 5","SCHOOL DISTRICT 1","5",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","813","55:54.3","000000001709E3AC",,,,
"2810","A","DD","6000","0","N","DIRECTOR DISTRICT NO. 6","SCHOOL DISTRICT 1","6",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","814","56:00.5","000000001709E3AD",,,,
"2811","A","DD","7000","0","N","DIRECTOR DISTRICT NO. 7","SCHOOL DISTRICT 1","7",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","815","56:06.6","000000001709E3AE",,,,
"30","A","CI","12","0","N","CITY OF DUVALL",,"DU",,"JODEE SCHWINN","CITY CLERK","DUVALL","WA",,"98019","4257881185","0","4257888097","jodee.schwinn@duvallwa.gov","0",,,,"N",,"N",,,"0","838","00:50.0","0000000018800C21","0","www.duvallwa.gov",,"PO BOX 1300
,  "
"34","A","CI","16","0","N","TOWN OF HUNTS POINT",,"HP",,"JACK MCKENZIE","TOWN ADMINISTRATOR","HUNTS POINT","WA",,"98004","4254551834","0","4254544586","jackm@huntspoint-wa.gov","0",,,,"N",,"N",,,"0","840","03:27.5","0000000018800C35","0","www.huntspoint-wa.gov",,"3000 HUNTS POINT RD
,  "
"39","A","CI","21","0","N","CITY OF KENT",,"KN",,"BRENDA JACOBER","CITY CLERK","KENT","WA",,"98032","2538565725","0","2538566725","bjacober@ci.kent.wa.us","0",,,,"N",,"N",,,"0","842","04:35.8","0000000018800C42","0","www.ci.kent.wa.us",,"220 4TH AVE S
,  "
"181","A","WTR","54","0","N","KING COUNTY WATER DISTRICT NO. 54",,"54",,,,"DES MOINES","WA",,"981986392","2068787210","0","2068241909","KCWD54@hotmail.com","0",,,,"N",,"N",,,"0","885","26:26.7","0000000018802B02","0",,,"922 S 219TH ST
,  "
"173","A","WTR","5","0","N","LAKE FOREST PARK WATER DISTRICT",,"LFPW",,,,"LAKE FOREST PARK","WA",,"98155","2063653211","0","2063653357","office@lfpwd.org","0",,,,"N",,"N",,,"0","890","37:56.6","0000000018802B6B","0","www.lfpwd.com",,"4029 NE 178TH ST
,  "
"163","A","SEW","163","0","N","STEVENS PASS SEWER DISTRICT",,"SPS",,,,"LEAVENWORTH","WA",,"98826","3609732804","0","3609732024","stevenspasssewer@stevenspass.com","0",,,,"N",,"N",,,"0","899","56:46.7","0000000018802C27","0",,,"PO BOX 98
,  "
"168","A","SEW","168","0","N","VALLEY VIEW SEWER DISTRICT",,"VV",,,,"SEATTLE","WA",,"98168","2062423236","0","2062421527","kathleen34@msn.com","0",,,,"N",,"N",,,"0","900","58:47.3","0000000018802C35","0","www.valvue.com",,"PO BOX 69550
,  "
"89","A","HSP","4","0","N","PUBLIC HOSPITAL DISTRICT NO. 4",,"4",,,,"SNOQUALMIE","WA",,"98065","4258312300","0","4258311994","valerieh@snoqualmiehospital.org","0",,,,"N",,"N",,,"0","903","01:49.2","0000000018802C4C","0","www.snoqualmiehospital.org",,"9575 ETHAN WADE WAY SE
,  "
"132","A","SCH","1","0","N","SEATTLE SCHOOL DISTRICT NO. 1",,"1",,,"OFFICE OF SUPERINTENDENT","SEATTLE","WA",,"981241165","2062520041","0","2062520101","jodingfield@seattleschools.org","0",,,,"N",,"N",,,"0","906","57:09.9","18803373","0","www.seattleschools.org",,"PO BOX 34165
,  "
"164","A","SEW","164","0","N","SAMMAMISH PLATEAU WATER & SEWER DISTRICT",,"SPWS",,,,"SAMMAMISH","WA",,"98075","4253920000000","0","4253915389","asea.sandine@sammplat.wa.org","0",,,,"N",,"N",,,"0","909","49:17.1","00000000188034F5","0","www.sammplet.wa.org",,"1510 228TH AVE SE
,  "
"33","A","CI","15","0","N","CITY OF LAKE FOREST PARK",,"FP",,"SUSAN STINE","CITY CLERK","LAKE FOREST PARK","WA",,"981555556","2063685440","0","2063646521","sstine@ci.lake-forest-park.wa.us","0",,,,"N",,"N",,,"0","910","19:15.9","00000000188344F3","0","www.cityoflfp.com",,"17425 BALLINGER WAY NE
,  "
"49","A","CI","31","0","N","CITY OF RENTON",,"RN",,"BONNIE I WALTON","CITY CLERK","RENTON","WA",,"98057","4254306502","0","4254306516","bwalton@rentonwa.gov","0",,,,"N",,"N",,,"0","911","19:49.0","00000000188344F6","0","www.rentonwa.gov",,"1055 S GRADY WY
,  "
"52","A","CI","34","0","N","CITY OF SHORELINE",,"SH",,"SCOTT PASSEY","CITY CLERK","SHORELINE","WA",,"98133","2068012230","0","2065461524","spassey@shorelinewa.gov","0",,,,"N",,"N",,,"0","913","25:20.9","18834538","0","www.shorelinewa.gov",,"17500 MIDVALE AVE N
,  "
"86","A","FIR","51","0","N","SNOQUALMIE PASS FIRE PROTECTION DIST 51",,"51",,,,"SNOQUALMIE PASS","WA",,"98068","4254346333","0","4254346355",,"0",,,,"N",,"N",,,"0","920","41:20.9","18834642","0","www.snoqalmiepassfire.org",,"PO BOX 99
,  "
"161","A","SEW","161","0","N","MIDWAY SEWER DISTRICT",,"MW",,,,"KENT","WA",,"980890209","2068244960","0","2068782692","ken@midwaysewer.org","0",,,,"N",,"N",,,"0","921","42:46.4","18834660","0","www.midwaysewer.org",,"PO BOX 3487
,  "
"126","A","PS","1","0","Y","PORT OF SEATTLE",,"PS",,"DONNA WYNN","COMMISSION RECORDS COORDINATOR","SEATTLE","WA",,"981111209","2067873210","0","2067873205","wynn.d@portseattle.org","0",,,,"N",,"N",,,"0","930","30:43.2","1.88E+09","0","www.portseattle.org",,"PO BOX 1209
,  "
"48","A","CI","30","0","N","CITY OF REDMOND",,"RE",,"MICHELLE MCGEHEE","CITY CLERK","REDMOND","WA",,"980739710","4255562190","0","4255562198","mmcgehee@redmond.gov","0",,,,"N",,"N",,,"0","935","39:44.8","000000001886233E","0","www.redmond.gov",,"P.O. BOX 97010
,  "
"167","A","SEW","167","0","N","VASHON SEWER DISTRICT",,"VI",,,,"VASHON","WA",,"98070","2064639219","0","2064636818",,"0",,,,"N",,"N",,,"0","937","03:07.7","00000000188791D6","0",,,"PO BOX 677
,  "
"133","A","SCH","210","0","N","FEDERAL WAY SCHOOL DISTRICT NO. 210",,"210",,,"OFFICE OF SUPERINTENDENT","FEDERAL WAY","WA",,"98003","2539452000","0","2539452001","cpopich@fwps.org","0",,,,"N",,"N",,,"0","941","21:37.0","0000000018879AD0","0","www.fwps.org",,"31405 18TH AVE S
,  "
"138","A","SCH","403","0","N","RENTON SCHOOL DISTRICT NO. 403",,"403",,,"OFFICE OF SUPERINTENDENT","RENTON","WA",,"98057","4252042345","0","4252042456","randy.matheson@rentonschools.us","0",,,,"N",,"N",,,"0","943","23:04.1","0000000018879AD2","0","www.rentonschools.us",,"300 SW 7TH ST
,  "
"148","A","SCH","414","0","N","LAKE WASHINGTON SCHOOL DISTRICT NO. 414",,"414",,,"OFFICE OF SUPERINTENDENT","REDMOND","WA",,"98073","4257023223","0","4257023325","lmorton@lwsd.org","0",,,,"N",,"N",,,"0","944","23:34.4","0000000018879AD3","0","www.lwsd.org",,"PO BOX 97039
,  "
"165","A","SEW","165","0","N","SNOQUALMIE PASS UTILITY DISTRICT",,"SS",,,,"SNOQUALMIE PASS","WA",,"98068","4254346633","0","4254346615","tlenihan@snopass.org","0",,,,"N",,"N",,,"0","947","12:29.3","0000000018879F37","0","www.snopass.org",,"PO BOX 131
,  "
"55","A","CI","37","0","N","CITY OF SEATAC",,"ST",,,,"SEATAC","WA",,"981884236","2069734800","0","2069734809","info@ci.seatac.wa.us","0",,,,"N",,"N",,,"0","949","46:05.3","000000001888BCA0","0","www.ci.seatac.wa.us",,"4800 S 188TH ST
,  "
"51","A","CI","33","0","N","CITY OF SEATTLE",,"SE",,"CAROL SHENK","CITY CLERK","SEATTLE","WA",,"981244728","2066848344","0","2063869025","shenkc@seattle.gov","0",,,,"N",,"N",,,"0","950","54:15.3","000000001888CE4F","0","www.seattle.gov",,"PO BOX 94728
,  "
"46","A","CI","28","0","N","CITY OF NEWCASTLE",,"NW",,"BOB BAKER","CITY CLERK","NEWCASTLE","WA",,"980593030","4256494444","0","4256494363","bobb@ci.newcastle.wa.us","0",,,,"N",,"N",,,"0","955","29:09.3","00000000188E7159","0","www.ci.newcastle.wa.us",,"13020 NEWCASTLE WAY
,  "
"186","A","WTR","123","0","N","KING COUNTY WATER DISTRICT NO. 123",,"123",,,,"PRESTON","WA",,"98050","4252227817","0","0","kcwd123@centurytel.net","0",,,,"N",,"N",,,"0","957","02:42.8","000000001897BF82","0",,,"PO BOX 963
,  "
"116","A","AIR","116","0","N","KING COUNTY AIRPORT DISTRICT",,"AIR",,,,"VASHON","WA",,"98070","2065674346","0",,"vashonairport@live.com","0",,,,"N",,"N",,,"0","959","06:39.1","0000000018A78F37","0",,,"PO BOX 1639
,  "
"11432","A","PRK","9","0","N","DES MOINES POOL METROPOLITAN PARK DIST",,"DMPP",,,,,,,,"0","0","0",,"0",,,,"N",,"N",,,"0","978","35:24.2","0000000018D7EF95",,,,
"21","A","CI","3","0","N","TOWN OF BEAUX ARTS VILLAGE",,"BA",,"SUE ANN SPENS","CLERK-TREASURER","BEAUX ARTS VILLAGE","WA",,"98004","4254548580",,"4256881786","townhall@beauxarts-wa.gov","0",,,,"N",,"N",,,"0","3524","01:15.6","000000001A415F32","0","www.beauxarts-wa.gov",,"10550 SE 27TH ST
,  "
"23","A","CI","5","0","N","CITY OF BLACK DIAMOND",,"BL",,"BRENDA L. MARTINEZ","CITY CLERK","BLACK DIAMOND","WA",,"98010","3608862560",,"3608862592","bmartinez@ci.blackdiamond.wa.us","0",,,,"N",,"N",,,"0","3525","01:44.6","000000001A415F38","0","www.ci.blackdiamond.wa.us",,"PO BOX 599
,  "
"24","A","CI","6","0","N","CITY OF BOTHELL",,"BT",,"JOANNE TRUDEL ","CITY CLERK","BOTHELL","WA",,"98011","4254863256",,"4254871204","cityclerk@ci.bothell.wa.us","0",,,,"N",,"N",,,"0","3526","02:11.3","000000001A415F41","0","www.ci.bothell.wa.us",,"18305 101ST AVE NE
,  "
"26","A","CI","8","0","N","CITY OF CARNATION",,"CA",,"MARY OTNESS ","CITY CLERK","CARNATION","WA",,"980141238","4253334192",,"4253334336","clerk@ci.carnation.wa.us","0",,,,"N",,"N",,,"0","3527","02:41.7","000000001A415F45","0","www.ci.carnation.wa.us",,"PO BOX 1238
,  "
"27","A","CI","9","0","N","CITY OF CLYDE HILL",,"CL",,"MITCH WASSERMAN","CITY ADMINISTRATOR","CLYDE HILL","WA",,"98004","4254537800",,"4254621936","mitch@clydehill.org","0",,,,"N",,"N",,,"0","3528","03:05.6","000000001A415F4A","0","www.clydehill.org",,"9605 NE 24TH ST
,  "
"29","A","CI","11","0","N","CITY OF DES MOINES",,"DE",,"TONY PIASECKI","CITY MANAGER","DES MOINES","WA",,"98198","2068706550",,"2068706540","tpiasecki@desmoineswa.gov","0",,,,"N",,"N",,,"0","3530","04:46.3","000000001A415F62","0","www.desmoineswa.gov",,"21630 11TH AVE S
,  "
"31","A","CI","13","0","N","CITY OF ENUMCLAW",,"EN",,"MIKE THOMAS","CITY ADMINISTRATOR","ENUMCLAW","WA",,"98022","3606155607",,"3606155632","mthomas@ci.enumclaw.wa.us","0",,,,"N",,"N",,,"0","3531","07:51.1","000000001A415F95","0","www.cityofenumclaw.net",,"1339 GRIFFIN AVE
,  "
"32","A","CI","14","0","N","CITY OF FEDERAL WAY",,"FE",,"CAROL MCNEILLY","CITY CLERK","FEDERAL WAY","WA",,"980036325","2538352540",,"2538352509","carol.mcneilly@cityoffederalway.com","0",,,,"N",,"N",,,"0","3532","08:28.0","000000001A415F97","0","www.cityoffederalway.com",,"33325 8TH AVE S
,  "
"35","A","CI","17","0","N","CITY OF ISSAQUAH",,"IS",,"TINA EGGERS","CITY CLERK","ISSAQUAH","WA",,"98027","4258373000",,,"tinae@ci.issaquah.wa.us","0",,,,"N",,"N",,,"0","3533","09:44.8","000000001A415F9D","0","www.ci.issaquah.wa.us",,"PO BOX 1307
,  "
"37","A","CI","19","0","N","CITY OF KIRKLAND",,"KL",,"KATHI ANDERSON","CITY CLERK","KIRKLAND","WA",,"98033","4255873197",,"4255873198","kanderson@ci.kirkland.wa.us","0",,,,"N",,"N",,,"0","3534","10:16.1","000000001A415FA2","0","www.ci.kirkland.wa.us",,"123 5TH AVE
,  "
"40","A","CI","22","0","N","CITY OF MEDINA",,"ME",,"RACHEL BAKER","CITY CLERK","MEDINA","WA",,"98039","4252336411",,"4254518197","rbaker@medina-wa.gov","0",,,,"N",,"N",,,"0","3535","11:15.3","000000001A415FA3","0","www.medina-wa.gov",,"PO BOX 144
,  "
"43","A","CI","25","0","N","CITY OF MAPLE VALLEY",,"MV",,"SHAUNNA LEE-RICE","CITY CLERK","MAPLE VALLEY","WA",,"98038","4254138800",,"4254134282","shaunna.leerice@maplevalleywa.gov","0",,,,"N",,"N",,,"0","3537","20:13.1","000000001A415FE7","0","www.maplevalleywa.gov",,"PO BOX 320
,  "
"45","A","CI","27","0","N","CITY OF NORMANDY PARK",,"NO",,"DEBBIE BURKE","CITY CLERK","NORMANDY PARK","WA",,"98166","2062488248",,"2064398674","debbieb@ci.normandy-park.wa.us","0",,,,"N",,"N",,,"0","3538","20:55.3","000000001A415FE8","0","www.normandyparkwa.gov",,"801 SW 174TH ST
,  "
"57","A","CI","39","0","N","CITY OF WOODINVILLE",,"WO",,"JENNIFER KUHN","CITY CLERK","WOODINVILLE","WA",,"98072","4258772262",,"4254892705","jenniferk@ci.woodinville.wa.us","0",,,,"N",,"N",,,"0","3539","21:30.5","000000001A415FE9","0","www.ci.woodinville.wa.us",,"17301 133RD AVE NE
,  "
"134","A","SCH","216","0","N","ENUMCLAW SCHOOL DISTRICT NO. 216",,"216",,"DIANA AABY","OFFICE OF SUPERINTENDENT","ENUMCLAW","WA",,"98022","3608027102",,"3608027140","diana_aaby@enumclaw.wednet.edu","0",,,,"N",,"N",,,"0","3541","36:05.4","000000001A41601F","0","www.enumclaw.wednet.edu",,"2929 MCDOUGALL AVENUE
,  "
"135","A","SCH","400","0","N","MERCER ISLAND SCHOOL DISTRICT NO. 400",,"400",,"JAN LAFOUNTAINE","OFFICE OF SUPERINTENDENT","MERCER ISLAND","WA",,"98040","2062363300",,"2062363333","jan_lafountaine@misd.wednet.edu","0",,,,"N",,"N",,,"0","3542","36:43.9","000000001A416020","0","www.misd.k12.wa.us",,"4160 86TH AVE SE
,  "
