"precinct","race","legislativedistrict","countycouncil","congressionaldistrict","countergroup","countertype","sumofcount"
"SHL 32-0001","Metropolitan King County Council District No. 1","32","1","7","Total","Times Under Voted","10"
"SHL 32-0001","Metropolitan King County Council District No. 1","32","1","7","Total","Write-in","0"
"SHL 32-0001","Metropolitan King County Council District No. 1","32","1","7","Total","Sally Caverzan","37"
"SHL 32-0001","Metropolitan King County Council District No. 1","32","1","7","Total","Rod Dembowski","89"
"SHL 32-0001","Metropolitan King County Council District No. 1","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Times Counted","136"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Times Under Voted","16"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Nigel Keiffer","24"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Charlotte I. Haines","96"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Write-in","0"
"SHL 32-0001","North City Water District Commissioner Position No. 3","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Times Under Voted","15"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Stephanie Bowman","53"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Write-in","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Hamdi Mohamed","68"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","State of Washington Advisory Vote No. 36","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","State of Washington Advisory Vote No. 36","32","1","7","Total","Times Counted","136"
"SHL 32-0001","State of Washington Advisory Vote No. 36","32","1","7","Total","Times Under Voted","11"
"SHL 32-0001","State of Washington Advisory Vote No. 36","32","1","7","Total","Repealed","48"
"SHL 32-0001","State of Washington Advisory Vote No. 36","32","1","7","Total","Maintained","77"
"SHL 32-0001","State of Washington Advisory Vote No. 36","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 3","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 3","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 3","32","1","7","Total","Times Under Voted","34"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 3","32","1","7","Total","Write-in","0"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 3","32","1","7","Total","Rod Heivilin","102"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 3","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Times Under Voted","19"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Write-in","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Ryan Calkins","77"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Norman Z. Sigler","40"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 1","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 1","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 1","32","1","7","Total","Times Under Voted","35"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 1","32","1","7","Total","Barb Sullivan","101"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 1","32","1","7","Total","Write-in","0"
"SHL 32-0001","Shoreline Fire Department Commissioner Position No. 1","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Court of Appeals, Division 1, District 1 Judge Position No. 3","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Court of Appeals, Division 1, District 1 Judge Position No. 3","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Court of Appeals, Division 1, District 1 Judge Position No. 3","32","1","7","Total","Times Under Voted","46"
"SHL 32-0001","Court of Appeals, Division 1, District 1 Judge Position No. 3","32","1","7","Total","James R. Verellen","89"
"SHL 32-0001","Court of Appeals, Division 1, District 1 Judge Position No. 3","32","1","7","Total","Write-in","1"
"SHL 32-0001","Court of Appeals, Division 1, District 1 Judge Position No. 3","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","State of Washington Advisory Vote No. 37","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","State of Washington Advisory Vote No. 37","32","1","7","Total","Times Counted","136"
"SHL 32-0001","State of Washington Advisory Vote No. 37","32","1","7","Total","Times Under Voted","8"
"SHL 32-0001","State of Washington Advisory Vote No. 37","32","1","7","Total","Maintained","76"
"SHL 32-0001","State of Washington Advisory Vote No. 37","32","1","7","Total","Repealed","52"
"SHL 32-0001","State of Washington Advisory Vote No. 37","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","City of Shoreline Council Position No. 7","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","City of Shoreline Council Position No. 7","32","1","7","Total","Times Counted","136"
"SHL 32-0001","City of Shoreline Council Position No. 7","32","1","7","Total","Times Under Voted","33"
"SHL 32-0001","City of Shoreline Council Position No. 7","32","1","7","Total","Christopher Roberts","103"
"SHL 32-0001","City of Shoreline Council Position No. 7","32","1","7","Total","Write-in","0"
"SHL 32-0001","City of Shoreline Council Position No. 7","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","Times Counted","136"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","Times Under Voted","16"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","John Ramsdell","81"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","Write-in","0"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","David Y. Chen","39"
"SHL 32-0001","City of Shoreline Council Position No. 1","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","State of Washington Advisory Vote No. 38","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","State of Washington Advisory Vote No. 38","32","1","7","Total","Times Counted","136"
"SHL 32-0001","State of Washington Advisory Vote No. 38","32","1","7","Total","Times Under Voted","16"
"SHL 32-0001","State of Washington Advisory Vote No. 38","32","1","7","Total","Repealed","54"
"SHL 32-0001","State of Washington Advisory Vote No. 38","32","1","7","Total","Maintained","66"
"SHL 32-0001","State of Washington Advisory Vote No. 38","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Times Under Voted","10"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Write-in","0"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Tyann Nguyen","40"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Emily Williams","86"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 2","32","1","7","Total","Times Over Voted","0"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 3","32","1","7","Total","Registered Voters","549"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 3","32","1","7","Total","Times Counted","136"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 3","32","1","7","Total","Times Under Voted","33"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 3","32","1","7","Total","Write-in","1"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 3","32","1","7","Total","Sarah Cohen","102"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 3","32","1","7","Total","Times Over Voted","0"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Registered Voters","640"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Times Counted","237"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Times Under Voted","19"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Lynne Robinson","136"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Gina Johnson","82"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Write-in","0"
"BEL 41-0017","City of Bellevue Council Position No. 6","41","6","9","Total","Times Over Voted","0"
"BEL 41-0017","King County Charter Amendment No. 1","41","6","9","Total","Registered Voters","640"
"BEL 41-0017","King County Charter Amendment No. 1","41","6","9","Total","Times Counted","237"
"BEL 41-0017","King County Charter Amendment No. 1","41","6","9","Total","Times Under Voted","8"
"BEL 41-0017","King County Charter Amendment No. 1","41","6","9","Total","No","44"
"BEL 41-0017","King County Charter Amendment No. 1","41","6","9","Total","Yes","185"
"BEL 41-0017","King County Charter Amendment No. 1","41","6","9","Total","Times Over Voted","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Registered Voters","640"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Times Counted","237"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Times Under Voted","20"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Write-in","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Toshiko Grace Hasegawa","125"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Peter Steinbrueck","92"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","Times Over Voted","0"
"BEL 41-0017","City of Bellevue Council Position No. 2","41","6","9","Total","Registered Voters","640"
"SEA 36-1294","City of Seattle Council Position No. 8","36","4","7","Total","Times Counted","498"
"SEA 36-1294","City of Seattle Council Position No. 8","36","4","7","Total","Times Under Voted","16"
"SEA 36-1294","City of Seattle Council Position No. 8","36","4","7","Total","Write-in","2"
"SEA 36-1294","City of Seattle Council Position No. 8","36","4","7","Total","Teresa Mosqueda","334"
"SEA 36-1294","City of Seattle Council Position No. 8","36","4","7","Total","Kenneth Wilson","146"
"SEA 36-1294","City of Seattle Council Position No. 8","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","Times Counted","498"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","Times Under Voted","3"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","M. Lorena Gonz�lez","249"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","Write-in","3"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","Bruce Harrell","241"
"SEA 36-1294","City of Seattle Mayor","36","4","7","Total","Times Over Voted","2"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Times Counted","498"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Times Under Voted","49"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Write-in","3"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Ryan Calkins","385"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Norman Z. Sigler","61"
"SEA 36-1294","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Times Counted","498"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Times Under Voted","48"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Write-in","0"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Dan Harder","42"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Michelle Sarju","408"
"SEA 36-1294","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Times Counted","498"
"SEA 36-1294","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Times Under Voted","201"
"SEA 36-1294","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","James R. Verellen","292"
"SEA 36-1294","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Write-in","5"
"SEA 36-1294","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","State of Washington Advisory Vote No. 37","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","State of Washington Advisory Vote No. 37","36","4","7","Total","Times Counted","498"
"SEA 36-1294","State of Washington Advisory Vote No. 37","36","4","7","Total","Times Under Voted","24"
"SEA 36-1294","State of Washington Advisory Vote No. 37","36","4","7","Total","Maintained","372"
"SEA 36-1294","State of Washington Advisory Vote No. 37","36","4","7","Total","Repealed","102"
"SEA 36-1294","State of Washington Advisory Vote No. 37","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","State of Washington Advisory Vote No. 38","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","State of Washington Advisory Vote No. 38","36","4","7","Total","Times Counted","498"
"SEA 36-1294","State of Washington Advisory Vote No. 38","36","4","7","Total","Times Under Voted","39"
"SEA 36-1294","State of Washington Advisory Vote No. 38","36","4","7","Total","Repealed","69"
"SEA 36-1294","State of Washington Advisory Vote No. 38","36","4","7","Total","Maintained","390"
"SEA 36-1294","State of Washington Advisory Vote No. 38","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Times Counted","498"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Times Under Voted","58"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Genesis Williamson","19"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Write-in","2"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Brandon K. Hersey","419"
"SEA 36-1294","Seattle School District No. 1 Director District No. 7","36","4","7","Total","Times Over Voted","0"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Registered Voters","750"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Times Counted","498"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Times Under Voted","50"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Laura Marie Rivera","90"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Write-in","1"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Vivian Song Maritz","357"
"SEA 36-1294","Seattle School District No. 1 Director District No. 4","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","King County Charter Amendment No. 1","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","King County Charter Amendment No. 1","36","4","7","Total","Times Counted","249"
"SEA 36-1295","King County Charter Amendment No. 1","36","4","7","Total","Times Under Voted","12"
"SEA 36-1295","King County Charter Amendment No. 1","36","4","7","Total","No","21"
"SEA 36-1295","King County Charter Amendment No. 1","36","4","7","Total","Yes","216"
"SEA 36-1295","King County Charter Amendment No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Times Counted","249"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Times Under Voted","17"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Write-in","0"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Toshiko Grace Hasegawa","168"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Peter Steinbrueck","64"
"SEA 36-1295","Port of Seattle Commissioner Position No. 4","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","King County Charter Amendment No. 2","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","King County Charter Amendment No. 2","36","4","7","Total","Times Counted","249"
"SEA 36-1295","King County Charter Amendment No. 2","36","4","7","Total","Times Under Voted","13"
"SEA 36-1295","King County Charter Amendment No. 2","36","4","7","Total","No","11"
"SEA 36-1295","King County Charter Amendment No. 2","36","4","7","Total","Yes","225"
"SEA 36-1295","King County Charter Amendment No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Times Counted","249"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Times Under Voted","5"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Write-in","1"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Nikkita Oliver","116"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Sara Nelson","127"
"SEA 36-1295","City of Seattle Council Position No. 9","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","King County Executive","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","King County Executive","36","4","7","Total","Times Counted","249"
"SEA 36-1295","King County Executive","36","4","7","Total","Times Under Voted","6"
"SEA 36-1295","King County Executive","36","4","7","Total","Write-in","0"
"SEA 36-1295","King County Executive","36","4","7","Total","Dow Constantine","131"
"SEA 36-1295","King County Executive","36","4","7","Total","Joe Nguyen","112"
"SEA 36-1295","King County Executive","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Times Counted","249"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Times Under Voted","17"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Stephanie Bowman","60"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Write-in","0"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Hamdi Mohamed","172"
"SEA 36-1295","Port of Seattle Commissioner Position No. 3","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","State of Washington Advisory Vote No. 36","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","State of Washington Advisory Vote No. 36","36","4","7","Total","Times Counted","249"
"SEA 36-1295","State of Washington Advisory Vote No. 36","36","4","7","Total","Times Under Voted","10"
"SEA 36-1295","State of Washington Advisory Vote No. 36","36","4","7","Total","Repealed","40"
"SEA 36-1295","State of Washington Advisory Vote No. 36","36","4","7","Total","Maintained","199"
"SEA 36-1295","State of Washington Advisory Vote No. 36","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Times Counted","249"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Times Under Voted","5"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Nicole Thomas-Kennedy","115"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Write-in","1"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Ann Davison","128"
"SEA 36-1295","City of Seattle City Attorney","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Times Counted","249"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Times Under Voted","8"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Write-in","0"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Teresa Mosqueda","160"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Kenneth Wilson","81"
"SEA 36-1295","City of Seattle Council Position No. 8","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","Times Counted","249"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","Times Under Voted","1"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","M. Lorena Gonz�lez","117"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","Write-in","0"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","Bruce Harrell","131"
"SEA 36-1295","City of Seattle Mayor","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Times Counted","249"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Times Under Voted","20"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Write-in","0"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Ryan Calkins","206"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Norman Z. Sigler","23"
"SEA 36-1295","Port of Seattle Commissioner Position No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Times Counted","249"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Times Under Voted","20"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Write-in","1"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Dan Harder","25"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Michelle Sarju","203"
"SEA 36-1295","Seattle School District No. 1 Director District No. 5","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Times Counted","249"
"SEA 36-1295","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Times Under Voted","105"
"SEA 36-1295","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","James R. Verellen","143"
"SEA 36-1295","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Write-in","1"
"SEA 36-1295","Court of Appeals, Division 1, District 1 Judge Position No. 3","36","4","7","Total","Times Over Voted","0"
"SEA 36-1295","State of Washington Advisory Vote No. 37","36","4","7","Total","Registered Voters","373"
"SEA 36-1295","State of Washington Advisory Vote No. 37","36","4","7","Total","Times Counted","249"
"SEA 36-1295","State of Washington Advisory Vote No. 37","36","4","7","Total","Times Under Voted","10"
"SEA 36-1295","State of Washington Advisory Vote No. 37","36","4","7","Total","Maintained","183"
"SEA 36-1295","State of Washington Advisory Vote No. 37","36","4","7","Total","Repealed","56"
