"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"ANGEL CITY","Court of Appeals, Division No. 1, District No. 1","37","2","7","Total","NP","Michael Spearman","114.00"
"ANGEL CITY","Court of Appeals, Division No. 1, District No. 1","37","2","7","Total","NP","Registered Voters","676.00"
"ANGEL CITY","Court of Appeals, Division No. 1, District No. 1","37","2","7","Total","NP","Times Blank Voted","46.00"
"ANGEL CITY","Court of Appeals, Division No. 1, District No. 1","37","2","7","Total","NP","Times Counted","160.00"
"ANGEL CITY","Court of Appeals, Division No. 1, District No. 1","37","2","7","Total","NP","Times Over Voted","0.00"
"ANGEL CITY","Court of Appeals, Division No. 1, District No. 1","37","2","7","Total","NP","Write-in","0.00"
"ANGEL CITY","King County Proposition No. 1 Veterans and Human Services Levy","37","2","7","Total","NP","APPROVED","84.00"
"ARIA","Court of Appeals, Division No. 1, District No. 1","47","9","8","Total","NP","Times Blank Voted","28.00"
"ANGEL CITY","King County Proposition No. 1 Veterans and Human Services Levy","37","2","7","Total","NP","Registered Voters","676.00"
"ANGEL CITY","King County Proposition No. 1 Veterans and Human Services Levy","37","2","7","Total","NP","REJECTED","75.00"
"ANGEL CITY","King County Proposition No. 1 Veterans and Human Services Levy","37","2","7","Total","NP","Times Blank Voted","1.00"
"ANGEL CITY","King County Proposition No. 1 Veterans and Human Services Levy","37","2","7","Total","NP","Times Counted","160.00"
"ANGEL CITY","King County Proposition No. 1 Veterans and Human Services Levy","37","2","7","Total","NP","Times Over Voted","0.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Jim Grossnickle","24.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Mary Alice Heuschel","50.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Paul Joos","67.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Registered Voters","676.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Times Blank Voted","19.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Times Counted","160.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Times Over Voted","0.00"
"ANGEL CITY","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","37","2","7","Total","NP","Write-in","0.00"
"ANGELO","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Michael Spearman","80.00"
"ANGELO","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Registered Voters","423.00"
"ANGELO","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Blank Voted","43.00"
"ANGELO","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Counted","124.00"
"ANGELO","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Over Voted","0.00"
"ANGELO","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Write-in","1.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Carrie BeSerra","10.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Danny Peterson","33.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Elizabeth Drake","53.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Registered Voters","423.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Times Blank Voted","26.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Times Counted","124.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Times Over Voted","0.00"
"ANGELO","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Write-in","2.00"
"ANGELO","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","APPROVED","64.00"
"ANGELO","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Registered Voters","423.00"
"ANGELO","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","REJECTED","60.00"
"ANGELO","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Times Blank Voted","0.00"
"ANGELO","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Times Counted","124.00"
"ANGELO","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Times Over Voted","0.00"
"ARIA","Court of Appeals, Division No. 1, District No. 1","47","9","8","Total","NP","Michael Spearman","73.00"
"ARIA","Court of Appeals, Division No. 1, District No. 1","47","9","8","Total","NP","Registered Voters","437.00"
"ARIA","Court of Appeals, Division No. 1, District No. 1","47","9","8","Total","NP","Times Counted","101.00"
"ARIA","Court of Appeals, Division No. 1, District No. 1","47","9","8","Total","NP","Write-in","0.00"
"ARIA","King County Proposition No. 1 Veterans and Human Services Levy","47","9","8","Total","NP","APPROVED","64.00"
"ARIA","King County Proposition No. 1 Veterans and Human Services Levy","47","9","8","Total","NP","Registered Voters","437.00"
"ARIA","King County Proposition No. 1 Veterans and Human Services Levy","47","9","8","Total","NP","REJECTED","35.00"
"ARIA","King County Proposition No. 1 Veterans and Human Services Levy","47","9","8","Total","NP","Times Blank Voted","2.00"
"ARIA","King County Proposition No. 1 Veterans and Human Services Levy","47","9","8","Total","NP","Times Counted","101.00"
"ARIA","King County Proposition No. 1 Veterans and Human Services Levy","47","9","8","Total","NP","Times Over Voted","0.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Jim Grossnickle","29.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Mary Alice Heuschel","26.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Paul Joos","35.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Registered Voters","437.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Times Blank Voted","11.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Times Counted","101.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Times Over Voted","0.00"
"ARIA","Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office","47","9","8","Total","NP","Write-in","0.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Darold Stroud","15.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Darren M. Yokers","0.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Larry West","21.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Mike Cole","1.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Rachelle Weiler","11.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Registered Voters","437.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Steve Pfaff","38.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Times Blank Voted","15.00"
"ARIA","Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office","47","9","8","Total","NP","Times Counted","101.00"
"ADAIR","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Michael Spearman","323.00"
"ADAIR","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Registered Voters","818.00"
"ADAIR","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Times Blank Voted","122.00"
"ADAIR","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Times Counted","458.00"
"ADAIR","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Times Over Voted","0.00"
"ADAIR","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Write-in","13.00"
"ADAIR","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","APPROVED","260.00"
"ADAIR","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Registered Voters","818.00"
"ADAIR","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","REJECTED","197.00"
"ADAIR","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Times Blank Voted","1.00"
"ADAIR","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Times Counted","458.00"
"ADAIR","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Times Over Voted","0.00"
"ALDARRA","Court of Appeals, Division No. 1, District No. 1","5","3","8","Total","NP","Michael Spearman","115.00"
"ALDARRA","Court of Appeals, Division No. 1, District No. 1","5","3","8","Total","NP","Registered Voters","593.00"
"ALDARRA","Court of Appeals, Division No. 1, District No. 1","5","3","8","Total","NP","Times Blank Voted","70.00"
"ALDARRA","Court of Appeals, Division No. 1, District No. 1","5","3","8","Total","NP","Times Counted","187.00"
"ALDARRA","Court of Appeals, Division No. 1, District No. 1","5","3","8","Total","NP","Times Over Voted","0.00"
"ALDARRA","Court of Appeals, Division No. 1, District No. 1","5","3","8","Total","NP","Write-in","2.00"
"ALDARRA","King County Proposition No. 1 Veterans and Human Services Levy","5","3","8","Total","NP","APPROVED","86.00"
"ALDARRA","King County Proposition No. 1 Veterans and Human Services Levy","5","3","8","Total","NP","Registered Voters","593.00"
"ALDARRA","King County Proposition No. 1 Veterans and Human Services Levy","5","3","8","Total","NP","REJECTED","101.00"
"ALDARRA","King County Proposition No. 1 Veterans and Human Services Levy","5","3","8","Total","NP","Times Blank Voted","0.00"
"ALDARRA","King County Proposition No. 1 Veterans and Human Services Levy","5","3","8","Total","NP","Times Counted","187.00"
"ALDARRA","King County Proposition No. 1 Veterans and Human Services Levy","5","3","8","Total","NP","Times Over Voted","0.00"
"ALDER SPRINGS","Court of Appeals, Division No. 1, District No. 1","45","3","1","Total","NP","Michael Spearman","68.00"
"ALDER SPRINGS","Court of Appeals, Division No. 1, District No. 1","45","3","1","Total","NP","Registered Voters","506.00"
"ALDER SPRINGS","Court of Appeals, Division No. 1, District No. 1","45","3","1","Total","NP","Times Blank Voted","49.00"
"ALDER SPRINGS","Court of Appeals, Division No. 1, District No. 1","45","3","1","Total","NP","Times Counted","122.00"
"ALDER SPRINGS","Court of Appeals, Division No. 1, District No. 1","45","3","1","Total","NP","Times Over Voted","0.00"
"ALDER SPRINGS","Court of Appeals, Division No. 1, District No. 1","45","3","1","Total","NP","Write-in","5.00"
"ALDER SPRINGS","King County Proposition No. 1 Veterans and Human Services Levy","45","3","1","Total","NP","APPROVED","47.00"
"ALDER SPRINGS","King County Proposition No. 1 Veterans and Human Services Levy","45","3","1","Total","NP","Registered Voters","506.00"
"ALDER SPRINGS","King County Proposition No. 1 Veterans and Human Services Levy","45","3","1","Total","NP","REJECTED","75.00"
"ALDER SPRINGS","King County Proposition No. 1 Veterans and Human Services Levy","45","3","1","Total","NP","Times Blank Voted","0.00"
"ALDER SPRINGS","King County Proposition No. 1 Veterans and Human Services Levy","45","3","1","Total","NP","Times Counted","122.00"
"ALDER SPRINGS","King County Proposition No. 1 Veterans and Human Services Levy","45","3","1","Total","NP","Times Over Voted","0.00"
"ALDERWOOD","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Michael Spearman","54.00"
"ALDERWOOD","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Registered Voters","434.00"
"ALDERWOOD","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Times Blank Voted","31.00"
"ALDERWOOD","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Times Counted","89.00"
"ALDERWOOD","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Times Over Voted","0.00"
"ALDERWOOD","Court of Appeals, Division No. 1, District No. 1","45","3","8","Total","NP","Write-in","4.00"
"ALDERWOOD","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","APPROVED","58.00"
"ALDERWOOD","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Registered Voters","434.00"
"ALDERWOOD","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","REJECTED","31.00"
"ALDERWOOD","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Times Blank Voted","0.00"
"ALDERWOOD","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Times Counted","89.00"
"ALDERWOOD","King County Proposition No. 1 Veterans and Human Services Levy","45","3","8","Total","NP","Times Over Voted","0.00"
"ALG 30-0013","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Michael Spearman","58.00"
"ALG 30-0013","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Registered Voters","402.00"
"ALG 30-0013","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Blank Voted","25.00"
"ALG 30-0013","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Counted","87.00"
"ALG 30-0013","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Over Voted","0.00"
"ALG 30-0013","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Write-in","4.00"
"ALG 30-0013","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","APPROVED","39.00"
"ALG 30-0013","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Registered Voters","402.00"
"ALG 30-0013","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","REJECTED","47.00"
"ALG 30-0013","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Times Blank Voted","1.00"
"ALG 30-0013","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Times Counted","87.00"
"ALG 30-0013","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","Times Over Voted","0.00"
"ALG 30-0014","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Michael Spearman","61.00"
"ALG 30-0014","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Registered Voters","449.00"
"ALG 30-0014","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Blank Voted","26.00"
"ALG 30-0014","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Counted","90.00"
"ALG 30-0014","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Times Over Voted","0.00"
"ALG 30-0014","Court of Appeals, Division No. 1, District No. 1","30","7","9","Total","NP","Write-in","3.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Carrie BeSerra","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Danny Peterson","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Elizabeth Drake","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Registered Voters","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Times Blank Voted","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Times Counted","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Times Over Voted","0.00"
"ALG 30-0014","Federal Way School District No. 210 Director District No. 3 nonpartisan office","30","7","9","Total","NP","Write-in","0.00"
"ALG 30-0014","King County Proposition No. 1 Veterans and Human Services Levy","30","7","9","Total","NP","APPROVED","55.00"
