"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-146466","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Minnie","Rabbit Sh","8 MONTHS","Spayed Female","Rabbit Sh","Pink","2022-01-07T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KING COUNTY","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655710","Image Copyright HLP Inc. 2022","Received on: 2022-01-07<p/> Description: Pink Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 8 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Mom Bunny (originally Jack, now Jackie) and her baby Minnie are a bonded pair and are thriving together and must be adopted together. They are a playful, loving, adventurous duo looking for their happily ever after forever home.<p/><p/><p/><p/>"
"K22-149390","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A669890","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Freddy","Barn Cat","4 YEARS","Neutered Male","Domestic Shorthair","Gray / White","2022-08-07T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://kingcounty.gov/~/media/depts/regional-animal-services/images/All-Images/adoption-pending.jpg","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Description: Gray / White<p/>  Neutered Male Domestic Shorthair Barn Cat<p/> Age: 4 YEARS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is  FREDDY and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I was brought into the shelter on  08/07/2022 by a good samaritan.<p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space. <p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>"
"K22-150643","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A671869","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Leia","Cat","1 YEAR","Spayed Female","Domestic Shorthair","Calico","2022-09-06T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671869","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Description: Calico<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Leia and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on September, 6th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/><p/>"
"K22-148455","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Mia","Cat","4 MONTHS","Spayed Female","Domestic Shorthair","Calico","2022-06-06T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KING COUNTY","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A665694","Image Copyright HLP Inc. 2022","Received on: 2022-06-06<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Mia and I am available for adoption.<p/><p/>When I first arrived at RASKC I was too small, so I went into a wonderful foster home who gave me the TLC I needed and molded me into a wonderful sweet kitty!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Your new pet received a basic physical exam, in addition to routine vaccines, deworming, and topical flea preventative, if indicated.  Although your new pet is ready for adoption, there is always a possibility of additional medical conditions that have not been detected or may develop in the future.  Current medical conditions are noted below.<p/><p/>1)   FeLV<p/><p/>This cat tested positive for Feline Leukemia Virus (FeLV).  Cats infected with this virus may have an active, or latent infection.  Active infection leads to immunosuppression, increased susceptibility to disease, or lymphosarcoma.  Infected cats are expected to have a decreased lifespan and will require additional veterinary care.  However, with care, these cat may have a good quality of life for months to years.  FeLV is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  For this reason, this cat should be kept as a single cat or with other FeLV positive cats.  Please consult with your regular veterinarian for additional information and a management plan for your new pet.<p/><p/>2)   Conjunctivitis, mild.  <p/>There is redness of the conjunctiva and discharge from the eyes.  A topical medication has been prescribed.  Please us the medication as directed and follow up with your regular veterinarian.<p/><p/><p/>Additional care for these conditions may be needed after adoption. Please follow up with your regular veterinarian.<p/>"
"K22-149893","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Churro","Cat","14 YEARS 7 MONTHS","Neutered Male","Domestic Shorthair","Org Tabby","2022-08-18T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487698","Image Copyright HLP Inc. 2022","Received on: 2022-08-18<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 14 YEARS 7 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Churro and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on August 18th, 2022.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Churro received a basic physical exam, in addition to routine vaccines, deworming, and topical flea preventative, if indicated.  Although Churro is ready for adoption, there is always a possibility of additional medical conditions that have not been detected or may develop in the future.  Current medical conditions are noted below.<p/><p/>1)  This animal has been diagnosed with dental disease.  They will require a dental cleaning under anesthesia and potentially need x-rays or tooth extractions.  Please follow up with your regular veterinarian to form the best treatment plan.<p/><p/>2)  Geriatric animal- There may be other underlying health conditions that have not been identified.<p/><p/>Additional care for these conditions may be needed after adoption. Please follow up with your regular veterinarian.<p/><p/><p/>"
"K22-146801","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Teddy","Rabbit Sh","5 MONTHS","Neutered Male","Rabbit Sh","White / Brown","2022-04-01T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A660345","Image Copyright HLP Inc. 2022","Received on: 2022-04-01<p/> Description: White / Brown Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 5 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Teddy and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 4/1/22.<p/><p/>Rabbits are intelligent and complex animals who do well in families with humans who understand that they are prey animals, and do not enjoy being picked up or held. The best way to bond with me is to spend time with me on the floor, and shower me with plenty of greens and timothy hay! <p/><p/>I am a domestic rabbit and it is recommend that adopters keep me indoors. The nice thing about having an indoor rabbit is that I can come out of my cage for bunny playtime, in a rabbit proof area of the home. It's during this supervised playtime that rabbits often exhibit some of our most fun and interesting behaviors!<p/><p/>I would love a family who will interact with me daily to keep me active and social! When rabbits get the space and enrichment we need, we often form deep bonds with our humans!<p/><p/>My personality color is GREEN. I am an adaptable rabbit who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>"
"K22-146835","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Little Boy","Cat","5 MONTHS","Neutered Male","Domestic Shorthair","Brn Tabby","2022-05-10T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","SEATAC","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663723","Image Copyright HLP Inc. 2022","Received on: 2022-05-10<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/>This sweet little boy kitten is ready for a new and permanent home. He gets along with other animals and would be okay with a growing family. He does like his own space and he might hide when you take him home so I recommend he have a cat tree to go into so you know where he is. He has been exposed to kids, cats , a small dog , and all the noise a kitchen can have. He uses the cat box and takes long naps and loves to interact through play with people.<p/>He eats wet food Turkey Kitten<p/>Dry kitten food for free feeding<p/>And lots of fresh water<p/>Please contact me through the shelter for a meet up.<p/>"
"K22-150173","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A671276","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Joko","Dog","2 YEARS","Neutered Male","German Shepherd / Mix","Brown / Black","2022-08-26T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671276","Image Copyright HLP Inc. 2022","Received on: 2022-08-26<p/> Description: Brown / Black<p/>  Neutered Male German Shepherd / Mix Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Joko and I am available for adoption.<p/><p/>I was brought in by my previous owner on 8/26/22. I lived in a home with another dog. My previous owner said I can be wary of men at first but I am ok once I warm up to them, and that I am not good with small children. I also do NOT get along with cats. <p/><p/>I am an affectionate lovebug once I am comfortable but I also like to do my own thing!<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>"
"K22-149665","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Dandelion","Rabbit Lh","NO AGE","Neutered Male","Rabbit Lh","White","2022-08-12T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670344","Image Copyright HLP Inc. 2022","Received on: 2022-08-12<p/> Description: White Neutered Male Rabbit Lh Rabbit Lh<p/> Age: NO AGE<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Dandelion and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on August 12th, 2022.<p/><p/>Rabbits are intelligent and complex animals who do well in families with humans who understand that they are prey animals, and do not enjoy being picked up or held. The best way to bond with me is to spend time with me on the floor, and shower me with plenty of greens and timothy hay! <p/><p/>I am a domestic rabbit and it is recommend that adopters keep me indoors. The nice thing about having an indoor rabbit is that I can come out of my cage for bunny playtime, in a rabbit proof area of the home. It's during this supervised playtime that rabbits often exhibit some of our most fun and interesting behaviors!<p/><p/>I would love a family who will interact with me daily to keep me active and social! When rabbits get the space and enrichment we need, we often form deep bonds with our humans!<p/><p/>My personality color is BLUE. I am a gentle and loving bunny who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>"
"K22-149716","Regional Animal Services of King County","ADOPTABLE","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Sissy","Cat","3 MONTHS","Spayed Female","Domestic Shorthair","Gray Tabby","2022-06-02T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A665429","Image Copyright HLP Inc. 2022","Received on: 2022-06-02<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 3 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/>Hi my name is Sissy<p/><p/>I am furry and I love to cozy. I have silky smooth fur and I love to play. My favorite toy is my ball in track toy. I can play with my favorite toy for hours. My favorite food is Salmon, and I love to take naps after a good meal. I am a lover and I am ready to come cozy my way into my new home.<p/>"
"K22-150636","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A671859","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Dooku","Cat","2 YEARS","Neutered Male","Domestic Mediumhair","Brn Tabby","2022-09-06T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671859","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Dooku and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on September, 6th, 2022.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/>"
