"method","city","parameter","county_code","aqi","cbsa","latitude","observation_percent","state","units_of_measure","date_local","parameter_code","arithmetic_mean","cbsa_code","datum","observation_count","method_code","longitude","county","poc","site_number","event_type","first_max_hour","state_code","site_address","pollutant_standard","sample_duration","first_max_value","date_of_last_change","validity_indicator","local_site_name","location"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","23.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-28","44201","0.009208","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.025","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-09-28","44201","0.009913","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.035","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","21.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-27","44201","0.010353","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.023","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","21.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-27","44201","0.0085","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.023","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","21.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-27","44201","0.0085","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.023","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-09-27","44201","0.008391","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.031","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","16.0","Seattle-Tacoma-Bellevue, WA","47.5525","88.0","Washington","Parts per million","2018-09-26","44201","0.005933","42660","WGS84","15.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.017","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","16.0","Seattle-Tacoma-Bellevue, WA","47.5525","75.0","Washington","Parts per million","2018-09-26","44201","0.004944","42660","WGS84","18.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.017","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","16.0","Seattle-Tacoma-Bellevue, WA","47.5525","75.0","Washington","Parts per million","2018-09-26","44201","0.004944","42660","WGS84","18.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.017","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","83.0","Washington","Parts per million","2018-09-26","44201","0.00585","42660","WGS84","20.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.021","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","20.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-25","44201","0.01","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","20.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-25","44201","0.008167","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","20.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-25","44201","0.008167","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-25","44201","0.008417","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.03","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","27.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-24","44201","0.013647","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.029","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","27.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-24","44201","0.01175","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.029","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","27.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-24","44201","0.01175","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.029","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-09-24","44201","0.012957","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.034","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","29.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-23","44201","0.014471","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.031","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","29.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-23","44201","0.016625","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.031","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","29.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-23","44201","0.016625","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.031","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-23","44201","0.019792","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.038","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","25.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-22","44201","0.021647","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.027","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","25.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-22","44201","0.021333","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.027","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","25.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-22","44201","0.021333","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.027","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-09-22","44201","0.02113","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.032","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","19.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-21","44201","0.013176","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.02","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","19.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-21","44201","0.011292","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.02","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","19.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-21","44201","0.011292","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.02","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-21","44201","0.010125","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.023","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","20.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-20","44201","0.010412","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","20.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-20","44201","0.010583","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","20.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-20","44201","0.010583","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-09-20","44201","0.012304","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","13.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.025","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","22.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-19","44201","0.018294","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.024","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","22.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-19","44201","0.014333","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.024","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","22.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-19","44201","0.014333","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.024","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-19","44201","0.013","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.036","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","22.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-18","44201","0.012529","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.024","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","22.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-18","44201","0.010917","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.024","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","22.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-18","44201","0.010917","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","9.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.024","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-09-18","44201","0.011696","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.03","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","28.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-09-17","44201","0.015176","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.03","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
